,QUARTER,TIME_REMAINING,DALLAS_ACTION,SAN ANTONIO_ACTION,DALLAS_SCORE,SAN ANTONIO_SCORE
0,1,11:47.0,,L. Aldridge misses 3-pt jump shot from 27 ft,0,0
1,1,11:43.0,Defensive rebound by T. Hardaway,,0,0
2,1,11:32.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,3,0
3,1,11:23.0,,Offensive foul by D. DeRozan (drawn by T. Hardaway),3,0
4,1,11:23.0,,Turnover by D. DeRozan (offensive foul),3,0
5,1,11:05.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,3,0
6,1,11:01.0,,Defensive rebound by T. Lyles,3,0
7,1,10:52.0,,Turnover by D. DeRozan (bad pass; steal by T. Hardaway),3,0
8,1,10:46.0,C. Lee misses 2-pt jump shot from 17 ft,,3,0
9,1,10:43.0,,Defensive rebound by T. Lyles,3,0
10,1,10:40.0,,B. Forbes misses 3-pt jump shot from 27 ft,3,0
11,1,10:37.0,Defensive rebound by L. Dončić,,3,0
12,1,10:26.0,K. Porziņģis misses 2-pt jump shot from 17 ft,,3,0
13,1,10:23.0,,Defensive rebound by D. White,3,0
14,1,10:20.0,,Turnover by D. White (bad pass),3,0
15,1,10:08.0,L. Dončić misses 2-pt jump shot from 7 ft (block by L. Aldridge),,3,0
16,1,10:04.0,,Defensive rebound by D. White,3,0
17,1,10:02.0,,B. Forbes makes 3-pt jump shot from 28 ft (assist by D. White),3,3
18,1,9:38.0,D. Finney-Smith misses 3-pt jump shot from 27 ft (block by D. White),,3,3
19,1,9:38.0,,Defensive rebound by Team,3,3
20,1,9:38.0,Loose ball foul by D. Finney-Smith (drawn by D. White),,3,3
21,1,9:19.0,,L. Aldridge misses 2-pt hook shot from 4 ft,3,3
22,1,9:16.0,Defensive rebound by K. Porziņģis,,3,3
23,1,9:10.0,T. Hardaway makes 2-pt jump shot from 17 ft,,5,3
24,1,8:56.0,,L. Aldridge misses 3-pt jump shot from 26 ft,5,3
25,1,8:52.0,Defensive rebound by K. Porziņģis,,5,3
26,1,8:45.0,L. Dončić misses 2-pt layup from 4 ft,,5,3
27,1,8:44.0,Offensive rebound by L. Dončić,,5,3
28,1,8:43.0,L. Dončić misses 2-pt layup at rim,,5,3
29,1,8:42.0,,Defensive rebound by D. DeRozan,5,3
30,1,8:39.0,,Turnover by D. DeRozan (lost ball; steal by L. Dončić),5,3
31,1,8:38.0,D. Finney-Smith makes 2-pt dunk from 4 ft (assist by L. Dončić),,7,3
32,1,8:14.0,,L. Aldridge makes 2-pt jump shot from 10 ft (assist by D. White),7,5
33,1,8:02.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,7,5
34,1,8:02.0,,Defensive rebound by B. Forbes,7,5
35,1,8:00.0,,Personal foul by L. Dončić (drawn by D. White),7,5
36,1,7:53.0,,L. Aldridge misses 2-pt jump shot from 19 ft,7,5
37,1,7:47.0,Defensive rebound by L. Dončić,,7,5
38,1,7:39.0,Turnover by L. Dončić (lost ball; steal by D. DeRozan),,7,5
39,1,7:36.0,,D. DeRozan misses 2-pt layup at rim (block by C. Lee),7,5
40,1,7:36.0,,Offensive rebound by Team,7,5
41,1,7:34.0,,D. DeRozan makes 2-pt jump shot from 15 ft (assist by D. White),7,7
42,1,7:15.0,T. Hardaway misses 3-pt jump shot from 26 ft,,7,7
43,1,7:11.0,,Defensive rebound by B. Forbes,7,7
44,1,7:09.0,,B. Forbes misses 3-pt jump shot from 26 ft,7,7
45,1,7:04.0,Defensive rebound by T. Hardaway,,7,7
46,1,7:02.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,10,7
47,1,6:39.0,,L. Aldridge makes 2-pt dunk from 2 ft (assist by D. White),10,9
48,1,6:24.0,T. Hardaway makes 2-pt jump shot from 20 ft,,12,9
49,1,6:09.0,,San Antonio full timeout,12,9
50,1,6:09.0,M. Kleber enters the game for L. Dončić,,12,9
51,1,6:09.0,D. Wright enters the game for C. Lee,,12,9
52,1,6:00.0,,B. Forbes misses 2-pt layup from 5 ft (block by K. Porziņģis),12,9
53,1,5:56.0,Defensive rebound by D. Finney-Smith,,12,9
54,1,5:42.0,Turnover by D. Finney-Smith (bad pass),,12,9
55,1,5:42.0,,P. Mills enters the game for B. Forbes,12,9
56,1,5:32.0,,D. DeRozan misses 2-pt jump shot from 8 ft,12,9
57,1,5:28.0,Defensive rebound by K. Porziņģis,,12,9
58,1,5:11.0,T. Hardaway misses 2-pt jump shot from 7 ft,,12,9
59,1,5:08.0,,Defensive rebound by T. Lyles,12,9
60,1,5:02.0,,T. Lyles makes 3-pt jump shot from 27 ft (assist by P. Mills),12,12
61,1,4:46.0,D. Wright makes 3-pt jump shot from 25 ft (assist by M. Kleber),,15,12
62,1,4:33.0,,D. White misses 2-pt jump shot from 5 ft,15,12
63,1,4:29.0,Defensive rebound by K. Porziņģis,,15,12
64,1,4:27.0,Personal foul by D. White (drawn by K. Porziņģis),,15,12
65,1,4:27.0,,M. Belinelli enters the game for D. White,15,12
66,1,4:19.0,Turnover by D. Wright (bad pass; steal by L. Aldridge),,15,12
67,1,4:05.0,,L. Aldridge misses 2-pt jump shot from 20 ft,15,12
68,1,4:02.0,Defensive rebound by M. Kleber,,15,12
69,1,3:56.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Wright),,18,12
70,1,3:36.0,,D. DeRozan misses 2-pt jump shot from 15 ft,18,12
71,1,3:32.0,,Offensive rebound by D. DeRozan,18,12
72,1,3:29.0,,T. Lyles misses 3-pt jump shot from 25 ft,18,12
73,1,3:26.0,Defensive rebound by K. Porziņģis,,18,12
74,1,3:15.0,Personal foul by P. Mills (drawn by K. Porziņģis),,18,12
75,1,3:15.0,,D. Eubanks enters the game for L. Aldridge,18,12
76,1,3:15.0,,R. Gay enters the game for T. Lyles,18,12
77,1,3:15.0,Dallas full timeout,,18,12
78,1,3:15.0,L. Dončić enters the game for D. Finney-Smith,,18,12
79,1,3:15.0,C. Lee enters the game for T. Hardaway,,18,12
80,1,3:15.0,B. Marjanović enters the game for K. Porziņģis,,18,12
81,1,3:08.0,B. Marjanović misses 2-pt jump shot from 7 ft,,18,12
82,1,3:04.0,,Defensive rebound by D. DeRozan,18,12
83,1,3:00.0,,Personal foul by B. Marjanović (drawn by R. Gay),18,12
84,1,2:51.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by M. Belinelli),18,15
85,1,2:42.0,Personal foul by P. Mills (drawn by L. Dončić),,18,15
86,1,2:35.0,B. Marjanović makes 2-pt dunk from 2 ft (assist by L. Dončić),,20,15
87,1,2:22.0,,R. Gay misses 3-pt jump shot from 26 ft,20,15
88,1,2:19.0,Defensive rebound by D. Wright,,20,15
89,1,2:09.0,L. Dončić makes 2-pt jump shot from 17 ft (assist by M. Kleber),,22,15
90,1,1:56.0,,M. Belinelli makes 2-pt jump shot from 22 ft (assist by D. DeRozan),22,17
91,1,1:38.0,B. Marjanović makes 2-pt hook shot from 3 ft,,24,17
92,1,1:27.0,,D. DeRozan makes 2-pt jump shot from 12 ft,24,19
93,1,1:15.0,Turnover by L. Dončić (lost ball; steal by D. Eubanks),,24,19
94,1,0:56.0,,D. DeRozan makes 2-pt jump shot from 10 ft,24,21
95,1,0:44.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by M. Kleber),,27,21
96,1,0:30.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. DeRozan),27,24
97,1,0:19.0,Shooting foul by R. Gay (drawn by L. Dončić),,27,24
98,1,0:19.0,L. Dončić makes free throw 1 of 2,,28,24
99,1,0:19.0,L. Dončić makes free throw 2 of 2,,29,24
100,1,0:07.0,,Personal foul by D. Wright (drawn by D. Eubanks),29,24
101,1,0:02.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Eubanks),29,27
102,2,11:47.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by L. Dončić),,32,27
103,2,11:28.0,,M. Belinelli makes 2-pt jump shot from 18 ft (assist by D. Eubanks),32,29
104,2,11:13.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by J. Jackson),,35,29
105,2,10:55.0,,R. Gay misses 3-pt jump shot from 27 ft,35,29
