,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CLEVELAND_ACTION,PHILADELPHIA_SCORE,CLEVELAND_SCORE
113,2,11:13.0,,Turnover by K. Porter (bad pass; steal by A. Horford),17,28
114,2,11:06.0,T. Harris makes 3-pt jump shot from 27 ft (assist by A. Burks),,20,28
115,2,10:37.0,,K. Porter makes 2-pt layup at rim (assist by A. Žižić),20,30
116,2,10:24.0,J. Richardson misses 2-pt jump shot from 10 ft,,20,30
117,2,10:22.0,Offensive rebound by G. Robinson,,20,30
118,2,10:20.0,A. Burks misses 3-pt jump shot from 25 ft,,20,30
119,2,10:18.0,,Defensive rebound by L. Nance,20,30
120,2,10:08.0,,A. Žižić makes 2-pt layup from 1 ft (assist by K. Porter),20,32
121,2,9:41.0,Turnover by T. Harris (lost ball; steal by C. Sexton),,20,32
122,2,9:39.0,,C. Sexton makes 2-pt dunk from 2 ft,20,34
123,2,9:39.0,Philadelphia full timeout,,20,34
124,2,9:27.0,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Richardson),,23,34
125,2,9:07.0,,Turnover by A. Žižić (bad pass; steal by A. Horford),23,34
126,2,8:56.0,Shooting foul by K. Porter (drawn by G. Robinson),,23,34
127,2,8:56.0,G. Robinson makes free throw 1 of 2,,24,34
128,2,8:56.0,S. Milton enters the game for A. Burks,,24,34
129,2,8:56.0,G. Robinson makes free throw 2 of 2,,25,34
130,2,8:45.0,,C. Sexton makes 2-pt jump shot from 3 ft,25,36
131,2,8:33.0,G. Robinson makes 2-pt jump shot from 19 ft (assist by A. Horford),,27,36
132,2,8:23.0,,Turnover by C. Sexton (bad pass; steal by T. Harris),27,36
133,2,8:19.0,S. Milton misses 3-pt jump shot from 25 ft,,27,36
134,2,8:17.0,,Defensive rebound by A. Žižić,27,36
135,2,8:04.0,,A. Žižić misses 2-pt jump shot from 9 ft,27,36
136,2,8:02.0,Defensive rebound by S. Milton,,27,36
137,2,7:55.0,G. Robinson misses 3-pt jump shot from 23 ft,,27,36
138,2,7:53.0,,Defensive rebound by K. Porter,27,36
139,2,7:45.0,,K. Porter misses 2-pt layup from 1 ft,27,36
140,2,7:42.0,Defensive rebound by A. Horford,,27,36
141,2,7:22.0,T. Harris misses 2-pt jump shot from 1 ft,,27,36
142,2,7:21.0,Offensive rebound by G. Robinson,,27,36
143,2,7:21.0,G. Robinson misses 2-pt layup from 2 ft (block by A. Žižić),,27,36
144,2,7:21.0,Offensive rebound by Team,,27,36
145,2,7:21.0,Turnover by Team (shot clock),,27,36
146,2,7:21.0,F. Korkmaz enters the game for J. Richardson,,27,36
147,2,7:21.0,M. Thybulle enters the game for G. Robinson,,27,36
148,2,7:21.0,,T. Thompson enters the game for A. Žižić,27,36
149,2,7:07.0,,M. Dellavedova makes 2-pt jump shot from 1 ft,27,38
150,2,6:50.0,T. Harris makes 2-pt layup from 1 ft (assist by F. Korkmaz),,29,38
151,2,6:39.0,,Shooting foul by A. Horford (drawn by K. Porter),29,38
152,2,6:39.0,,K. Porter misses free throw 1 of 2,29,38
153,2,6:39.0,,Offensive rebound by Team,29,38
154,2,6:39.0,,D. Garland enters the game for L. Nance,29,38
155,2,6:39.0,,K. Love enters the game for C. Sexton,29,38
156,2,6:39.0,,K. Porter makes free throw 2 of 2,29,39
157,2,6:17.0,S. Milton misses 2-pt layup from 2 ft (block by T. Thompson),,29,39
158,2,6:14.0,Offensive rebound by A. Horford,,29,39
159,2,6:11.0,A. Horford misses 3-pt jump shot from 25 ft,,29,39
160,2,6:09.0,,Defensive rebound by K. Porter,29,39
161,2,6:05.0,,T. Thompson makes 2-pt hook shot from 6 ft (assist by K. Porter),29,41
162,2,5:53.0,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by T. Harris),,32,41
163,2,5:37.0,,K. Porter misses 3-pt jump shot from 26 ft,32,41
164,2,5:37.0,Defensive rebound by S. Milton,,32,41
165,2,5:29.0,S. Milton misses 2-pt layup from 1 ft,,32,41
166,2,5:26.0,,Defensive rebound by K. Love,32,41
167,2,5:22.0,,D. Garland misses 3-pt jump shot from 23 ft,32,41
168,2,5:18.0,Defensive rebound by A. Horford,,32,41
169,2,5:10.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,32,41
170,2,5:07.0,,Defensive rebound by K. Porter,32,41
171,2,5:03.0,,Cleveland full timeout,32,41
172,2,5:03.0,,C. Osman enters the game for K. Porter,32,41
173,2,4:45.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by C. Osman),32,44
174,2,4:29.0,M. Thybulle makes 2-pt dunk from 2 ft (assist by A. Horford),,34,44
175,2,4:06.0,,M. Dellavedova makes 2-pt layup from 1 ft (assist by K. Love),34,46
176,2,3:50.0,F. Korkmaz misses 2-pt jump shot from 17 ft,,34,46
177,2,3:48.0,,Defensive rebound by K. Love,34,46
178,2,3:39.0,Violation by Team (kicked ball),,34,46
179,2,3:39.0,K. O'Quinn enters the game for A. Horford,,34,46
180,2,3:29.0,,T. Thompson misses 2-pt hook shot from 3 ft,34,46
181,2,3:25.0,Defensive rebound by K. O'Quinn,,34,46
182,2,3:17.0,K. O'Quinn misses 2-pt jump shot from 22 ft,,34,46
183,2,3:16.0,,Defensive rebound by T. Thompson,34,46
184,2,3:02.0,,D. Garland makes 3-pt jump shot from 24 ft (assist by K. Love),34,49
185,2,2:43.0,S. Milton makes 3-pt jump shot from 24 ft (assist by K. O'Quinn),,37,49
186,2,2:23.0,,M. Dellavedova makes 3-pt jump shot from 29 ft (assist by K. Love),37,52
187,2,1:58.0,F. Korkmaz makes 3-pt jump shot from 27 ft (assist by M. Thybulle),,40,52
188,2,1:46.0,,Shooting foul by S. Milton (drawn by C. Osman),40,52
189,2,1:46.0,,C. Osman makes free throw 1 of 2,40,53
190,2,1:46.0,M. Scott enters the game for T. Harris,,40,53
191,2,1:46.0,,L. Nance enters the game for M. Dellavedova,40,53
192,2,1:46.0,,C. Sexton enters the game for T. Thompson,40,53
193,2,1:46.0,,C. Osman makes free throw 2 of 2,40,54
194,2,1:30.0,M. Thybulle misses 2-pt layup from 1 ft (block by K. Love),,40,54
195,2,1:27.0,,Defensive rebound by C. Osman,40,54
196,2,1:21.0,,Turnover by D. Garland (bad pass),40,54
197,2,1:12.0,Personal foul by C. Osman (drawn by M. Thybulle),,40,54
198,2,1:12.0,,K. Porter enters the game for C. Osman,40,54
199,2,1:04.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,40,54
200,2,1:01.0,,Defensive rebound by L. Nance,40,54
201,2,0:58.0,,Shooting foul by F. Korkmaz (drawn by C. Sexton),40,54
202,2,0:58.0,,C. Sexton misses free throw 1 of 2,40,54
203,2,0:58.0,,Offensive rebound by Team,40,54
204,2,0:58.0,A. Burks enters the game for M. Thybulle,,40,54
205,2,0:58.0,,C. Sexton makes free throw 2 of 2,40,55
206,2,0:43.0,A. Burks misses 2-pt jump shot from 19 ft,,40,55
207,2,0:41.0,Offensive rebound by Team,,40,55
208,2,0:41.0,,Loose ball foul by L. Nance (drawn by K. O'Quinn),40,55
209,2,0:41.0,K. O'Quinn makes free throw 1 of 2,,41,55
210,2,0:41.0,K. O'Quinn makes free throw 2 of 2,,42,55
211,2,0:30.0,,K. Love misses 3-pt jump shot from 23 ft,42,55
212,2,0:25.0,Defensive rebound by A. Burks,,42,55
213,2,0:08.0,A. Burks makes 2-pt layup from 1 ft,,44,55
214,2,0:02.0,,Turnover by C. Sexton (bad pass; steal by A. Burks),44,55
215,2,0:00.0,F. Korkmaz misses 3-pt jump shot from 34 ft,,44,55
216,2,0:00.0,Offensive rebound by Team,,44,55
217,3,11:46.0,,D. Garland makes 3-pt jump shot from 25 ft (assist by K. Love),44,58
218,3,11:32.0,Personal foul by C. Sexton (drawn by J. Richardson),,44,58
219,3,11:18.0,A. Horford misses 2-pt jump shot from 14 ft,,44,58
220,3,11:17.0,,Defensive rebound by Team,44,58
221,3,11:17.0,Loose ball foul by M. Thybulle (drawn by C. Osman),,44,58
222,3,10:52.0,,C. Sexton misses 2-pt jump shot from 10 ft,44,58
223,3,10:45.0,,Offensive rebound by T. Thompson,44,58
224,3,10:45.0,,T. Thompson makes 2-pt dunk at rim,44,60
225,3,10:30.0,J. Richardson misses 3-pt jump shot from 25 ft,,44,60
226,3,10:27.0,,Defensive rebound by T. Thompson,44,60
227,3,10:19.0,,C. Osman misses 3-pt jump shot from 31 ft,44,60
228,3,10:15.0,Defensive rebound by J. Richardson,,44,60
229,3,10:08.0,M. Thybulle makes 2-pt layup from 1 ft,,46,60
230,3,9:47.0,,D. Garland misses 3-pt jump shot from 27 ft,46,60
231,3,9:45.0,Defensive rebound by T. Harris,,46,60
232,3,9:39.0,S. Milton misses 3-pt jump shot from 25 ft,,46,60
233,3,9:36.0,,Defensive rebound by C. Osman,46,60
234,3,9:28.0,,Shooting foul by S. Milton (drawn by K. Love),46,60
235,3,9:28.0,,K. Love makes free throw 1 of 2,46,61
236,3,9:28.0,,K. Love makes free throw 2 of 2,46,62
237,3,9:13.0,J. Richardson makes 2-pt jump shot from 13 ft,,48,62
238,3,9:03.0,,Shooting foul by M. Thybulle (drawn by C. Sexton),48,62
239,3,9:03.0,,C. Sexton makes free throw 1 of 2,48,63
240,3,9:03.0,,C. Sexton makes free throw 2 of 2,48,64
241,3,8:50.0,Turnover by M. Thybulle (out of bounds lost ball),,48,64
242,3,8:38.0,,Turnover by K. Love (bad pass; steal by M. Thybulle),48,64
243,3,8:38.0,Personal take foul by K. Love (drawn by J. Richardson),,48,64
244,3,8:19.0,T. Harris misses 2-pt jump shot from 18 ft,,48,64
245,3,8:17.0,,Defensive rebound by K. Love,48,64
246,3,8:12.0,,T. Thompson misses 2-pt jump shot from 4 ft (block by J. Richardson),48,64
247,3,8:11.0,,Offensive rebound by T. Thompson,48,64
248,3,8:05.0,,Shooting foul by M. Thybulle (drawn by C. Sexton),48,64
249,3,8:05.0,,C. Sexton makes free throw 1 of 3,48,65
250,3,8:05.0,,C. Sexton makes free throw 2 of 3,48,66
251,3,8:05.0,,C. Sexton makes free throw 3 of 3,48,67
252,3,7:52.0,J. Richardson makes 2-pt dunk from 1 ft (assist by A. Horford),,50,67
253,3,7:38.0,,Turnover by C. Osman (bad pass; steal by M. Thybulle),50,67
254,3,7:33.0,M. Thybulle misses 2-pt layup from 1 ft,,50,67
255,3,7:31.0,Offensive rebound by T. Harris,,50,67
256,3,7:31.0,T. Harris misses 2-pt layup from 1 ft,,50,67
257,3,7:31.0,Offensive rebound by T. Harris,,50,67
258,3,7:31.0,T. Harris misses 2-pt layup from 1 ft,,50,67
259,3,7:31.0,Offensive rebound by Team,,50,67
260,3,7:31.0,F. Korkmaz enters the game for M. Thybulle,,50,67
261,3,7:17.0,S. Milton misses 2-pt jump shot from 7 ft,,50,67
262,3,7:14.0,,Defensive rebound by T. Thompson,50,67
263,3,7:01.0,,Turnover by C. Osman (traveling),50,67
264,3,6:51.0,Personal foul by C. Osman (drawn by F. Korkmaz),,50,67
265,3,6:51.0,,Cleveland full timeout,50,67
266,3,6:51.0,,K. Porter enters the game for C. Osman,50,67
267,3,6:45.0,J. Richardson misses 2-pt jump shot from 11 ft,,50,67
268,3,6:43.0,,Defensive rebound by K. Love,50,67
269,3,6:29.0,,K. Love makes 3-pt jump shot from 25 ft (assist by T. Thompson),50,70
270,3,6:11.0,F. Korkmaz makes 3-pt jump shot from 29 ft (assist by T. Harris),,53,70
271,3,5:52.0,,C. Sexton misses 3-pt jump shot from 26 ft,53,70
272,3,5:48.0,Defensive rebound by J. Richardson,,53,70
273,3,5:35.0,S. Milton makes 3-pt jump shot from 24 ft (assist by T. Harris),,56,70
274,3,5:12.0,,T. Thompson misses 2-pt layup at rim (block by T. Harris),56,70
275,3,5:12.0,,Offensive rebound by Team,56,70
276,3,5:12.0,K. O'Quinn enters the game for A. Horford,,56,70
277,3,5:12.0,,M. Dellavedova enters the game for K. Love,56,70
278,3,5:12.0,,L. Nance enters the game for C. Sexton,56,70
279,3,5:06.0,,Turnover by T. Thompson (lost ball; steal by T. Harris),56,70
280,3,4:47.0,S. Milton makes 2-pt jump shot from 5 ft,,58,70
281,3,4:26.0,,T. Thompson misses 2-pt hook shot from 3 ft (block by K. O'Quinn),58,70
282,3,4:24.0,,Offensive rebound by T. Thompson,58,70
283,3,4:21.0,,T. Thompson misses 3-pt jump shot from 24 ft,58,70
284,3,4:21.0,,Offensive rebound by Team,58,70
285,3,4:19.0,,Turnover by Team (shot clock),58,70
286,3,4:18.0,F. Korkmaz misses 3-pt jump shot from 24 ft,,58,70
287,3,4:15.0,,Defensive rebound by L. Nance,58,70
288,3,4:04.0,,D. Garland misses 2-pt jump shot from 10 ft,58,70
289,3,4:02.0,,Offensive rebound by T. Thompson,58,70
290,3,4:01.0,,T. Thompson misses 2-pt layup from 1 ft (block by S. Milton),58,70
291,3,4:01.0,Defensive rebound by J. Richardson,,58,70
292,3,3:54.0,Personal foul by K. Porter (drawn by K. O'Quinn),,58,70
293,3,3:36.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by S. Milton),,61,70
294,3,3:35.0,,Cleveland full timeout,61,70
295,3,3:35.0,A. Burks enters the game for T. Harris,,61,70
296,3,3:35.0,M. Scott enters the game for S. Milton,,61,70
297,3,3:35.0,,K. Love enters the game for T. Thompson,61,70
298,3,3:14.0,,K. Love misses 2-pt jump shot from 12 ft,61,70
299,3,3:11.0,,Offensive rebound by L. Nance,61,70
300,3,3:10.0,,L. Nance makes 2-pt jump shot from 14 ft,61,72
301,3,2:51.0,A. Burks makes 2-pt jump shot from 6 ft,,63,72
302,3,2:25.0,,K. Porter misses 3-pt jump shot from 26 ft,63,72
303,3,2:24.0,,Offensive rebound by L. Nance,63,72
304,3,2:20.0,,L. Nance makes 2-pt layup from 1 ft,63,74
305,3,2:02.0,A. Burks makes 3-pt jump shot from 26 ft (assist by J. Richardson),,66,74
306,3,1:46.0,,K. Porter misses 2-pt jump shot from 2 ft (block by K. O'Quinn),66,74
307,3,1:43.0,Defensive rebound by M. Scott,,66,74
308,3,1:33.0,K. O'Quinn misses 2-pt layup from 1 ft,,66,74
309,3,1:29.0,,Defensive rebound by L. Nance,66,74
310,3,1:18.0,,K. Love misses 2-pt hook shot from 11 ft,66,74
311,3,1:18.0,Defensive rebound by Team,,66,74
312,3,1:18.0,Philadelphia full timeout,,66,74
313,3,1:18.0,G. Robinson enters the game for J. Richardson,,66,74
314,3,1:18.0,,C. Sexton enters the game for D. Garland,66,74
315,3,1:05.0,A. Burks misses 2-pt jump shot from 5 ft,,66,74
316,3,1:03.0,,Defensive rebound by L. Nance,66,74
317,3,0:55.0,,C. Sexton makes 3-pt jump shot from 26 ft (assist by L. Nance),66,77
318,3,0:40.0,A. Burks misses 3-pt jump shot from 26 ft (block by K. Porter),,66,77
319,3,0:38.0,Offensive rebound by G. Robinson,,66,77
320,3,0:37.0,G. Robinson misses 2-pt layup at rim,,66,77
321,3,0:34.0,,Defensive rebound by K. Porter,66,77
322,3,0:28.0,,L. Nance misses 2-pt layup from 1 ft (block by K. O'Quinn),66,77
323,3,0:25.0,Defensive rebound by K. O'Quinn,,66,77
324,3,0:05.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by A. Burks),,68,77
325,3,0:00.0,,C. Sexton misses 2-pt layup from 1 ft (block by K. O'Quinn),68,77
326,3,0:00.0,,Offensive rebound by Team,68,77
327,3,0:00.0,,Turnover by K. Love (bad pass),68,77
328,4,11:46.0,Turnover by F. Korkmaz (bad pass; steal by M. Dellavedova),,68,77
329,4,11:42.0,,L. Nance makes 2-pt dunk from 1 ft (assist by K. Porter),68,79
330,4,11:28.0,S. Milton makes 2-pt jump shot from 7 ft,,70,79
331,4,11:12.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. Nance),70,81
332,4,10:53.0,S. Milton makes 3-pt jump shot from 27 ft,,73,81
333,4,10:27.0,,M. Dellavedova makes 2-pt layup from 1 ft,73,83
334,4,10:06.0,Def 3 sec tech foul by Team,,73,83
335,4,10:06.0,F. Korkmaz makes technical free throw,,74,83
336,4,9:53.0,S. Milton makes 3-pt jump shot from 30 ft (assist by F. Korkmaz),,77,83
337,4,9:28.0,,C. Sexton makes 2-pt jump shot from 14 ft,77,85
338,4,9:13.0,A. Horford makes 3-pt jump shot from 26 ft (assist by S. Milton),,80,85
339,4,8:58.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),80,87
340,4,8:43.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,80,87
341,4,8:41.0,,Defensive rebound by L. Nance,80,87
342,4,8:35.0,,C. Sexton makes 2-pt jump shot from 17 ft,80,89
343,4,8:34.0,Philadelphia full timeout,,80,89
344,4,8:34.0,T. Harris enters the game for A. Horford,,80,89
345,4,8:34.0,K. O'Quinn enters the game for F. Korkmaz,,80,89
346,4,8:34.0,J. Richardson enters the game for M. Scott,,80,89
347,4,8:14.0,J. Richardson misses 2-pt jump shot from 14 ft,,80,89
348,4,8:14.0,Offensive rebound by G. Robinson,,80,89
349,4,8:05.0,Turnover by T. Harris (bad pass; steal by C. Sexton),,80,89
350,4,8:00.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. Nance),80,91
351,4,7:45.0,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by J. Richardson),,82,91
352,4,7:24.0,,Turnover by C. Sexton (lost ball; steal by J. Richardson),82,91
353,4,7:15.0,J. Richardson misses 3-pt jump shot from 25 ft,,82,91
354,4,7:12.0,,Defensive rebound by T. Thompson,82,91
355,4,6:59.0,,Turnover by K. Porter (bad pass; steal by J. Richardson),82,91
356,4,6:56.0,J. Richardson makes 2-pt jump shot from 3 ft,,84,91
357,4,6:56.0,Shooting foul by M. Dellavedova (drawn by J. Richardson),,84,91
358,4,6:56.0,Instant Replay (Challenge: Ruling Stands),,84,91
359,4,6:56.0,,Cleveland full timeout,84,91
360,4,6:56.0,A. Burks enters the game for S. Milton,,84,91
361,4,6:56.0,,D. Garland enters the game for M. Dellavedova,84,91
362,4,6:56.0,,K. Love enters the game for K. Porter,84,91
363,4,6:56.0,J. Richardson misses free throw 1 of 1,,84,91
364,4,6:54.0,,Defensive rebound by K. Love,84,91
365,4,6:32.0,,D. Garland misses 2-pt jump shot from 8 ft,84,91
366,4,6:29.0,Defensive rebound by A. Burks,,84,91
367,4,6:25.0,Turnover by A. Burks (bad pass; steal by L. Nance),,84,91
368,4,6:06.0,,T. Thompson makes 2-pt hook shot from 7 ft (assist by K. Love),84,93
369,4,5:45.0,K. O'Quinn misses 3-pt jump shot from 26 ft,,84,93
370,4,5:42.0,,Defensive rebound by K. Love,84,93
371,4,5:31.0,,C. Sexton makes 2-pt jump shot from 7 ft,84,95
372,4,5:31.0,Philadelphia full timeout,,84,95
373,4,5:31.0,A. Horford enters the game for K. O'Quinn,,84,95
374,4,5:31.0,S. Milton enters the game for G. Robinson,,84,95
375,4,5:19.0,J. Richardson misses 2-pt jump shot from 10 ft,,84,95
376,4,5:16.0,,Defensive rebound by L. Nance,84,95
377,4,4:53.0,,L. Nance misses 2-pt jump shot from 15 ft,84,95
378,4,4:50.0,Defensive rebound by J. Richardson,,84,95
379,4,4:44.0,Turnover by J. Richardson (lost ball; steal by T. Thompson),,84,95
380,4,4:40.0,Loose ball foul by A. Burks (drawn by C. Sexton),,84,95
381,4,4:30.0,,K. Love misses 3-pt jump shot from 23 ft,84,95
382,4,4:29.0,Defensive rebound by Team,,84,95
383,4,4:29.0,,Loose ball foul by L. Nance (drawn by J. Richardson),84,95
384,4,4:09.0,J. Richardson misses 3-pt jump shot from 26 ft,,84,95
