,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:38.0,,Turnover by W. Carter (lost ball; steal by J. Tatum),0,0
1,1,11:32.0,Turnover by M. Smart (bad pass; steal by W. Carter),,0,0
2,1,11:26.0,,Z. LaVine makes 3-pt jump shot from 27 ft (assist by K. Dunn),0,3
3,1,11:06.0,M. Smart misses 3-pt jump shot from 23 ft,,0,3
4,1,11:01.0,Offensive rebound by D. Theis,,0,3
5,1,10:55.0,J. Brown misses 2-pt jump shot from 17 ft,,0,3
6,1,10:51.0,,Defensive rebound by T. Satoranský,0,3
7,1,10:44.0,,L. Markkanen misses 3-pt jump shot from 25 ft,0,3
8,1,10:42.0,Defensive rebound by J. Brown,,0,3
9,1,10:34.0,M. Smart misses 3-pt jump shot from 27 ft,,0,3
10,1,10:31.0,,Defensive rebound by T. Satoranský,0,3
11,1,10:26.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by T. Satoranský),0,5
12,1,10:01.0,Turnover by G. Hayward (lost ball; steal by L. Markkanen),,0,5
13,1,9:49.0,,K. Dunn misses 2-pt jump shot from 6 ft,0,5
14,1,9:46.0,Defensive rebound by G. Hayward,,0,5
15,1,9:40.0,D. Theis misses 2-pt jump shot from 10 ft,,0,5
16,1,9:38.0,,Defensive rebound by W. Carter,0,5
17,1,9:29.0,,T. Satoranský misses 2-pt jump shot from 6 ft,0,5
18,1,9:29.0,Defensive rebound by Team,,0,5
19,1,9:29.0,,Loose ball foul by W. Carter (drawn by D. Theis),0,5
20,1,9:19.0,Shooting foul by K. Dunn (drawn by J. Tatum),,0,5
21,1,9:19.0,J. Tatum makes free throw 1 of 2,,1,5
22,1,9:19.0,J. Tatum makes free throw 2 of 2,,2,5
23,1,9:05.0,,Z. LaVine makes 3-pt jump shot from 25 ft,2,8
24,1,8:52.0,Turnover by G. Hayward (bad pass; steal by W. Carter),,2,8
25,1,8:51.0,,Shooting foul by G. Hayward (drawn by W. Carter),2,8
26,1,8:51.0,,W. Carter makes free throw 1 of 2,2,9
27,1,8:51.0,,W. Carter makes free throw 2 of 2,2,10
28,1,8:36.0,Turnover by M. Smart (step out of bounds),,2,10
29,1,8:13.0,,W. Carter misses 3-pt jump shot from 23 ft,2,10
30,1,8:06.0,Defensive rebound by G. Hayward,,2,10
31,1,8:01.0,G. Hayward makes 2-pt jump shot from 13 ft,,4,10
32,1,7:45.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by L. Markkanen),4,13
33,1,7:17.0,J. Tatum makes 2-pt layup from 5 ft,,6,13
34,1,6:52.0,,Shooting foul by M. Smart (drawn by T. Satoranský),6,13
35,1,6:52.0,,Chicago full timeout,6,13
36,1,6:52.0,,T. Satoranský makes free throw 1 of 2,6,14
37,1,6:52.0,,T. Satoranský makes free throw 2 of 2,6,15
38,1,6:31.0,G. Hayward misses 3-pt jump shot from 25 ft,,6,15
39,1,6:29.0,,Defensive rebound by W. Carter,6,15
40,1,6:19.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by T. Satoranský),6,18
41,1,6:00.0,J. Tatum makes 2-pt layup from 2 ft (assist by J. Brown),,8,18
42,1,5:45.0,,Turnover by W. Carter (bad pass; steal by J. Tatum),8,18
43,1,5:38.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by M. Smart),,11,18
44,1,5:36.0,,Chicago full timeout,11,18
45,1,5:36.0,E. Freedom enters the game for M. Smart,,11,18
46,1,5:36.0,B. Wanamaker enters the game for D. Theis,,11,18
47,1,5:36.0,,C. White enters the game for K. Dunn,11,18
48,1,5:36.0,,T. Young enters the game for T. Satoranský,11,18
49,1,5:20.0,,Z. LaVine misses 2-pt jump shot from 5 ft,11,18
50,1,5:18.0,,Offensive rebound by W. Carter,11,18
51,1,5:14.0,,C. White makes 3-pt jump shot from 25 ft (assist by W. Carter),11,21
52,1,4:57.0,Turnover by G. Hayward (lost ball; steal by W. Carter),,11,21
53,1,4:53.0,,Z. LaVine misses 2-pt dunk at rim,11,21
54,1,4:51.0,Defensive rebound by B. Wanamaker,,11,21
55,1,4:47.0,G. Hayward makes 2-pt dunk at rim (assist by B. Wanamaker),,13,21
56,1,4:30.0,,C. White misses 2-pt jump shot from 5 ft,13,21
57,1,4:27.0,,Offensive rebound by W. Carter,13,21
58,1,4:27.0,,Turnover by C. White (traveling),13,21
59,1,4:27.0,S. Ojeleye enters the game for J. Tatum,,13,21
60,1,4:27.0,,D. Gafford enters the game for W. Carter,13,21
61,1,4:13.0,J. Brown makes 2-pt jump shot from 8 ft (assist by G. Hayward),,15,21
62,1,4:06.0,,Z. LaVine makes 2-pt layup from 1 ft,15,23
63,1,3:53.0,J. Brown makes 2-pt jump shot from 12 ft (assist by B. Wanamaker),,17,23
64,1,3:39.0,,Z. LaVine misses 3-pt jump shot from 25 ft,17,23
65,1,3:35.0,Defensive rebound by Team,,17,23
66,1,3:26.0,J. Brown makes 2-pt layup from 1 ft (assist by B. Wanamaker),,19,23
67,1,3:05.0,,L. Markkanen misses 3-pt jump shot from 24 ft,19,23
68,1,3:04.0,,Offensive rebound by D. Gafford,19,23
69,1,3:04.0,,D. Gafford misses 2-pt layup from 3 ft (block by E. Freedom),19,23
70,1,3:04.0,Defensive rebound by Team,,19,23
71,1,3:04.0,,K. Dunn enters the game for Z. LaVine,19,23
72,1,3:04.0,,T. Satoranský enters the game for L. Markkanen,19,23
73,1,2:43.0,J. Brown misses 3-pt jump shot from 24 ft,,19,23
74,1,2:40.0,,Defensive rebound by C. White,19,23
75,1,2:36.0,,C. White misses 2-pt layup from 1 ft (block by E. Freedom),19,23
76,1,2:36.0,,Offensive rebound by Team,19,23
77,1,2:31.0,,T. Satoranský misses 2-pt jump shot from 21 ft,19,23
78,1,2:28.0,Defensive rebound by J. Brown,,19,23
79,1,2:13.0,E. Freedom makes 2-pt layup from 1 ft,,21,23
80,1,2:02.0,,Personal foul by J. Brown (drawn by T. Satoranský),21,23
81,1,1:57.0,,Turnover by C. White (lost ball; steal by G. Hayward),21,23
82,1,1:52.0,G. Hayward makes 2-pt jump shot from 7 ft,,23,23
83,1,1:52.0,Shooting foul by C. White (drawn by G. Hayward),,23,23
84,1,1:52.0,J. Green enters the game for J. Brown,,23,23
85,1,1:52.0,G. Hayward makes free throw 1 of 1,,24,23
86,1,1:38.0,,C. White makes 3-pt jump shot from 23 ft (assist by K. Dunn),24,26
87,1,1:22.0,E. Freedom misses 2-pt layup from 2 ft (block by D. Gafford),,24,26
88,1,1:14.0,Offensive rebound by E. Freedom,,24,26
89,1,1:14.0,E. Freedom misses 2-pt layup at rim (block by D. Gafford),,24,26
90,1,1:14.0,,Defensive rebound by T. Satoranský,24,26
91,1,1:08.0,,K. Dunn makes 2-pt layup from 1 ft (assist by T. Young),24,28
92,1,0:55.0,B. Wanamaker makes 2-pt jump shot from 12 ft,,26,28
93,1,0:39.0,,Turnover by K. Dunn (bad pass; steal by B. Wanamaker),26,28
94,1,0:37.0,Shooting foul by T. Satoranský (drawn by J. Green),,26,28
95,1,0:37.0,J. Green makes free throw 1 of 2,,27,28
96,1,0:37.0,J. Tatum enters the game for G. Hayward,,27,28
97,1,0:37.0,J. Green makes free throw 2 of 2,,28,28
98,1,0:22.0,,C. White misses 3-pt jump shot from 25 ft,28,28
99,1,0:16.0,,Offensive rebound by D. Gafford,28,28
100,1,0:16.0,,D. Gafford misses 2-pt layup from 1 ft,28,28
101,1,0:15.0,Defensive rebound by E. Freedom,,28,28
102,1,0:02.0,J. Tatum makes 2-pt jump shot from 17 ft,,30,28
103,2,11:43.0,Turnover by B. Wanamaker (bad pass; steal by D. Gafford),,30,28
104,2,11:32.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by T. Young),30,31
105,2,11:06.0,E. Freedom misses 2-pt layup from 2 ft,,30,31
106,2,11:03.0,Offensive rebound by J. Green,,30,31
107,2,11:03.0,J. Green misses 2-pt layup at rim,,30,31
108,2,11:02.0,,Defensive rebound by D. Gafford,30,31
109,2,10:44.0,,T. Satoranský makes 2-pt layup from 1 ft,30,33
110,2,10:24.0,J. Green makes 2-pt jump shot from 12 ft (assist by B. Wanamaker),,32,33
111,2,10:06.0,,C. White misses 3-pt jump shot from 26 ft,32,33
112,2,10:01.0,,Offensive rebound by T. Young,32,33
113,2,9:51.0,,Shooting foul by S. Ojeleye (drawn by T. Young),32,33
114,2,9:51.0,,T. Young makes free throw 1 of 2,32,34
115,2,9:51.0,M. Smart enters the game for J. Green,,32,34
116,2,9:51.0,,T. Young misses free throw 2 of 2,32,34
117,2,9:49.0,Defensive rebound by J. Tatum,,32,34
118,2,9:34.0,J. Tatum makes 2-pt jump shot from 10 ft,,34,34
119,2,9:22.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by D. Gafford),34,37
120,2,9:09.0,Shooting foul by T. Young (drawn by M. Smart),,34,37
121,2,9:09.0,M. Smart makes free throw 1 of 2,,35,37
122,2,9:09.0,D. Theis enters the game for E. Freedom,,35,37
123,2,9:09.0,G. Williams enters the game for S. Ojeleye,,35,37
124,2,9:09.0,,Z. LaVine enters the game for K. Dunn,35,37
125,2,9:09.0,,L. Markkanen enters the game for T. Satoranský,35,37
126,2,9:09.0,M. Smart makes free throw 2 of 2,,36,37
127,2,8:57.0,,Offensive foul by D. Gafford (drawn by D. Theis),36,37
128,2,8:57.0,,Turnover by D. Gafford (offensive foul),36,37
