,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DETROIT_ACTION,NEW YORK_SCORE,DETROIT_SCORE
155,2,4:47.0,M. Morris misses 3-pt jump shot from 26 ft,,44,51
156,2,4:45.0,,Defensive rebound by B. Brown,44,51
157,2,4:42.0,,T. Snell makes 2-pt layup from 2 ft (assist by B. Brown),44,53
158,2,4:36.0,New York full timeout,,44,53
159,2,4:20.0,R. Barrett misses 2-pt jump shot from 18 ft,,44,53
160,2,4:16.0,Offensive rebound by F. Ntilikina,,44,53
161,2,4:10.0,J. Randle makes 3-pt jump shot from 24 ft (assist by R. Barrett),,47,53
162,2,3:49.0,,Turnover by A. Drummond (bad pass; steal by J. Randle),47,53
163,2,3:44.0,R. Barrett makes 2-pt layup from 3 ft,,49,53
164,2,3:32.0,,Personal foul by R. Barrett (drawn by L. Kennard),49,53
165,2,3:23.0,,A. Drummond makes 2-pt dunk from 3 ft (assist by L. Kennard),49,55
166,2,3:15.0,Shooting foul by B. Brown (drawn by R. Barrett),,49,55
167,2,3:15.0,R. Barrett misses free throw 1 of 2,,49,55
168,2,3:15.0,Offensive rebound by Team,,49,55
169,2,3:15.0,R. Barrett makes free throw 2 of 2,,50,55
170,2,2:58.0,,B. Brown misses 2-pt layup from 4 ft,50,55
171,2,2:56.0,Defensive rebound by Team,,50,55
172,2,2:52.0,Shooting foul by B. Brown (drawn by R. Barrett),,50,55
173,2,2:52.0,R. Barrett misses free throw 1 of 2,,50,55
174,2,2:52.0,Offensive rebound by Team,,50,55
175,2,2:52.0,R. Barrett makes free throw 2 of 2,,51,55
176,2,2:35.0,,M. Morris misses 3-pt jump shot from 24 ft,51,55
177,2,2:33.0,Defensive rebound by R. Barrett,,51,55
178,2,2:27.0,M. Morris makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),,54,55
179,2,2:05.0,,L. Kennard misses 3-pt jump shot from 27 ft,54,55
180,2,2:01.0,,Offensive rebound by A. Drummond,54,55
181,2,2:01.0,,A. Drummond misses 2-pt layup at rim,54,55
182,2,1:59.0,,Offensive rebound by A. Drummond,54,55
183,2,1:59.0,,A. Drummond makes 2-pt layup at rim,54,57
184,2,1:51.0,M. Morris makes 2-pt jump shot from 11 ft,,56,57
185,2,1:51.0,Shooting foul by T. Snell (drawn by M. Morris),,56,57
186,2,1:51.0,M. Morris makes free throw 1 of 1,,57,57
187,2,1:31.0,,L. Kennard makes 2-pt layup from 3 ft (assist by A. Drummond),57,59
188,2,1:20.0,J. Randle makes 2-pt dunk from 2 ft (assist by F. Ntilikina),,59,59
189,2,1:03.0,,A. Drummond makes 2-pt layup from 3 ft (assist by M. Morris),59,61
190,2,0:51.0,J. Randle misses 3-pt jump shot from 27 ft,,59,61
191,2,0:49.0,,Defensive rebound by M. Morris,59,61
192,2,0:47.0,,A. Drummond makes 2-pt layup from 2 ft (assist by M. Morris),59,63
193,2,0:33.0,R. Barrett misses 2-pt jump shot from 7 ft,,59,63
194,2,0:31.0,,Defensive rebound by L. Kennard,59,63
195,2,0:11.0,,L. Kennard misses 2-pt layup from 6 ft,59,63
196,2,0:11.0,,Offensive rebound by A. Drummond,59,63
197,2,0:11.0,,A. Drummond misses 2-pt layup at rim,59,63
198,2,0:11.0,,Offensive rebound by L. Kennard,59,63
199,2,0:11.0,,Shooting foul by R. Barrett (drawn by L. Kennard),59,63
200,2,0:11.0,,L. Kennard misses free throw 1 of 2,59,63
201,2,0:11.0,,Offensive rebound by Team,59,63
202,2,0:11.0,,L. Kennard makes free throw 2 of 2,59,64
203,2,0:11.0,,L. Galloway enters the game for B. Brown,59,64
204,2,0:01.0,B. Portis misses 3-pt jump shot from 29 ft,,59,64
205,2,0:00.0,,Defensive rebound by A. Drummond,59,64
206,3,11:43.0,M. Morris makes 3-pt jump shot from 28 ft (assist by R. Barrett),,62,64
207,3,11:23.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by L. Kennard),62,67
208,3,11:08.0,R. Barrett makes 2-pt layup from 2 ft (assist by T. Gibson),,64,67
209,3,10:44.0,,B. Brown misses 3-pt jump shot from 26 ft,64,67
210,3,10:44.0,Defensive rebound by Team,,64,67
211,3,10:31.0,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Randle),,67,67
212,3,10:16.0,,A. Drummond makes 2-pt layup from 2 ft (assist by B. Brown),67,69
213,3,10:04.0,T. Gibson makes 2-pt layup from 2 ft (assist by R. Barrett),,69,69
214,3,9:45.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Snell),69,72
215,3,9:29.0,R. Barrett misses 3-pt jump shot from 28 ft,,69,72
216,3,9:24.0,,Defensive rebound by L. Kennard,69,72
217,3,9:04.0,,A. Drummond makes 2-pt hook shot from 4 ft (assist by M. Morris),69,74
218,3,8:46.0,M. Morris misses 3-pt jump shot from 24 ft,,69,74
219,3,8:42.0,,Defensive rebound by B. Brown,69,74
220,3,8:36.0,,Personal foul by T. Gibson (drawn by A. Drummond),69,74
221,3,8:20.0,,L. Kennard misses 3-pt jump shot from 29 ft,69,74
222,3,8:17.0,Defensive rebound by R. Barrett,,69,74
223,3,8:09.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by T. Gibson),,72,74
224,3,7:50.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by B. Brown),72,77
225,3,7:50.0,,Flagrant foul type 1 by J. Randle (drawn by M. Morris),72,77
226,3,7:50.0,Turnover by J. Randle (turnover),,72,77
227,3,7:50.0,Instant Replay (Request: Ruling Stands),,72,77
228,3,7:50.0,,M. Morris makes flagrant free throw 1 of 1,72,78
229,3,7:50.0,,L. Galloway enters the game for L. Kennard,72,78
230,3,7:40.0,,A. Drummond makes 2-pt layup from 3 ft (assist by L. Galloway),72,80
231,3,7:20.0,Turnover by R. Barrett (bad pass; steal by A. Drummond),,72,80
232,3,7:13.0,,B. Brown makes 2-pt layup from 2 ft,72,82
233,3,7:10.0,New York full timeout,,72,82
234,3,7:10.0,B. Portis enters the game for T. Gibson,,72,82
235,3,6:51.0,Turnover by Team (shot clock),,72,82
236,3,6:35.0,,L. Galloway makes 2-pt jump shot from 12 ft (assist by A. Drummond),72,84
237,3,6:17.0,J. Randle makes 3-pt jump shot from 27 ft (assist by F. Ntilikina),,75,84
238,3,6:02.0,,A. Drummond misses 2-pt hook shot from 6 ft,75,84
239,3,6:00.0,Defensive rebound by B. Portis,,75,84
240,3,5:45.0,J. Randle misses 2-pt jump shot from 9 ft,,75,84
241,3,5:43.0,,Defensive rebound by A. Drummond,75,84
242,3,5:28.0,,Turnover by M. Morris (lost ball; steal by M. Morris),75,84
243,3,5:23.0,R. Barrett misses 2-pt layup from 4 ft,,75,84
244,3,5:21.0,Offensive rebound by J. Randle,,75,84
245,3,5:19.0,Turnover by J. Randle (lost ball; steal by M. Morris),,75,84
246,3,5:12.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by B. Brown),75,87
247,3,5:05.0,R. Barrett misses 2-pt layup from 4 ft,,75,87
248,3,5:05.0,,Defensive rebound by Team,75,87
249,3,5:05.0,W. Ellington enters the game for R. Barrett,,75,87
250,3,4:48.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by L. Galloway),75,89
251,3,4:34.0,B. Portis misses 2-pt jump shot from 23 ft,,75,89
252,3,4:31.0,Offensive rebound by B. Portis,,75,89
253,3,4:30.0,B. Portis makes 2-pt layup from 3 ft,,77,89
254,3,4:30.0,Shooting foul by T. Snell (drawn by B. Portis),,77,89
255,3,4:30.0,T. Gibson enters the game for J. Randle,,77,89
256,3,4:30.0,B. Portis makes free throw 1 of 1,,78,89
257,3,4:11.0,,L. Galloway misses 2-pt layup from 4 ft,78,89
258,3,4:09.0,Defensive rebound by B. Portis,,78,89
259,3,4:05.0,M. Morris makes 2-pt layup from 3 ft (assist by F. Ntilikina),,80,89
260,3,3:48.0,,Turnover by M. Morris (out of bounds lost ball),80,89
261,3,3:48.0,,L. Kennard enters the game for L. Galloway,80,89
262,3,3:48.0,,S. Mykhailiuk enters the game for T. Snell,80,89
263,3,3:29.0,F. Ntilikina misses 2-pt layup from 7 ft,,80,89
264,3,3:27.0,,Defensive rebound by A. Drummond,80,89
265,3,3:14.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by A. Drummond),80,92
266,3,2:51.0,F. Ntilikina makes 2-pt jump shot from 21 ft (assist by T. Gibson),,82,92
267,3,2:48.0,,Detroit full timeout,82,92
268,3,2:48.0,K. Knox enters the game for M. Morris,,82,92
269,3,2:48.0,,C. Wood enters the game for M. Morris,82,92
270,3,2:24.0,,A. Drummond makes 2-pt layup from 5 ft (assist by L. Kennard),82,94
271,3,2:09.0,B. Portis misses 2-pt hook shot from 5 ft,,82,94
272,3,2:07.0,,Defensive rebound by C. Wood,82,94
273,3,1:59.0,,Personal foul by T. Gibson (drawn by C. Wood),82,94
274,3,1:59.0,R. Barrett enters the game for F. Ntilikina,,82,94
275,3,1:50.0,,C. Wood misses 2-pt jump shot from 8 ft,82,94
276,3,1:48.0,Defensive rebound by B. Portis,,82,94
277,3,1:45.0,Shooting foul by C. Wood (drawn by R. Barrett),,82,94
278,3,1:45.0,R. Barrett misses free throw 1 of 2,,82,94
279,3,1:45.0,Offensive rebound by Team,,82,94
280,3,1:45.0,R. Barrett makes free throw 2 of 2,,83,94
281,3,1:34.0,,Turnover by L. Kennard (out of bounds lost ball),83,94
282,3,1:27.0,Personal foul by B. Brown (drawn by K. Knox),,83,94
283,3,1:27.0,K. Knox makes free throw 1 of 2,,84,94
284,3,1:27.0,,T. Maker enters the game for A. Drummond,84,94
285,3,1:27.0,K. Knox makes free throw 2 of 2,,85,94
286,3,1:14.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,85,94
287,3,1:12.0,Defensive rebound by B. Portis,,85,94
288,3,1:03.0,R. Barrett misses 2-pt layup from 3 ft,,85,94
289,3,1:01.0,,Defensive rebound by C. Wood,85,94
290,3,0:57.0,,L. Kennard misses 3-pt jump shot from 25 ft,85,94
291,3,0:54.0,Defensive rebound by T. Gibson,,85,94
292,3,0:44.0,W. Ellington misses 3-pt jump shot from 27 ft,,85,94
293,3,0:40.0,,Defensive rebound by C. Wood,85,94
294,3,0:23.0,,T. Maker makes 2-pt jump shot from 13 ft,85,96
295,3,0:23.0,,Shooting foul by B. Portis (drawn by T. Maker),85,96
296,3,0:23.0,,T. Maker misses free throw 1 of 1,85,96
297,3,0:21.0,Defensive rebound by T. Gibson,,85,96
298,3,0:01.0,W. Ellington misses 3-pt jump shot from 26 ft (block by C. Wood),,85,96
299,3,0:01.0,Offensive rebound by Team,,85,96
300,4,11:43.0,,B. Brown makes 3-pt jump shot from 24 ft (assist by S. Mykhailiuk),85,99
301,4,11:26.0,J. Randle misses 2-pt layup from 7 ft,,85,99
302,4,11:24.0,,Defensive rebound by T. Maker,85,99
303,4,11:20.0,,C. Wood misses 2-pt layup from 4 ft,85,99
304,4,11:20.0,Defensive rebound by Team,,85,99
305,4,11:20.0,,Loose ball foul by T. Maker (drawn by J. Randle),85,99
306,4,11:07.0,W. Ellington misses 3-pt jump shot from 27 ft,,85,99
307,4,11:05.0,,Defensive rebound by C. Wood,85,99
308,4,10:49.0,,Turnover by S. Mykhailiuk (bad pass; steal by M. Morris),85,99
309,4,10:45.0,Turnover by M. Morris (bad pass),,85,99
310,4,10:45.0,F. Ntilikina enters the game for W. Ellington,,85,99
311,4,10:28.0,,S. Mykhailiuk misses 2-pt jump shot from 21 ft,85,99
312,4,10:25.0,Defensive rebound by R. Barrett,,85,99
313,4,10:12.0,M. Morris makes 2-pt jump shot from 21 ft,,87,99
314,4,9:56.0,,Shooting foul by R. Barrett (drawn by B. Brown),87,99
315,4,9:56.0,,B. Brown makes free throw 1 of 2,87,100
316,4,9:56.0,,B. Brown makes free throw 2 of 2,87,101
317,4,9:43.0,Shooting foul by T. Maker (drawn by R. Barrett),,87,101
318,4,9:43.0,R. Barrett misses free throw 1 of 2,,87,101
319,4,9:43.0,Offensive rebound by Team,,87,101
320,4,9:43.0,,T. Snell enters the game for S. Mykhailiuk,87,101
321,4,9:43.0,R. Barrett makes free throw 2 of 2,,88,101
322,4,9:18.0,,C. Wood misses 2-pt layup from 2 ft (block by J. Randle),88,101
323,4,9:15.0,,Offensive rebound by C. Wood,88,101
324,4,9:14.0,,C. Wood misses 2-pt hook shot from 4 ft,88,101
325,4,9:14.0,Defensive rebound by J. Randle,,88,101
326,4,9:11.0,Turnover by F. Ntilikina (traveling),,88,101
327,4,9:11.0,,Detroit full timeout,88,101
328,4,9:11.0,T. Gibson enters the game for K. Knox,,88,101
329,4,9:11.0,,A. Drummond enters the game for B. Brown,88,101
330,4,9:11.0,,L. Kennard enters the game for T. Maker,88,101
331,4,8:57.0,,L. Galloway misses 3-pt jump shot from 26 ft,88,101
332,4,8:54.0,,Offensive rebound by C. Wood,88,101
333,4,8:49.0,,Turnover by A. Drummond (lost ball; steal by R. Barrett),88,101
334,4,8:45.0,Shooting foul by L. Kennard (drawn by R. Barrett),,88,101
335,4,8:45.0,R. Barrett makes free throw 1 of 2,,89,101
336,4,8:45.0,R. Barrett misses free throw 2 of 2,,89,101
337,4,8:41.0,,Defensive rebound by C. Wood,89,101
338,4,8:20.0,,Shooting foul by J. Randle (drawn by L. Galloway),89,101
339,4,8:20.0,,Instant Replay (Request: Stands),89,101
340,4,8:20.0,,L. Galloway makes free throw 1 of 2,89,102
341,4,8:20.0,K. Knox enters the game for R. Barrett,,89,102
342,4,8:20.0,,L. Galloway makes free throw 2 of 2,89,103
343,4,8:04.0,M. Morris misses 2-pt jump shot from 21 ft,,89,103
344,4,7:58.0,,Defensive rebound by L. Kennard,89,103
345,4,7:38.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by L. Galloway),89,106
346,4,7:26.0,M. Morris makes 2-pt layup from 2 ft (assist by T. Gibson),,91,106
347,4,7:01.0,,Turnover by Team (shot clock),91,106
348,4,7:01.0,,M. Morris enters the game for C. Wood,91,106
349,4,7:01.0,New York full timeout,,91,106
350,4,6:48.0,K. Knox makes 2-pt jump shot from 18 ft,,93,106
351,4,6:36.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by A. Drummond),93,109
352,4,6:36.0,,Shooting foul by K. Knox (drawn by L. Galloway),93,109
353,4,6:36.0,New York full timeout,,93,109
354,4,6:36.0,Instant Replay (Challenge: Stands),,93,109
355,4,6:36.0,,L. Galloway makes free throw 1 of 1,93,110
356,4,6:26.0,Turnover by M. Morris (traveling),,93,110
357,4,6:26.0,,Technical foul by M. Morris,93,110
358,4,6:26.0,,L. Galloway makes technical free throw,93,111
359,4,6:26.0,R. Barrett enters the game for T. Gibson,,93,111
360,4,6:08.0,,L. Galloway misses 3-pt jump shot from 26 ft,93,111
361,4,6:05.0,Defensive rebound by R. Barrett,,93,111
362,4,6:04.0,Turnover by R. Barrett (bad pass),,93,111
363,4,5:56.0,,Turnover by L. Kennard (traveling),93,111
364,4,5:37.0,J. Randle misses 2-pt jump shot from 8 ft,,93,111
365,4,5:35.0,,Defensive rebound by M. Morris,93,111
366,4,5:23.0,,Turnover by A. Drummond (bad pass; steal by K. Knox),93,111
367,4,5:18.0,K. Knox makes 2-pt jump shot from 7 ft (assist by R. Barrett),,95,111
368,4,5:08.0,,A. Drummond makes 2-pt layup from 3 ft (assist by L. Galloway),95,113
369,4,4:52.0,M. Morris misses 3-pt jump shot from 27 ft,,95,113
370,4,4:48.0,,Defensive rebound by L. Kennard,95,113
371,4,4:38.0,,Turnover by L. Kennard (step out of bounds),95,113
372,4,4:28.0,Personal foul by A. Drummond (drawn by K. Knox),,95,113
373,4,4:18.0,Turnover by J. Randle (lost ball; steal by T. Snell),,95,113
374,4,4:18.0,,Personal foul by J. Randle (drawn by A. Drummond),95,113
375,4,4:10.0,,L. Kennard makes 2-pt layup from 2 ft (assist by M. Morris),95,115
376,4,4:10.0,,Shooting foul by F. Ntilikina (drawn by L. Kennard),95,115
377,4,4:10.0,,L. Kennard makes free throw 1 of 1,95,116
378,4,3:55.0,M. Morris misses 2-pt jump shot from 20 ft,,95,116
379,4,3:53.0,,Defensive rebound by L. Kennard,95,116
380,4,3:49.0,,T. Snell makes 3-pt jump shot from 26 ft (assist by M. Morris),95,119
381,4,3:43.0,New York full timeout,,95,119
