,QUARTER,TIME_REMAINING,ATLANTA_ACTION,INDIANA_ACTION,ATLANTA_SCORE,INDIANA_SCORE
88,1,1:50.0,A. Len makes free throw 1 of 2,,20,22
89,1,1:50.0,C. Reddish enters the game for A. Crabbe,,20,22
90,1,1:50.0,A. Len makes free throw 2 of 2,,21,22
91,1,1:41.0,,J. Holiday misses 3-pt jump shot from 27 ft,21,22
92,1,1:38.0,Defensive rebound by C. Reddish,,21,22
93,1,1:29.0,A. Len makes 2-pt layup from 1 ft (assist by C. Reddish),,23,22
94,1,1:16.0,,Turnover by T. McConnell (lost ball; steal by E. Turner),23,22
95,1,1:12.0,Turnover by E. Turner (bad pass; steal by A. Holiday),,23,22
96,1,1:10.0,,Turnover by A. Holiday (lost ball; steal by D. Bembry),23,22
97,1,1:06.0,C. Reddish misses 3-pt jump shot from 28 ft,,23,22
98,1,1:04.0,,Defensive rebound by J. Holiday,23,22
99,1,0:58.0,,J. Holiday misses 2-pt dunk from 2 ft (block by D. Bembry),23,22
100,1,0:54.0,Defensive rebound by A. Len,,23,22
101,1,0:50.0,V. Carter misses 3-pt jump shot from 22 ft,,23,22
102,1,0:46.0,,Defensive rebound by G. Bitadze,23,22
103,1,0:42.0,,A. Holiday misses 3-pt jump shot from 27 ft,23,22
104,1,0:39.0,Defensive rebound by C. Reddish,,23,22
105,1,0:21.0,C. Reddish misses 2-pt layup from 6 ft,,23,22
106,1,0:17.0,,Defensive rebound by A. Holiday,23,22
107,1,0:05.0,,A. Holiday misses 3-pt jump shot from 27 ft,23,22
108,1,0:05.0,Defensive rebound by A. Len,,23,22
109,1,0:00.0,D. Bembry misses 3-pt jump shot from 40 ft,,23,22
110,1,0:00.0,Offensive rebound by Team,,23,22
111,2,11:40.0,,A. Holiday makes 2-pt layup from 2 ft,23,24
112,2,11:26.0,T. Young misses 3-pt jump shot from 26 ft,,23,24
113,2,11:23.0,,Defensive rebound by G. Bitadze,23,24
114,2,11:14.0,,Turnover by T. McConnell (step out of bounds),23,24
115,2,10:57.0,Shooting foul by J. Holiday (drawn by J. Parker),,23,24
116,2,10:57.0,J. Parker makes free throw 1 of 2,,24,24
117,2,10:57.0,J. Parker makes free throw 2 of 2,,25,24
118,2,10:48.0,,D. McDermott misses 3-pt jump shot from 29 ft,25,24
119,2,10:46.0,Defensive rebound by A. Crabbe,,25,24
120,2,10:36.0,Turnover by J. Parker (bad pass; steal by J. Holiday),,25,24
121,2,10:33.0,,Turnover by J. Holiday (lost ball; steal by J. Parker),25,24
122,2,10:29.0,C. Reddish misses 2-pt layup from 3 ft,,25,24
123,2,10:27.0,Offensive rebound by J. Parker,,25,24
124,2,10:26.0,J. Parker makes 2-pt layup from 2 ft,,27,24
125,2,10:13.0,,Personal foul by C. Reddish (drawn by T. McConnell),27,24
126,2,10:13.0,,D. Sabonis enters the game for G. Bitadze,27,24
127,2,10:08.0,,D. McDermott makes 2-pt layup from 1 ft (assist by J. Holiday),27,26
128,2,9:46.0,T. Young misses 2-pt jump shot from 11 ft,,27,26
129,2,9:44.0,Offensive rebound by A. Len,,27,26
130,2,9:43.0,A. Len makes 2-pt dunk from 2 ft,,29,26
131,2,9:35.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. McConnell),29,29
132,2,9:32.0,Atlanta full timeout,,29,29
133,2,9:32.0,D. Bembry enters the game for A. Crabbe,,29,29
134,2,9:32.0,D. Hunter enters the game for A. Len,,29,29
135,2,9:32.0,D. Jones enters the game for C. Reddish,,29,29
136,2,9:24.0,Personal foul by T. McConnell (drawn by D. Bembry),,29,29
137,2,9:14.0,D. Hunter makes 2-pt jump shot from 14 ft,,31,29
138,2,9:01.0,,Personal foul by D. Hunter (drawn by D. Sabonis),31,29
139,2,9:01.0,,J. Lamb enters the game for A. Holiday,31,29
140,2,8:53.0,,T. McConnell misses 2-pt jump shot from 17 ft,31,29
141,2,8:51.0,Defensive rebound by J. Parker,,31,29
142,2,8:44.0,T. Young makes 2-pt layup from 2 ft,,33,29
143,2,8:31.0,,D. McDermott misses 3-pt jump shot from 29 ft,33,29
144,2,8:29.0,Defensive rebound by D. Jones,,33,29
145,2,8:23.0,Shooting foul by T. McConnell (drawn by T. Young),,33,29
146,2,8:23.0,T. Young makes free throw 1 of 3,,34,29
147,2,8:23.0,T. Young makes free throw 2 of 3,,35,29
148,2,8:23.0,,M. Brogdon enters the game for J. Holiday,35,29
149,2,8:23.0,,T. Warren enters the game for T. McConnell,35,29
150,2,8:23.0,T. Young makes free throw 3 of 3,,36,29
151,2,8:14.0,,M. Brogdon misses 2-pt jump shot from 19 ft,36,29
152,2,8:12.0,Defensive rebound by Team,,36,29
153,2,7:59.0,T. Young misses 2-pt layup from 2 ft,,36,29
154,2,7:57.0,,Defensive rebound by D. Sabonis,36,29
155,2,7:42.0,,D. Sabonis misses 2-pt layup from 1 ft,36,29
156,2,7:39.0,Defensive rebound by D. Jones,,36,29
157,2,7:35.0,Shooting foul by J. Lamb (drawn by T. Young),,36,29
158,2,7:35.0,T. Young makes free throw 1 of 2,,37,29
159,2,7:35.0,B. Fernando enters the game for J. Parker,,37,29
160,2,7:35.0,T. Young makes free throw 2 of 2,,38,29
161,2,7:23.0,,T. Warren misses 3-pt jump shot from 27 ft,38,29
162,2,7:20.0,Defensive rebound by D. Bembry,,38,29
163,2,7:14.0,Turnover by T. Young (bad pass),,38,29
164,2,7:02.0,,Shooting foul by D. Jones (drawn by D. Sabonis),38,29
165,2,7:02.0,,D. Sabonis misses free throw 1 of 2,38,29
166,2,7:02.0,,Offensive rebound by Team,38,29
167,2,7:02.0,,D. Sabonis makes free throw 2 of 2,38,30
168,2,7:02.0,,M. Turner enters the game for D. McDermott,38,30
169,2,6:50.0,D. Hunter makes 3-pt jump shot from 25 ft (assist by T. Young),,41,30
170,2,6:25.0,,Turnover by M. Brogdon (lost ball; steal by T. Young),41,30
171,2,6:17.0,D. Jones makes 2-pt dunk from 3 ft (assist by T. Young),,43,30
172,2,6:10.0,,Indiana full timeout,43,30
173,2,5:51.0,,T. Warren misses 2-pt jump shot from 11 ft,43,30
174,2,5:50.0,Defensive rebound by D. Jones,,43,30
175,2,5:41.0,Turnover by T. Young (bad pass; steal by D. Sabonis),,43,30
176,2,5:36.0,,T. Warren makes 2-pt dunk from 2 ft (assist by D. Sabonis),43,32
177,2,5:11.0,D. Bembry misses 3-pt jump shot from 23 ft,,43,32
178,2,5:08.0,Offensive rebound by D. Jones,,43,32
179,2,5:08.0,D. Jones makes 2-pt layup at rim,,45,32
180,2,4:58.0,,M. Turner misses 3-pt jump shot from 24 ft,45,32
181,2,4:55.0,Defensive rebound by D. Bembry,,45,32
182,2,4:44.0,D. Bembry misses 3-pt jump shot from 29 ft,,45,32
183,2,4:41.0,Offensive rebound by B. Fernando,,45,32
184,2,4:39.0,B. Fernando makes 2-pt layup from 5 ft,,47,32
185,2,4:27.0,,M. Brogdon misses 2-pt layup from 2 ft (block by B. Fernando),47,32
186,2,4:24.0,Defensive rebound by B. Fernando,,47,32
187,2,4:10.0,T. Young makes 3-pt jump shot from 25 ft,,50,32
188,2,3:48.0,,Shooting foul by D. Jones (drawn by D. Sabonis),50,32
189,2,3:48.0,,D. Sabonis makes free throw 1 of 2,50,33
190,2,3:48.0,A. Len enters the game for B. Fernando,,50,33
191,2,3:48.0,,D. Sabonis misses free throw 2 of 2,50,33
192,2,3:47.0,Defensive rebound by D. Jones,,50,33
193,2,3:36.0,,Violation by Team (kicked ball),50,33
194,2,3:25.0,T. Young misses 3-pt jump shot from 25 ft,,50,33
195,2,3:23.0,,Defensive rebound by D. Sabonis,50,33
196,2,3:01.0,,Shooting foul by A. Len (drawn by M. Turner),50,33
197,2,3:01.0,,M. Turner makes free throw 1 of 2,50,34
198,2,3:01.0,J. Parker enters the game for D. Bembry,,50,34
199,2,3:01.0,E. Turner enters the game for D. Jones,,50,34
200,2,3:01.0,,M. Turner misses free throw 2 of 2,50,34
201,2,3:00.0,,Offensive rebound by T. Warren,50,34
202,2,2:59.0,,Shooting foul by A. Len (drawn by T. Warren),50,34
203,2,2:59.0,,T. Warren makes free throw 1 of 2,50,35
204,2,2:59.0,,T. Warren makes free throw 2 of 2,50,36
205,2,2:41.0,A. Len makes 2-pt dunk from 2 ft (assist by T. Young),,52,36
206,2,2:27.0,,M. Turner makes 2-pt jump shot from 13 ft,52,38
207,2,2:12.0,D. Hunter misses 3-pt jump shot from 27 ft,,52,38
208,2,2:10.0,Offensive rebound by Team,,52,38
209,2,2:10.0,,Loose ball foul by M. Turner (drawn by A. Len),52,38
210,2,2:10.0,A. Len makes free throw 1 of 2,,53,38
211,2,2:10.0,A. Crabbe enters the game for D. Hunter,,53,38
212,2,2:10.0,A. Len makes free throw 2 of 2,,54,38
213,2,2:04.0,,Offensive foul by M. Brogdon (drawn by T. Young),54,38
214,2,2:04.0,,Turnover by M. Brogdon (offensive foul),54,38
215,2,1:52.0,A. Crabbe misses 3-pt jump shot from 24 ft,,54,38
216,2,1:49.0,Offensive rebound by J. Parker,,54,38
217,2,1:49.0,J. Parker misses 2-pt layup from 1 ft,,54,38
218,2,1:49.0,,Defensive rebound by Team,54,38
219,2,1:49.0,Loose ball foul by A. Len (drawn by M. Turner),,54,38
220,2,1:49.0,,M. Turner makes free throw 1 of 2,54,39
221,2,1:49.0,B. Fernando enters the game for A. Len,,54,39
222,2,1:49.0,,J. Holiday enters the game for T. Warren,54,39
223,2,1:49.0,,M. Turner makes free throw 2 of 2,54,40
224,2,1:32.0,Turnover by T. Young (bad pass; steal by J. Holiday),,54,40
225,2,1:21.0,,J. Lamb misses 3-pt jump shot from 27 ft,54,40
226,2,1:17.0,Defensive rebound by J. Parker,,54,40
227,2,1:06.0,J. Parker misses 3-pt jump shot from 23 ft,,54,40
228,2,1:02.0,,Defensive rebound by J. Holiday,54,40
229,2,0:50.0,,Shooting foul by A. Crabbe (drawn by M. Turner),54,40
230,2,0:50.0,,M. Turner makes free throw 1 of 2,54,41
231,2,0:50.0,,T. McConnell enters the game for M. Brogdon,54,41
232,2,0:50.0,,M. Turner misses free throw 2 of 2,54,41
233,2,0:48.0,,Offensive rebound by D. Sabonis,54,41
234,2,0:36.0,,J. Holiday misses 3-pt jump shot from 23 ft,54,41
235,2,0:33.0,Defensive rebound by T. Young,,54,41
236,2,0:28.0,T. Young misses 2-pt jump shot from 11 ft,,54,41
237,2,0:26.0,,Defensive rebound by D. Sabonis,54,41
238,2,0:08.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by T. McConnell),54,43
239,2,0:02.0,T. Young misses 3-pt jump shot from 29 ft,,54,43
240,2,0:02.0,,Defensive rebound by D. Sabonis,54,43
241,3,11:36.0,,M. Turner makes 2-pt jump shot from 13 ft,54,45
242,3,11:21.0,D. Hunter misses 2-pt layup from 4 ft (block by M. Turner),,54,45
243,3,11:21.0,Offensive rebound by Team,,54,45
244,3,11:13.0,T. Young misses 3-pt jump shot from 26 ft,,54,45
245,3,11:11.0,Offensive rebound by C. Reddish,,54,45
246,3,11:01.0,Personal foul by J. Lamb (drawn by C. Reddish),,54,45
247,3,10:55.0,C. Reddish misses 2-pt jump shot from 19 ft,,54,45
248,3,10:52.0,,Defensive rebound by Team,54,45
249,3,10:52.0,Loose ball foul by D. Jones (drawn by M. Turner),,54,45
250,3,10:33.0,,J. Lamb misses 3-pt jump shot from 24 ft,54,45
251,3,10:30.0,Defensive rebound by J. Parker,,54,45
252,3,10:19.0,Turnover by D. Hunter (bad pass; steal by T. Warren),,54,45
253,3,10:14.0,,J. Lamb makes 2-pt layup from 1 ft (assist by T. Warren),54,47
254,3,10:14.0,Atlanta full timeout,,54,47
255,3,10:03.0,J. Parker misses 2-pt layup from 1 ft (block by M. Brogdon),,54,47
256,3,10:03.0,Offensive rebound by Team,,54,47
257,3,9:57.0,C. Reddish misses 2-pt jump shot from 9 ft,,54,47
258,3,9:54.0,,Defensive rebound by J. Lamb,54,47
259,3,9:43.0,,J. Lamb makes 2-pt layup from 4 ft,54,49
260,3,9:29.0,Turnover by D. Jones (traveling),,54,49
261,3,9:29.0,D. Bembry enters the game for C. Reddish,,54,49
262,3,9:22.0,,Shooting foul by D. Bembry (drawn by M. Brogdon),54,49
263,3,9:22.0,,M. Brogdon makes free throw 1 of 2,54,50
264,3,9:22.0,,M. Brogdon makes free throw 2 of 2,54,51
265,3,9:15.0,T. Young makes 3-pt jump shot from 30 ft,,57,51
266,3,8:55.0,,J. Lamb makes 2-pt jump shot from 18 ft,57,53
267,3,8:42.0,D. Jones misses 2-pt layup from 2 ft (block by M. Turner),,57,53
268,3,8:39.0,,Defensive rebound by M. Brogdon,57,53
269,3,8:36.0,,J. Lamb makes 2-pt layup from 1 ft (assist by M. Brogdon),57,55
270,3,8:19.0,Offensive foul by D. Hunter (drawn by J. Lamb),,57,55
271,3,8:19.0,Turnover by D. Hunter (offensive foul),,57,55
272,3,7:59.0,,D. Sabonis makes 2-pt hook shot from 5 ft (assist by M. Brogdon),57,57
273,3,7:45.0,T. Young makes 2-pt jump shot from 10 ft,,59,57
274,3,7:33.0,,M. Brogdon misses 2-pt layup from 2 ft,59,57
275,3,7:31.0,Defensive rebound by D. Bembry,,59,57
276,3,7:22.0,D. Bembry makes 2-pt layup from 1 ft (assist by J. Parker),,61,57
277,3,7:04.0,,M. Turner misses 2-pt jump shot from 17 ft,61,57
278,3,7:03.0,,Offensive rebound by Team,61,57
279,3,7:03.0,Loose ball foul by D. Jones (drawn by D. Sabonis),,61,57
280,3,7:03.0,A. Len enters the game for D. Jones,,61,57
281,3,6:56.0,,M. Brogdon makes 2-pt jump shot from 15 ft,61,59
282,3,6:41.0,Personal foul by M. Brogdon (drawn by T. Young),,61,59
283,3,6:34.0,T. Young misses 2-pt layup from 1 ft,,61,59
284,3,6:33.0,,Defensive rebound by Team,61,59
285,3,6:22.0,,T. Warren misses 2-pt jump shot from 16 ft,61,59
286,3,6:20.0,,Offensive rebound by M. Turner,61,59
287,3,6:10.0,,D. Sabonis misses 2-pt layup from 1 ft,61,59
288,3,6:08.0,Defensive rebound by Team,,61,59
289,3,5:52.0,Offensive foul by A. Len (drawn by M. Turner),,61,59
290,3,5:52.0,Turnover by A. Len (offensive foul),,61,59
291,3,5:52.0,B. Fernando enters the game for A. Len,,61,59
292,3,5:44.0,,M. Turner misses 2-pt jump shot from 18 ft,61,59
293,3,5:43.0,,Offensive rebound by Team,61,59
294,3,5:43.0,Loose ball foul by B. Fernando (drawn by D. Sabonis),,61,59
295,3,5:34.0,,M. Brogdon misses 2-pt layup from 1 ft,61,59
296,3,5:31.0,,Offensive rebound by D. Sabonis,61,59
297,3,5:28.0,,J. Lamb misses 3-pt jump shot from 27 ft,61,59
298,3,5:25.0,Defensive rebound by J. Parker,,61,59
299,3,5:15.0,Turnover by J. Parker (bad pass),,61,59
300,3,5:06.0,,T. Warren misses 2-pt jump shot from 7 ft,61,59
301,3,5:02.0,Defensive rebound by Team,,61,59
302,3,5:02.0,V. Carter enters the game for J. Parker,,61,59
303,3,4:51.0,B. Fernando misses 2-pt layup from 2 ft (block by M. Turner),,61,59
304,3,4:48.0,,Defensive rebound by M. Brogdon,61,59
305,3,4:46.0,,Shooting foul by D. Bembry (drawn by T. Warren),61,59
306,3,4:46.0,,T. Warren makes free throw 1 of 2,61,60
307,3,4:46.0,E. Turner enters the game for T. Young,,61,60
308,3,4:46.0,,J. Holiday enters the game for D. Sabonis,61,60
309,3,4:46.0,,T. Warren makes free throw 2 of 2,61,61
310,3,4:39.0,D. Hunter misses 2-pt layup from 1 ft (block by M. Turner),,61,61
311,3,4:35.0,Offensive rebound by B. Fernando,,61,61
312,3,4:35.0,B. Fernando makes 2-pt layup from 1 ft,,63,61
313,3,4:13.0,,M. Turner misses 2-pt jump shot from 7 ft,63,61
314,3,4:09.0,Defensive rebound by D. Bembry,,63,61
315,3,3:54.0,D. Hunter misses 3-pt jump shot from 28 ft (block by J. Holiday),,63,61
316,3,3:50.0,,Defensive rebound by M. Turner,63,61
317,3,3:48.0,,M. Brogdon misses 3-pt jump shot from 27 ft,63,61
318,3,3:45.0,Defensive rebound by D. Bembry,,63,61
319,3,3:27.0,Turnover by D. Hunter (traveling),,63,61
320,3,3:27.0,,Indiana full timeout,63,61
321,3,3:27.0,A. Crabbe enters the game for D. Hunter,,63,61
322,3,3:27.0,,A. Holiday enters the game for M. Brogdon,63,61
323,3,3:27.0,,T. McConnell enters the game for J. Lamb,63,61
324,3,3:14.0,,T. Warren misses 2-pt jump shot from 8 ft,63,61
325,3,3:12.0,Defensive rebound by D. Bembry,,63,61
326,3,3:02.0,Offensive foul by B. Fernando (drawn by A. Holiday),,63,61
327,3,3:02.0,Turnover by B. Fernando (offensive foul),,63,61
328,3,2:50.0,,M. Turner misses 2-pt layup from 1 ft,63,61
329,3,2:47.0,,Offensive rebound by M. Turner,63,61
330,3,2:47.0,,M. Turner makes 2-pt layup at rim,63,63
331,3,2:26.0,D. Bembry makes 2-pt hook shot from 6 ft (assist by B. Fernando),,65,63
332,3,2:05.0,,A. Holiday makes 2-pt jump shot from 6 ft (assist by T. Warren),65,65
333,3,1:58.0,Turnover by E. Turner (bad pass; steal by J. Holiday),,65,65
334,3,1:55.0,,A. Holiday misses 3-pt jump shot from 26 ft,65,65
335,3,1:51.0,,Offensive rebound by T. Warren,65,65
336,3,1:50.0,,T. Warren makes 2-pt jump shot from 14 ft,65,67
337,3,1:32.0,Personal foul by A. Holiday (drawn by V. Carter),,65,67
338,3,1:19.0,V. Carter misses 2-pt jump shot from 17 ft,,65,67
339,3,1:16.0,,Defensive rebound by A. Holiday,65,67
340,3,1:09.0,,T. Warren makes 2-pt layup at rim (assist by M. Turner),65,69
341,3,0:50.0,A. Crabbe misses 3-pt jump shot from 27 ft,,65,69
342,3,0:46.0,,Defensive rebound by T. McConnell,65,69
343,3,0:42.0,,T. McConnell misses 2-pt layup from 3 ft,65,69
344,3,0:39.0,,Offensive rebound by T. McConnell,65,69
345,3,0:38.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by T. McConnell),65,72
346,3,0:18.0,Turnover by E. Turner (bad pass),,65,72
347,3,0:02.0,,A. Holiday misses 2-pt layup from 2 ft (block by E. Turner),65,72
348,3,0:02.0,Defensive rebound by A. Crabbe,,65,72
349,4,11:42.0,Turnover by T. Young (bad pass),,65,72
350,4,11:28.0,,J. Holiday misses 2-pt jump shot from 19 ft,65,72
351,4,11:26.0,Defensive rebound by Team,,65,72
352,4,11:19.0,Personal foul by A. Holiday (drawn by T. Young),,65,72
353,4,11:07.0,T. Young makes 3-pt jump shot from 28 ft,,68,72
354,4,10:50.0,,T. McConnell makes 2-pt jump shot from 19 ft,68,74
355,4,10:33.0,Turnover by T. Young (bad pass; steal by J. Holiday),,68,74
356,4,10:32.0,,Personal take foul by T. Young (drawn by J. Holiday),68,74
357,4,10:26.0,,D. McDermott misses 3-pt jump shot from 23 ft,68,74
358,4,10:24.0,Defensive rebound by D. Bembry,,68,74
359,4,10:19.0,D. Bembry makes 2-pt layup from 1 ft,,70,74
360,4,10:06.0,,T. McConnell misses 2-pt layup from 2 ft,70,74
361,4,10:03.0,,Offensive rebound by D. Sabonis,70,74
362,4,10:03.0,,D. Sabonis misses 2-pt layup from 1 ft,70,74
363,4,10:02.0,Defensive rebound by D. Hunter,,70,74
364,4,9:46.0,D. Jones misses 3-pt jump shot from 28 ft,,70,74
365,4,9:43.0,,Defensive rebound by A. Holiday,70,74
366,4,9:36.0,,J. Holiday misses 2-pt jump shot from 18 ft,70,74
367,4,9:33.0,Defensive rebound by D. Hunter,,70,74
368,4,9:19.0,Shooting foul by A. Holiday (drawn by T. Young),,70,74
369,4,9:19.0,T. Young makes free throw 1 of 2,,71,74
370,4,9:19.0,J. Parker enters the game for A. Len,,71,74
371,4,9:19.0,T. Young makes free throw 2 of 2,,72,74
372,4,9:11.0,,Personal foul by D. Jones (drawn by D. Sabonis),72,74
373,4,9:11.0,A. Len enters the game for D. Jones,,72,74
374,4,9:03.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by T. McConnell),72,76
375,4,8:46.0,T. Young makes 3-pt jump shot from 26 ft,,75,76
376,4,8:30.0,,Turnover by D. McDermott (bad pass; steal by T. Young),75,76
377,4,8:27.0,Personal foul by D. McDermott (drawn by T. Young),,75,76
378,4,8:19.0,D. Bembry makes 2-pt dunk from 3 ft (assist by T. Young),,77,76
379,4,8:18.0,,Indiana full timeout,77,76
380,4,8:18.0,,M. Brogdon enters the game for A. Holiday,77,76
381,4,8:18.0,,J. Lamb enters the game for T. McConnell,77,76
382,4,8:11.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by M. Brogdon),77,79
383,4,7:49.0,D. Bembry misses 3-pt jump shot from 28 ft,,77,79
384,4,7:45.0,,Defensive rebound by J. Holiday,77,79
385,4,7:39.0,,D. McDermott makes 3-pt jump shot from 28 ft (assist by M. Brogdon),77,82
386,4,7:27.0,Turnover by T. Young (lost ball; steal by J. Holiday),,77,82
387,4,7:22.0,,J. Holiday makes 2-pt layup from 1 ft (assist by M. Brogdon),77,84
388,4,7:21.0,Atlanta full timeout,,77,84
389,4,7:06.0,D. Bembry makes 2-pt layup from 1 ft (assist by D. Hunter),,79,84
390,4,7:06.0,Shooting foul by D. McDermott (drawn by D. Bembry),,79,84
391,4,7:06.0,D. Bembry makes free throw 1 of 1,,80,84
392,4,6:49.0,,D. McDermott misses 3-pt jump shot from 27 ft,80,84
