,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
0,1,11:46.0,,B. Simmons makes 2-pt jump shot from 16 ft,0,2
1,1,11:30.0,R. Barrett makes 2-pt jump shot from 21 ft,,2,2
2,1,11:16.0,,Personal foul by T. Gibson (drawn by B. Simmons),2,2
3,1,11:10.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by B. Simmons),2,5
4,1,10:53.0,T. Gibson makes 2-pt jump shot from 21 ft (assist by R. Barrett),,4,5
5,1,10:31.0,,J. Embiid misses 2-pt jump shot from 13 ft,4,5
6,1,10:27.0,Defensive rebound by M. Morris,,4,5
7,1,10:19.0,T. Gibson misses 2-pt layup from 3 ft,,4,5
8,1,10:16.0,Offensive rebound by R. Barrett,,4,5
9,1,10:13.0,T. Gibson makes 2-pt layup from 2 ft (assist by R. Barrett),,6,5
10,1,9:55.0,,T. Harris misses 2-pt jump shot from 17 ft,6,5
11,1,9:52.0,Defensive rebound by M. Morris,,6,5
12,1,9:43.0,J. Randle misses 2-pt jump shot from 14 ft,,6,5
13,1,9:40.0,,Defensive rebound by J. Embiid,6,5
14,1,9:33.0,,Personal foul by T. Gibson (drawn by J. Embiid),6,5
15,1,9:33.0,M. Robinson enters the game for T. Gibson,,6,5
16,1,9:24.0,,T. Harris makes 2-pt jump shot from 17 ft,6,7
17,1,9:11.0,F. Ntilikina makes 2-pt jump shot from 21 ft,,8,7
18,1,9:01.0,,J. Embiid misses 3-pt jump shot from 27 ft,8,7
19,1,8:58.0,Defensive rebound by R. Barrett,,8,7
20,1,8:43.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by J. Randle),,11,7
21,1,8:27.0,,Personal foul by M. Robinson (drawn by J. Embiid),11,7
22,1,8:20.0,,B. Simmons makes 3-pt jump shot from 24 ft (assist by F. Korkmaz),11,10
23,1,8:02.0,R. Barrett misses 2-pt layup from 3 ft,,11,10
24,1,7:58.0,,Defensive rebound by J. Embiid,11,10
25,1,7:54.0,,J. Embiid misses 2-pt layup from 2 ft (block by M. Robinson),11,10
26,1,7:50.0,Defensive rebound by J. Randle,,11,10
27,1,7:46.0,J. Randle misses 2-pt jump shot from 17 ft,,11,10
28,1,7:46.0,,Defensive rebound by B. Simmons,11,10
29,1,7:42.0,,Turnover by B. Simmons (bad pass; steal by M. Morris),11,10
30,1,7:34.0,Turnover by M. Morris (bad pass; steal by A. Horford),,11,10
31,1,7:23.0,,Def 3 sec tech foul by Team,11,10
32,1,7:23.0,,T. Harris misses technical free throw,11,10
33,1,7:23.0,,Offensive rebound by Team,11,10
34,1,7:15.0,,T. Harris misses 3-pt jump shot from 24 ft,11,10
35,1,7:15.0,,Offensive rebound by J. Embiid,11,10
36,1,7:15.0,,J. Embiid makes 2-pt layup from 2 ft,11,12
37,1,7:15.0,,Shooting foul by J. Randle (drawn by J. Embiid),11,12
38,1,7:15.0,,J. Embiid makes free throw 1 of 1,11,13
39,1,7:00.0,Personal foul by B. Simmons (drawn by R. Barrett),,11,13
40,1,6:47.0,J. Randle makes 3-pt jump shot from 26 ft,,14,13
41,1,6:33.0,,Shooting foul by M. Robinson (drawn by J. Embiid),14,13
42,1,6:33.0,,Philadelphia full timeout,14,13
43,1,6:33.0,B. Portis enters the game for M. Robinson,,14,13
44,1,6:33.0,,J. Ennis enters the game for T. Harris,14,13
45,1,6:33.0,,S. Milton enters the game for A. Horford,14,13
46,1,6:33.0,,M. Scott enters the game for F. Korkmaz,14,13
47,1,6:33.0,,J. Embiid makes free throw 1 of 2,14,14
48,1,6:33.0,,J. Embiid makes free throw 2 of 2,14,15
49,1,6:22.0,M. Morris misses 2-pt jump shot from 21 ft,,14,15
50,1,6:18.0,,Defensive rebound by J. Embiid,14,15
51,1,5:58.0,,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),14,17
52,1,5:38.0,J. Randle misses 2-pt layup from 4 ft,,14,17
53,1,5:36.0,,Defensive rebound by J. Embiid,14,17
54,1,5:26.0,,J. Embiid misses 2-pt jump shot from 20 ft,14,17
55,1,5:23.0,Defensive rebound by J. Randle,,14,17
56,1,5:15.0,M. Morris misses 2-pt layup from 3 ft,,14,17
57,1,5:12.0,,Defensive rebound by S. Milton,14,17
58,1,5:09.0,,M. Scott misses 3-pt jump shot from 25 ft,14,17
59,1,5:05.0,,Offensive rebound by J. Ennis,14,17
60,1,5:04.0,,J. Ennis misses 2-pt jump shot from 11 ft,14,17
61,1,4:59.0,,Offensive rebound by S. Milton,14,17
62,1,4:59.0,,S. Milton misses 2-pt layup from 1 ft,14,17
63,1,4:59.0,Defensive rebound by R. Barrett,,14,17
64,1,4:57.0,Turnover by R. Barrett (out of bounds lost ball),,14,17
65,1,4:57.0,,A. Horford enters the game for J. Embiid,14,17
66,1,4:41.0,,A. Horford misses 2-pt hook shot from 6 ft,14,17
67,1,4:39.0,Defensive rebound by M. Morris,,14,17
68,1,4:32.0,M. Morris misses 2-pt jump shot from 20 ft,,14,17
69,1,4:29.0,,Defensive rebound by S. Milton,14,17
70,1,4:20.0,,Turnover by S. Milton (lost ball; steal by R. Barrett),14,17
71,1,4:15.0,R. Barrett makes 2-pt layup at rim,,16,17
72,1,3:57.0,,M. Scott misses 2-pt jump shot from 21 ft,16,17
73,1,3:54.0,Defensive rebound by M. Morris,,16,17
74,1,3:39.0,M. Morris misses 2-pt jump shot from 11 ft,,16,17
75,1,3:36.0,,Defensive rebound by A. Horford,16,17
76,1,3:31.0,,B. Simmons makes 2-pt layup from 3 ft (assist by A. Horford),16,19
77,1,3:25.0,New York full timeout,,16,19
78,1,3:25.0,K. Knox enters the game for M. Morris,,16,19
79,1,3:25.0,D. Smith enters the game for F. Ntilikina,,16,19
80,1,3:12.0,Personal foul by S. Milton (drawn by D. Smith),,16,19
81,1,2:58.0,D. Smith misses 2-pt layup from 3 ft,,16,19
82,1,2:57.0,,Defensive rebound by M. Scott,16,19
83,1,2:42.0,,J. Ennis makes 2-pt layup from 3 ft (assist by A. Horford),16,21
84,1,2:30.0,J. Randle misses 2-pt layup from 3 ft (block by A. Horford),,16,21
85,1,2:30.0,,Defensive rebound by M. Scott,16,21
