,QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
43,1,5:56.0,,Shooting foul by K. Knox (drawn by B. Beal),12,21
44,1,5:56.0,,B. Beal makes free throw 1 of 2,12,22
45,1,5:56.0,,G. Mathews enters the game for T. Bryant,12,22
46,1,5:56.0,,M. Wagner enters the game for J. Robinson,12,22
47,1,5:56.0,,B. Beal makes free throw 2 of 2,12,23
48,1,5:45.0,F. Ntilikina makes 3-pt jump shot from 26 ft,,15,23
49,1,5:39.0,,Turnover by B. Beal (bad pass),15,23
50,1,5:24.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,18,23
51,1,5:11.0,,Shooting foul by M. Robinson (drawn by M. Wagner),18,23
52,1,5:11.0,,M. Wagner makes free throw 1 of 2,18,24
53,1,5:11.0,,D. Bertāns enters the game for R. Hachimura,18,24
54,1,5:11.0,,M. Wagner makes free throw 2 of 2,18,25
55,1,4:58.0,B. Portis makes 2-pt jump shot from 20 ft (assist by F. Ntilikina),,20,25
56,1,4:44.0,,B. Beal misses 2-pt jump shot from 21 ft,20,25
57,1,4:43.0,Defensive rebound by K. Knox,,20,25
58,1,4:36.0,B. Portis misses 2-pt jump shot from 22 ft,,20,25
59,1,4:34.0,,Defensive rebound by B. Beal,20,25
60,1,4:24.0,,D. Bertāns misses 3-pt jump shot from 27 ft,20,25
61,1,4:22.0,Defensive rebound by B. Portis,,20,25
62,1,4:22.0,,T. Brown enters the game for S. Napier,20,25
63,1,4:09.0,Shooting foul by D. Bertāns (drawn by B. Portis),,20,25
64,1,4:09.0,B. Portis misses free throw 1 of 2,,20,25
65,1,4:09.0,Offensive rebound by Team,,20,25
66,1,4:09.0,B. Portis makes free throw 2 of 2,,21,25
67,1,3:55.0,,G. Mathews misses 2-pt layup from 5 ft,21,25
68,1,3:53.0,Defensive rebound by M. Robinson,,21,25
69,1,3:47.0,F. Ntilikina makes 2-pt jump shot from 21 ft,,23,25
70,1,3:26.0,,Shooting foul by M. Robinson (drawn by B. Beal),23,25
71,1,3:26.0,,B. Beal misses free throw 1 of 2,23,25
72,1,3:26.0,,Offensive rebound by Team,23,25
73,1,3:26.0,,B. Beal makes free throw 2 of 2,23,26
74,1,3:05.0,B. Portis makes 2-pt jump shot from 22 ft,,25,26
75,1,2:52.0,,Turnover by M. Wagner (bad pass; steal by F. Ntilikina),25,26
76,1,2:48.0,B. Portis makes 2-pt layup from 2 ft (assist by F. Ntilikina),,27,26
77,1,2:33.0,,B. Beal makes 2-pt jump shot from 14 ft,27,28
78,1,2:21.0,Personal foul by G. Mathews (drawn by R. Bullock),,27,28
79,1,2:21.0,,R. Hachimura enters the game for B. Beal,27,28
80,1,2:17.0,Personal foul by R. Hachimura (drawn by B. Portis),,27,28
81,1,2:09.0,B. Portis misses 2-pt jump shot from 18 ft,,27,28
82,1,2:07.0,,Defensive rebound by D. Bertāns,27,28
83,1,2:02.0,,Shooting foul by K. Knox (drawn by G. Mathews),27,28
84,1,2:02.0,,G. Mathews makes free throw 1 of 2,27,29
85,1,2:02.0,,G. Mathews makes free throw 2 of 2,27,30
86,1,2:02.0,W. Ellington enters the game for K. Knox,,27,30
87,1,2:02.0,T. Gibson enters the game for M. Robinson,,27,30
88,1,1:47.0,F. Ntilikina misses 2-pt jump shot from 16 ft,,27,30
89,1,1:45.0,,Defensive rebound by T. Brown,27,30
90,1,1:41.0,,Turnover by T. Brown (bad pass),27,30
91,1,1:30.0,B. Portis makes 2-pt jump shot from 16 ft (assist by W. Ellington),,29,30
92,1,1:15.0,,G. Mathews makes 3-pt jump shot from 26 ft (assist by M. Wagner),29,33
93,1,1:00.0,W. Ellington misses 3-pt jump shot from 26 ft,,29,33
94,1,0:58.0,Offensive rebound by T. Gibson,,29,33
95,1,0:57.0,Shooting foul by M. Wagner (drawn by T. Gibson),,29,33
96,1,0:57.0,T. Gibson makes free throw 1 of 2,,30,33
97,1,0:57.0,T. Gibson makes free throw 2 of 2,,31,33
98,1,0:36.0,,T. Brown misses 2-pt layup from 8 ft (block by B. Portis),31,33
99,1,0:35.0,Defensive rebound by B. Portis,,31,33
100,1,0:16.0,Turnover by F. Ntilikina (bad pass),,31,33
101,1,0:01.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by T. Brown),31,36
102,2,11:55.0,Turnover by T. Gibson (traveling),,31,36
103,2,11:47.0,,Turnover by T. Brown (bad pass; steal by F. Ntilikina),31,36
104,2,11:36.0,B. Portis makes 2-pt dunk from 2 ft,,33,36
105,2,11:28.0,,T. Brown misses 2-pt layup from 4 ft (block by T. Gibson),33,36
106,2,11:26.0,Defensive rebound by W. Ellington,,33,36
107,2,11:04.0,T. Gibson makes 2-pt layup from 2 ft (assist by B. Portis),,35,36
108,2,10:42.0,,Shooting foul by R. Bullock (drawn by R. Hachimura),35,36
109,2,10:42.0,,R. Hachimura makes free throw 1 of 2,35,37
110,2,10:42.0,,A. Pasečņiks enters the game for M. Wagner,35,37
111,2,10:42.0,,R. Hachimura makes free throw 2 of 2,35,38
112,2,10:32.0,R. Bullock makes 2-pt layup from 3 ft (assist by W. Ellington),,37,38
113,2,10:32.0,Shooting foul by A. Pasečņiks (drawn by R. Bullock),,37,38
114,2,10:32.0,R. Bullock misses free throw 1 of 1,,37,38
115,2,10:30.0,,Defensive rebound by R. Hachimura,37,38
116,2,10:24.0,,Turnover by D. Bertāns (bad pass),37,38
117,2,10:03.0,B. Portis misses 2-pt jump shot from 13 ft,,37,38
118,2,10:03.0,Offensive rebound by Team,,37,38
119,2,10:03.0,,Loose ball foul by D. Bertāns (drawn by T. Gibson),37,38
120,2,9:56.0,R. Bullock makes 2-pt layup from 3 ft (assist by B. Portis),,39,38
121,2,9:56.0,Shooting foul by G. Mathews (drawn by R. Bullock),,39,38
122,2,9:56.0,J. Randle enters the game for B. Portis,,39,38
123,2,9:56.0,R. Bullock makes free throw 1 of 1,,40,38
124,2,9:33.0,,G. Mathews misses 3-pt jump shot from 23 ft,40,38
125,2,9:30.0,Defensive rebound by T. Gibson,,40,38
126,2,9:24.0,T. Gibson makes 2-pt dunk from 2 ft (assist by F. Ntilikina),,42,38
127,2,9:23.0,,Washington full timeout,42,38
128,2,9:23.0,R. Barrett enters the game for R. Bullock,,42,38
129,2,9:23.0,,B. Beal enters the game for D. Bertāns,42,38
130,2,9:23.0,,S. Napier enters the game for T. Brown,42,38
131,2,9:23.0,,G. Payton enters the game for G. Mathews,42,38
132,2,8:57.0,,B. Beal misses 2-pt jump shot from 6 ft,42,38
133,2,8:55.0,Defensive rebound by J. Randle,,42,38
134,2,8:52.0,Turnover by W. Ellington (bad pass; steal by G. Payton),,42,38
135,2,8:39.0,,Personal foul by T. Gibson (drawn by G. Payton),42,38
136,2,8:39.0,,T. Bryant enters the game for A. Pasečņiks,42,38
137,2,8:31.0,,Shooting foul by F. Ntilikina (drawn by B. Beal),42,38
138,2,8:31.0,,B. Beal misses free throw 1 of 2,42,38
139,2,8:31.0,,Offensive rebound by Team,42,38
140,2,8:31.0,,B. Beal makes free throw 2 of 2,42,39
141,2,8:15.0,Shooting foul by G. Payton (drawn by F. Ntilikina),,42,39
142,2,8:15.0,F. Ntilikina makes free throw 1 of 2,,43,39
143,2,8:15.0,F. Ntilikina makes free throw 2 of 2,,44,39
144,2,8:05.0,,B. Beal misses 2-pt jump shot from 20 ft,44,39
145,2,8:03.0,Defensive rebound by W. Ellington,,44,39
146,2,7:49.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,44,39
147,2,7:47.0,,Defensive rebound by T. Bryant,44,39
148,2,7:33.0,,S. Napier makes 2-pt layup from 2 ft,44,41
149,2,7:13.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Randle),,47,41
150,2,6:58.0,,T. Bryant misses 3-pt jump shot from 25 ft,47,41
151,2,6:56.0,Defensive rebound by W. Ellington,,47,41
152,2,6:44.0,T. Gibson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),,49,41
153,2,6:35.0,,S. Napier misses 2-pt layup from 2 ft,49,41
154,2,6:33.0,Defensive rebound by T. Gibson,,49,41
155,2,6:33.0,R. Bullock enters the game for W. Ellington,,49,41
156,2,6:33.0,E. Payton enters the game for T. Gibson,,49,41
157,2,6:33.0,M. Robinson enters the game for F. Ntilikina,,49,41
158,2,6:22.0,Shooting foul by B. Beal (drawn by J. Randle),,49,41
159,2,6:22.0,J. Randle makes free throw 1 of 2,,50,41
160,2,6:22.0,J. Randle makes free throw 2 of 2,,51,41
161,2,6:22.0,,Washington full timeout,51,41
162,2,6:22.0,,D. Bertāns enters the game for R. Hachimura,51,41
163,2,6:22.0,,T. Brown enters the game for G. Payton,51,41
164,2,6:12.0,,D. Bertāns misses 3-pt jump shot from 25 ft,51,41
165,2,6:10.0,Defensive rebound by E. Payton,,51,41
166,2,5:48.0,E. Payton makes 2-pt jump shot from 10 ft (assist by R. Barrett),,53,41
167,2,5:40.0,,Shooting foul by E. Payton (drawn by S. Napier),53,41
168,2,5:40.0,,S. Napier makes free throw 1 of 2,53,42
169,2,5:40.0,,S. Napier makes free throw 2 of 2,53,43
170,2,5:26.0,R. Barrett makes 2-pt jump shot from 2 ft (assist by R. Bullock),,55,43
171,2,5:16.0,,B. Beal misses 3-pt jump shot from 26 ft,55,43
172,2,5:15.0,,Offensive rebound by T. Brown,55,43
173,2,5:12.0,,S. Napier misses 3-pt jump shot from 26 ft,55,43
174,2,5:10.0,,Offensive rebound by T. Bryant,55,43
175,2,5:06.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by T. Bryant),55,46
176,2,4:54.0,Shooting foul by T. Brown (drawn by E. Payton),,55,46
177,2,4:54.0,E. Payton misses free throw 1 of 2,,55,46
178,2,4:54.0,Offensive rebound by Team,,55,46
179,2,4:54.0,E. Payton misses free throw 2 of 2,,55,46
180,2,4:50.0,,Defensive rebound by T. Brown,55,46
181,2,4:38.0,,Turnover by B. Beal (lost ball; steal by E. Payton),55,46
182,2,4:26.0,R. Barrett misses 2-pt jump shot from 14 ft,,55,46
183,2,4:24.0,,Defensive rebound by T. Brown,55,46
184,2,4:17.0,,Turnover by T. Brown (lost ball; steal by J. Randle),55,46
185,2,4:10.0,Personal foul by S. Napier (drawn by R. Barrett),,55,46
186,2,4:10.0,R. Barrett makes free throw 1 of 2,,56,46
187,2,4:10.0,,R. Hachimura enters the game for T. Brown,56,46
188,2,4:10.0,R. Barrett misses free throw 2 of 2,,56,46
189,2,4:08.0,,Defensive rebound by R. Hachimura,56,46
190,2,3:52.0,,B. Beal misses 2-pt jump shot from 19 ft,56,46
191,2,3:49.0,Defensive rebound by J. Randle,,56,46
192,2,3:43.0,E. Payton misses 2-pt layup from 2 ft,,56,46
193,2,3:42.0,Offensive rebound by M. Robinson,,56,46
194,2,3:42.0,M. Robinson makes 2-pt dunk from 1 ft,,58,46
195,2,3:30.0,,Personal foul by E. Payton (drawn by S. Napier),58,46
196,2,3:30.0,,S. Napier makes free throw 1 of 2,58,47
197,2,3:30.0,,S. Napier makes free throw 2 of 2,58,48
198,2,3:16.0,R. Barrett misses 3-pt jump shot from 27 ft,,58,48
199,2,3:13.0,,Defensive rebound by R. Hachimura,58,48
200,2,3:00.0,,Turnover by S. Napier (step out of bounds),58,48
201,2,3:00.0,New York full timeout,,58,48
202,2,3:00.0,F. Ntilikina enters the game for E. Payton,,58,48
203,2,2:35.0,F. Ntilikina makes 2-pt layup from 7 ft,,60,48
204,2,2:25.0,,B. Beal makes 2-pt layup from 1 ft (assist by S. Napier),60,50
205,2,2:07.0,R. Barrett makes 2-pt layup from 3 ft (assist by J. Randle),,62,50
206,2,2:07.0,Shooting foul by T. Bryant (drawn by R. Barrett),,62,50
207,2,2:07.0,B. Portis enters the game for M. Robinson,,62,50
208,2,2:07.0,,M. Wagner enters the game for T. Bryant,62,50
209,2,2:07.0,R. Barrett makes free throw 1 of 1,,63,50
210,2,1:54.0,,B. Beal misses 2-pt jump shot from 14 ft,63,50
211,2,1:52.0,,Offensive rebound by M. Wagner,63,50
212,2,1:51.0,,M. Wagner misses 2-pt layup from 3 ft,63,50
213,2,1:49.0,Defensive rebound by J. Randle,,63,50
214,2,1:46.0,J. Randle misses 2-pt layup from 4 ft,,63,50
215,2,1:44.0,Offensive rebound by J. Randle,,63,50
216,2,1:41.0,Personal foul by M. Wagner (drawn by J. Randle),,63,50
217,2,1:41.0,J. Randle makes free throw 1 of 2,,64,50
218,2,1:41.0,J. Randle makes free throw 2 of 2,,65,50
219,2,1:28.0,,Shooting foul by J. Randle (drawn by B. Beal),65,50
220,2,1:28.0,,B. Beal makes free throw 1 of 2,65,51
221,2,1:28.0,,B. Beal makes free throw 2 of 2,65,52
222,2,1:19.0,Def 3 sec tech foul by Team,,65,52
223,2,1:19.0,F. Ntilikina misses technical free throw,,65,52
224,2,1:19.0,Offensive rebound by Team,,65,52
225,2,1:12.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,65,52
226,2,1:10.0,Offensive rebound by B. Portis,,65,52
227,2,0:58.0,R. Barrett makes 3-pt jump shot from 25 ft (assist by B. Portis),,68,52
228,2,0:50.0,,Shooting foul by F. Ntilikina (drawn by R. Hachimura),68,52
229,2,0:50.0,,R. Hachimura makes free throw 1 of 2,68,53
230,2,0:50.0,,R. Hachimura makes free throw 2 of 2,68,54
231,2,0:31.0,Shooting foul by M. Wagner (drawn by J. Randle),,68,54
232,2,0:31.0,J. Randle makes free throw 1 of 2,,69,54
233,2,0:31.0,,A. Pasečņiks enters the game for M. Wagner,69,54
234,2,0:31.0,J. Randle makes free throw 2 of 2,,70,54
235,2,0:08.0,,B. Beal misses 2-pt jump shot from 20 ft,70,54
236,2,0:06.0,,Offensive rebound by Team,70,54
237,2,0:06.0,Loose ball foul by F. Ntilikina (drawn by A. Pasečņiks),,70,54
238,2,0:06.0,,A. Pasečņiks misses free throw 1 of 2,70,54
239,2,0:06.0,,Offensive rebound by Team,70,54
240,2,0:06.0,,T. Brown enters the game for D. Bertāns,70,54
241,2,0:06.0,,A. Pasečņiks misses free throw 2 of 2,70,54
242,2,0:05.0,Defensive rebound by R. Barrett,,70,54
243,2,0:00.0,Offensive foul by J. Randle (drawn by A. Pasečņiks),,70,54
244,2,0:00.0,Turnover by J. Randle (offensive foul),,70,54
245,2,0:00.0,Violation by Team (delay of game),,70,54
246,3,11:49.0,R. Barrett misses 2-pt layup from 1 ft,,70,54
247,3,11:48.0,,Defensive rebound by R. Hachimura,70,54
248,3,11:39.0,,J. Robinson misses 3-pt jump shot from 25 ft,70,54
249,3,11:37.0,Defensive rebound by R. Barrett,,70,54
250,3,11:32.0,Turnover by R. Barrett (bad pass),,70,54
251,3,11:17.0,,Turnover by B. Beal (lost ball; steal by R. Barrett),70,54
252,3,11:14.0,Turnover by R. Barrett (lost ball; steal by B. Beal),,70,54
253,3,11:08.0,,Shooting foul by T. Gibson (drawn by B. Beal),70,54
254,3,11:08.0,,B. Beal makes free throw 1 of 2,70,55
255,3,11:08.0,,B. Beal makes free throw 2 of 2,70,56
256,3,10:49.0,M. Harkless misses 2-pt layup from 2 ft,,70,56
257,3,10:47.0,,Defensive rebound by R. Hachimura,70,56
258,3,10:46.0,,Turnover by R. Hachimura (lost ball; steal by T. Gibson),70,56
259,3,10:43.0,E. Payton misses 2-pt layup from 2 ft (block by R. Hachimura),,70,56
260,3,10:41.0,Offensive rebound by M. Harkless,,70,56
261,3,10:40.0,M. Harkless makes 2-pt dunk at rim,,72,56
262,3,10:33.0,,Personal foul by E. Payton (drawn by S. Napier),72,56
263,3,10:29.0,,B. Beal makes 2-pt jump shot from 15 ft (assist by S. Napier),72,58
264,3,10:09.0,J. Randle makes 2-pt jump shot from 18 ft (assist by E. Payton),,74,58
265,3,9:56.0,,R. Hachimura misses 3-pt jump shot from 25 ft,74,58
266,3,9:54.0,Defensive rebound by E. Payton,,74,58
267,3,9:50.0,J. Randle misses 2-pt layup from 4 ft,,74,58
268,3,9:49.0,Offensive rebound by J. Randle,,74,58
269,3,9:46.0,J. Randle makes 2-pt layup from 3 ft,,76,58
270,3,9:29.0,,B. Beal misses 3-pt jump shot from 26 ft,76,58
271,3,9:27.0,,Offensive rebound by J. Robinson,76,58
272,3,9:13.0,,Turnover by Team (shot clock),76,58
273,3,9:05.0,R. Barrett misses 2-pt layup at rim,,76,58
274,3,9:03.0,,Defensive rebound by T. Bryant,76,58
275,3,8:55.0,,J. Robinson misses 3-pt jump shot from 23 ft,76,58
276,3,8:54.0,,Offensive rebound by Team,76,58
277,3,8:54.0,Loose ball foul by E. Payton (drawn by S. Napier),,76,58
278,3,8:54.0,F. Ntilikina enters the game for E. Payton,,76,58
279,3,8:45.0,,Turnover by B. Beal (bad pass; steal by R. Barrett),76,58
280,3,8:45.0,Personal take foul by B. Beal (drawn by F. Ntilikina),,76,58
281,3,8:34.0,J. Randle misses 2-pt jump shot from 13 ft,,76,58
282,3,8:31.0,Offensive rebound by R. Barrett,,76,58
283,3,8:24.0,R. Barrett misses 2-pt layup from 2 ft (block by J. Robinson),,76,58
284,3,8:24.0,Offensive rebound by Team,,76,58
285,3,8:17.0,Turnover by Team (shot clock),,76,58
286,3,8:06.0,,T. Bryant makes 2-pt jump shot from 16 ft (assist by B. Beal),76,60
287,3,7:49.0,Turnover by J. Randle (lost ball; steal by B. Beal),,76,60
288,3,7:44.0,,B. Beal misses 3-pt jump shot from 27 ft,76,60
289,3,7:42.0,Defensive rebound by R. Barrett,,76,60
290,3,7:39.0,Turnover by R. Barrett (bad pass),,76,60
291,3,7:27.0,,R. Hachimura makes 2-pt dunk from 2 ft (assist by S. Napier),76,62
292,3,7:27.0,New York full timeout,,76,62
293,3,7:27.0,,D. Bertāns enters the game for J. Robinson,76,62
294,3,7:27.0,Personal foul by S. Napier (drawn by F. Ntilikina),,76,62
295,3,7:05.0,Personal foul by D. Bertāns (drawn by R. Barrett),,76,62
296,3,7:05.0,Technical foul by D. Bertāns,,76,62
297,3,7:05.0,F. Ntilikina makes technical free throw,,77,62
298,3,6:54.0,J. Randle misses 2-pt jump shot from 10 ft,,77,62
299,3,6:51.0,,Defensive rebound by D. Bertāns,77,62
300,3,6:45.0,,B. Beal makes 2-pt dunk from 1 ft (assist by D. Bertāns),77,64
301,3,6:45.0,,Shooting foul by J. Randle (drawn by B. Beal),77,64
302,3,6:45.0,,B. Beal makes free throw 1 of 1,77,65
303,3,6:25.0,M. Harkless makes 2-pt dunk from 1 ft (assist by F. Ntilikina),,79,65
304,3,6:10.0,,S. Napier makes 2-pt layup from 3 ft,79,67
305,3,6:05.0,Personal foul by T. Bryant (drawn by J. Randle),,79,67
306,3,6:05.0,M. Robinson enters the game for T. Gibson,,79,67
307,3,6:05.0,,M. Wagner enters the game for T. Bryant,79,67
308,3,5:59.0,J. Randle makes 2-pt jump shot from 15 ft (assist by F. Ntilikina),,81,67
309,3,5:35.0,,S. Napier makes 3-pt jump shot from 27 ft,81,70
310,3,5:27.0,Personal foul by D. Bertāns (drawn by R. Barrett),,81,70
311,3,5:27.0,,Violation by Team (delay of game),81,70
312,3,5:27.0,R. Barrett makes free throw 1 of 2,,82,70
313,3,5:27.0,R. Barrett makes free throw 2 of 2,,83,70
314,3,5:18.0,,Shooting foul by M. Robinson (drawn by B. Beal),83,70
315,3,5:18.0,,B. Beal makes free throw 1 of 2,83,71
316,3,5:18.0,,B. Beal makes free throw 2 of 2,83,72
317,3,5:06.0,R. Barrett misses 2-pt jump shot from 17 ft,,83,72
318,3,5:04.0,,Defensive rebound by R. Hachimura,83,72
319,3,4:59.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by S. Napier),83,75
320,3,4:41.0,J. Randle misses 2-pt jump shot from 14 ft,,83,75
321,3,4:39.0,,Defensive rebound by B. Beal,83,75
322,3,4:30.0,,B. Beal makes 3-pt jump shot from 25 ft,83,78
323,3,4:29.0,New York full timeout,,83,78
324,3,4:29.0,R. Bullock enters the game for R. Barrett,,83,78
325,3,4:29.0,W. Ellington enters the game for M. Harkless,,83,78
326,3,4:29.0,B. Portis enters the game for J. Randle,,83,78
327,3,4:18.0,W. Ellington misses 3-pt jump shot from 28 ft,,83,78
328,3,4:16.0,,Defensive rebound by S. Napier,83,78
329,3,3:56.0,,B. Beal misses 3-pt jump shot from 26 ft,83,78
330,3,3:53.0,Defensive rebound by B. Portis,,83,78
331,3,3:43.0,Turnover by R. Bullock (bad pass; steal by S. Napier),,83,78
332,3,3:33.0,,D. Bertāns misses 3-pt jump shot from 27 ft,83,78
333,3,3:31.0,Defensive rebound by W. Ellington,,83,78
334,3,3:11.0,Turnover by B. Portis (bad pass; steal by S. Napier),,83,78
335,3,3:06.0,,S. Napier makes 2-pt layup from 2 ft,83,80
336,3,2:48.0,R. Bullock misses 3-pt jump shot from 23 ft,,83,80
337,3,2:46.0,,Defensive rebound by B. Beal,83,80
338,3,2:41.0,,S. Napier misses 3-pt jump shot from 25 ft,83,80
339,3,2:39.0,,Offensive rebound by M. Wagner,83,80
340,3,2:32.0,,S. Napier misses 3-pt jump shot from 25 ft,83,80
341,3,2:30.0,Defensive rebound by B. Portis,,83,80
342,3,2:23.0,F. Ntilikina makes 2-pt layup from 1 ft,,85,80
343,3,2:23.0,,Washington full timeout,85,80
344,3,2:23.0,,Technical foul by F. Ntilikina,85,80
345,3,2:23.0,Technical foul by S. Napier,,85,80
346,3,2:23.0,,T. Brown enters the game for R. Hachimura,85,80
347,3,2:00.0,,D. Bertāns misses 3-pt jump shot from 28 ft,85,80
348,3,1:58.0,,Offensive rebound by Team,85,80
349,3,1:58.0,,Turnover by Team (shot clock),85,80
350,3,1:50.0,Turnover by R. Bullock (step out of bounds),,85,80
351,3,1:50.0,,G. Payton enters the game for S. Napier,85,80
352,3,1:32.0,,M. Wagner makes 2-pt dunk from 3 ft (assist by B. Beal),85,82
353,3,1:08.0,Turnover by F. Ntilikina (bad pass; steal by B. Beal),,85,82
354,3,0:58.0,,Shooting foul by F. Ntilikina (drawn by B. Beal),85,82
355,3,0:58.0,,B. Beal makes free throw 1 of 2,85,83
356,3,0:58.0,E. Payton enters the game for F. Ntilikina,,85,83
357,3,0:58.0,,B. Beal makes free throw 2 of 2,85,84
358,3,0:46.0,M. Robinson makes 2-pt layup at rim (assist by R. Bullock),,87,84
359,3,0:37.0,,B. Beal makes 3-pt jump shot from 26 ft,87,87
360,3,0:22.0,Turnover by R. Bullock (out of bounds lost ball),,87,87
361,3,0:03.0,,B. Beal misses 3-pt jump shot from 26 ft,87,87
362,3,0:01.0,Defensive rebound by R. Bullock,,87,87
363,4,11:49.0,,Turnover by B. Beal (bad pass; steal by W. Ellington),87,87
364,4,11:35.0,M. Robinson makes 2-pt dunk at rim (assist by E. Payton),,89,87
365,4,11:21.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by B. Beal),89,90
366,4,11:04.0,K. Knox misses 3-pt jump shot from 25 ft,,89,90
367,4,11:02.0,,Defensive rebound by G. Payton,89,90
368,4,10:55.0,,Shooting foul by W. Ellington (drawn by D. Bertāns),89,90
369,4,10:55.0,,D. Bertāns makes free throw 1 of 3,89,91
370,4,10:55.0,,D. Bertāns misses free throw 2 of 3,89,91
371,4,10:55.0,,Offensive rebound by Team,89,91
372,4,10:55.0,,S. Napier enters the game for B. Beal,89,91
373,4,10:55.0,,D. Bertāns makes free throw 3 of 3,89,92
374,4,10:45.0,W. Ellington misses 3-pt jump shot from 26 ft,,89,92
375,4,10:42.0,,Defensive rebound by G. Payton,89,92
376,4,10:28.0,,D. Bertāns misses 3-pt jump shot from 27 ft,89,92
377,4,10:26.0,Defensive rebound by B. Portis,,89,92
378,4,10:20.0,W. Ellington misses 3-pt jump shot from 24 ft,,89,92
379,4,10:16.0,Offensive rebound by M. Robinson,,89,92
380,4,10:16.0,M. Robinson makes 2-pt dunk from 1 ft,,91,92
381,4,10:04.0,,M. Wagner makes 2-pt layup from 3 ft (assist by S. Napier),91,94
382,4,9:41.0,B. Portis makes 2-pt layup from 2 ft (assist by E. Payton),,93,94
383,4,9:32.0,,S. Napier misses 3-pt jump shot from 26 ft,93,94
384,4,9:28.0,Defensive rebound by Team,,93,94
385,4,9:09.0,B. Portis misses 2-pt jump shot from 12 ft,,93,94
386,4,9:07.0,,Defensive rebound by T. Brown,93,94
