,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
0,1,11:42.0,Offensive foul by B. Lopez (drawn by V. Oladipo),,0,0
1,1,11:42.0,Turnover by B. Lopez (offensive foul),,0,0
2,1,11:22.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),0,2
3,1,11:13.0,W. Matthews makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),,3,2
4,1,10:58.0,,T. Warren makes 2-pt jump shot from 19 ft (assist by D. Sabonis),3,4
5,1,10:43.0,Turnover by E. Bledsoe (bad pass; steal by M. Turner),,3,4
6,1,10:36.0,,D. Sabonis misses 2-pt dunk from 1 ft,3,4
7,1,10:34.0,,Offensive rebound by T. Warren,3,4
8,1,10:32.0,,T. Warren makes 2-pt layup from 1 ft,3,6
9,1,10:21.0,Turnover by K. Middleton (lost ball; steal by T. Warren),,3,6
10,1,10:18.0,,T. Warren makes 2-pt dunk from 2 ft,3,8
11,1,10:18.0,Milwaukee full timeout,,3,8
12,1,10:02.0,W. Matthews misses 3-pt jump shot from 25 ft,,3,8
13,1,10:00.0,,Defensive rebound by D. Sabonis,3,8
14,1,9:45.0,,D. Sabonis misses 2-pt layup from 2 ft (block by B. Lopez),3,8
15,1,9:41.0,Defensive rebound by E. Bledsoe,,3,8
16,1,9:31.0,E. Bledsoe misses 2-pt jump shot from 7 ft,,3,8
17,1,9:29.0,,Defensive rebound by T. Warren,3,8
18,1,9:21.0,,Turnover by V. Oladipo (out of bounds lost ball),3,8
19,1,9:09.0,K. Middleton misses 2-pt jump shot from 19 ft,,3,8
20,1,9:05.0,,Defensive rebound by T. Warren,3,8
21,1,9:00.0,,Personal foul by K. Middleton (drawn by T. Warren),3,8
22,1,8:53.0,,Turnover by M. Brogdon (out of bounds lost ball),3,8
23,1,8:44.0,E. Bledsoe misses 2-pt layup from 1 ft (block by M. Turner),,3,8
24,1,8:44.0,Offensive rebound by Team,,3,8
25,1,8:40.0,W. Matthews makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),,5,8
26,1,8:25.0,,M. Brogdon makes 2-pt jump shot from 21 ft,5,10
27,1,8:08.0,E. İlyasova misses 2-pt jump shot from 6 ft,,5,10
28,1,8:05.0,,Defensive rebound by D. Sabonis,5,10
29,1,7:53.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by M. Brogdon),5,12
30,1,7:33.0,K. Middleton misses 2-pt jump shot from 19 ft,,5,12
31,1,7:31.0,Offensive rebound by Team,,5,12
32,1,7:25.0,B. Lopez misses 2-pt jump shot from 6 ft,,5,12
33,1,7:23.0,,Defensive rebound by D. Sabonis,5,12
34,1,7:12.0,,D. Sabonis misses 2-pt layup from 3 ft (block by B. Lopez),5,12
35,1,7:09.0,,Offensive rebound by V. Oladipo,5,12
36,1,6:59.0,,Turnover by Team (shot clock),5,12
37,1,6:59.0,M. Williams enters the game for E. İlyasova,,5,12
38,1,6:49.0,E. Bledsoe makes 2-pt jump shot from 12 ft,,7,12
39,1,6:34.0,,V. Oladipo makes 2-pt layup from 3 ft,7,14
40,1,6:34.0,,Shooting foul by E. Bledsoe (drawn by V. Oladipo),7,14
41,1,6:34.0,D. DiVincenzo enters the game for E. Bledsoe,,7,14
42,1,6:34.0,,V. Oladipo makes free throw 1 of 1,7,15
43,1,6:26.0,K. Middleton misses 3-pt jump shot from 29 ft,,7,15
44,1,6:23.0,Offensive rebound by Team,,7,15
45,1,6:23.0,,J. Holiday enters the game for D. Sabonis,7,15
46,1,6:21.0,B. Lopez misses 3-pt jump shot from 23 ft,,7,15
47,1,6:18.0,,Defensive rebound by M. Brogdon,7,15
48,1,6:14.0,,Turnover by T. Warren (bad pass; steal by B. Lopez),7,15
49,1,5:56.0,K. Middleton misses 2-pt jump shot from 20 ft,,7,15
50,1,5:54.0,,Defensive rebound by T. Warren,7,15
51,1,5:40.0,,T. Warren makes 2-pt jump shot from 10 ft (assist by M. Brogdon),7,17
52,1,5:25.0,Turnover by K. Middleton (lost ball; steal by T. Warren),,7,17
53,1,5:21.0,,V. Oladipo makes 2-pt dunk from 1 ft (assist by M. Brogdon),7,19
54,1,5:19.0,Milwaukee full timeout,,7,19
55,1,5:19.0,P. Connaughton enters the game for W. Matthews,,7,19
56,1,4:57.0,D. DiVincenzo misses 2-pt jump shot from 14 ft,,7,19
57,1,4:56.0,,Defensive rebound by M. Turner,7,19
58,1,4:45.0,,M. Turner makes 2-pt layup from 4 ft (assist by M. Brogdon),7,21
59,1,4:32.0,K. Middleton makes 2-pt layup from 1 ft (assist by B. Lopez),,9,21
60,1,4:16.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by V. Oladipo),9,23
61,1,3:53.0,K. Middleton makes 2-pt jump shot from 15 ft,,11,23
62,1,3:37.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by M. Brogdon),11,26
63,1,3:20.0,M. Williams makes 2-pt layup from 1 ft (assist by P. Connaughton),,13,26
64,1,3:20.0,,Indiana full timeout,13,26
65,1,3:20.0,S. Brown enters the game for B. Lopez,,13,26
66,1,3:20.0,R. Lopez enters the game for K. Middleton,,13,26
