,QUARTER,TIME_REMAINING,INDIANA_ACTION,MILWAUKEE_ACTION,INDIANA_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),0,2
1,1,11:29.0,M. Brogdon makes 2-pt jump shot from 15 ft,,2,2
2,1,11:20.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by K. Middleton),2,5
3,1,11:07.0,M. Brogdon misses 2-pt jump shot from 14 ft,,2,5
4,1,11:05.0,,Defensive rebound by K. Middleton,2,5
5,1,11:01.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,2,5
6,1,10:59.0,,Offensive rebound by G. Antetokounmpo,2,5
7,1,10:56.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,2,7
8,1,10:32.0,Turnover by M. Turner (lost ball; steal by G. Antetokounmpo),,2,7
9,1,10:21.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by B. Lopez),2,9
10,1,10:07.0,D. Sabonis misses 2-pt jump shot from 18 ft,,2,9
11,1,10:04.0,,Defensive rebound by G. Antetokounmpo,2,9
12,1,9:55.0,,B. Lopez misses 3-pt jump shot from 24 ft,2,9
13,1,9:53.0,Defensive rebound by M. Brogdon,,2,9
14,1,9:47.0,M. Brogdon misses 2-pt jump shot from 15 ft,,2,9
15,1,9:44.0,,Defensive rebound by G. Antetokounmpo,2,9
16,1,9:39.0,,W. Matthews misses 3-pt jump shot from 23 ft,2,9
17,1,9:36.0,Defensive rebound by D. Sabonis,,2,9
18,1,9:22.0,M. Turner misses 3-pt jump shot from 26 ft,,2,9
19,1,9:18.0,,Defensive rebound by W. Matthews,2,9
20,1,9:09.0,,G. Antetokounmpo makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),2,12
21,1,9:02.0,Indiana full timeout,,2,12
22,1,8:44.0,Turnover by D. Sabonis (bad pass),,2,12
23,1,8:39.0,,Personal foul by M. Brogdon (drawn by E. Bledsoe),2,12
24,1,8:33.0,,G. Antetokounmpo misses 2-pt hook shot from 7 ft,2,12
25,1,8:30.0,Defensive rebound by D. Sabonis,,2,12
26,1,8:17.0,T. Warren misses 2-pt jump shot from 10 ft,,2,12
27,1,8:15.0,,Defensive rebound by G. Antetokounmpo,2,12
28,1,8:10.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),2,15
29,1,7:52.0,A. Holiday misses 2-pt layup from 4 ft,,2,15
30,1,7:50.0,,Defensive rebound by B. Lopez,2,15
31,1,7:47.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by M. Turner),2,15
32,1,7:47.0,Defensive rebound by Team,,2,15
33,1,7:29.0,M. Brogdon makes 2-pt jump shot from 13 ft,,4,15
34,1,7:19.0,,W. Matthews misses 3-pt jump shot from 27 ft,4,15
35,1,7:17.0,Defensive rebound by D. Sabonis,,4,15
36,1,7:04.0,M. Brogdon misses 2-pt jump shot from 12 ft,,4,15
37,1,7:02.0,,Defensive rebound by K. Middleton,4,15
38,1,7:00.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),4,17
39,1,6:42.0,M. Turner makes 2-pt jump shot from 10 ft,,6,17
40,1,6:42.0,,R. Lopez enters the game for G. Antetokounmpo,6,17
41,1,6:42.0,,M. Williams enters the game for B. Lopez,6,17
42,1,6:20.0,,W. Matthews makes 2-pt layup from 3 ft (assist by E. Bledsoe),6,19
43,1,6:08.0,D. Sabonis misses 2-pt jump shot from 15 ft,,6,19
44,1,6:05.0,,Defensive rebound by W. Matthews,6,19
45,1,5:58.0,,E. Bledsoe makes 2-pt layup at rim,6,21
46,1,5:49.0,Personal foul by W. Matthews (drawn by A. Holiday),,6,21
47,1,5:49.0,,D. DiVincenzo enters the game for E. Bledsoe,6,21
48,1,5:39.0,D. Sabonis misses 2-pt layup from 1 ft,,6,21
49,1,5:34.0,,Defensive rebound by M. Williams,6,21
50,1,5:20.0,,R. Lopez makes 2-pt hook shot from 2 ft,6,23
51,1,4:57.0,D. Sabonis misses 2-pt layup from 2 ft (block by M. Williams),,6,23
52,1,4:52.0,,Defensive rebound by M. Williams,6,23
53,1,4:50.0,,K. Middleton misses 3-pt jump shot from 25 ft,6,23
54,1,4:47.0,Defensive rebound by T. Warren,,6,23
55,1,4:43.0,T. Warren misses 3-pt jump shot from 26 ft,,6,23
56,1,4:40.0,,Defensive rebound by D. DiVincenzo,6,23
57,1,4:30.0,,K. Middleton makes 2-pt jump shot from 14 ft,6,25
58,1,4:26.0,Indiana full timeout,,6,25
59,1,4:26.0,J. Holiday enters the game for A. Holiday,,6,25
60,1,4:26.0,T. McConnell enters the game for D. Sabonis,,6,25
61,1,4:26.0,,P. Connaughton enters the game for W. Matthews,6,25
62,1,4:18.0,T. McConnell makes 2-pt jump shot from 13 ft,,8,25
63,1,4:00.0,,Turnover by K. Middleton (bad pass; steal by M. Brogdon),8,25
64,1,3:54.0,M. Turner makes 3-pt jump shot from 29 ft (assist by M. Brogdon),,11,25
65,1,3:29.0,,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by M. Williams),11,28
66,1,3:16.0,Turnover by M. Turner (bad pass; steal by D. DiVincenzo),,11,28
67,1,3:08.0,,Personal foul by T. Warren (drawn by K. Middleton),11,28
68,1,3:08.0,D. McDermott enters the game for M. Brogdon,,11,28
69,1,3:08.0,,S. Brown enters the game for K. Middleton,11,28
70,1,2:54.0,,M. Williams makes 2-pt layup from 2 ft (assist by R. Lopez),11,30
71,1,2:29.0,J. Holiday misses 2-pt jump shot from 15 ft,,11,30
72,1,2:26.0,,Defensive rebound by P. Connaughton,11,30
73,1,2:21.0,,D. DiVincenzo makes 3-pt jump shot from 27 ft,11,33
