,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
381,4,9:19.0,,J. Toscano-Anderson misses 3-pt jump shot from 23 ft,99,78
382,4,9:17.0,,Offensive rebound by E. Paschall,99,78
383,4,9:14.0,,E. Paschall makes 2-pt dunk from 2 ft,99,80
384,4,8:58.0,Personal foul by M. Mulder (drawn by D. Bertāns),,99,80
385,4,8:58.0,R. Hachimura enters the game for A. Pasečņiks,,99,80
386,4,8:58.0,,D. Lee enters the game for M. Mulder,99,80
387,4,8:50.0,Turnover by I. Smith (traveling),,99,80
388,4,8:37.0,,A. Wiggins makes 2-pt jump shot from 11 ft,99,82
389,4,8:37.0,,Shooting foul by I. Smith (drawn by A. Wiggins),99,82
390,4,8:37.0,B. Beal enters the game for J. Robinson,,99,82
391,4,8:37.0,,A. Wiggins misses free throw 1 of 1,99,82
392,4,8:36.0,Defensive rebound by T. Brown,,99,82
393,4,8:16.0,Turnover by D. Bertāns (lost ball; steal by J. Toscano-Anderson),,99,82
394,4,8:14.0,,Turnover by J. Toscano-Anderson (bad pass; steal by T. Brown),99,82
395,4,8:13.0,B. Beal makes 3-pt jump shot from 29 ft (assist by T. Brown),,102,82
396,4,7:51.0,,Turnover by J. Poole (bad pass),102,82
397,4,7:47.0,Shooting foul by A. Wiggins (drawn by T. Brown),,102,82
398,4,7:47.0,T. Brown makes free throw 1 of 2,,103,82
399,4,7:47.0,,M. Chriss enters the game for A. Wiggins,103,82
400,4,7:47.0,T. Brown makes free throw 2 of 2,,104,82
401,4,7:28.0,,E. Paschall makes 2-pt dunk from 1 ft (assist by J. Toscano-Anderson),104,84
402,4,7:11.0,I. Smith misses 2-pt jump shot from 18 ft,,104,84
403,4,7:10.0,Offensive rebound by T. Brown,,104,84
404,4,7:08.0,T. Brown misses 2-pt jump shot from 12 ft,,104,84
405,4,7:07.0,,Defensive rebound by Team,104,84
406,4,6:59.0,,D. Lee makes 3-pt jump shot from 27 ft (assist by J. Poole),104,87
407,4,6:57.0,Washington full timeout,,104,87
408,4,6:57.0,S. Napier enters the game for T. Brown,,104,87
409,4,6:57.0,J. Robinson enters the game for I. Smith,,104,87
410,4,6:47.0,Personal foul by J. Poole (drawn by B. Beal),,104,87
411,4,6:34.0,B. Beal makes 2-pt layup from 2 ft,,106,87
412,4,6:16.0,,Personal foul by B. Beal (drawn by D. Lee),106,87
413,4,6:16.0,,M. Mulder enters the game for J. Toscano-Anderson,106,87
414,4,6:10.0,,D. Lee makes 3-pt jump shot from 26 ft (assist by M. Chriss),106,90
415,4,5:59.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by S. Napier),,109,90
416,4,5:47.0,,Shooting foul by S. Napier (drawn by J. Poole),109,90
417,4,5:47.0,,J. Poole misses free throw 1 of 2,109,90
418,4,5:47.0,,Offensive rebound by Team,109,90
419,4,5:47.0,,J. Poole makes free throw 2 of 2,109,91
420,4,5:35.0,B. Beal misses 2-pt layup from 2 ft (block by M. Chriss),,109,91
421,4,5:34.0,,Defensive rebound by D. Lee,109,91
422,4,5:29.0,,D. Lee makes 2-pt layup from 3 ft (assist by J. Poole),109,93
423,4,5:29.0,Violation by Team (def goaltending),,109,93
424,4,5:29.0,,Golden State full timeout,109,93
425,4,5:29.0,,Instant Replay (Challenge: Ruling Stands),109,93
426,4,5:29.0,,A. Wiggins enters the game for J. Poole,109,93
427,4,5:14.0,D. Bertāns makes 3-pt jump shot from 33 ft (assist by B. Beal),,112,93
428,4,5:02.0,,Offensive foul by M. Chriss (drawn by S. Napier),112,93
429,4,5:02.0,,Turnover by M. Chriss (offensive foul),112,93
430,4,4:49.0,B. Beal misses 2-pt jump shot from 12 ft,,112,93
431,4,4:48.0,,Defensive rebound by M. Chriss,112,93
432,4,4:45.0,,Turnover by M. Chriss (lost ball; steal by B. Beal),112,93
433,4,4:44.0,B. Beal makes 2-pt layup from 5 ft,,114,93
434,4,4:26.0,,M. Mulder makes 3-pt jump shot from 26 ft (assist by E. Paschall),114,96
435,4,4:02.0,S. Napier misses 2-pt layup from 7 ft (block by D. Lee),,114,96
436,4,4:00.0,,Defensive rebound by M. Chriss,114,96
437,4,3:55.0,,Shooting foul by J. Robinson (drawn by E. Paschall),114,96
438,4,3:55.0,,E. Paschall misses free throw 1 of 2,114,96
439,4,3:55.0,,Offensive rebound by Team,114,96
440,4,3:55.0,,E. Paschall makes free throw 2 of 2,114,97
441,4,3:41.0,Turnover by R. Hachimura (traveling),,114,97
442,4,3:34.0,,A. Wiggins makes 2-pt jump shot from 11 ft,114,99
443,4,3:25.0,Washington full timeout,,114,99
444,4,3:13.0,D. Bertāns makes 3-pt jump shot from 30 ft (assist by B. Beal),,117,99
445,4,2:54.0,,A. Wiggins misses 2-pt jump shot from 9 ft,117,99
446,4,2:52.0,,Offensive rebound by A. Wiggins,117,99
447,4,2:52.0,,A. Wiggins makes 2-pt layup at rim,117,101
448,4,2:28.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by B. Beal),,120,101
449,4,2:12.0,,Shooting foul by R. Hachimura (drawn by A. Wiggins),120,101
450,4,2:12.0,,A. Wiggins makes free throw 1 of 2,120,102
451,4,2:12.0,I. Bonga enters the game for B. Beal,,120,102
452,4,2:12.0,T. Brown enters the game for D. Bertāns,,120,102
453,4,2:12.0,G. Payton enters the game for R. Hachimura,,120,102
454,4,2:12.0,M. Wagner enters the game for S. Napier,,120,102
455,4,2:12.0,,D. Bender enters the game for M. Chriss,120,102
456,4,2:12.0,,J. Poole enters the game for D. Lee,120,102
457,4,2:12.0,,J. Toscano-Anderson enters the game for E. Paschall,120,102
458,4,2:12.0,,A. Wiggins makes free throw 2 of 2,120,103
459,4,2:02.0,G. Payton makes 2-pt jump shot from 13 ft (assist by M. Wagner),,122,103
460,4,1:50.0,,A. Wiggins misses 3-pt jump shot from 25 ft,122,103
461,4,1:48.0,,Offensive rebound by D. Bender,122,103
462,4,1:48.0,,D. Bender misses 2-pt hook shot from 8 ft,122,103
463,4,1:46.0,Defensive rebound by T. Brown,,122,103
464,4,1:28.0,Turnover by J. Robinson (traveling),,122,103
465,4,1:28.0,,D. Lee enters the game for A. Wiggins,122,103
466,4,1:12.0,,J. Poole makes 2-pt layup from 3 ft,122,105
467,4,1:05.0,J. Robinson makes 2-pt jump shot from 12 ft,,124,105
468,4,0:50.0,,J. Poole makes 3-pt jump shot from 26 ft,124,108
469,4,0:44.0,G. Payton misses 3-pt jump shot from 27 ft,,124,108
470,4,0:42.0,,Defensive rebound by J. Toscano-Anderson,124,108
471,4,0:22.0,,Shooting foul by M. Wagner (drawn by J. Poole),124,108
472,4,0:22.0,,J. Poole makes free throw 1 of 2,124,109
473,4,0:22.0,,J. Poole makes free throw 2 of 2,124,110
