,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SACRAMENTO_ACTION,LA CLIPPERS_SCORE,SACRAMENTO_SCORE
34,1,7:47.0,,Defensive rebound by N. Bjelica,6,5
35,1,7:46.0,,Shooting foul by D. Walton (drawn by D. Fox),6,5
36,1,7:46.0,,D. Fox makes free throw 1 of 2,6,6
37,1,7:46.0,,D. Fox misses free throw 2 of 2,6,6
38,1,7:42.0,,Offensive rebound by R. Holmes,6,6
39,1,7:40.0,,B. Hield makes 2-pt jump shot from 17 ft (assist by H. Barnes),6,8
40,1,7:13.0,Turnover by I. Zubac (bad pass; steal by R. Holmes),,6,8
41,1,6:53.0,,Shooting foul by K. Leonard (drawn by H. Barnes),6,8
42,1,6:53.0,,Sacramento full timeout,6,8
43,1,6:53.0,,Instant Replay (Request: Ruling Stands),6,8
44,1,6:53.0,,H. Barnes makes free throw 1 of 3,6,9
45,1,6:53.0,,H. Barnes misses free throw 2 of 3,6,9
46,1,6:53.0,,Offensive rebound by Team,6,9
47,1,6:53.0,,H. Barnes misses free throw 3 of 3,6,9
48,1,6:51.0,Defensive rebound by I. Zubac,,6,9
49,1,6:24.0,M. Harkless makes 2-pt jump shot from 21 ft (assist by P. George),,8,9
50,1,6:04.0,,H. Barnes makes 2-pt jump shot from 7 ft,8,11
51,1,5:52.0,K. Leonard misses 2-pt layup from 2 ft (block by R. Holmes),,8,11
52,1,5:52.0,,Defensive rebound by R. Holmes,8,11
53,1,5:46.0,,B. Hield misses 3-pt jump shot from 25 ft,8,11
54,1,5:42.0,Defensive rebound by M. Harkless,,8,11
55,1,5:37.0,K. Leonard makes 2-pt jump shot from 16 ft (assist by P. George),,10,11
56,1,5:15.0,,H. Barnes misses 2-pt jump shot from 7 ft,10,11
57,1,5:13.0,Defensive rebound by D. Walton,,10,11
58,1,5:08.0,I. Zubac makes 2-pt dunk from 3 ft (assist by P. George),,12,11
59,1,4:46.0,,N. Bjelica misses 2-pt hook shot from 6 ft,12,11
60,1,4:44.0,,Offensive rebound by R. Holmes,12,11
61,1,4:42.0,,R. Holmes misses 2-pt hook shot from 5 ft,12,11
62,1,4:42.0,Defensive rebound by K. Leonard,,12,11
63,1,4:32.0,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Leonard),,14,11
64,1,4:18.0,,Shooting foul by I. Zubac (drawn by R. Holmes),14,11
65,1,4:18.0,,R. Holmes makes free throw 1 of 2,14,12
66,1,4:18.0,M. Harrell enters the game for P. George,,14,12
67,1,4:18.0,R. McGruder enters the game for I. Zubac,,14,12
68,1,4:18.0,,T. Ariza enters the game for H. Barnes,14,12
69,1,4:18.0,,B. Bogdanović enters the game for D. Fox,14,12
70,1,4:18.0,,R. Holmes makes free throw 2 of 2,14,13
71,1,4:08.0,K. Leonard makes 2-pt jump shot from 9 ft,,16,13
72,1,4:08.0,Shooting foul by T. Ariza (drawn by K. Leonard),,16,13
73,1,4:08.0,,H. Giles enters the game for R. Holmes,16,13
74,1,4:08.0,K. Leonard makes free throw 1 of 1,,17,13
75,1,3:56.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),17,16
76,1,3:50.0,Personal foul by N. Bjelica (drawn by M. Harkless),,17,16
77,1,3:50.0,,H. Barnes enters the game for N. Bjelica,17,16
78,1,3:38.0,Turnover by K. Leonard (bad pass; steal by H. Giles),,17,16
79,1,3:26.0,,Turnover by H. Giles (bad pass),17,16
80,1,3:26.0,J. Green enters the game for M. Harkless,,17,16
81,1,3:09.0,D. Walton makes 2-pt jump shot from 16 ft,,19,16
82,1,2:58.0,,B. Hield makes 2-pt layup from 6 ft,19,18
83,1,2:44.0,K. Leonard misses 2-pt jump shot from 21 ft,,19,18
84,1,2:40.0,,Defensive rebound by B. Hield,19,18
85,1,2:31.0,,Turnover by B. Hield (bad pass; steal by M. Harrell),19,18
86,1,2:27.0,R. McGruder makes 2-pt layup from 2 ft (assist by M. Harrell),,21,18
87,1,2:13.0,,B. Hield makes 2-pt jump shot from 17 ft,21,20
88,1,1:58.0,D. Walton makes 3-pt jump shot from 25 ft (assist by K. Leonard),,24,20
89,1,1:45.0,,H. Giles misses 2-pt jump shot from 14 ft,24,20
90,1,1:43.0,Defensive rebound by K. Leonard,,24,20
91,1,1:24.0,R. McGruder makes 2-pt layup from 4 ft (assist by K. Leonard),,26,20
92,1,1:12.0,,Shooting foul by D. Walton (drawn by B. Hield),26,20
93,1,1:12.0,LA Clippers full timeout,,26,20
94,1,1:12.0,P. George enters the game for K. Leonard,,26,20
95,1,1:12.0,,B. Hield makes free throw 1 of 3,26,21
96,1,1:12.0,,B. Hield makes free throw 2 of 3,26,22
97,1,1:12.0,,B. Hield makes free throw 3 of 3,26,23
98,1,0:58.0,J. Green misses 3-pt jump shot from 25 ft,,26,23
99,1,0:55.0,,Defensive rebound by B. Hield,26,23
100,1,0:42.0,,T. Ariza misses 3-pt jump shot from 26 ft,26,23
101,1,0:38.0,Defensive rebound by R. McGruder,,26,23
102,1,0:22.0,Shooting foul by H. Barnes (drawn by P. George),,26,23
103,1,0:22.0,P. George makes free throw 1 of 2,,27,23
104,1,0:22.0,J. Robinson enters the game for D. Walton,,27,23
105,1,0:22.0,P. George makes free throw 2 of 2,,28,23
106,1,0:04.0,,Turnover by B. Bogdanović (lost ball; steal by P. George),28,23
107,1,0:00.0,P. George misses 3-pt jump shot from 26 ft (block by B. Bogdanović),,28,23
108,1,0:00.0,Offensive rebound by R. McGruder,,28,23
109,1,0:00.0,R. McGruder misses 2-pt hook shot from 5 ft,,28,23
110,1,0:00.0,Offensive rebound by Team,,28,23
111,2,11:48.0,Turnover by M. Harrell (traveling),,28,23
112,2,11:37.0,,Personal foul by J. Robinson (drawn by H. Giles),28,23
113,2,11:33.0,Violation by Team (kicked ball),,28,23
114,2,11:30.0,,H. Giles makes 2-pt jump shot from 19 ft (assist by T. Ariza),28,25
115,2,11:12.0,M. Harrell makes 2-pt jump shot from 4 ft (assist by J. Robinson),,30,25
116,2,10:57.0,,H. Giles misses 2-pt hook shot from 7 ft,30,25
117,2,10:53.0,Defensive rebound by P. George,,30,25
118,2,10:46.0,P. George makes 2-pt layup from 1 ft,,32,25
119,2,10:31.0,,N. Bjelica misses 2-pt hook shot from 10 ft,32,25
120,2,10:28.0,Defensive rebound by P. George,,32,25
121,2,10:25.0,J. Green makes 3-pt jump shot from 25 ft (assist by P. George),,35,25
122,2,10:02.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by H. Giles),35,27
123,2,9:50.0,P. George makes 2-pt jump shot from 20 ft,,37,27
124,2,9:42.0,,Sacramento full timeout,37,27
125,2,9:42.0,,D. Fox enters the game for T. Ariza,37,27
126,2,9:32.0,,Turnover by H. Giles (bad pass; steal by J. Robinson),37,27
127,2,9:30.0,Shooting foul by B. Bogdanović (drawn by J. Robinson),,37,27
128,2,9:30.0,J. Robinson makes free throw 1 of 2,,38,27
129,2,9:30.0,J. Robinson makes free throw 2 of 2,,39,27
130,2,9:20.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,39,27
131,2,9:15.0,Defensive rebound by P. George,,39,27
132,2,9:03.0,P. George misses 3-pt jump shot from 25 ft,,39,27
133,2,9:00.0,,Defensive rebound by D. Fox,39,27
134,2,8:57.0,,Turnover by B. Bogdanović (lost ball; steal by P. George),39,27
135,2,8:52.0,Turnover by J. Robinson (bad pass; steal by C. Joseph),,39,27
136,2,8:48.0,,Personal foul by R. McGruder (drawn by H. Giles),39,27
137,2,8:48.0,,R. Holmes enters the game for H. Giles,39,27
138,2,8:41.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,39,27
139,2,8:38.0,Defensive rebound by P. George,,39,27
140,2,8:32.0,Personal foul by C. Joseph (drawn by P. George),,39,27
141,2,8:23.0,M. Harrell misses 2-pt jump shot from 4 ft,,39,27
142,2,8:20.0,Offensive rebound by M. Harrell,,39,27
143,2,8:19.0,Turnover by J. Robinson (out of bounds lost ball),,39,27
144,2,8:09.0,,Shooting foul by M. Harrell (drawn by R. Holmes),39,27
145,2,8:09.0,,R. Holmes makes free throw 1 of 2,39,28
146,2,8:09.0,K. Leonard enters the game for R. McGruder,,39,28
147,2,8:09.0,L. Shamet enters the game for J. Robinson,,39,28
148,2,8:09.0,,H. Barnes enters the game for B. Bogdanović,39,28
149,2,8:09.0,,R. Holmes makes free throw 2 of 2,39,29
150,2,7:46.0,Turnover by K. Leonard (lost ball; steal by H. Barnes),,39,29
151,2,7:35.0,,H. Barnes misses 2-pt layup from 3 ft,39,29
152,2,7:32.0,,Offensive rebound by R. Holmes,39,29
153,2,7:31.0,,R. Holmes makes 2-pt layup from 2 ft,39,31
154,2,7:17.0,P. George makes 2-pt jump shot from 6 ft,,41,31
155,2,7:02.0,,Offensive foul by N. Bjelica (drawn by P. George),41,31
156,2,7:02.0,,Turnover by N. Bjelica (offensive foul),41,31
157,2,7:02.0,I. Zubac enters the game for M. Harrell,,41,31
158,2,7:02.0,,B. Hield enters the game for C. Joseph,41,31
159,2,6:45.0,K. Leonard misses 2-pt jump shot from 9 ft,,41,31
160,2,6:44.0,Offensive rebound by I. Zubac,,41,31
161,2,6:44.0,I. Zubac misses 2-pt layup from 2 ft,,41,31
162,2,6:42.0,,Defensive rebound by N. Bjelica,41,31
163,2,6:30.0,,N. Bjelica misses 3-pt jump shot from 28 ft,41,31
164,2,6:26.0,,Offensive rebound by R. Holmes,41,31
165,2,6:23.0,,B. Hield misses 3-pt jump shot from 24 ft,41,31
166,2,6:21.0,,Offensive rebound by B. Hield,41,31
167,2,6:19.0,,B. Hield misses 3-pt jump shot from 24 ft,41,31
168,2,6:17.0,Defensive rebound by L. Shamet,,41,31
169,2,6:06.0,P. George makes 3-pt jump shot from 25 ft,,44,31
170,2,5:54.0,,Turnover by R. Holmes (lost ball; steal by K. Leonard),44,31
171,2,5:41.0,P. George misses 3-pt jump shot from 25 ft,,44,31
172,2,5:38.0,,Defensive rebound by N. Bjelica,44,31
173,2,5:20.0,,B. Hield misses 2-pt jump shot from 10 ft,44,31
174,2,5:17.0,Defensive rebound by P. George,,44,31
175,2,5:15.0,LA Clippers full timeout,,44,31
176,2,5:15.0,M. Harkless enters the game for J. Green,,44,31
177,2,5:02.0,Turnover by L. Shamet (bad pass; steal by D. Fox),,44,31
178,2,4:58.0,,D. Fox makes 2-pt jump shot from 10 ft,44,33
179,2,4:41.0,M. Harkless misses 3-pt jump shot from 22 ft,,44,33
180,2,4:34.0,Offensive rebound by I. Zubac,,44,33
181,2,4:34.0,I. Zubac makes 2-pt layup from 1 ft,,46,33
182,2,4:26.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Fox),46,35
183,2,4:12.0,L. Shamet misses 3-pt jump shot from 24 ft,,46,35
184,2,4:09.0,Offensive rebound by I. Zubac,,46,35
185,2,4:03.0,M. Harkless makes 2-pt layup from 3 ft (assist by K. Leonard),,48,35
186,2,4:03.0,Shooting foul by H. Barnes (drawn by M. Harkless),,48,35
187,2,4:03.0,,T. Ariza enters the game for H. Barnes,48,35
188,2,4:03.0,,B. Bogdanović enters the game for N. Bjelica,48,35
189,2,4:03.0,M. Harkless makes free throw 1 of 1,,49,35
190,2,3:50.0,,Personal foul by P. George (drawn by D. Fox),49,35
191,2,3:39.0,,R. Holmes misses 2-pt jump shot from 8 ft,49,35
192,2,3:37.0,Defensive rebound by I. Zubac,,49,35
193,2,3:20.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by P. George),,52,35
194,2,3:09.0,,Shooting foul by M. Harkless (drawn by D. Fox),52,35
195,2,3:09.0,,D. Fox makes free throw 1 of 2,52,36
196,2,3:09.0,,D. Fox misses free throw 2 of 2,52,36
197,2,3:06.0,,Offensive rebound by D. Fox,52,36
198,2,2:53.0,,R. Holmes misses 2-pt layup from 3 ft (block by I. Zubac),52,36
199,2,2:53.0,,Offensive rebound by T. Ariza,52,36
200,2,2:53.0,,Turnover by Team (shot clock),52,36
201,2,2:43.0,Shooting foul by B. Hield (drawn by K. Leonard),,52,36
202,2,2:43.0,K. Leonard makes free throw 1 of 2,,53,36
203,2,2:43.0,K. Leonard makes free throw 2 of 2,,54,36
204,2,2:23.0,,D. Fox misses 3-pt jump shot from 26 ft,54,36
205,2,2:20.0,,Offensive rebound by R. Holmes,54,36
206,2,2:20.0,,Shooting foul by I. Zubac (drawn by R. Holmes),54,36
207,2,2:20.0,,R. Holmes makes free throw 1 of 2,54,37
208,2,2:20.0,M. Harrell enters the game for I. Zubac,,54,37
209,2,2:20.0,,R. Holmes makes free throw 2 of 2,54,38
210,2,2:01.0,L. Shamet misses 2-pt jump shot from 22 ft,,54,38
211,2,1:58.0,,Defensive rebound by R. Holmes,54,38
212,2,1:49.0,,B. Hield misses 2-pt jump shot from 22 ft,54,38
213,2,1:46.0,Defensive rebound by M. Harkless,,54,38
214,2,1:43.0,P. George misses 3-pt jump shot from 23 ft,,54,38
215,2,1:41.0,,Defensive rebound by B. Hield,54,38
216,2,1:37.0,,R. Holmes makes 2-pt layup from 2 ft (assist by B. Hield),54,40
217,2,1:11.0,K. Leonard misses 2-pt jump shot from 13 ft,,54,40
218,2,1:09.0,,Defensive rebound by B. Hield,54,40
219,2,0:57.0,,B. Bogdanović misses 2-pt layup from 1 ft,54,40
220,2,0:55.0,Defensive rebound by P. George,,54,40
221,2,0:48.0,L. Shamet makes 3-pt jump shot from 24 ft (assist by K. Leonard),,57,40
222,2,0:32.0,,D. Fox misses 2-pt jump shot from 12 ft,57,40
223,2,0:29.0,Defensive rebound by P. George,,57,40
224,2,0:10.0,P. George misses 3-pt jump shot from 26 ft,,57,40
225,2,0:07.0,Offensive rebound by M. Harrell,,57,40
226,2,0:07.0,M. Harrell misses 2-pt layup from 1 ft,,57,40
227,2,0:07.0,,Defensive rebound by Team,57,40
228,2,0:07.0,R. McGruder enters the game for P. George,,57,40
229,2,0:07.0,J. Robinson enters the game for L. Shamet,,57,40
230,2,0:01.0,,B. Hield misses 3-pt jump shot from 27 ft,57,40
231,2,0:01.0,,Offensive rebound by Team,57,40
232,3,11:45.0,P. George misses 2-pt jump shot from 20 ft,,57,40
233,3,11:42.0,,Defensive rebound by Team,57,40
234,3,11:21.0,,B. Hield misses 3-pt jump shot from 25 ft,57,40
235,3,11:18.0,Defensive rebound by I. Zubac,,57,40
236,3,11:07.0,P. George misses 2-pt jump shot from 13 ft,,57,40
237,3,11:06.0,,Defensive rebound by Team,57,40
238,3,11:00.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by D. Fox),57,43
239,3,10:47.0,K. Leonard makes 2-pt jump shot from 10 ft,,59,43
240,3,10:27.0,,R. Holmes makes 2-pt layup from 2 ft (assist by B. Hield),59,45
241,3,10:12.0,L. Shamet makes 3-pt jump shot from 23 ft (assist by P. George),,62,45
242,3,10:02.0,,D. Fox misses 2-pt layup from 3 ft,62,45
243,3,9:59.0,Defensive rebound by I. Zubac,,62,45
244,3,9:56.0,Personal foul by B. Hield (drawn by P. George),,62,45
245,3,9:49.0,P. George misses 3-pt jump shot from 26 ft,,62,45
246,3,9:42.0,,Defensive rebound by D. Fox,62,45
247,3,9:39.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Hield),62,47
248,3,9:22.0,I. Zubac misses 2-pt layup from 4 ft,,62,47
249,3,9:20.0,,Defensive rebound by N. Bjelica,62,47
250,3,9:02.0,,D. Fox makes 3-pt jump shot from 24 ft (assist by B. Hield),62,50
251,3,8:40.0,M. Harkless makes 2-pt dunk from 1 ft (assist by L. Shamet),,64,50
252,3,8:24.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Fox),64,52
253,3,8:16.0,Personal foul by D. Fox (drawn by K. Leonard),,64,52
254,3,8:02.0,K. Leonard makes 2-pt jump shot from 13 ft,,66,52
255,3,7:44.0,,B. Hield makes 3-pt jump shot from 27 ft,66,55
256,3,7:30.0,I. Zubac misses 2-pt hook shot from 7 ft,,66,55
257,3,7:28.0,Offensive rebound by M. Harkless,,66,55
258,3,7:26.0,M. Harkless makes 2-pt dunk from 1 ft,,68,55
259,3,7:19.0,,D. Fox misses 2-pt jump shot from 9 ft,68,55
260,3,7:17.0,Defensive rebound by I. Zubac,,68,55
261,3,7:13.0,Shooting foul by N. Bjelica (drawn by P. George),,68,55
262,3,7:13.0,P. George makes free throw 1 of 2,,69,55
263,3,7:13.0,,Sacramento full timeout,69,55
264,3,7:13.0,M. Harrell enters the game for I. Zubac,,69,55
265,3,7:13.0,P. George makes free throw 2 of 2,,70,55
266,3,6:57.0,,H. Barnes makes 2-pt hook shot from 7 ft,70,57
267,3,6:57.0,,Shooting foul by K. Leonard (drawn by H. Barnes),70,57
268,3,6:57.0,,T. Ariza enters the game for N. Bjelica,70,57
269,3,6:57.0,,H. Barnes misses free throw 1 of 1,70,57
270,3,6:55.0,Defensive rebound by M. Harrell,,70,57
271,3,6:32.0,P. George misses 2-pt jump shot from 22 ft,,70,57
272,3,6:28.0,,Defensive rebound by R. Holmes,70,57
273,3,6:20.0,,Turnover by H. Barnes (bad pass; steal by K. Leonard),70,57
274,3,6:17.0,Shooting foul by B. Hield (drawn by K. Leonard),,70,57
275,3,6:17.0,K. Leonard makes free throw 1 of 2,,71,57
276,3,6:17.0,K. Leonard makes free throw 2 of 2,,72,57
277,3,6:04.0,,R. Holmes makes 2-pt hook shot from 5 ft (assist by D. Fox),72,59
278,3,5:41.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by P. George),,74,59
279,3,5:31.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),74,62
280,3,5:31.0,,B. Bogdanović enters the game for B. Hield,74,62
281,3,5:14.0,LA Clippers full timeout,,74,62
282,3,5:08.0,Personal foul by T. Ariza (drawn by K. Leonard),,74,62
283,3,5:08.0,K. Leonard makes free throw 1 of 2,,75,62
284,3,5:08.0,K. Leonard makes free throw 2 of 2,,76,62
285,3,4:51.0,,B. Bogdanović makes 2-pt jump shot from 17 ft,76,64
286,3,4:27.0,K. Leonard misses 3-pt jump shot from 26 ft,,76,64
287,3,4:24.0,Offensive rebound by M. Harrell,,76,64
288,3,4:24.0,Personal foul by B. Bogdanović (drawn by M. Harrell),,76,64
289,3,4:24.0,M. Harrell misses free throw 1 of 2,,76,64
290,3,4:24.0,Offensive rebound by Team,,76,64
291,3,4:24.0,R. McGruder enters the game for P. George,,76,64
292,3,4:24.0,D. Walton enters the game for L. Shamet,,76,64
293,3,4:24.0,M. Harrell makes free throw 2 of 2,,77,64
294,3,4:08.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,77,64
295,3,4:05.0,Defensive rebound by M. Harkless,,77,64
296,3,3:49.0,M. Harrell misses 2-pt jump shot from 8 ft,,77,64
297,3,3:47.0,,Defensive rebound by H. Barnes,77,64
298,3,3:44.0,,Turnover by D. Fox (bad pass; steal by M. Harkless),77,64
299,3,3:40.0,,Violation by Team (kicked ball),77,64
300,3,3:40.0,J. Green enters the game for M. Harkless,,77,64
301,3,3:40.0,,C. Joseph enters the game for D. Fox,77,64
302,3,3:28.0,K. Leonard makes 2-pt jump shot from 11 ft,,79,64
303,3,3:19.0,,Offensive foul by T. Ariza (drawn by M. Harrell),79,64
304,3,3:19.0,,Turnover by T. Ariza (offensive foul),79,64
305,3,3:19.0,,H. Giles enters the game for R. Holmes,79,64
306,3,3:03.0,K. Leonard makes 2-pt jump shot from 14 ft,,81,64
307,3,2:48.0,,C. Joseph makes 2-pt jump shot from 20 ft,81,66
308,3,2:30.0,R. McGruder misses 3-pt jump shot from 24 ft,,81,66
309,3,2:21.0,Offensive rebound by M. Harrell,,81,66
310,3,2:21.0,M. Harrell makes 2-pt layup at rim,,83,66
311,3,2:17.0,,C. Joseph misses 2-pt jump shot from 9 ft,83,66
312,3,2:15.0,Defensive rebound by R. McGruder,,83,66
313,3,2:10.0,J. Green misses 3-pt jump shot from 26 ft,,83,66
314,3,2:09.0,Offensive rebound by M. Harrell,,83,66
315,3,2:09.0,M. Harrell misses 2-pt layup at rim,,83,66
316,3,2:09.0,Offensive rebound by Team,,83,66
317,3,2:09.0,,Loose ball foul by H. Barnes (drawn by M. Harrell),83,66
318,3,2:09.0,M. Harrell makes free throw 1 of 2,,84,66
319,3,2:09.0,M. Harrell makes free throw 2 of 2,,85,66
320,3,1:50.0,,C. Joseph misses 3-pt jump shot from 26 ft,85,66
321,3,1:45.0,,Offensive rebound by H. Giles,85,66
322,3,1:43.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),85,69
323,3,1:16.0,M. Harrell misses 2-pt hook shot from 7 ft,,85,69
324,3,1:14.0,Offensive rebound by Team,,85,69
325,3,1:09.0,K. Leonard misses 2-pt jump shot from 15 ft,,85,69
326,3,1:07.0,,Defensive rebound by C. Joseph,85,69
327,3,1:07.0,P. George enters the game for K. Leonard,,85,69
328,3,0:47.0,,B. Bogdanović makes 2-pt jump shot from 16 ft,85,71
329,3,0:23.0,D. Walton makes 3-pt jump shot from 25 ft (assist by P. George),,88,71
330,3,0:10.0,,H. Barnes misses 3-pt jump shot from 26 ft,88,71
331,3,0:05.0,,Offensive rebound by T. Ariza,88,71
332,3,0:05.0,,H. Giles makes 2-pt dunk from 2 ft (assist by T. Ariza),88,73
333,3,0:00.0,M. Harrell misses 2-pt jump shot from 6 ft,,88,73
334,3,0:00.0,,Defensive rebound by C. Joseph,88,73
335,4,11:40.0,,Turnover by B. Hield (lost ball; steal by R. McGruder),88,73
336,4,11:25.0,P. George makes 3-pt jump shot from 25 ft (assist by D. Walton),,91,73
337,4,11:04.0,,H. Giles makes 2-pt layup from 3 ft,91,75
338,4,10:50.0,Personal foul by B. Bogdanović (drawn by M. Harrell),,91,75
339,4,10:39.0,D. Walton misses 3-pt jump shot from 23 ft (block by B. Bogdanović),,91,75
340,4,10:36.0,,Defensive rebound by B. Hield,91,75
341,4,10:32.0,,C. Joseph makes 2-pt layup from 1 ft (assist by B. Hield),91,77
342,4,10:16.0,,Violation by Team (kicked ball),91,77
343,4,10:07.0,P. George misses 3-pt jump shot from 25 ft,,91,77
344,4,10:03.0,,Defensive rebound by C. Joseph,91,77
345,4,10:00.0,,B. Hield misses 2-pt jump shot from 4 ft (block by J. Green),91,77
346,4,10:00.0,,Offensive rebound by Team,91,77
347,4,9:57.0,,B. Hield misses 3-pt jump shot from 23 ft,91,77
348,4,9:55.0,Defensive rebound by R. McGruder,,91,77
349,4,9:47.0,D. Walton makes 2-pt jump shot from 13 ft,,93,77
350,4,9:37.0,,C. Joseph misses 2-pt jump shot from 7 ft,93,77
351,4,9:35.0,Defensive rebound by P. George,,93,77
352,4,9:32.0,Offensive foul by J. Green (drawn by B. Bogdanović),,93,77
353,4,9:32.0,Turnover by J. Green (offensive foul),,93,77
354,4,9:16.0,,T. Ariza misses 3-pt jump shot from 26 ft,93,77
355,4,9:13.0,Defensive rebound by R. McGruder,,93,77
356,4,9:01.0,Turnover by M. Harrell (lost ball; steal by H. Giles),,93,77
357,4,8:55.0,,B. Hield makes 2-pt layup from 3 ft,93,79
358,4,8:55.0,LA Clippers full timeout,,93,79
359,4,8:55.0,K. Leonard enters the game for R. McGruder,,93,79
360,4,8:36.0,M. Harrell misses 2-pt hook shot from 5 ft,,93,79
361,4,8:32.0,,Defensive rebound by B. Bogdanović,93,79
362,4,8:23.0,,C. Joseph makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),93,82
363,4,8:01.0,J. Green misses 3-pt jump shot from 24 ft,,93,82
364,4,7:59.0,,Defensive rebound by H. Giles,93,82
365,4,7:44.0,,H. Giles misses 2-pt jump shot from 10 ft,93,82
366,4,7:42.0,Defensive rebound by D. Walton,,93,82
367,4,7:28.0,P. George misses 2-pt jump shot from 20 ft,,93,82
368,4,7:25.0,,Defensive rebound by B. Bogdanović,93,82
369,4,7:18.0,,H. Giles misses 2-pt jump shot from 11 ft,93,82
370,4,7:14.0,Defensive rebound by P. George,,93,82
371,4,6:56.0,K. Leonard misses 3-pt jump shot from 26 ft,,93,82
372,4,6:53.0,,Defensive rebound by B. Bogdanović,93,82
373,4,6:43.0,,Sacramento full timeout,93,82
374,4,6:43.0,L. Shamet enters the game for M. Harrell,,93,82
375,4,6:43.0,I. Zubac enters the game for D. Walton,,93,82
376,4,6:43.0,,N. Bjelica enters the game for T. Ariza,93,82
377,4,6:43.0,,D. Fox enters the game for H. Giles,93,82
378,4,6:43.0,,R. Holmes enters the game for C. Joseph,93,82
379,4,6:31.0,,R. Holmes misses 2-pt jump shot from 8 ft,93,82
380,4,6:28.0,Defensive rebound by J. Green,,93,82
381,4,6:16.0,Shooting foul by R. Holmes (drawn by P. George),,93,82
382,4,6:16.0,P. George makes free throw 1 of 2,,94,82
383,4,6:16.0,P. George makes free throw 2 of 2,,95,82
384,4,6:10.0,,Turnover by B. Hield (lost ball; steal by P. George),95,82
385,4,6:03.0,K. Leonard misses 3-pt jump shot from 25 ft,,95,82
386,4,5:57.0,Offensive rebound by I. Zubac,,95,82
387,4,5:57.0,I. Zubac makes 2-pt layup at rim,,97,82
388,4,5:46.0,,N. Bjelica misses 3-pt jump shot from 29 ft,97,82
