,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHOENIX_ACTION,DALLAS_SCORE,PHOENIX_SCORE
143,2,8:09.0,Offensive rebound by Team,,36,32
144,2,7:58.0,J. Brunson misses 3-pt jump shot from 25 ft,,36,32
145,2,7:53.0,,Defensive rebound by K. Oubre,36,32
146,2,7:47.0,,T. Johnson makes 2-pt jump shot from 12 ft (assist by K. Oubre),36,34
147,2,7:35.0,J. Brunson makes 3-pt jump shot from 26 ft (assist by D. Wright),,39,34
148,2,7:20.0,,Turnover by M. Bridges (traveling),39,34
149,2,7:20.0,T. Hardaway enters the game for D. Wright,,39,34
150,2,7:06.0,Offensive foul by J. Brunson (drawn by K. Oubre),,39,34
151,2,7:06.0,Turnover by J. Brunson (offensive foul),,39,34
152,2,6:55.0,,Shooting foul by J. Brunson (drawn by D. Šarić),39,34
153,2,6:55.0,,D. Šarić makes free throw 1 of 2,39,35
154,2,6:55.0,K. Porziņģis enters the game for J. Brunson,,39,35
155,2,6:55.0,D. Wright enters the game for J. Jackson,,39,35
156,2,6:55.0,,D. Booker enters the game for R. Rubio,39,35
157,2,6:55.0,,D. Šarić makes free throw 2 of 2,39,36
158,2,6:31.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by S. Curry),,42,36
159,2,6:14.0,,Turnover by K. Oubre (lost ball; steal by T. Hardaway),42,36
160,2,6:08.0,D. Wright misses 2-pt layup from 2 ft (block by D. Šarić),,42,36
161,2,6:08.0,Offensive rebound by Team,,42,36
162,2,6:06.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,42,36
163,2,6:03.0,,Defensive rebound by K. Oubre,42,36
164,2,5:53.0,,M. Bridges misses 2-pt jump shot from 16 ft,42,36
165,2,5:50.0,Defensive rebound by K. Porziņģis,,42,36
166,2,5:41.0,S. Curry misses 3-pt jump shot from 26 ft,,42,36
167,2,5:38.0,Offensive rebound by D. Wright,,42,36
168,2,5:35.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Wright),,45,36
169,2,5:17.0,,Personal foul by S. Curry (drawn by K. Oubre),45,36
170,2,5:17.0,L. Dončić enters the game for D. Wright,,45,36
171,2,5:10.0,,D. Šarić misses 3-pt jump shot from 26 ft,45,36
172,2,5:07.0,Defensive rebound by D. Powell,,45,36
173,2,5:00.0,Personal foul by D. Booker (drawn by L. Dončić),,45,36
174,2,4:53.0,Shooting foul by D. Šarić (drawn by D. Powell),,45,36
175,2,4:53.0,D. Powell misses free throw 1 of 2,,45,36
176,2,4:53.0,Offensive rebound by Team,,45,36
177,2,4:53.0,,A. Baynes enters the game for M. Bridges,45,36
178,2,4:53.0,D. Powell misses free throw 2 of 2,,45,36
179,2,4:51.0,,Defensive rebound by A. Baynes,45,36
180,2,4:38.0,,D. Booker misses 2-pt layup from 1 ft,45,36
181,2,4:37.0,Defensive rebound by T. Hardaway,,45,36
182,2,4:32.0,S. Curry makes 3-pt jump shot from 22 ft (assist by L. Dončić),,48,36
183,2,4:31.0,,Phoenix full timeout,48,36
184,2,4:31.0,,Instant Replay (Request: Stands),48,36
185,2,4:31.0,,Technical foul by K. Porziņģis,48,36
186,2,4:31.0,Technical foul by A. Baynes,,48,36
187,2,4:31.0,,R. Rubio enters the game for T. Johnson,48,36
188,2,4:11.0,,K. Oubre makes 3-pt jump shot from 24 ft,48,39
189,2,3:49.0,Turnover by K. Porziņģis (bad pass; steal by K. Oubre),,48,39
190,2,3:46.0,,D. Booker makes 2-pt layup at rim (assist by K. Oubre),48,41
191,2,3:35.0,L. Dončić misses 3-pt jump shot from 26 ft,,48,41
192,2,3:34.0,,Defensive rebound by Team,48,41
193,2,3:20.0,,D. Booker misses 2-pt jump shot from 20 ft,48,41
194,2,3:17.0,Defensive rebound by D. Powell,,48,41
195,2,3:14.0,Offensive foul by T. Hardaway (drawn by R. Rubio),,48,41
196,2,3:14.0,Turnover by T. Hardaway (offensive foul),,48,41
197,2,2:59.0,Violation by Team (kicked ball),,48,41
198,2,2:51.0,,Shooting foul by S. Curry (drawn by R. Rubio),48,41
199,2,2:51.0,,R. Rubio makes free throw 1 of 2,48,42
200,2,2:51.0,D. Finney-Smith enters the game for S. Curry,,48,42
201,2,2:51.0,,R. Rubio makes free throw 2 of 2,48,43
202,2,2:36.0,L. Dončić makes 2-pt jump shot from 13 ft,,50,43
203,2,2:29.0,,Offensive foul by A. Baynes (drawn by T. Hardaway),50,43
204,2,2:29.0,,Turnover by A. Baynes (offensive foul),50,43
205,2,2:13.0,Turnover by T. Hardaway (step out of bounds),,50,43
206,2,2:06.0,,Personal foul by L. Dončić (drawn by A. Baynes),50,43
207,2,2:06.0,,A. Baynes makes free throw 1 of 2,50,44
208,2,2:06.0,,A. Baynes misses free throw 2 of 2,50,44
209,2,2:04.0,,Offensive rebound by A. Baynes,50,44
210,2,2:02.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by A. Baynes),50,47
211,2,1:44.0,D. Powell misses 2-pt layup from 2 ft (block by D. Šarić),,50,47
212,2,1:44.0,Offensive rebound by Team,,50,47
213,2,1:35.0,T. Hardaway misses 3-pt jump shot from 30 ft,,50,47
214,2,1:32.0,,Defensive rebound by D. Šarić,50,47
215,2,1:27.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by D. Booker),50,50
216,2,1:25.0,Dallas full timeout,,50,50
217,2,1:25.0,M. Kleber enters the game for D. Powell,,50,50
218,2,1:12.0,Shooting foul by D. Šarić (drawn by L. Dončić),,50,50
219,2,1:12.0,L. Dončić misses free throw 1 of 2,,50,50
220,2,1:12.0,Offensive rebound by Team,,50,50
221,2,1:12.0,L. Dončić makes free throw 2 of 2,,51,50
222,2,0:58.0,,K. Oubre misses 3-pt jump shot from 26 ft,51,50
223,2,0:56.0,Defensive rebound by K. Porziņģis,,51,50
224,2,0:48.0,Offensive foul by L. Dončić (drawn by A. Baynes),,51,50
225,2,0:48.0,Turnover by L. Dončić (offensive foul),,51,50
226,2,0:34.0,,K. Oubre misses 2-pt layup from 1 ft,51,50
227,2,0:32.0,Defensive rebound by K. Porziņģis,,51,50
228,2,0:24.0,Personal foul by A. Baynes (drawn by L. Dončić),,51,50
229,2,0:24.0,L. Dončić makes free throw 1 of 2,,52,50
230,2,0:24.0,L. Dončić makes free throw 2 of 2,,53,50
231,2,0:02.0,,R. Rubio misses 3-pt jump shot from 26 ft,53,50
232,2,0:02.0,Defensive rebound by K. Porziņģis,,53,50
233,3,11:46.0,,D. Šarić misses 3-pt jump shot from 26 ft,53,50
234,3,11:44.0,Defensive rebound by Team,,53,50
235,3,11:44.0,,Loose ball foul by A. Baynes (drawn by D. Finney-Smith),53,50
236,3,11:20.0,T. Hardaway misses 2-pt jump shot from 21 ft,,53,50
237,3,11:17.0,Offensive rebound by K. Porziņģis,,53,50
238,3,11:16.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,53,50
239,3,11:14.0,,Defensive rebound by A. Baynes,53,50
240,3,11:03.0,,D. Šarić misses 3-pt jump shot from 23 ft,53,50
241,3,11:01.0,Defensive rebound by L. Dončić,,53,50
242,3,10:52.0,L. Dončić misses 2-pt jump shot from 15 ft,,53,50
243,3,10:49.0,,Defensive rebound by K. Oubre,53,50
244,3,10:44.0,,R. Rubio makes 2-pt layup from 1 ft,53,52
245,3,10:28.0,Dallas full timeout,,53,52
246,3,10:28.0,Instant Replay (Challenge: Ruling Stands),,53,52
247,3,10:24.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,53,52
248,3,10:21.0,Offensive rebound by D. Powell,,53,52
249,3,10:19.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Powell),,56,52
250,3,10:01.0,,A. Baynes makes 3-pt jump shot from 25 ft (assist by D. Booker),56,55
251,3,9:45.0,D. Powell misses 3-pt jump shot from 25 ft,,56,55
252,3,9:41.0,,Defensive rebound by K. Oubre,56,55
253,3,9:37.0,,K. Oubre misses 2-pt jump shot from 23 ft,56,55
254,3,9:33.0,,Offensive rebound by D. Booker,56,55
255,3,9:29.0,,D. Booker makes 3-pt jump shot from 25 ft,56,58
256,3,9:15.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,56,58
257,3,9:11.0,,Defensive rebound by D. Booker,56,58
258,3,9:02.0,,D. Booker misses 2-pt jump shot from 16 ft,56,58
259,3,9:02.0,Defensive rebound by D. Finney-Smith,,56,58
260,3,8:51.0,Personal foul by R. Rubio (drawn by L. Dončić),,56,58
261,3,8:40.0,Shooting foul by K. Oubre (drawn by D. Finney-Smith),,56,58
262,3,8:40.0,D. Finney-Smith makes free throw 1 of 2,,57,58
263,3,8:40.0,D. Finney-Smith makes free throw 2 of 2,,58,58
264,3,8:25.0,,A. Baynes makes 2-pt dunk at rim (assist by R. Rubio),58,60
265,3,8:16.0,L. Dončić makes 3-pt jump shot from 27 ft,,61,60
266,3,8:02.0,,Personal foul by D. Powell (drawn by D. Šarić),61,60
267,3,8:02.0,M. Kleber enters the game for D. Powell,,61,60
268,3,8:02.0,,F. Kaminsky enters the game for A. Baynes,61,60
269,3,7:59.0,,Shooting foul by M. Kleber (drawn by K. Oubre),61,60
270,3,7:59.0,,K. Oubre misses free throw 1 of 2,61,60
271,3,7:59.0,,Offensive rebound by Team,61,60
272,3,7:59.0,,K. Oubre misses free throw 2 of 2,61,60
273,3,7:56.0,Defensive rebound by K. Porziņģis,,61,60
274,3,7:50.0,Personal foul by F. Kaminsky (drawn by M. Kleber),,61,60
275,3,7:42.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,61,60
276,3,7:38.0,,Defensive rebound by F. Kaminsky,61,60
277,3,7:33.0,,Flagrant foul type 1 by D. Finney-Smith (drawn by K. Oubre),61,60
278,3,7:33.0,,Instant Replay (Request: Ruling Stands),61,60
279,3,7:33.0,,K. Oubre makes flagrant free throw 1 of 2,61,61
280,3,7:33.0,,K. Oubre makes flagrant free throw 2 of 2,61,62
281,3,7:19.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by D. Booker),61,65
282,3,6:58.0,L. Dončić misses 3-pt jump shot from 28 ft,,61,65
283,3,6:52.0,,Defensive rebound by K. Oubre,61,65
284,3,6:38.0,,F. Kaminsky makes 2-pt layup from 6 ft (assist by R. Rubio),61,67
285,3,6:20.0,T. Hardaway makes 2-pt jump shot from 21 ft (assist by L. Dončić),,63,67
286,3,6:03.0,,Shooting foul by T. Hardaway (drawn by F. Kaminsky),63,67
287,3,6:03.0,,F. Kaminsky misses free throw 1 of 2,63,67
288,3,6:03.0,,Offensive rebound by Team,63,67
289,3,6:03.0,,F. Kaminsky misses free throw 2 of 2,63,67
290,3,6:03.0,,Offensive rebound by F. Kaminsky,63,67
291,3,6:03.0,,D. Booker makes 2-pt dunk from 1 ft (assist by R. Rubio),63,69
292,3,5:54.0,T. Hardaway misses 3-pt jump shot from 25 ft,,63,69
293,3,5:50.0,,Defensive rebound by F. Kaminsky,63,69
294,3,5:42.0,,K. Oubre makes 2-pt layup at rim (assist by R. Rubio),63,71
295,3,5:42.0,Dallas full timeout,,63,71
296,3,5:31.0,Shooting foul by K. Oubre (drawn by L. Dončić),,63,71
297,3,5:31.0,L. Dončić misses free throw 1 of 2,,63,71
298,3,5:31.0,Offensive rebound by Team,,63,71
299,3,5:31.0,L. Dončić makes free throw 2 of 2,,64,71
300,3,5:18.0,,F. Kaminsky misses 2-pt layup from 1 ft,64,71
301,3,5:16.0,,Offensive rebound by K. Oubre,64,71
302,3,5:14.0,,D. Booker misses 2-pt jump shot from 11 ft,64,71
303,3,5:10.0,,Offensive rebound by F. Kaminsky,64,71
304,3,5:08.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),64,74
305,3,4:53.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by L. Dončić),,67,74
306,3,4:38.0,,R. Rubio makes 2-pt layup from 7 ft,67,76
307,3,4:26.0,Shooting foul by R. Rubio (drawn by K. Porziņģis),,67,76
308,3,4:26.0,K. Porziņģis makes free throw 1 of 2,,68,76
309,3,4:26.0,,T. Johnson enters the game for R. Rubio,68,76
310,3,4:26.0,K. Porziņģis makes free throw 2 of 2,,69,76
311,3,4:14.0,,T. Johnson misses 3-pt jump shot from 23 ft,69,76
312,3,4:11.0,Defensive rebound by M. Kleber,,69,76
313,3,4:03.0,L. Dončić makes 2-pt layup from 1 ft,,71,76
314,3,4:02.0,,Phoenix full timeout,71,76
315,3,4:02.0,,M. Bridges enters the game for D. Šarić,71,76
316,3,3:49.0,,K. Oubre misses 2-pt layup from 2 ft,71,76
317,3,3:47.0,Defensive rebound by K. Porziņģis,,71,76
318,3,3:22.0,M. Kleber misses 2-pt layup from 2 ft,,71,76
319,3,3:22.0,Offensive rebound by M. Kleber,,71,76
320,3,3:22.0,M. Kleber misses 2-pt layup from 2 ft,,71,76
321,3,3:20.0,,Defensive rebound by F. Kaminsky,71,76
322,3,3:05.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),71,79
323,3,2:52.0,L. Dončić makes 3-pt jump shot from 26 ft,,74,79
324,3,2:32.0,,T. Johnson makes 2-pt jump shot from 11 ft (assist by D. Booker),74,81
325,3,2:09.0,L. Dončić makes 2-pt layup from 1 ft,,76,81
326,3,1:52.0,,D. Booker makes 2-pt jump shot from 16 ft,76,83
327,3,1:34.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Dončić),,79,83
328,3,1:20.0,,Shooting foul by T. Hardaway (drawn by D. Booker),79,83
329,3,1:20.0,,D. Booker makes free throw 1 of 2,79,84
330,3,1:20.0,J. Jackson enters the game for D. Finney-Smith,,79,84
331,3,1:20.0,D. Powell enters the game for M. Kleber,,79,84
332,3,1:20.0,D. Wright enters the game for K. Porziņģis,,79,84
333,3,1:20.0,,D. Booker makes free throw 2 of 2,79,85
334,3,1:13.0,Personal foul by M. Bridges (drawn by T. Hardaway),,79,85
335,3,1:13.0,T. Hardaway makes free throw 1 of 2,,80,85
336,3,1:13.0,T. Hardaway makes free throw 2 of 2,,81,85
337,3,1:01.0,,D. Booker misses 2-pt jump shot from 9 ft,81,85
338,3,0:59.0,Defensive rebound by D. Powell,,81,85
339,3,0:51.0,D. Wright makes 3-pt jump shot from 25 ft (assist by L. Dončić),,84,85
340,3,0:39.0,,T. Johnson makes 2-pt layup at rim (assist by K. Oubre),84,87
341,3,0:32.0,L. Dončić makes 3-pt jump shot from 29 ft,,87,87
342,3,0:10.0,,T. Johnson misses 2-pt jump shot from 15 ft,87,87
343,3,0:08.0,,Offensive rebound by M. Bridges,87,87
344,3,0:08.0,,M. Bridges makes 2-pt dunk at rim,87,89
345,3,0:04.0,Personal foul by F. Kaminsky (drawn by L. Dončić),,87,89
346,3,0:04.0,L. Dončić makes free throw 1 of 2,,88,89
347,3,0:04.0,L. Dončić makes free throw 2 of 2,,89,89
348,3,0:00.0,,M. Bridges misses 2-pt jump shot from 12 ft,89,89
349,3,0:00.0,,Offensive rebound by Team,89,89
350,4,11:48.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Wright),,92,89
351,4,11:34.0,,Shooting foul by J. Brunson (drawn by R. Rubio),92,89
352,4,11:34.0,,R. Rubio makes free throw 1 of 2,92,90
353,4,11:34.0,,R. Rubio makes free throw 2 of 2,92,91
354,4,11:23.0,D. Wright misses 2-pt jump shot from 12 ft,,92,91
355,4,11:19.0,,Defensive rebound by T. Johnson,92,91
356,4,11:16.0,,Turnover by T. Johnson (bad pass; steal by D. Wright),92,91
357,4,11:10.0,J. Brunson makes 2-pt layup from 1 ft (assist by J. Jackson),,94,91
358,4,11:07.0,,Personal foul by D. Wright (drawn by A. Baynes),94,91
359,4,10:50.0,,A. Baynes misses 3-pt jump shot from 24 ft,94,91
360,4,10:47.0,Defensive rebound by D. Wright,,94,91
361,4,10:37.0,Personal foul by T. Johnson (drawn by D. Powell),,94,91
362,4,10:37.0,,K. Oubre enters the game for M. Bridges,94,91
363,4,10:29.0,J. Brunson misses 2-pt layup from 3 ft,,94,91
364,4,10:28.0,,Defensive rebound by A. Baynes,94,91
365,4,10:18.0,,A. Baynes makes 2-pt jump shot from 4 ft (assist by R. Rubio),94,93
366,4,10:06.0,J. Brunson misses 2-pt jump shot from 18 ft,,94,93
367,4,10:02.0,,Defensive rebound by K. Oubre,94,93
368,4,9:50.0,,K. Oubre makes 2-pt jump shot from 4 ft,94,95
369,4,9:22.0,S. Curry misses 3-pt jump shot from 26 ft,,94,95
370,4,9:18.0,,Defensive rebound by R. Rubio,94,95
371,4,9:09.0,,R. Rubio misses 2-pt jump shot from 18 ft,94,95
372,4,9:08.0,Defensive rebound by Team,,94,95
373,4,9:08.0,,Loose ball foul by A. Baynes (drawn by J. Brunson),94,95
374,4,8:56.0,Personal foul by R. Rubio (drawn by D. Powell),,94,95
375,4,8:56.0,,Technical foul by D. Powell,94,95
376,4,8:56.0,,R. Rubio misses technical free throw,94,95
377,4,8:56.0,Defensive rebound by Team,,94,95
378,4,8:56.0,,D. Šarić enters the game for A. Baynes,94,95
379,4,8:49.0,Shooting foul by C. Johnson (drawn by S. Curry),,94,95
380,4,8:49.0,S. Curry makes free throw 1 of 2,,95,95
381,4,8:49.0,S. Curry makes free throw 2 of 2,,96,95
382,4,8:33.0,,K. Oubre misses 2-pt jump shot from 10 ft,96,95
