,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
59,1,5:20.0,E. Fournier misses 3-pt jump shot from 27 ft,,15,10
60,1,5:18.0,,Defensive rebound by W. Cauley-Stein,15,10
61,1,5:07.0,,J. Poole makes 3-pt jump shot from 28 ft (assist by D. Russell),15,13
62,1,4:59.0,Orlando full timeout,,15,13
63,1,4:59.0,W. Iwundu enters the game for E. Fournier,,15,13
64,1,4:49.0,M. Fultz makes 2-pt jump shot from 11 ft,,17,13
65,1,4:32.0,,J. Poole makes 3-pt jump shot from 28 ft (assist by D. Russell),17,16
66,1,4:18.0,M. Fultz misses 2-pt jump shot from 10 ft,,17,16
67,1,4:17.0,,Defensive rebound by J. Poole,17,16
68,1,4:04.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by D. Russell),17,18
69,1,3:54.0,A. Gordon misses 3-pt jump shot from 23 ft,,17,18
70,1,3:52.0,,Defensive rebound by J. Poole,17,18
71,1,3:43.0,,D. Russell makes 3-pt jump shot from 27 ft,17,21
72,1,3:27.0,N. Vučević misses 2-pt layup from 3 ft,,17,21
73,1,3:26.0,Offensive rebound by N. Vučević,,17,21
74,1,3:26.0,N. Vučević misses 2-pt layup at rim,,17,21
75,1,3:25.0,Offensive rebound by N. Vučević,,17,21
76,1,3:25.0,N. Vučević misses 2-pt layup from 2 ft,,17,21
77,1,3:24.0,Offensive rebound by N. Vučević,,17,21
78,1,3:24.0,N. Vučević misses 2-pt layup from 3 ft,,17,21
79,1,3:23.0,Offensive rebound by N. Vučević,,17,21
80,1,3:21.0,N. Vučević makes 2-pt hook shot from 5 ft,,19,21
81,1,3:11.0,,J. Poole misses 3-pt jump shot from 29 ft,19,21
82,1,3:11.0,,Offensive rebound by Team,19,21
83,1,3:11.0,M. Bamba enters the game for M. Fultz,,19,21
84,1,3:11.0,M. Carter-Williams enters the game for A. Gordon,,19,21
85,1,3:11.0,G. Clark enters the game for N. Vučević,,19,21
86,1,3:11.0,,A. Burks enters the game for W. Cauley-Stein,19,21
87,1,3:11.0,,M. Chriss enters the game for E. Paschall,19,21
88,1,3:11.0,,O. Spellman enters the game for D. Russell,19,21
89,1,3:06.0,,J. Poole misses 2-pt jump shot from 19 ft,19,21
90,1,3:05.0,Defensive rebound by G. Clark,,19,21
91,1,2:57.0,T. Ross makes 2-pt jump shot from 6 ft,,21,21
92,1,2:46.0,,A. Burks misses 2-pt jump shot from 17 ft,21,21
93,1,2:45.0,Defensive rebound by G. Clark,,21,21
94,1,2:37.0,W. Iwundu makes 2-pt jump shot from 12 ft,,23,21
95,1,2:21.0,,J. Poole misses 3-pt jump shot from 24 ft,23,21
96,1,2:20.0,Defensive rebound by Team,,23,21
97,1,2:20.0,,K. Bowman enters the game for D. Lee,23,21
98,1,2:04.0,M. Carter-Williams misses 2-pt jump shot from 5 ft (block by O. Spellman),,23,21
99,1,2:02.0,,Defensive rebound by M. Chriss,23,21
100,1,1:43.0,,Turnover by J. Poole (bad pass; steal by M. Carter-Williams),23,21
101,1,1:39.0,T. Ross misses 3-pt jump shot from 29 ft,,23,21
102,1,1:37.0,,Defensive rebound by Team,23,21
103,1,1:23.0,,M. Chriss makes 2-pt layup from 2 ft (assist by A. Burks),23,23
104,1,1:07.0,G. Clark misses 3-pt jump shot from 23 ft,,23,23
105,1,1:05.0,Offensive rebound by M. Bamba,,23,23
106,1,0:59.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by M. Bamba),,25,23
107,1,0:46.0,,K. Bowman misses 2-pt layup from 5 ft (block by M. Bamba),25,23
108,1,0:44.0,Defensive rebound by M. Bamba,,25,23
109,1,0:37.0,T. Ross misses 3-pt jump shot from 27 ft,,25,23
110,1,0:35.0,,Defensive rebound by J. Poole,25,23
111,1,0:26.0,,A. Burks makes 2-pt jump shot from 20 ft (assist by J. Poole),25,25
112,1,0:03.0,Turnover by G. Clark (out of bounds lost ball),,25,25
113,1,0:00.0,,Shooting foul by M. Carter-Williams (drawn by A. Burks),25,25
114,1,0:00.0,,A. Burks makes free throw 1 of 3,25,26
115,1,0:00.0,,A. Burks makes free throw 2 of 3,25,27
116,1,0:00.0,,A. Burks makes free throw 3 of 3,25,28
117,2,11:46.0,M. Bamba makes 2-pt dunk from 1 ft (assist by A. Gordon),,27,28
118,2,11:27.0,,A. Burks misses 2-pt layup from 3 ft,27,28
119,2,11:26.0,,Offensive rebound by M. Chriss,27,28
120,2,11:26.0,,M. Chriss makes 2-pt dunk from 1 ft,27,30
121,2,11:18.0,T. Ross misses 2-pt jump shot from 11 ft,,27,30
122,2,11:17.0,Offensive rebound by G. Clark,,27,30
123,2,11:16.0,G. Clark makes 2-pt layup from 3 ft,,29,30
124,2,10:55.0,,D. Russell makes 2-pt jump shot from 19 ft,29,32
125,2,10:48.0,Personal foul by A. Burks (drawn by M. Carter-Williams),,29,32
126,2,10:40.0,A. Gordon misses 2-pt jump shot from 10 ft,,29,32
127,2,10:39.0,,Defensive rebound by M. Chriss,29,32
128,2,10:20.0,,D. Russell misses 2-pt layup from 5 ft,29,32
129,2,10:19.0,Defensive rebound by M. Bamba,,29,32
130,2,10:11.0,T. Ross makes 2-pt dunk from 2 ft (assist by M. Carter-Williams),,31,32
131,2,10:11.0,,Golden State full timeout,31,32
132,2,9:48.0,,D. Russell misses 3-pt jump shot from 33 ft,31,32
133,2,9:47.0,,Offensive rebound by Team,31,32
134,2,9:47.0,,Turnover by Team (shot clock),31,32
135,2,9:29.0,T. Ross misses 3-pt jump shot from 28 ft,,31,32
136,2,9:24.0,,Defensive rebound by A. Burks,31,32
137,2,9:16.0,,Personal foul by G. Clark (drawn by O. Spellman),31,32
138,2,9:04.0,,O. Spellman makes 3-pt jump shot from 23 ft (assist by D. Russell),31,35
139,2,8:39.0,M. Carter-Williams misses 3-pt jump shot from 27 ft,,31,35
140,2,8:36.0,,Defensive rebound by K. Bowman,31,35
141,2,8:27.0,,A. Burks misses 2-pt layup from 2 ft,31,35
142,2,8:25.0,Defensive rebound by M. Bamba,,31,35
143,2,8:15.0,A. Gordon makes 2-pt jump shot from 9 ft,,33,35
144,2,7:56.0,,Personal foul by A. Gordon (drawn by A. Burks),33,35
145,2,7:56.0,K. Birch enters the game for M. Carter-Williams,,33,35
146,2,7:56.0,E. Fournier enters the game for G. Clark,,33,35
147,2,7:56.0,M. Fultz enters the game for A. Gordon,,33,35
148,2,7:56.0,,E. Paschall enters the game for A. Burks,33,35
149,2,7:56.0,,J. Poole enters the game for M. Chriss,33,35
150,2,7:49.0,,D. Russell misses 3-pt jump shot from 23 ft,33,35
151,2,7:47.0,,Offensive rebound by O. Spellman,33,35
152,2,7:46.0,,O. Spellman misses 2-pt dunk from 2 ft,33,35
153,2,7:45.0,,Offensive rebound by O. Spellman,33,35
154,2,7:44.0,,O. Spellman misses 2-pt layup from 4 ft (block by M. Bamba),33,35
155,2,7:44.0,,Offensive rebound by Team,33,35
156,2,7:42.0,,J. Poole misses 3-pt jump shot from 27 ft,33,35
157,2,7:40.0,Defensive rebound by M. Bamba,,33,35
158,2,7:32.0,T. Ross makes 3-pt jump shot from 27 ft (assist by M. Fultz),,36,35
159,2,7:18.0,,Shooting foul by K. Birch (drawn by E. Paschall),36,35
160,2,7:18.0,,E. Paschall makes free throw 1 of 2,36,36
161,2,7:18.0,,E. Paschall makes free throw 2 of 2,36,37
162,2,7:11.0,T. Ross misses 3-pt jump shot from 25 ft,,36,37
163,2,7:07.0,,Defensive rebound by K. Bowman,36,37
164,2,6:58.0,,J. Poole misses 2-pt layup from 2 ft (block by M. Bamba),36,37
165,2,6:56.0,Defensive rebound by E. Fournier,,36,37
166,2,6:52.0,Turnover by E. Fournier (lost ball; steal by K. Bowman),,36,37
167,2,6:49.0,,Turnover by K. Bowman (bad pass),36,37
168,2,6:49.0,W. Iwundu enters the game for M. Bamba,,36,37
169,2,6:49.0,N. Vučević enters the game for T. Ross,,36,37
170,2,6:34.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),,38,37
171,2,6:23.0,,D. Russell misses 3-pt jump shot from 30 ft,38,37
172,2,6:19.0,Defensive rebound by K. Birch,,38,37
173,2,6:14.0,N. Vučević misses 3-pt jump shot from 27 ft,,38,37
174,2,6:10.0,Offensive rebound by E. Fournier,,38,37
175,2,6:08.0,E. Fournier misses 2-pt layup from 4 ft,,38,37
176,2,6:05.0,,Defensive rebound by E. Paschall,38,37
177,2,5:46.0,,O. Spellman makes 3-pt jump shot from 23 ft (assist by D. Russell),38,40
178,2,5:31.0,Personal foul by K. Bowman (drawn by M. Fultz),,38,40
179,2,5:31.0,,D. Lee enters the game for D. Russell,38,40
180,2,5:21.0,E. Fournier misses 2-pt jump shot from 13 ft,,38,40
181,2,5:18.0,,Defensive rebound by Team,38,40
182,2,5:11.0,,J. Poole makes 2-pt jump shot from 20 ft (assist by K. Bowman),38,42
183,2,5:11.0,,Shooting foul by W. Iwundu (drawn by J. Poole),38,42
184,2,5:11.0,,J. Poole makes free throw 1 of 1,38,43
185,2,4:58.0,Shooting foul by E. Paschall (drawn by K. Birch),,38,43
186,2,4:58.0,K. Birch makes free throw 1 of 2,,39,43
187,2,4:58.0,K. Birch makes free throw 2 of 2,,40,43
188,2,4:44.0,,K. Bowman misses 3-pt jump shot from 29 ft,40,43
189,2,4:41.0,Defensive rebound by M. Fultz,,40,43
190,2,4:33.0,M. Fultz makes 2-pt layup from 5 ft,,42,43
191,2,4:18.0,,D. Lee makes 2-pt layup from 6 ft (assist by J. Poole),42,45
192,2,3:55.0,Turnover by N. Vučević (lost ball; steal by D. Lee),,42,45
193,2,3:50.0,,D. Lee misses 3-pt jump shot from 27 ft,42,45
194,2,3:46.0,Defensive rebound by N. Vučević,,42,45
195,2,3:39.0,Shooting foul by O. Spellman (drawn by M. Fultz),,42,45
196,2,3:39.0,M. Fultz makes free throw 1 of 2,,43,45
197,2,3:39.0,A. Gordon enters the game for K. Birch,,43,45
198,2,3:39.0,,A. Burks enters the game for K. Bowman,43,45
199,2,3:39.0,M. Fultz makes free throw 2 of 2,,44,45
200,2,3:31.0,,J. Poole misses 2-pt jump shot from 13 ft,44,45
201,2,3:27.0,Defensive rebound by N. Vučević,,44,45
202,2,3:20.0,M. Fultz makes 2-pt jump shot from 17 ft,,46,45
203,2,3:06.0,,O. Spellman makes 2-pt layup from 2 ft (assist by A. Burks),46,47
204,2,2:52.0,W. Iwundu misses 3-pt jump shot from 25 ft,,46,47
205,2,2:50.0,,Defensive rebound by E. Paschall,46,47
206,2,2:43.0,,E. Paschall makes 2-pt layup from 3 ft,46,49
207,2,2:30.0,M. Fultz makes 2-pt jump shot from 12 ft,,48,49
208,2,2:08.0,,O. Spellman misses 3-pt jump shot from 26 ft,48,49
209,2,2:06.0,Defensive rebound by W. Iwundu,,48,49
210,2,1:57.0,Turnover by W. Iwundu (bad pass; steal by E. Paschall),,48,49
211,2,1:48.0,,E. Paschall makes 2-pt dunk from 1 ft (assist by O. Spellman),48,51
212,2,1:27.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by A. Gordon),,50,51
213,2,1:16.0,,A. Burks makes 2-pt layup from 5 ft,50,53
214,2,0:58.0,A. Gordon misses 2-pt jump shot from 17 ft,,50,53
215,2,0:57.0,,Defensive rebound by A. Burks,50,53
216,2,0:48.0,,E. Paschall misses 3-pt jump shot from 28 ft,50,53
217,2,0:46.0,Defensive rebound by A. Gordon,,50,53
218,2,0:33.0,M. Fultz misses 3-pt jump shot from 27 ft,,50,53
219,2,0:31.0,,Defensive rebound by D. Lee,50,53
220,2,0:24.0,,O. Spellman misses 3-pt jump shot from 27 ft,50,53
221,2,0:22.0,Defensive rebound by A. Gordon,,50,53
222,2,0:04.0,M. Fultz makes 2-pt dunk from 2 ft,,52,53
223,2,0:00.0,,J. Poole misses 3-pt jump shot from 60 ft,52,53
224,2,0:00.0,,Offensive rebound by Team,52,53
225,3,11:48.0,Personal foul by D. Lee (drawn by N. Vučević),,52,53
226,3,11:43.0,N. Vučević misses 3-pt jump shot from 28 ft,,52,53
227,3,11:41.0,,Defensive rebound by E. Paschall,52,53
228,3,11:22.0,,D. Lee misses 2-pt jump shot from 19 ft,52,53
229,3,11:20.0,Defensive rebound by M. Fultz,,52,53
230,3,11:14.0,Turnover by E. Fournier (traveling),,52,53
231,3,11:05.0,,E. Paschall makes 3-pt jump shot from 27 ft (assist by A. Burks),52,56
232,3,10:50.0,Shooting foul by E. Paschall (drawn by A. Gordon),,52,56
233,3,10:50.0,A. Gordon makes free throw 1 of 2,,53,56
234,3,10:50.0,A. Gordon makes free throw 2 of 2,,54,56
235,3,10:31.0,,D. Russell makes 2-pt layup from 2 ft,54,58
236,3,10:18.0,Turnover by M. Fultz (bad pass; steal by D. Russell),,54,58
237,3,10:11.0,,E. Paschall makes 2-pt jump shot from 17 ft,54,60
238,3,9:53.0,M. Fultz misses 2-pt jump shot from 20 ft,,54,60
239,3,9:51.0,,Defensive rebound by W. Cauley-Stein,54,60
240,3,9:42.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Russell),54,62
241,3,9:42.0,Orlando full timeout,,54,62
242,3,9:33.0,M. Fultz misses 2-pt jump shot from 7 ft,,54,62
243,3,9:32.0,,Defensive rebound by D. Lee,54,62
244,3,9:10.0,,A. Burks misses 3-pt jump shot from 27 ft,54,62
245,3,9:08.0,Defensive rebound by M. Fultz,,54,62
246,3,8:50.0,N. Vučević misses 2-pt hook shot from 11 ft,,54,62
247,3,8:49.0,,Defensive rebound by A. Burks,54,62
248,3,8:39.0,,D. Russell makes 2-pt jump shot from 17 ft,54,64
249,3,8:18.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Fultz),,57,64
250,3,7:55.0,,D. Lee makes 2-pt jump shot from 8 ft (assist by D. Russell),57,66
251,3,7:38.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),,60,66
252,3,7:21.0,,Personal foul by E. Fournier (drawn by D. Russell),60,66
253,3,7:21.0,,J. Poole enters the game for A. Burks,60,66
254,3,7:10.0,,D. Russell misses 2-pt layup from 4 ft,60,66
255,3,7:09.0,Defensive rebound by E. Fournier,,60,66
256,3,7:03.0,E. Fournier misses 2-pt jump shot from 20 ft,,60,66
257,3,7:02.0,,Defensive rebound by D. Lee,60,66
258,3,6:43.0,,D. Russell makes 3-pt jump shot from 26 ft,60,69
259,3,6:17.0,N. Vučević makes 2-pt jump shot from 14 ft (assist by M. Fultz),,62,69
260,3,6:01.0,,D. Russell makes 2-pt jump shot from 12 ft,62,71
261,3,5:47.0,Turnover by E. Fournier (lost ball; steal by J. Poole),,62,71
262,3,5:42.0,,D. Lee makes 2-pt layup from 2 ft (assist by D. Russell),62,73
263,3,5:42.0,Orlando full timeout,,62,73
264,3,5:42.0,T. Ross enters the game for K. Birch,,62,73
265,3,5:35.0,Turnover by A. Gordon (bad pass; steal by E. Paschall),,62,73
266,3,5:15.0,,D. Russell misses 3-pt jump shot from 25 ft,62,73
267,3,5:13.0,Defensive rebound by T. Ross,,62,73
268,3,5:04.0,N. Vučević misses 3-pt jump shot from 27 ft,,62,73
269,3,5:02.0,,Defensive rebound by D. Russell,62,73
270,3,4:57.0,,J. Poole misses 3-pt jump shot from 23 ft,62,73
271,3,4:55.0,Defensive rebound by N. Vučević,,62,73
272,3,4:35.0,N. Vučević misses 2-pt jump shot from 12 ft,,62,73
273,3,4:34.0,,Defensive rebound by E. Paschall,62,73
274,3,4:30.0,,Turnover by J. Poole (bad pass; steal by M. Fultz),62,73
275,3,4:14.0,A. Gordon misses 3-pt jump shot from 27 ft,,62,73
276,3,4:12.0,,Defensive rebound by E. Paschall,62,73
277,3,3:55.0,,E. Paschall makes 2-pt jump shot from 7 ft,62,75
278,3,3:42.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),,65,75
279,3,3:16.0,,J. Poole makes 2-pt jump shot from 7 ft (assist by E. Paschall),65,77
280,3,2:48.0,M. Fultz makes 2-pt jump shot from 19 ft (assist by T. Ross),,67,77
281,3,2:40.0,,Golden State full timeout,67,77
282,3,2:40.0,M. Bamba enters the game for E. Fournier,,67,77
283,3,2:40.0,M. Carter-Williams enters the game for M. Fultz,,67,77
284,3,2:40.0,W. Iwundu enters the game for N. Vučević,,67,77
285,3,2:40.0,,K. Bowman enters the game for W. Cauley-Stein,67,77
286,3,2:40.0,,A. Burks enters the game for D. Lee,67,77
287,3,2:40.0,,M. Chriss enters the game for E. Paschall,67,77
288,3,2:40.0,,O. Spellman enters the game for D. Russell,67,77
289,3,2:33.0,,J. Poole makes 2-pt jump shot from 8 ft,67,79
290,3,2:17.0,A. Gordon misses 3-pt jump shot from 30 ft,,67,79
291,3,2:15.0,,Defensive rebound by M. Chriss,67,79
292,3,1:57.0,,Turnover by K. Bowman (bad pass; steal by M. Bamba),67,79
293,3,1:53.0,T. Ross misses 3-pt jump shot from 28 ft,,67,79
294,3,1:51.0,,Defensive rebound by M. Chriss,67,79
295,3,1:40.0,,J. Poole misses 3-pt jump shot from 28 ft,67,79
296,3,1:38.0,Defensive rebound by W. Iwundu,,67,79
297,3,1:26.0,Shooting foul by O. Spellman (drawn by M. Carter-Williams),,67,79
298,3,1:26.0,M. Carter-Williams makes free throw 1 of 2,,68,79
299,3,1:26.0,G. Clark enters the game for A. Gordon,,68,79
300,3,1:26.0,M. Carter-Williams misses free throw 2 of 2,,68,79
301,3,1:25.0,,Defensive rebound by A. Burks,68,79
302,3,1:11.0,,Turnover by M. Chriss (lost ball; steal by W. Iwundu),68,79
303,3,1:07.0,W. Iwundu misses 2-pt layup from 4 ft (block by M. Chriss),,68,79
304,3,1:05.0,,Defensive rebound by Team,68,79
305,3,0:51.0,,Turnover by K. Bowman (traveling),68,79
306,3,0:40.0,G. Clark makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),,71,79
307,3,0:28.0,,A. Burks misses 3-pt jump shot from 26 ft,71,79
308,3,0:25.0,Defensive rebound by M. Bamba,,71,79
309,3,0:10.0,T. Ross misses 3-pt jump shot from 27 ft,,71,79
310,3,0:08.0,Offensive rebound by G. Clark,,71,79
311,3,0:07.0,W. Iwundu misses 2-pt jump shot from 20 ft,,71,79
312,3,0:04.0,,Defensive rebound by O. Spellman,71,79
313,3,0:00.0,,J. Poole makes 3-pt jump shot from 29 ft (assist by O. Spellman),71,82
314,3,0:00.0,,Instant Replay (Request: Ruling Stands),71,82
315,4,11:37.0,,A. Burks misses 2-pt layup from 2 ft (block by W. Iwundu),71,82
316,4,11:36.0,Defensive rebound by Team,,71,82
317,4,11:20.0,M. Carter-Williams misses 3-pt jump shot from 28 ft,,71,82
318,4,11:18.0,,Defensive rebound by A. Burks,71,82
319,4,10:57.0,,A. Burks misses 3-pt jump shot from 28 ft,71,82
320,4,10:52.0,Defensive rebound by Team,,71,82
321,4,10:43.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by T. Ross),,73,82
322,4,10:26.0,,J. Poole misses 2-pt layup from 2 ft,73,82
323,4,10:25.0,Defensive rebound by G. Clark,,73,82
324,4,10:14.0,T. Ross misses 2-pt layup from 5 ft,,73,82
325,4,10:13.0,Offensive rebound by M. Bamba,,73,82
326,4,10:12.0,M. Bamba makes 2-pt dunk from 2 ft,,75,82
327,4,10:11.0,,Golden State full timeout,75,82
328,4,10:11.0,,K. Bowman enters the game for J. Poole,75,82
329,4,10:03.0,,D. Russell misses 3-pt jump shot from 23 ft,75,82
330,4,10:01.0,,Offensive rebound by M. Chriss,75,82
331,4,10:01.0,,M. Chriss misses 2-pt layup from 1 ft (block by M. Bamba),75,82
332,4,9:59.0,Defensive rebound by W. Iwundu,,75,82
333,4,9:37.0,M. Carter-Williams makes 2-pt jump shot from 13 ft,,77,82
334,4,9:20.0,,A. Burks makes 2-pt layup from 2 ft (assist by D. Russell),77,84
335,4,9:01.0,M. Bamba makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,79,84
336,4,8:49.0,,D. Russell makes 2-pt jump shot from 19 ft,79,86
337,4,8:33.0,Offensive foul by M. Carter-Williams (drawn by A. Burks),,79,86
338,4,8:33.0,Turnover by M. Carter-Williams (offensive foul),,79,86
339,4,8:33.0,,D. Lee enters the game for A. Burks,79,86
340,4,8:33.0,,E. Paschall enters the game for O. Spellman,79,86
341,4,8:26.0,,D. Russell misses 3-pt jump shot from 26 ft,79,86
342,4,8:24.0,Defensive rebound by T. Ross,,79,86
343,4,8:24.0,A. Gordon enters the game for M. Bamba,,79,86
344,4,8:24.0,N. Vučević enters the game for G. Clark,,79,86
345,4,8:15.0,T. Ross makes 3-pt jump shot from 30 ft (assist by N. Vučević),,82,86
346,4,8:15.0,Shooting foul by D. Lee (drawn by T. Ross),,82,86
347,4,8:15.0,T. Ross misses free throw 1 of 1,,82,86
348,4,8:13.0,,Defensive rebound by M. Chriss,82,86
349,4,7:57.0,,Turnover by K. Bowman (bad pass),82,86
350,4,7:57.0,E. Fournier enters the game for M. Carter-Williams,,82,86
351,4,7:57.0,M. Fultz enters the game for W. Iwundu,,82,86
352,4,7:35.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by T. Ross),,85,86
353,4,7:13.0,,E. Paschall misses 3-pt jump shot from 26 ft,85,86
354,4,7:11.0,Defensive rebound by T. Ross,,85,86
355,4,6:54.0,Personal foul by M. Chriss (drawn by N. Vučević),,85,86
356,4,6:54.0,W. Iwundu enters the game for T. Ross,,85,86
357,4,6:54.0,,W. Cauley-Stein enters the game for K. Bowman,85,86
358,4,6:54.0,,J. Poole enters the game for M. Chriss,85,86
359,4,6:54.0,Offensive foul by E. Fournier (drawn by D. Lee),,85,86
360,4,6:54.0,Turnover by E. Fournier (offensive foul),,85,86
361,4,6:39.0,,E. Paschall makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),85,88
362,4,6:25.0,Personal foul by D. Lee (drawn by A. Gordon),,85,88
363,4,6:16.0,M. Fultz makes 2-pt jump shot from 9 ft,,87,88
364,4,6:06.0,,Shooting foul by M. Fultz (drawn by D. Russell),87,88
365,4,6:06.0,,D. Russell makes free throw 1 of 2,87,89
366,4,6:06.0,,D. Russell makes free throw 2 of 2,87,90
367,4,5:56.0,Personal foul by E. Paschall (drawn by A. Gordon),,87,90
368,4,5:56.0,,A. Burks enters the game for D. Russell,87,90
369,4,5:44.0,M. Fultz makes 2-pt layup from 3 ft,,89,90
370,4,5:27.0,,A. Burks misses 2-pt jump shot from 21 ft,89,90
371,4,5:25.0,Defensive rebound by M. Fultz,,89,90
372,4,5:20.0,Turnover by A. Gordon (bad pass),,89,90
373,4,4:58.0,,D. Lee misses 3-pt jump shot from 28 ft,89,90
374,4,4:56.0,Defensive rebound by N. Vučević,,89,90
375,4,4:43.0,N. Vučević makes 2-pt dunk from 3 ft (assist by M. Fultz),,91,90
376,4,4:43.0,,Golden State full timeout,91,90
377,4,4:43.0,T. Ross enters the game for W. Iwundu,,91,90
378,4,4:23.0,,E. Paschall makes 2-pt jump shot from 7 ft,91,92
379,4,4:07.0,M. Fultz makes 2-pt layup from 4 ft (assist by E. Fournier),,93,92
380,4,3:52.0,,D. Lee makes 2-pt jump shot from 15 ft (assist by A. Burks),93,94
381,4,3:52.0,,Shooting foul by T. Ross (drawn by D. Lee),93,94
382,4,3:52.0,,D. Lee makes free throw 1 of 1,93,95
