,QUARTER,TIME_REMAINING,UTAH_ACTION,MEMPHIS_ACTION,UTAH_SCORE,MEMPHIS_SCORE
42,1,6:50.0,,J. Morant makes 3-pt jump shot from 25 ft (assist by J. Crowder),10,8
43,1,6:25.0,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by M. Conley),,12,8
44,1,6:14.0,,J. Crowder misses 2-pt layup from 1 ft,12,8
45,1,6:10.0,Defensive rebound by M. Conley,,12,8
46,1,6:00.0,M. Conley misses 3-pt jump shot from 23 ft,,12,8
47,1,5:58.0,,Defensive rebound by J. Crowder,12,8
48,1,5:53.0,,J. Jackson misses 2-pt layup from 2 ft (block by D. Mitchell),12,8
49,1,5:48.0,,Offensive rebound by J. Jackson,12,8
50,1,5:48.0,,J. Jackson makes 2-pt dunk from 1 ft,12,10
51,1,5:35.0,B. Bogdanović makes 2-pt layup from 1 ft,,14,10
52,1,5:20.0,,J. Morant makes 3-pt jump shot from 26 ft,14,13
53,1,5:01.0,R. O'Neale misses 3-pt jump shot from 25 ft,,14,13
54,1,4:59.0,,Defensive rebound by J. Crowder,14,13
55,1,4:50.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by J. Morant),14,15
56,1,4:33.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,16,15
57,1,4:15.0,,J. Jackson misses 3-pt jump shot from 26 ft,16,15
58,1,4:12.0,Defensive rebound by D. Mitchell,,16,15
59,1,4:07.0,,Violation by Team (kicked ball),16,15
60,1,4:07.0,J. Green enters the game for B. Bogdanović,,16,15
61,1,4:07.0,J. Ingles enters the game for M. Conley,,16,15
62,1,4:07.0,E. Mudiay enters the game for D. Mitchell,,16,15
63,1,4:07.0,,B. Clarke enters the game for D. Brooks,16,15
64,1,4:07.0,,M. Guduric enters the game for J. Morant,16,15
65,1,4:07.0,,T. Jones enters the game for J. Valančiūnas,16,15
66,1,3:57.0,J. Green misses 2-pt layup from 1 ft,,16,15
67,1,3:57.0,Offensive rebound by Team,,16,15
68,1,3:57.0,,Loose ball foul by B. Clarke (drawn by R. Gobert),16,15
69,1,3:57.0,,K. Anderson enters the game for J. Crowder,16,15
70,1,3:46.0,E. Mudiay makes 2-pt jump shot from 9 ft (assist by J. Ingles),,18,15
71,1,3:37.0,,M. Guduric misses 3-pt jump shot from 25 ft,18,15
72,1,3:35.0,Defensive rebound by J. Green,,18,15
73,1,3:25.0,R. O'Neale misses 2-pt layup from 3 ft (block by K. Anderson),,18,15
74,1,3:25.0,Offensive rebound by Team,,18,15
75,1,3:17.0,E. Mudiay makes 3-pt jump shot from 24 ft (assist by R. O'Neale),,21,15
76,1,3:00.0,,J. Jackson misses 2-pt hook shot from 4 ft (block by R. Gobert),21,15
77,1,3:00.0,Defensive rebound by Team,,21,15
78,1,3:00.0,T. Bradley enters the game for R. Gobert,,21,15
79,1,2:50.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by J. Green),,24,15
80,1,2:49.0,,Memphis full timeout,24,15
81,1,2:49.0,D. Mitchell enters the game for R. O'Neale,,24,15
82,1,2:49.0,,S. Hill enters the game for J. Jackson,24,15
83,1,2:33.0,,T. Jones makes 2-pt jump shot from 11 ft,24,17
84,1,2:16.0,J. Ingles misses 3-pt jump shot from 25 ft,,24,17
85,1,2:16.0,,Defensive rebound by K. Anderson,24,17
86,1,2:07.0,,K. Anderson makes 2-pt jump shot from 13 ft (assist by T. Jones),24,19
87,1,1:54.0,T. Bradley misses 2-pt jump shot from 5 ft (block by B. Clarke),,24,19
88,1,1:51.0,,Defensive rebound by K. Anderson,24,19
89,1,1:47.0,,K. Anderson makes 2-pt jump shot from 17 ft,24,21
90,1,1:32.0,Offensive foul by E. Mudiay (drawn by T. Jones),,24,21
91,1,1:32.0,Turnover by E. Mudiay (offensive foul),,24,21
92,1,1:17.0,,T. Jones misses 2-pt jump shot from 11 ft,24,21
93,1,1:14.0,Defensive rebound by E. Mudiay,,24,21
94,1,1:11.0,E. Mudiay makes 2-pt layup from 1 ft,,26,21
95,1,0:55.0,,K. Anderson makes 2-pt jump shot from 20 ft (assist by T. Jones),26,23
96,1,0:33.0,T. Bradley misses 2-pt jump shot from 21 ft,,26,23
97,1,0:31.0,,Defensive rebound by K. Anderson,26,23
98,1,0:18.0,,K. Anderson misses 2-pt jump shot from 17 ft,26,23
99,1,0:15.0,Defensive rebound by Team,,26,23
100,1,0:01.0,D. Mitchell misses 2-pt jump shot from 9 ft,,26,23
101,1,0:01.0,,Defensive rebound by B. Clarke,26,23
102,2,11:46.0,T. Bradley misses 2-pt jump shot from 9 ft,,26,23
103,2,11:43.0,,Defensive rebound by S. Hill,26,23
104,2,11:34.0,,M. Guduric misses 2-pt layup from 1 ft,26,23
105,2,11:26.0,,Offensive rebound by B. Clarke,26,23
106,2,11:26.0,,B. Clarke makes 2-pt dunk from 1 ft,26,25
107,2,11:20.0,D. Mitchell makes 2-pt layup from 2 ft (assist by J. Ingles),,28,25
108,2,11:11.0,,T. Jones misses 3-pt jump shot from 25 ft,28,25
109,2,11:08.0,Defensive rebound by D. Mitchell,,28,25
110,2,11:02.0,E. Mudiay misses 3-pt jump shot from 24 ft,,28,25
111,2,10:59.0,,Defensive rebound by S. Hill,28,25
112,2,10:54.0,,K. Anderson misses 2-pt layup from 1 ft,28,25
113,2,10:50.0,Defensive rebound by D. Mitchell,,28,25
114,2,10:46.0,Turnover by J. Ingles (bad pass; steal by T. Jones),,28,25
115,2,10:42.0,,S. Hill misses 3-pt jump shot from 25 ft,28,25
116,2,10:40.0,,Offensive rebound by K. Anderson,28,25
117,2,10:38.0,,K. Anderson makes 2-pt layup from 1 ft,28,27
118,2,10:22.0,J. Ingles makes 2-pt layup from 1 ft (assist by E. Mudiay),,30,27
119,2,10:11.0,,M. Guduric misses 3-pt jump shot from 25 ft,30,27
120,2,10:08.0,Defensive rebound by J. Ingles,,30,27
121,2,10:03.0,J. Ingles misses 3-pt jump shot from 25 ft,,30,27
122,2,9:58.0,,Defensive rebound by B. Clarke,30,27
123,2,9:46.0,,B. Clarke misses 2-pt jump shot from 21 ft,30,27
124,2,9:44.0,Defensive rebound by J. Ingles,,30,27
125,2,9:39.0,Turnover by E. Mudiay (out of bounds lost ball),,30,27
126,2,9:39.0,R. O'Neale enters the game for D. Mitchell,,30,27
127,2,9:39.0,,D. Brooks enters the game for B. Clarke,30,27
128,2,9:39.0,,J. Morant enters the game for M. Guduric,30,27
129,2,9:39.0,,J. Valančiūnas enters the game for T. Jones,30,27
130,2,9:25.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by D. Brooks),30,30
131,2,9:08.0,J. Green misses 2-pt jump shot from 7 ft,,30,30
132,2,9:05.0,,Defensive rebound by K. Anderson,30,30
133,2,9:01.0,,J. Morant makes 2-pt layup at rim (assist by K. Anderson),30,32
134,2,9:00.0,Utah full timeout,,30,32
135,2,9:00.0,B. Bogdanović enters the game for T. Bradley,,30,32
136,2,9:00.0,M. Conley enters the game for J. Ingles,,30,32
137,2,9:00.0,R. Gobert enters the game for E. Mudiay,,30,32
138,2,8:41.0,R. Gobert misses 2-pt layup from 1 ft,,30,32
139,2,8:37.0,,Defensive rebound by D. Brooks,30,32
140,2,8:22.0,,D. Brooks misses 2-pt jump shot from 8 ft (block by R. Gobert),30,32
141,2,8:16.0,,Offensive rebound by K. Anderson,30,32
142,2,8:16.0,,K. Anderson makes 2-pt layup from 1 ft,30,34
143,2,8:06.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,30,34
144,2,8:06.0,,Defensive rebound by J. Morant,30,34
145,2,8:01.0,,Shooting foul by R. O'Neale (drawn by D. Brooks),30,34
146,2,8:01.0,,D. Brooks makes free throw 1 of 2,30,35
147,2,8:01.0,,J. Crowder enters the game for K. Anderson,30,35
148,2,8:01.0,,D. Brooks makes free throw 2 of 2,30,36
149,2,7:45.0,M. Conley misses 2-pt jump shot from 12 ft,,30,36
150,2,7:42.0,Offensive rebound by R. Gobert,,30,36
151,2,7:38.0,Turnover by R. Gobert (lost ball),,30,36
152,2,7:38.0,Loose ball foul by R. Gobert (drawn by S. Hill),,30,36
153,2,7:29.0,,J. Morant misses 2-pt jump shot from 10 ft,30,36
154,2,7:27.0,Defensive rebound by R. O'Neale,,30,36
155,2,7:14.0,Turnover by R. Gobert (off goaltending),,30,36
156,2,6:57.0,,D. Brooks misses 2-pt jump shot from 1 ft,30,36
157,2,6:55.0,Defensive rebound by R. Gobert,,30,36
158,2,6:48.0,M. Conley makes 2-pt jump shot from 2 ft,,32,36
159,2,6:33.0,,J. Morant makes 2-pt layup from 1 ft (assist by J. Crowder),32,38
160,2,6:18.0,M. Conley makes 2-pt jump shot from 11 ft (assist by R. O'Neale),,34,38
161,2,5:59.0,,Turnover by J. Morant (bad pass; steal by J. Green),34,38
162,2,5:55.0,Offensive foul by J. Green (drawn by D. Brooks),,34,38
163,2,5:55.0,Turnover by J. Green (offensive foul),,34,38
164,2,5:55.0,,J. Jackson enters the game for S. Hill,34,38
165,2,5:38.0,,J. Valančiūnas misses 2-pt jump shot from 11 ft,34,38
166,2,5:34.0,Defensive rebound by R. O'Neale,,34,38
167,2,5:28.0,M. Conley misses 2-pt layup from 1 ft (block by D. Brooks),,34,38
168,2,5:24.0,Offensive rebound by M. Conley,,34,38
169,2,5:15.0,B. Bogdanović makes 2-pt layup at rim,,36,38
170,2,5:08.0,,J. Morant makes 2-pt dunk from 2 ft (assist by J. Crowder),36,40
171,2,4:51.0,J. Green misses 3-pt jump shot from 26 ft,,36,40
172,2,4:47.0,,Defensive rebound by J. Crowder,36,40
173,2,4:44.0,,D. Brooks makes 3-pt jump shot from 22 ft (assist by J. Morant),36,43
174,2,4:41.0,Utah full timeout,,36,43
175,2,4:41.0,D. Mitchell enters the game for J. Green,,36,43
176,2,4:41.0,,T. Jones enters the game for J. Morant,36,43
177,2,4:25.0,D. Mitchell misses 3-pt jump shot from 23 ft,,36,43
178,2,4:22.0,,Defensive rebound by J. Jackson,36,43
179,2,4:16.0,,Offensive foul by J. Valančiūnas (drawn by M. Conley),36,43
180,2,4:16.0,,Turnover by J. Valančiūnas (offensive foul),36,43
181,2,4:02.0,D. Mitchell misses 3-pt jump shot from 25 ft,,36,43
182,2,3:58.0,,Defensive rebound by J. Valančiūnas,36,43
183,2,3:50.0,,D. Brooks misses 2-pt jump shot from 16 ft,36,43
184,2,3:48.0,Defensive rebound by D. Mitchell,,36,43
185,2,3:42.0,D. Mitchell makes 2-pt jump shot from 2 ft,,38,43
186,2,3:20.0,,J. Crowder makes 3-pt jump shot from 27 ft,38,46
187,2,3:05.0,Turnover by R. Gobert (bad pass; steal by D. Brooks),,38,46
188,2,2:59.0,,T. Jones makes 3-pt jump shot from 25 ft,38,49
189,2,2:44.0,B. Bogdanović misses 2-pt jump shot from 11 ft,,38,49
190,2,2:42.0,,Defensive rebound by J. Valančiūnas,38,49
191,2,2:36.0,,D. Brooks misses 3-pt jump shot from 24 ft,38,49
192,2,2:33.0,Defensive rebound by M. Conley,,38,49
193,2,2:28.0,Personal foul by T. Jones (drawn by M. Conley),,38,49
194,2,2:28.0,J. Ingles enters the game for R. O'Neale,,38,49
195,2,2:28.0,,B. Clarke enters the game for D. Brooks,38,49
196,2,2:28.0,,M. Guduric enters the game for J. Valančiūnas,38,49
197,2,2:23.0,Personal foul by J. Jackson (drawn by R. Gobert),,38,49
198,2,2:18.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by R. Gobert),,41,49
199,2,1:57.0,,J. Jackson misses 3-pt jump shot from 25 ft,41,49
200,2,1:55.0,Defensive rebound by D. Mitchell,,41,49
201,2,1:49.0,D. Mitchell makes 2-pt layup at rim,,43,49
202,2,1:34.0,,M. Guduric misses 3-pt jump shot from 26 ft,43,49
203,2,1:31.0,Defensive rebound by R. Gobert,,43,49
204,2,1:16.0,Shooting foul by J. Crowder (drawn by B. Bogdanović),,43,49
205,2,1:16.0,B. Bogdanović misses free throw 1 of 2,,43,49
206,2,1:16.0,Offensive rebound by Team,,43,49
207,2,1:16.0,,K. Anderson enters the game for J. Crowder,43,49
208,2,1:16.0,B. Bogdanović makes free throw 2 of 2,,44,49
209,2,1:01.0,,Turnover by M. Guduric (out of bounds lost ball),44,49
210,2,0:44.0,M. Conley misses 2-pt jump shot from 20 ft,,44,49
211,2,0:41.0,Offensive rebound by R. Gobert,,44,49
212,2,0:41.0,R. Gobert makes 2-pt dunk from 1 ft,,46,49
213,2,0:31.0,,T. Jones makes 2-pt jump shot from 12 ft,46,51
214,2,0:22.0,Turnover by B. Bogdanović (lost ball; steal by T. Jones),,46,51
215,2,0:18.0,,B. Clarke makes 2-pt jump shot from 12 ft (assist by T. Jones),46,53
216,2,0:05.0,D. Mitchell makes 2-pt jump shot from 19 ft,,48,53
217,2,0:01.0,,J. Jackson misses 3-pt jump shot from 30 ft,48,53
218,2,0:01.0,,Offensive rebound by Team,48,53
219,3,11:47.0,M. Conley misses 3-pt jump shot from 24 ft,,48,53
220,3,11:45.0,,Defensive rebound by J. Jackson,48,53
221,3,11:35.0,,Shooting foul by M. Conley (drawn by J. Morant),48,53
222,3,11:35.0,,J. Morant makes free throw 1 of 2,48,54
223,3,11:35.0,,J. Morant makes free throw 2 of 2,48,55
224,3,11:20.0,R. O'Neale misses 3-pt jump shot from 24 ft,,48,55
225,3,11:16.0,Offensive rebound by B. Bogdanović,,48,55
226,3,11:15.0,B. Bogdanović misses 2-pt layup at rim (block by J. Valančiūnas),,48,55
227,3,11:15.0,,Defensive rebound by J. Morant,48,55
228,3,11:09.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,48,55
229,3,11:06.0,Defensive rebound by R. Gobert,,48,55
230,3,10:56.0,M. Conley misses 3-pt jump shot from 23 ft,,48,55
231,3,10:54.0,Offensive rebound by R. Gobert,,48,55
232,3,10:54.0,R. Gobert makes 2-pt layup from 1 ft,,50,55
233,3,10:54.0,Shooting foul by J. Valančiūnas (drawn by R. Gobert),,50,55
234,3,10:54.0,R. Gobert makes free throw 1 of 1,,51,55
235,3,10:41.0,,D. Brooks misses 2-pt jump shot from 11 ft (block by R. Gobert),51,55
236,3,10:41.0,Defensive rebound by Team,,51,55
237,3,10:26.0,D. Mitchell misses 3-pt jump shot from 23 ft,,51,55
238,3,10:25.0,Offensive rebound by Team,,51,55
239,3,10:21.0,M. Conley misses 3-pt jump shot from 23 ft,,51,55
240,3,10:18.0,,Defensive rebound by D. Brooks,51,55
241,3,10:05.0,,J. Morant misses 2-pt layup from 2 ft,51,55
242,3,10:01.0,Defensive rebound by D. Mitchell,,51,55
243,3,9:56.0,R. O'Neale misses 3-pt jump shot from 25 ft,,51,55
244,3,9:52.0,,Defensive rebound by J. Valančiūnas,51,55
245,3,9:49.0,,Offensive foul by D. Brooks (drawn by M. Conley),51,55
246,3,9:49.0,,Turnover by D. Brooks (offensive foul),51,55
247,3,9:39.0,Shooting foul by J. Valančiūnas (drawn by R. Gobert),,51,55
248,3,9:39.0,R. Gobert misses free throw 1 of 2,,51,55
249,3,9:39.0,Offensive rebound by Team,,51,55
250,3,9:39.0,,Memphis full timeout,51,55
251,3,9:39.0,R. Gobert makes free throw 2 of 2,,52,55
252,3,9:27.0,,Turnover by J. Morant (bad pass; steal by D. Mitchell),52,55
253,3,9:18.0,M. Conley misses 2-pt jump shot from 19 ft,,52,55
254,3,9:16.0,,Defensive rebound by J. Crowder,52,55
255,3,8:58.0,,J. Jackson misses 3-pt jump shot from 23 ft,52,55
256,3,8:55.0,Defensive rebound by R. Gobert,,52,55
257,3,8:49.0,Shooting foul by J. Crowder (drawn by B. Bogdanović),,52,55
258,3,8:49.0,B. Bogdanović makes free throw 1 of 2,,53,55
259,3,8:49.0,B. Bogdanović makes free throw 2 of 2,,54,55
260,3,8:38.0,,J. Crowder misses 3-pt jump shot from 26 ft,54,55
261,3,8:36.0,Defensive rebound by R. Gobert,,54,55
262,3,8:29.0,D. Mitchell makes 2-pt jump shot from 12 ft,,56,55
263,3,8:16.0,,J. Morant misses 3-pt jump shot from 26 ft,56,55
264,3,8:12.0,Defensive rebound by R. O'Neale,,56,55
265,3,8:05.0,D. Mitchell misses 2-pt jump shot from 11 ft,,56,55
266,3,8:03.0,Offensive rebound by R. Gobert,,56,55
267,3,8:03.0,Personal foul by J. Jackson (drawn by R. Gobert),,56,55
268,3,7:55.0,M. Conley misses 3-pt jump shot from 26 ft,,56,55
269,3,7:54.0,,Defensive rebound by J. Crowder,56,55
270,3,7:49.0,,Personal foul by B. Bogdanović (drawn by J. Crowder),56,55
271,3,7:40.0,,J. Valančiūnas makes 2-pt jump shot from 12 ft (assist by J. Morant),56,57
272,3,7:23.0,M. Conley misses 2-pt layup from 2 ft,,56,57
273,3,7:23.0,,Defensive rebound by J. Crowder,56,57
274,3,7:06.0,,J. Crowder makes 2-pt layup from 1 ft (assist by J. Morant),56,59
275,3,6:53.0,Personal foul by D. Brooks (drawn by D. Mitchell),,56,59
276,3,6:53.0,D. Mitchell makes free throw 1 of 2,,57,59
277,3,6:53.0,D. Mitchell makes free throw 2 of 2,,58,59
278,3,6:33.0,,D. Brooks makes 2-pt layup from 3 ft (assist by J. Crowder),58,61
279,3,6:18.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,61,61
280,3,6:04.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by D. Brooks),61,64
281,3,5:39.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,61,64
282,3,5:36.0,,Defensive rebound by J. Valančiūnas,61,64
283,3,5:25.0,,Shooting foul by D. Mitchell (drawn by J. Valančiūnas),61,64
284,3,5:25.0,,J. Valančiūnas makes free throw 1 of 2,61,65
285,3,5:25.0,J. Ingles enters the game for D. Mitchell,,61,65
286,3,5:25.0,,K. Anderson enters the game for D. Brooks,61,65
287,3,5:25.0,,T. Jones enters the game for J. Morant,61,65
288,3,5:25.0,,J. Valančiūnas makes free throw 2 of 2,61,66
289,3,5:14.0,Shooting foul by J. Jackson (drawn by R. O'Neale),,61,66
290,3,5:14.0,R. O'Neale makes free throw 1 of 2,,62,66
291,3,5:14.0,,B. Clarke enters the game for J. Valančiūnas,62,66
292,3,5:14.0,R. O'Neale makes free throw 2 of 2,,63,66
293,3,5:03.0,,J. Jackson makes 2-pt hook shot from 9 ft (assist by K. Anderson),63,68
294,3,5:03.0,,Shooting foul by R. O'Neale (drawn by J. Jackson),63,68
295,3,5:03.0,,J. Jackson makes free throw 1 of 1,63,69
296,3,4:54.0,Shooting foul by J. Jackson (drawn by B. Bogdanović),,63,69
297,3,4:54.0,B. Bogdanović makes free throw 1 of 2,,64,69
298,3,4:54.0,,S. Hill enters the game for J. Jackson,64,69
299,3,4:54.0,B. Bogdanović makes free throw 2 of 2,,65,69
300,3,4:44.0,,Turnover by B. Clarke (traveling),65,69
301,3,4:31.0,M. Conley makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,68,69
302,3,4:17.0,,Turnover by B. Clarke (lost ball; steal by M. Conley),68,69
303,3,4:12.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,68,69
304,3,4:09.0,,Defensive rebound by K. Anderson,68,69
305,3,3:48.0,,S. Hill misses 2-pt jump shot from 7 ft,68,69
306,3,3:43.0,,Offensive rebound by S. Hill,68,69
307,3,3:34.0,,T. Jones misses 2-pt jump shot from 13 ft,68,69
308,3,3:30.0,Defensive rebound by R. O'Neale,,68,69
309,3,3:21.0,Shooting foul by S. Hill (drawn by M. Conley),,68,69
310,3,3:21.0,M. Conley misses free throw 1 of 3,,68,69
311,3,3:21.0,Offensive rebound by Team,,68,69
312,3,3:21.0,M. Conley makes free throw 2 of 3,,69,69
313,3,3:21.0,J. Green enters the game for B. Bogdanović,,69,69
314,3,3:21.0,,M. Guduric enters the game for J. Crowder,69,69
315,3,3:21.0,M. Conley makes free throw 3 of 3,,70,69
316,3,3:08.0,,M. Guduric misses 2-pt layup from 1 ft,70,69
317,3,3:08.0,Defensive rebound by Team,,70,69
318,3,3:08.0,Utah full timeout,,70,69
319,3,3:08.0,T. Bradley enters the game for M. Conley,,70,69
320,3,3:08.0,D. Mitchell enters the game for R. Gobert,,70,69
321,3,3:08.0,E. Mudiay enters the game for R. O'Neale,,70,69
322,3,2:56.0,Shooting foul by M. Guduric (drawn by D. Mitchell),,70,69
323,3,2:56.0,D. Mitchell makes free throw 1 of 2,,71,69
324,3,2:56.0,D. Mitchell makes free throw 2 of 2,,72,69
325,3,2:41.0,,S. Hill makes 2-pt jump shot from 10 ft,72,71
326,3,2:17.0,Turnover by J. Green (step out of bounds),,72,71
327,3,2:17.0,Instant Replay (Request: Ruling Stands),,72,71
328,3,2:03.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by M. Guduric),72,73
329,3,1:52.0,Turnover by E. Mudiay (out of bounds lost ball),,72,73
330,3,1:52.0,,J. Morant enters the game for T. Jones,72,73
331,3,1:41.0,,J. Morant misses 2-pt jump shot from 11 ft,72,73
332,3,1:39.0,Defensive rebound by T. Bradley,,72,73
333,3,1:29.0,Shooting foul by M. Guduric (drawn by D. Mitchell),,72,73
334,3,1:29.0,D. Mitchell makes free throw 1 of 3,,73,73
335,3,1:29.0,D. Mitchell makes free throw 2 of 3,,74,73
336,3,1:29.0,D. Mitchell makes free throw 3 of 3,,75,73
337,3,1:13.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Morant),75,75
338,3,1:03.0,D. Mitchell makes 2-pt jump shot from 12 ft (assist by E. Mudiay),,77,75
339,3,0:51.0,,M. Guduric misses 3-pt jump shot from 23 ft,77,75
340,3,0:49.0,Defensive rebound by D. Mitchell,,77,75
341,3,0:43.0,D. Mitchell makes 2-pt jump shot from 3 ft,,79,75
342,3,0:25.0,,J. Morant makes 2-pt jump shot from 2 ft,79,77
343,3,0:00.0,Turnover by Team (shot clock),,79,77
344,3,0:00.0,,Turnover by K. Anderson (bad pass; steal by D. Mitchell),79,77
345,4,11:46.0,,S. Hill misses 3-pt jump shot from 25 ft,79,77
346,4,11:42.0,Defensive rebound by T. Bradley,,79,77
347,4,11:36.0,Shooting foul by K. Anderson (drawn by J. Green),,79,77
348,4,11:36.0,J. Green makes free throw 1 of 2,,80,77
349,4,11:36.0,J. Green makes free throw 2 of 2,,81,77
350,4,11:27.0,,Personal foul by J. Ingles (drawn by J. Morant),81,77
351,4,11:23.0,,Shooting foul by T. Bradley (drawn by J. Morant),81,77
352,4,11:23.0,,J. Morant makes free throw 1 of 2,81,78
353,4,11:23.0,,J. Morant makes free throw 2 of 2,81,79
354,4,11:04.0,Shooting foul by D. Brooks (drawn by D. Mitchell),,81,79
355,4,11:04.0,D. Mitchell makes free throw 1 of 2,,82,79
356,4,11:04.0,D. Mitchell makes free throw 2 of 2,,83,79
357,4,10:54.0,,Personal foul by T. Bradley (drawn by J. Valančiūnas),83,79
358,4,10:45.0,,D. Brooks makes 2-pt jump shot from 6 ft (assist by J. Valančiūnas),83,81
359,4,10:33.0,J. Green misses 3-pt jump shot from 26 ft,,83,81
360,4,10:29.0,,Defensive rebound by J. Morant,83,81
361,4,10:26.0,,J. Morant makes 2-pt dunk at rim,83,83
362,4,10:10.0,Turnover by T. Bradley (off goaltending),,83,83
363,4,10:00.0,,D. Brooks makes 2-pt jump shot from 21 ft,83,85
364,4,9:38.0,D. Mitchell misses 2-pt jump shot from 17 ft,,83,85
365,4,9:37.0,,Defensive rebound by S. Hill,83,85
366,4,9:37.0,,Personal foul by J. Ingles (drawn by J. Morant),83,85
367,4,9:37.0,R. Gobert enters the game for T. Bradley,,83,85
368,4,9:37.0,R. O'Neale enters the game for D. Mitchell,,83,85
369,4,9:22.0,,J. Morant makes 2-pt jump shot from 8 ft,83,87
370,4,9:16.0,Utah full timeout,,83,87
371,4,9:16.0,B. Bogdanović enters the game for J. Ingles,,83,87
372,4,9:16.0,M. Conley enters the game for E. Mudiay,,83,87
373,4,9:11.0,J. Green misses 2-pt layup from 4 ft,,83,87
374,4,9:08.0,Offensive rebound by R. Gobert,,83,87
375,4,9:08.0,R. Gobert makes 2-pt layup from 1 ft,,85,87
376,4,8:47.0,,J. Valančiūnas makes 2-pt hook shot from 1 ft,85,89
377,4,8:35.0,R. Gobert makes 2-pt layup from 1 ft (assist by M. Conley),,87,89
378,4,8:18.0,,J. Morant misses 2-pt layup from 1 ft,87,89
379,4,8:16.0,Defensive rebound by Team,,87,89
380,4,8:05.0,M. Conley makes 2-pt jump shot from 9 ft,,89,89
381,4,7:47.0,,J. Morant misses 2-pt jump shot from 12 ft,89,89
