,QUARTER,TIME_REMAINING,UTAH_ACTION,TORONTO_ACTION,UTAH_SCORE,TORONTO_SCORE
0,1,11:46.0,,M. Gasol misses 3-pt jump shot from 27 ft,0,0
1,1,11:41.0,Defensive rebound by B. Bogdanović,,0,0
2,1,11:27.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,0,0
3,1,11:24.0,,Defensive rebound by M. Gasol,0,0
4,1,11:09.0,,N. Powell misses 3-pt jump shot from 28 ft,0,0
5,1,11:06.0,,Offensive rebound by N. Powell,0,0
6,1,11:00.0,,N. Powell misses 2-pt jump shot from 6 ft,0,0
7,1,10:57.0,Defensive rebound by R. Gobert,,0,0
8,1,10:44.0,R. O'Neale misses 3-pt jump shot from 26 ft,,0,0
9,1,10:41.0,,Defensive rebound by M. Gasol,0,0
10,1,10:35.0,,F. VanVleet misses 2-pt jump shot from 19 ft,0,0
11,1,10:30.0,Defensive rebound by R. O'Neale,,0,0
12,1,10:28.0,M. Conley makes 3-pt jump shot from 26 ft (assist by R. O'Neale),,3,0
13,1,10:09.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by O. Anunoby),3,3
14,1,9:53.0,D. Mitchell misses 2-pt jump shot from 11 ft,,3,3
15,1,9:50.0,Offensive rebound by R. Gobert,,3,3
16,1,9:50.0,R. Gobert makes 2-pt layup from 1 ft,,5,3
17,1,9:40.0,,P. Siakam makes 2-pt layup at rim (assist by M. Gasol),5,5
18,1,9:31.0,Personal foul by M. Gasol (drawn by R. Gobert),,5,5
19,1,9:23.0,R. Gobert misses 2-pt dunk at rim,,5,5
20,1,9:21.0,,Defensive rebound by F. VanVleet,5,5
21,1,9:16.0,,P. Siakam misses 3-pt jump shot from 23 ft,5,5
22,1,9:13.0,Defensive rebound by R. O'Neale,,5,5
23,1,9:07.0,D. Mitchell makes 2-pt jump shot from 6 ft,,7,5
24,1,9:06.0,Violation by Team (delay of game),,7,5
25,1,8:41.0,,M. Gasol misses 2-pt jump shot from 10 ft,7,5
26,1,8:38.0,Defensive rebound by R. Gobert,,7,5
27,1,8:31.0,Personal foul by O. Anunoby (drawn by D. Mitchell),,7,5
28,1,8:23.0,Turnover by B. Bogdanović (lost ball; steal by F. VanVleet),,7,5
29,1,8:18.0,,F. VanVleet misses 2-pt layup from 3 ft (block by M. Conley),7,5
30,1,8:16.0,Defensive rebound by R. O'Neale,,7,5
31,1,8:09.0,B. Bogdanović makes 2-pt jump shot from 5 ft,,9,5
32,1,7:53.0,,M. Gasol makes 3-pt jump shot from 23 ft (assist by P. Siakam),9,8
33,1,7:39.0,D. Mitchell misses 2-pt jump shot from 20 ft,,9,8
34,1,7:37.0,,Defensive rebound by O. Anunoby,9,8
35,1,7:28.0,,O. Anunoby misses 2-pt jump shot from 14 ft,9,8
36,1,7:25.0,Defensive rebound by R. O'Neale,,9,8
37,1,7:17.0,M. Conley misses 3-pt jump shot from 28 ft,,9,8
38,1,7:15.0,,Defensive rebound by F. VanVleet,9,8
39,1,7:03.0,,M. Gasol makes 2-pt dunk from 1 ft (assist by P. Siakam),9,10
40,1,6:45.0,R. O'Neale misses 3-pt jump shot from 25 ft,,9,10
41,1,6:43.0,,Defensive rebound by O. Anunoby,9,10
42,1,6:28.0,,P. Siakam makes 3-pt jump shot from 28 ft (assist by F. VanVleet),9,13
43,1,6:26.0,Utah full timeout,,9,13
44,1,6:08.0,M. Conley makes 2-pt jump shot from 12 ft,,11,13
45,1,5:48.0,,O. Anunoby makes 2-pt layup from 3 ft (assist by F. VanVleet),11,15
46,1,5:22.0,D. Mitchell misses 3-pt jump shot from 27 ft,,11,15
47,1,5:19.0,,Defensive rebound by F. VanVleet,11,15
48,1,5:04.0,,P. Siakam makes 2-pt jump shot from 7 ft,11,17
49,1,4:41.0,Turnover by B. Bogdanović (lost ball; steal by N. Powell),,11,17
50,1,4:39.0,,Personal foul by R. O'Neale (drawn by N. Powell),11,17
51,1,4:39.0,J. Ingles enters the game for M. Conley,,11,17
52,1,4:39.0,E. Mudiay enters the game for R. O'Neale,,11,17
53,1,4:30.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by F. VanVleet),11,20
54,1,4:11.0,Turnover by E. Mudiay (lost ball; steal by P. Siakam),,11,20
55,1,4:02.0,,P. Siakam makes 2-pt layup from 1 ft,11,22
56,1,3:48.0,Offensive foul by R. Gobert (drawn by F. VanVleet),,11,22
57,1,3:48.0,Turnover by R. Gobert (offensive foul),,11,22
58,1,3:48.0,Violation by Team (delay of game),,11,22
59,1,3:48.0,,N. Powell makes technical free throw,11,23
60,1,3:43.0,,P. Siakam makes 3-pt jump shot from 27 ft (assist by F. VanVleet),11,26
61,1,3:28.0,Turnover by B. Bogdanović (bad pass; steal by O. Anunoby),,11,26
62,1,3:24.0,,N. Powell makes 2-pt layup at rim (assist by O. Anunoby),11,28
63,1,3:24.0,Utah full timeout,,11,28
64,1,3:24.0,E. Davis enters the game for R. Gobert,,11,28
65,1,3:08.0,D. Mitchell makes 3-pt jump shot from 28 ft,,14,28
66,1,2:49.0,,N. Powell makes 2-pt layup from 1 ft (assist by F. VanVleet),14,30
67,1,2:37.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,14,30
68,1,2:35.0,,Defensive rebound by O. Anunoby,14,30
69,1,2:29.0,,M. Gasol misses 3-pt jump shot from 30 ft,14,30
70,1,2:25.0,Defensive rebound by J. Ingles,,14,30
71,1,2:13.0,E. Mudiay misses 2-pt jump shot from 13 ft,,14,30
72,1,2:10.0,,Defensive rebound by M. Gasol,14,30
73,1,1:56.0,,P. Siakam makes 2-pt jump shot from 17 ft (assist by M. Gasol),14,32
74,1,1:37.0,D. Mitchell misses 2-pt jump shot from 13 ft,,14,32
75,1,1:33.0,Offensive rebound by E. Davis,,14,32
76,1,1:31.0,E. Mudiay misses 3-pt jump shot from 25 ft,,14,32
77,1,1:30.0,,Defensive rebound by M. Gasol,14,32
78,1,1:30.0,,Personal foul by E. Mudiay (drawn by M. Gasol),14,32
79,1,1:30.0,J. Green enters the game for B. Bogdanović,,14,32
80,1,1:30.0,R. O'Neale enters the game for D. Mitchell,,14,32
81,1,1:30.0,,T. Davis enters the game for O. Anunoby,14,32
82,1,1:30.0,,R. Hollis-Jefferson enters the game for M. Gasol,14,32
83,1,1:30.0,,S. Ibaka enters the game for F. VanVleet,14,32
84,1,1:17.0,,P. Siakam misses 2-pt jump shot from 13 ft,14,32
85,1,1:14.0,Defensive rebound by R. O'Neale,,14,32
86,1,1:06.0,Turnover by R. O'Neale (lost ball; steal by N. Powell),,14,32
87,1,1:04.0,,P. Siakam makes 2-pt layup from 1 ft (assist by N. Powell),14,34
88,1,1:04.0,,Shooting foul by E. Mudiay (drawn by P. Siakam),14,34
89,1,1:04.0,,P. Siakam makes free throw 1 of 1,14,35
90,1,0:56.0,Personal foul by T. Davis (drawn by J. Ingles),,14,35
91,1,0:52.0,R. O'Neale makes 3-pt jump shot from 27 ft (assist by E. Mudiay),,17,35
92,1,0:33.0,,Turnover by P. Siakam (bad pass; steal by J. Green),17,35
93,1,0:30.0,J. Green makes 2-pt layup from 1 ft,,19,35
94,1,0:30.0,Shooting foul by P. Siakam (drawn by J. Green),,19,35
