,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
0,1,11:31.0,,J. Green makes 2-pt jump shot from 21 ft (assist by T. Ariza),0,2
1,1,11:11.0,Turnover by C. Zeller (bad pass),,0,2
2,1,10:55.0,,B. Beal makes 2-pt jump shot from 19 ft,0,4
3,1,10:41.0,K. Walker misses 3-pt jump shot from 26 ft,,0,4
4,1,10:38.0,,Defensive rebound by T. Bryant,0,4
5,1,10:33.0,,J. Green misses 3-pt jump shot from 23 ft,0,4
6,1,10:31.0,Defensive rebound by C. Zeller,,0,4
7,1,10:24.0,C. Zeller makes 2-pt layup from 3 ft (assist by K. Walker),,2,4
8,1,10:07.0,,Personal foul by J. Lamb (drawn by T. Ariza),2,4
9,1,10:01.0,,T. Satoranský misses 2-pt jump shot from 6 ft,2,4
10,1,9:59.0,Defensive rebound by C. Zeller,,2,4
11,1,9:53.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,5,4
12,1,9:38.0,,Turnover by B. Beal (bad pass; steal by N. Batum),5,4
13,1,9:35.0,Turnover by M. Williams (lost ball; steal by B. Beal),,5,4
14,1,9:09.0,,T. Ariza misses 2-pt jump shot from 6 ft,5,4
15,1,9:07.0,Defensive rebound by J. Lamb,,5,4
16,1,8:55.0,J. Lamb misses 2-pt jump shot from 4 ft,,5,4
17,1,8:53.0,Offensive rebound by C. Zeller,,5,4
18,1,8:44.0,J. Lamb misses 2-pt jump shot from 5 ft,,5,4
19,1,8:41.0,Offensive rebound by C. Zeller,,5,4
20,1,8:41.0,C. Zeller makes 2-pt layup from 1 ft,,7,4
21,1,8:25.0,,T. Bryant makes 2-pt layup from 2 ft (assist by T. Ariza),7,6
22,1,8:25.0,,Shooting foul by M. Williams (drawn by T. Bryant),7,6
23,1,8:25.0,,T. Bryant makes free throw 1 of 1,7,7
24,1,8:14.0,K. Walker makes 2-pt layup from 4 ft (assist by M. Williams),,9,7
25,1,7:58.0,,T. Bryant misses 3-pt jump shot from 26 ft,9,7
26,1,7:55.0,Defensive rebound by M. Williams,,9,7
27,1,7:48.0,K. Walker misses 2-pt hook shot from 6 ft,,9,7
28,1,7:47.0,Offensive rebound by C. Zeller,,9,7
29,1,7:47.0,C. Zeller misses 2-pt layup from 3 ft,,9,7
30,1,7:45.0,,Defensive rebound by T. Satoranský,9,7
31,1,7:39.0,,B. Beal misses 2-pt jump shot from 5 ft,9,7
32,1,7:35.0,Defensive rebound by J. Lamb,,9,7
33,1,7:35.0,Shooting foul by T. Ariza (drawn by J. Lamb),,9,7
34,1,7:35.0,J. Lamb misses free throw 1 of 2,,9,7
35,1,7:35.0,Offensive rebound by Team,,9,7
36,1,7:35.0,J. Lamb makes free throw 2 of 2,,10,7
37,1,7:20.0,,T. Satoranský misses 2-pt jump shot from 13 ft,10,7
38,1,7:17.0,Defensive rebound by J. Lamb,,10,7
39,1,7:01.0,M. Williams makes 2-pt layup from 3 ft (assist by C. Zeller),,12,7
40,1,7:00.0,,Washington full timeout,12,7
41,1,6:41.0,,T. Ariza misses 2-pt jump shot from 15 ft,12,7
42,1,6:34.0,,Offensive rebound by T. Satoranský,12,7
43,1,6:32.0,,Turnover by J. Green (offensive foul),12,7
44,1,6:32.0,,Offensive foul by J. Green (drawn by K. Walker),12,7
45,1,6:20.0,N. Batum makes 3-pt jump shot from 24 ft (assist by C. Zeller),,15,7
46,1,6:07.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Ariza),15,9
47,1,5:43.0,Turnover by N. Batum (bad pass; steal by J. Green),,15,9
48,1,5:33.0,,B. Beal misses 3-pt jump shot from 26 ft,15,9
49,1,5:31.0,Defensive rebound by K. Walker,,15,9
50,1,5:24.0,M. Williams misses 3-pt jump shot from 23 ft,,15,9
51,1,5:21.0,,Defensive rebound by J. Green,15,9
52,1,5:17.0,,T. Ariza misses 3-pt jump shot from 28 ft,15,9
53,1,5:13.0,Defensive rebound by M. Williams,,15,9
54,1,5:09.0,C. Zeller makes 2-pt layup from 3 ft (assist by M. Williams),,17,9
55,1,4:56.0,,T. Bryant misses 2-pt hook shot from 6 ft,17,9
56,1,4:55.0,,Offensive rebound by T. Ariza,17,9
57,1,4:55.0,,Personal foul by N. Batum (drawn by T. Ariza),17,9
58,1,4:55.0,M. Kidd-Gilchrist enters the game for J. Lamb,,17,9
59,1,4:55.0,M. Monk enters the game for M. Williams,,17,9
60,1,4:55.0,,T. Brown enters the game for T. Ariza,17,9
61,1,4:55.0,,S. Dekker enters the game for J. Green,17,9
62,1,4:48.0,,Personal foul by K. Walker (drawn by T. Satoranský),17,9
63,1,4:39.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by B. Beal),17,12
64,1,4:26.0,K. Walker misses 2-pt jump shot from 15 ft,,17,12
65,1,4:22.0,,Defensive rebound by T. Bryant,17,12
66,1,4:13.0,,T. Satoranský misses 3-pt jump shot from 24 ft,17,12
67,1,4:09.0,Defensive rebound by N. Batum,,17,12
68,1,4:03.0,K. Walker misses 2-pt layup from 6 ft (block by S. Dekker),,17,12
69,1,4:03.0,Offensive rebound by Team,,17,12
70,1,3:51.0,K. Walker makes 2-pt jump shot from 3 ft,,19,12
71,1,3:35.0,,S. Dekker makes 2-pt layup from 4 ft,19,14
72,1,3:15.0,Turnover by C. Zeller (out of bounds lost ball),,19,14
73,1,3:15.0,,C. Randle enters the game for T. Satoranský,19,14
74,1,3:10.0,,B. Beal misses 2-pt jump shot from 4 ft (block by C. Zeller),19,14
75,1,3:08.0,,Offensive rebound by S. Dekker,19,14
76,1,3:08.0,,S. Dekker makes 2-pt dunk from 1 ft,19,16
77,1,3:06.0,Charlotte full timeout,,19,16
78,1,3:06.0,D. Graham enters the game for K. Walker,,19,16
79,1,3:06.0,W. Hernangómez enters the game for C. Zeller,,19,16
80,1,2:54.0,M. Monk makes 2-pt layup from 2 ft (assist by N. Batum),,21,16
81,1,2:28.0,,T. Bryant misses 2-pt layup from 2 ft,21,16
82,1,2:25.0,,Offensive rebound by T. Bryant,21,16
83,1,2:25.0,,T. Bryant makes 2-pt layup at rim,21,18
84,1,2:17.0,Shooting foul by B. Beal (drawn by N. Batum),,21,18
85,1,2:17.0,N. Batum makes free throw 1 of 3,,22,18
86,1,2:17.0,N. Batum makes free throw 2 of 3,,23,18
87,1,2:17.0,N. Batum makes free throw 3 of 3,,24,18
88,1,2:02.0,,T. Brown makes 2-pt dunk from 1 ft (assist by T. Bryant),24,20
89,1,1:52.0,Turnover by D. Graham (lost ball; steal by B. Beal),,24,20
90,1,1:47.0,,S. Dekker makes 2-pt dunk from 2 ft (assist by B. Beal),24,22
91,1,1:24.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft,,24,22
92,1,1:22.0,,Defensive rebound by S. Dekker,24,22
93,1,1:14.0,,T. Brown makes 2-pt layup from 3 ft,24,24
94,1,1:14.0,Charlotte full timeout,,24,24
95,1,1:14.0,J. Lamb enters the game for N. Batum,,24,24
96,1,0:59.0,J. Lamb misses 3-pt jump shot from 26 ft,,24,24
97,1,0:57.0,,Defensive rebound by T. Bryant,24,24
98,1,0:42.0,,C. Randle makes 3-pt jump shot from 26 ft,24,27
99,1,0:32.0,D. Graham makes 3-pt jump shot from 27 ft (assist by J. Lamb),,27,27
100,1,0:13.0,,T. Bryant misses 3-pt jump shot from 26 ft,27,27
101,1,0:10.0,,Offensive rebound by C. Randle,27,27
102,1,0:07.0,,Turnover by C. Randle (lost ball; steal by M. Monk),27,27
103,1,0:02.0,D. Graham misses 3-pt jump shot from 27 ft,,27,27
104,1,0:02.0,Offensive rebound by M. Kidd-Gilchrist,,27,27
105,1,0:00.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,29,27
106,2,11:46.0,M. Monk misses 3-pt jump shot from 26 ft,,29,27
107,2,11:43.0,,Defensive rebound by C. Randle,29,27
108,2,11:27.0,,J. Green misses 2-pt jump shot from 12 ft,29,27
109,2,11:25.0,,Offensive rebound by Team,29,27
110,2,11:25.0,Loose ball foul by M. Kidd-Gilchrist (drawn by S. Dekker),,29,27
111,2,11:19.0,,Shooting foul by W. Hernangómez (drawn by C. Randle),29,27
112,2,11:19.0,,C. Randle makes free throw 1 of 2,29,28
113,2,11:19.0,,C. Randle makes free throw 2 of 2,29,29
114,2,11:04.0,W. Hernangómez misses 2-pt layup from 3 ft (block by J. Green),,29,29
115,2,11:01.0,,Defensive rebound by C. Randle,29,29
116,2,10:49.0,,T. Brown makes 3-pt jump shot from 25 ft (assist by T. Ariza),29,32
117,2,10:35.0,M. Kidd-Gilchrist makes 2-pt layup from 3 ft (assist by D. Graham),,31,32
118,2,10:35.0,Shooting foul by S. Dekker (drawn by M. Kidd-Gilchrist),,31,32
119,2,10:35.0,M. Williams enters the game for W. Hernangómez,,31,32
120,2,10:35.0,M. Kidd-Gilchrist makes free throw 1 of 1,,32,32
121,2,10:22.0,,S. Dekker makes 2-pt layup from 2 ft (assist by T. Ariza),32,34
122,2,10:03.0,J. Lamb makes 2-pt jump shot from 15 ft,,34,34
123,2,9:52.0,,T. Ariza makes 2-pt layup from 2 ft (assist by J. Green),34,36
124,2,9:38.0,D. Graham makes 2-pt layup from 2 ft,,36,36
125,2,9:25.0,,Personal foul by M. Monk (drawn by J. Green),36,36
126,2,9:20.0,,Shooting foul by D. Graham (drawn by T. Brown),36,36
127,2,9:20.0,,T. Brown makes free throw 1 of 2,36,37
128,2,9:20.0,,T. Brown makes free throw 2 of 2,36,38
129,2,9:09.0,Personal foul by J. Green (drawn by J. Lamb),,36,38
130,2,9:01.0,J. Lamb makes 3-pt jump shot from 27 ft,,39,38
131,2,8:44.0,,Turnover by T. Brown (bad pass; steal by D. Graham),39,38
132,2,8:38.0,D. Graham misses 2-pt layup from 3 ft,,39,38
133,2,8:36.0,Offensive rebound by M. Williams,,39,38
134,2,8:36.0,M. Williams misses 2-pt layup from 4 ft,,39,38
135,2,8:36.0,Offensive rebound by Team,,39,38
136,2,8:36.0,K. Walker enters the game for M. Monk,,39,38
137,2,8:23.0,Turnover by J. Lamb (bad pass; steal by J. Green),,39,38
138,2,8:15.0,,C. Randle makes 2-pt layup from 1 ft (assist by S. Dekker),39,40
139,2,7:48.0,J. Lamb misses 3-pt jump shot from 26 ft,,39,40
140,2,7:46.0,,Defensive rebound by T. Brown,39,40
141,2,7:32.0,,S. Dekker makes 2-pt layup from 2 ft (assist by C. Randle),39,42
142,2,7:32.0,Charlotte full timeout,,39,42
143,2,7:32.0,N. Batum enters the game for D. Graham,,39,42
144,2,7:32.0,C. Zeller enters the game for M. Kidd-Gilchrist,,39,42
145,2,7:10.0,K. Walker makes 3-pt jump shot from 26 ft (assist by C. Zeller),,42,42
146,2,6:52.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by T. Brown),42,45
147,2,6:29.0,M. Williams makes 2-pt hook shot from 4 ft (assist by K. Walker),,44,45
148,2,6:20.0,,T. Ariza misses 3-pt jump shot from 27 ft,44,45
149,2,6:16.0,Defensive rebound by K. Walker,,44,45
150,2,6:15.0,Personal foul by T. Brown (drawn by J. Lamb),,44,45
151,2,6:15.0,,B. Beal enters the game for T. Brown,44,45
152,2,6:03.0,M. Williams makes 2-pt layup from 2 ft (assist by C. Zeller),,46,45
153,2,5:50.0,,T. Ariza misses 2-pt layup from 2 ft,46,45
154,2,5:48.0,Defensive rebound by N. Batum,,46,45
155,2,5:39.0,K. Walker makes 3-pt jump shot from 25 ft,,49,45
156,2,5:27.0,,Personal foul by N. Batum (drawn by B. Beal),49,45
157,2,5:27.0,,T. Satoranský enters the game for C. Randle,49,45
158,2,5:27.0,,B. Beal makes free throw 1 of 2,49,46
159,2,5:27.0,,B. Beal misses free throw 2 of 2,49,46
160,2,5:25.0,Defensive rebound by N. Batum,,49,46
161,2,5:16.0,Turnover by C. Zeller (bad pass),,49,46
162,2,5:03.0,,Shooting foul by J. Lamb (drawn by T. Ariza),49,46
163,2,5:03.0,,T. Ariza makes free throw 1 of 2,49,47
164,2,5:03.0,,T. Ariza makes free throw 2 of 2,49,48
165,2,4:52.0,C. Zeller misses 2-pt layup from 3 ft,,49,48
166,2,4:47.0,Offensive rebound by N. Batum,,49,48
167,2,4:47.0,N. Batum makes 2-pt layup from 1 ft,,51,48
168,2,4:38.0,,J. Green makes 2-pt jump shot from 10 ft (assist by S. Dekker),51,50
169,2,4:27.0,Personal foul by T. Satoranský (drawn by J. Lamb),,51,50
170,2,4:23.0,Turnover by C. Zeller (offensive foul),,51,50
171,2,4:23.0,Offensive foul by C. Zeller (drawn by B. Beal),,51,50
172,2,4:13.0,,B. Beal makes 2-pt layup from 1 ft (assist by T. Ariza),51,52
173,2,4:13.0,,Shooting foul by C. Zeller (drawn by B. Beal),51,52
174,2,4:13.0,,T. Bryant enters the game for S. Dekker,51,52
175,2,4:13.0,,B. Beal makes free throw 1 of 1,51,53
176,2,4:06.0,Personal foul by T. Satoranský (drawn by K. Walker),,51,53
177,2,4:06.0,K. Walker makes free throw 1 of 2,,52,53
178,2,4:06.0,K. Walker makes free throw 2 of 2,,53,53
179,2,3:52.0,,J. Green makes 2-pt jump shot from 8 ft (assist by B. Beal),53,55
180,2,3:40.0,M. Williams misses 3-pt jump shot from 25 ft,,53,55
181,2,3:36.0,,Defensive rebound by T. Ariza,53,55
182,2,3:29.0,,Personal foul by C. Zeller (drawn by T. Bryant),53,55
183,2,3:29.0,,T. Bryant makes free throw 1 of 2,53,56
184,2,3:29.0,M. Kidd-Gilchrist enters the game for C. Zeller,,53,56
185,2,3:29.0,,T. Bryant makes free throw 2 of 2,53,57
186,2,3:17.0,Turnover by N. Batum (bad pass; steal by B. Beal),,53,57
187,2,3:03.0,,B. Beal misses 3-pt jump shot from 26 ft,53,57
188,2,2:59.0,Defensive rebound by K. Walker,,53,57
189,2,2:51.0,M. Williams misses 3-pt jump shot from 25 ft,,53,57
190,2,2:49.0,Offensive rebound by K. Walker,,53,57
191,2,2:38.0,Turnover by J. Lamb (lost ball; steal by B. Beal),,53,57
192,2,2:25.0,,J. Green makes 2-pt jump shot from 2 ft,53,59
193,2,2:10.0,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),,56,59
194,2,1:50.0,,T. Ariza makes 3-pt jump shot from 27 ft,56,62
195,2,1:38.0,K. Walker makes 2-pt layup from 3 ft,,58,62
196,2,1:17.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by J. Green),58,65
197,2,1:03.0,K. Walker makes 2-pt jump shot from 11 ft,,60,65
198,2,1:03.0,Shooting foul by T. Satoranský (drawn by K. Walker),,60,65
199,2,1:03.0,,Washington full timeout,60,65
200,2,1:03.0,,S. Dekker enters the game for J. Green,60,65
201,2,1:03.0,,C. Randle enters the game for T. Satoranský,60,65
202,2,1:03.0,K. Walker makes free throw 1 of 1,,61,65
203,2,0:50.0,,B. Beal makes 2-pt jump shot from 11 ft,61,67
204,2,0:43.0,J. Lamb misses 2-pt layup from 5 ft,,61,67
205,2,0:41.0,,Defensive rebound by B. Beal,61,67
206,2,0:28.0,,S. Dekker misses 2-pt jump shot from 12 ft,61,67
