,QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
27,1,7:02.0,M. Turner misses 2-pt jump shot from 20 ft,,6,11
28,1,6:59.0,,Defensive rebound by D. Augustin,6,11
29,1,6:59.0,,Offensive foul by D. Augustin (drawn by D. Collison),6,11
30,1,6:59.0,,Turnover by D. Augustin (offensive foul),6,11
31,1,6:47.0,T. Young makes 2-pt hook shot from 10 ft (assist by D. Collison),,8,11
32,1,6:29.0,,A. Gordon makes 2-pt jump shot from 16 ft,8,13
33,1,6:09.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),,11,13
34,1,5:51.0,,A. Gordon misses 2-pt jump shot from 21 ft,11,13
35,1,5:48.0,Defensive rebound by M. Turner,,11,13
36,1,5:39.0,T. Young makes 2-pt hook shot from 11 ft (assist by D. Collison),,13,13
37,1,5:39.0,,Orlando full timeout,13,13
38,1,5:39.0,,W. Iwundu enters the game for A. Gordon,13,13
39,1,5:22.0,,Turnover by J. Isaac (bad pass; steal by M. Turner),13,13
40,1,5:18.0,C. Joseph misses 2-pt layup from 3 ft (block by J. Isaac),,13,13
41,1,5:14.0,,Defensive rebound by D. Augustin,13,13
42,1,5:10.0,,D. Augustin misses 2-pt layup from 3 ft,13,13
43,1,5:08.0,Defensive rebound by D. Collison,,13,13
44,1,5:01.0,T. Young misses 2-pt layup from 2 ft,,13,13
45,1,4:59.0,,Defensive rebound by J. Isaac,13,13
46,1,4:48.0,,E. Fournier misses 2-pt layup from 5 ft,13,13
47,1,4:46.0,,Offensive rebound by J. Isaac,13,13
48,1,4:46.0,,J. Isaac misses 2-pt layup at rim,13,13
49,1,4:46.0,,Offensive rebound by J. Isaac,13,13
50,1,4:46.0,,Shooting foul by C. Joseph (drawn by J. Isaac),13,13
51,1,4:46.0,,J. Isaac makes free throw 1 of 2,13,14
52,1,4:46.0,A. Holiday enters the game for D. Collison,,13,14
53,1,4:46.0,D. Sabonis enters the game for T. Young,,13,14
54,1,4:46.0,,I. Briscoe enters the game for D. Augustin,13,14
55,1,4:46.0,,J. Isaac makes free throw 2 of 2,13,15
56,1,4:30.0,Personal foul by J. Isaac (drawn by A. Holiday),,13,15
57,1,4:23.0,Shooting foul by W. Iwundu (drawn by B. Bogdanović),,13,15
58,1,4:23.0,B. Bogdanović makes free throw 1 of 2,,14,15
59,1,4:23.0,B. Bogdanović makes free throw 2 of 2,,15,15
60,1,4:07.0,,W. Iwundu makes 2-pt jump shot from 12 ft (assist by E. Fournier),15,17
61,1,4:00.0,Shooting foul by W. Iwundu (drawn by M. Turner),,15,17
62,1,4:00.0,M. Turner makes free throw 1 of 2,,16,17
63,1,4:00.0,,T. Ross enters the game for E. Fournier,16,17
64,1,4:00.0,M. Turner makes free throw 2 of 2,,17,17
65,1,3:38.0,,N. Vučević misses 2-pt jump shot from 11 ft,17,17
66,1,3:35.0,Defensive rebound by M. Turner,,17,17
67,1,3:26.0,B. Bogdanović misses 2-pt layup from 1 ft,,17,17
68,1,3:23.0,,Defensive rebound by N. Vučević,17,17
69,1,3:16.0,,N. Vučević misses 3-pt jump shot from 26 ft,17,17
70,1,3:14.0,Defensive rebound by C. Joseph,,17,17
71,1,3:10.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,17,17
72,1,3:07.0,,Defensive rebound by I. Briscoe,17,17
73,1,2:57.0,,J. Isaac makes 3-pt jump shot from 23 ft (assist by W. Iwundu),17,20
74,1,2:33.0,D. Sabonis misses 2-pt jump shot from 15 ft,,17,20
75,1,2:30.0,,Defensive rebound by J. Isaac,17,20
76,1,2:19.0,,N. Vučević makes 2-pt jump shot from 9 ft (assist by I. Briscoe),17,22
77,1,2:05.0,C. Joseph misses 2-pt jump shot from 18 ft,,17,22
78,1,2:02.0,,Defensive rebound by I. Briscoe,17,22
79,1,1:53.0,,J. Isaac misses 3-pt jump shot from 25 ft,17,22
80,1,1:50.0,Defensive rebound by M. Turner,,17,22
81,1,1:43.0,D. Sabonis misses 2-pt hook shot from 5 ft,,17,22
82,1,1:43.0,,Defensive rebound by Team,17,22
83,1,1:43.0,Loose ball foul by D. Sabonis (drawn by J. Isaac),,17,22
84,1,1:43.0,T. Leaf enters the game for B. Bogdanović,,17,22
85,1,1:43.0,D. McDermott enters the game for C. Joseph,,17,22
86,1,1:43.0,E. Sumner enters the game for M. Turner,,17,22
87,1,1:43.0,,M. Bamba enters the game for J. Isaac,17,22
88,1,1:43.0,,A. Gordon enters the game for N. Vučević,17,22
89,1,1:33.0,,T. Ross misses 3-pt jump shot from 28 ft,17,22
90,1,1:29.0,Defensive rebound by A. Holiday,,17,22
91,1,1:25.0,A. Holiday misses 2-pt jump shot from 8 ft (block by M. Bamba),,17,22
92,1,1:22.0,,Defensive rebound by W. Iwundu,17,22
93,1,1:17.0,,M. Bamba misses 2-pt hook shot from 7 ft (block by D. Sabonis),17,22
94,1,1:13.0,Defensive rebound by T. Leaf,,17,22
95,1,1:07.0,Turnover by A. Holiday (lost ball; steal by T. Ross),,17,22
96,1,1:04.0,,T. Ross makes 2-pt dunk from 2 ft,17,24
97,1,0:46.0,E. Sumner makes 2-pt jump shot from 15 ft,,19,24
98,1,0:29.0,,M. Bamba misses 2-pt jump shot from 16 ft,19,24
99,1,0:26.0,Defensive rebound by T. Leaf,,19,24
100,1,0:03.0,D. Sabonis misses 2-pt hook shot from 13 ft,,19,24
101,1,0:03.0,Offensive rebound by Team,,19,24
102,1,0:03.0,Turnover by Team (shot clock),,19,24
103,2,11:44.0,Turnover by D. Sabonis (bad pass),,19,24
104,2,11:21.0,,Shooting foul by T. Leaf (drawn by A. Gordon),19,24
105,2,11:21.0,,A. Gordon makes free throw 1 of 2,19,25
106,2,11:21.0,,A. Gordon makes free throw 2 of 2,19,26
107,2,11:09.0,T. Leaf makes 3-pt jump shot from 24 ft (assist by E. Sumner),,22,26
108,2,10:53.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by I. Briscoe),22,29
109,2,10:42.0,D. McDermott misses 2-pt jump shot from 15 ft,,22,29
110,2,10:39.0,,Defensive rebound by M. Bamba,22,29
111,2,10:31.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by I. Briscoe),22,32
112,2,10:15.0,A. Holiday misses 2-pt jump shot from 20 ft,,22,32
113,2,10:13.0,,Defensive rebound by M. Bamba,22,32
114,2,10:04.0,,A. Gordon misses 3-pt jump shot from 25 ft,22,32
115,2,10:02.0,Defensive rebound by D. Sabonis,,22,32
116,2,9:55.0,E. Sumner makes 2-pt jump shot from 17 ft,,24,32
117,2,9:32.0,,Shooting foul by D. Sabonis (drawn by A. Gordon),24,32
118,2,9:32.0,,A. Gordon misses free throw 1 of 2,24,32
119,2,9:32.0,,Offensive rebound by Team,24,32
120,2,9:32.0,D. Collison enters the game for A. Holiday,,24,32
121,2,9:32.0,,A. Gordon misses free throw 2 of 2,24,32
122,2,9:29.0,Defensive rebound by D. Sabonis,,24,32
123,2,9:23.0,Personal foul by M. Bamba (drawn by D. Sabonis),,24,32
124,2,9:14.0,Def 3 sec tech foul by Team,,24,32
125,2,9:14.0,D. McDermott makes technical free throw,,25,32
126,2,9:09.0,D. McDermott makes 2-pt hook shot from 10 ft (assist by T. Leaf),,27,32
127,2,8:53.0,,E. Fournier misses 2-pt layup from 4 ft,27,32
128,2,8:50.0,Defensive rebound by D. McDermott,,27,32
129,2,8:40.0,Offensive foul by E. Sumner (drawn by I. Briscoe),,27,32
130,2,8:40.0,Turnover by E. Sumner (offensive foul),,27,32
131,2,8:23.0,,A. Gordon misses 2-pt jump shot from 9 ft,27,32
132,2,8:19.0,Defensive rebound by E. Sumner,,27,32
133,2,8:08.0,Shooting foul by M. Bamba (drawn by D. Sabonis),,27,32
134,2,8:08.0,D. Sabonis makes free throw 1 of 2,,28,32
135,2,8:08.0,,J. Isaac enters the game for E. Fournier,28,32
136,2,8:08.0,,W. Iwundu enters the game for A. Gordon,28,32
137,2,8:08.0,D. Sabonis misses free throw 2 of 2,,28,32
138,2,8:06.0,,Defensive rebound by M. Bamba,28,32
139,2,7:59.0,,T. Ross misses 3-pt jump shot from 25 ft,28,32
140,2,7:56.0,Defensive rebound by E. Sumner,,28,32
141,2,7:48.0,D. Sabonis misses 2-pt hook shot from 6 ft,,28,32
142,2,7:45.0,,Defensive rebound by M. Bamba,28,32
143,2,7:39.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by I. Briscoe),28,35
144,2,7:31.0,Indiana full timeout,,28,35
145,2,7:31.0,T. Young enters the game for T. Leaf,,28,35
146,2,7:31.0,,N. Vučević enters the game for M. Bamba,28,35
147,2,7:18.0,E. Sumner misses 2-pt jump shot from 23 ft,,28,35
148,2,7:18.0,,Defensive rebound by J. Isaac,28,35
149,2,7:01.0,,T. Ross misses 2-pt jump shot from 20 ft (block by E. Sumner),28,35
150,2,6:58.0,Defensive rebound by D. Collison,,28,35
151,2,6:55.0,E. Sumner misses 3-pt jump shot from 24 ft,,28,35
152,2,6:55.0,,Defensive rebound by W. Iwundu,28,35
153,2,6:45.0,,J. Isaac misses 3-pt jump shot from 27 ft,28,35
154,2,6:45.0,Defensive rebound by E. Sumner,,28,35
155,2,6:20.0,D. Sabonis misses 2-pt hook shot from 7 ft,,28,35
156,2,6:16.0,,Defensive rebound by N. Vučević,28,35
157,2,6:14.0,,W. Iwundu makes 2-pt layup from 3 ft,28,37
158,2,6:14.0,Violation by Team (def goaltending),,28,37
159,2,5:53.0,D. Sabonis misses 2-pt layup from 2 ft,,28,37
160,2,5:51.0,,Defensive rebound by I. Briscoe,28,37
161,2,5:47.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by I. Briscoe),28,40
162,2,5:47.0,,Shooting foul by E. Sumner (drawn by T. Ross),28,40
163,2,5:47.0,B. Bogdanović enters the game for D. McDermott,,28,40
164,2,5:47.0,C. Joseph enters the game for D. Sabonis,,28,40
165,2,5:47.0,M. Turner enters the game for E. Sumner,,28,40
166,2,5:47.0,,D. Augustin enters the game for I. Briscoe,28,40
167,2,5:47.0,,T. Ross makes free throw 1 of 1,28,41
168,2,5:38.0,D. Collison makes 3-pt jump shot from 25 ft,,31,41
169,2,5:18.0,,Turnover by N. Vučević (bad pass),31,41
170,2,5:06.0,D. Collison makes 2-pt jump shot from 18 ft,,33,41
171,2,4:53.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),33,44
172,2,4:35.0,M. Turner misses 2-pt hook shot from 11 ft,,33,44
173,2,4:31.0,,Defensive rebound by N. Vučević,33,44
174,2,4:24.0,,N. Vučević misses 2-pt layup from 4 ft,33,44
175,2,4:21.0,,Offensive rebound by N. Vučević,33,44
176,2,4:16.0,,J. Isaac makes 2-pt layup from 2 ft (assist by N. Vučević),33,46
177,2,4:05.0,Shooting foul by J. Isaac (drawn by B. Bogdanović),,33,46
178,2,4:05.0,B. Bogdanović makes free throw 1 of 2,,34,46
179,2,4:05.0,,E. Fournier enters the game for T. Ross,34,46
180,2,4:05.0,B. Bogdanović makes free throw 2 of 2,,35,46
181,2,3:48.0,,Def 3 sec tech foul by Team,35,46
182,2,3:48.0,,D. Augustin makes technical free throw,35,47
183,2,3:40.0,,E. Fournier misses 2-pt jump shot from 16 ft,35,47
184,2,3:36.0,Defensive rebound by T. Young,,35,47
185,2,3:31.0,B. Bogdanović misses 2-pt layup from 1 ft (block by W. Iwundu),,35,47
186,2,3:23.0,Offensive rebound by T. Young,,35,47
187,2,3:22.0,T. Young makes 2-pt layup from 1 ft,,37,47
188,2,3:11.0,,D. Augustin misses 3-pt jump shot from 23 ft,37,47
189,2,3:10.0,,Offensive rebound by J. Isaac,37,47
190,2,3:10.0,,Shooting foul by M. Turner (drawn by J. Isaac),37,47
191,2,3:10.0,,J. Isaac makes free throw 1 of 2,37,48
192,2,3:10.0,,J. Isaac makes free throw 2 of 2,37,49
193,2,3:01.0,M. Turner makes 2-pt layup from 6 ft (assist by D. Collison),,39,49
194,2,3:01.0,Shooting foul by N. Vučević (drawn by M. Turner),,39,49
195,2,3:01.0,,A. Gordon enters the game for W. Iwundu,39,49
196,2,3:01.0,M. Turner makes free throw 1 of 1,,40,49
197,2,2:40.0,,J. Isaac misses 3-pt jump shot from 24 ft,40,49
198,2,2:37.0,Defensive rebound by B. Bogdanović,,40,49
199,2,2:32.0,T. Young makes 2-pt layup from 2 ft (assist by C. Joseph),,42,49
200,2,2:27.0,,Orlando full timeout,42,49
201,2,2:27.0,D. McDermott enters the game for D. Collison,,42,49
202,2,2:27.0,,T. Ross enters the game for J. Isaac,42,49
203,2,2:12.0,,Turnover by N. Vučević (traveling),42,49
204,2,2:01.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,42,49
205,2,1:58.0,,Defensive rebound by A. Gordon,42,49
206,2,1:49.0,,E. Fournier misses 2-pt jump shot from 21 ft,42,49
207,2,1:46.0,Defensive rebound by M. Turner,,42,49
208,2,1:35.0,M. Turner makes 2-pt jump shot from 16 ft (assist by C. Joseph),,44,49
209,2,1:07.0,,D. Augustin misses 2-pt layup from 5 ft,44,49
210,2,1:05.0,,Offensive rebound by N. Vučević,44,49
211,2,1:03.0,,N. Vučević makes 2-pt layup at rim,44,51
212,2,0:45.0,C. Joseph misses 2-pt jump shot from 6 ft,,44,51
213,2,0:42.0,Offensive rebound by M. Turner,,44,51
214,2,0:41.0,D. McDermott misses 3-pt jump shot from 27 ft,,44,51
215,2,0:39.0,Offensive rebound by T. Young,,44,51
216,2,0:39.0,T. Young makes 2-pt layup from 3 ft,,46,51
217,2,0:28.0,,Turnover by D. Augustin (lost ball; steal by C. Joseph),46,51
218,2,0:24.0,T. Young makes 2-pt dunk from 2 ft (assist by B. Bogdanović),,48,51
219,2,0:03.0,,A. Gordon misses 2-pt jump shot from 20 ft,48,51
220,2,0:00.0,Defensive rebound by T. Young,,48,51
221,2,0:00.0,T. Young misses 3-pt jump shot from 51 ft,,48,51
222,2,0:00.0,Offensive rebound by Team,,48,51
223,3,11:38.0,B. Bogdanović misses 2-pt layup from 10 ft,,48,51
224,3,11:38.0,,Defensive rebound by J. Isaac,48,51
225,3,11:17.0,,E. Fournier makes 2-pt jump shot from 11 ft,48,53
226,3,11:03.0,M. Turner makes 2-pt jump shot from 21 ft (assist by D. Collison),,50,53
227,3,10:42.0,,N. Vučević misses 2-pt hook shot from 11 ft,50,53
228,3,10:40.0,Defensive rebound by C. Joseph,,50,53
229,3,10:32.0,M. Turner makes 2-pt jump shot from 20 ft (assist by B. Bogdanović),,52,53
230,3,10:08.0,,E. Fournier misses 2-pt jump shot from 10 ft,52,53
231,3,10:05.0,Defensive rebound by T. Young,,52,53
232,3,9:56.0,D. Collison makes 2-pt layup from 1 ft (assist by T. Young),,54,53
233,3,9:56.0,Shooting foul by D. Augustin (drawn by D. Collison),,54,53
234,3,9:56.0,D. Collison makes free throw 1 of 1,,55,53
235,3,9:46.0,,Turnover by E. Fournier (traveling),55,53
236,3,9:37.0,Shooting foul by N. Vučević (drawn by M. Turner),,55,53
237,3,9:37.0,M. Turner makes free throw 1 of 2,,56,53
238,3,9:37.0,M. Turner makes free throw 2 of 2,,57,53
239,3,9:25.0,,N. Vučević misses 2-pt jump shot from 15 ft,57,53
240,3,9:22.0,Defensive rebound by D. Collison,,57,53
241,3,9:17.0,C. Joseph misses 3-pt jump shot from 25 ft,,57,53
242,3,9:14.0,,Defensive rebound by J. Isaac,57,53
243,3,9:01.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by N. Vučević),57,55
244,3,8:38.0,B. Bogdanović misses 2-pt layup from 7 ft,,57,55
245,3,8:36.0,,Defensive rebound by J. Isaac,57,55
246,3,8:27.0,,J. Isaac misses 2-pt jump shot from 11 ft,57,55
247,3,8:25.0,Defensive rebound by T. Young,,57,55
248,3,8:13.0,D. Collison misses 2-pt jump shot from 18 ft,,57,55
249,3,8:08.0,,Defensive rebound by E. Fournier,57,55
250,3,7:57.0,,N. Vučević misses 2-pt hook shot from 4 ft,57,55
251,3,7:55.0,,Offensive rebound by D. Augustin,57,55
252,3,7:54.0,,D. Augustin makes 2-pt layup from 1 ft,57,57
253,3,7:39.0,Personal foul by E. Fournier (drawn by D. Collison),,57,57
254,3,7:26.0,M. Turner makes 2-pt dunk from 3 ft (assist by T. Young),,59,57
255,3,7:15.0,,A. Gordon misses 3-pt jump shot from 26 ft,59,57
256,3,7:12.0,Defensive rebound by T. Young,,59,57
257,3,7:04.0,D. Collison makes 2-pt jump shot from 16 ft,,61,57
258,3,7:04.0,,Orlando full timeout,61,57
259,3,6:44.0,,Turnover by J. Isaac (lost ball; steal by T. Young),61,57
260,3,6:29.0,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by M. Turner),,63,57
261,3,6:18.0,,D. Augustin misses 2-pt jump shot from 18 ft,63,57
262,3,6:14.0,Defensive rebound by M. Turner,,63,57
263,3,5:57.0,M. Turner makes 2-pt jump shot from 22 ft,,65,57
264,3,5:37.0,,Turnover by N. Vučević (lost ball),65,57
265,3,5:37.0,,Loose ball foul by N. Vučević (drawn by T. Young),65,57
266,3,5:37.0,,W. Iwundu enters the game for A. Gordon,65,57
267,3,5:21.0,Turnover by D. Collison (bad pass; steal by E. Fournier),,65,57
268,3,5:08.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Fournier),65,59
269,3,4:52.0,D. Collison misses 2-pt jump shot from 8 ft,,65,59
270,3,4:49.0,,Defensive rebound by N. Vučević,65,59
271,3,4:43.0,,J. Isaac makes 2-pt layup from 1 ft (assist by D. Augustin),65,61
272,3,4:42.0,Indiana full timeout,,65,61
273,3,4:42.0,A. Holiday enters the game for D. Collison,,65,61
274,3,4:42.0,D. Sabonis enters the game for T. Young,,65,61
275,3,4:42.0,,I. Briscoe enters the game for D. Augustin,65,61
276,3,4:33.0,A. Holiday misses 3-pt jump shot from 23 ft,,65,61
277,3,4:30.0,,Defensive rebound by N. Vučević,65,61
278,3,4:18.0,,E. Fournier makes 3-pt jump shot from 26 ft,65,64
279,3,4:03.0,B. Bogdanović makes 2-pt layup from 3 ft,,67,64
280,3,3:56.0,,Offensive foul by I. Briscoe (drawn by A. Holiday),67,64
281,3,3:56.0,,Turnover by I. Briscoe (offensive foul),67,64
282,3,3:56.0,D. McDermott enters the game for B. Bogdanović,,67,64
283,3,3:56.0,,T. Ross enters the game for E. Fournier,67,64
284,3,3:46.0,C. Joseph makes 2-pt jump shot from 19 ft,,69,64
285,3,3:32.0,,Turnover by I. Briscoe (bad pass; steal by C. Joseph),69,64
286,3,3:26.0,A. Holiday misses 2-pt layup from 3 ft,,69,64
287,3,3:23.0,,Defensive rebound by N. Vučević,69,64
288,3,3:19.0,,W. Iwundu makes 3-pt jump shot from 25 ft (assist by I. Briscoe),69,67
289,3,3:03.0,M. Turner misses 3-pt jump shot from 25 ft,,69,67
290,3,3:03.0,,Defensive rebound by I. Briscoe,69,67
291,3,2:54.0,,I. Briscoe misses 2-pt layup from 6 ft,69,67
292,3,2:51.0,Defensive rebound by D. Sabonis,,69,67
293,3,2:37.0,D. Sabonis misses 2-pt layup from 4 ft (block by J. Isaac),,69,67
294,3,2:34.0,,Defensive rebound by I. Briscoe,69,67
295,3,2:29.0,,J. Isaac misses 3-pt jump shot from 26 ft,69,67
296,3,2:27.0,Defensive rebound by A. Holiday,,69,67
297,3,2:11.0,M. Turner makes 3-pt jump shot from 26 ft (assist by D. McDermott),,72,67
298,3,1:58.0,,Personal foul by C. Joseph (drawn by T. Ross),72,67
299,3,1:58.0,,M. Bamba enters the game for J. Isaac,72,67
300,3,1:58.0,,A. Gordon enters the game for N. Vučević,72,67
301,3,1:54.0,,Offensive foul by M. Bamba (drawn by C. Joseph),72,67
302,3,1:54.0,,Turnover by M. Bamba (offensive foul),72,67
303,3,1:44.0,Offensive foul by D. Sabonis (drawn by I. Briscoe),,72,67
304,3,1:44.0,Turnover by D. Sabonis (offensive foul),,72,67
305,3,1:25.0,,T. Ross makes 2-pt jump shot from 23 ft,72,69
306,3,1:15.0,Shooting foul by M. Bamba (drawn by D. Sabonis),,72,69
307,3,1:15.0,D. Sabonis makes free throw 1 of 2,,73,69
308,3,1:15.0,T. Leaf enters the game for M. Turner,,73,69
309,3,1:15.0,D. Sabonis misses free throw 2 of 2,,73,69
310,3,1:13.0,,Defensive rebound by A. Gordon,73,69
311,3,0:56.0,,T. Ross misses 2-pt jump shot from 20 ft,73,69
312,3,0:53.0,,Offensive rebound by M. Bamba,73,69
313,3,0:47.0,,W. Iwundu misses 2-pt layup from 2 ft,73,69
314,3,0:47.0,,Offensive rebound by W. Iwundu,73,69
315,3,0:41.0,,Turnover by W. Iwundu (bad pass; steal by C. Joseph),73,69
316,3,0:37.0,D. McDermott misses 3-pt jump shot from 25 ft,,73,69
317,3,0:36.0,,Defensive rebound by Team,73,69
318,3,0:25.0,,I. Briscoe misses 2-pt layup from 2 ft,73,69
319,3,0:23.0,Defensive rebound by D. Sabonis,,73,69
320,3,0:01.0,T. Leaf misses 2-pt jump shot from 9 ft,,73,69
321,3,0:01.0,,Defensive rebound by M. Bamba,73,69
322,4,11:43.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by E. Fournier),73,71
323,4,11:27.0,D. McDermott makes 2-pt layup from 3 ft (assist by T. Leaf),,75,71
324,4,11:06.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by E. Fournier),75,74
325,4,10:48.0,C. Joseph makes 2-pt hook shot from 4 ft,,77,74
326,4,10:32.0,,M. Bamba makes 2-pt dunk from 1 ft (assist by E. Fournier),77,76
327,4,10:32.0,,Shooting foul by A. Holiday (drawn by M. Bamba),77,76
328,4,10:32.0,B. Bogdanović enters the game for A. Holiday,,77,76
329,4,10:32.0,D. Collison enters the game for C. Joseph,,77,76
330,4,10:32.0,E. Sumner enters the game for D. McDermott,,77,76
331,4,10:32.0,,M. Bamba makes free throw 1 of 1,77,77
332,4,10:07.0,D. Collison makes 2-pt layup from 3 ft (assist by D. Sabonis),,79,77
333,4,9:51.0,,E. Fournier makes 2-pt jump shot from 20 ft (assist by I. Briscoe),79,79
334,4,9:36.0,D. Sabonis makes 2-pt layup from 2 ft (assist by D. Collison),,81,79
335,4,9:21.0,,T. Ross misses 2-pt layup from 3 ft,81,79
336,4,9:18.0,,Offensive rebound by T. Ross,81,79
337,4,9:15.0,,T. Ross makes 2-pt jump shot from 14 ft,81,81
338,4,9:01.0,Turnover by D. Collison (bad pass; steal by T. Ross),,81,81
339,4,8:59.0,,T. Ross makes 2-pt dunk from 1 ft,81,83
340,4,8:46.0,B. Bogdanović misses 2-pt hook shot from 3 ft,,81,83
341,4,8:46.0,Offensive rebound by T. Leaf,,81,83
342,4,8:40.0,Turnover by T. Leaf (bad pass; steal by T. Ross),,81,83
343,4,8:38.0,,Shooting foul by E. Sumner (drawn by T. Ross),81,83
344,4,8:38.0,,T. Ross makes free throw 1 of 2,81,84
345,4,8:38.0,,T. Ross makes free throw 2 of 2,81,85
346,4,8:38.0,Indiana full timeout,,81,85
347,4,8:38.0,T. Young enters the game for T. Leaf,,81,85
348,4,8:23.0,D. Sabonis misses 2-pt hook shot from 6 ft (block by M. Bamba),,81,85
349,4,8:23.0,Offensive rebound by Team,,81,85
350,4,8:22.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by E. Sumner),,83,85
351,4,8:22.0,,Violation by Team (def goaltending),83,85
352,4,8:06.0,,T. Ross misses 2-pt jump shot from 19 ft,83,85
353,4,8:03.0,Defensive rebound by B. Bogdanović,,83,85
354,4,8:00.0,Personal foul by E. Fournier (drawn by B. Bogdanović),,83,85
355,4,8:00.0,C. Joseph enters the game for D. Sabonis,,83,85
356,4,8:00.0,M. Turner enters the game for E. Sumner,,83,85
357,4,7:52.0,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by T. Young),,85,85
358,4,7:36.0,,A. Gordon makes 2-pt jump shot from 20 ft,85,87
359,4,7:22.0,Personal foul by M. Bamba (drawn by B. Bogdanović),,85,87
360,4,7:08.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,85,87
361,4,7:06.0,,Defensive rebound by T. Ross,85,87
362,4,6:51.0,,Turnover by E. Fournier (bad pass; steal by T. Young),85,87
363,4,6:49.0,Personal foul by I. Briscoe (drawn by B. Bogdanović),,85,87
364,4,6:49.0,,J. Isaac enters the game for M. Bamba,85,87
365,4,6:49.0,,N. Vučević enters the game for A. Gordon,85,87
366,4,6:37.0,D. Collison misses 2-pt jump shot from 20 ft,,85,87
367,4,6:33.0,,Defensive rebound by T. Ross,85,87
368,4,6:22.0,,T. Ross misses 3-pt jump shot from 26 ft,85,87
369,4,6:17.0,Defensive rebound by T. Young,,85,87
370,4,6:01.0,M. Turner makes 2-pt jump shot from 19 ft (assist by C. Joseph),,87,87
371,4,5:46.0,,J. Isaac makes 2-pt layup from 3 ft (assist by N. Vučević),87,89
372,4,5:22.0,M. Turner makes 2-pt dunk from 2 ft (assist by D. Collison),,89,89
373,4,5:08.0,,N. Vučević makes 2-pt hook shot from 7 ft (assist by I. Briscoe),89,91
374,4,4:50.0,Offensive foul by T. Young (drawn by J. Isaac),,89,91
375,4,4:50.0,Turnover by T. Young (offensive foul),,89,91
376,4,4:50.0,,D. Augustin enters the game for I. Briscoe,89,91
377,4,4:50.0,,A. Gordon enters the game for T. Ross,89,91
378,4,4:39.0,,E. Fournier misses 2-pt jump shot from 21 ft,89,91
379,4,4:37.0,Defensive rebound by B. Bogdanović,,89,91
380,4,4:37.0,Indiana full timeout,,89,91
381,4,4:25.0,D. Collison misses 2-pt jump shot from 18 ft,,89,91
