,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
0,1,11:40.0,,R. Hood makes 2-pt jump shot from 16 ft,0,2
1,1,11:13.0,E. Mudiay misses 2-pt jump shot from 17 ft,,0,2
2,1,11:12.0,Offensive rebound by E. Freedom,,0,2
3,1,11:12.0,E. Freedom makes 2-pt layup at rim,,2,2
4,1,10:56.0,,Shooting foul by N. Vonleh (drawn by C. Osman),2,2
5,1,10:56.0,,C. Osman makes free throw 1 of 2,2,3
6,1,10:56.0,,C. Osman makes free throw 2 of 2,2,4
7,1,10:42.0,E. Mudiay makes 2-pt jump shot from 14 ft,,4,4
8,1,10:26.0,,C. Osman misses 3-pt jump shot from 25 ft,4,4
9,1,10:24.0,,Offensive rebound by A. Burks,4,4
10,1,10:17.0,,C. Frye misses 3-pt jump shot from 26 ft,4,4
11,1,10:09.0,Defensive rebound by E. Mudiay,,4,4
12,1,10:02.0,E. Mudiay makes 2-pt jump shot from 4 ft,,6,4
13,1,9:42.0,,R. Hood makes 2-pt jump shot from 4 ft,6,6
14,1,9:34.0,E. Mudiay misses 3-pt jump shot from 26 ft,,6,6
15,1,9:34.0,,Defensive rebound by C. Osman,6,6
16,1,9:19.0,,C. Sexton makes 2-pt jump shot from 9 ft,6,8
17,1,8:58.0,E. Freedom makes 2-pt layup from 1 ft,,8,8
18,1,8:50.0,,Personal foul by K. Knox (drawn by C. Frye),8,8
19,1,8:45.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by C. Frye),8,11
20,1,8:29.0,Personal foul by C. Sexton (drawn by E. Mudiay),,8,11
21,1,8:26.0,Personal foul by R. Hood (drawn by K. Knox),,8,11
22,1,8:17.0,E. Mudiay misses 2-pt layup from 2 ft,,8,11
23,1,8:15.0,Offensive rebound by T. Hardaway,,8,11
24,1,8:13.0,T. Hardaway misses 3-pt jump shot from 25 ft,,8,11
25,1,8:13.0,Offensive rebound by Team,,8,11
26,1,8:11.0,T. Hardaway misses 2-pt jump shot from 12 ft,,8,11
27,1,8:11.0,,Defensive rebound by Team,8,11
28,1,8:11.0,Loose ball foul by E. Freedom (drawn by C. Frye),,8,11
29,1,7:57.0,,C. Frye misses 3-pt jump shot from 25 ft,8,11
30,1,7:54.0,Defensive rebound by K. Knox,,8,11
31,1,7:47.0,E. Mudiay misses 3-pt jump shot from 24 ft,,8,11
32,1,7:45.0,,Defensive rebound by C. Frye,8,11
33,1,7:39.0,,A. Burks misses 3-pt jump shot from 25 ft,8,11
34,1,7:37.0,Defensive rebound by K. Knox,,8,11
35,1,7:31.0,K. Knox misses 3-pt jump shot from 27 ft,,8,11
36,1,7:28.0,,Defensive rebound by A. Burks,8,11
37,1,7:23.0,,C. Sexton misses 2-pt jump shot from 20 ft,8,11
38,1,7:20.0,Defensive rebound by E. Mudiay,,8,11
39,1,7:13.0,E. Mudiay misses 2-pt layup from 3 ft,,8,11
40,1,7:11.0,,Defensive rebound by C. Sexton,8,11
41,1,7:04.0,,C. Sexton makes 2-pt jump shot from 1 ft,8,13
42,1,6:59.0,New York full timeout,,8,13
43,1,6:46.0,K. Knox makes 3-pt jump shot from 26 ft (assist by N. Vonleh),,11,13
44,1,6:30.0,,R. Hood misses 3-pt jump shot from 25 ft,11,13
45,1,6:27.0,Defensive rebound by E. Freedom,,11,13
46,1,6:09.0,E. Freedom misses 2-pt hook shot from 10 ft,,11,13
47,1,6:06.0,,Defensive rebound by C. Frye,11,13
48,1,5:48.0,,C. Sexton makes 2-pt layup from 1 ft,11,15
49,1,5:41.0,K. Knox makes 2-pt dunk from 2 ft (assist by E. Mudiay),,13,15
50,1,5:21.0,,C. Frye misses 3-pt jump shot from 25 ft,13,15
51,1,5:18.0,Defensive rebound by N. Vonleh,,13,15
52,1,5:18.0,Turnover by N. Vonleh (out of bounds lost ball),,13,15
53,1,5:18.0,F. Ntilikina enters the game for E. Freedom,,13,15
54,1,5:18.0,M. Robinson enters the game for E. Mudiay,,13,15
55,1,5:18.0,,J. Clarkson enters the game for A. Burks,13,15
56,1,5:18.0,,L. Nance enters the game for C. Frye,13,15
57,1,5:10.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by C. Osman),13,18
58,1,4:57.0,Shooting foul by J. Clarkson (drawn by T. Hardaway),,13,18
59,1,4:57.0,T. Hardaway makes free throw 1 of 2,,14,18
60,1,4:57.0,T. Hardaway makes free throw 2 of 2,,15,18
61,1,4:46.0,,J. Clarkson misses 3-pt jump shot from 27 ft,15,18
62,1,4:41.0,,Offensive rebound by L. Nance,15,18
63,1,4:29.0,,C. Sexton misses 2-pt jump shot from 8 ft,15,18
64,1,4:26.0,Defensive rebound by T. Hardaway,,15,18
65,1,4:23.0,T. Hardaway misses 2-pt layup from 3 ft,,15,18
66,1,4:17.0,,Defensive rebound by R. Hood,15,18
67,1,4:14.0,,R. Hood makes 2-pt layup from 1 ft,15,20
68,1,4:14.0,,Shooting foul by T. Hardaway (drawn by R. Hood),15,20
69,1,4:14.0,,M. Dellavedova enters the game for C. Osman,15,20
70,1,4:14.0,,D. Nwaba enters the game for C. Sexton,15,20
71,1,4:14.0,,R. Hood makes free throw 1 of 1,15,21
72,1,4:05.0,T. Hardaway makes 3-pt jump shot from 29 ft (assist by F. Ntilikina),,18,21
73,1,3:54.0,,R. Hood misses 3-pt jump shot from 27 ft,18,21
74,1,3:52.0,Defensive rebound by T. Hardaway,,18,21
75,1,3:44.0,T. Hardaway misses 2-pt jump shot from 3 ft,,18,21
76,1,3:41.0,,Defensive rebound by L. Nance,18,21
77,1,3:41.0,,D. Nwaba misses 2-pt layup from 1 ft (block by F. Ntilikina),18,21
78,1,3:39.0,,Offensive rebound by L. Nance,18,21
79,1,3:35.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. Nance),18,24
80,1,3:20.0,F. Ntilikina misses 3-pt jump shot from 23 ft,,18,24
81,1,3:16.0,,Defensive rebound by J. Clarkson,18,24
82,1,3:09.0,,J. Clarkson makes 2-pt layup from 1 ft,18,26
83,1,3:01.0,New York full timeout,,18,26
84,1,3:01.0,D. Dotson enters the game for T. Hardaway,,18,26
85,1,3:01.0,L. Kornet enters the game for N. Vonleh,,18,26
86,1,3:01.0,,J. Jones enters the game for R. Hood,18,26
87,1,2:53.0,Shooting foul by J. Jones (drawn by K. Knox),,18,26
88,1,2:53.0,K. Knox makes free throw 1 of 2,,19,26
89,1,2:53.0,K. Knox makes free throw 2 of 2,,20,26
90,1,2:39.0,,J. Clarkson makes 2-pt jump shot from 14 ft (assist by M. Dellavedova),20,28
91,1,2:29.0,F. Ntilikina misses 2-pt jump shot from 8 ft,,20,28
92,1,2:28.0,Offensive rebound by M. Robinson,,20,28
93,1,2:27.0,M. Robinson misses 2-pt layup from 4 ft,,20,28
94,1,2:27.0,,Defensive rebound by M. Dellavedova,20,28
95,1,2:14.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by J. Clarkson),20,31
96,1,2:02.0,K. Knox misses 2-pt jump shot from 16 ft,,20,31
97,1,2:00.0,,Defensive rebound by M. Dellavedova,20,31
98,1,1:53.0,,J. Clarkson makes 2-pt jump shot from 12 ft,20,33
99,1,1:37.0,K. Knox makes 3-pt jump shot from 24 ft (assist by F. Ntilikina),,23,33
100,1,1:23.0,,D. Nwaba misses 2-pt layup from 1 ft,23,33
101,1,1:20.0,,Offensive rebound by L. Nance,23,33
102,1,1:12.0,,Def 3 sec tech foul by Team,23,33
103,1,1:12.0,,J. Clarkson makes technical free throw,23,34
104,1,0:59.0,,D. Nwaba makes 3-pt jump shot from 24 ft (assist by L. Nance),23,37
105,1,0:48.0,Turnover by F. Ntilikina (lost ball; steal by D. Nwaba),,23,37
106,1,0:46.0,,Shooting foul by K. Knox (drawn by D. Nwaba),23,37
