,QUARTER,TIME_REMAINING,UTAH_ACTION,SACRAMENTO_ACTION,UTAH_SCORE,SACRAMENTO_SCORE
0,1,11:35.0,R. O'Neale misses 3-pt jump shot from 25 ft,,0,0
1,1,11:32.0,,Defensive rebound by N. Bjelica,0,0
2,1,11:25.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by D. Fox),0,3
3,1,11:16.0,Personal foul by B. Bogdanović (drawn by R. O'Neale),,0,3
4,1,11:09.0,J. Crowder misses 3-pt jump shot from 24 ft,,0,3
5,1,11:06.0,,Defensive rebound by B. Bogdanović,0,3
6,1,11:01.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,0,5
7,1,10:48.0,Turnover by R. O'Neale (back court),,0,5
8,1,10:36.0,,B. Bogdanović makes 2-pt jump shot from 18 ft,0,7
9,1,10:08.0,Turnover by Team (shot clock),,0,7
10,1,10:03.0,,Turnover by D. Fox (bad pass),0,7
11,1,9:52.0,Turnover by R. Rubio (out of bounds lost ball),,0,7
12,1,9:43.0,,D. Fox misses 2-pt jump shot from 8 ft,0,7
13,1,9:40.0,,Offensive rebound by B. Hield,0,7
14,1,9:40.0,,B. Hield misses 2-pt layup from 1 ft,0,7
15,1,9:39.0,Defensive rebound by R. Rubio,,0,7
16,1,9:35.0,J. Crowder makes 2-pt layup from 3 ft (assist by J. Ingles),,2,7
17,1,9:23.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,2,7
18,1,9:19.0,Defensive rebound by R. Gobert,,2,7
19,1,9:14.0,R. Rubio makes 2-pt jump shot from 17 ft (assist by J. Crowder),,4,7
20,1,8:52.0,,N. Bjelica makes 2-pt hook shot from 8 ft,4,9
21,1,8:29.0,R. Rubio makes 2-pt layup from 2 ft,,6,9
22,1,8:13.0,,B. Hield makes 2-pt dunk from 1 ft (assist by B. Bogdanović),6,11
23,1,7:48.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by R. Gobert),,9,11
24,1,7:32.0,,W. Cauley-Stein misses 2-pt jump shot from 10 ft,9,11
25,1,7:29.0,Defensive rebound by R. Gobert,,9,11
26,1,7:21.0,R. Rubio makes 2-pt layup from 2 ft,,11,11
27,1,7:20.0,,Turnover by N. Bjelica (bad pass),11,11
28,1,7:20.0,A. Burks enters the game for R. O'Neale,,11,11
29,1,7:03.0,R. Rubio misses 3-pt jump shot from 22 ft,,11,11
30,1,7:01.0,,Defensive rebound by W. Cauley-Stein,11,11
31,1,6:56.0,,Personal foul by A. Burks (drawn by W. Cauley-Stein),11,11
32,1,6:56.0,,Sacramento full timeout,11,11
33,1,6:56.0,D. Exum enters the game for J. Crowder,,11,11
34,1,6:56.0,D. Favors enters the game for J. Ingles,,11,11
35,1,6:56.0,,M. Bagley enters the game for N. Bjelica,11,11
36,1,6:56.0,,F. Mason enters the game for D. Fox,11,11
37,1,6:43.0,,B. Hield makes 2-pt jump shot from 15 ft,11,13
38,1,6:33.0,Personal foul by B. Hield (drawn by A. Burks),,11,13
39,1,6:23.0,D. Exum makes 2-pt dunk from 1 ft (assist by R. Gobert),,13,13
40,1,6:05.0,,Shooting foul by R. Gobert (drawn by B. Bogdanović),13,13
41,1,6:05.0,,B. Bogdanović makes free throw 1 of 2,13,14
42,1,6:05.0,,B. Bogdanović makes free throw 2 of 2,13,15
43,1,5:49.0,A. Burks misses 3-pt jump shot from 25 ft,,13,15
44,1,5:47.0,Offensive rebound by R. Gobert,,13,15
45,1,5:46.0,R. Gobert misses 2-pt layup from 2 ft,,13,15
46,1,5:46.0,Offensive rebound by D. Favors,,13,15
47,1,5:46.0,D. Favors misses 2-pt layup at rim,,13,15
48,1,5:46.0,Offensive rebound by R. Gobert,,13,15
49,1,5:46.0,Shooting foul by W. Cauley-Stein (drawn by R. Gobert),,13,15
50,1,5:46.0,R. Gobert makes free throw 1 of 2,,14,15
51,1,5:46.0,R. Gobert misses free throw 2 of 2,,14,15
52,1,5:41.0,,Defensive rebound by W. Cauley-Stein,14,15
53,1,5:29.0,,W. Cauley-Stein makes 2-pt hook shot from 5 ft (assist by F. Mason),14,17
54,1,5:17.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by R. Gobert),,17,17
55,1,5:04.0,,B. Bogdanović makes 2-pt layup from 3 ft,17,19
56,1,4:46.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Favors),,19,19
57,1,4:27.0,,Turnover by W. Cauley-Stein (traveling),19,19
58,1,4:27.0,J. Crowder enters the game for R. Gobert,,19,19
59,1,4:27.0,,H. Giles enters the game for W. Cauley-Stein,19,19
60,1,4:15.0,R. Rubio makes 2-pt layup from 2 ft,,21,19
61,1,4:15.0,,Sacramento full timeout,21,19
62,1,4:01.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by F. Mason),21,22
63,1,3:45.0,R. Rubio makes 2-pt jump shot from 14 ft,,23,22
64,1,3:32.0,,Turnover by B. Hield (lost ball; steal by D. Favors),23,22
65,1,3:27.0,Turnover by A. Burks (bad pass; steal by H. Giles),,23,22
66,1,3:23.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),23,25
67,1,3:21.0,Utah full timeout,,23,25
68,1,3:21.0,J. Ingles enters the game for A. Burks,,23,25
69,1,3:21.0,R. Neto enters the game for R. Rubio,,23,25
70,1,3:21.0,,D. Fox enters the game for B. Bogdanović,23,25
71,1,3:21.0,,J. Jackson enters the game for F. Mason,23,25
72,1,2:58.0,J. Crowder misses 3-pt jump shot from 25 ft,,23,25
73,1,2:56.0,,Defensive rebound by J. Jackson,23,25
74,1,2:45.0,,H. Giles misses 2-pt hook shot from 8 ft,23,25
75,1,2:43.0,Defensive rebound by J. Crowder,,23,25
76,1,2:33.0,Turnover by D. Favors (bad pass; steal by D. Fox),,23,25
77,1,2:30.0,,Turnover by H. Giles (bad pass; steal by J. Ingles),23,25
78,1,2:26.0,J. Crowder makes 2-pt layup from 2 ft (assist by J. Ingles),,25,25
79,1,2:26.0,Shooting foul by H. Giles (drawn by J. Crowder),,25,25
80,1,2:26.0,J. Crowder makes free throw 1 of 1,,26,25
81,1,2:10.0,,Personal foul by D. Favors (drawn by M. Bagley),26,25
82,1,2:04.0,,H. Giles misses 2-pt dunk from 2 ft (block by D. Favors),26,25
83,1,2:01.0,Defensive rebound by R. Neto,,26,25
84,1,1:55.0,D. Exum makes 2-pt layup from 3 ft (assist by J. Crowder),,28,25
85,1,1:41.0,,M. Bagley misses 3-pt jump shot from 25 ft,28,25
86,1,1:36.0,,Offensive rebound by H. Giles,28,25
87,1,1:36.0,,H. Giles misses 2-pt layup from 1 ft,28,25
88,1,1:36.0,Defensive rebound by R. Neto,,28,25
89,1,1:18.0,Turnover by R. Neto (bad pass; steal by H. Giles),,28,25
90,1,1:01.0,,Personal foul by R. Neto (drawn by B. Hield),28,25
91,1,1:01.0,R. O'Neale enters the game for D. Exum,,28,25
92,1,1:01.0,,W. Cauley-Stein enters the game for H. Giles,28,25
93,1,0:55.0,,W. Cauley-Stein misses 2-pt layup from 6 ft (block by D. Favors),28,25
94,1,0:55.0,Defensive rebound by Team,,28,25
95,1,0:55.0,D. Exum enters the game for R. Neto,,28,25
96,1,0:39.0,J. Crowder makes 2-pt hook shot from 7 ft (assist by J. Ingles),,30,25
97,1,0:31.0,,Shooting foul by R. O'Neale (drawn by M. Bagley),30,25
98,1,0:31.0,,M. Bagley misses free throw 1 of 2,30,25
99,1,0:31.0,,Offensive rebound by Team,30,25
100,1,0:31.0,,M. Bagley makes free throw 2 of 2,30,26
101,1,0:18.0,R. O'Neale misses 2-pt layup from 4 ft,,30,26
102,1,0:15.0,Offensive rebound by R. O'Neale,,30,26
103,1,0:11.0,D. Exum misses 2-pt layup from 2 ft,,30,26
104,1,0:08.0,,Defensive rebound by W. Cauley-Stein,30,26
105,1,0:03.0,,Turnover by D. Fox (lost ball; steal by D. Favors),30,26
106,1,0:01.0,Turnover by J. Ingles (out of bounds lost ball),,30,26
107,2,11:46.0,,D. Fox makes 2-pt layup from 2 ft,30,28
108,2,11:37.0,D. Exum misses 2-pt layup from 4 ft,,30,28
109,2,11:35.0,,Defensive rebound by M. Bagley,30,28
110,2,11:32.0,,Personal foul by D. Exum (drawn by D. Fox),30,28
111,2,11:26.0,,Turnover by B. Bogdanović (bad pass; steal by D. Exum),30,28
112,2,11:17.0,J. Crowder makes 2-pt jump shot from 21 ft (assist by D. Exum),,32,28
113,2,11:01.0,,B. Bogdanović misses 2-pt layup from 5 ft,32,28
114,2,11:00.0,,Offensive rebound by B. Bogdanović,32,28
115,2,11:00.0,,Shooting foul by J. Ingles (drawn by M. Bagley),32,28
116,2,11:00.0,,M. Bagley misses free throw 1 of 2,32,28
117,2,11:00.0,,Offensive rebound by Team,32,28
118,2,11:00.0,,M. Bagley makes free throw 2 of 2,32,29
119,2,10:43.0,Turnover by D. Favors (lost ball; steal by B. Bogdanović),,32,29
120,2,10:41.0,,Personal foul by D. Exum (drawn by D. Fox),32,29
121,2,10:41.0,A. Burks enters the game for J. Crowder,,32,29
122,2,10:41.0,T. Sefolosha enters the game for D. Exum,,32,29
123,2,10:41.0,,N. Bjelica enters the game for M. Bagley,32,29
124,2,10:27.0,,D. Fox misses 2-pt jump shot from 11 ft,32,29
125,2,10:24.0,Defensive rebound by D. Favors,,32,29
126,2,10:13.0,Turnover by A. Burks (traveling),,32,29
127,2,10:02.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),32,32
128,2,9:54.0,R. Neto misses 2-pt layup from 2 ft (block by D. Fox),,32,32
129,2,9:50.0,Offensive rebound by D. Favors,,32,32
130,2,9:48.0,A. Burks makes 2-pt layup from 2 ft (assist by D. Favors),,34,32
131,2,9:36.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,34,32
132,2,9:34.0,Defensive rebound by D. Favors,,34,32
133,2,9:26.0,J. Ingles makes 2-pt layup from 2 ft,,36,32
134,2,9:16.0,,Turnover by N. Bjelica (traveling),36,32
135,2,8:57.0,J. Ingles makes 2-pt layup from 2 ft,,38,32
136,2,8:57.0,,Sacramento full timeout,38,32
137,2,8:57.0,R. O'Neale enters the game for J. Ingles,,38,32
138,2,8:57.0,R. Rubio enters the game for R. Neto,,38,32
139,2,8:47.0,,N. Bjelica makes 2-pt layup from 3 ft (assist by W. Cauley-Stein),38,34
140,2,8:26.0,R. O'Neale misses 3-pt jump shot from 22 ft,,38,34
141,2,8:22.0,,Defensive rebound by J. Jackson,38,34
142,2,8:07.0,,D. Fox makes 3-pt jump shot from 26 ft,38,37
143,2,7:44.0,D. Favors misses 2-pt hook shot from 4 ft,,38,37
144,2,7:42.0,Offensive rebound by D. Favors,,38,37
