,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
193,2,3:57.0,Shooting foul by R. Arcidiacono (drawn by S. Curry),,75,48
194,2,3:57.0,S. Curry makes free throw 1 of 1,,76,48
195,2,3:40.0,,Z. LaVine misses 2-pt jump shot from 6 ft (block by J. Bell),76,48
196,2,3:35.0,Defensive rebound by J. Bell,,76,48
197,2,3:33.0,Shooting foul by Z. LaVine (drawn by S. Curry),,76,48
198,2,3:33.0,S. Curry makes free throw 1 of 2,,77,48
199,2,3:33.0,S. Curry makes free throw 2 of 2,,78,48
200,2,2:56.0,,Z. LaVine misses 3-pt jump shot from 25 ft,78,48
201,2,2:55.0,Defensive rebound by K. Durant,,78,48
202,2,2:55.0,Golden State full timeout,,78,48
203,2,2:55.0,D. Green enters the game for J. Bell,,78,48
204,2,2:55.0,,C. Payne enters the game for R. Arcidiacono,78,48
205,2,2:50.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,81,48
206,2,2:33.0,,S. Harrison misses 2-pt layup from 2 ft,81,48
207,2,2:33.0,Defensive rebound by D. Green,,81,48
208,2,2:28.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,83,48
209,2,2:15.0,,W. Carter misses 2-pt layup from 2 ft,83,48
210,2,2:15.0,Defensive rebound by D. Green,,83,48
211,2,2:05.0,Shooting foul by S. Harrison (drawn by K. Thompson),,83,48
212,2,2:05.0,K. Thompson makes free throw 1 of 2,,84,48
213,2,2:05.0,K. Thompson makes free throw 2 of 2,,85,48
214,2,1:42.0,,Shooting foul by S. Curry (drawn by S. Harrison),85,48
215,2,1:42.0,,S. Harrison misses free throw 1 of 2,85,48
216,2,1:42.0,,Offensive rebound by Team,85,48
217,2,1:42.0,,S. Harrison misses free throw 2 of 2,85,48
218,2,1:39.0,Defensive rebound by A. McKinnie,,85,48
219,2,1:22.0,K. Thompson misses 3-pt jump shot from 24 ft,,85,48
220,2,1:20.0,,Defensive rebound by Z. LaVine,85,48
221,2,1:17.0,,S. Harrison misses 3-pt jump shot from 24 ft,85,48
222,2,1:16.0,,Offensive rebound by Z. LaVine,85,48
223,2,1:14.0,,Turnover by Z. LaVine (bad pass; steal by K. Thompson),85,48
224,2,1:08.0,A. McKinnie makes 2-pt layup from 1 ft (assist by D. Green),,87,48
225,2,1:08.0,Shooting foul by W. Carter (drawn by A. McKinnie),,87,48
226,2,1:08.0,,J. Parker enters the game for S. Harrison,87,48
227,2,1:08.0,A. McKinnie misses free throw 1 of 1,,87,48
228,2,1:05.0,,Defensive rebound by J. Parker,87,48
229,2,0:49.0,,C. Payne makes 2-pt layup from 2 ft,87,50
230,2,0:38.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,90,50
231,2,0:30.0,,J. Parker misses 3-pt jump shot from 26 ft,90,50
232,2,0:26.0,Defensive rebound by S. Curry,,90,50
233,2,0:26.0,Personal foul by Z. LaVine (drawn by S. Curry),,90,50
234,2,0:26.0,S. Curry makes free throw 1 of 2,,91,50
235,2,0:26.0,S. Curry makes free throw 2 of 2,,92,50
236,2,0:03.0,,Turnover by Z. LaVine (lost ball; steal by K. Durant),92,50
237,2,0:01.0,Turnover by K. Thompson (dbl dribble),,92,50
238,2,0:00.0,,Z. LaVine misses 3-pt jump shot from 26 ft,92,50
239,2,0:00.0,,Offensive rebound by Team,92,50
240,3,11:37.0,,J. Holiday misses 3-pt jump shot from 26 ft,92,50
241,3,11:34.0,Defensive rebound by D. Jones,,92,50
242,3,11:10.0,K. Thompson makes 2-pt jump shot from 17 ft,,94,50
243,3,10:59.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by W. Carter),94,52
244,3,10:59.0,,Shooting foul by D. Jones (drawn by Z. LaVine),94,52
245,3,10:59.0,,Z. LaVine makes free throw 1 of 1,94,53
246,3,10:46.0,D. Jones makes 2-pt dunk from 1 ft (assist by K. Durant),,96,53
247,3,10:34.0,,W. Carter makes 2-pt jump shot from 12 ft (assist by J. Holiday),96,55
248,3,10:09.0,K. Durant makes 3-pt jump shot from 26 ft,,99,55
249,3,9:51.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by W. Carter),99,58
250,3,9:41.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),,102,58
251,3,9:18.0,,C. Hutchison misses 3-pt jump shot from 24 ft,102,58
252,3,9:14.0,Defensive rebound by S. Curry,,102,58
253,3,9:05.0,K. Thompson misses 2-pt jump shot from 16 ft,,102,58
254,3,8:58.0,,Defensive rebound by Z. LaVine,102,58
255,3,8:54.0,,J. Holiday misses 3-pt jump shot from 26 ft,102,58
256,3,8:49.0,Defensive rebound by K. Thompson,,102,58
257,3,8:40.0,K. Thompson misses 3-pt jump shot from 25 ft,,102,58
258,3,8:37.0,,Defensive rebound by W. Carter,102,58
259,3,8:30.0,,Z. LaVine misses 3-pt jump shot from 29 ft,102,58
260,3,8:27.0,,Offensive rebound by W. Carter,102,58
261,3,8:18.0,,C. Payne makes 3-pt jump shot from 25 ft,102,61
262,3,8:03.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,105,61
263,3,8:02.0,,Chicago full timeout,105,61
264,3,7:50.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by W. Carter),105,63
265,3,7:31.0,K. Thompson misses 3-pt jump shot from 26 ft,,105,63
266,3,7:27.0,,Defensive rebound by Z. LaVine,105,63
267,3,7:20.0,,Z. LaVine misses 2-pt jump shot from 4 ft (block by D. Green),105,63
268,3,7:16.0,Defensive rebound by S. Curry,,105,63
269,3,7:12.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,108,63
270,3,7:04.0,,Shooting foul by D. Jones (drawn by C. Payne),108,63
271,3,7:04.0,,C. Payne makes free throw 1 of 2,108,64
272,3,7:04.0,,C. Payne makes free throw 2 of 2,108,65
273,3,6:50.0,K. Thompson misses 3-pt jump shot from 25 ft,,108,65
274,3,6:50.0,,Defensive rebound by W. Carter,108,65
275,3,6:39.0,,Turnover by J. Holiday (lost ball; steal by D. Jones),108,65
276,3,6:35.0,K. Thompson misses 3-pt jump shot from 26 ft,,108,65
277,3,6:31.0,,Defensive rebound by Z. LaVine,108,65
278,3,6:24.0,,C. Payne misses 2-pt layup from 2 ft,108,65
279,3,6:22.0,Defensive rebound by S. Curry,,108,65
280,3,6:17.0,K. Thompson misses 3-pt jump shot from 26 ft,,108,65
281,3,6:15.0,,Defensive rebound by W. Carter,108,65
282,3,6:06.0,,W. Carter makes 2-pt jump shot from 16 ft (assist by C. Payne),108,67
283,3,5:40.0,K. Thompson makes 2-pt jump shot from 5 ft,,110,67
284,3,5:22.0,,Z. LaVine makes 2-pt layup from 2 ft,110,69
285,3,5:10.0,K. Thompson misses 3-pt jump shot from 26 ft,,110,69
286,3,5:06.0,,Defensive rebound by Z. LaVine,110,69
287,3,5:01.0,,Turnover by Z. LaVine (lost ball; steal by D. Green),110,69
288,3,4:53.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Durant),,113,69
289,3,4:53.0,,Chicago full timeout,113,69
290,3,4:53.0,J. Bell enters the game for S. Curry,,113,69
291,3,4:53.0,Q. Cook enters the game for K. Durant,,113,69
292,3,4:53.0,J. Jerebko enters the game for D. Green,,113,69
293,3,4:53.0,A. McKinnie enters the game for D. Jones,,113,69
294,3,4:53.0,,R. Arcidiacono enters the game for C. Hutchison,113,69
295,3,4:53.0,,A. Blakeney enters the game for Z. LaVine,113,69
296,3,4:53.0,,J. Parker enters the game for C. Payne,113,69
297,3,4:36.0,,W. Carter makes 2-pt dunk from 1 ft (assist by J. Holiday),113,71
298,3,4:36.0,,Shooting foul by J. Bell (drawn by W. Carter),113,71
299,3,4:36.0,,W. Carter makes free throw 1 of 1,113,72
300,3,4:12.0,A. McKinnie misses 2-pt jump shot from 19 ft,,113,72
301,3,4:09.0,,Defensive rebound by J. Parker,113,72
302,3,4:05.0,,Personal foul by J. Jerebko (drawn by J. Holiday),113,72
303,3,4:05.0,J. Evans enters the game for K. Thompson,,113,72
304,3,3:56.0,,A. Blakeney makes 2-pt layup from 2 ft,113,74
305,3,3:36.0,Q. Cook misses 2-pt jump shot from 5 ft,,113,74
306,3,3:30.0,Offensive rebound by A. McKinnie,,113,74
307,3,3:30.0,A. McKinnie makes 2-pt layup at rim,,115,74
308,3,3:23.0,,A. Blakeney makes 3-pt jump shot from 23 ft (assist by J. Holiday),115,77
309,3,3:10.0,J. Evans misses 2-pt layup from 2 ft,,115,77
310,3,3:10.0,,Defensive rebound by Team,115,77
311,3,3:01.0,,Turnover by J. Holiday (bad pass; steal by J. Bell),115,77
312,3,2:46.0,Q. Cook misses 3-pt jump shot from 26 ft,,115,77
313,3,2:40.0,,Defensive rebound by W. Carter,115,77
314,3,2:31.0,,A. Blakeney misses 2-pt jump shot from 21 ft,115,77
315,3,2:30.0,,Offensive rebound by Team,115,77
316,3,2:30.0,Loose ball foul by A. McKinnie (drawn by W. Carter),,115,77
317,3,2:30.0,,W. Carter makes free throw 1 of 2,115,78
318,3,2:30.0,,S. Harrison enters the game for J. Holiday,115,78
319,3,2:30.0,,W. Carter makes free throw 2 of 2,115,79
320,3,2:16.0,Turnover by J. Jerebko (lost ball; steal by W. Carter),,115,79
321,3,2:10.0,,S. Harrison makes 2-pt layup from 1 ft (assist by J. Parker),115,81
322,3,1:53.0,J. Bell misses 2-pt jump shot from 20 ft,,115,81
323,3,1:51.0,,Defensive rebound by S. Harrison,115,81
324,3,1:45.0,,S. Harrison makes 2-pt jump shot from 7 ft,115,83
325,3,1:29.0,Q. Cook makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,118,83
326,3,1:04.0,,A. Blakeney misses 2-pt layup from 2 ft (block by J. Bell),118,83
327,3,0:57.0,,Offensive rebound by A. Blakeney,118,83
328,3,0:57.0,,A. Blakeney makes 2-pt layup from 1 ft,118,85
329,3,0:50.0,Q. Cook makes 2-pt jump shot from 13 ft,,120,85
330,3,0:43.0,,W. Carter makes 2-pt layup at rim (assist by S. Harrison),120,87
331,3,0:30.0,Shooting foul by W. Carter (drawn by J. Bell),,120,87
332,3,0:30.0,J. Bell misses free throw 1 of 2,,120,87
333,3,0:30.0,Offensive rebound by Team,,120,87
334,3,0:30.0,,C. Felício enters the game for W. Carter,120,87
335,3,0:30.0,J. Bell misses free throw 2 of 2,,120,87
336,3,0:28.0,Offensive rebound by A. McKinnie,,120,87
337,3,0:28.0,A. McKinnie makes 2-pt jump shot from 2 ft,,122,87
338,3,0:28.0,Shooting foul by R. Arcidiacono (drawn by A. McKinnie),,122,87
339,3,0:28.0,A. McKinnie misses free throw 1 of 1,,122,87
340,3,0:28.0,,Defensive rebound by J. Parker,122,87
341,3,0:06.0,,J. Parker makes 2-pt jump shot from 7 ft,122,89
342,3,0:00.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by J. Evans),,125,89
343,4,11:44.0,A. McKinnie misses 2-pt hook shot from 7 ft,,125,89
344,4,11:41.0,,Defensive rebound by A. Blakeney,125,89
345,4,11:29.0,,J. Parker misses 2-pt layup from 2 ft,125,89
346,4,11:27.0,Defensive rebound by K. Looney,,125,89
347,4,11:14.0,Q. Cook makes 2-pt jump shot from 20 ft,,127,89
348,4,11:03.0,,Personal foul by J. Jerebko (drawn by A. Blakeney),127,89
349,4,10:48.0,,J. Parker misses 2-pt jump shot from 21 ft,127,89
350,4,10:45.0,Defensive rebound by J. Jerebko,,127,89
351,4,10:37.0,A. McKinnie misses 3-pt jump shot from 23 ft,,127,89
352,4,10:34.0,Offensive rebound by J. Evans,,127,89
353,4,10:33.0,Q. Cook misses 3-pt jump shot from 26 ft,,127,89
354,4,10:33.0,,Defensive rebound by Team,127,89
355,4,10:32.0,Loose ball foul by A. McKinnie (drawn by J. Parker),,127,89
356,4,10:22.0,,Personal foul by J. Jerebko (drawn by C. Felício),127,89
357,4,10:15.0,,Turnover by S. Harrison (lost ball; steal by J. Jerebko),127,89
358,4,10:09.0,Shooting foul by S. Harrison (drawn by K. Looney),,127,89
359,4,10:09.0,K. Looney makes free throw 1 of 2,,128,89
360,4,10:09.0,J. Bell enters the game for J. Jerebko,,128,89
361,4,10:09.0,K. Looney misses free throw 2 of 2,,128,89
362,4,10:06.0,,Defensive rebound by J. Parker,128,89
363,4,10:02.0,,A. Blakeney makes 3-pt jump shot from 23 ft (assist by J. Parker),128,92
364,4,10:02.0,,Shooting foul by J. Evans (drawn by A. Blakeney),128,92
365,4,10:02.0,,A. Blakeney misses free throw 1 of 1,128,92
366,4,9:55.0,,Offensive rebound by S. Harrison,128,92
367,4,9:54.0,,J. Parker makes 2-pt layup from 1 ft (assist by S. Harrison),128,94
368,4,9:41.0,Shooting foul by A. Blakeney (drawn by A. McKinnie),,128,94
369,4,9:41.0,A. McKinnie misses free throw 1 of 2,,128,94
370,4,9:41.0,Offensive rebound by Team,,128,94
371,4,9:41.0,A. McKinnie makes free throw 2 of 2,,129,94
372,4,9:25.0,,A. Blakeney makes 3-pt jump shot from 26 ft (assist by S. Harrison),129,97
373,4,9:14.0,Q. Cook misses 3-pt jump shot from 26 ft,,129,97
374,4,9:10.0,,Defensive rebound by J. Parker,129,97
375,4,9:07.0,,C. Felício misses 2-pt layup from 2 ft (block by J. Bell),129,97
376,4,9:06.0,,Offensive rebound by C. Felício,129,97
377,4,9:06.0,,C. Felício makes 2-pt layup from 1 ft,129,99
378,4,9:06.0,Golden State full timeout,,129,99
