,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
162,2,4:49.0,,Z. LaVine makes 3-pt jump shot from 25 ft,40,53
163,2,4:33.0,K. Irving makes 2-pt layup from 2 ft,,42,53
164,2,4:33.0,Shooting foul by O. Porter (drawn by K. Irving),,42,53
165,2,4:33.0,G. Hayward enters the game for M. Morris,,42,53
166,2,4:33.0,K. Irving makes free throw 1 of 1,,43,53
167,2,4:20.0,,L. Markkanen makes 2-pt layup from 3 ft (assist by O. Porter),43,55
168,2,4:03.0,A. Horford misses 2-pt jump shot from 16 ft,,43,55
169,2,3:59.0,,Defensive rebound by L. Markkanen,43,55
170,2,3:55.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by L. Markkanen),43,58
171,2,3:35.0,G. Hayward misses 2-pt layup from 3 ft,,43,58
172,2,3:33.0,,Defensive rebound by O. Porter,43,58
173,2,3:29.0,,R. Arcidiacono misses 3-pt jump shot from 27 ft,43,58
174,2,3:26.0,,Offensive rebound by Z. LaVine,43,58
175,2,3:26.0,,Z. LaVine misses 2-pt layup from 1 ft (block by J. Tatum),43,58
176,2,3:26.0,,Offensive rebound by Team,43,58
177,2,3:15.0,,Z. LaVine misses 3-pt jump shot from 28 ft,43,58
178,2,3:14.0,Defensive rebound by Team,,43,58
179,2,3:00.0,K. Irving makes 2-pt layup from 1 ft,,45,58
180,2,2:42.0,,O. Porter misses 2-pt jump shot from 23 ft,45,58
181,2,2:39.0,Defensive rebound by J. Tatum,,45,58
182,2,2:28.0,A. Horford makes 2-pt layup from 1 ft,,47,58
183,2,2:28.0,,Chicago full timeout,47,58
184,2,2:28.0,,K. Dunn enters the game for R. Arcidiacono,47,58
185,2,2:28.0,,R. Lopez enters the game for O. Porter,47,58
186,2,2:07.0,,Z. LaVine makes 2-pt jump shot from 15 ft,47,60
187,2,1:47.0,K. Irving misses 2-pt jump shot from 15 ft,,47,60
188,2,1:44.0,,Defensive rebound by Z. LaVine,47,60
189,2,1:33.0,,Turnover by Z. LaVine (lost ball; steal by K. Irving),47,60
190,2,1:24.0,G. Hayward misses 2-pt jump shot from 22 ft,,47,60
191,2,1:21.0,,Defensive rebound by L. Markkanen,47,60
192,2,1:06.0,,Shooting foul by J. Tatum (drawn by L. Markkanen),47,60
193,2,1:06.0,,L. Markkanen makes free throw 1 of 2,47,61
194,2,1:06.0,,L. Markkanen makes free throw 2 of 2,47,62
195,2,0:55.0,K. Irving makes 3-pt jump shot from 26 ft,,50,62
196,2,0:41.0,,Z. LaVine misses 2-pt layup from 3 ft,50,62
197,2,0:39.0,,Offensive rebound by L. Markkanen,50,62
198,2,0:39.0,,L. Markkanen makes 2-pt layup from 2 ft,50,64
199,2,0:23.0,Shooting foul by R. Lopez (drawn by M. Smart),,50,64
200,2,0:23.0,M. Smart misses free throw 1 of 2,,50,64
201,2,0:23.0,Offensive rebound by Team,,50,64
202,2,0:23.0,J. Brown enters the game for G. Hayward,,50,64
203,2,0:23.0,M. Morris enters the game for J. Tatum,,50,64
204,2,0:23.0,M. Smart makes free throw 2 of 2,,51,64
205,2,0:03.0,,Turnover by Z. LaVine (bad pass; steal by M. Smart),51,64
206,2,0:00.0,K. Irving misses 2-pt jump shot from 10 ft,,51,64
207,2,0:00.0,Offensive rebound by Team,,51,64
208,3,11:48.0,Personal foul by L. Markkanen (drawn by M. Morris),,51,64
209,3,11:34.0,K. Irving makes 2-pt jump shot from 15 ft,,53,64
210,3,11:24.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by R. Lopez),53,66
211,3,11:02.0,J. Tatum misses 2-pt jump shot from 5 ft,,53,66
212,3,11:00.0,,Defensive rebound by R. Lopez,53,66
213,3,10:55.0,,L. Markkanen makes 2-pt jump shot from 4 ft,53,68
214,3,10:41.0,K. Irving misses 3-pt jump shot from 26 ft,,53,68
215,3,10:38.0,Offensive rebound by M. Morris,,53,68
216,3,10:34.0,M. Morris misses 3-pt jump shot from 26 ft,,53,68
217,3,10:31.0,,Defensive rebound by Z. LaVine,53,68
218,3,10:17.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by Z. LaVine),53,70
219,3,9:59.0,M. Morris misses 2-pt layup from 1 ft,,53,70
220,3,9:55.0,,Defensive rebound by S. Harrison,53,70
221,3,9:46.0,,R. Lopez makes 2-pt jump shot from 5 ft (assist by S. Harrison),53,72
222,3,9:34.0,Shooting foul by S. Harrison (drawn by M. Morris),,53,72
223,3,9:34.0,M. Morris makes free throw 1 of 2,,54,72
224,3,9:34.0,M. Morris makes free throw 2 of 2,,55,72
225,3,9:24.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by K. Dunn),55,75
226,3,9:10.0,A. Horford makes 2-pt jump shot from 12 ft (assist by K. Irving),,57,75
227,3,8:51.0,,Shooting foul by K. Irving (drawn by L. Markkanen),57,75
228,3,8:51.0,,L. Markkanen makes free throw 1 of 2,57,76
229,3,8:51.0,,L. Markkanen makes free throw 2 of 2,57,77
230,3,8:41.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,60,77
231,3,8:21.0,,Z. LaVine makes 2-pt layup from 2 ft,60,79
232,3,8:11.0,J. Tatum misses 2-pt jump shot from 5 ft,,60,79
233,3,8:09.0,,Defensive rebound by L. Markkanen,60,79
234,3,8:05.0,,Z. LaVine makes 3-pt jump shot from 27 ft,60,82
235,3,7:45.0,A. Horford misses 2-pt layup from 3 ft,,60,82
236,3,7:41.0,Offensive rebound by M. Morris,,60,82
237,3,7:35.0,M. Morris misses 2-pt jump shot from 13 ft,,60,82
238,3,7:31.0,,Defensive rebound by L. Markkanen,60,82
239,3,7:27.0,,Z. LaVine misses 3-pt jump shot from 29 ft,60,82
240,3,7:23.0,Defensive rebound by M. Morris,,60,82
241,3,7:19.0,A. Horford misses 3-pt jump shot from 25 ft,,60,82
242,3,7:16.0,Offensive rebound by M. Smart,,60,82
243,3,7:16.0,Personal foul by K. Dunn (drawn by M. Smart),,60,82
244,3,7:16.0,J. Brown enters the game for J. Tatum,,60,82
245,3,7:09.0,Turnover by A. Horford (out of bounds lost ball),,60,82
246,3,6:56.0,,Z. LaVine makes 2-pt jump shot from 21 ft (assist by R. Lopez),60,84
247,3,6:55.0,Boston full timeout,,60,84
248,3,6:55.0,G. Hayward enters the game for A. Horford,,60,84
249,3,6:55.0,D. Theis enters the game for M. Smart,,60,84
250,3,6:41.0,K. Irving makes 2-pt jump shot from 11 ft,,62,84
251,3,6:25.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by Z. LaVine),62,87
252,3,6:17.0,J. Brown misses 3-pt jump shot from 22 ft,,62,87
253,3,6:14.0,,Defensive rebound by R. Lopez,62,87
254,3,6:06.0,,Z. LaVine misses 3-pt jump shot from 26 ft,62,87
255,3,6:02.0,Defensive rebound by D. Theis,,62,87
256,3,6:00.0,Personal foul by Z. LaVine (drawn by K. Irving),,62,87
257,3,5:56.0,Shooting foul by K. Dunn (drawn by J. Brown),,62,87
258,3,5:56.0,J. Brown makes free throw 1 of 2,,63,87
259,3,5:56.0,J. Brown makes free throw 2 of 2,,64,87
260,3,5:41.0,,Personal foul by M. Morris (drawn by L. Markkanen),64,87
261,3,5:28.0,,Z. LaVine misses 2-pt jump shot from 21 ft,64,87
262,3,5:25.0,Defensive rebound by D. Theis,,64,87
263,3,5:19.0,D. Theis makes 2-pt layup from 1 ft (assist by K. Irving),,66,87
264,3,5:17.0,,Chicago full timeout,66,87
265,3,5:17.0,,C. Felício enters the game for S. Harrison,66,87
266,3,5:17.0,,W. Selden enters the game for R. Lopez,66,87
267,3,5:02.0,,K. Dunn makes 2-pt jump shot from 12 ft,66,89
268,3,4:48.0,D. Theis makes 2-pt layup from 2 ft (assist by K. Irving),,68,89
269,3,4:27.0,,W. Selden makes 2-pt layup from 6 ft,68,91
270,3,4:15.0,J. Brown misses 3-pt jump shot from 23 ft,,68,91
271,3,4:12.0,,Defensive rebound by L. Markkanen,68,91
272,3,4:08.0,,Turnover by L. Markkanen (lost ball; steal by J. Brown),68,91
273,3,4:04.0,J. Brown makes 2-pt dunk at rim,,70,91
274,3,3:43.0,,L. Markkanen misses 2-pt jump shot from 6 ft (block by G. Hayward),70,91
275,3,3:40.0,Defensive rebound by D. Theis,,70,91
276,3,3:37.0,J. Brown makes 2-pt layup from 5 ft,,72,91
277,3,3:19.0,,Turnover by Z. LaVine (lost ball; steal by J. Brown),72,91
278,3,3:17.0,Personal foul by Z. LaVine (drawn by J. Brown),,72,91
279,3,3:17.0,J. Brown misses free throw 1 of 2,,72,91
280,3,3:17.0,Offensive rebound by Team,,72,91
281,3,3:17.0,,R. Arcidiacono enters the game for Z. LaVine,72,91
282,3,3:17.0,,T. Luwawu-Cabarrot enters the game for L. Markkanen,72,91
283,3,3:17.0,J. Brown misses free throw 2 of 2,,72,91
284,3,3:17.0,Offensive rebound by Team,,72,91
285,3,3:17.0,,Loose ball foul by T. Luwawu-Cabarrot (drawn by M. Morris),72,91
286,3,3:17.0,M. Morris misses free throw 1 of 2,,72,91
287,3,3:17.0,Offensive rebound by Team,,72,91
288,3,3:17.0,M. Morris makes free throw 2 of 2,,73,91
289,3,2:56.0,,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft (block by D. Theis),73,91
290,3,2:53.0,Defensive rebound by J. Brown,,73,91
291,3,2:49.0,J. Brown makes 3-pt jump shot from 26 ft (assist by G. Hayward),,76,91
292,3,2:38.0,,Personal foul by J. Brown (drawn by K. Dunn),76,91
293,3,2:38.0,T. Rozier enters the game for M. Morris,,76,91
294,3,2:27.0,,Turnover by R. Arcidiacono (out of bounds lost ball),76,91
295,3,2:07.0,T. Rozier misses 2-pt layup from 11 ft,,76,91
296,3,2:04.0,Offensive rebound by G. Hayward,,76,91
297,3,2:03.0,G. Hayward makes 2-pt jump shot from 3 ft,,78,91
298,3,1:47.0,,W. Selden makes 3-pt jump shot from 24 ft (assist by K. Dunn),78,94
299,3,1:31.0,T. Rozier misses 3-pt jump shot from 22 ft,,78,94
300,3,1:28.0,,Defensive rebound by C. Felício,78,94
301,3,1:18.0,,K. Dunn misses 2-pt jump shot from 7 ft (block by K. Irving),78,94
302,3,1:16.0,Defensive rebound by D. Theis,,78,94
303,3,1:05.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Theis),,81,94
304,3,0:40.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,81,94
305,3,0:40.0,Defensive rebound by Team,,81,94
306,3,0:26.0,J. Brown misses 2-pt jump shot from 12 ft,,81,94
307,3,0:23.0,,Defensive rebound by C. Felício,81,94
308,3,0:05.0,,K. Dunn misses 2-pt jump shot from 19 ft,81,94
309,3,0:02.0,Defensive rebound by K. Irving,,81,94
310,3,0:00.0,K. Irving misses 2-pt jump shot from 22 ft,,81,94
311,3,0:00.0,Offensive rebound by Team,,81,94
312,4,12:00.0,,Z. LaVine misses 2-pt jump shot from 20 ft,81,94
313,4,11:44.0,Defensive rebound by T. Rozier,,81,94
314,4,11:32.0,T. Rozier misses 2-pt jump shot from 6 ft,,81,94
315,4,11:30.0,,Defensive rebound by R. Arcidiacono,81,94
316,4,11:23.0,,Turnover by W. Selden (bad pass),81,94
317,4,11:06.0,Shooting foul by R. Arcidiacono (drawn by D. Theis),,81,94
318,4,11:06.0,D. Theis makes free throw 1 of 2,,82,94
319,4,11:06.0,D. Theis makes free throw 2 of 2,,83,94
320,4,10:43.0,,R. Arcidiacono misses 2-pt jump shot from 11 ft,83,94
321,4,10:40.0,Defensive rebound by G. Hayward,,83,94
322,4,10:36.0,Personal foul by C. Felício (drawn by G. Hayward),,83,94
323,4,10:36.0,,L. Markkanen enters the game for C. Felício,83,94
324,4,10:24.0,K. Irving makes 3-pt jump shot from 26 ft,,86,94
325,4,10:01.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by Z. LaVine),86,97
326,4,9:46.0,K. Irving misses 3-pt jump shot from 28 ft,,86,97
327,4,9:43.0,,Defensive rebound by L. Markkanen,86,97
328,4,9:33.0,,L. Markkanen misses 3-pt jump shot from 26 ft,86,97
329,4,9:31.0,,Offensive rebound by W. Selden,86,97
330,4,9:28.0,,L. Markkanen makes 2-pt layup from 2 ft (assist by W. Selden),86,99
331,4,9:28.0,,Shooting foul by J. Brown (drawn by L. Markkanen),86,99
332,4,9:28.0,A. Horford enters the game for D. Theis,,86,99
333,4,9:28.0,,R. Lopez enters the game for T. Luwawu-Cabarrot,86,99
334,4,9:28.0,,L. Markkanen makes free throw 1 of 1,86,100
335,4,9:04.0,J. Brown makes 3-pt jump shot from 26 ft (assist by G. Hayward),,89,100
336,4,8:42.0,,Z. LaVine makes 2-pt layup from 2 ft,89,102
337,4,8:42.0,,Shooting foul by J. Brown (drawn by Z. LaVine),89,102
338,4,8:42.0,M. Smart enters the game for K. Irving,,89,102
339,4,8:42.0,,Z. LaVine makes free throw 1 of 1,89,103
340,4,8:31.0,G. Hayward misses 3-pt jump shot from 25 ft,,89,103
341,4,8:26.0,,Defensive rebound by W. Selden,89,103
342,4,8:16.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Lopez),89,105
343,4,8:16.0,Boston full timeout,,89,105
344,4,8:16.0,J. Tatum enters the game for G. Hayward,,89,105
345,4,8:03.0,A. Horford makes 2-pt dunk at rim (assist by T. Rozier),,91,105
346,4,7:47.0,,L. Markkanen misses 2-pt layup from 3 ft,91,105
347,4,7:45.0,Defensive rebound by J. Brown,,91,105
348,4,7:35.0,T. Rozier misses 3-pt jump shot from 26 ft,,91,105
349,4,7:31.0,Offensive rebound by M. Smart,,91,105
350,4,7:20.0,A. Horford misses 2-pt jump shot from 8 ft,,91,105
351,4,7:17.0,,Defensive rebound by Z. LaVine,91,105
352,4,7:05.0,,Z. LaVine makes 2-pt layup from 1 ft,91,107
353,4,6:51.0,Personal foul by W. Selden (drawn by J. Tatum),,91,107
354,4,6:45.0,J. Tatum misses 2-pt jump shot from 17 ft,,91,107
355,4,6:43.0,,Defensive rebound by L. Markkanen,91,107
356,4,6:31.0,,Offensive foul by R. Lopez (drawn by J. Brown),91,107
357,4,6:31.0,,Turnover by R. Lopez (offensive foul),91,107
358,4,6:31.0,K. Irving enters the game for T. Rozier,,91,107
359,4,6:15.0,K. Irving makes 2-pt layup from 1 ft (assist by A. Horford),,93,107
360,4,5:58.0,,R. Lopez misses 2-pt layup from 3 ft,93,107
361,4,5:55.0,,Offensive rebound by L. Markkanen,93,107
362,4,5:47.0,,Z. LaVine makes 2-pt jump shot from 22 ft,93,109
363,4,5:37.0,Shooting foul by Z. LaVine (drawn by M. Smart),,93,109
364,4,5:37.0,Offensive rebound by Team,,93,109
365,4,5:37.0,M. Smart misses free throw 1 of 2,,93,109
366,4,5:37.0,M. Morris enters the game for J. Brown,,93,109
367,4,5:37.0,M. Smart makes free throw 2 of 2,,94,109
368,4,5:24.0,,Shooting foul by A. Horford (drawn by R. Lopez),94,109
369,4,5:24.0,,R. Lopez makes free throw 1 of 2,94,110
370,4,5:24.0,,R. Lopez makes free throw 2 of 2,94,111
371,4,5:07.0,M. Smart makes 2-pt layup from 2 ft,,96,111
372,4,4:53.0,,Turnover by Z. LaVine (out of bounds lost ball),96,111
373,4,4:38.0,A. Horford misses 2-pt layup from 3 ft,,96,111
374,4,4:34.0,Offensive rebound by K. Irving,,96,111
375,4,4:34.0,K. Irving makes 2-pt layup from 1 ft,,98,111
376,4,4:30.0,,Chicago full timeout,98,111
377,4,4:13.0,,L. Markkanen makes 2-pt jump shot from 17 ft,98,113
