,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
167,2,6:11.0,A. Drummond misses 2-pt layup from 2 ft,,46,48
168,2,6:06.0,Offensive rebound by A. Drummond,,46,48
169,2,6:06.0,A. Drummond misses 2-pt layup at rim,,46,48
170,2,6:06.0,Offensive rebound by L. Galloway,,46,48
171,2,5:56.0,Turnover by Team (shot clock),,46,48
172,2,5:44.0,,Turnover by J. Jackson (bad pass; steal by I. Smith),46,48
173,2,5:40.0,L. Kennard makes 2-pt layup from 2 ft (assist by B. Griffin),,48,48
174,2,5:22.0,,Turnover by J. Crawford (out of bounds lost ball),48,48
175,2,5:22.0,R. Jackson enters the game for I. Smith,,48,48
176,2,5:22.0,,D. Booker enters the game for M. Bridges,48,48
177,2,5:07.0,L. Kennard misses 3-pt jump shot from 27 ft,,48,48
178,2,5:02.0,,Defensive rebound by D. Booker,48,48
179,2,5:02.0,W. Ellington enters the game for L. Galloway,,48,48
180,2,4:49.0,,Turnover by J. Crawford (bad pass; steal by A. Drummond),48,48
181,2,4:37.0,Personal foul by D. Bender (drawn by B. Griffin),,48,48
182,2,4:37.0,B. Griffin misses free throw 1 of 2,,48,48
183,2,4:37.0,Offensive rebound by Team,,48,48
184,2,4:37.0,B. Griffin makes free throw 2 of 2,,49,48
185,2,4:26.0,,Turnover by D. Booker (bad pass; steal by W. Ellington),49,48
186,2,4:13.0,Turnover by L. Kennard (bad pass; steal by R. Holmes),,49,48
187,2,4:03.0,,J. Crawford misses 2-pt layup from 4 ft,49,48
188,2,4:00.0,Defensive rebound by A. Drummond,,49,48
189,2,3:50.0,W. Ellington makes 3-pt jump shot from 24 ft,,52,48
190,2,3:49.0,,Phoenix full timeout,52,48
191,2,3:49.0,B. Brown enters the game for L. Kennard,,52,48
192,2,3:49.0,,D. Ayton enters the game for D. Bender,52,48
193,2,3:49.0,,M. Bridges enters the game for J. Crawford,52,48
194,2,3:34.0,,M. Bridges misses 3-pt jump shot from 24 ft,52,48
195,2,3:34.0,Defensive rebound by R. Jackson,,52,48
196,2,3:30.0,Personal foul by D. Ayton (drawn by A. Drummond),,52,48
197,2,3:30.0,A. Drummond makes free throw 1 of 2,,53,48
198,2,3:30.0,,R. Spalding enters the game for D. Ayton,53,48
199,2,3:30.0,A. Drummond makes free throw 2 of 2,,54,48
200,2,3:13.0,,J. Jackson misses 3-pt jump shot from 23 ft,54,48
201,2,3:09.0,Defensive rebound by B. Griffin,,54,48
202,2,2:54.0,R. Jackson misses 3-pt jump shot from 26 ft,,54,48
203,2,2:52.0,,Defensive rebound by Team,54,48
204,2,2:52.0,Loose ball foul by A. Drummond (drawn by R. Holmes),,54,48
205,2,2:52.0,,R. Holmes misses free throw 1 of 2,54,48
206,2,2:52.0,,Offensive rebound by Team,54,48
207,2,2:52.0,,R. Holmes makes free throw 2 of 2,54,49
208,2,2:41.0,Personal foul by J. Jackson (drawn by W. Ellington),,54,49
209,2,2:41.0,W. Ellington misses free throw 1 of 2,,54,49
210,2,2:41.0,Offensive rebound by Team,,54,49
211,2,2:41.0,W. Ellington makes free throw 2 of 2,,55,49
212,2,2:18.0,,D. Booker makes 3-pt jump shot from 29 ft,55,52
213,2,2:10.0,Turnover by R. Jackson (lost ball; steal by D. Booker),,55,52
214,2,2:07.0,,Shooting foul by B. Brown (drawn by D. Booker),55,52
215,2,2:07.0,,D. Booker misses free throw 1 of 3,55,52
216,2,2:07.0,,Offensive rebound by Team,55,52
217,2,2:07.0,,D. Booker makes free throw 2 of 3,55,53
218,2,2:07.0,,D. Booker makes free throw 3 of 3,55,54
219,2,1:58.0,A. Drummond misses 2-pt dunk from 3 ft,,55,54
220,2,1:55.0,,Defensive rebound by D. Booker,55,54
221,2,1:44.0,,M. Bridges makes 3-pt jump shot from 27 ft (assist by J. Jackson),55,57
222,2,1:44.0,Turnover by B. Brown (turnover),,55,57
223,2,1:44.0,,Away from play foul by B. Brown (drawn by J. Jackson),55,57
224,2,1:44.0,,J. Jackson makes free throw 1 of 1,55,58
225,2,1:40.0,Detroit full timeout,,55,58
226,2,1:29.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by B. Brown),,58,58
227,2,1:06.0,,Shooting foul by A. Drummond (drawn by R. Holmes),58,58
228,2,1:06.0,,R. Holmes makes free throw 1 of 2,58,59
229,2,1:06.0,T. Maker enters the game for A. Drummond,,58,59
230,2,1:06.0,,R. Holmes makes free throw 2 of 2,58,60
231,2,0:51.0,W. Ellington misses 3-pt jump shot from 24 ft,,58,60
232,2,0:49.0,,Defensive rebound by J. Jackson,58,60
233,2,0:42.0,,J. Jackson misses 2-pt layup from 3 ft,58,60
234,2,0:39.0,Defensive rebound by B. Griffin,,58,60
235,2,0:36.0,B. Griffin misses 3-pt jump shot from 26 ft,,58,60
236,2,0:33.0,,Defensive rebound by R. Spalding,58,60
237,2,0:30.0,,D. Booker misses 3-pt jump shot from 30 ft,58,60
238,2,0:26.0,Defensive rebound by T. Maker,,58,60
239,2,0:05.0,B. Griffin misses 2-pt jump shot from 10 ft,,58,60
240,2,0:04.0,Offensive rebound by B. Brown,,58,60
241,2,0:04.0,B. Brown misses 2-pt layup from 2 ft,,58,60
242,2,0:04.0,,Defensive rebound by R. Holmes,58,60
243,2,0:00.0,,D. Booker misses 3-pt jump shot from 41 ft,58,60
244,2,0:00.0,,Offensive rebound by Team,58,60
245,3,11:49.0,,Offensive foul by D. Booker (drawn by B. Brown),58,60
246,3,11:49.0,,Turnover by D. Booker (offensive foul),58,60
247,3,11:35.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by B. Griffin),,61,60
248,3,11:21.0,,Personal foul by B. Brown (drawn by D. Booker),61,60
249,3,11:15.0,,D. Booker misses 2-pt jump shot from 9 ft,61,60
250,3,11:12.0,Defensive rebound by A. Drummond,,61,60
251,3,11:06.0,Personal foul by J. Jackson (drawn by W. Ellington),,61,60
252,3,11:01.0,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),,64,60
253,3,10:32.0,,M. Bridges makes 3-pt jump shot from 27 ft (assist by D. Bender),64,63
254,3,10:10.0,Turnover by B. Griffin (offensive foul),,64,63
255,3,10:10.0,Offensive foul by B. Griffin (drawn by M. Bridges),,64,63
256,3,9:52.0,,Turnover by J. Jackson (bad pass; steal by B. Griffin),64,63
257,3,9:52.0,Personal take foul by M. Bridges (drawn by B. Griffin),,64,63
258,3,9:33.0,B. Griffin misses 3-pt jump shot from 23 ft,,64,63
259,3,9:30.0,Offensive rebound by A. Drummond,,64,63
260,3,9:24.0,R. Jackson misses 2-pt layup from 1 ft,,64,63
261,3,9:23.0,Offensive rebound by A. Drummond,,64,63
262,3,9:23.0,A. Drummond makes 2-pt layup from 1 ft,,66,63
263,3,9:23.0,Shooting foul by D. Ayton (drawn by A. Drummond),,66,63
264,3,9:23.0,Technical foul by B. Griffin,,66,63
265,3,9:23.0,,D. Booker makes technical free throw,66,64
266,3,9:23.0,A. Drummond misses free throw 1 of 1,,66,64
267,3,9:20.0,,Defensive rebound by D. Bender,66,64
268,3,9:02.0,,D. Ayton makes 2-pt dunk from 2 ft (assist by M. Bridges),66,66
269,3,8:56.0,Offensive foul by A. Drummond (drawn by M. Bridges),,66,66
270,3,8:56.0,Turnover by A. Drummond (offensive foul),,66,66
271,3,8:44.0,,M. Bridges misses 3-pt jump shot from 23 ft,66,66
272,3,8:43.0,Defensive rebound by Team,,66,66
273,3,8:43.0,T. Maker enters the game for A. Drummond,,66,66
274,3,8:32.0,W. Ellington makes 2-pt jump shot from 19 ft (assist by B. Griffin),,68,66
275,3,8:16.0,,Offensive foul by D. Bender (drawn by T. Maker),68,66
276,3,8:16.0,,Turnover by D. Bender (offensive foul),68,66
277,3,8:16.0,,D. Melton enters the game for D. Bender,68,66
278,3,7:58.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by B. Griffin),,71,66
279,3,7:44.0,,J. Jackson misses 2-pt hook shot from 5 ft (block by T. Maker),71,66
280,3,7:44.0,,Offensive rebound by D. Ayton,71,66
281,3,7:44.0,,Turnover by D. Ayton (lost ball; steal by R. Jackson),71,66
282,3,7:37.0,Turnover by T. Maker (lost ball; steal by M. Bridges),,71,66
283,3,7:35.0,,Turnover by J. Jackson (offensive foul),71,66
284,3,7:35.0,,Offensive foul by J. Jackson (drawn by B. Griffin),71,66
285,3,7:35.0,,R. Holmes enters the game for D. Ayton,71,66
286,3,7:10.0,R. Jackson misses 2-pt jump shot from 11 ft,,71,66
287,3,7:10.0,Offensive rebound by Team,,71,66
288,3,7:10.0,,Loose ball foul by R. Holmes (drawn by T. Maker),71,66
289,3,7:06.0,R. Jackson misses 3-pt jump shot from 25 ft,,71,66
290,3,7:02.0,,Defensive rebound by D. Booker,71,66
291,3,6:55.0,,D. Booker misses 2-pt layup from 7 ft (block by B. Griffin),71,66
292,3,6:55.0,,Offensive rebound by D. Melton,71,66
293,3,6:41.0,,R. Holmes misses 2-pt layup from 2 ft,71,66
294,3,6:41.0,Defensive rebound by Team,,71,66
295,3,6:41.0,,Phoenix full timeout,71,66
296,3,6:23.0,B. Griffin misses 2-pt hook shot from 7 ft,,71,66
297,3,6:20.0,,Defensive rebound by J. Jackson,71,66
298,3,6:14.0,,D. Booker misses 2-pt layup from 4 ft (block by T. Maker),71,66
299,3,6:14.0,,Offensive rebound by R. Holmes,71,66
300,3,6:14.0,,Shooting foul by B. Brown (drawn by R. Holmes),71,66
301,3,6:14.0,,R. Holmes misses free throw 1 of 2,71,66
302,3,6:14.0,,Offensive rebound by Team,71,66
303,3,6:14.0,L. Galloway enters the game for B. Brown,,71,66
304,3,6:14.0,,R. Holmes makes free throw 2 of 2,71,67
305,3,6:08.0,B. Griffin misses 3-pt jump shot from 26 ft,,71,67
306,3,6:05.0,,Defensive rebound by D. Melton,71,67
307,3,5:54.0,,D. Melton makes 3-pt jump shot from 25 ft (assist by M. Bridges),71,70
308,3,5:53.0,,Technical foul by D. Booker,71,70
309,3,5:53.0,R. Jackson makes technical free throw,,72,70
310,3,5:53.0,,T. Daniels enters the game for M. Bridges,72,70
311,3,5:45.0,Shooting foul by J. Jackson (drawn by T. Maker),,72,70
312,3,5:45.0,,Phoenix full timeout,72,70
313,3,5:45.0,,R. Spalding enters the game for J. Jackson,72,70
314,3,5:45.0,T. Maker makes free throw 1 of 2,,73,70
315,3,5:45.0,T. Maker makes free throw 2 of 2,,74,70
316,3,5:30.0,,D. Booker misses 2-pt layup from 4 ft,74,70
317,3,5:29.0,Defensive rebound by Team,,74,70
318,3,5:29.0,,Loose ball foul by R. Holmes (drawn by B. Griffin),74,70
319,3,5:29.0,B. Griffin makes free throw 1 of 2,,75,70
320,3,5:29.0,B. Griffin makes free throw 2 of 2,,76,70
321,3,5:16.0,,Personal foul by L. Galloway (drawn by D. Booker),76,70
322,3,5:06.0,,R. Holmes misses 2-pt jump shot from 6 ft (block by T. Maker),76,70
323,3,5:01.0,Defensive rebound by R. Jackson,,76,70
324,3,4:55.0,B. Griffin misses 2-pt layup from 2 ft,,76,70
325,3,4:52.0,,Defensive rebound by R. Spalding,76,70
326,3,4:45.0,,Turnover by D. Melton (step out of bounds),76,70
327,3,4:29.0,Turnover by R. Jackson (step out of bounds),,76,70
328,3,4:21.0,,D. Booker misses 2-pt jump shot from 15 ft,76,70
329,3,4:19.0,,Offensive rebound by R. Holmes,76,70
330,3,4:14.0,,Shooting foul by T. Maker (drawn by D. Booker),76,70
331,3,4:14.0,,D. Booker makes free throw 1 of 2,76,71
332,3,4:14.0,,D. Booker makes free throw 2 of 2,76,72
333,3,4:00.0,B. Griffin makes 2-pt layup from 3 ft (assist by R. Jackson),,78,72
334,3,3:47.0,,T. Daniels misses 2-pt jump shot from 20 ft,78,72
335,3,3:43.0,Defensive rebound by B. Griffin,,78,72
336,3,3:32.0,W. Ellington makes 3-pt jump shot from 26 ft,,81,72
337,3,3:03.0,,D. Melton makes 2-pt dunk from 1 ft,81,74
338,3,2:47.0,Shooting foul by T. Daniels (drawn by W. Ellington),,81,74
339,3,2:47.0,W. Ellington misses free throw 1 of 3,,81,74
340,3,2:47.0,Offensive rebound by Team,,81,74
341,3,2:47.0,W. Ellington makes free throw 2 of 3,,82,74
342,3,2:47.0,W. Ellington makes free throw 3 of 3,,83,74
343,3,2:33.0,,T. Daniels makes 3-pt jump shot from 29 ft (assist by D. Booker),83,77
344,3,2:15.0,R. Jackson misses 3-pt jump shot from 28 ft,,83,77
345,3,2:11.0,,Defensive rebound by R. Spalding,83,77
346,3,2:01.0,,R. Spalding misses 2-pt hook shot from 9 ft,83,77
347,3,1:59.0,Defensive rebound by T. Maker,,83,77
348,3,1:57.0,Detroit full timeout,,83,77
349,3,1:57.0,L. Kennard enters the game for W. Ellington,,83,77
350,3,1:57.0,I. Smith enters the game for R. Jackson,,83,77
351,3,1:57.0,,D. Ayton enters the game for R. Holmes,83,77
352,3,1:57.0,,M. Bridges enters the game for D. Melton,83,77
353,3,1:57.0,,J. Crawford enters the game for R. Spalding,83,77
354,3,1:43.0,B. Griffin misses 3-pt jump shot from 27 ft,,83,77
355,3,1:39.0,Offensive rebound by I. Smith,,83,77
356,3,1:29.0,Shooting foul by D. Ayton (drawn by B. Griffin),,83,77
357,3,1:29.0,B. Griffin makes free throw 1 of 2,,84,77
358,3,1:29.0,,D. Bender enters the game for D. Ayton,84,77
359,3,1:29.0,B. Griffin makes free throw 2 of 2,,85,77
360,3,1:11.0,,T. Daniels makes 2-pt layup from 5 ft (assist by D. Bender),85,79
361,3,0:50.0,B. Griffin misses 3-pt jump shot from 26 ft,,85,79
362,3,0:48.0,,Defensive rebound by T. Daniels,85,79
363,3,0:31.0,,M. Bridges misses 3-pt jump shot from 23 ft,85,79
364,3,0:28.0,Defensive rebound by T. Maker,,85,79
365,3,0:08.0,I. Smith makes 2-pt jump shot from 17 ft (assist by B. Griffin),,87,79
366,3,0:08.0,,Turnover by T. Daniels (bad pass),87,79
367,3,0:07.0,Turnover by I. Smith (bad pass; steal by D. Booker),,87,79
368,3,0:04.0,,Personal foul by B. Griffin (drawn by D. Booker),87,79
369,3,0:04.0,,D. Melton enters the game for J. Crawford,87,79
370,3,0:04.0,,D. Booker makes free throw 1 of 2,87,80
371,3,0:04.0,,D. Booker misses free throw 2 of 2,87,80
372,3,0:04.0,Defensive rebound by B. Griffin,,87,80
373,3,0:00.0,L. Kennard misses 3-pt jump shot from 25 ft,,87,80
374,3,0:00.0,Offensive rebound by Team,,87,80
375,4,11:47.0,L. Kennard misses 2-pt jump shot from 2 ft (block by R. Holmes),,87,80
376,4,11:42.0,,Defensive rebound by T. Daniels,87,80
377,4,11:30.0,,T. Daniels makes 2-pt jump shot from 15 ft,87,82
378,4,11:18.0,Personal foul by J. Crawford (drawn by A. Drummond),,87,82
379,4,11:06.0,A. Drummond makes 2-pt dunk from 1 ft,,89,82
380,4,10:45.0,,J. Crawford makes 2-pt jump shot from 16 ft (assist by R. Holmes),89,84
381,4,10:39.0,Shooting foul by T. Daniels (drawn by L. Galloway),,89,84
382,4,10:39.0,L. Galloway makes free throw 1 of 3,,90,84
383,4,10:39.0,L. Galloway misses free throw 2 of 3,,90,84
384,4,10:39.0,Offensive rebound by Team,,90,84
385,4,10:39.0,L. Galloway makes free throw 3 of 3,,91,84
386,4,10:23.0,,Turnover by M. Bridges (bad pass; steal by T. Maker),91,84
387,4,10:06.0,Offensive foul by L. Kennard (drawn by T. Daniels),,91,84
388,4,10:06.0,Turnover by L. Kennard (offensive foul),,91,84
