,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,GOLDEN STATE_ACTION,PHILADELPHIA_SCORE,GOLDEN STATE_SCORE
381,4,7:23.0,L. Shamet enters the game for J. Redick,,99,89
382,4,7:23.0,J. Butler makes free throw 1 of 1,,100,89
383,4,7:10.0,,K. Looney makes 2-pt dunk from 2 ft (assist by D. Green),100,91
384,4,6:42.0,M. Muscala misses 2-pt jump shot from 14 ft,,100,91
385,4,6:41.0,Offensive rebound by J. Butler,,100,91
386,4,6:38.0,M. Muscala misses 3-pt jump shot from 28 ft,,100,91
387,4,6:36.0,,Defensive rebound by K. Looney,100,91
388,4,6:30.0,,S. Curry misses 3-pt jump shot from 26 ft,100,91
389,4,6:27.0,Defensive rebound by Team,,100,91
390,4,6:27.0,J. Embiid enters the game for J. Bolden,,100,91
391,4,6:07.0,J. Butler misses 3-pt jump shot from 24 ft,,100,91
392,4,6:05.0,Offensive rebound by Team,,100,91
393,4,6:05.0,,Loose ball foul by K. Looney (drawn by J. Embiid),100,91
394,4,6:00.0,J. Embiid misses 3-pt jump shot from 26 ft,,100,91
395,4,5:58.0,,Defensive rebound by D. Green,100,91
396,4,5:46.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by D. Green),100,93
397,4,5:45.0,Philadelphia full timeout,,100,93
398,4,5:24.0,L. Shamet misses 3-pt jump shot from 23 ft,,100,93
399,4,5:22.0,Offensive rebound by B. Simmons,,100,93
400,4,5:11.0,J. Embiid makes 2-pt layup from 6 ft,,102,93
401,4,4:58.0,,Personal foul by M. Muscala (drawn by K. Looney),102,93
402,4,4:58.0,J. Redick enters the game for L. Shamet,,102,93
403,4,4:52.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by D. Green),102,96
404,4,4:33.0,Shooting foul by D. Green (drawn by B. Simmons),,102,96
405,4,4:33.0,B. Simmons makes free throw 1 of 2,,103,96
406,4,4:33.0,,D. Cousins enters the game for K. Looney,103,96
407,4,4:33.0,,Technical foul by D. Green,103,96
408,4,4:33.0,J. Redick makes technical free throw,,104,96
409,4,4:33.0,B. Simmons misses free throw 2 of 2,,104,96
410,4,4:31.0,,Defensive rebound by K. Durant,104,96
411,4,4:27.0,,K. Durant misses 3-pt jump shot from 26 ft,104,96
412,4,4:25.0,Defensive rebound by J. Embiid,,104,96
413,4,4:11.0,B. Simmons makes 2-pt layup from 3 ft,,106,96
414,4,4:00.0,,Personal foul by M. Muscala (drawn by S. Curry),106,96
415,4,4:00.0,,A. Iguodala enters the game for A. McKinnie,106,96
416,4,3:54.0,,Turnover by D. Green (bad pass; steal by J. Butler),106,96
417,4,3:32.0,J. Butler misses 3-pt jump shot from 25 ft,,106,96
418,4,3:30.0,,Defensive rebound by A. Iguodala,106,96
419,4,3:25.0,,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),106,98
420,4,3:01.0,J. Redick misses 3-pt jump shot from 24 ft,,106,98
421,4,2:59.0,,Defensive rebound by S. Curry,106,98
422,4,2:54.0,,D. Cousins misses 2-pt jump shot from 6 ft,106,98
423,4,2:52.0,,Offensive rebound by S. Curry,106,98
424,4,2:49.0,,S. Curry makes 3-pt jump shot from 22 ft (assist by D. Cousins),106,101
425,4,2:23.0,Shooting foul by D. Cousins (drawn by J. Embiid),,106,101
426,4,2:23.0,J. Embiid makes free throw 1 of 2,,107,101
427,4,2:23.0,J. Embiid makes free throw 2 of 2,,108,101
428,4,2:03.0,,K. Durant misses 3-pt jump shot from 27 ft,108,101
429,4,2:01.0,,Offensive rebound by D. Green,108,101
430,4,1:57.0,,S. Curry misses 3-pt jump shot from 28 ft (block by B. Simmons),108,101
431,4,1:55.0,Defensive rebound by J. Embiid,,108,101
432,4,1:43.0,Turnover by J. Embiid (bad pass; steal by D. Green),,108,101
433,4,1:32.0,,S. Curry misses 2-pt layup from 2 ft (block by M. Muscala),108,101
434,4,1:23.0,Defensive rebound by J. Butler,,108,101
435,4,1:08.0,J. Embiid misses 2-pt jump shot from 12 ft,,108,101
436,4,1:08.0,Offensive rebound by J. Embiid,,108,101
437,4,1:08.0,Shooting foul by K. Durant (drawn by J. Embiid),,108,101
438,4,1:08.0,J. Embiid makes free throw 1 of 2,,109,101
439,4,1:08.0,J. Embiid makes free throw 2 of 2,,110,101
440,4,1:08.0,,Golden State full timeout,110,101
441,4,1:06.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),110,104
442,4,0:52.0,Turnover by J. Butler (bad pass; steal by K. Durant),,110,104
443,4,0:51.0,,Personal foul by M. Muscala (drawn by K. Durant),110,104
444,4,0:48.0,,S. Curry misses 3-pt jump shot from 30 ft,110,104
445,4,0:45.0,Defensive rebound by Team,,110,104
446,4,0:23.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Butler),,113,104
447,4,0:10.0,,D. Green misses 3-pt jump shot from 28 ft,113,104
448,4,0:06.0,,Offensive rebound by K. Durant,113,104
449,4,0:04.0,,K. Durant misses 2-pt jump shot from 11 ft,113,104
450,4,0:00.0,Defensive rebound by J. Embiid,,113,104
