,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:38.0,,J. Layman makes 2-pt hook shot from 4 ft,0,2
1,1,11:28.0,Personal foul by J. Nurkić (drawn by E. Moore),,0,2
2,1,11:12.0,J. Holiday misses 2-pt jump shot from 7 ft,,0,2
3,1,11:11.0,Offensive rebound by Team,,0,2
4,1,11:11.0,Turnover by Team (shot clock),,0,2
5,1,10:57.0,,J. Nurkić misses 2-pt layup from 2 ft,0,2
6,1,10:55.0,Defensive rebound by T. Frazier,,0,2
7,1,10:48.0,Turnover by J. Okafor (traveling),,0,2
8,1,10:34.0,,C. McCollum misses 3-pt jump shot from 23 ft,0,2
9,1,10:31.0,Defensive rebound by E. Moore,,0,2
10,1,10:25.0,N. Mirotić misses 3-pt jump shot from 27 ft,,0,2
11,1,10:23.0,,Defensive rebound by J. Layman,0,2
12,1,10:17.0,,D. Lillard makes 3-pt jump shot from 32 ft,0,5
13,1,9:59.0,N. Mirotić misses 2-pt jump shot from 17 ft,,0,5
14,1,9:57.0,,Defensive rebound by D. Lillard,0,5
15,1,9:47.0,,D. Lillard misses 2-pt layup from 2 ft,0,5
16,1,9:46.0,Defensive rebound by N. Mirotić,,0,5
17,1,9:34.0,T. Frazier makes 3-pt jump shot from 25 ft (assist by J. Holiday),,3,5
18,1,9:20.0,,J. Layman makes 3-pt jump shot from 26 ft,3,8
19,1,9:08.0,E. Moore misses 2-pt jump shot from 5 ft,,3,8
20,1,9:06.0,,Defensive rebound by A. Aminu,3,8
21,1,8:59.0,,D. Lillard misses 3-pt jump shot from 25 ft,3,8
22,1,8:57.0,Defensive rebound by N. Mirotić,,3,8
23,1,8:53.0,Personal foul by C. McCollum (drawn by J. Holiday),,3,8
24,1,8:49.0,J. Holiday misses 2-pt layup from 1 ft (block by J. Layman),,3,8
25,1,8:46.0,,Defensive rebound by D. Lillard,3,8
26,1,8:44.0,,A. Aminu makes 2-pt dunk from 2 ft (assist by C. McCollum),3,10
27,1,8:25.0,J. Holiday makes 2-pt layup from 1 ft,,5,10
28,1,8:16.0,,C. McCollum misses 2-pt layup from 1 ft (block by N. Mirotić),5,10
29,1,8:16.0,,Offensive rebound by Team,5,10
30,1,8:14.0,,D. Lillard misses 2-pt jump shot from 17 ft,5,10
31,1,8:11.0,,Offensive rebound by J. Layman,5,10
32,1,8:07.0,,J. Layman makes 3-pt jump shot from 23 ft (assist by D. Lillard),5,13
33,1,7:54.0,N. Mirotić makes 2-pt hook shot from 2 ft,,7,13
34,1,7:54.0,Shooting foul by J. Layman (drawn by N. Mirotić),,7,13
35,1,7:54.0,N. Mirotić makes free throw 1 of 1,,8,13
36,1,7:46.0,,Turnover by J. Layman (bad pass; steal by N. Mirotić),8,13
37,1,7:38.0,Turnover by E. Moore (step out of bounds),,8,13
38,1,7:25.0,,Personal foul by E. Moore (drawn by J. Layman),8,13
39,1,7:12.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by J. Nurkić),8,16
40,1,7:02.0,New Orleans full timeout,,8,16
41,1,7:02.0,F. Jackson enters the game for T. Frazier,,8,16
42,1,6:49.0,N. Mirotić makes 2-pt layup from 3 ft (assist by J. Holiday),,10,16
43,1,6:35.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),10,18
44,1,6:24.0,N. Mirotić misses 2-pt layup from 11 ft (block by J. Layman),,10,18
45,1,6:22.0,,Defensive rebound by A. Aminu,10,18
46,1,6:16.0,,Turnover by D. Lillard (bad pass; steal by J. Holiday),10,18
47,1,6:11.0,N. Mirotić misses 2-pt layup from 1 ft,,10,18
48,1,6:06.0,Offensive rebound by J. Okafor,,10,18
49,1,6:06.0,J. Okafor makes 2-pt layup at rim,,12,18
50,1,5:50.0,,Shooting foul by J. Okafor (drawn by J. Nurkić),12,18
51,1,5:50.0,,J. Nurkić misses free throw 1 of 2,12,18
52,1,5:50.0,,Offensive rebound by Team,12,18
53,1,5:50.0,J. Randle enters the game for J. Okafor,,12,18
54,1,5:50.0,,J. Nurkić makes free throw 2 of 2,12,19
55,1,5:34.0,J. Randle makes 2-pt jump shot from 10 ft,,14,19
56,1,5:20.0,,Personal foul by J. Holiday (drawn by D. Lillard),14,19
57,1,5:20.0,,E. Turner enters the game for J. Layman,14,19
