,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:39.0,D. Russell misses 2-pt jump shot from 10 ft,,0,0
1,1,11:37.0,,Defensive rebound by B. Simmons,0,0
2,1,11:30.0,,J. Embiid misses 2-pt jump shot from 13 ft,0,0
3,1,11:26.0,,Offensive rebound by B. Simmons,0,0
4,1,11:26.0,,Shooting foul by J. Allen (drawn by J. Embiid),0,0
5,1,11:26.0,,J. Embiid makes free throw 1 of 2,0,1
6,1,11:26.0,,J. Embiid makes free throw 2 of 2,0,2
7,1,11:15.0,D. Carroll misses 2-pt jump shot from 8 ft,,0,2
8,1,11:10.0,,Defensive rebound by J. Embiid,0,2
9,1,11:07.0,,Shooting foul by J. Allen (drawn by J. Embiid),0,2
10,1,11:07.0,,J. Embiid makes free throw 1 of 2,0,3
11,1,11:07.0,,J. Embiid makes free throw 2 of 2,0,4
12,1,10:59.0,J. Harris misses 3-pt jump shot from 27 ft,,0,4
13,1,10:59.0,,Defensive rebound by T. Harris,0,4
14,1,10:41.0,,J. Redick misses 3-pt jump shot from 24 ft,0,4
15,1,10:38.0,Defensive rebound by D. Carroll,,0,4
16,1,10:27.0,J. Harris makes 3-pt jump shot from 27 ft (assist by D. Russell),,3,4
17,1,10:15.0,,J. Embiid misses 3-pt jump shot from 26 ft,3,4
18,1,10:09.0,Defensive rebound by J. Harris,,3,4
19,1,10:00.0,D. Carroll misses 3-pt jump shot from 24 ft,,3,4
20,1,9:57.0,,Defensive rebound by B. Simmons,3,4
21,1,9:49.0,,B. Simmons misses 2-pt layup from 2 ft,3,4
22,1,9:45.0,,B. Simmons makes 2-pt layup at rim,3,6
23,1,9:45.0,,Offensive rebound by B. Simmons,3,6
24,1,9:37.0,Shooting foul by B. Simmons (drawn by D. Russell),,3,6
25,1,9:37.0,D. Russell makes free throw 1 of 2,,4,6
26,1,9:37.0,D. Russell makes free throw 2 of 2,,5,6
27,1,9:28.0,,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),5,8
28,1,9:28.0,,Shooting foul by D. Carroll (drawn by J. Embiid),5,8
29,1,9:28.0,,J. Embiid makes free throw 1 of 1,5,9
30,1,9:15.0,D. Russell misses 2-pt jump shot from 11 ft,,5,9
31,1,9:12.0,,Defensive rebound by J. Embiid,5,9
32,1,9:08.0,,T. Harris misses 2-pt dunk from 6 ft (block by J. Allen),5,9
33,1,9:05.0,Defensive rebound by D. Carroll,,5,9
34,1,8:59.0,D. Russell misses 2-pt layup from 1 ft,,5,9
35,1,8:59.0,Offensive rebound by J. Allen,,5,9
36,1,8:59.0,Turnover by J. Allen (off goaltending),,5,9
37,1,8:47.0,,Shooting foul by D. Russell (drawn by J. Embiid),5,9
38,1,8:47.0,,J. Embiid misses free throw 1 of 2,5,9
39,1,8:47.0,,Offensive rebound by Team,5,9
40,1,8:47.0,,J. Embiid makes free throw 2 of 2,5,10
41,1,8:35.0,J. Allen makes 2-pt layup from 3 ft (assist by D. Russell),,7,10
42,1,8:27.0,,Offensive foul by J. Redick (drawn by J. Allen),7,10
43,1,8:27.0,,Turnover by J. Redick (offensive foul),7,10
44,1,8:17.0,J. Allen misses 2-pt layup from 3 ft (block by B. Simmons),,7,10
45,1,8:15.0,,Defensive rebound by T. Harris,7,10
46,1,8:02.0,,Turnover by J. Redick (bad pass; steal by R. Kurucs),7,10
47,1,7:56.0,D. Russell misses 3-pt jump shot from 26 ft,,7,10
48,1,7:52.0,Offensive rebound by D. Carroll,,7,10
49,1,7:43.0,D. Russell misses 2-pt jump shot from 17 ft,,7,10
50,1,7:40.0,,Defensive rebound by T. Harris,7,10
51,1,7:34.0,,Philadelphia full timeout,7,10
52,1,7:34.0,,B. Marjanović enters the game for J. Embiid,7,10
53,1,7:26.0,,J. Butler misses 2-pt jump shot from 13 ft,7,10
54,1,7:24.0,,Offensive rebound by J. Butler,7,10
55,1,7:18.0,,T. Harris misses 3-pt jump shot from 23 ft,7,10
