,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHARLOTTE_ACTION,INDIANA_SCORE,CHARLOTTE_SCORE
0,1,11:34.0,M. Turner makes 2-pt hook shot from 1 ft (assist by D. Collison),,2,0
1,1,11:14.0,,Turnover by K. Walker (out of bounds lost ball),2,0
2,1,11:00.0,M. Turner makes 2-pt dunk from 2 ft (assist by T. Evans),,4,0
3,1,10:44.0,,N. Batum makes 2-pt jump shot from 14 ft,4,2
4,1,10:21.0,M. Turner misses 2-pt layup from 5 ft,,4,2
5,1,10:19.0,,Defensive rebound by C. Zeller,4,2
6,1,10:05.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by N. Batum),4,5
7,1,9:50.0,Turnover by B. Bogdanović (lost ball; steal by K. Walker),,4,5
8,1,9:43.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),4,8
9,1,9:15.0,T. Evans misses 3-pt jump shot from 27 ft,,4,8
10,1,9:12.0,,Defensive rebound by J. Lamb,4,8
11,1,9:05.0,,J. Lamb makes 2-pt layup from 5 ft,4,10
12,1,8:53.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Young),,7,10
13,1,8:35.0,,Turnover by C. Zeller (bad pass),7,10
14,1,8:25.0,Offensive foul by T. Young (drawn by J. Lamb),,7,10
15,1,8:25.0,Turnover by T. Young (offensive foul),,7,10
16,1,8:20.0,,Offensive foul by J. Lamb (drawn by D. Collison),7,10
17,1,8:20.0,,Turnover by J. Lamb (offensive foul),7,10
18,1,8:09.0,Shooting foul by K. Walker (drawn by B. Bogdanović),,7,10
19,1,8:09.0,B. Bogdanović makes free throw 1 of 2,,8,10
20,1,8:09.0,B. Bogdanović makes free throw 2 of 2,,9,10
21,1,7:59.0,,Personal foul by D. Collison (drawn by C. Zeller),9,10
22,1,7:52.0,,K. Walker makes 3-pt jump shot from 27 ft (assist by C. Zeller),9,13
23,1,7:41.0,Turnover by M. Turner (bad pass; steal by M. Williams),,9,13
24,1,7:28.0,,J. Lamb makes 3-pt jump shot from 23 ft (assist by K. Walker),9,16
25,1,7:14.0,M. Turner makes 2-pt dunk from 1 ft (assist by D. Collison),,11,16
26,1,6:57.0,,K. Walker misses 2-pt layup from 6 ft,11,16
27,1,6:52.0,,Offensive rebound by C. Zeller,11,16
28,1,6:52.0,,C. Zeller makes 2-pt layup from 1 ft,11,18
29,1,6:42.0,T. Young makes 2-pt layup from 4 ft,,13,18
30,1,6:30.0,,Personal foul by T. Evans (drawn by N. Batum),13,18
31,1,6:30.0,,Charlotte full timeout,13,18
32,1,6:30.0,,F. Kaminsky enters the game for C. Zeller,13,18
33,1,6:19.0,,M. Williams misses 3-pt jump shot from 27 ft,13,18
34,1,6:16.0,Defensive rebound by D. Collison,,13,18
35,1,6:14.0,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),,15,18
36,1,5:50.0,,J. Lamb makes 3-pt jump shot from 28 ft (assist by F. Kaminsky),15,21
37,1,5:37.0,Turnover by T. Evans (bad pass; steal by M. Williams),,15,21
38,1,5:32.0,,M. Williams makes 2-pt dunk from 3 ft (assist by K. Walker),15,23
39,1,5:07.0,T. Young makes 2-pt layup from 2 ft,,17,23
40,1,4:47.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lamb),17,26
41,1,4:27.0,M. Turner makes 2-pt layup from 2 ft (assist by T. Evans),,19,26
42,1,4:14.0,,F. Kaminsky misses 2-pt layup from 5 ft (block by M. Turner),19,26
43,1,4:14.0,,Offensive rebound by Team,19,26
44,1,4:14.0,C. Joseph enters the game for B. Bogdanović,,19,26
45,1,4:14.0,D. Sabonis enters the game for T. Young,,19,26
46,1,4:14.0,,D. Bacon enters the game for J. Lamb,19,26
47,1,4:05.0,,Personal foul by D. Sabonis (drawn by K. Walker),19,26
48,1,3:52.0,,N. Batum misses 2-pt jump shot from 16 ft,19,26
49,1,3:50.0,Defensive rebound by D. Sabonis,,19,26
50,1,3:35.0,D. Sabonis makes 2-pt hook shot from 2 ft,,21,26
51,1,3:14.0,,K. Walker misses 2-pt layup from 4 ft (block by M. Turner),21,26
52,1,3:11.0,Defensive rebound by T. Evans,,21,26
53,1,3:10.0,Shooting foul by F. Kaminsky (drawn by T. Evans),,21,26
54,1,3:10.0,T. Evans makes free throw 1 of 2,,22,26
55,1,3:10.0,,T. Parker enters the game for N. Batum,22,26
56,1,3:10.0,T. Evans makes free throw 2 of 2,,23,26
57,1,2:53.0,,D. Bacon makes 3-pt jump shot from 24 ft (assist by K. Walker),23,29
58,1,2:41.0,D. Collison misses 2-pt jump shot from 13 ft,,23,29
59,1,2:38.0,,Defensive rebound by D. Bacon,23,29
60,1,2:30.0,,Turnover by T. Parker (lost ball; steal by T. Evans),23,29
61,1,2:27.0,Turnover by T. Evans (traveling),,23,29
62,1,2:27.0,Indiana full timeout,,23,29
63,1,2:27.0,B. Bogdanović enters the game for D. Collison,,23,29
64,1,2:27.0,A. Holiday enters the game for T. Evans,,23,29
65,1,2:27.0,D. McDermott enters the game for M. Turner,,23,29
66,1,2:27.0,,M. Bridges enters the game for M. Williams,23,29
67,1,2:13.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by K. Walker),23,31
68,1,1:54.0,C. Joseph misses 3-pt jump shot from 26 ft,,23,31
69,1,1:51.0,,Defensive rebound by M. Bridges,23,31
70,1,1:44.0,,D. Bacon makes 2-pt jump shot from 4 ft,23,33
71,1,1:32.0,A. Holiday misses 3-pt jump shot from 26 ft,,23,33
72,1,1:29.0,,Defensive rebound by K. Walker,23,33
73,1,1:21.0,,F. Kaminsky misses 3-pt jump shot from 28 ft,23,33
74,1,1:19.0,Defensive rebound by B. Bogdanović,,23,33
75,1,1:15.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,26,33
76,1,0:50.0,,D. Bacon misses 2-pt layup from 5 ft (block by D. McDermott),26,33
77,1,0:46.0,Defensive rebound by D. Sabonis,,26,33
78,1,0:36.0,D. Sabonis makes 2-pt layup from 1 ft (assist by B. Bogdanović),,28,33
79,1,0:27.0,,K. Walker makes 2-pt layup from 3 ft,28,35
80,1,0:07.0,A. Holiday makes 2-pt layup from 1 ft (assist by C. Joseph),,30,35
81,1,0:00.0,,K. Walker misses 2-pt jump shot from 17 ft,30,35
82,1,0:00.0,,Offensive rebound by Team,30,35
83,2,11:47.0,,D. Bacon misses 2-pt jump shot from 10 ft (block by D. McDermott),30,35
84,2,11:43.0,Defensive rebound by D. McDermott,,30,35
85,2,11:42.0,Shooting foul by T. Parker (drawn by A. Holiday),,30,35
86,2,11:42.0,A. Holiday makes free throw 1 of 2,,31,35
87,2,11:42.0,A. Holiday makes free throw 2 of 2,,32,35
88,2,11:29.0,,T. Parker misses 2-pt jump shot from 18 ft (block by A. Holiday),32,35
89,2,11:25.0,Defensive rebound by D. Sabonis,,32,35
90,2,11:12.0,D. Sabonis makes 3-pt jump shot from 26 ft (assist by C. Joseph),,35,35
91,2,10:52.0,,D. Bacon makes 2-pt layup from 3 ft,35,37
92,2,10:42.0,D. McDermott misses 3-pt jump shot from 27 ft,,35,37
93,2,10:40.0,,Defensive rebound by D. Bacon,35,37
94,2,10:29.0,,Turnover by M. Monk (traveling),35,37
95,2,10:20.0,Personal foul by C. Zeller (drawn by D. Sabonis),,35,37
96,2,10:09.0,Turnover by D. Sabonis (lost ball; steal by C. Zeller),,35,37
97,2,10:04.0,,C. Zeller makes 2-pt layup from 3 ft (assist by M. Monk),35,39
98,2,9:55.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by C. Joseph),,38,39
99,2,9:38.0,,M. Monk makes 3-pt jump shot from 27 ft (assist by D. Bacon),38,42
100,2,9:29.0,D. Sabonis makes 2-pt layup from 3 ft (assist by D. McDermott),,40,42
101,2,9:15.0,,C. Zeller misses 3-pt jump shot from 28 ft,40,42
102,2,9:11.0,Defensive rebound by A. Holiday,,40,42
