,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
0,1,11:45.0,B. Forbes misses 3-pt jump shot from 25 ft,,0,0
1,1,11:40.0,,Defensive rebound by M. Gortat,0,0
2,1,11:29.0,,T. Harris makes 2-pt layup from 2 ft (assist by M. Gortat),0,2
3,1,11:16.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,2,2
4,1,11:02.0,,T. Harris misses 2-pt jump shot from 16 ft,2,2
5,1,11:02.0,,Offensive rebound by Team,2,2
6,1,10:53.0,,T. Harris misses 3-pt jump shot from 23 ft,2,2
7,1,10:49.0,Defensive rebound by D. White,,2,2
8,1,10:37.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Cunningham),,5,2
9,1,10:28.0,,D. Gallinari misses 3-pt jump shot from 26 ft,5,2
10,1,10:23.0,Defensive rebound by D. DeRozan,,5,2
11,1,10:17.0,D. Cunningham misses 3-pt jump shot from 25 ft,,5,2
12,1,10:12.0,,Defensive rebound by T. Harris,5,2
13,1,10:06.0,,D. Gallinari makes 2-pt layup from 2 ft,5,4
14,1,9:47.0,L. Aldridge makes 2-pt jump shot from 9 ft,,7,4
15,1,9:37.0,,Personal foul by D. White (drawn by S. Gilgeous-Alexander),7,4
16,1,9:29.0,,Shooting foul by D. Cunningham (drawn by D. Gallinari),7,4
17,1,9:29.0,,D. Gallinari makes free throw 1 of 2,7,5
18,1,9:29.0,,D. Gallinari misses free throw 2 of 2,7,5
19,1,9:27.0,Defensive rebound by D. Cunningham,,7,5
20,1,9:08.0,L. Aldridge misses 2-pt jump shot from 10 ft,,7,5
21,1,9:04.0,,Defensive rebound by P. Beverley,7,5
22,1,8:58.0,,P. Beverley makes 2-pt jump shot from 10 ft,7,7
23,1,8:45.0,Shooting foul by S. Gilgeous-Alexander (drawn by B. Forbes),,7,7
24,1,8:45.0,B. Forbes misses free throw 1 of 2,,7,7
25,1,8:45.0,Offensive rebound by Team,,7,7
26,1,8:45.0,B. Forbes makes free throw 2 of 2,,8,7
27,1,8:35.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft,8,7
28,1,8:31.0,Defensive rebound by D. DeRozan,,8,7
29,1,8:22.0,D. DeRozan misses 2-pt jump shot from 6 ft,,8,7
30,1,8:20.0,,Defensive rebound by M. Gortat,8,7
31,1,8:14.0,,D. Gallinari makes 2-pt jump shot from 20 ft (assist by M. Gortat),8,9
32,1,7:53.0,L. Aldridge misses 2-pt jump shot from 16 ft,,8,9
33,1,7:51.0,,Defensive rebound by P. Beverley,8,9
34,1,7:37.0,,T. Harris misses 3-pt jump shot from 26 ft,8,9
35,1,7:33.0,,Offensive rebound by P. Beverley,8,9
36,1,7:30.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by P. Beverley),8,12
37,1,7:16.0,Turnover by L. Aldridge (traveling),,8,12
38,1,7:16.0,R. Gay enters the game for D. Cunningham,,8,12
39,1,7:02.0,,P. Beverley makes 2-pt jump shot from 5 ft,8,14
40,1,7:02.0,San Antonio full timeout,,8,14
41,1,7:02.0,P. Mills enters the game for D. White,,8,14
42,1,6:49.0,D. DeRozan misses 2-pt jump shot from 16 ft,,8,14
43,1,6:47.0,,Defensive rebound by M. Gortat,8,14
44,1,6:39.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by P. Beverley),8,17
45,1,6:19.0,L. Aldridge makes 2-pt jump shot from 9 ft (assist by B. Forbes),,10,17
46,1,5:58.0,,T. Harris misses 2-pt layup from 5 ft,10,17
47,1,5:55.0,Defensive rebound by R. Gay,,10,17
48,1,5:49.0,R. Gay misses 3-pt jump shot from 26 ft,,10,17
49,1,5:44.0,Offensive rebound by L. Aldridge,,10,17
50,1,5:41.0,L. Aldridge misses 2-pt jump shot from 12 ft,,10,17
51,1,5:37.0,Offensive rebound by R. Gay,,10,17
52,1,5:32.0,R. Gay makes 2-pt jump shot from 18 ft,,12,17
53,1,5:22.0,,Turnover by P. Beverley (out of bounds lost ball),12,17
54,1,5:22.0,,L. Williams enters the game for P. Beverley,12,17
55,1,4:59.0,R. Gay makes 2-pt jump shot from 14 ft,,14,17
56,1,4:43.0,,T. Harris misses 2-pt jump shot from 18 ft,14,17
57,1,4:39.0,Defensive rebound by D. DeRozan,,14,17
58,1,4:27.0,D. DeRozan misses 3-pt jump shot from 22 ft,,14,17
59,1,4:24.0,,Defensive rebound by M. Gortat,14,17
60,1,4:15.0,,M. Gortat misses 2-pt jump shot from 10 ft,14,17
61,1,4:11.0,Defensive rebound by P. Mills,,14,17
62,1,4:06.0,D. DeRozan makes 2-pt jump shot from 8 ft,,16,17
63,1,4:05.0,,LA Clippers full timeout,16,17
64,1,4:05.0,M. Belinelli enters the game for L. Aldridge,,16,17
65,1,4:05.0,J. Poeltl enters the game for B. Forbes,,16,17
66,1,4:05.0,,M. Harrell enters the game for D. Gallinari,16,17
67,1,4:05.0,,M. Scott enters the game for M. Gortat,16,17
68,1,3:56.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 3 ft,16,17
69,1,3:52.0,Defensive rebound by J. Poeltl,,16,17
