,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,GOLDEN STATE_ACTION,BROOKLYN_SCORE,GOLDEN STATE_SCORE
378,4,4:31.0,Personal foul by M. Derrickson (drawn by R. Hollis-Jefferson),,87,109
379,4,4:21.0,Shooting foul by J. Bell (drawn by S. Napier),,87,109
380,4,4:21.0,,Golden State full timeout,87,109
381,4,4:21.0,,J. Evans enters the game for A. McKinnie,87,109
382,4,4:21.0,S. Napier misses free throw 1 of 2,,87,109
383,4,4:21.0,Offensive rebound by Team,,87,109
384,4,4:21.0,S. Napier makes free throw 2 of 2,,88,109
385,4,4:03.0,,J. Evans misses 2-pt jump shot from 18 ft,88,109
386,4,3:58.0,Defensive rebound by R. Hollis-Jefferson,,88,109
387,4,3:48.0,Shooting foul by M. Derrickson (drawn by S. Napier),,88,109
388,4,3:48.0,S. Napier makes free throw 1 of 2,,89,109
389,4,3:48.0,S. Napier makes free throw 2 of 2,,90,109
390,4,3:29.0,,Q. Cook makes 2-pt jump shot from 19 ft (assist by J. Bell),90,111
391,4,3:18.0,Shooting foul by D. Lee (drawn by K. Faried),,90,111
392,4,3:18.0,K. Faried misses free throw 1 of 2,,90,111
393,4,3:18.0,Offensive rebound by Team,,90,111
394,4,3:18.0,,A. McKinnie enters the game for Q. Cook,90,111
395,4,3:18.0,K. Faried makes free throw 2 of 2,,91,111
396,4,2:58.0,,M. Derrickson makes 2-pt jump shot from 18 ft (assist by J. Evans),91,113
397,4,2:38.0,R. Kurucs misses 2-pt layup from 7 ft,,91,113
398,4,2:35.0,,Defensive rebound by D. Lee,91,113
399,4,2:29.0,,M. Derrickson misses 2-pt jump shot from 14 ft,91,113
400,4,2:24.0,Defensive rebound by R. Hollis-Jefferson,,91,113
401,4,2:14.0,Personal foul by A. McKinnie (drawn by S. Napier),,91,113
402,4,2:14.0,S. Napier makes free throw 1 of 2,,92,113
403,4,2:14.0,S. Napier makes free throw 2 of 2,,93,113
404,4,2:08.0,,Personal foul by S. Napier (drawn by J. Evans),93,113
405,4,2:01.0,,J. Bell misses 2-pt jump shot from 18 ft,93,113
406,4,1:57.0,Defensive rebound by R. Kurucs,,93,113
407,4,1:54.0,R. Kurucs makes 2-pt layup from 2 ft,,95,113
408,4,1:46.0,,Turnover by J. Evans (lost ball; steal by S. Napier),95,113
409,4,1:35.0,S. Napier misses 2-pt layup from 3 ft,,95,113
410,4,1:34.0,Offensive rebound by K. Faried,,95,113
411,4,1:34.0,K. Faried makes 2-pt layup from 2 ft,,97,113
412,4,1:34.0,Shooting foul by A. McKinnie (drawn by K. Faried),,97,113
413,4,1:34.0,K. Faried misses free throw 1 of 1,,97,113
414,4,1:33.0,,Defensive rebound by J. Bell,97,113
415,4,1:16.0,,D. Lee misses 2-pt jump shot from 12 ft,97,113
416,4,1:13.0,Defensive rebound by K. Faried,,97,113
417,4,1:08.0,A. Crabbe misses 2-pt hook shot from 6 ft,,97,113
418,4,1:04.0,,Defensive rebound by J. Bell,97,113
419,4,0:57.0,,J. Evans misses 2-pt layup from 4 ft (block by R. Hollis-Jefferson),97,113
420,4,0:54.0,Defensive rebound by K. Faried,,97,113
421,4,0:50.0,A. Crabbe misses 3-pt jump shot from 24 ft,,97,113
422,4,0:43.0,Offensive rebound by A. Crabbe,,97,113
423,4,0:35.0,Shooting foul by D. Lee (drawn by K. Faried),,97,113
424,4,0:35.0,K. Faried makes free throw 1 of 2,,98,113
425,4,0:35.0,K. Faried misses free throw 2 of 2,,98,113
426,4,0:33.0,Offensive rebound by K. Faried,,98,113
427,4,0:31.0,Turnover by K. Faried (bad pass; steal by D. Lee),,98,113
428,4,0:20.0,,D. Lee makes 3-pt jump shot from 28 ft,98,116
429,4,0:10.0,R. Kurucs makes 2-pt layup from 2 ft,,100,116
430,4,0:10.0,,Violation by Team (def goaltending),100,116
