,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,INDIANA_ACTION,CHARLOTTE_SCORE,INDIANA_SCORE
0,1,11:35.0,,W. Matthews misses 2-pt jump shot from 11 ft,0,0
1,1,11:29.0,Defensive rebound by N. Batum,,0,0
2,1,11:12.0,C. Zeller makes 2-pt jump shot from 3 ft (assist by N. Batum),,2,0
3,1,10:56.0,,T. Young makes 2-pt hook shot from 5 ft (assist by D. Collison),2,2
4,1,10:40.0,,Violation by Team (kicked ball),2,2
5,1,10:34.0,M. Williams makes 3-pt jump shot from 27 ft (assist by N. Batum),,5,2
6,1,10:18.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by C. Zeller),5,2
7,1,10:18.0,,Offensive rebound by Team,5,2
8,1,10:09.0,,M. Turner misses 2-pt jump shot from 9 ft,5,2
9,1,10:07.0,Defensive rebound by C. Zeller,,5,2
10,1,10:00.0,J. Lamb misses 3-pt jump shot from 27 ft,,5,2
11,1,9:57.0,Offensive rebound by C. Zeller,,5,2
12,1,9:54.0,K. Walker makes 2-pt layup from 1 ft (assist by C. Zeller),,7,2
13,1,9:38.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,7,2
14,1,9:36.0,Defensive rebound by M. Williams,,7,2
15,1,9:26.0,K. Walker misses 3-pt jump shot from 25 ft,,7,2
16,1,9:23.0,Offensive rebound by M. Williams,,7,2
17,1,9:14.0,J. Lamb misses 2-pt jump shot from 7 ft,,7,2
18,1,9:12.0,Offensive rebound by J. Lamb,,7,2
19,1,8:58.0,K. Walker misses 2-pt jump shot from 15 ft,,7,2
20,1,8:54.0,,Defensive rebound by T. Young,7,2
21,1,8:36.0,,D. Collison makes 2-pt jump shot from 19 ft,7,4
22,1,8:18.0,J. Lamb makes 2-pt jump shot from 5 ft,,9,4
23,1,8:18.0,Shooting foul by W. Matthews (drawn by J. Lamb),,9,4
24,1,8:18.0,J. Lamb makes free throw 1 of 1,,10,4
25,1,7:59.0,,Turnover by D. Collison (bad pass),10,4
26,1,7:48.0,K. Walker misses 2-pt jump shot from 17 ft,,10,4
27,1,7:45.0,,Defensive rebound by W. Matthews,10,4
28,1,7:34.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Collison),10,6
29,1,7:14.0,N. Batum misses 3-pt jump shot from 24 ft,,10,6
30,1,7:13.0,,Defensive rebound by Team,10,6
31,1,6:57.0,,D. Collison makes 2-pt jump shot from 17 ft,10,8
32,1,6:37.0,M. Williams misses 3-pt jump shot from 27 ft,,10,8
33,1,6:34.0,,Defensive rebound by M. Turner,10,8
34,1,6:23.0,,Shooting foul by M. Williams (drawn by M. Turner),10,8
35,1,6:23.0,,Indiana full timeout,10,8
36,1,6:23.0,M. Bridges enters the game for N. Batum,,10,8
37,1,6:23.0,M. Kidd-Gilchrist enters the game for M. Williams,,10,8
38,1,6:23.0,,M. Turner makes free throw 1 of 2,10,9
39,1,6:23.0,,M. Turner makes free throw 2 of 2,10,10
40,1,6:14.0,Shooting foul by B. Bogdanović (drawn by C. Zeller),,10,10
41,1,6:14.0,C. Zeller misses free throw 1 of 2,,10,10
42,1,6:14.0,Offensive rebound by Team,,10,10
43,1,6:14.0,C. Zeller makes free throw 2 of 2,,11,10
44,1,6:04.0,,B. Bogdanović makes 2-pt layup at rim (assist by T. Young),11,12
45,1,5:44.0,M. Kidd-Gilchrist misses 2-pt hook shot from 6 ft,,11,12
46,1,5:42.0,,Defensive rebound by M. Turner,11,12
47,1,5:30.0,,B. Bogdanović makes 2-pt layup at rim,11,14
48,1,5:18.0,Personal foul by D. Collison (drawn by C. Zeller),,11,14
49,1,5:09.0,J. Lamb makes 3-pt jump shot from 23 ft (assist by K. Walker),,14,14
50,1,4:48.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by W. Matthews),14,17
51,1,4:30.0,Turnover by K. Walker (lost ball; steal by M. Turner),,14,17
52,1,4:25.0,,D. Collison misses 3-pt jump shot from 27 ft (block by M. Bridges),14,17
53,1,4:21.0,,Offensive rebound by T. Young,14,17
54,1,4:20.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by T. Young),14,20
55,1,4:18.0,Charlotte full timeout,,14,20
56,1,4:18.0,B. Biyombo enters the game for C. Zeller,,14,20
57,1,4:18.0,,D. Sabonis enters the game for T. Young,14,20
58,1,4:05.0,Turnover by M. Bridges (out of bounds lost ball),,14,20
59,1,3:55.0,,W. Matthews misses 3-pt jump shot from 26 ft,14,20
60,1,3:53.0,Defensive rebound by K. Walker,,14,20
61,1,3:48.0,M. Bridges misses 2-pt jump shot from 12 ft,,14,20
62,1,3:45.0,,Defensive rebound by Team,14,20
63,1,3:45.0,,C. Joseph enters the game for B. Bogdanović,14,20
64,1,3:29.0,,C. Joseph misses 3-pt jump shot from 25 ft,14,20
65,1,3:25.0,,Offensive rebound by Team,14,20
66,1,3:25.0,Loose ball foul by B. Biyombo (drawn by D. Sabonis),,14,20
67,1,3:11.0,,C. Joseph makes 2-pt layup from 1 ft (assist by D. Collison),14,22
68,1,3:00.0,Personal foul by M. Turner (drawn by K. Walker),,14,22
69,1,3:00.0,N. Batum enters the game for M. Bridges,,14,22
70,1,3:00.0,S. Mack enters the game for J. Lamb,,14,22
71,1,3:00.0,M. Monk enters the game for K. Walker,,14,22
72,1,3:00.0,,T. Evans enters the game for W. Matthews,14,22
73,1,2:55.0,M. Kidd-Gilchrist misses 3-pt jump shot from 24 ft,,14,22
74,1,2:51.0,,Defensive rebound by M. Turner,14,22
75,1,2:45.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. Collison),14,24
76,1,2:23.0,B. Biyombo makes 2-pt jump shot from 11 ft (assist by S. Mack),,16,24
77,1,2:09.0,,Turnover by D. Sabonis (lost ball; steal by S. Mack),16,24
78,1,2:05.0,Shooting foul by M. Turner (drawn by M. Kidd-Gilchrist),,16,24
79,1,2:05.0,M. Kidd-Gilchrist makes free throw 1 of 2,,17,24
80,1,2:05.0,,T. Leaf enters the game for D. Collison,17,24
81,1,2:05.0,,D. McDermott enters the game for M. Turner,17,24
82,1,2:05.0,M. Kidd-Gilchrist makes free throw 2 of 2,,18,24
83,1,1:54.0,,D. Sabonis makes 2-pt dunk from 2 ft (assist by T. Evans),18,26
84,1,1:43.0,Personal foul by D. McDermott (drawn by B. Biyombo),,18,26
85,1,1:43.0,B. Biyombo misses free throw 1 of 2,,18,26
86,1,1:43.0,Offensive rebound by Team,,18,26
87,1,1:43.0,M. Williams enters the game for M. Kidd-Gilchrist,,18,26
88,1,1:43.0,B. Biyombo makes free throw 2 of 2,,19,26
89,1,1:24.0,,Shooting foul by M. Williams (drawn by D. Sabonis),19,26
90,1,1:24.0,,D. Sabonis makes free throw 1 of 2,19,27
91,1,1:24.0,M. Kidd-Gilchrist enters the game for M. Williams,,19,27
92,1,1:24.0,,D. Sabonis misses free throw 2 of 2,19,27
93,1,1:23.0,Defensive rebound by N. Batum,,19,27
94,1,1:18.0,M. Monk misses 3-pt jump shot from 23 ft,,19,27
95,1,1:13.0,Offensive rebound by B. Biyombo,,19,27
96,1,1:03.0,M. Monk misses 3-pt jump shot from 27 ft,,19,27
97,1,1:00.0,,Defensive rebound by Team,19,27
98,1,0:43.0,,T. Evans makes 3-pt jump shot from 23 ft (assist by D. Sabonis),19,30
99,1,0:30.0,S. Mack misses 2-pt jump shot from 8 ft,,19,30
100,1,0:29.0,,Defensive rebound by T. Leaf,19,30
101,1,0:06.0,,T. Evans makes 2-pt jump shot from 19 ft,19,32
102,1,0:00.0,N. Batum misses 3-pt jump shot from 26 ft,,19,32
103,1,0:00.0,Offensive rebound by Team,,19,32
104,2,12:00.0,Violation by Team (delay of game),,19,32
105,2,11:41.0,F. Kaminsky misses 2-pt jump shot from 6 ft,,19,32
106,2,11:39.0,,Defensive rebound by D. Sabonis,19,32
107,2,11:27.0,,Turnover by T. Evans (bad pass),19,32
108,2,11:11.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,19,32
109,2,11:07.0,,Defensive rebound by D. Sabonis,19,32
110,2,10:50.0,,T. Evans makes 3-pt jump shot from 28 ft,19,35
111,2,10:21.0,S. Mack misses 2-pt jump shot from 12 ft,,19,35
112,2,10:21.0,Offensive rebound by Team,,19,35
113,2,10:21.0,Turnover by Team (shot clock),,19,35
114,2,10:08.0,,C. Joseph makes 2-pt jump shot from 18 ft,19,37
115,2,9:58.0,N. Batum misses 3-pt jump shot from 26 ft,,19,37
116,2,9:56.0,,Defensive rebound by C. Joseph,19,37
117,2,9:47.0,,T. Leaf makes 2-pt layup from 2 ft (assist by C. Joseph),19,39
118,2,9:47.0,Charlotte full timeout,,19,39
119,2,9:47.0,J. Lamb enters the game for B. Biyombo,,19,39
120,2,9:47.0,K. Walker enters the game for S. Mack,,19,39
121,2,9:47.0,C. Zeller enters the game for M. Monk,,19,39
122,2,9:26.0,J. Lamb misses 3-pt jump shot from 27 ft,,19,39
123,2,9:22.0,,Defensive rebound by D. Sabonis,19,39
124,2,9:05.0,,C. Joseph misses 2-pt jump shot from 20 ft,19,39
125,2,9:03.0,Defensive rebound by F. Kaminsky,,19,39
126,2,8:53.0,K. Walker makes 2-pt jump shot from 13 ft,,21,39
127,2,8:40.0,,D. Sabonis misses 2-pt jump shot from 11 ft,21,39
128,2,8:37.0,Defensive rebound by F. Kaminsky,,21,39
129,2,8:37.0,Personal foul by D. Sabonis (drawn by C. Zeller),,21,39
130,2,8:37.0,,B. Bogdanović enters the game for T. Leaf,21,39
131,2,8:37.0,,T. Young enters the game for D. McDermott,21,39
132,2,8:22.0,Shooting foul by C. Joseph (drawn by K. Walker),,21,39
133,2,8:22.0,K. Walker makes free throw 1 of 3,,22,39
134,2,8:22.0,K. Walker misses free throw 2 of 3,,22,39
135,2,8:22.0,Offensive rebound by Team,,22,39
136,2,8:22.0,K. Walker misses free throw 3 of 3,,22,39
137,2,8:21.0,,Defensive rebound by D. Sabonis,22,39
138,2,8:01.0,,Offensive foul by D. Sabonis (drawn by C. Zeller),22,39
139,2,8:01.0,,Turnover by D. Sabonis (offensive foul),22,39
140,2,7:53.0,K. Walker misses 3-pt jump shot from 26 ft,,22,39
141,2,7:50.0,,Defensive rebound by D. Sabonis,22,39
142,2,7:41.0,,Turnover by T. Evans (traveling),22,39
143,2,7:35.0,Personal foul by D. Sabonis (drawn by K. Walker),,22,39
144,2,7:35.0,M. Williams enters the game for F. Kaminsky,,22,39
145,2,7:35.0,,M. Turner enters the game for D. Sabonis,22,39
146,2,7:27.0,Shooting foul by T. Evans (drawn by C. Zeller),,22,39
147,2,7:27.0,C. Zeller misses free throw 1 of 2,,22,39
148,2,7:27.0,Offensive rebound by Team,,22,39
149,2,7:27.0,C. Zeller makes free throw 2 of 2,,23,39
150,2,7:18.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,23,39
151,2,7:15.0,Defensive rebound by K. Walker,,23,39
152,2,7:10.0,K. Walker misses 3-pt jump shot from 28 ft,,23,39
153,2,7:07.0,,Defensive rebound by T. Young,23,39
154,2,6:52.0,,C. Joseph misses 3-pt jump shot from 27 ft,23,39
155,2,6:49.0,Defensive rebound by N. Batum,,23,39
156,2,6:33.0,J. Lamb makes 2-pt jump shot from 19 ft,,25,39
157,2,6:24.0,,Shooting foul by J. Lamb (drawn by T. Evans),25,39
158,2,6:24.0,,T. Evans makes free throw 1 of 2,25,40
159,2,6:24.0,S. Mack enters the game for N. Batum,,25,40
160,2,6:24.0,,D. Collison enters the game for C. Joseph,25,40
161,2,6:24.0,,T. Evans makes free throw 2 of 2,25,41
162,2,6:15.0,M. Williams misses 3-pt jump shot from 27 ft,,25,41
163,2,6:12.0,,Defensive rebound by D. Collison,25,41
164,2,5:57.0,,T. Young misses 2-pt jump shot from 7 ft,25,41
165,2,5:54.0,Defensive rebound by K. Walker,,25,41
166,2,5:49.0,J. Lamb misses 2-pt layup from 1 ft,,25,41
167,2,5:48.0,Offensive rebound by C. Zeller,,25,41
168,2,5:48.0,C. Zeller makes 2-pt layup at rim,,27,41
169,2,5:41.0,,Indiana full timeout,27,41
170,2,5:41.0,,W. Matthews enters the game for T. Evans,27,41
171,2,5:27.0,,Turnover by D. Collison (bad pass; steal by M. Williams),27,41
172,2,5:24.0,J. Lamb makes 2-pt layup from 1 ft (assist by M. Williams),,29,41
173,2,5:11.0,,Shooting foul by S. Mack (drawn by B. Bogdanović),29,41
174,2,5:11.0,,B. Bogdanović makes free throw 1 of 2,29,42
175,2,5:11.0,,B. Bogdanović makes free throw 2 of 2,29,43
176,2,4:54.0,Turnover by K. Walker (bad pass; steal by M. Turner),,29,43
177,2,4:41.0,,T. Young makes 2-pt hook shot from 7 ft,29,45
178,2,4:27.0,C. Zeller makes 2-pt layup from 1 ft,,31,45
179,2,4:11.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by D. Collison),31,47
180,2,3:57.0,C. Zeller misses 3-pt jump shot from 28 ft,,31,47
181,2,3:54.0,,Defensive rebound by W. Matthews,31,47
182,2,3:54.0,N. Batum enters the game for S. Mack,,31,47
183,2,3:38.0,,Turnover by W. Matthews (bad pass; steal by M. Williams),31,47
184,2,3:32.0,Personal foul by B. Bogdanović (drawn by J. Lamb),,31,47
185,2,3:32.0,J. Lamb makes free throw 1 of 2,,32,47
186,2,3:32.0,J. Lamb makes free throw 2 of 2,,33,47
187,2,3:23.0,,D. Collison misses 2-pt layup from 2 ft,33,47
188,2,3:20.0,Defensive rebound by M. Williams,,33,47
189,2,3:10.0,Offensive foul by J. Lamb (drawn by M. Turner),,33,47
190,2,3:10.0,Turnover by J. Lamb (offensive foul),,33,47
191,2,2:49.0,,W. Matthews misses 3-pt jump shot from 26 ft,33,47
192,2,2:46.0,Defensive rebound by Team,,33,47
193,2,2:32.0,K. Walker misses 3-pt jump shot from 27 ft,,33,47
194,2,2:30.0,,Defensive rebound by M. Turner,33,47
195,2,2:23.0,,Shooting foul by C. Zeller (drawn by B. Bogdanović),33,47
196,2,2:23.0,,B. Bogdanović makes free throw 1 of 2,33,48
197,2,2:23.0,,K. O'Quinn enters the game for M. Turner,33,48
198,2,2:23.0,,B. Bogdanović misses free throw 2 of 2,33,48
199,2,2:22.0,Defensive rebound by N. Batum,,33,48
200,2,2:12.0,M. Williams misses 3-pt jump shot from 26 ft,,33,48
201,2,2:10.0,,Defensive rebound by B. Bogdanović,33,48
202,2,2:03.0,,Shooting foul by C. Zeller (drawn by W. Matthews),33,48
203,2,2:03.0,,W. Matthews makes free throw 1 of 2,33,49
204,2,2:03.0,,T. Evans enters the game for B. Bogdanović,33,49
205,2,2:03.0,,W. Matthews makes free throw 2 of 2,33,50
206,2,1:46.0,C. Zeller makes 2-pt jump shot from 5 ft (assist by K. Walker),,35,50
207,2,1:27.0,,K. O'Quinn misses 2-pt jump shot from 20 ft,35,50
208,2,1:26.0,Defensive rebound by N. Batum,,35,50
209,2,1:16.0,J. Lamb misses 3-pt jump shot from 26 ft,,35,50
210,2,1:12.0,Offensive rebound by M. Williams,,35,50
211,2,1:06.0,J. Lamb misses 2-pt layup from 1 ft,,35,50
212,2,1:03.0,,Defensive rebound by T. Evans,35,50
213,2,0:51.0,,T. Young makes 2-pt layup from 5 ft,35,52
214,2,0:38.0,K. Walker makes 2-pt jump shot from 12 ft,,37,52
215,2,0:38.0,Shooting foul by D. Collison (drawn by K. Walker),,37,52
216,2,0:38.0,,C. Joseph enters the game for D. Collison,37,52
217,2,0:38.0,K. Walker makes free throw 1 of 1,,38,52
218,2,0:17.0,,T. Evans makes 2-pt layup from 1 ft (assist by T. Young),38,54
219,2,0:01.0,K. Walker misses 3-pt jump shot from 28 ft,,38,54
220,2,0:01.0,Offensive rebound by Team,,38,54
221,3,11:49.0,C. Zeller makes 2-pt dunk from 1 ft (assist by K. Walker),,40,54
222,3,11:28.0,,B. Bogdanović makes 3-pt jump shot from 27 ft,40,57
223,3,11:16.0,K. Walker makes 3-pt jump shot from 29 ft,,43,57
224,3,10:46.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,43,57
225,3,10:44.0,Defensive rebound by M. Williams,,43,57
226,3,10:29.0,Shooting foul by W. Matthews (drawn by K. Walker),,43,57
227,3,10:29.0,K. Walker makes free throw 1 of 3,,44,57
228,3,10:29.0,K. Walker makes free throw 2 of 3,,45,57
229,3,10:29.0,K. Walker makes free throw 3 of 3,,46,57
230,3,10:15.0,,T. Young misses 3-pt jump shot from 27 ft,46,57
231,3,10:11.0,,Offensive rebound by W. Matthews,46,57
232,3,10:02.0,,Turnover by B. Bogdanović (bad pass; steal by N. Batum),46,57
233,3,9:54.0,J. Lamb misses 3-pt jump shot from 26 ft,,46,57
234,3,9:50.0,,Defensive rebound by Team,46,57
235,3,9:31.0,,Turnover by B. Bogdanović (lost ball; steal by K. Walker),46,57
236,3,9:26.0,K. Walker misses 2-pt layup from 1 ft,,46,57
237,3,9:23.0,Offensive rebound by C. Zeller,,46,57
238,3,9:23.0,C. Zeller misses 2-pt layup from 1 ft,,46,57
239,3,9:22.0,Offensive rebound by C. Zeller,,46,57
240,3,9:22.0,C. Zeller misses 2-pt layup from 1 ft,,46,57
241,3,9:21.0,Offensive rebound by K. Walker,,46,57
242,3,9:17.0,M. Williams misses 3-pt jump shot from 26 ft,,46,57
243,3,9:14.0,Offensive rebound by J. Lamb,,46,57
244,3,9:13.0,N. Batum misses 3-pt jump shot from 27 ft,,46,57
245,3,9:08.0,Offensive rebound by C. Zeller,,46,57
246,3,9:04.0,Shooting foul by B. Bogdanović (drawn by C. Zeller),,46,57
247,3,9:04.0,C. Zeller makes free throw 1 of 2,,47,57
248,3,9:04.0,C. Zeller makes free throw 2 of 2,,48,57
249,3,9:04.0,,Indiana full timeout,48,57
250,3,8:45.0,,M. Turner makes 2-pt jump shot from 11 ft (assist by D. Collison),48,59
251,3,8:31.0,Shooting foul by M. Turner (drawn by J. Lamb),,48,59
252,3,8:31.0,J. Lamb makes free throw 1 of 2,,49,59
253,3,8:31.0,J. Lamb makes free throw 2 of 2,,50,59
254,3,8:21.0,,T. Young makes 2-pt layup from 1 ft (assist by W. Matthews),50,61
255,3,8:21.0,,Shooting foul by J. Lamb (drawn by T. Young),50,61
256,3,8:21.0,,T. Young makes free throw 1 of 1,50,62
257,3,8:08.0,C. Zeller misses 2-pt jump shot from 1 ft,,50,62
258,3,8:04.0,Offensive rebound by M. Williams,,50,62
259,3,8:04.0,M. Williams misses 2-pt layup from 1 ft,,50,62
260,3,8:03.0,Offensive rebound by N. Batum,,50,62
261,3,8:02.0,J. Lamb misses 3-pt jump shot from 26 ft,,50,62
262,3,8:00.0,Offensive rebound by M. Williams,,50,62
263,3,7:53.0,C. Zeller misses 2-pt layup from 1 ft (block by M. Turner),,50,62
264,3,7:53.0,Offensive rebound by J. Lamb,,50,62
265,3,7:49.0,J. Lamb makes 2-pt layup from 3 ft,,52,62
266,3,7:27.0,,D. Collison makes 2-pt jump shot from 8 ft (assist by T. Young),52,64
267,3,7:11.0,K. Walker makes 2-pt layup from 1 ft,,54,64
268,3,6:58.0,,D. Collison misses 3-pt jump shot from 26 ft,54,64
269,3,6:55.0,Defensive rebound by M. Williams,,54,64
270,3,6:49.0,Shooting foul by W. Matthews (drawn by K. Walker),,54,64
271,3,6:49.0,,Technical foul by W. Matthews,54,64
272,3,6:49.0,K. Walker makes technical free throw,,55,64
273,3,6:49.0,K. Walker makes free throw 1 of 2,,56,64
274,3,6:49.0,M. Kidd-Gilchrist enters the game for M. Williams,,56,64
