,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
55,1,3:32.0,D. Collison makes free throw 1 of 2,,24,16
56,1,3:32.0,C. Joseph enters the game for B. Bogdanović,,24,16
57,1,3:32.0,,Z. Collins enters the game for M. Harkless,24,16
58,1,3:32.0,,E. Freedom enters the game for J. Nurkić,24,16
59,1,3:32.0,D. Collison makes free throw 2 of 2,,25,16
60,1,3:17.0,,E. Freedom makes 2-pt jump shot from 6 ft (assist by D. Lillard),25,18
61,1,3:02.0,D. Collison misses 2-pt jump shot from 23 ft,,25,18
62,1,3:00.0,Offensive rebound by M. Turner,,25,18
63,1,3:00.0,Shooting foul by Z. Collins (drawn by M. Turner),,25,18
64,1,3:00.0,M. Turner makes free throw 1 of 2,,26,18
65,1,3:00.0,T. Evans enters the game for D. Collison,,26,18
66,1,3:00.0,M. Turner makes free throw 2 of 2,,27,18
67,1,2:48.0,,R. Hood misses 3-pt jump shot from 23 ft,27,18
68,1,2:46.0,,Offensive rebound by Team,27,18
69,1,2:46.0,Loose ball foul by W. Matthews (drawn by E. Freedom),,27,18
70,1,2:46.0,Indiana full timeout,,27,18
71,1,2:46.0,T. Leaf enters the game for M. Turner,,27,18
72,1,2:46.0,,J. Layman enters the game for R. Hood,27,18
73,1,2:41.0,,Offensive foul by E. Freedom (drawn by D. Sabonis),27,18
74,1,2:41.0,,Turnover by E. Freedom (offensive foul),27,18
75,1,2:29.0,D. Sabonis makes 2-pt hook shot from 3 ft,,29,18
76,1,2:13.0,,D. Lillard makes 2-pt layup from 3 ft,29,20
77,1,1:56.0,Personal foul by S. Curry (drawn by W. Matthews),,29,20
78,1,1:56.0,D. McDermott enters the game for W. Matthews,,29,20
79,1,1:51.0,C. Joseph misses 2-pt jump shot from 14 ft,,29,20
80,1,1:47.0,,Defensive rebound by Z. Collins,29,20
81,1,1:37.0,,Z. Collins makes 2-pt jump shot from 5 ft,29,22
82,1,1:37.0,,Shooting foul by T. Leaf (drawn by Z. Collins),29,22
83,1,1:37.0,,Z. Collins misses free throw 1 of 1,29,22
84,1,1:35.0,Defensive rebound by D. Sabonis,,29,22
85,1,1:26.0,D. Sabonis misses 2-pt jump shot from 10 ft,,29,22
86,1,1:25.0,,Defensive rebound by Team,29,22
87,1,1:25.0,Loose ball foul by D. Sabonis (drawn by E. Freedom),,29,22
88,1,1:25.0,,E. Freedom makes free throw 1 of 2,29,23
89,1,1:25.0,,R. Hood enters the game for J. Layman,29,23
90,1,1:25.0,,E. Freedom makes free throw 2 of 2,29,24
91,1,1:15.0,D. McDermott misses 2-pt jump shot from 20 ft,,29,24
92,1,1:13.0,,Defensive rebound by D. Lillard,29,24
93,1,1:06.0,,S. Curry misses 3-pt jump shot from 23 ft,29,24
94,1,1:02.0,Defensive rebound by D. McDermott,,29,24
95,1,0:47.0,D. McDermott misses 2-pt layup from 2 ft (block by Z. Collins),,29,24
96,1,0:41.0,,Defensive rebound by E. Freedom,29,24
97,1,0:39.0,,R. Hood makes 2-pt layup from 1 ft (assist by D. Lillard),29,26
98,1,0:34.0,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),,31,26
99,1,0:29.0,,D. Lillard makes 2-pt layup from 1 ft,31,28
100,1,0:10.0,T. Evans misses 2-pt layup from 3 ft,,31,28
101,1,0:07.0,,Defensive rebound by E. Freedom,31,28
102,1,0:01.0,,R. Hood misses 3-pt jump shot from 26 ft,31,28
103,1,0:01.0,,Offensive rebound by Team,31,28
104,2,11:49.0,D. Sabonis makes 2-pt jump shot from 14 ft (assist by T. Evans),,33,28
105,2,11:26.0,,Personal foul by C. Joseph (drawn by Z. Collins),33,28
106,2,11:17.0,,E. Turner misses 2-pt jump shot from 12 ft,33,28
107,2,11:13.0,Defensive rebound by T. Young,,33,28
108,2,10:52.0,T. Young misses 2-pt jump shot from 16 ft,,33,28
109,2,10:48.0,,Defensive rebound by E. Freedom,33,28
110,2,10:43.0,,R. Hood misses 3-pt jump shot from 24 ft,33,28
111,2,10:41.0,,Offensive rebound by Team,33,28
112,2,10:33.0,,Z. Collins misses 3-pt jump shot from 25 ft,33,28
113,2,10:30.0,Defensive rebound by D. Sabonis,,33,28
114,2,10:17.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Young),,36,28
115,2,9:50.0,,E. Freedom makes 2-pt hook shot from 2 ft (assist by Z. Collins),36,30
116,2,9:42.0,Personal foul by R. Hood (drawn by C. Joseph),,36,30
117,2,9:36.0,D. McDermott makes 2-pt jump shot from 9 ft (assist by T. Young),,38,30
118,2,9:22.0,,S. Curry misses 3-pt jump shot from 26 ft,38,30
119,2,9:19.0,Defensive rebound by C. Joseph,,38,30
120,2,9:13.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Evans),,41,30
121,2,9:12.0,,Portland full timeout,41,30
122,2,8:47.0,,Turnover by Team (shot clock),41,30
123,2,8:36.0,T. Young misses 2-pt layup from 4 ft,,41,30
124,2,8:34.0,,Defensive rebound by S. Curry,41,30
125,2,8:34.0,,Personal foul by T. Young (drawn by S. Curry),41,30
126,2,8:24.0,,Shooting foul by C. Joseph (drawn by S. Curry),41,30
127,2,8:24.0,,S. Curry makes free throw 1 of 2,41,31
128,2,8:24.0,,S. Curry makes free throw 2 of 2,41,32
129,2,8:12.0,Personal foul by S. Curry (drawn by C. Joseph),,41,32
130,2,8:12.0,,D. Lillard enters the game for S. Curry,41,32
131,2,8:06.0,D. Sabonis misses 2-pt jump shot from 19 ft,,41,32
132,2,8:03.0,,Defensive rebound by E. Turner,41,32
133,2,7:53.0,,D. Lillard makes 2-pt jump shot from 22 ft (assist by R. Hood),41,34
134,2,7:46.0,T. Young misses 2-pt hook shot from 5 ft,,41,34
135,2,7:45.0,,Defensive rebound by Team,41,34
136,2,7:32.0,,Shooting foul by D. Sabonis (drawn by D. Lillard),41,34
137,2,7:32.0,,D. Lillard makes free throw 1 of 2,41,35
138,2,7:32.0,,D. Lillard makes free throw 2 of 2,41,36
139,2,7:17.0,T. Evans misses 3-pt jump shot from 27 ft,,41,36
140,2,7:14.0,Offensive rebound by D. Sabonis,,41,36
141,2,7:11.0,Turnover by D. Sabonis (bad pass; steal by R. Hood),,41,36
142,2,7:07.0,,Turnover by R. Hood (lost ball; steal by C. Joseph),41,36
143,2,7:03.0,Turnover by D. McDermott (bad pass; steal by D. Lillard),,41,36
144,2,6:53.0,,Turnover by E. Freedom (bad pass; steal by C. Joseph),41,36
145,2,6:48.0,T. Evans misses 2-pt layup from 2 ft (block by Z. Collins),,41,36
146,2,6:40.0,,Defensive rebound by E. Freedom,41,36
147,2,6:40.0,,R. Hood makes 2-pt layup from 1 ft (assist by D. Lillard),41,38
148,2,6:38.0,Indiana full timeout,,41,38
149,2,6:38.0,B. Bogdanović enters the game for T. Evans,,41,38
150,2,6:38.0,W. Matthews enters the game for D. McDermott,,41,38
151,2,6:38.0,M. Turner enters the game for T. Young,,41,38
152,2,6:38.0,,J. Nurkić enters the game for E. Freedom,41,38
153,2,6:28.0,Turnover by D. Sabonis (lost ball; steal by D. Lillard),,41,38
154,2,6:11.0,,D. Lillard misses 3-pt jump shot from 26 ft,41,38
155,2,6:08.0,Defensive rebound by D. Sabonis,,41,38
156,2,5:54.0,M. Turner makes 2-pt jump shot from 22 ft (assist by B. Bogdanović),,43,38
157,2,5:33.0,,R. Hood misses 2-pt jump shot from 10 ft,43,38
158,2,5:30.0,,Offensive rebound by J. Nurkić,43,38
159,2,5:24.0,,Z. Collins misses 2-pt layup from 2 ft,43,38
160,2,5:14.0,,Offensive rebound by J. Nurkić,43,38
161,2,5:14.0,,J. Nurkić makes 2-pt dunk from 1 ft,43,40
162,2,5:11.0,M. Turner misses 2-pt layup from 4 ft,,43,40
163,2,5:08.0,,Defensive rebound by D. Lillard,43,40
164,2,4:55.0,,Personal foul by M. Turner (drawn by D. Lillard),43,40
165,2,4:55.0,,D. Lillard makes free throw 1 of 2,43,41
166,2,4:55.0,D. Collison enters the game for C. Joseph,,43,41
167,2,4:55.0,,M. Harkless enters the game for R. Hood,43,41
168,2,4:55.0,,D. Lillard makes free throw 2 of 2,43,42
169,2,4:45.0,Personal foul by E. Turner (drawn by M. Turner),,43,42
170,2,4:32.0,W. Matthews misses 2-pt jump shot from 11 ft,,43,42
171,2,4:29.0,,Defensive rebound by Team,43,42
172,2,4:17.0,,J. Nurkić misses 2-pt hook shot from 5 ft,43,42
173,2,4:16.0,,Offensive rebound by M. Harkless,43,42
174,2,4:16.0,,M. Harkless misses 2-pt layup from 1 ft,43,42
175,2,4:15.0,,Offensive rebound by J. Nurkić,43,42
176,2,4:14.0,,J. Nurkić misses 2-pt jump shot from 1 ft (block by D. Sabonis),43,42
177,2,4:14.0,,Offensive rebound by J. Nurkić,43,42
178,2,4:09.0,,J. Nurkić makes 2-pt layup from 1 ft,43,44
179,2,3:54.0,W. Matthews misses 3-pt jump shot from 26 ft,,43,44
180,2,3:51.0,,Defensive rebound by E. Turner,43,44
181,2,3:39.0,,Z. Collins makes 2-pt dunk at rim (assist by D. Lillard),43,46
182,2,3:22.0,Shooting foul by J. Nurkić (drawn by M. Turner),,43,46
183,2,3:22.0,M. Turner misses free throw 1 of 2,,43,46
184,2,3:22.0,Offensive rebound by Team,,43,46
185,2,3:22.0,T. Young enters the game for D. Sabonis,,43,46
186,2,3:22.0,,R. Hood enters the game for E. Turner,43,46
187,2,3:22.0,M. Turner makes free throw 2 of 2,,44,46
188,2,3:06.0,,J. Nurkić misses 2-pt jump shot from 12 ft,44,46
189,2,3:04.0,Defensive rebound by T. Young,,44,46
190,2,2:55.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,44,46
191,2,2:52.0,Offensive rebound by M. Turner,,44,46
192,2,2:48.0,M. Turner misses 3-pt jump shot from 26 ft,,44,46
193,2,2:45.0,,Defensive rebound by Z. Collins,44,46
194,2,2:35.0,,Turnover by J. Nurkić (bad pass; steal by B. Bogdanović),44,46
195,2,2:33.0,Shooting foul by J. Nurkić (drawn by M. Turner),,44,46
196,2,2:33.0,M. Turner makes free throw 1 of 2,,45,46
197,2,2:33.0,,E. Freedom enters the game for J. Nurkić,45,46
198,2,2:33.0,M. Turner makes free throw 2 of 2,,46,46
199,2,2:14.0,,Turnover by D. Lillard (bad pass; steal by T. Young),46,46
200,2,2:10.0,D. Collison makes 2-pt layup from 2 ft (assist by T. Young),,48,46
201,2,1:48.0,,D. Lillard makes 3-pt jump shot from 26 ft,48,49
202,2,1:29.0,B. Bogdanović misses 2-pt layup from 5 ft (block by M. Harkless),,48,49
203,2,1:29.0,,Defensive rebound by M. Harkless,48,49
204,2,1:10.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Lillard),48,52
205,2,0:54.0,D. Collison misses 2-pt jump shot from 19 ft,,48,52
206,2,0:51.0,,Defensive rebound by Z. Collins,48,52
207,2,0:33.0,,D. Lillard makes 3-pt jump shot from 31 ft,48,55
208,2,0:28.0,Turnover by D. Collison (lost ball; steal by M. Harkless),,48,55
209,2,0:08.0,,E. Freedom misses 2-pt layup from 1 ft,48,55
210,2,0:06.0,Defensive rebound by T. Young,,48,55
211,2,0:04.0,D. Collison misses 3-pt jump shot from 27 ft,,48,55
212,2,0:04.0,,Defensive rebound by M. Harkless,48,55
213,2,0:00.0,,M. Harkless misses 3-pt jump shot from 48 ft,48,55
214,2,0:00.0,,Offensive rebound by Team,48,55
215,3,11:49.0,B. Bogdanović misses 2-pt layup from 3 ft (block by R. Hood),,48,55
216,3,11:45.0,,Defensive rebound by Team,48,55
217,3,11:31.0,,R. Hood misses 2-pt jump shot from 20 ft,48,55
218,3,11:27.0,Defensive rebound by M. Turner,,48,55
219,3,11:16.0,M. Turner makes 3-pt jump shot from 25 ft (assist by D. Collison),,51,55
220,3,11:00.0,,M. Harkless makes 2-pt jump shot from 2 ft,51,57
221,3,11:00.0,,Shooting foul by M. Turner (drawn by M. Harkless),51,57
222,3,11:00.0,,M. Harkless makes free throw 1 of 1,51,58
223,3,10:39.0,Shooting foul by D. Lillard (drawn by W. Matthews),,51,58
224,3,10:39.0,W. Matthews makes free throw 1 of 2,,52,58
225,3,10:39.0,W. Matthews makes free throw 2 of 2,,53,58
226,3,10:25.0,,Turnover by D. Lillard (bad pass; steal by M. Turner),53,58
227,3,10:22.0,D. Collison misses 2-pt layup from 1 ft,,53,58
228,3,10:19.0,,Defensive rebound by J. Nurkić,53,58
229,3,10:14.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),53,61
230,3,9:55.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),,55,61
231,3,9:41.0,,A. Aminu makes 2-pt jump shot from 3 ft,55,63
232,3,9:23.0,T. Young makes 2-pt layup from 1 ft,,57,63
233,3,9:15.0,,Personal foul by D. Collison (drawn by D. Lillard),57,63
234,3,9:08.0,,D. Lillard misses 3-pt jump shot from 27 ft,57,63
235,3,9:03.0,Defensive rebound by T. Young,,57,63
236,3,9:01.0,Offensive foul by D. Collison (drawn by D. Lillard),,57,63
237,3,9:01.0,Turnover by D. Collison (offensive foul),,57,63
238,3,8:40.0,,M. Harkless makes 3-pt jump shot from 26 ft (assist by R. Hood),57,66
239,3,8:19.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,57,66
240,3,8:16.0,,Defensive rebound by M. Harkless,57,66
241,3,8:10.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by M. Harkless),57,69
242,3,8:09.0,Indiana full timeout,,57,69
243,3,7:58.0,Turnover by T. Young (bad pass; steal by D. Lillard),,57,69
244,3,7:44.0,,A. Aminu misses 2-pt hook shot from 3 ft,57,69
245,3,7:42.0,Defensive rebound by D. Collison,,57,69
246,3,7:39.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Collison),,60,69
247,3,7:21.0,,Shooting foul by B. Bogdanović (drawn by M. Harkless),60,69
248,3,7:21.0,,M. Harkless makes free throw 1 of 2,60,70
249,3,7:21.0,,M. Harkless makes free throw 2 of 2,60,71
250,3,7:08.0,M. Turner misses 2-pt jump shot from 19 ft,,60,71
251,3,7:05.0,,Defensive rebound by M. Harkless,60,71
252,3,6:56.0,,A. Aminu makes 3-pt jump shot from 27 ft (assist by D. Lillard),60,74
253,3,6:34.0,Turnover by M. Turner (bad pass),,60,74
254,3,6:22.0,,D. Lillard makes 3-pt jump shot from 29 ft,60,77
255,3,6:08.0,B. Bogdanović makes 2-pt layup from 1 ft,,62,77
256,3,6:08.0,,Violation by Team (def goaltending),62,77
257,3,5:56.0,,D. Lillard misses 3-pt jump shot from 31 ft,62,77
258,3,5:56.0,Defensive rebound by W. Matthews,,62,77
259,3,5:47.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by W. Matthews),,64,77
260,3,5:47.0,Shooting foul by M. Harkless (drawn by B. Bogdanović),,64,77
261,3,5:47.0,,J. Layman enters the game for R. Hood,64,77
262,3,5:47.0,B. Bogdanović makes free throw 1 of 1,,65,77
263,3,5:26.0,,J. Layman misses 2-pt jump shot from 13 ft (block by W. Matthews),65,77
264,3,5:20.0,Defensive rebound by M. Turner,,65,77
265,3,5:13.0,T. Young misses 3-pt jump shot from 23 ft,,65,77
266,3,5:11.0,,Defensive rebound by J. Layman,65,77
267,3,4:57.0,,Turnover by A. Aminu (bad pass; steal by D. Collison),65,77
268,3,4:52.0,Turnover by B. Bogdanović (out of bounds lost ball),,65,77
269,3,4:52.0,D. Sabonis enters the game for T. Young,,65,77
270,3,4:39.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),65,80
271,3,4:17.0,Personal foul by A. Aminu (drawn by D. Sabonis),,65,80
272,3,4:17.0,C. Joseph enters the game for B. Bogdanović,,65,80
273,3,4:17.0,,S. Curry enters the game for M. Harkless,65,80
274,3,4:07.0,M. Turner makes 2-pt jump shot from 19 ft (assist by C. Joseph),,67,80
275,3,3:48.0,,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Lillard),67,82
276,3,3:33.0,Turnover by D. Sabonis (3 sec),,67,82
277,3,3:20.0,,S. Curry misses 2-pt jump shot from 20 ft,67,82
278,3,3:17.0,,Offensive rebound by A. Aminu,67,82
279,3,3:17.0,,A. Aminu misses 2-pt jump shot from 6 ft,67,82
280,3,3:16.0,Defensive rebound by Team,,67,82
281,3,3:03.0,D. Collison makes 3-pt jump shot from 25 ft (assist by C. Joseph),,70,82
282,3,2:46.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),70,85
283,3,2:24.0,M. Turner makes 2-pt layup at rim (assist by D. Sabonis),,72,85
284,3,2:23.0,,Portland full timeout,72,85
285,3,2:23.0,D. McDermott enters the game for D. Collison,,72,85
286,3,2:23.0,T. Young enters the game for M. Turner,,72,85
287,3,2:04.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Lillard),72,88
288,3,1:53.0,Personal foul by D. Lillard (drawn by W. Matthews),,72,88
289,3,1:53.0,T. Evans enters the game for W. Matthews,,72,88
290,3,1:41.0,Turnover by T. Young (bad pass),,72,88
291,3,1:21.0,,J. Layman misses 3-pt jump shot from 24 ft,72,88
292,3,1:18.0,Defensive rebound by T. Young,,72,88
293,3,0:59.0,D. Sabonis misses 2-pt hook shot from 4 ft,,72,88
294,3,0:57.0,,Defensive rebound by J. Layman,72,88
295,3,0:50.0,,J. Nurkić misses 2-pt layup from 2 ft (block by T. Young),72,88
296,3,0:50.0,,Offensive rebound by Team,72,88
297,3,0:44.0,,Turnover by A. Aminu (bad pass; steal by T. Evans),72,88
298,3,0:41.0,Turnover by T. Evans (bad pass; steal by S. Curry),,72,88
299,3,0:30.0,,D. Lillard misses 3-pt jump shot from 34 ft,72,88
300,3,0:27.0,Defensive rebound by D. Sabonis,,72,88
301,3,0:05.0,Turnover by Team (shot clock),,72,88
302,3,0:05.0,,R. Hood enters the game for J. Nurkić,72,88
303,3,0:02.0,,Personal take foul by T. Evans (drawn by S. Curry),72,88
304,3,0:02.0,,E. Turner enters the game for J. Layman,72,88
305,3,0:00.0,,D. Lillard misses 3-pt jump shot from 35 ft,72,88
306,3,0:00.0,,Offensive rebound by Team,72,88
307,4,11:44.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by E. Turner),72,91
308,4,11:18.0,D. Sabonis misses 2-pt jump shot from 13 ft,,72,91
309,4,11:16.0,,Defensive rebound by E. Turner,72,91
310,4,11:03.0,,R. Hood makes 2-pt jump shot from 16 ft (assist by S. Curry),72,93
311,4,10:48.0,Personal foul by R. Hood (drawn by T. Evans),,72,93
312,4,10:32.0,C. Joseph misses 2-pt jump shot from 7 ft,,72,93
313,4,10:26.0,Offensive rebound by T. Young,,72,93
314,4,10:26.0,T. Young misses 2-pt layup from 1 ft,,72,93
315,4,10:26.0,,Defensive rebound by R. Hood,72,93
316,4,10:14.0,,Turnover by E. Turner (bad pass; steal by C. Joseph),72,93
317,4,10:10.0,T. Evans makes 2-pt layup from 1 ft (assist by C. Joseph),,74,93
318,4,9:45.0,,S. Curry misses 2-pt layup from 2 ft,74,93
319,4,9:43.0,Defensive rebound by D. Sabonis,,74,93
320,4,9:35.0,D. McDermott misses 3-pt jump shot from 23 ft,,74,93
321,4,9:32.0,Offensive rebound by C. Joseph,,74,93
322,4,9:23.0,D. McDermott misses 2-pt layup from 1 ft,,74,93
323,4,9:22.0,Offensive rebound by Team,,74,93
324,4,9:20.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Evans),,77,93
325,4,8:55.0,,Z. Collins misses 2-pt hook shot from 10 ft,77,93
326,4,8:51.0,Defensive rebound by D. Sabonis,,77,93
327,4,8:47.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by C. Joseph),,80,93
328,4,8:47.0,,Portland full timeout,80,93
329,4,8:31.0,,E. Freedom misses 3-pt jump shot from 26 ft,80,93
330,4,8:27.0,Defensive rebound by T. Young,,80,93
331,4,8:12.0,D. McDermott misses 2-pt layup from 1 ft (block by E. Turner),,80,93
332,4,8:09.0,,Defensive rebound by E. Turner,80,93
333,4,7:58.0,,Personal foul by D. Sabonis (drawn by E. Freedom),80,93
334,4,7:58.0,,D. Lillard enters the game for R. Hood,80,93
335,4,7:50.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Lillard),80,96
336,4,7:36.0,T. Evans makes 2-pt jump shot from 20 ft,,82,96
337,4,7:23.0,,Personal foul by T. Evans (drawn by S. Curry),82,96
338,4,7:14.0,,D. Lillard misses 2-pt layup from 2 ft,82,96
339,4,7:12.0,Defensive rebound by C. Joseph,,82,96
340,4,7:04.0,Shooting foul by Z. Collins (drawn by D. Sabonis),,82,96
341,4,7:04.0,D. Sabonis misses free throw 1 of 2,,82,96
342,4,7:04.0,Offensive rebound by Team,,82,96
343,4,7:04.0,,A. Aminu enters the game for Z. Collins,82,96
344,4,7:04.0,,J. Nurkić enters the game for E. Freedom,82,96
345,4,7:04.0,D. Sabonis makes free throw 2 of 2,,83,96
346,4,6:41.0,,D. Lillard makes 2-pt layup from 2 ft,83,98
347,4,6:26.0,T. Evans makes 2-pt jump shot from 19 ft,,85,98
348,4,6:00.0,,A. Aminu misses 3-pt jump shot from 25 ft,85,98
349,4,5:57.0,Defensive rebound by T. Young,,85,98
350,4,5:55.0,T. Evans makes 2-pt layup from 1 ft,,87,98
351,4,5:55.0,Shooting foul by E. Turner (drawn by T. Evans),,87,98
352,4,5:55.0,M. Turner enters the game for T. Young,,87,98
353,4,5:55.0,,M. Harkless enters the game for E. Turner,87,98
354,4,5:55.0,T. Evans makes free throw 1 of 1,,88,98
355,4,5:31.0,,J. Nurkić makes 2-pt jump shot from 6 ft (assist by M. Harkless),88,100
356,4,5:30.0,Indiana full timeout,,88,100
357,4,5:11.0,M. Turner misses 2-pt hook shot from 8 ft,,88,100
358,4,5:09.0,,Defensive rebound by J. Nurkić,88,100
359,4,4:59.0,,M. Harkless misses 2-pt jump shot from 13 ft,88,100
360,4,4:56.0,Defensive rebound by C. Joseph,,88,100
361,4,4:44.0,T. Evans misses 2-pt jump shot from 17 ft (block by S. Curry),,88,100
362,4,4:44.0,Offensive rebound by Team,,88,100
363,4,4:44.0,B. Bogdanović enters the game for D. McDermott,,88,100
364,4,4:34.0,Shooting foul by A. Aminu (drawn by M. Turner),,88,100
365,4,4:34.0,M. Turner makes free throw 1 of 2,,89,100
366,4,4:34.0,M. Turner misses free throw 2 of 2,,89,100
367,4,4:31.0,,Defensive rebound by A. Aminu,89,100
368,4,4:26.0,,Offensive foul by D. Lillard (drawn by C. Joseph),89,100
369,4,4:26.0,,Turnover by D. Lillard (offensive foul),89,100
370,4,4:15.0,Turnover by D. Sabonis (lost ball; steal by A. Aminu),,89,100
371,4,4:02.0,,Turnover by J. Nurkić (bad pass; steal by B. Bogdanović),89,100
372,4,3:41.0,M. Turner misses 3-pt jump shot from 26 ft,,89,100
373,4,3:39.0,,Defensive rebound by Team,89,100
374,4,3:39.0,Loose ball foul by D. Sabonis (drawn by M. Harkless),,89,100
375,4,3:39.0,,Portland full timeout,89,100
376,4,3:39.0,D. Collison enters the game for T. Evans,,89,100
377,4,3:39.0,W. Matthews enters the game for C. Joseph,,89,100
378,4,3:39.0,T. Young enters the game for D. Sabonis,,89,100
379,4,3:23.0,,S. Curry misses 3-pt jump shot from 23 ft,89,100
380,4,3:22.0,,Offensive rebound by J. Nurkić,89,100
381,4,3:12.0,,J. Nurkić misses 2-pt jump shot from 8 ft,89,100
