,QUARTER,TIME_REMAINING,TORONTO_ACTION,BROOKLYN_ACTION,TORONTO_SCORE,BROOKLYN_SCORE
0,1,11:46.0,,J. Harris misses 2-pt layup from 4 ft (block by J. Valančiūnas),0,0
1,1,11:43.0,,Offensive rebound by J. Harris,0,0
2,1,11:38.0,,Turnover by J. Harris (bad pass),0,0
3,1,11:26.0,Personal foul by J. Allen (drawn by J. Valančiūnas),,0,0
4,1,11:20.0,J. Valančiūnas makes 2-pt dunk from 2 ft (assist by P. Siakam),,2,0
5,1,11:20.0,Technical foul by J. Valančiūnas,,2,0
6,1,11:20.0,,A. Crabbe misses technical free throw,2,0
7,1,11:20.0,,Offensive rebound by Team,2,0
8,1,11:01.0,,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,2,0
9,1,10:58.0,,Offensive rebound by J. Allen,2,0
10,1,10:56.0,,J. Allen makes 2-pt hook shot from 6 ft,2,2
11,1,10:37.0,P. Siakam misses 2-pt dunk from 5 ft (block by J. Allen),,2,2
12,1,10:34.0,,Defensive rebound by D. Russell,2,2
13,1,10:33.0,,J. Harris misses 3-pt jump shot from 26 ft,2,2
14,1,10:30.0,,Offensive rebound by J. Allen,2,2
15,1,10:28.0,,Turnover by J. Allen (bad pass; steal by K. Lowry),2,2
16,1,10:28.0,Personal foul by J. Harris (drawn by K. Lowry),,2,2
17,1,10:17.0,Turnover by K. Lowry (bad pass),,2,2
18,1,10:03.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by J. Harris),2,5
19,1,10:01.0,Toronto full timeout,,2,5
20,1,9:48.0,K. Lowry misses 2-pt jump shot from 21 ft,,2,5
21,1,9:45.0,,Defensive rebound by J. Harris,2,5
22,1,9:39.0,,Turnover by A. Crabbe (traveling),2,5
23,1,9:25.0,J. Valančiūnas misses 3-pt jump shot from 26 ft,,2,5
24,1,9:22.0,,Defensive rebound by J. Harris,2,5
25,1,9:12.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),2,8
26,1,9:08.0,Turnover by K. Lowry (bad pass),,2,8
27,1,8:59.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),2,11
28,1,8:51.0,K. Leonard misses 3-pt jump shot from 26 ft,,2,11
29,1,8:49.0,,Defensive rebound by A. Crabbe,2,11
30,1,8:45.0,,D. Russell misses 3-pt jump shot from 26 ft,2,11
31,1,8:42.0,Defensive rebound by J. Valančiūnas,,2,11
32,1,8:30.0,Turnover by P. Siakam (bad pass; steal by J. Allen),,2,11
33,1,8:23.0,,J. Allen makes 2-pt layup from 2 ft (assist by A. Crabbe),2,13
34,1,7:57.0,K. Leonard misses 2-pt jump shot from 5 ft,,2,13
35,1,7:55.0,,Defensive rebound by J. Harris,2,13
36,1,7:49.0,,D. Russell misses 3-pt jump shot from 25 ft,2,13
37,1,7:46.0,Defensive rebound by J. Valančiūnas,,2,13
38,1,7:35.0,J. Valančiūnas makes 2-pt jump shot from 11 ft,,4,13
39,1,7:20.0,,R. Hollis-Jefferson misses 3-pt jump shot from 26 ft,4,13
40,1,7:18.0,Defensive rebound by P. Siakam,,4,13
41,1,7:13.0,K. Lowry misses 3-pt jump shot from 26 ft,,4,13
42,1,7:08.0,,Defensive rebound by A. Crabbe,4,13
43,1,7:02.0,,A. Crabbe misses 3-pt jump shot from 26 ft,4,13
44,1,6:59.0,Defensive rebound by K. Lowry,,4,13
45,1,6:55.0,D. Green misses 3-pt jump shot from 23 ft,,4,13
46,1,6:52.0,,Defensive rebound by J. Allen,4,13
47,1,6:36.0,,J. Harris misses 3-pt jump shot from 26 ft,4,13
48,1,6:34.0,Defensive rebound by P. Siakam,,4,13
49,1,6:25.0,K. Leonard misses 2-pt jump shot from 21 ft,,4,13
50,1,6:21.0,,Defensive rebound by D. Russell,4,13
51,1,6:16.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,4,13
