,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW ORLEANS_ACTION,ORLANDO_SCORE,NEW ORLEANS_SCORE
0,1,11:42.0,,J. Okafor makes 2-pt layup from 3 ft,0,2
1,1,11:28.0,N. Vučević makes 2-pt layup from 2 ft (assist by A. Gordon),,2,2
2,1,11:18.0,,J. Holiday makes 2-pt layup from 2 ft,2,4
3,1,11:03.0,J. Isaac misses 3-pt jump shot from 25 ft,,2,4
4,1,11:00.0,,Defensive rebound by J. Okafor,2,4
5,1,10:50.0,,A. Davis misses 2-pt jump shot from 10 ft,2,4
6,1,10:48.0,Defensive rebound by N. Vučević,,2,4
7,1,10:40.0,J. Isaac misses 3-pt jump shot from 25 ft,,2,4
8,1,10:37.0,,Defensive rebound by K. Williams,2,4
9,1,10:30.0,,J. Holiday misses 3-pt jump shot from 24 ft,2,4
10,1,10:22.0,,Offensive rebound by J. Okafor,2,4
11,1,10:22.0,,J. Okafor misses 2-pt layup from 1 ft,2,4
12,1,10:20.0,Defensive rebound by N. Vučević,,2,4
13,1,10:18.0,E. Fournier misses 3-pt jump shot from 25 ft,,2,4
14,1,10:16.0,Offensive rebound by Team,,2,4
15,1,10:06.0,J. Isaac makes 2-pt layup from 3 ft (assist by N. Vučević),,4,4
16,1,9:44.0,,E. Moore misses 2-pt jump shot from 16 ft,4,4
17,1,9:41.0,Defensive rebound by N. Vučević,,4,4
18,1,9:38.0,Personal foul by K. Williams (drawn by A. Gordon),,4,4
19,1,9:31.0,J. Isaac misses 3-pt jump shot from 24 ft,,4,4
20,1,9:29.0,Offensive rebound by N. Vučević,,4,4
21,1,9:26.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,7,4
22,1,9:12.0,,J. Okafor makes 2-pt layup from 2 ft (assist by J. Holiday),7,6
23,1,9:00.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),,10,6
24,1,8:42.0,,J. Holiday misses 2-pt layup from 4 ft,10,6
25,1,8:39.0,Defensive rebound by N. Vučević,,10,6
26,1,8:35.0,Turnover by A. Gordon (bad pass),,10,6
27,1,8:20.0,,J. Holiday misses 2-pt layup from 2 ft,10,6
28,1,8:18.0,Defensive rebound by N. Vučević,,10,6
29,1,8:09.0,J. Isaac misses 2-pt layup from 1 ft,,10,6
30,1,8:07.0,Offensive rebound by J. Isaac,,10,6
31,1,8:07.0,J. Isaac makes 2-pt layup from 2 ft,,12,6
32,1,7:50.0,,A. Davis misses 2-pt hook shot from 13 ft,12,6
33,1,7:47.0,Defensive rebound by D. Augustin,,12,6
34,1,7:46.0,J. Isaac makes 2-pt dunk from 1 ft (assist by D. Augustin),,14,6
35,1,7:38.0,,New Orleans full timeout,14,6
36,1,7:24.0,,K. Williams misses 2-pt jump shot from 16 ft,14,6
37,1,7:20.0,Defensive rebound by E. Fournier,,14,6
38,1,7:15.0,E. Fournier makes 3-pt jump shot from 24 ft,,17,6
39,1,7:01.0,,Turnover by K. Williams (bad pass; steal by N. Vučević),17,6
40,1,6:44.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by D. Augustin),,20,6
41,1,6:28.0,,E. Moore makes 2-pt layup at rim,20,8
42,1,6:08.0,A. Gordon makes 2-pt layup from 1 ft (assist by D. Augustin),,22,8
43,1,6:00.0,,Shooting foul by A. Gordon (drawn by A. Davis),22,8
44,1,6:00.0,,A. Davis makes free throw 1 of 2,22,9
45,1,6:00.0,W. Iwundu enters the game for J. Isaac,,22,9
46,1,6:00.0,,T. Frazier enters the game for J. Holiday,22,9
47,1,6:00.0,,J. Randle enters the game for J. Okafor,22,9
48,1,6:00.0,,A. Davis misses free throw 2 of 2,22,9
49,1,5:58.0,Defensive rebound by A. Gordon,,22,9
50,1,5:43.0,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),,24,9
51,1,5:43.0,Shooting foul by E. Moore (drawn by E. Fournier),,24,9
52,1,5:43.0,,D. Miller enters the game for E. Moore,24,9
53,1,5:43.0,E. Fournier makes free throw 1 of 1,,25,9
54,1,5:32.0,,A. Davis misses 2-pt jump shot from 12 ft,25,9
55,1,5:29.0,Defensive rebound by N. Vučević,,25,9
56,1,5:24.0,D. Augustin misses 2-pt layup from 4 ft (block by A. Davis),,25,9
57,1,5:23.0,Offensive rebound by Team,,25,9
58,1,5:18.0,N. Vučević misses 2-pt jump shot from 18 ft,,25,9
59,1,5:15.0,,Defensive rebound by J. Randle,25,9
60,1,4:58.0,,J. Randle misses 2-pt jump shot from 8 ft,25,9
61,1,4:56.0,Defensive rebound by N. Vučević,,25,9
62,1,4:51.0,Shooting foul by K. Williams (drawn by N. Vučević),,25,9
63,1,4:51.0,N. Vučević misses free throw 1 of 2,,25,9
64,1,4:51.0,Offensive rebound by Team,,25,9
65,1,4:51.0,I. Briscoe enters the game for D. Augustin,,25,9
66,1,4:51.0,J. Isaac enters the game for A. Gordon,,25,9
67,1,4:51.0,,C. Diallo enters the game for A. Davis,25,9
68,1,4:51.0,,F. Jackson enters the game for K. Williams,25,9
69,1,4:51.0,N. Vučević makes free throw 2 of 2,,26,9
70,1,4:39.0,,D. Miller misses 2-pt jump shot from 6 ft,26,9
71,1,4:34.0,,Offensive rebound by C. Diallo,26,9
72,1,4:34.0,,C. Diallo misses 2-pt layup from 1 ft,26,9
73,1,4:34.0,Defensive rebound by I. Briscoe,,26,9
74,1,4:31.0,E. Fournier makes 2-pt dunk from 1 ft (assist by I. Briscoe),,28,9
75,1,4:24.0,,New Orleans full timeout,28,9
76,1,4:11.0,,Turnover by J. Randle (lost ball; steal by I. Briscoe),28,9
77,1,3:57.0,Shooting foul by C. Diallo (drawn by N. Vučević),,28,9
78,1,3:57.0,N. Vučević makes free throw 1 of 2,,29,9
79,1,3:57.0,N. Vučević makes free throw 2 of 2,,30,9
80,1,3:48.0,,Turnover by F. Jackson (bad pass; steal by N. Vučević),30,9
81,1,3:41.0,Personal foul by T. Frazier (drawn by J. Isaac),,30,9
82,1,3:41.0,J. Isaac makes free throw 1 of 2,,31,9
83,1,3:41.0,J. Isaac makes free throw 2 of 2,,32,9
84,1,3:29.0,,D. Miller misses 3-pt jump shot from 23 ft,32,9
85,1,3:24.0,Defensive rebound by N. Vučević,,32,9
86,1,3:08.0,N. Vučević makes 2-pt jump shot from 13 ft (assist by E. Fournier),,34,9
87,1,2:46.0,,T. Frazier misses 3-pt jump shot from 25 ft,34,9
88,1,2:43.0,Defensive rebound by E. Fournier,,34,9
89,1,2:37.0,E. Fournier misses 2-pt layup from 1 ft,,34,9
90,1,2:37.0,,Defensive rebound by Team,34,9
91,1,2:37.0,Loose ball foul by W. Iwundu (drawn by D. Miller),,34,9
92,1,2:37.0,K. Birch enters the game for E. Fournier,,34,9
93,1,2:37.0,T. Ross enters the game for N. Vučević,,34,9
94,1,2:34.0,,Turnover by T. Frazier (dbl dribble),34,9
95,1,2:21.0,T. Ross misses 2-pt jump shot from 21 ft,,34,9
96,1,2:20.0,,Defensive rebound by Team,34,9
97,1,2:08.0,,F. Jackson misses 2-pt layup from 5 ft (block by W. Iwundu),34,9
98,1,2:06.0,Defensive rebound by Team,,34,9
99,1,1:55.0,K. Birch misses 2-pt dunk from 2 ft (block by J. Randle),,34,9
100,1,1:52.0,Offensive rebound by K. Birch,,34,9
101,1,1:52.0,Shooting foul by C. Diallo (drawn by J. Isaac),,34,9
102,1,1:52.0,J. Isaac makes free throw 1 of 2,,35,9
103,1,1:52.0,,J. Okafor enters the game for C. Diallo,35,9
104,1,1:52.0,J. Isaac makes free throw 2 of 2,,36,9
105,1,1:38.0,,J. Randle misses 2-pt jump shot from 3 ft (block by K. Birch),36,9
106,1,1:36.0,Defensive rebound by W. Iwundu,,36,9
107,1,1:33.0,W. Iwundu misses 2-pt layup from 2 ft,,36,9
108,1,1:33.0,Offensive rebound by Team,,36,9
109,1,1:27.0,T. Ross misses 2-pt jump shot from 13 ft,,36,9
110,1,1:22.0,Offensive rebound by J. Isaac,,36,9
111,1,1:20.0,J. Isaac misses 2-pt layup from 2 ft,,36,9
112,1,1:18.0,,Defensive rebound by T. Frazier,36,9
113,1,1:13.0,,D. Miller misses 2-pt jump shot from 13 ft (block by W. Iwundu),36,9
114,1,1:09.0,Defensive rebound by W. Iwundu,,36,9
115,1,1:09.0,Offensive foul by W. Iwundu (drawn by T. Frazier),,36,9
116,1,1:09.0,Turnover by W. Iwundu (offensive foul),,36,9
117,1,0:59.0,,T. Frazier makes 2-pt jump shot from 12 ft,36,11
118,1,0:41.0,J. Isaac makes 3-pt jump shot from 26 ft (assist by K. Birch),,39,11
119,1,0:32.0,,J. Randle makes 2-pt jump shot from 17 ft,39,13
120,1,0:12.0,T. Ross misses 2-pt jump shot from 13 ft (block by D. Miller),,39,13
121,1,0:08.0,,Defensive rebound by F. Jackson,39,13
122,1,0:03.0,,F. Jackson makes 2-pt layup from 2 ft (assist by T. Frazier),39,15
123,1,0:00.0,Turnover by T. Ross (bad pass; steal by J. Okafor),,39,15
124,1,0:00.0,,J. Okafor makes 2-pt layup from 2 ft,39,17
125,2,11:43.0,K. Birch makes 2-pt dunk from 1 ft (assist by T. Ross),,41,17
126,2,11:22.0,,J. Randle makes 2-pt dunk from 1 ft,41,19
127,2,10:59.0,K. Birch misses 2-pt layup from 5 ft (block by J. Randle),,41,19
128,2,10:55.0,,Defensive rebound by T. Frazier,41,19
129,2,10:46.0,,D. Miller misses 3-pt jump shot from 26 ft,41,19
130,2,10:42.0,Defensive rebound by A. Gordon,,41,19
131,2,10:27.0,A. Gordon misses 3-pt jump shot from 26 ft,,41,19
132,2,10:24.0,,Defensive rebound by T. Frazier,41,19
133,2,10:14.0,,D. Miller misses 3-pt jump shot from 27 ft,41,19
134,2,10:10.0,Defensive rebound by I. Briscoe,,41,19
135,2,9:59.0,A. Gordon misses 2-pt layup from 2 ft,,41,19
136,2,9:58.0,Offensive rebound by A. Gordon,,41,19
137,2,9:58.0,Shooting foul by T. Frazier (drawn by A. Gordon),,41,19
138,2,9:58.0,A. Gordon makes free throw 1 of 2,,42,19
139,2,9:58.0,,A. Davis enters the game for J. Randle,42,19
140,2,9:58.0,A. Gordon makes free throw 2 of 2,,43,19
141,2,9:39.0,,T. Frazier makes 2-pt layup from 1 ft (assist by J. Okafor),43,21
142,2,9:25.0,E. Fournier misses 2-pt jump shot from 14 ft,,43,21
143,2,9:20.0,,Defensive rebound by A. Davis,43,21
144,2,9:15.0,,D. Miller makes 3-pt jump shot from 23 ft (assist by J. Holiday),43,24
145,2,8:53.0,A. Gordon misses 2-pt jump shot from 16 ft,,43,24
146,2,8:50.0,,Defensive rebound by J. Holiday,43,24
