,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
0,1,11:44.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Turner),0,2
1,1,11:18.0,Turnover by Team (shot clock),,0,2
2,1,11:03.0,,D. Collison misses 3-pt jump shot from 26 ft,0,2
3,1,11:01.0,Defensive rebound by R. Hood,,0,2
4,1,10:46.0,D. Nwaba misses 3-pt jump shot from 23 ft,,0,2
5,1,10:43.0,,Defensive rebound by D. Collison,0,2
6,1,10:37.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,0,2
7,1,10:34.0,Defensive rebound by R. Hood,,0,2
8,1,10:29.0,C. Sexton makes 2-pt layup from 1 ft (assist by R. Hood),,2,2
9,1,10:05.0,,M. Turner misses 3-pt jump shot from 26 ft,2,2
10,1,10:02.0,Defensive rebound by D. Nwaba,,2,2
11,1,9:50.0,L. Nance misses 2-pt jump shot from 8 ft (block by M. Turner),,2,2
12,1,9:48.0,Offensive rebound by L. Nance,,2,2
13,1,9:46.0,R. Hood misses 3-pt jump shot from 25 ft,,2,2
14,1,9:44.0,,Defensive rebound by V. Oladipo,2,2
15,1,9:41.0,,V. Oladipo misses 3-pt jump shot from 27 ft,2,2
16,1,9:37.0,Defensive rebound by L. Nance,,2,2
17,1,9:25.0,C. Sexton makes 2-pt jump shot from 9 ft,,4,2
18,1,9:12.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,4,2
19,1,9:07.0,,Offensive rebound by B. Bogdanović,4,2
20,1,9:07.0,,B. Bogdanović makes 2-pt layup at rim,4,4
21,1,8:58.0,Personal foul by M. Turner (drawn by L. Nance),,4,4
22,1,8:43.0,C. Sexton makes 2-pt layup from 1 ft (assist by C. Osman),,6,4
23,1,8:29.0,,Turnover by V. Oladipo (bad pass; steal by D. Nwaba),6,4
24,1,8:25.0,C. Osman makes 2-pt layup at rim (assist by D. Nwaba),,8,4
25,1,8:10.0,,M. Turner makes 2-pt jump shot from 3 ft (assist by D. Collison),8,6
26,1,7:47.0,L. Nance misses 2-pt jump shot from 19 ft,,8,6
27,1,7:44.0,,Defensive rebound by T. Young,8,6
28,1,7:37.0,,V. Oladipo makes 2-pt jump shot from 20 ft (assist by T. Young),8,8
29,1,7:13.0,D. Nwaba misses 3-pt jump shot from 24 ft,,8,8
30,1,7:12.0,,Defensive rebound by M. Turner,8,8
31,1,7:07.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Collison),8,10
32,1,6:46.0,C. Sexton misses 2-pt jump shot from 20 ft,,8,10
33,1,6:44.0,,Defensive rebound by M. Turner,8,10
34,1,6:25.0,,T. Young makes 2-pt layup from 1 ft,8,12
35,1,6:25.0,Cleveland full timeout,,8,12
36,1,5:59.0,L. Nance misses 3-pt jump shot from 27 ft,,8,12
37,1,5:57.0,,Defensive rebound by B. Bogdanović,8,12
38,1,5:53.0,,T. Young misses 2-pt layup from 1 ft,8,12
39,1,5:52.0,,Offensive rebound by T. Young,8,12
40,1,5:52.0,,T. Young misses 2-pt layup from 2 ft,8,12
41,1,5:51.0,,Offensive rebound by T. Young,8,12
42,1,5:51.0,,Shooting foul by L. Nance (drawn by T. Young),8,12
43,1,5:51.0,,T. Young misses free throw 1 of 2,8,12
44,1,5:51.0,,Offensive rebound by Team,8,12
45,1,5:51.0,A. Burks enters the game for D. Nwaba,,8,12
46,1,5:51.0,,T. Young misses free throw 2 of 2,8,12
47,1,5:50.0,Defensive rebound by C. Osman,,8,12
48,1,5:28.0,C. Osman misses 2-pt jump shot from 5 ft,,8,12
49,1,5:26.0,,Defensive rebound by D. Collison,8,12
50,1,5:22.0,,V. Oladipo misses 2-pt jump shot from 19 ft,8,12
51,1,5:20.0,Defensive rebound by C. Osman,,8,12
52,1,5:14.0,A. Burks misses 2-pt jump shot from 19 ft,,8,12
53,1,5:12.0,,Defensive rebound by V. Oladipo,8,12
54,1,4:59.0,,D. Collison misses 2-pt layup from 2 ft,8,12
55,1,4:57.0,Defensive rebound by A. Burks,,8,12
56,1,4:42.0,L. Nance misses 2-pt dunk from 2 ft,,8,12
57,1,4:41.0,Offensive rebound by L. Nance,,8,12
58,1,4:37.0,R. Hood misses 3-pt jump shot from 28 ft,,8,12
59,1,4:33.0,,Defensive rebound by V. Oladipo,8,12
60,1,4:20.0,,M. Turner makes 2-pt dunk from 1 ft (assist by B. Bogdanović),8,14
61,1,4:05.0,L. Nance makes 3-pt jump shot from 27 ft (assist by R. Hood),,11,14
62,1,3:47.0,,D. Collison makes 3-pt jump shot from 28 ft,11,17
63,1,3:29.0,C. Osman misses 3-pt jump shot from 28 ft,,11,17
64,1,3:26.0,,Defensive rebound by T. Young,11,17
65,1,3:10.0,,M. Turner makes 2-pt jump shot from 14 ft,11,19
66,1,2:53.0,L. Nance makes 2-pt layup from 1 ft,,13,19
67,1,2:53.0,,Indiana full timeout,13,19
68,1,2:53.0,J. Blossomgame enters the game for R. Hood,,13,19
69,1,2:53.0,M. Dellavedova enters the game for C. Osman,,13,19
70,1,2:53.0,A. Žižić enters the game for C. Sexton,,13,19
71,1,2:53.0,,C. Joseph enters the game for B. Bogdanović,13,19
72,1,2:53.0,,D. Sabonis enters the game for T. Young,13,19
73,1,2:38.0,,D. Collison misses 2-pt jump shot from 17 ft,13,19
74,1,2:34.0,Defensive rebound by J. Blossomgame,,13,19
75,1,2:31.0,Turnover by M. Dellavedova (bad pass),,13,19
76,1,2:31.0,,T. Evans enters the game for D. Collison,13,19
77,1,2:31.0,,D. McDermott enters the game for V. Oladipo,13,19
78,1,2:15.0,,C. Joseph misses 3-pt jump shot from 26 ft,13,19
