,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DENVER_ACTION,WASHINGTON_SCORE,DENVER_SCORE
389,4,5:55.0,Turnover by J. Parker (step out of bounds),,86,82
390,4,5:51.0,,Personal foul by J. Parker (drawn by N. Jokić),86,82
391,4,5:43.0,,W. Barton misses 3-pt jump shot from 22 ft,86,82
392,4,5:39.0,Defensive rebound by T. Bryant,,86,82
393,4,5:18.0,T. Brown misses 3-pt jump shot from 25 ft (block by W. Barton),,86,82
394,4,5:18.0,Offensive rebound by Team,,86,82
395,4,5:18.0,Turnover by Team (shot clock),,86,82
396,4,4:58.0,,Shooting foul by T. Bryant (drawn by P. Millsap),86,82
397,4,4:58.0,,P. Millsap makes free throw 1 of 2,86,83
398,4,4:58.0,,P. Millsap makes free throw 2 of 2,86,84
399,4,4:45.0,B. Beal misses 3-pt jump shot from 26 ft,,86,84
400,4,4:41.0,,Defensive rebound by G. Harris,86,84
401,4,4:33.0,,Offensive rebound by P. Millsap,86,84
402,4,4:33.0,,P. Millsap misses 2-pt layup from 2 ft,86,84
403,4,4:32.0,,P. Millsap makes 2-pt layup at rim,86,86
404,4,4:32.0,Washington full timeout,,86,86
405,4,4:32.0,B. Portis enters the game for J. Parker,,86,86
406,4,4:12.0,B. Beal makes 2-pt layup from 3 ft (assist by T. Satoranský),,88,86
407,4,3:51.0,,G. Harris misses 3-pt jump shot from 22 ft,88,86
408,4,3:48.0,,Offensive rebound by N. Jokić,88,86
409,4,3:47.0,,N. Jokić makes 2-pt layup from 2 ft,88,88
410,4,3:47.0,,Technical foul by N. Jokić,88,88
411,4,3:47.0,,Technical foul by N. Jokić,88,88
412,4,3:47.0,B. Beal makes technical free throw,,89,88
413,4,3:47.0,B. Beal makes technical free throw,,90,88
414,4,3:47.0,,N. Jokić ejected from game,90,88
415,4,3:47.0,,M. Plumlee enters the game for N. Jokić,90,88
416,4,3:31.0,T. Bryant makes 2-pt layup from 3 ft (assist by B. Beal),,92,88
417,4,3:13.0,,P. Millsap misses 2-pt layup from 3 ft,92,88
418,4,3:13.0,,Offensive rebound by M. Plumlee,92,88
419,4,3:09.0,,M. Plumlee misses 2-pt layup at rim,92,88
420,4,3:07.0,Defensive rebound by B. Portis,,92,88
421,4,2:49.0,Personal foul by M. Morris (drawn by T. Bryant),,92,88
422,4,2:35.0,B. Beal misses 3-pt jump shot from 25 ft,,92,88
423,4,2:31.0,,Defensive rebound by W. Barton,92,88
424,4,2:20.0,,G. Harris misses 3-pt jump shot from 25 ft,92,88
425,4,2:18.0,,Offensive rebound by Team,92,88
426,4,2:12.0,,Personal foul by B. Portis (drawn by P. Millsap),92,88
427,4,2:12.0,,P. Millsap makes free throw 1 of 2,92,89
428,4,2:12.0,,P. Millsap makes free throw 2 of 2,92,90
429,4,2:05.0,Personal foul by G. Harris (drawn by B. Beal),,92,90
430,4,2:05.0,J. Parker enters the game for B. Portis,,92,90
431,4,1:58.0,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),,94,90
432,4,1:50.0,Violation by Team (kicked ball),,94,90
433,4,1:43.0,,Turnover by M. Plumlee (bad pass; steal by B. Beal),94,90
434,4,1:22.0,Washington full timeout,,94,90
435,4,1:20.0,T. Bryant misses 3-pt jump shot from 26 ft,,94,90
436,4,1:15.0,,Defensive rebound by W. Barton,94,90
437,4,1:04.0,,W. Barton misses 3-pt jump shot from 26 ft,94,90
438,4,1:02.0,,Offensive rebound by P. Millsap,94,90
439,4,1:02.0,,Shooting foul by T. Bryant (drawn by P. Millsap),94,90
440,4,1:02.0,,P. Millsap misses free throw 1 of 2,94,90
441,4,1:02.0,,Offensive rebound by Team,94,90
442,4,1:02.0,,P. Millsap misses free throw 2 of 2,94,90
443,4,0:59.0,,Offensive rebound by P. Millsap,94,90
444,4,0:55.0,,P. Millsap misses 2-pt layup from 3 ft,94,90
445,4,0:54.0,,Offensive rebound by P. Millsap,94,90
446,4,0:54.0,,P. Millsap misses 2-pt layup at rim,94,90
447,4,0:54.0,,Offensive rebound by P. Millsap,94,90
448,4,0:54.0,,P. Millsap misses 2-pt layup at rim,94,90
449,4,0:54.0,Defensive rebound by T. Bryant,,94,90
450,4,0:54.0,,Loose ball foul by M. Plumlee (drawn by T. Bryant),94,90
451,4,0:54.0,Technical foul by B. Beal,,94,90
452,4,0:54.0,,W. Barton misses technical free throw,94,90
453,4,0:54.0,Defensive rebound by Team,,94,90
454,4,0:33.0,T. Brown misses 3-pt jump shot from 23 ft,,94,90
455,4,0:30.0,Offensive rebound by T. Bryant,,94,90
456,4,0:29.0,T. Bryant misses 2-pt layup from 3 ft,,94,90
457,4,0:29.0,,Defensive rebound by P. Millsap,94,90
458,4,0:29.0,,Denver full timeout,94,90
459,4,0:13.0,,P. Millsap misses 3-pt jump shot from 25 ft,94,90
460,4,0:11.0,Defensive rebound by J. Parker,,94,90
461,4,0:11.0,Personal take foul by M. Plumlee (drawn by J. Parker),,94,90
462,4,0:11.0,J. Parker makes free throw 1 of 2,,95,90
463,4,0:11.0,J. Parker misses free throw 2 of 2,,95,90
464,4,0:11.0,,Defensive rebound by M. Plumlee,95,90
465,4,0:11.0,,Denver full timeout,95,90
466,4,0:09.0,,Turnover by G. Harris (lost ball; steal by B. Beal),95,90
