,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PORTLAND_ACTION,ORLANDO_SCORE,PORTLAND_SCORE
115,2,10:00.0,Shooting foul by Z. Collins (drawn by J. Isaac),,36,35
116,2,10:00.0,J. Isaac makes free throw 1 of 2,,37,35
117,2,10:00.0,J. Isaac makes free throw 2 of 2,,38,35
118,2,9:49.0,,S. Curry misses 2-pt jump shot from 21 ft,38,35
119,2,9:46.0,Defensive rebound by J. Grant,,38,35
120,2,9:37.0,M. Bamba makes 3-pt jump shot from 26 ft (assist by J. Grant),,41,35
121,2,9:18.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by E. Turner),41,38
122,2,9:03.0,E. Fournier makes 2-pt jump shot from 14 ft,,43,38
123,2,8:42.0,,M. Leonard misses 3-pt jump shot from 25 ft,43,38
124,2,8:38.0,Defensive rebound by J. Isaac,,43,38
125,2,8:37.0,Turnover by J. Isaac (lost ball; steal by S. Curry),,43,38
126,2,8:34.0,,Shooting foul by M. Bamba (drawn by M. Leonard),43,38
127,2,8:34.0,,M. Leonard makes free throw 1 of 2,43,39
128,2,8:34.0,,M. Leonard misses free throw 2 of 2,43,39
129,2,8:31.0,Defensive rebound by M. Bamba,,43,39
130,2,8:22.0,T. Ross makes 2-pt hook shot from 9 ft (assist by E. Fournier),,45,39
131,2,8:05.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by E. Turner),45,42
132,2,7:46.0,T. Ross misses 2-pt jump shot from 22 ft,,45,42
133,2,7:44.0,,Defensive rebound by E. Turner,45,42
134,2,7:38.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by E. Turner),45,45
135,2,7:21.0,E. Fournier misses 2-pt jump shot from 19 ft,,45,45
136,2,7:19.0,,Defensive rebound by E. Turner,45,45
137,2,7:12.0,,S. Curry misses 3-pt jump shot from 23 ft,45,45
138,2,7:10.0,Defensive rebound by Team,,45,45
139,2,7:10.0,J. Martin enters the game for J. Isaac,,45,45
140,2,6:58.0,T. Ross misses 2-pt jump shot from 19 ft,,45,45
141,2,6:56.0,Offensive rebound by Team,,45,45
142,2,6:56.0,,Loose ball foul by M. Leonard (drawn by M. Bamba),45,45
143,2,6:56.0,,Portland full timeout,45,45
144,2,6:56.0,,D. Lillard enters the game for S. Curry,45,45
145,2,6:56.0,,C. McCollum enters the game for M. Leonard,45,45
146,2,6:56.0,,J. Nurkić enters the game for E. Turner,45,45
147,2,6:51.0,E. Fournier misses 3-pt jump shot from 26 ft,,45,45
148,2,6:49.0,,Defensive rebound by D. Lillard,45,45
149,2,6:44.0,,Personal foul by J. Grant (drawn by D. Lillard),45,45
150,2,6:38.0,,Turnover by D. Lillard (bad pass),45,45
151,2,6:24.0,J. Grant makes 3-pt jump shot from 26 ft (assist by E. Fournier),,48,45
152,2,6:09.0,,N. Stauskas makes 3-pt jump shot from 27 ft (assist by D. Lillard),48,48
153,2,5:50.0,M. Bamba misses 3-pt jump shot from 26 ft,,48,48
154,2,5:47.0,,Defensive rebound by N. Stauskas,48,48
155,2,5:35.0,,Turnover by N. Stauskas (lost ball; steal by T. Ross),48,48
156,2,5:27.0,M. Bamba misses 2-pt jump shot from 15 ft,,48,48
157,2,5:25.0,,Defensive rebound by D. Lillard,48,48
158,2,5:13.0,,J. Nurkić misses 2-pt hook shot from 1 ft,48,48
159,2,5:12.0,,Offensive rebound by J. Nurkić,48,48
160,2,5:10.0,,J. Nurkić misses 2-pt hook shot from 2 ft (block by M. Bamba),48,48
161,2,5:10.0,Defensive rebound by J. Grant,,48,48
162,2,5:03.0,J. Martin misses 2-pt jump shot from 18 ft,,48,48
163,2,5:00.0,,Defensive rebound by C. McCollum,48,48
164,2,4:50.0,,D. Lillard misses 2-pt jump shot from 11 ft,48,48
165,2,4:49.0,,Offensive rebound by Z. Collins,48,48
166,2,4:47.0,,Turnover by Z. Collins (bad pass; steal by T. Ross),48,48
167,2,4:43.0,T. Ross makes 2-pt layup from 1 ft,,50,48
168,2,4:17.0,,D. Lillard makes 2-pt layup from 1 ft,50,50
169,2,4:06.0,E. Fournier makes 2-pt jump shot from 7 ft (assist by J. Grant),,52,50
170,2,3:46.0,,N. Stauskas misses 3-pt jump shot from 26 ft,52,50
171,2,3:43.0,Defensive rebound by E. Fournier,,52,50
172,2,3:32.0,J. Martin makes 2-pt jump shot from 9 ft,,54,50
173,2,3:13.0,,D. Lillard misses 2-pt jump shot from 17 ft,54,50
174,2,3:10.0,Defensive rebound by J. Grant,,54,50
175,2,2:51.0,T. Ross misses 3-pt jump shot from 26 ft,,54,50
176,2,2:47.0,,Defensive rebound by D. Lillard,54,50
177,2,2:39.0,,C. McCollum makes 2-pt jump shot from 13 ft,54,52
178,2,2:33.0,Orlando full timeout,,54,52
179,2,2:33.0,D. Augustin enters the game for M. Bamba,,54,52
180,2,2:33.0,J. Isaac enters the game for E. Fournier,,54,52
181,2,2:33.0,J. Simmons enters the game for J. Grant,,54,52
182,2,2:33.0,N. Vučević enters the game for J. Martin,,54,52
183,2,2:33.0,,A. Aminu enters the game for Z. Collins,54,52
184,2,2:19.0,N. Vučević makes 2-pt hook shot from 6 ft,,56,52
185,2,1:58.0,,D. Lillard makes 3-pt jump shot from 27 ft,56,55
186,2,1:46.0,D. Augustin makes 3-pt jump shot from 26 ft,,59,55
187,2,1:21.0,,A. Aminu misses 3-pt jump shot from 23 ft,59,55
188,2,1:19.0,,Offensive rebound by C. McCollum,59,55
189,2,1:12.0,,C. McCollum misses 2-pt jump shot from 1 ft,59,55
190,2,1:09.0,Defensive rebound by N. Vučević,,59,55
191,2,0:56.0,Shooting foul by J. Nurkić (drawn by N. Vučević),,59,55
192,2,0:56.0,N. Vučević makes free throw 1 of 2,,60,55
193,2,0:56.0,N. Vučević makes free throw 2 of 2,,61,55
194,2,0:39.0,,D. Lillard misses 3-pt jump shot from 25 ft,61,55
195,2,0:37.0,Defensive rebound by J. Isaac,,61,55
196,2,0:31.0,D. Augustin misses 2-pt layup from 6 ft (block by D. Lillard),,61,55
197,2,0:31.0,Offensive rebound by Team,,61,55
198,2,0:28.0,Turnover by J. Simmons (step out of bounds),,61,55
199,2,0:04.0,,C. McCollum misses 2-pt jump shot from 4 ft (block by N. Vučević),61,55
200,2,0:04.0,,Offensive rebound by Team,61,55
201,2,0:04.0,,Turnover by Team (shot clock),61,55
202,2,0:00.0,J. Simmons makes 2-pt jump shot from 10 ft,,63,55
203,3,11:41.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by J. Isaac),,66,55
204,3,11:24.0,,C. McCollum misses 2-pt jump shot from 12 ft,66,55
205,3,11:21.0,Defensive rebound by N. Vučević,,66,55
206,3,11:14.0,D. Augustin misses 3-pt jump shot from 26 ft,,66,55
207,3,11:10.0,,Defensive rebound by C. McCollum,66,55
208,3,11:00.0,,Personal foul by N. Vučević (drawn by J. Nurkić),66,55
209,3,10:54.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Nurkić),66,58
210,3,10:36.0,J. Isaac misses 3-pt jump shot from 22 ft,,66,58
211,3,10:32.0,,Defensive rebound by D. Lillard,66,58
212,3,10:28.0,,Shooting foul by J. Isaac (drawn by J. Nurkić),66,58
213,3,10:28.0,,J. Nurkić makes free throw 1 of 2,66,59
214,3,10:28.0,,J. Nurkić makes free throw 2 of 2,66,60
215,3,10:17.0,J. Simmons makes 2-pt jump shot from 7 ft (assist by N. Vučević),,68,60
216,3,10:07.0,,D. Lillard makes 3-pt jump shot from 27 ft,68,63
217,3,9:52.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Fournier),,71,63
218,3,9:40.0,,Turnover by D. Lillard (bad pass),71,63
219,3,9:30.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by N. Vučević),,74,63
220,3,9:08.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by C. McCollum),74,66
221,3,8:51.0,E. Fournier makes 2-pt layup from 1 ft,,76,66
222,3,8:41.0,,C. McCollum makes 2-pt layup from 1 ft (assist by J. Nurkić),76,68
223,3,8:13.0,N. Vučević misses 2-pt jump shot from 18 ft,,76,68
224,3,8:10.0,,Defensive rebound by A. Aminu,76,68
225,3,8:01.0,,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),76,70
226,3,7:38.0,E. Fournier misses 3-pt jump shot from 26 ft,,76,70
227,3,7:37.0,,Defensive rebound by D. Lillard,76,70
228,3,7:27.0,,J. Nurkić makes 2-pt hook shot from 1 ft (assist by D. Lillard),76,72
229,3,7:04.0,D. Augustin makes 2-pt layup from 2 ft (assist by N. Vučević),,78,72
230,3,6:45.0,,C. McCollum misses 3-pt jump shot from 26 ft,78,72
231,3,6:44.0,Defensive rebound by J. Isaac,,78,72
232,3,6:37.0,Turnover by N. Vučević (bad pass),,78,72
233,3,6:37.0,,Portland full timeout,78,72
234,3,6:37.0,,E. Turner enters the game for M. Harkless,78,72
235,3,6:27.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by E. Turner),78,75
236,3,6:10.0,Turnover by J. Simmons (bad pass),,78,75
237,3,6:10.0,J. Martin enters the game for J. Isaac,,78,75
238,3,5:56.0,,J. Nurkić misses 2-pt hook shot from 3 ft,78,75
239,3,5:54.0,,Offensive rebound by A. Aminu,78,75
240,3,5:53.0,,A. Aminu misses 2-pt layup from 2 ft (block by E. Fournier),78,75
241,3,5:50.0,Defensive rebound by N. Vučević,,78,75
242,3,5:42.0,Personal foul by D. Lillard (drawn by J. Martin),,78,75
243,3,5:35.0,Turnover by E. Fournier (bad pass; steal by J. Nurkić),,78,75
244,3,5:30.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Nurkić),78,78
245,3,5:11.0,Shooting foul by J. Nurkić (drawn by J. Simmons),,78,78
246,3,5:11.0,J. Simmons makes free throw 1 of 2,,79,78
247,3,5:11.0,J. Grant enters the game for D. Augustin,,79,78
248,3,5:11.0,J. Simmons makes free throw 2 of 2,,80,78
249,3,4:57.0,,D. Lillard misses 3-pt jump shot from 28 ft,80,78
250,3,4:57.0,,Offensive rebound by Team,80,78
251,3,4:57.0,W. Iwundu enters the game for J. Simmons,,80,78
252,3,4:48.0,,Shooting foul by J. Martin (drawn by J. Nurkić),80,78
253,3,4:48.0,,J. Nurkić misses free throw 1 of 2,80,78
254,3,4:48.0,,Offensive rebound by Team,80,78
255,3,4:48.0,,J. Nurkić makes free throw 2 of 2,80,79
256,3,4:42.0,Personal foul by J. Nurkić (drawn by N. Vučević),,80,79
257,3,4:38.0,E. Fournier misses 3-pt jump shot from 25 ft,,80,79
258,3,4:33.0,Offensive rebound by J. Grant,,80,79
259,3,4:20.0,Turnover by Team (shot clock),,80,79
260,3,4:20.0,,Z. Collins enters the game for A. Aminu,80,79
261,3,3:59.0,,C. McCollum misses 3-pt jump shot from 28 ft,80,79
262,3,3:56.0,Defensive rebound by E. Fournier,,80,79
263,3,3:37.0,W. Iwundu makes 2-pt jump shot from 13 ft (assist by N. Vučević),,82,79
264,3,3:24.0,,Personal foul by W. Iwundu (drawn by C. McCollum),82,79
265,3,3:24.0,T. Ross enters the game for E. Fournier,,82,79
266,3,3:24.0,,S. Curry enters the game for C. McCollum,82,79
267,3,3:21.0,,J. Nurkić makes 3-pt jump shot from 27 ft (assist by S. Curry),82,82
268,3,3:01.0,J. Martin misses 3-pt jump shot from 23 ft,,82,82
269,3,2:57.0,,Defensive rebound by E. Turner,82,82
270,3,2:44.0,,Turnover by D. Lillard (bad pass; steal by T. Ross),82,82
271,3,2:34.0,N. Vučević misses 2-pt hook shot from 6 ft,,82,82
272,3,2:32.0,,Defensive rebound by E. Turner,82,82
273,3,2:29.0,,Personal foul by J. Martin (drawn by D. Lillard),82,82
274,3,2:29.0,Orlando full timeout,,82,82
275,3,2:29.0,M. Bamba enters the game for N. Vučević,,82,82
276,3,2:29.0,,D. Lillard makes free throw 1 of 2,82,83
277,3,2:29.0,,M. Leonard enters the game for J. Nurkić,82,83
278,3,2:29.0,,D. Lillard makes free throw 2 of 2,82,84
279,3,2:16.0,T. Ross misses 2-pt jump shot from 17 ft,,82,84
280,3,2:12.0,,Defensive rebound by E. Turner,82,84
281,3,2:02.0,,E. Turner makes 2-pt jump shot from 13 ft,82,86
282,3,1:41.0,T. Ross misses 2-pt jump shot from 11 ft,,82,86
283,3,1:38.0,Offensive rebound by J. Martin,,82,86
284,3,1:37.0,J. Martin makes 2-pt layup from 1 ft,,84,86
285,3,1:25.0,,M. Leonard makes 3-pt jump shot from 27 ft (assist by E. Turner),84,89
286,3,1:11.0,T. Ross misses 2-pt jump shot from 17 ft,,84,89
287,3,1:09.0,,Defensive rebound by Z. Collins,84,89
288,3,1:00.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),84,92
289,3,0:44.0,M. Bamba misses 2-pt layup from 4 ft,,84,92
290,3,0:44.0,,Defensive rebound by M. Leonard,84,92
291,3,0:33.0,,D. Lillard makes 3-pt jump shot from 26 ft,84,95
292,3,0:13.0,Turnover by J. Grant (out of bounds lost ball),,84,95
293,3,0:13.0,E. Fournier enters the game for J. Martin,,84,95
294,3,0:13.0,,N. Stauskas enters the game for Z. Collins,84,95
295,3,0:03.0,,D. Lillard misses 3-pt jump shot from 31 ft,84,95
296,3,0:03.0,,Offensive rebound by E. Turner,84,95
297,4,11:41.0,,E. Turner misses 2-pt jump shot from 11 ft (block by T. Ross),84,95
298,4,11:39.0,Defensive rebound by T. Ross,,84,95
299,4,11:24.0,J. Isaac makes 2-pt jump shot from 16 ft,,86,95
300,4,11:06.0,,N. Stauskas misses 2-pt jump shot from 24 ft,86,95
301,4,11:02.0,Defensive rebound by J. Isaac,,86,95
302,4,10:59.0,Personal foul by S. Curry (drawn by J. Grant),,86,95
303,4,10:55.0,J. Isaac makes 3-pt jump shot from 25 ft,,89,95
304,4,10:36.0,,Z. Collins makes 2-pt layup from 1 ft (assist by N. Stauskas),89,97
305,4,10:25.0,Personal foul by Z. Collins (drawn by J. Isaac),,89,97
306,4,10:19.0,T. Ross misses 3-pt jump shot from 25 ft,,89,97
307,4,10:15.0,,Defensive rebound by Z. Collins,89,97
308,4,10:10.0,,Offensive foul by N. Stauskas (drawn by T. Ross),89,97
309,4,10:10.0,,Turnover by N. Stauskas (offensive foul),89,97
310,4,10:00.0,T. Ross makes 2-pt jump shot from 17 ft (assist by J. Grant),,91,97
311,4,9:40.0,,Turnover by N. Stauskas (bad pass),91,97
312,4,9:25.0,J. Isaac misses 3-pt jump shot from 26 ft,,91,97
313,4,9:22.0,,Defensive rebound by M. Leonard,91,97
314,4,9:11.0,,E. Turner makes 2-pt jump shot from 17 ft,91,99
315,4,9:01.0,T. Ross makes 2-pt jump shot from 15 ft (assist by J. Grant),,93,99
316,4,8:46.0,,Personal foul by J. Grant (drawn by S. Curry),93,99
317,4,8:46.0,,C. McCollum enters the game for E. Turner,93,99
318,4,8:40.0,,Shooting foul by M. Bamba (drawn by S. Curry),93,99
319,4,8:40.0,,S. Curry makes free throw 1 of 2,93,100
320,4,8:40.0,,S. Curry makes free throw 2 of 2,93,101
321,4,8:27.0,J. Isaac misses 2-pt layup from 3 ft,,93,101
322,4,8:27.0,Offensive rebound by M. Bamba,,93,101
323,4,8:27.0,M. Bamba makes 2-pt layup from 2 ft,,95,101
324,4,8:27.0,Shooting foul by S. Curry (drawn by M. Bamba),,95,101
325,4,8:27.0,M. Bamba makes free throw 1 of 1,,96,101
326,4,8:17.0,,Z. Collins misses 3-pt jump shot from 27 ft,96,101
327,4,8:12.0,,Offensive rebound by S. Curry,96,101
328,4,8:03.0,,C. McCollum misses 3-pt jump shot from 26 ft,96,101
329,4,8:01.0,,Offensive rebound by Z. Collins,96,101
330,4,8:01.0,,D. Lillard enters the game for S. Curry,96,101
331,4,8:01.0,,J. Nurkić enters the game for M. Leonard,96,101
332,4,7:49.0,,Z. Collins misses 3-pt jump shot from 26 ft,96,101
333,4,7:43.0,Defensive rebound by T. Ross,,96,101
334,4,7:36.0,Turnover by J. Grant (bad pass; steal by D. Lillard),,96,101
335,4,7:30.0,,Shooting foul by J. Isaac (drawn by N. Stauskas),96,101
336,4,7:30.0,,N. Stauskas makes free throw 1 of 3,96,102
337,4,7:30.0,,N. Stauskas makes free throw 2 of 3,96,103
338,4,7:30.0,,N. Stauskas makes free throw 3 of 3,96,104
339,4,7:30.0,,A. Aminu enters the game for Z. Collins,96,104
340,4,7:16.0,T. Ross misses 2-pt jump shot from 16 ft,,96,104
341,4,7:13.0,,Defensive rebound by C. McCollum,96,104
342,4,7:05.0,,C. McCollum misses 2-pt layup from 1 ft (block by M. Bamba),96,104
343,4,7:01.0,Defensive rebound by J. Grant,,96,104
344,4,6:56.0,J. Grant misses 2-pt layup from 1 ft,,96,104
345,4,6:54.0,,Defensive rebound by J. Nurkić,96,104
346,4,6:50.0,,D. Lillard misses 3-pt jump shot from 29 ft,96,104
347,4,6:47.0,Defensive rebound by M. Bamba,,96,104
348,4,6:36.0,J. Grant misses 2-pt jump shot from 7 ft,,96,104
349,4,6:34.0,,Defensive rebound by J. Nurkić,96,104
350,4,6:21.0,,Turnover by J. Nurkić (traveling),96,104
351,4,6:21.0,,Portland full timeout,96,104
352,4,6:21.0,D. Augustin enters the game for M. Bamba,,96,104
353,4,6:21.0,J. Martin enters the game for J. Grant,,96,104
354,4,6:21.0,J. Simmons enters the game for J. Isaac,,96,104
355,4,6:21.0,N. Vučević enters the game for T. Ross,,96,104
356,4,6:21.0,,E. Turner enters the game for N. Stauskas,96,104
357,4,6:09.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),,98,104
358,4,5:50.0,,Shooting foul by E. Fournier (drawn by J. Nurkić),98,104
359,4,5:50.0,,J. Nurkić makes free throw 1 of 2,98,105
360,4,5:50.0,,J. Nurkić makes free throw 2 of 2,98,106
361,4,5:33.0,J. Simmons misses 3-pt jump shot from 25 ft,,98,106
362,4,5:30.0,,Defensive rebound by J. Nurkić,98,106
363,4,5:22.0,,E. Turner misses 2-pt layup from 3 ft (block by E. Fournier),98,106
364,4,5:17.0,,Offensive rebound by E. Turner,98,106
365,4,5:16.0,,E. Turner makes 2-pt layup from 2 ft,98,108
366,4,5:02.0,E. Fournier makes 3-pt jump shot from 29 ft (assist by J. Simmons),,101,108
367,4,4:40.0,,C. McCollum misses 2-pt jump shot from 18 ft (block by N. Vučević),101,108
368,4,4:38.0,Defensive rebound by J. Martin,,101,108
369,4,4:33.0,Personal foul by A. Aminu (drawn by N. Vučević),,101,108
370,4,4:20.0,N. Vučević misses 2-pt jump shot from 14 ft,,101,108
371,4,4:17.0,,Defensive rebound by C. McCollum,101,108
372,4,4:06.0,,Offensive foul by E. Turner (drawn by J. Simmons),101,108
373,4,4:06.0,,Turnover by E. Turner (offensive foul),101,108
374,4,4:06.0,J. Isaac enters the game for J. Martin,,101,108
375,4,3:56.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),,104,108
376,4,3:35.0,,J. Nurkić misses 2-pt hook shot from 8 ft,104,108
377,4,3:33.0,Defensive rebound by N. Vučević,,104,108
378,4,3:21.0,J. Isaac makes 2-pt layup from 3 ft (assist by N. Vučević),,106,108
379,4,2:58.0,,D. Lillard misses 3-pt jump shot from 22 ft,106,108
