,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SACRAMENTO_ACTION,CLEVELAND_SCORE,SACRAMENTO_SCORE
83,1,1:32.0,M. Chriss misses 2-pt dunk from 1 ft,,17,24
84,1,1:30.0,Offensive rebound by C. Osman,,17,24
85,1,1:27.0,J. Clarkson misses 3-pt jump shot from 23 ft,,17,24
86,1,1:23.0,,Defensive rebound by K. Koufos,17,24
87,1,1:14.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,17,24
88,1,1:09.0,,Offensive rebound by C. Brewer,17,24
89,1,1:04.0,,Y. Ferrell makes 2-pt layup from 2 ft,17,26
90,1,0:53.0,C. Sexton makes 3-pt jump shot from 25 ft,,20,26
91,1,0:52.0,Violation by Team (delay of game),,20,26
92,1,0:52.0,Violation by Team (delay of game),,20,26
93,1,0:52.0,,Y. Ferrell makes technical free throw,20,27
94,1,0:52.0,B. Knight enters the game for M. Chriss,,20,27
95,1,0:52.0,N. Stauskas enters the game for C. Osman,,20,27
96,1,0:40.0,,K. Koufos misses 2-pt hook shot from 11 ft,20,27
97,1,0:36.0,Defensive rebound by D. Nwaba,,20,27
98,1,0:33.0,Turnover by D. Nwaba (bad pass; steal by C. Brewer),,20,27
99,1,0:31.0,,C. Brewer makes 2-pt dunk from 1 ft,20,29
100,1,0:20.0,Shooting foul by C. Brewer (drawn by B. Knight),,20,29
101,1,0:20.0,B. Knight makes free throw 1 of 2,,21,29
102,1,0:20.0,,N. Bjelica enters the game for K. Koufos,21,29
103,1,0:20.0,B. Knight makes free throw 2 of 2,,22,29
104,1,0:00.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,22,29
105,1,0:00.0,,Offensive rebound by Team,22,29
106,2,11:48.0,M. Chriss misses 2-pt dunk from 1 ft,,22,29
107,2,11:45.0,,Defensive rebound by M. Bagley,22,29
108,2,11:34.0,,Turnover by K. Koufos (bad pass),22,29
109,2,11:21.0,J. Clarkson makes 2-pt jump shot from 5 ft,,24,29
110,2,10:57.0,,M. Bagley misses 2-pt jump shot from 13 ft,24,29
111,2,10:53.0,Defensive rebound by J. Clarkson,,24,29
112,2,10:47.0,D. Nwaba makes 2-pt jump shot from 11 ft (assist by J. Clarkson),,26,29
113,2,10:33.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by H. Barnes),26,32
114,2,10:11.0,J. Clarkson makes 2-pt jump shot from 9 ft,,28,32
115,2,9:55.0,,M. Bagley misses 3-pt jump shot from 23 ft,28,32
116,2,9:51.0,Defensive rebound by M. Chriss,,28,32
117,2,9:43.0,Personal foul by M. Bagley (drawn by M. Chriss),,28,32
118,2,9:43.0,,W. Cauley-Stein enters the game for K. Koufos,28,32
119,2,9:31.0,N. Stauskas misses 3-pt jump shot from 26 ft,,28,32
120,2,9:27.0,Offensive rebound by D. Nwaba,,28,32
121,2,9:23.0,D. Nwaba makes 2-pt layup from 2 ft,,30,32
122,2,9:23.0,,Sacramento full timeout,30,32
123,2,9:10.0,,B. Bogdanović misses 2-pt jump shot from 20 ft,30,32
124,2,9:06.0,Defensive rebound by D. Nwaba,,30,32
125,2,9:03.0,D. Nwaba misses 2-pt jump shot from 10 ft,,30,32
126,2,9:00.0,Offensive rebound by D. Nwaba,,30,32
127,2,8:59.0,D. Nwaba makes 2-pt layup from 1 ft,,32,32
128,2,8:45.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),32,35
129,2,8:25.0,M. Chriss misses 3-pt jump shot from 25 ft,,32,35
130,2,8:21.0,Offensive rebound by D. Nwaba,,32,35
131,2,8:10.0,Turnover by Team (shot clock),,32,35
132,2,8:10.0,A. Žižić enters the game for M. Chriss,,32,35
133,2,8:10.0,,N. Bjelica enters the game for M. Bagley,32,35
134,2,7:57.0,,B. Bogdanović misses 2-pt jump shot from 5 ft,32,35
135,2,7:55.0,,Offensive rebound by B. Bogdanović,32,35
136,2,7:53.0,,B. Bogdanović makes 2-pt jump shot from 5 ft,32,37
137,2,7:37.0,B. Knight misses 3-pt jump shot from 26 ft,,32,37
138,2,7:33.0,,Defensive rebound by W. Cauley-Stein,32,37
139,2,7:17.0,,Y. Ferrell makes 2-pt layup from 2 ft,32,39
140,2,7:08.0,Shooting foul by W. Cauley-Stein (drawn by N. Stauskas),,32,39
141,2,7:08.0,N. Stauskas makes free throw 1 of 2,,33,39
142,2,7:08.0,C. Sexton enters the game for D. Nwaba,,33,39
143,2,7:08.0,,D. Fox enters the game for B. Bogdanović,33,39
144,2,7:08.0,,B. Hield enters the game for Y. Ferrell,33,39
145,2,7:08.0,N. Stauskas misses free throw 2 of 2,,33,39
146,2,7:05.0,,Defensive rebound by W. Cauley-Stein,33,39
147,2,6:41.0,,H. Barnes misses 2-pt jump shot from 12 ft,33,39
148,2,6:39.0,Defensive rebound by J. Clarkson,,33,39
149,2,6:32.0,C. Sexton misses 3-pt jump shot from 25 ft,,33,39
150,2,6:31.0,,Defensive rebound by Team,33,39
151,2,6:31.0,Loose ball foul by A. Žižić (drawn by W. Cauley-Stein),,33,39
152,2,6:31.0,L. Nance enters the game for N. Stauskas,,33,39
153,2,6:16.0,,N. Bjelica misses 3-pt jump shot from 25 ft,33,39
154,2,6:13.0,Defensive rebound by B. Knight,,33,39
155,2,6:02.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by L. Nance),,36,39
156,2,5:53.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Fox),36,41
157,2,5:39.0,A. Žižić makes 2-pt layup from 2 ft (assist by B. Knight),,38,41
158,2,5:25.0,,H. Barnes misses 3-pt jump shot from 25 ft,38,41
159,2,5:22.0,Defensive rebound by B. Knight,,38,41
160,2,5:14.0,B. Knight misses 2-pt jump shot from 11 ft,,38,41
161,2,5:10.0,,Defensive rebound by H. Barnes,38,41
162,2,5:06.0,,B. Hield makes 3-pt jump shot from 26 ft,38,44
163,2,5:06.0,Cleveland full timeout,,38,44
164,2,5:06.0,C. Osman enters the game for J. Clarkson,,38,44
165,2,4:45.0,B. Knight misses 2-pt layup from 8 ft (block by B. Hield),,38,44
166,2,4:42.0,Offensive rebound by B. Knight,,38,44
167,2,4:39.0,A. Žižić makes 2-pt hook shot from 18 ft (assist by L. Nance),,40,44
168,2,4:39.0,J. Clarkson enters the game for B. Knight,,40,44
169,2,4:26.0,,Turnover by H. Barnes (step out of bounds),40,44
170,2,4:07.0,Turnover by C. Sexton (bad pass; steal by W. Cauley-Stein),,40,44
171,2,4:03.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Hield),40,46
172,2,3:41.0,Turnover by A. Žižić (traveling),,40,46
173,2,3:21.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by H. Barnes),40,48
174,2,3:00.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by L. Nance),,43,48
175,2,2:50.0,,B. Hield misses 3-pt jump shot from 26 ft,43,48
176,2,2:46.0,Defensive rebound by L. Nance,,43,48
177,2,2:36.0,A. Žižić makes 2-pt hook shot from 5 ft (assist by J. Clarkson),,45,48
178,2,2:23.0,,N. Bjelica makes 2-pt layup from 4 ft (assist by D. Fox),45,50
179,2,2:23.0,,Shooting foul by L. Nance (drawn by N. Bjelica),45,50
180,2,2:23.0,,B. Bogdanović enters the game for H. Barnes,45,50
181,2,2:23.0,,N. Bjelica makes free throw 1 of 1,45,51
182,2,2:15.0,Personal foul by B. Bogdanović (drawn by C. Osman),,45,51
183,2,2:12.0,Turnover by C. Osman (bad pass; steal by B. Bogdanović),,45,51
184,2,2:10.0,,B. Hield makes 2-pt layup from 2 ft (assist by B. Bogdanović),45,53
185,2,1:47.0,L. Nance makes 2-pt dunk from 1 ft (assist by A. Žižić),,47,53
186,2,1:36.0,,D. Fox makes 2-pt layup from 2 ft,47,55
187,2,1:15.0,C. Sexton makes 2-pt jump shot from 15 ft,,49,55
188,2,1:15.0,Shooting foul by D. Fox (drawn by C. Sexton),,49,55
189,2,1:15.0,C. Sexton misses free throw 1 of 1,,49,55
190,2,1:12.0,,Defensive rebound by W. Cauley-Stein,49,55
191,2,1:06.0,,D. Fox misses 2-pt jump shot from 3 ft,49,55
192,2,1:04.0,Defensive rebound by L. Nance,,49,55
193,2,1:00.0,C. Osman misses 3-pt jump shot from 24 ft,,49,55
194,2,0:56.0,,Defensive rebound by B. Bogdanović,49,55
195,2,0:53.0,,B. Hield misses 3-pt jump shot from 25 ft,49,55
196,2,0:48.0,Defensive rebound by C. Osman,,49,55
197,2,0:45.0,C. Osman makes 2-pt layup from 2 ft,,51,55
198,2,0:33.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),51,57
199,2,0:09.0,C. Sexton misses 2-pt jump shot from 21 ft,,51,57
200,2,0:08.0,,Defensive rebound by Team,51,57
201,2,0:08.0,Loose ball foul by L. Nance (drawn by W. Cauley-Stein),,51,57
202,2,0:08.0,M. Chriss enters the game for L. Nance,,51,57
203,2,0:00.0,,D. Fox misses 2-pt jump shot from 9 ft,51,57
204,2,0:00.0,,Offensive rebound by Team,51,57
205,3,11:35.0,C. Sexton makes 2-pt jump shot from 21 ft (assist by A. Žižić),,53,57
206,3,11:09.0,,B. Hield misses 3-pt jump shot from 23 ft,53,57
207,3,11:06.0,Defensive rebound by L. Nance,,53,57
208,3,11:01.0,A. Žižić misses 2-pt hook shot from 4 ft,,53,57
209,3,10:59.0,,Defensive rebound by W. Cauley-Stein,53,57
210,3,10:50.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by D. Fox),53,60
211,3,10:22.0,C. Osman makes 3-pt jump shot from 25 ft (assist by A. Žižić),,56,60
212,3,10:15.0,,D. Fox makes 2-pt layup from 2 ft,56,62
213,3,9:57.0,Turnover by C. Sexton (lost ball; steal by D. Fox),,56,62
214,3,9:54.0,,Shooting foul by C. Sexton (drawn by D. Fox),56,62
215,3,9:54.0,,D. Fox makes free throw 1 of 2,56,63
216,3,9:54.0,,D. Fox misses free throw 2 of 2,56,63
217,3,9:51.0,Defensive rebound by L. Nance,,56,63
218,3,9:37.0,L. Nance makes 3-pt jump shot from 25 ft (assist by C. Osman),,59,63
219,3,9:12.0,,Personal foul by C. Osman (drawn by D. Fox),59,63
220,3,9:07.0,,H. Barnes misses 2-pt jump shot from 7 ft,59,63
221,3,9:03.0,Defensive rebound by A. Žižić,,59,63
222,3,8:59.0,L. Nance misses 2-pt hook shot from 3 ft,,59,63
223,3,8:56.0,,Defensive rebound by N. Bjelica,59,63
224,3,8:53.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),59,66
225,3,8:41.0,Personal foul by B. Hield (drawn by B. Knight),,59,66
226,3,8:28.0,B. Knight misses 2-pt jump shot from 9 ft,,59,66
227,3,8:25.0,,Defensive rebound by H. Barnes,59,66
228,3,8:23.0,,H. Barnes makes 2-pt layup from 2 ft,59,68
229,3,8:23.0,,Shooting foul by C. Sexton (drawn by H. Barnes),59,68
230,3,8:23.0,,H. Barnes misses free throw 1 of 1,59,68
231,3,8:18.0,Defensive rebound by A. Žižić,,59,68
232,3,8:17.0,Turnover by A. Žižić (bad pass; steal by B. Hield),,59,68
233,3,8:13.0,,B. Hield misses 3-pt jump shot from 23 ft,59,68
234,3,8:11.0,Defensive rebound by L. Nance,,59,68
235,3,7:58.0,Turnover by A. Žižić (lost ball; steal by N. Bjelica),,59,68
236,3,7:53.0,,D. Fox misses 2-pt layup from 3 ft,59,68
237,3,7:50.0,Defensive rebound by A. Žižić,,59,68
238,3,7:47.0,L. Nance makes 2-pt dunk from 1 ft (assist by B. Knight),,61,68
239,3,7:28.0,,H. Barnes misses 2-pt jump shot from 6 ft,61,68
240,3,7:25.0,Defensive rebound by A. Žižić,,61,68
241,3,7:23.0,Personal take foul by N. Bjelica (drawn by C. Sexton),,61,68
242,3,7:23.0,,K. Koufos enters the game for W. Cauley-Stein,61,68
243,3,7:10.0,C. Sexton makes 2-pt jump shot from 23 ft (assist by C. Osman),,63,68
244,3,6:53.0,,K. Koufos makes 2-pt jump shot from 4 ft (assist by B. Hield),63,70
245,3,6:32.0,A. Žižić makes 2-pt dunk from 1 ft (assist by B. Knight),,65,70
246,3,6:23.0,,Shooting foul by L. Nance (drawn by H. Barnes),65,70
247,3,6:23.0,,Sacramento full timeout,65,70
248,3,6:23.0,,H. Barnes makes free throw 1 of 2,65,71
249,3,6:23.0,,H. Barnes makes free throw 2 of 2,65,72
250,3,6:10.0,L. Nance misses 2-pt jump shot from 18 ft,,65,72
251,3,6:05.0,Offensive rebound by A. Žižić,,65,72
252,3,6:04.0,A. Žižić makes 2-pt layup from 1 ft,,67,72
253,3,5:50.0,,N. Bjelica misses 3-pt jump shot from 25 ft,67,72
254,3,5:46.0,,Offensive rebound by K. Koufos,67,72
255,3,5:44.0,,Turnover by K. Koufos (bad pass; steal by C. Sexton),67,72
256,3,5:40.0,L. Nance makes 2-pt dunk from 3 ft (assist by C. Sexton),,69,72
257,3,5:32.0,,D. Fox makes 2-pt layup from 2 ft,69,74
258,3,5:13.0,C. Osman makes 2-pt layup from 3 ft,,71,74
259,3,5:05.0,,D. Fox misses 2-pt layup from 2 ft,71,74
260,3,5:05.0,,Offensive rebound by K. Koufos,71,74
261,3,4:55.0,,K. Koufos misses 2-pt hook shot from 6 ft,71,74
262,3,4:55.0,Defensive rebound by L. Nance,,71,74
263,3,4:40.0,C. Sexton makes 2-pt jump shot from 9 ft,,73,74
264,3,4:26.0,,D. Fox makes 2-pt jump shot from 7 ft,73,76
265,3,4:16.0,Cleveland full timeout,,73,76
266,3,4:16.0,M. Chriss enters the game for B. Knight,,73,76
267,3,4:16.0,J. Clarkson enters the game for A. Žižić,,73,76
268,3,4:16.0,,B. Bogdanović enters the game for H. Barnes,73,76
269,3,4:10.0,Personal foul by N. Bjelica (drawn by M. Chriss),,73,76
270,3,4:03.0,C. Osman misses 2-pt jump shot from 10 ft,,73,76
271,3,4:00.0,,Defensive rebound by B. Bogdanović,73,76
272,3,3:56.0,,N. Bjelica misses 3-pt jump shot from 26 ft,73,76
273,3,3:53.0,Defensive rebound by M. Chriss,,73,76
274,3,3:44.0,J. Clarkson misses 2-pt jump shot from 4 ft (block by K. Koufos),,73,76
275,3,3:42.0,Offensive rebound by C. Osman,,73,76
276,3,3:38.0,Turnover by M. Chriss (traveling),,73,76
277,3,3:38.0,D. Nwaba enters the game for L. Nance,,73,76
278,3,3:28.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),73,79
279,3,3:05.0,C. Osman makes 3-pt jump shot from 25 ft,,76,79
280,3,2:58.0,,B. Hield makes 3-pt jump shot from 25 ft,76,82
281,3,2:43.0,Turnover by C. Osman (bad pass),,76,82
282,3,2:43.0,N. Stauskas enters the game for C. Osman,,76,82
283,3,2:43.0,,M. Bagley enters the game for N. Bjelica,76,82
284,3,2:35.0,,Turnover by B. Hield (lost ball; steal by M. Chriss),76,82
285,3,2:30.0,Turnover by M. Chriss (bad pass; steal by B. Hield),,76,82
286,3,2:27.0,,Turnover by D. Fox (lost ball; steal by J. Clarkson),76,82
287,3,2:23.0,J. Clarkson makes 2-pt layup from 2 ft,,78,82
288,3,2:23.0,,C. Brewer enters the game for B. Hield,78,82
289,3,2:00.0,,K. Koufos makes 2-pt hook shot from 12 ft (assist by D. Fox),78,84
290,3,1:37.0,M. Chriss makes 2-pt hook shot from 5 ft (assist by C. Sexton),,80,84
291,3,1:23.0,,D. Fox misses 2-pt jump shot from 3 ft,80,84
292,3,1:20.0,,Offensive rebound by M. Bagley,80,84
293,3,1:20.0,,M. Bagley makes 2-pt layup from 2 ft,80,86
294,3,1:17.0,Turnover by C. Sexton (lost ball; steal by D. Fox),,80,86
295,3,1:16.0,,Shooting foul by N. Stauskas (drawn by D. Fox),80,86
296,3,1:16.0,,D. Fox makes free throw 1 of 2,80,87
297,3,1:16.0,,W. Cauley-Stein enters the game for K. Koufos,80,87
298,3,1:16.0,,D. Fox makes free throw 2 of 2,80,88
299,3,1:03.0,J. Clarkson makes 2-pt dunk from 2 ft,,82,88
300,3,0:48.0,,M. Bagley makes 2-pt jump shot from 8 ft,82,90
301,3,0:35.0,D. Nwaba misses 2-pt jump shot from 6 ft,,82,90
302,3,0:32.0,,Defensive rebound by M. Bagley,82,90
303,3,0:28.0,,Turnover by M. Bagley (bad pass),82,90
304,3,0:28.0,,Y. Ferrell enters the game for D. Fox,82,90
305,3,0:06.0,J. Clarkson makes 2-pt jump shot from 15 ft,,84,90
306,3,0:00.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),84,93
307,4,11:46.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by C. Brewer),84,96
308,4,11:29.0,Turnover by N. Stauskas (bad pass; steal by W. Cauley-Stein),,84,96
309,4,11:15.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,84,96
310,4,11:11.0,Defensive rebound by M. Chriss,,84,96
311,4,11:03.0,Turnover by B. Knight (traveling),,84,96
312,4,10:44.0,,M. Bagley misses 2-pt layup from 5 ft,84,96
313,4,10:41.0,Defensive rebound by D. Nwaba,,84,96
314,4,10:37.0,B. Knight makes 3-pt jump shot from 26 ft (assist by D. Nwaba),,87,96
315,4,10:20.0,,M. Bagley misses 3-pt jump shot from 26 ft,87,96
316,4,10:15.0,Defensive rebound by M. Chriss,,87,96
317,4,10:01.0,Turnover by J. Clarkson (bad pass; steal by C. Brewer),,87,96
318,4,9:52.0,,Personal foul by B. Knight (drawn by Y. Ferrell),87,96
319,4,9:43.0,,Personal foul by B. Knight (drawn by Y. Ferrell),87,96
320,4,9:43.0,A. Žižić enters the game for M. Chriss,,87,96
321,4,9:35.0,,M. Bagley misses 2-pt layup from 5 ft,87,96
322,4,9:35.0,Defensive rebound by Team,,87,96
323,4,9:27.0,N. Stauskas makes 3-pt jump shot from 25 ft,,90,96
324,4,9:13.0,,Y. Ferrell misses 2-pt jump shot from 14 ft,90,96
325,4,9:08.0,,Offensive rebound by M. Bagley,90,96
326,4,9:08.0,,M. Bagley makes 2-pt layup at rim,90,98
327,4,8:57.0,Shooting foul by Y. Ferrell (drawn by J. Clarkson),,90,98
328,4,8:57.0,J. Clarkson makes free throw 1 of 2,,91,98
329,4,8:57.0,J. Clarkson makes free throw 2 of 2,,92,98
330,4,8:46.0,,Personal foul by B. Knight (drawn by Y. Ferrell),92,98
331,4,8:34.0,,M. Bagley misses 2-pt hook shot from 9 ft,92,98
332,4,8:32.0,Defensive rebound by N. Stauskas,,92,98
333,4,8:19.0,N. Stauskas misses 2-pt jump shot from 7 ft,,92,98
334,4,8:16.0,,Defensive rebound by M. Bagley,92,98
335,4,8:11.0,,M. Bagley misses 2-pt layup from 4 ft,92,98
336,4,8:09.0,,Offensive rebound by W. Cauley-Stein,92,98
337,4,8:05.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),92,101
338,4,8:03.0,Cleveland full timeout,,92,101
339,4,8:03.0,L. Nance enters the game for N. Stauskas,,92,101
340,4,7:52.0,J. Clarkson makes 3-pt jump shot from 26 ft,,95,101
341,4,7:39.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,95,101
342,4,7:37.0,Defensive rebound by A. Žižić,,95,101
343,4,7:25.0,J. Clarkson misses 3-pt jump shot from 23 ft,,95,101
344,4,7:20.0,,Defensive rebound by M. Bagley,95,101
345,4,7:07.0,,B. Bogdanović makes 2-pt jump shot from 17 ft,95,103
346,4,6:40.0,Turnover by Team (shot clock),,95,103
347,4,6:40.0,C. Sexton enters the game for B. Knight,,95,103
348,4,6:40.0,,H. Barnes enters the game for C. Brewer,95,103
349,4,6:40.0,,D. Fox enters the game for W. Cauley-Stein,95,103
350,4,6:40.0,,K. Koufos enters the game for Y. Ferrell,95,103
351,4,6:23.0,,K. Koufos misses 2-pt hook shot from 6 ft,95,103
352,4,6:22.0,,Offensive rebound by M. Bagley,95,103
353,4,6:20.0,,M. Bagley makes 3-pt jump shot from 23 ft,95,106
354,4,5:55.0,D. Nwaba misses 3-pt jump shot from 26 ft,,95,106
355,4,5:50.0,,Defensive rebound by B. Bogdanović,95,106
356,4,5:38.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,95,106
357,4,5:35.0,Defensive rebound by A. Žižić,,95,106
358,4,5:31.0,Turnover by J. Clarkson (bad pass),,95,106
359,4,5:31.0,C. Osman enters the game for D. Nwaba,,95,106
360,4,5:31.0,,Sacramento full timeout,95,106
361,4,5:15.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by B. Bogdanović),95,108
362,4,4:58.0,J. Clarkson misses 3-pt jump shot from 25 ft,,95,108
363,4,4:56.0,,Defensive rebound by M. Bagley,95,108
364,4,4:44.0,,K. Koufos makes 2-pt jump shot from 11 ft (assist by D. Fox),95,110
365,4,4:26.0,C. Osman makes 3-pt jump shot from 26 ft (assist by A. Žižić),,98,110
366,4,4:14.0,,H. Barnes misses 2-pt jump shot from 16 ft,98,110
367,4,4:08.0,Defensive rebound by L. Nance,,98,110
368,4,4:01.0,A. Žižić makes 2-pt layup from 2 ft (assist by J. Clarkson),,100,110
369,4,3:38.0,,M. Bagley misses 3-pt jump shot from 27 ft,100,110
370,4,3:34.0,Defensive rebound by L. Nance,,100,110
371,4,3:27.0,Personal foul by K. Koufos (drawn by A. Žižić),,100,110
372,4,3:27.0,,W. Cauley-Stein enters the game for M. Bagley,100,110
373,4,3:27.0,,B. Hield enters the game for K. Koufos,100,110
374,4,3:23.0,Shooting foul by W. Cauley-Stein (drawn by A. Žižić),,100,110
375,4,3:23.0,A. Žižić misses free throw 1 of 2,,100,110
