,QUARTER,TIME_REMAINING,MIAMI_ACTION,PORTLAND_ACTION,MIAMI_SCORE,PORTLAND_SCORE
379,4,2:58.0,D. Wade misses 2-pt jump shot from 17 ft,,108,103
380,4,2:57.0,,Defensive rebound by Team,108,103
381,4,2:57.0,Loose ball foul by H. Whiteside (drawn by M. Leonard),,108,103
382,4,2:43.0,,C. McCollum makes 2-pt jump shot from 12 ft,108,105
383,4,2:28.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),,110,105
384,4,2:10.0,,M. Leonard misses 3-pt jump shot from 25 ft,110,105
385,4,2:06.0,,Offensive rebound by J. Layman,110,105
386,4,1:51.0,,J. Layman misses 3-pt jump shot from 25 ft,110,105
387,4,1:47.0,Defensive rebound by J. Richardson,,110,105
388,4,1:27.0,J. Johnson makes 2-pt jump shot from 4 ft,,112,105
389,4,1:21.0,,D. Lillard misses 2-pt jump shot from 8 ft,112,105
390,4,1:19.0,Defensive rebound by J. Johnson,,112,105
391,4,0:59.0,J. Johnson misses 3-pt jump shot from 25 ft,,112,105
392,4,0:56.0,,Defensive rebound by M. Leonard,112,105
393,4,0:50.0,,Shooting foul by J. Johnson (drawn by D. Lillard),112,105
394,4,0:50.0,,D. Lillard makes free throw 1 of 2,112,106
395,4,0:50.0,,D. Lillard misses free throw 2 of 2,112,106
396,4,0:44.0,,Offensive rebound by J. Layman,112,106
397,4,0:42.0,,C. McCollum misses 3-pt jump shot from 26 ft,112,106
398,4,0:40.0,Defensive rebound by H. Whiteside,,112,106
399,4,0:40.0,Personal foul by M. Leonard (drawn by H. Whiteside),,112,106
400,4,0:40.0,H. Whiteside makes free throw 1 of 2,,113,106
401,4,0:40.0,H. Whiteside makes free throw 2 of 2,,114,106
402,4,0:40.0,,Portland full timeout,114,106
403,4,0:40.0,,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),114,108
404,4,0:38.0,Personal take foul by J. Layman (drawn by J. Richardson),,114,108
405,4,0:38.0,J. Richardson makes free throw 1 of 2,,115,108
406,4,0:38.0,,S. Curry enters the game for E. Turner,115,108
407,4,0:38.0,J. Richardson makes free throw 2 of 2,,116,108
408,4,0:30.0,,J. Layman misses 2-pt dunk from 2 ft,116,108
409,4,0:28.0,Defensive rebound by J. Richardson,,116,108
410,4,0:15.0,Personal take foul by D. Lillard (drawn by D. Wade),,116,108
411,4,0:15.0,D. Wade makes free throw 1 of 2,,117,108
412,4,0:15.0,D. Wade makes free throw 2 of 2,,118,108
413,4,0:11.0,,C. McCollum misses 3-pt jump shot from 25 ft,118,108
414,4,0:07.0,Defensive rebound by H. Whiteside,,118,108
