,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW YORK_ACTION,BROOKLYN_SCORE,NEW YORK_SCORE
0,1,11:34.0,D. Russell makes 3-pt jump shot from 29 ft (assist by J. Harris),,3,0
1,1,11:17.0,,F. Ntilikina makes 3-pt jump shot from 24 ft (assist by T. Hardaway),3,3
2,1,11:03.0,D. Russell makes 3-pt jump shot from 23 ft (assist by J. Allen),,6,3
3,1,10:47.0,,N. Vonleh misses 2-pt dunk from 1 ft (block by J. Allen),6,3
4,1,10:43.0,Defensive rebound by J. Dudley,,6,3
5,1,10:38.0,D. Russell misses 3-pt jump shot from 26 ft,,6,3
6,1,10:38.0,,Defensive rebound by N. Vonleh,6,3
7,1,10:22.0,,T. Hardaway misses 2-pt layup from 3 ft,6,3
8,1,10:20.0,Defensive rebound by J. Dudley,,6,3
9,1,10:14.0,D. Russell makes 2-pt layup from 2 ft,,8,3
10,1,9:58.0,,F. Ntilikina misses 2-pt layup from 6 ft,8,3
11,1,9:56.0,Defensive rebound by J. Allen,,8,3
12,1,9:45.0,J. Dudley misses 3-pt jump shot from 27 ft,,8,3
13,1,9:43.0,Offensive rebound by J. Allen,,8,3
14,1,9:38.0,J. Harris makes 3-pt jump shot from 27 ft (assist by J. Dudley),,11,3
15,1,9:37.0,,New York full timeout,11,3
16,1,9:22.0,,T. Hardaway misses 2-pt layup from 5 ft,11,3
17,1,9:18.0,,Offensive rebound by M. Robinson,11,3
18,1,9:18.0,,M. Robinson makes 2-pt dunk at rim,11,5
19,1,9:12.0,J. Harris makes 3-pt jump shot from 23 ft (assist by C. LeVert),,14,5
20,1,8:56.0,,F. Ntilikina makes 3-pt jump shot from 24 ft,14,8
21,1,8:51.0,Personal foul by F. Ntilikina (drawn by D. Russell),,14,8
22,1,8:45.0,C. LeVert misses 3-pt jump shot from 27 ft,,14,8
23,1,8:41.0,,Defensive rebound by N. Vonleh,14,8
24,1,8:37.0,,N. Vonleh misses 2-pt layup from 4 ft (block by J. Dudley),14,8
25,1,8:34.0,Defensive rebound by J. Allen,,14,8
26,1,8:30.0,Personal foul by N. Vonleh (drawn by D. Russell),,14,8
27,1,8:24.0,J. Harris misses 3-pt jump shot from 29 ft,,14,8
28,1,8:21.0,,Defensive rebound by F. Ntilikina,14,8
29,1,8:14.0,,F. Ntilikina misses 2-pt jump shot from 6 ft (block by J. Allen),14,8
30,1,8:14.0,,Offensive rebound by Team,14,8
31,1,8:05.0,,M. Robinson makes 2-pt layup from 4 ft (assist by F. Ntilikina),14,10
32,1,7:50.0,D. Russell misses 3-pt jump shot from 26 ft,,14,10
33,1,7:47.0,,Defensive rebound by N. Vonleh,14,10
34,1,7:42.0,,T. Hardaway misses 3-pt jump shot from 27 ft,14,10
35,1,7:39.0,Defensive rebound by Team,,14,10
36,1,7:20.0,J. Harris misses 2-pt layup from 4 ft,,14,10
37,1,7:18.0,Offensive rebound by J. Harris,,14,10
38,1,7:11.0,J. Dudley misses 3-pt jump shot from 24 ft,,14,10
39,1,7:11.0,,Defensive rebound by D. Dotson,14,10
40,1,6:59.0,,Turnover by T. Hardaway (bad pass; steal by J. Harris),14,10
41,1,6:54.0,C. LeVert misses 2-pt layup from 1 ft,,14,10
42,1,6:51.0,,Defensive rebound by N. Vonleh,14,10
43,1,6:40.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,14,10
44,1,6:38.0,Defensive rebound by Team,,14,10
45,1,6:22.0,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),,16,10
46,1,6:11.0,,N. Vonleh makes 2-pt dunk from 1 ft (assist by T. Hardaway),16,12
47,1,6:09.0,Brooklyn full timeout,,16,12
48,1,6:09.0,A. Crabbe enters the game for J. Dudley,,16,12
49,1,6:09.0,R. Hollis-Jefferson enters the game for J. Harris,,16,12
50,1,6:09.0,,M. Hezonja enters the game for M. Robinson,16,12
51,1,5:58.0,C. LeVert makes 2-pt jump shot from 12 ft (assist by J. Allen),,18,12
52,1,5:42.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),18,15
53,1,5:42.0,,E. Freedom enters the game for N. Vonleh,18,15
54,1,5:14.0,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft (assist by A. Crabbe),,20,15
55,1,4:55.0,,E. Freedom misses 2-pt jump shot from 21 ft,20,15
56,1,4:52.0,Defensive rebound by J. Allen,,20,15
57,1,4:46.0,Shooting foul by T. Hardaway (drawn by J. Allen),,20,15
58,1,4:46.0,S. Dinwiddie enters the game for D. Russell,,20,15
59,1,4:46.0,J. Allen makes free throw 1 of 2,,21,15
60,1,4:46.0,J. Allen makes free throw 2 of 2,,22,15
61,1,4:35.0,,D. Dotson misses 3-pt jump shot from 25 ft,22,15
62,1,4:31.0,Defensive rebound by R. Hollis-Jefferson,,22,15
63,1,4:22.0,A. Crabbe misses 3-pt jump shot from 30 ft,,22,15
64,1,4:19.0,,Defensive rebound by M. Hezonja,22,15
65,1,4:11.0,,M. Hezonja misses 2-pt layup from 5 ft,22,15
66,1,4:05.0,,Offensive rebound by E. Freedom,22,15
67,1,4:04.0,,Offensive rebound by E. Freedom,22,15
68,1,4:05.0,,E. Freedom misses 2-pt layup at rim,22,15
69,1,4:04.0,,E. Freedom makes 2-pt layup at rim,22,17
70,1,3:46.0,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),,24,17
71,1,3:18.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,24,17
72,1,3:14.0,Defensive rebound by R. Hollis-Jefferson,,24,17
73,1,3:08.0,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,,24,17
74,1,3:02.0,,Defensive rebound by D. Dotson,24,17
75,1,3:00.0,,D. Dotson makes 3-pt jump shot from 24 ft (assist by T. Hardaway),24,20
76,1,2:35.0,C. LeVert misses 3-pt jump shot from 27 ft,,24,20
77,1,2:32.0,Offensive rebound by R. Hollis-Jefferson,,24,20
78,1,2:30.0,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,,24,20
79,1,2:28.0,,Defensive rebound by E. Freedom,24,20
80,1,2:13.0,,E. Freedom makes 2-pt layup from 2 ft (assist by F. Ntilikina),24,22
81,1,1:50.0,J. Allen misses 2-pt hook shot from 9 ft,,24,22
82,1,1:47.0,,Defensive rebound by E. Freedom,24,22
83,1,1:31.0,,D. Dotson misses 2-pt jump shot from 22 ft,24,22
84,1,1:29.0,Defensive rebound by J. Allen,,24,22
85,1,1:16.0,J. Allen misses 2-pt layup from 1 ft,,24,22
86,1,1:16.0,,Defensive rebound by Team,24,22
87,1,1:16.0,E. Davis enters the game for J. Allen,,24,22
88,1,1:16.0,S. Napier enters the game for C. LeVert,,24,22
89,1,1:16.0,,T. Burke enters the game for D. Dotson,24,22
90,1,1:16.0,,L. Thomas enters the game for T. Hardaway,24,22
91,1,1:16.0,,A. Trier enters the game for F. Ntilikina,24,22
92,1,1:00.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Freedom),24,24
93,1,0:42.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,26,24
94,1,0:26.0,,M. Hezonja misses 2-pt jump shot from 19 ft,26,24
95,1,0:23.0,,Offensive rebound by L. Thomas,26,24
96,1,0:23.0,,L. Thomas makes 2-pt layup from 1 ft,26,26
97,1,0:02.0,A. Crabbe misses 3-pt jump shot from 27 ft,,26,26
98,1,0:02.0,,Defensive rebound by E. Freedom,26,26
99,2,11:44.0,,L. Thomas misses 2-pt layup from 5 ft,26,26
100,2,11:43.0,,Offensive rebound by Team,26,26
101,2,11:43.0,,Personal foul by E. Davis (drawn by E. Freedom),26,26
102,2,11:28.0,,E. Freedom misses 2-pt layup from 8 ft (block by S. Dinwiddie),26,26
103,2,11:28.0,,Offensive rebound by Team,26,26
104,2,11:28.0,,Turnover by Team (shot clock),26,26
105,2,11:15.0,Shooting foul by L. Thomas (drawn by E. Davis),,26,26
106,2,11:15.0,E. Davis makes free throw 1 of 2,,27,26
107,2,11:15.0,E. Davis misses free throw 2 of 2,,27,26
108,2,11:11.0,,Defensive rebound by M. Hezonja,27,26
109,2,10:59.0,,A. Trier makes 2-pt jump shot from 18 ft (assist by E. Freedom),27,28
110,2,10:33.0,S. Napier makes 3-pt jump shot from 27 ft,,30,28
111,2,10:04.0,,Turnover by L. Thomas (bad pass; steal by S. Napier),30,28
112,2,9:53.0,S. Dinwiddie misses 3-pt jump shot from 22 ft,,30,28
113,2,9:51.0,,Defensive rebound by A. Trier,30,28
114,2,9:50.0,,Shooting foul by S. Napier (drawn by A. Trier),30,28
115,2,9:50.0,,A. Trier makes free throw 1 of 2,30,29
116,2,9:50.0,,A. Trier makes free throw 2 of 2,30,30
117,2,9:35.0,J. Harris misses 2-pt layup from 3 ft,,30,30
118,2,9:33.0,Offensive rebound by E. Davis,,30,30
119,2,9:22.0,S. Napier makes 2-pt layup from 2 ft,,32,30
120,2,9:12.0,,E. Freedom misses 2-pt layup from 1 ft,32,30
121,2,9:12.0,,Offensive rebound by E. Freedom,32,30
122,2,9:09.0,,E. Freedom makes 2-pt layup at rim,32,32
123,2,9:01.0,A. Crabbe misses 3-pt jump shot from 28 ft,,32,32
124,2,9:01.0,,Defensive rebound by Team,32,32
125,2,8:48.0,,E. Freedom misses 2-pt jump shot from 4 ft,32,32
126,2,8:47.0,Defensive rebound by E. Davis,,32,32
127,2,8:42.0,Personal foul by L. Thomas (drawn by J. Harris),,32,32
128,2,8:42.0,J. Dudley enters the game for A. Crabbe,,32,32
129,2,8:33.0,,Violation by Team (kicked ball),32,32
130,2,8:26.0,J. Dudley misses 3-pt jump shot from 24 ft,,32,32
131,2,8:21.0,,Defensive rebound by A. Trier,32,32
132,2,8:15.0,,A. Trier makes 2-pt jump shot from 18 ft,32,34
133,2,7:58.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,32,34
134,2,7:55.0,,Defensive rebound by M. Hezonja,32,34
135,2,7:49.0,,T. Burke makes 2-pt jump shot from 6 ft (assist by M. Hezonja),32,36
136,2,7:49.0,Brooklyn full timeout,,32,36
137,2,7:36.0,Shooting foul by E. Freedom (drawn by E. Davis),,32,36
138,2,7:36.0,D. Russell enters the game for S. Dinwiddie,,32,36
139,2,7:36.0,E. Davis makes free throw 1 of 2,,33,36
140,2,7:36.0,E. Davis misses free throw 2 of 2,,33,36
141,2,7:34.0,,Defensive rebound by E. Freedom,33,36
142,2,7:24.0,,Turnover by E. Freedom (bad pass; steal by J. Harris),33,36
143,2,7:12.0,E. Davis makes 2-pt layup from 3 ft (assist by J. Harris),,35,36
144,2,7:01.0,,T. Burke misses 2-pt jump shot from 17 ft,35,36
145,2,7:01.0,,Offensive rebound by Team,35,36
146,2,7:01.0,,Personal foul by E. Davis (drawn by E. Freedom),35,36
147,2,7:01.0,,T. Hardaway enters the game for T. Burke,35,36
148,2,7:01.0,,F. Ntilikina enters the game for L. Thomas,35,36
149,2,6:45.0,,A. Trier misses 2-pt dunk from 1 ft,35,36
150,2,6:45.0,Defensive rebound by E. Davis,,35,36
151,2,6:45.0,Technical foul by D. Fizdale,,35,36
152,2,6:45.0,D. Russell makes technical free throw,,36,36
153,2,6:21.0,J. Harris makes 2-pt jump shot from 13 ft (assist by S. Napier),,38,36
154,2,6:07.0,,M. Hezonja makes 2-pt layup from 4 ft,38,38
155,2,5:55.0,S. Napier misses 2-pt layup from 3 ft,,38,38
156,2,5:54.0,,Defensive rebound by Team,38,38
157,2,5:54.0,Violation by Team (kicked ball),,38,38
158,2,5:54.0,C. LeVert enters the game for S. Napier,,38,38
159,2,5:42.0,,M. Hezonja misses 2-pt jump shot from 5 ft,38,38
160,2,5:42.0,,Offensive rebound by Team,38,38
161,2,5:42.0,Loose ball foul by J. Dudley (drawn by E. Freedom),,38,38
162,2,5:37.0,,Turnover by E. Freedom (bad pass),38,38
163,2,5:29.0,C. LeVert misses 3-pt jump shot from 26 ft,,38,38
164,2,5:27.0,Offensive rebound by E. Davis,,38,38
165,2,5:13.0,E. Davis misses 2-pt layup from 4 ft (block by F. Ntilikina),,38,38
166,2,5:13.0,,Defensive rebound by F. Ntilikina,38,38
167,2,5:13.0,,Personal foul by J. Harris (drawn by F. Ntilikina),38,38
168,2,5:13.0,J. Allen enters the game for E. Davis,,38,38
169,2,5:13.0,R. Hollis-Jefferson enters the game for J. Dudley,,38,38
170,2,5:13.0,,D. Dotson enters the game for M. Hezonja,38,38
171,2,5:13.0,,N. Vonleh enters the game for A. Trier,38,38
172,2,5:13.0,,F. Ntilikina makes free throw 1 of 2,38,39
173,2,5:13.0,,F. Ntilikina makes free throw 2 of 2,38,40
174,2,5:06.0,Personal foul by F. Ntilikina (drawn by C. LeVert),,38,40
175,2,4:58.0,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,,38,40
176,2,4:55.0,,Defensive rebound by E. Freedom,38,40
177,2,4:46.0,,D. Dotson misses 3-pt jump shot from 22 ft,38,40
178,2,4:43.0,,Offensive rebound by E. Freedom,38,40
179,2,4:41.0,,E. Freedom makes 2-pt layup from 2 ft,38,42
180,2,4:27.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by J. Allen),,40,42
181,2,4:09.0,,F. Ntilikina misses 2-pt jump shot from 19 ft,40,42
182,2,4:07.0,,Offensive rebound by E. Freedom,40,42
183,2,4:07.0,,E. Freedom makes 2-pt layup from 1 ft,40,44
184,2,3:47.0,J. Allen misses 3-pt jump shot from 23 ft,,40,44
185,2,3:44.0,,Defensive rebound by F. Ntilikina,40,44
186,2,3:24.0,,E. Freedom misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),40,44
187,2,3:22.0,,Offensive rebound by Team,40,44
188,2,3:22.0,,Turnover by Team (shot clock),40,44
189,2,3:09.0,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft (assist by D. Russell),,42,44
190,2,2:57.0,,Shooting foul by R. Hollis-Jefferson (drawn by T. Hardaway),42,44
191,2,2:57.0,,New York full timeout,42,44
192,2,2:57.0,S. Dinwiddie enters the game for J. Harris,,42,44
193,2,2:57.0,,T. Hardaway makes free throw 1 of 2,42,45
194,2,2:57.0,,T. Hardaway makes free throw 2 of 2,42,46
195,2,2:44.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,42,46
196,2,2:44.0,,Defensive rebound by E. Freedom,42,46
197,2,2:38.0,,T. Hardaway makes 2-pt jump shot from 3 ft,42,48
198,2,2:27.0,Turnover by C. LeVert (lost ball; steal by E. Freedom),,42,48
