,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
0,1,11:39.0,,J. Richardson misses 2-pt jump shot from 16 ft,0,0
1,1,11:35.0,Defensive rebound by J. McGee,,0,0
2,1,11:25.0,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),,2,0
3,1,11:11.0,,R. McGruder misses 2-pt layup from 2 ft,2,0
4,1,11:11.0,,Offensive rebound by Team,2,0
5,1,11:09.0,,Turnover by W. Ellington (bad pass; steal by L. James),2,0
6,1,11:03.0,L. James makes 2-pt dunk from 1 ft (assist by L. Ball),,4,0
7,1,10:47.0,,W. Ellington makes 2-pt layup from 1 ft,4,2
8,1,10:36.0,B. Ingram makes 2-pt layup at rim (assist by J. McGee),,6,2
9,1,10:21.0,,J. Richardson makes 2-pt layup from 2 ft,6,4
10,1,10:10.0,K. Kuzma misses 2-pt hook shot from 1 ft,,6,4
11,1,10:08.0,Offensive rebound by L. Ball,,6,4
12,1,10:06.0,Personal foul by W. Ellington (drawn by J. McGee),,6,4
13,1,9:52.0,Turnover by Team (shot clock),,6,4
14,1,9:39.0,,W. Ellington misses 3-pt jump shot from 25 ft,6,4
15,1,9:36.0,Defensive rebound by L. James,,6,4
16,1,9:29.0,L. James makes 2-pt jump shot from 13 ft (assist by L. Ball),,8,4
17,1,9:08.0,,Turnover by R. McGruder (bad pass; steal by J. McGee),8,4
18,1,8:53.0,L. James makes 3-pt jump shot from 24 ft,,11,4
19,1,8:33.0,,W. Ellington makes 2-pt layup from 2 ft (assist by R. McGruder),11,6
20,1,8:22.0,K. Kuzma misses 3-pt jump shot from 23 ft,,11,6
21,1,8:19.0,,Defensive rebound by H. Whiteside,11,6
22,1,8:11.0,,R. McGruder makes 2-pt jump shot from 13 ft,11,8
23,1,7:53.0,B. Ingram misses 2-pt jump shot from 14 ft,,11,8
24,1,7:50.0,Offensive rebound by J. McGee,,11,8
25,1,7:50.0,J. McGee misses 2-pt dunk from 1 ft,,11,8
26,1,7:48.0,,Defensive rebound by J. Richardson,11,8
27,1,7:43.0,,W. Ellington misses 3-pt jump shot from 24 ft,11,8
28,1,7:41.0,,Offensive rebound by J. Winslow,11,8
29,1,7:33.0,,R. McGruder makes 2-pt jump shot from 18 ft,11,10
30,1,7:14.0,B. Ingram makes 2-pt layup from 2 ft,,13,10
31,1,7:02.0,,J. Winslow misses 3-pt jump shot from 24 ft,13,10
32,1,6:58.0,Defensive rebound by L. Ball,,13,10
33,1,6:47.0,L. Ball misses 3-pt jump shot from 28 ft,,13,10
34,1,6:45.0,Offensive rebound by Team,,13,10
35,1,6:45.0,,Miami full timeout,13,10
36,1,6:45.0,T. Chandler enters the game for J. McGee,,13,10
37,1,6:36.0,L. James misses 2-pt jump shot from 11 ft,,13,10
38,1,6:32.0,,Defensive rebound by J. Richardson,13,10
39,1,6:27.0,,J. Richardson makes 2-pt jump shot from 14 ft,13,12
40,1,6:11.0,B. Ingram misses 2-pt layup from 1 ft (block by H. Whiteside),,13,12
41,1,6:07.0,,Defensive rebound by J. Winslow,13,12
42,1,6:07.0,,Shooting foul by K. Kuzma (drawn by J. Winslow),13,12
43,1,6:07.0,,J. Winslow misses free throw 1 of 2,13,12
44,1,6:07.0,,Offensive rebound by Team,13,12
45,1,6:07.0,,J. Winslow makes free throw 2 of 2,13,13
46,1,5:50.0,L. Ball misses 2-pt jump shot from 11 ft,,13,13
47,1,5:47.0,Offensive rebound by T. Chandler,,13,13
48,1,5:36.0,B. Ingram misses 2-pt jump shot from 17 ft (block by H. Whiteside),,13,13
49,1,5:34.0,,Defensive rebound by J. Winslow,13,13
50,1,5:28.0,,J. Winslow misses 2-pt hook shot from 2 ft,13,13
51,1,5:28.0,Defensive rebound by T. Chandler,,13,13
52,1,5:21.0,K. Kuzma misses 2-pt jump shot from 9 ft (block by J. Richardson),,13,13
53,1,5:17.0,,Defensive rebound by R. McGruder,13,13
54,1,5:10.0,,H. Whiteside misses 3-pt jump shot from 25 ft,13,13
55,1,5:06.0,Defensive rebound by K. Kuzma,,13,13
56,1,4:54.0,L. James makes 2-pt jump shot from 12 ft,,15,13
57,1,4:35.0,,H. Whiteside misses 2-pt layup from 2 ft,15,13
58,1,4:33.0,Defensive rebound by T. Chandler,,15,13
59,1,4:28.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by B. Ingram),,18,13
60,1,4:14.0,,Personal foul by K. Kuzma (drawn by J. Winslow),18,13
61,1,4:14.0,K. Caldwell-Pope enters the game for L. Ball,,18,13
62,1,4:14.0,,J. Johnson enters the game for J. Richardson,18,13
63,1,4:14.0,,T. Johnson enters the game for H. Whiteside,18,13
64,1,4:14.0,,K. Olynyk enters the game for J. Winslow,18,13
65,1,4:00.0,,J. Johnson misses 2-pt jump shot from 19 ft,18,13
66,1,3:58.0,Defensive rebound by B. Ingram,,18,13
67,1,3:51.0,B. Ingram misses 2-pt layup from 3 ft,,18,13
68,1,3:49.0,,Defensive rebound by R. McGruder,18,13
69,1,3:49.0,,R. McGruder makes 2-pt layup from 1 ft,18,15
70,1,3:49.0,Violation by Team (def goaltending),,18,15
71,1,3:49.0,LA Lakers full timeout,,18,15
72,1,3:49.0,J. Hart enters the game for K. Kuzma,,18,15
73,1,3:30.0,L. James makes 3-pt jump shot from 25 ft,,21,15
74,1,3:09.0,,K. Olynyk misses 3-pt jump shot from 25 ft,21,15
75,1,3:07.0,Defensive rebound by J. Hart,,21,15
76,1,2:57.0,L. James makes 3-pt jump shot from 24 ft,,24,15
77,1,2:38.0,,J. Johnson misses 3-pt jump shot from 25 ft,24,15
78,1,2:35.0,,Offensive rebound by R. McGruder,24,15
79,1,2:22.0,,J. Johnson misses 2-pt jump shot from 11 ft,24,15
80,1,2:19.0,Defensive rebound by T. Chandler,,24,15
81,1,2:15.0,L. James makes 2-pt jump shot from 10 ft,,26,15
82,1,2:15.0,Shooting foul by J. Johnson (drawn by L. James),,26,15
83,1,2:15.0,L. Stephenson enters the game for B. Ingram,,26,15
84,1,2:15.0,,J. Richardson enters the game for W. Ellington,26,15
85,1,2:15.0,L. James misses free throw 1 of 1,,26,15
86,1,2:15.0,,Defensive rebound by K. Olynyk,26,15
87,1,2:03.0,,Shooting foul by J. Hart (drawn by J. Richardson),26,15
88,1,2:03.0,,J. Richardson makes free throw 1 of 3,26,16
89,1,2:03.0,,J. Richardson makes free throw 2 of 3,26,17
90,1,2:03.0,,J. Richardson makes free throw 3 of 3,26,18
91,1,1:53.0,L. James misses 3-pt jump shot from 26 ft,,26,18
92,1,1:50.0,,Defensive rebound by K. Olynyk,26,18
93,1,1:43.0,,T. Johnson misses 2-pt layup from 1 ft,26,18
94,1,1:39.0,Defensive rebound by L. Stephenson,,26,18
95,1,1:24.0,L. James makes 2-pt jump shot from 6 ft,,28,18
96,1,1:05.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),28,21
97,1,0:55.0,Personal foul by J. Johnson (drawn by L. James),,28,21
98,1,0:55.0,,J. Winslow enters the game for R. McGruder,28,21
99,1,0:47.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,,31,21
100,1,0:27.0,,J. Johnson misses 3-pt jump shot from 25 ft,31,21
101,1,0:24.0,Defensive rebound by L. Stephenson,,31,21
102,1,0:06.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,31,21
103,1,0:03.0,Offensive rebound by J. Hart,,31,21
104,1,0:00.0,Shooting foul by T. Johnson (drawn by K. Caldwell-Pope),,31,21
105,1,0:00.0,L. Ball enters the game for L. James,,31,21
106,1,0:00.0,K. Caldwell-Pope makes free throw 1 of 3,,32,21
107,1,0:00.0,K. Caldwell-Pope makes free throw 2 of 3,,33,21
108,1,0:00.0,K. Caldwell-Pope makes free throw 3 of 3,,34,21
109,2,11:42.0,L. Stephenson misses 3-pt jump shot from 25 ft,,34,21
110,2,11:39.0,,Defensive rebound by H. Whiteside,34,21
111,2,11:31.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Winslow),34,24
112,2,11:21.0,J. McGee misses 2-pt jump shot from 7 ft,,34,24
113,2,11:21.0,,Defensive rebound by J. Winslow,34,24
114,2,11:11.0,,H. Whiteside misses 2-pt jump shot from 11 ft,34,24
115,2,11:09.0,Defensive rebound by L. Stephenson,,34,24
116,2,11:07.0,Personal foul by J. Richardson (drawn by L. Stephenson),,34,24
117,2,10:58.0,L. Ball makes 2-pt jump shot from 17 ft (assist by J. McGee),,36,24
118,2,10:43.0,,T. Johnson makes 2-pt jump shot from 9 ft (assist by H. Whiteside),36,26
119,2,10:34.0,L. Stephenson misses 2-pt layup from 2 ft (block by H. Whiteside),,36,26
120,2,10:34.0,Offensive rebound by Team,,36,26
121,2,10:26.0,Turnover by K. Caldwell-Pope (lost ball; steal by J. Richardson),,36,26
122,2,10:16.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by J. Richardson),36,29
123,2,10:16.0,LA Lakers full timeout,,36,29
124,2,10:06.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. Ball),,38,29
