,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
0,1,11:51.0,,K. Irving makes 2-pt jump shot from 22 ft (assist by M. Smart),0,2
1,1,11:37.0,Turnover by K. Huerter (bad pass; steal by J. Tatum),,0,2
2,1,11:32.0,,M. Smart makes 2-pt layup from 1 ft (assist by J. Tatum),0,4
3,1,11:20.0,K. Huerter misses 3-pt jump shot from 26 ft,,0,4
4,1,11:18.0,Offensive rebound by D. Dedmon,,0,4
5,1,11:15.0,D. Dedmon misses 2-pt layup from 2 ft,,0,4
6,1,11:14.0,Offensive rebound by J. Collins,,0,4
7,1,11:13.0,J. Collins makes 2-pt layup at rim,,2,4
8,1,11:04.0,,K. Irving makes 2-pt jump shot from 10 ft,2,6
9,1,10:54.0,T. Young makes 2-pt layup from 2 ft,,4,6
10,1,10:35.0,,Turnover by A. Horford (lost ball; steal by J. Collins),4,6
11,1,10:31.0,T. Prince misses 3-pt jump shot from 26 ft,,4,6
12,1,10:29.0,Offensive rebound by T. Young,,4,6
13,1,10:20.0,J. Collins makes 2-pt layup from 3 ft (assist by T. Young),,6,6
14,1,10:04.0,,M. Smart makes 2-pt layup from 1 ft (assist by J. Tatum),6,8
15,1,9:50.0,Personal foul by K. Irving (drawn by T. Young),,6,8
16,1,9:42.0,J. Collins misses 2-pt dunk from 3 ft,,6,8
17,1,9:40.0,,Defensive rebound by K. Irving,6,8
18,1,9:34.0,,Turnover by A. Horford (lost ball; steal by D. Dedmon),6,8
19,1,9:30.0,Turnover by J. Collins (bad pass; steal by M. Morris),,6,8
20,1,9:26.0,,M. Morris misses 2-pt layup from 2 ft (block by J. Collins),6,8
21,1,9:25.0,,Offensive rebound by Team,6,8
22,1,9:25.0,,Away from play foul by T. Prince (drawn by M. Smart),6,8
23,1,9:25.0,,M. Smart makes free throw 1 of 1,6,9
24,1,9:18.0,,K. Irving misses 3-pt jump shot from 28 ft,6,9
25,1,9:16.0,Defensive rebound by D. Dedmon,,6,9
26,1,9:06.0,J. Collins makes 2-pt jump shot from 14 ft,,8,9
27,1,8:53.0,,J. Tatum makes 2-pt layup from 3 ft (assist by K. Irving),8,11
28,1,8:39.0,T. Young makes 3-pt jump shot from 30 ft,,11,11
29,1,8:25.0,,K. Irving misses 2-pt jump shot from 18 ft,11,11
30,1,8:23.0,Defensive rebound by D. Dedmon,,11,11
31,1,8:14.0,T. Young makes 2-pt jump shot from 9 ft,,13,11
32,1,8:03.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by M. Smart),13,13
33,1,7:44.0,Turnover by D. Dedmon (bad pass; steal by K. Irving),,13,13
34,1,7:41.0,,Turnover by J. Tatum (lost ball; steal by T. Young),13,13
35,1,7:34.0,T. Young makes 2-pt jump shot from 3 ft,,15,13
36,1,7:26.0,,K. Irving makes 2-pt layup from 3 ft,15,15
37,1,7:17.0,T. Young misses 3-pt jump shot from 33 ft,,15,15
38,1,7:15.0,,Defensive rebound by J. Tatum,15,15
39,1,7:08.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by M. Smart),15,18
40,1,7:08.0,Atlanta full timeout,,15,18
41,1,6:55.0,T. Prince makes 2-pt layup from 3 ft (assist by D. Dedmon),,17,18
42,1,6:37.0,,Shooting foul by D. Dedmon (drawn by M. Morris),17,18
43,1,6:37.0,,M. Morris makes free throw 1 of 2,17,19
44,1,6:37.0,,M. Morris makes free throw 2 of 2,17,20
45,1,6:19.0,T. Prince makes 3-pt jump shot from 25 ft (assist by J. Collins),,20,20
46,1,6:00.0,,J. Tatum makes 2-pt jump shot from 17 ft,20,22
47,1,5:44.0,K. Huerter makes 3-pt jump shot from 26 ft (assist by T. Young),,23,22
48,1,5:24.0,,M. Morris misses 2-pt jump shot from 17 ft,23,22
49,1,5:22.0,Defensive rebound by K. Huerter,,23,22
50,1,5:15.0,J. Collins misses 2-pt jump shot from 9 ft (block by A. Horford),,23,22
51,1,5:13.0,Offensive rebound by J. Collins,,23,22
52,1,5:10.0,K. Huerter makes 2-pt layup from 3 ft (assist by J. Collins),,25,22
53,1,5:08.0,,K. Irving misses 3-pt jump shot from 31 ft,25,22
54,1,5:06.0,Defensive rebound by D. Dedmon,,25,22
55,1,4:58.0,T. Prince makes 2-pt layup from 1 ft (assist by T. Young),,27,22
56,1,4:58.0,,Boston full timeout,27,22
57,1,4:58.0,K. Bazemore enters the game for D. Dedmon,,27,22
58,1,4:58.0,A. Len enters the game for K. Huerter,,27,22
59,1,4:58.0,,A. Baynes enters the game for A. Horford,27,22
60,1,4:58.0,,G. Hayward enters the game for M. Morris,27,22
61,1,4:58.0,,T. Rozier enters the game for M. Smart,27,22
62,1,4:42.0,,K. Irving makes 2-pt jump shot from 14 ft,27,24
63,1,4:24.0,T. Prince misses 2-pt jump shot from 11 ft,,27,24
64,1,4:22.0,,Defensive rebound by A. Baynes,27,24
65,1,4:10.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by T. Rozier),27,27
66,1,4:10.0,V. Carter enters the game for J. Collins,,27,27
67,1,4:10.0,,J. Brown enters the game for G. Hayward,27,27
68,1,3:45.0,T. Prince misses 2-pt layup from 4 ft,,27,27
69,1,3:44.0,Offensive rebound by A. Len,,27,27
70,1,3:43.0,A. Len makes 2-pt layup from 1 ft,,29,27
71,1,3:43.0,Shooting foul by A. Baynes (drawn by A. Len),,29,27
72,1,3:43.0,A. Len makes free throw 1 of 1,,30,27
73,1,3:32.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by J. Brown),30,30
