,QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
0,1,11:42.0,,F. VanVleet misses 3-pt jump shot from 26 ft,0,0
1,1,11:40.0,Defensive rebound by L. Markkanen,,0,0
2,1,11:25.0,W. Carter makes 2-pt jump shot from 11 ft (assist by Z. LaVine),,2,0
3,1,11:04.0,,Turnover by S. Ibaka (bad pass),2,0
4,1,10:47.0,W. Carter misses 3-pt jump shot from 24 ft,,2,0
5,1,10:45.0,,Defensive rebound by P. Siakam,2,0
6,1,10:38.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by P. Siakam),2,2
7,1,10:13.0,Z. LaVine misses 3-pt jump shot from 29 ft,,2,2
8,1,10:11.0,,Defensive rebound by F. VanVleet,2,2
9,1,10:02.0,,P. Siakam misses 2-pt layup from 2 ft,2,2
10,1,10:00.0,Defensive rebound by L. Markkanen,,2,2
11,1,9:56.0,Shooting foul by S. Ibaka (drawn by Z. LaVine),,2,2
12,1,9:56.0,Z. LaVine makes free throw 1 of 2,,3,2
13,1,9:56.0,Z. LaVine makes free throw 2 of 2,,4,2
14,1,9:35.0,,S. Ibaka misses 2-pt hook shot from 7 ft,4,2
15,1,9:32.0,Defensive rebound by W. Carter,,4,2
16,1,9:25.0,Turnover by K. Dunn (traveling),,4,2
17,1,9:09.0,,K. Leonard misses 2-pt jump shot from 20 ft,4,2
18,1,9:05.0,Defensive rebound by J. Holiday,,4,2
19,1,8:58.0,Turnover by K. Dunn (out of bounds lost ball),,4,2
20,1,8:49.0,,D. Green makes 2-pt jump shot from 22 ft (assist by S. Ibaka),4,4
21,1,8:34.0,J. Holiday makes 2-pt layup from 5 ft (assist by L. Markkanen),,6,4
22,1,8:21.0,,K. Leonard misses 2-pt jump shot from 18 ft,6,4
23,1,8:18.0,Defensive rebound by W. Carter,,6,4
24,1,8:11.0,K. Dunn misses 2-pt jump shot from 17 ft,,6,4
25,1,8:09.0,,Defensive rebound by K. Leonard,6,4
26,1,7:54.0,,Turnover by K. Leonard (bad pass; steal by J. Holiday),6,4
27,1,7:51.0,J. Holiday misses 2-pt layup from 1 ft (block by D. Green),,6,4
28,1,7:47.0,,Defensive rebound by D. Green,6,4
29,1,7:41.0,,P. Siakam makes 2-pt dunk at rim (assist by S. Ibaka),6,6
30,1,7:41.0,Chicago full timeout,,6,6
31,1,7:22.0,Shooting foul by S. Ibaka (drawn by W. Carter),,6,6
32,1,7:22.0,W. Carter makes free throw 1 of 2,,7,6
33,1,7:22.0,W. Carter makes free throw 2 of 2,,8,6
34,1,7:08.0,,Turnover by K. Leonard (bad pass; steal by J. Holiday),8,6
35,1,7:05.0,J. Holiday makes 2-pt dunk from 1 ft,,10,6
36,1,6:48.0,,S. Ibaka misses 3-pt jump shot from 26 ft,10,6
37,1,6:46.0,,Offensive rebound by D. Green,10,6
38,1,6:35.0,,S. Ibaka misses 2-pt hook shot from 10 ft,10,6
39,1,6:32.0,Defensive rebound by W. Carter,,10,6
40,1,6:21.0,K. Dunn makes 2-pt jump shot from 6 ft,,12,6
41,1,6:01.0,,S. Ibaka misses 2-pt hook shot from 4 ft,12,6
42,1,5:58.0,Defensive rebound by L. Markkanen,,12,6
43,1,5:44.0,Turnover by L. Markkanen (bad pass; steal by D. Green),,12,6
44,1,5:34.0,,P. Siakam misses 2-pt hook shot from 5 ft,12,6
45,1,5:32.0,Defensive rebound by J. Holiday,,12,6
46,1,5:19.0,K. Dunn misses 2-pt jump shot from 16 ft,,12,6
47,1,5:16.0,,Defensive rebound by F. VanVleet,12,6
48,1,5:10.0,,K. Leonard misses 2-pt jump shot from 11 ft,12,6
49,1,5:07.0,Defensive rebound by L. Markkanen,,12,6
50,1,5:01.0,Turnover by J. Holiday (bad pass; steal by F. VanVleet),,12,6
51,1,4:55.0,,K. Leonard makes 2-pt jump shot from 13 ft (assist by F. VanVleet),12,8
52,1,4:37.0,W. Carter misses 2-pt jump shot from 18 ft,,12,8
53,1,4:35.0,,Defensive rebound by D. Green,12,8
54,1,4:25.0,,S. Ibaka misses 3-pt jump shot from 26 ft,12,8
55,1,4:22.0,,Offensive rebound by S. Ibaka,12,8
56,1,4:21.0,,Turnover by S. Ibaka (bad pass),12,8
57,1,4:21.0,C. Hutchison enters the game for L. Markkanen,,12,8
58,1,4:21.0,,O. Anunoby enters the game for D. Green,12,8
59,1,4:21.0,,G. Monroe enters the game for S. Ibaka,12,8
60,1,4:21.0,,N. Powell enters the game for P. Siakam,12,8
61,1,4:07.0,K. Dunn misses 2-pt layup from 2 ft (block by G. Monroe),,12,8
62,1,4:07.0,Offensive rebound by Team,,12,8
63,1,4:00.0,Z. LaVine misses 2-pt layup from 2 ft,,12,8
64,1,3:59.0,,Defensive rebound by Team,12,8
65,1,3:44.0,,K. Leonard makes 2-pt jump shot from 6 ft,12,10
66,1,3:27.0,Personal foul by F. VanVleet (drawn by K. Dunn),,12,10
67,1,3:21.0,C. Hutchison makes 2-pt hook shot from 6 ft (assist by K. Dunn),,14,10
68,1,3:07.0,,Turnover by F. VanVleet (bad pass; steal by J. Holiday),14,10
69,1,2:49.0,Z. LaVine misses 2-pt layup from 2 ft,,14,10
70,1,2:46.0,,Defensive rebound by K. Leonard,14,10
71,1,2:41.0,,N. Powell misses 3-pt jump shot from 23 ft,14,10
72,1,2:39.0,Defensive rebound by C. Hutchison,,14,10
73,1,2:22.0,C. Hutchison makes 2-pt layup from 1 ft (assist by Z. LaVine),,16,10
74,1,2:22.0,,Toronto full timeout,16,10
75,1,2:22.0,R. Arcidiacono enters the game for K. Dunn,,16,10
76,1,2:22.0,S. Harrison enters the game for Z. LaVine,,16,10
77,1,2:22.0,,D. Green enters the game for K. Leonard,16,10
78,1,2:22.0,,D. Wright enters the game for F. VanVleet,16,10
79,1,2:05.0,,G. Monroe misses 2-pt hook shot from 2 ft,16,10
80,1,2:03.0,Defensive rebound by C. Hutchison,,16,10
81,1,1:53.0,J. Holiday misses 3-pt jump shot from 27 ft,,16,10
82,1,1:50.0,,Defensive rebound by N. Powell,16,10
83,1,1:30.0,,D. Green makes 2-pt jump shot from 11 ft,16,12
84,1,1:11.0,J. Holiday makes 2-pt jump shot from 19 ft,,18,12
85,1,0:47.0,,D. Wright misses 2-pt jump shot from 3 ft,18,12
86,1,0:45.0,Defensive rebound by S. Harrison,,18,12
87,1,0:32.0,Turnover by W. Carter (out of bounds lost ball),,18,12
88,1,0:32.0,L. Markkanen enters the game for J. Holiday,,18,12
89,1,0:25.0,,D. Wright makes 2-pt jump shot from 3 ft,18,14
90,1,0:00.0,L. Markkanen makes 2-pt jump shot from 17 ft,,20,14
91,2,11:45.0,C. Hutchison makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,22,14
92,2,11:24.0,,O. Anunoby misses 2-pt hook shot from 4 ft,22,14
