,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MILWAUKEE_ACTION,NEW ORLEANS_SCORE,MILWAUKEE_SCORE
0,1,11:45.0,J. Holiday misses 2-pt jump shot from 7 ft,,0,0
1,1,11:41.0,,Defensive rebound by G. Antetokounmpo,0,0
2,1,11:25.0,,K. Middleton misses 2-pt jump shot from 22 ft,0,0
3,1,11:22.0,Defensive rebound by A. Davis,,0,0
4,1,11:16.0,A. Davis makes 2-pt jump shot from 11 ft (assist by T. Frazier),,2,0
5,1,11:03.0,,Turnover by B. Lopez (bad pass; steal by A. Davis),2,0
6,1,10:59.0,A. Davis makes 2-pt layup from 1 ft,,4,0
7,1,10:49.0,,B. Lopez misses 3-pt jump shot from 27 ft,4,0
8,1,10:46.0,Defensive rebound by T. Frazier,,4,0
9,1,10:42.0,D. Miller makes 3-pt jump shot from 23 ft (assist by J. Holiday),,7,0
10,1,10:42.0,,Milwaukee full timeout,7,0
11,1,10:27.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,7,2
12,1,10:27.0,,Shooting foul by S. Hill (drawn by G. Antetokounmpo),7,2
13,1,10:27.0,,G. Antetokounmpo makes free throw 1 of 1,7,3
14,1,10:06.0,J. Holiday misses 3-pt jump shot from 26 ft,,7,3
15,1,10:03.0,,Defensive rebound by E. Bledsoe,7,3
16,1,9:58.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,7,3
17,1,9:55.0,Defensive rebound by A. Davis,,7,3
18,1,9:53.0,Turnover by T. Frazier (bad pass),,7,3
19,1,9:37.0,,G. Antetokounmpo misses 2-pt hook shot from 1 ft,7,3
20,1,9:37.0,Defensive rebound by A. Davis,,7,3
21,1,9:29.0,D. Miller misses 3-pt jump shot from 28 ft,,7,3
22,1,9:25.0,,Defensive rebound by E. Bledsoe,7,3
23,1,9:19.0,,E. Bledsoe makes 2-pt layup from 1 ft,7,5
24,1,9:02.0,S. Hill makes 3-pt jump shot from 28 ft (assist by J. Holiday),,10,5
25,1,8:49.0,,M. Brogdon misses 2-pt layup from 2 ft,10,5
26,1,8:49.0,Defensive rebound by A. Davis,,10,5
27,1,8:43.0,Turnover by A. Davis (bad pass; steal by B. Lopez),,10,5
28,1,8:33.0,,B. Lopez makes 3-pt jump shot from 26 ft,10,8
29,1,8:20.0,Turnover by T. Frazier (bad pass; steal by M. Brogdon),,10,8
30,1,8:15.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,10,8
31,1,8:13.0,Defensive rebound by T. Frazier,,10,8
32,1,8:10.0,Turnover by D. Miller (bad pass; steal by K. Middleton),,10,8
33,1,8:04.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),10,10
34,1,7:58.0,New Orleans full timeout,,10,10
35,1,7:58.0,,S. Brown enters the game for M. Brogdon,10,10
36,1,7:49.0,A. Davis makes 3-pt jump shot from 27 ft (assist by J. Holiday),,13,10
37,1,7:28.0,,K. Middleton makes 2-pt jump shot from 19 ft,13,12
38,1,7:17.0,A. Davis misses 2-pt jump shot from 19 ft,,13,12
39,1,7:15.0,,Defensive rebound by S. Brown,13,12
40,1,6:58.0,,K. Middleton makes 2-pt layup from 1 ft,13,14
41,1,6:43.0,D. Miller makes 3-pt jump shot from 27 ft (assist by A. Davis),,16,14
42,1,6:21.0,,B. Lopez makes 2-pt jump shot from 9 ft,16,16
43,1,6:13.0,J. Holiday misses 3-pt jump shot from 25 ft,,16,16
44,1,6:11.0,,Defensive rebound by E. Bledsoe,16,16
45,1,5:59.0,,E. Bledsoe misses 2-pt layup from 3 ft (block by A. Davis),16,16
46,1,5:55.0,,Offensive rebound by S. Brown,16,16
47,1,5:53.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by S. Brown),16,18
48,1,5:37.0,A. Davis makes 3-pt jump shot from 28 ft (assist by J. Holiday),,19,18
49,1,5:26.0,,Turnover by K. Middleton (lost ball; steal by J. Holiday),19,18
50,1,5:21.0,Turnover by T. Frazier (bad pass; steal by K. Middleton),,19,18
51,1,5:21.0,,Personal foul by T. Frazier (drawn by B. Lopez),19,18
52,1,5:21.0,E. Moore enters the game for T. Frazier,,19,18
53,1,5:21.0,,G. Hill enters the game for G. Antetokounmpo,19,18
54,1,5:21.0,,D. Wilson enters the game for E. Bledsoe,19,18
55,1,5:05.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by G. Hill),19,20
56,1,4:56.0,D. Miller makes 3-pt jump shot from 26 ft (assist by S. Hill),,22,20
57,1,4:42.0,,G. Hill misses 2-pt jump shot from 18 ft,22,20
58,1,4:36.0,Defensive rebound by A. Davis,,22,20
59,1,4:17.0,D. Miller misses 3-pt jump shot from 27 ft (block by D. Wilson),,22,20
60,1,4:17.0,Offensive rebound by Team,,22,20
61,1,4:17.0,A. Harrison enters the game for S. Hill,,22,20
62,1,4:17.0,W. Johnson enters the game for J. Holiday,,22,20
63,1,4:17.0,,T. Maker enters the game for B. Lopez,22,20
64,1,4:15.0,A. Davis makes 3-pt jump shot from 24 ft (assist by E. Moore),,25,20
65,1,3:55.0,,S. Brown makes 2-pt layup from 1 ft (assist by K. Middleton),25,22
66,1,3:45.0,Shooting foul by T. Maker (drawn by A. Davis),,25,22
67,1,3:45.0,A. Davis misses free throw 1 of 2,,25,22
68,1,3:45.0,Offensive rebound by Team,,25,22
69,1,3:45.0,,M. Brogdon enters the game for K. Middleton,25,22
70,1,3:45.0,A. Davis makes free throw 2 of 2,,26,22
71,1,3:29.0,,Turnover by M. Brogdon (bad pass; steal by W. Johnson),26,22
72,1,3:16.0,D. Miller misses 2-pt jump shot from 14 ft,,26,22
