,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
0,1,11:39.0,W. Carter misses 2-pt jump shot from 11 ft (block by A. Davis),,0,0
1,1,11:38.0,Offensive rebound by Team,,0,0
2,1,11:38.0,Away from play foul by N. Mirotić (drawn by J. Parker),,0,0
3,1,11:38.0,J. Parker misses free throw 1 of 1,,0,0
4,1,11:38.0,Offensive rebound by Team,,0,0
5,1,11:28.0,Z. LaVine misses 3-pt jump shot from 27 ft,,0,0
6,1,11:24.0,,Defensive rebound by W. Johnson,0,0
7,1,11:14.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Holiday),0,3
8,1,10:54.0,W. Carter makes 2-pt layup from 2 ft,,2,3
9,1,10:46.0,,A. Davis misses 2-pt layup from 3 ft (block by W. Carter),2,3
10,1,10:46.0,,Offensive rebound by J. Holiday,2,3
11,1,10:38.0,,Turnover by N. Mirotić (bad pass; steal by J. Holiday),2,3
12,1,10:35.0,J. Holiday makes 2-pt layup from 2 ft,,4,3
13,1,10:24.0,,J. Holiday misses 2-pt jump shot from 16 ft,4,3
14,1,10:24.0,,Offensive rebound by A. Davis,4,3
15,1,10:15.0,,N. Mirotić misses 2-pt hook shot from 3 ft,4,3
16,1,10:14.0,Defensive rebound by W. Carter,,4,3
17,1,10:06.0,C. Payne misses 2-pt jump shot from 23 ft,,4,3
18,1,10:03.0,,Defensive rebound by J. Holiday,4,3
19,1,9:58.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Holiday),4,5
20,1,9:49.0,C. Payne misses 2-pt layup from 3 ft,,4,5
21,1,9:47.0,,Defensive rebound by A. Davis,4,5
22,1,9:40.0,,A. Davis misses 2-pt jump shot from 12 ft,4,5
23,1,9:38.0,Defensive rebound by W. Carter,,4,5
24,1,9:33.0,C. Payne misses 2-pt layup from 2 ft,,4,5
25,1,9:29.0,,Defensive rebound by N. Mirotić,4,5
26,1,9:23.0,,Personal foul by C. Payne (drawn by N. Mirotić),4,5
27,1,9:14.0,,N. Mirotić misses 3-pt jump shot from 23 ft,4,5
28,1,9:12.0,Defensive rebound by W. Carter,,4,5
29,1,9:06.0,Shooting foul by E. Moore (drawn by J. Parker),,4,5
30,1,9:06.0,J. Parker makes free throw 1 of 2,,5,5
31,1,9:06.0,J. Parker makes free throw 2 of 2,,6,5
32,1,8:56.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),6,8
33,1,8:33.0,C. Payne makes 2-pt layup from 7 ft (assist by Z. LaVine),,8,8
34,1,8:25.0,,J. Holiday misses 3-pt jump shot from 25 ft,8,8
35,1,8:25.0,Defensive rebound by J. Parker,,8,8
36,1,8:14.0,Turnover by W. Carter (bad pass; steal by W. Johnson),,8,8
37,1,8:03.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by W. Johnson),8,10
38,1,7:46.0,J. Parker makes 2-pt jump shot from 21 ft (assist by Z. LaVine),,10,10
39,1,7:33.0,,E. Moore misses 2-pt jump shot from 10 ft,10,10
40,1,7:30.0,Defensive rebound by W. Carter,,10,10
41,1,7:27.0,C. Payne makes 2-pt layup from 2 ft (assist by J. Parker),,12,10
42,1,7:09.0,,N. Mirotić misses 2-pt layup from 3 ft,12,10
43,1,7:03.0,,Offensive rebound by W. Johnson,12,10
44,1,7:03.0,,W. Johnson makes 2-pt layup at rim,12,12
45,1,6:47.0,W. Carter makes 2-pt dunk from 2 ft (assist by C. Payne),,14,12
46,1,6:36.0,,Turnover by J. Holiday (bad pass; steal by C. Payne),14,12
47,1,6:23.0,Turnover by C. Payne (bad pass; steal by J. Holiday),,14,12
48,1,6:18.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by J. Holiday),14,15
49,1,6:16.0,Chicago full timeout,,14,15
50,1,6:16.0,R. Arcidiacono enters the game for C. Payne,,14,15
51,1,6:05.0,J. Parker misses 3-pt jump shot from 26 ft,,14,15
52,1,6:02.0,,Defensive rebound by W. Johnson,14,15
53,1,5:43.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by A. Davis),14,17
54,1,5:27.0,Z. LaVine misses 2-pt jump shot from 20 ft,,14,17
55,1,5:24.0,,Defensive rebound by N. Mirotić,14,17
56,1,5:18.0,,Shooting foul by W. Carter (drawn by A. Davis),14,17
57,1,5:18.0,,A. Davis makes free throw 1 of 2,14,18
58,1,5:18.0,,I. Clark enters the game for E. Moore,14,18
59,1,5:18.0,,A. Davis misses free throw 2 of 2,14,18
60,1,5:16.0,Defensive rebound by J. Parker,,14,18
61,1,4:56.0,W. Carter misses 3-pt jump shot from 23 ft,,14,18
62,1,4:56.0,,Defensive rebound by N. Mirotić,14,18
63,1,4:32.0,,A. Davis misses 2-pt jump shot from 11 ft,14,18
64,1,4:28.0,Defensive rebound by J. Parker,,14,18
65,1,4:22.0,J. Holiday misses 3-pt jump shot from 23 ft,,14,18
66,1,4:19.0,,Defensive rebound by A. Davis,14,18
67,1,3:58.0,,A. Davis misses 2-pt layup from 3 ft,14,18
68,1,3:55.0,Defensive rebound by R. Arcidiacono,,14,18
69,1,3:52.0,J. Holiday misses 3-pt jump shot from 24 ft,,14,18
70,1,3:47.0,,Defensive rebound by N. Mirotić,14,18
71,1,3:40.0,,N. Mirotić misses 3-pt jump shot from 26 ft,14,18
72,1,3:38.0,,Offensive rebound by Team,14,18
73,1,3:38.0,A. Blakeney enters the game for Z. LaVine,,14,18
74,1,3:38.0,,D. Miller enters the game for W. Johnson,14,18
75,1,3:38.0,,J. Randle enters the game for N. Mirotić,14,18
76,1,3:27.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by J. Randle),14,20
77,1,3:17.0,J. Parker makes 2-pt jump shot from 20 ft,,16,20
78,1,3:02.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by J. Randle),16,23
79,1,2:48.0,J. Parker makes 2-pt layup from 2 ft,,18,23
80,1,2:38.0,,J. Holiday misses 2-pt layup from 2 ft,18,23
81,1,2:34.0,Defensive rebound by J. Parker,,18,23
82,1,2:19.0,A. Blakeney makes 2-pt jump shot from 18 ft,,20,23
83,1,2:06.0,,J. Randle misses 2-pt jump shot from 7 ft (block by W. Carter),20,23
84,1,2:03.0,Defensive rebound by W. Carter,,20,23
85,1,1:58.0,R. Arcidiacono makes 3-pt jump shot from 29 ft (assist by A. Blakeney),,23,23
86,1,1:35.0,,Turnover by A. Davis (traveling),23,23
87,1,1:35.0,,New Orleans full timeout,23,23
88,1,1:35.0,C. Felício enters the game for W. Carter,,23,23
89,1,1:35.0,,T. Frazier enters the game for J. Holiday,23,23
90,1,1:18.0,Offensive foul by R. Arcidiacono (drawn by T. Frazier),,23,23
91,1,1:18.0,Turnover by R. Arcidiacono (offensive foul),,23,23
92,1,1:07.0,,A. Davis makes 2-pt jump shot from 10 ft (assist by I. Clark),23,25
93,1,1:07.0,,Shooting foul by C. Felício (drawn by A. Davis),23,25
94,1,1:07.0,,A. Davis misses free throw 1 of 1,23,25
95,1,1:04.0,Defensive rebound by J. Parker,,23,25
96,1,0:52.0,J. Holiday misses 3-pt jump shot from 23 ft,,23,25
97,1,0:50.0,,Defensive rebound by A. Davis,23,25
98,1,0:44.0,,A. Davis makes 2-pt dunk at rim (assist by T. Frazier),23,27
99,1,0:33.0,Turnover by A. Blakeney (out of bounds lost ball),,23,27
100,1,0:22.0,,I. Clark makes 2-pt layup from 2 ft (assist by A. Davis),23,29
101,1,0:03.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by R. Arcidiacono),,26,29
102,2,11:41.0,,T. Frazier misses 2-pt layup from 2 ft,26,29
103,2,11:39.0,Defensive rebound by R. Arcidiacono,,26,29
