,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW YORK_ACTION,MILWAUKEE_SCORE,NEW YORK_SCORE
25,1,8:18.0,K. Middleton misses 2-pt layup from 6 ft,,8,7
26,1,8:16.0,,Defensive rebound by E. Freedom,8,7
27,1,7:59.0,,N. Vonleh makes 3-pt jump shot from 25 ft (assist by T. Hardaway),8,10
28,1,7:45.0,M. Brogdon misses 2-pt jump shot at rim,,8,10
29,1,7:43.0,Offensive rebound by B. Lopez,,8,10
30,1,7:43.0,B. Lopez makes 2-pt layup from 1 ft,,10,10
31,1,7:27.0,,E. Freedom makes 2-pt layup from 2 ft,10,12
32,1,7:15.0,Turnover by E. Bledsoe (bad pass; steal by M. Hezonja),,10,12
33,1,7:11.0,,M. Hezonja makes 2-pt dunk from 1 ft,10,14
34,1,6:53.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,10,14
35,1,6:52.0,,Defensive rebound by T. Hardaway,10,14
36,1,6:46.0,,T. Hardaway makes 3-pt jump shot from 25 ft,10,17
37,1,6:46.0,Milwaukee full timeout,,10,17
38,1,6:46.0,P. Connaughton enters the game for M. Brogdon,,10,17
39,1,6:34.0,E. Bledsoe makes 2-pt layup from 1 ft,,12,17
40,1,6:18.0,,T. Hardaway misses 2-pt jump shot from 12 ft,12,17
41,1,6:16.0,Defensive rebound by G. Antetokounmpo,,12,17
42,1,6:08.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,15,17
43,1,5:55.0,,Turnover by E. Mudiay (bad pass; steal by G. Antetokounmpo),15,17
44,1,5:51.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,17,17
45,1,5:50.0,,New York full timeout,17,17
46,1,5:50.0,T. Maker enters the game for G. Antetokounmpo,,17,17
47,1,5:50.0,,T. Burke enters the game for E. Mudiay,17,17
48,1,5:33.0,,M. Hezonja misses 2-pt layup from 1 ft,17,17
49,1,5:31.0,Defensive rebound by K. Middleton,,17,17
50,1,5:27.0,Shooting foul by M. Hezonja (drawn by K. Middleton),,17,17
51,1,5:27.0,,K. Knox enters the game for M. Hezonja,17,17
52,1,5:27.0,K. Middleton misses free throw 1 of 2,,17,17
53,1,5:27.0,Offensive rebound by Team,,17,17
54,1,5:27.0,K. Middleton makes free throw 2 of 2,,18,17
55,1,5:15.0,,Personal foul by P. Connaughton (drawn by T. Hardaway),18,17
56,1,4:58.0,,T. Burke misses 2-pt layup from 1 ft,18,17
57,1,4:56.0,,Offensive rebound by E. Freedom,18,17
58,1,4:56.0,,E. Freedom misses 2-pt layup at rim,18,17
59,1,4:54.0,Defensive rebound by K. Middleton,,18,17
60,1,4:54.0,Shooting foul by T. Hardaway (drawn by E. Bledsoe),,18,17
61,1,4:54.0,,New York full timeout,18,17
62,1,4:54.0,,A. Trier enters the game for T. Burke,18,17
63,1,4:54.0,E. Bledsoe makes free throw 1 of 2,,19,17
64,1,4:54.0,E. Bledsoe makes free throw 2 of 2,,20,17
65,1,4:43.0,,T. Hardaway misses 3-pt jump shot from 25 ft,20,17
66,1,4:41.0,Defensive rebound by T. Maker,,20,17
67,1,4:34.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,23,17
68,1,4:21.0,,Turnover by K. Knox (traveling),23,17
69,1,4:21.0,T. Snell enters the game for K. Middleton,,23,17
70,1,4:14.0,Offensive foul by B. Lopez (drawn by A. Trier),,23,17
71,1,4:14.0,Turnover by B. Lopez (offensive foul),,23,17
72,1,3:59.0,,N. Vonleh makes 2-pt layup from 1 ft (assist by T. Hardaway),23,19
73,1,3:50.0,T. Snell misses 3-pt jump shot from 23 ft,,23,19
74,1,3:48.0,,Defensive rebound by Team,23,19
75,1,3:48.0,M. Brogdon enters the game for E. Bledsoe,,23,19
76,1,3:35.0,,K. Knox makes 3-pt jump shot from 25 ft (assist by T. Hardaway),23,22
77,1,3:21.0,T. Maker makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,26,22
78,1,3:10.0,,Personal foul by T. Snell (drawn by K. Knox),26,22
79,1,3:10.0,G. Antetokounmpo enters the game for B. Lopez,,26,22
80,1,3:05.0,,K. Knox misses 3-pt jump shot from 25 ft,26,22
81,1,3:03.0,Defensive rebound by M. Brogdon,,26,22
82,1,2:57.0,T. Snell makes 2-pt layup from 1 ft (assist by M. Brogdon),,28,22
83,1,2:43.0,,Personal foul by T. Maker (drawn by E. Freedom),28,22
84,1,2:43.0,,M. Robinson enters the game for E. Freedom,28,22
85,1,2:33.0,,A. Trier makes 2-pt jump shot from 14 ft,28,24
86,1,2:33.0,,Shooting foul by M. Brogdon (drawn by A. Trier),28,24
87,1,2:33.0,,A. Trier makes free throw 1 of 1,28,25
88,1,2:21.0,M. Brogdon makes 2-pt layup from 1 ft,,30,25
89,1,2:21.0,,Violation by Team (def goaltending),30,25
90,1,2:06.0,,T. Hardaway misses 3-pt jump shot from 25 ft,30,25
91,1,2:04.0,Defensive rebound by G. Antetokounmpo,,30,25
92,1,1:58.0,Turnover by G. Antetokounmpo (bad pass),,30,25
93,1,1:58.0,D. DiVincenzo enters the game for T. Maker,,30,25
94,1,1:40.0,,N. Vonleh makes 3-pt jump shot from 25 ft (assist by T. Hardaway),30,28
95,1,1:21.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by D. DiVincenzo),,33,28
96,1,1:05.0,,K. Knox misses 2-pt jump shot from 9 ft,33,28
97,1,1:03.0,Defensive rebound by M. Brogdon,,33,28
98,1,0:52.0,T. Snell misses 3-pt jump shot from 27 ft,,33,28
99,1,0:50.0,,Defensive rebound by N. Vonleh,33,28
100,1,0:41.0,,T. Hardaway misses 2-pt layup from 3 ft,33,28
101,1,0:39.0,Defensive rebound by G. Antetokounmpo,,33,28
102,1,0:32.0,P. Connaughton misses 2-pt jump shot from 19 ft,,33,28
103,1,0:30.0,Offensive rebound by Team,,33,28
104,1,0:30.0,,D. Dotson enters the game for T. Hardaway,33,28
105,1,0:25.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,35,28
106,1,0:01.0,,Turnover by Team (shot clock),35,28
107,2,11:47.0,,K. Knox makes 2-pt layup from 1 ft,35,30
108,2,11:37.0,T. Snell makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,38,30
109,2,11:12.0,,D. Dotson misses 2-pt jump shot from 22 ft,38,30
110,2,11:10.0,Defensive rebound by G. Antetokounmpo,,38,30
111,2,11:02.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,41,30
112,2,11:01.0,,New York full timeout,41,30
113,2,10:50.0,,D. Dotson makes 2-pt jump shot from 19 ft (assist by K. Knox),41,32
114,2,10:38.0,Shooting foul by N. Vonleh (drawn by G. Antetokounmpo),,41,32
115,2,10:38.0,,E. Mudiay enters the game for N. Vonleh,41,32
116,2,10:38.0,G. Antetokounmpo makes free throw 1 of 2,,42,32
117,2,10:38.0,G. Antetokounmpo makes free throw 2 of 2,,43,32
118,2,10:17.0,,D. Dotson makes 3-pt jump shot from 24 ft (assist by E. Mudiay),43,35
119,2,10:02.0,Turnover by G. Antetokounmpo (traveling),,43,35
120,2,9:43.0,,D. Dotson misses 2-pt jump shot from 22 ft,43,35
121,2,9:41.0,Defensive rebound by G. Antetokounmpo,,43,35
122,2,9:41.0,K. Middleton enters the game for T. Snell,,43,35
123,2,9:25.0,Turnover by D. DiVincenzo (lost ball; steal by K. Knox),,43,35
124,2,9:16.0,,A. Trier misses 2-pt jump shot from 12 ft,43,35
125,2,9:14.0,,Offensive rebound by M. Robinson,43,35
126,2,9:11.0,,M. Robinson makes 2-pt dunk from 1 ft,43,37
127,2,9:00.0,Personal foul by K. Knox (drawn by G. Antetokounmpo),,43,37
128,2,8:56.0,Shooting foul by M. Robinson (drawn by G. Antetokounmpo),,43,37
129,2,8:56.0,E. Bledsoe enters the game for M. Brogdon,,43,37
130,2,8:56.0,G. Antetokounmpo makes free throw 1 of 2,,44,37
131,2,8:56.0,G. Antetokounmpo makes free throw 2 of 2,,45,37
132,2,8:38.0,,E. Mudiay misses 2-pt jump shot from 11 ft,45,37
133,2,8:36.0,Defensive rebound by E. Bledsoe,,45,37
134,2,8:36.0,T. Maker enters the game for G. Antetokounmpo,,45,37
135,2,8:36.0,,T. Hardaway enters the game for A. Trier,45,37
136,2,8:25.0,K. Middleton misses 3-pt jump shot from 23 ft,,45,37
137,2,8:23.0,,Defensive rebound by M. Robinson,45,37
138,2,8:20.0,,Shooting foul by S. Brown (drawn by K. Knox),45,37
139,2,8:20.0,,K. Knox misses free throw 1 of 2,45,37
140,2,8:20.0,,Offensive rebound by Team,45,37
141,2,8:20.0,,K. Knox misses free throw 2 of 2,45,37
142,2,8:18.0,Defensive rebound by T. Maker,,45,37
143,2,8:04.0,Shooting foul by M. Robinson (drawn by T. Maker),,45,37
144,2,8:04.0,P. Connaughton enters the game for D. DiVincenzo,,45,37
145,2,8:04.0,T. Maker makes free throw 1 of 2,,46,37
146,2,8:04.0,T. Maker makes free throw 2 of 2,,47,37
147,2,7:49.0,,K. Knox misses 3-pt jump shot from 23 ft,47,37
148,2,7:47.0,,Offensive rebound by M. Robinson,47,37
149,2,7:40.0,,K. Knox misses 2-pt layup from 2 ft,47,37
150,2,7:38.0,Defensive rebound by K. Middleton,,47,37
151,2,7:34.0,K. Middleton makes 3-pt jump shot from 25 ft,,50,37
152,2,7:16.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by E. Mudiay),50,40
153,2,7:02.0,K. Middleton misses 3-pt jump shot from 25 ft,,50,40
154,2,7:00.0,,Defensive rebound by T. Hardaway,50,40
155,2,6:57.0,,K. Knox makes 2-pt dunk from 1 ft (assist by T. Hardaway),50,42
156,2,6:45.0,S. Brown makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),,52,42
157,2,6:25.0,,K. Knox misses 3-pt jump shot from 26 ft,52,42
158,2,6:24.0,Defensive rebound by S. Brown,,52,42
159,2,6:24.0,B. Lopez enters the game for S. Brown,,52,42
160,2,6:24.0,,E. Freedom enters the game for M. Robinson,52,42
161,2,6:15.0,K. Middleton misses 2-pt jump shot from 18 ft,,52,42
162,2,6:13.0,Offensive rebound by Team,,52,42
163,2,6:13.0,,Loose ball foul by K. Knox (drawn by T. Maker),52,42
164,2,6:13.0,T. Maker makes free throw 1 of 2,,53,42
165,2,6:13.0,T. Maker misses free throw 2 of 2,,53,42
166,2,6:11.0,,Defensive rebound by T. Hardaway,53,42
167,2,6:03.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by T. Hardaway),53,44
168,2,5:55.0,Turnover by K. Middleton (bad pass; steal by D. Dotson),,53,44
169,2,5:38.0,,E. Mudiay makes 2-pt jump shot from 8 ft,53,46
170,2,5:38.0,,Shooting foul by E. Bledsoe (drawn by E. Mudiay),53,46
171,2,5:38.0,,E. Mudiay makes free throw 1 of 1,53,47
172,2,5:25.0,B. Lopez misses 3-pt jump shot from 27 ft,,53,47
173,2,5:23.0,Offensive rebound by E. Bledsoe,,53,47
174,2,5:19.0,P. Connaughton misses 2-pt jump shot from 5 ft,,53,47
175,2,5:17.0,,Defensive rebound by E. Freedom,53,47
176,2,5:08.0,,Turnover by T. Hardaway (bad pass; steal by P. Connaughton),53,47
177,2,5:02.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by P. Connaughton),,55,47
178,2,4:50.0,,E. Mudiay makes 2-pt layup from 1 ft,55,49
179,2,4:40.0,E. Bledsoe makes 2-pt layup from 1 ft,,57,49
180,2,4:24.0,,E. Mudiay misses 2-pt jump shot from 17 ft,57,49
181,2,4:23.0,,Offensive rebound by Team,57,49
182,2,4:23.0,Loose ball foul by B. Lopez (drawn by E. Freedom),,57,49
183,2,4:23.0,G. Antetokounmpo enters the game for T. Maker,,57,49
184,2,4:23.0,,N. Vonleh enters the game for K. Knox,57,49
185,2,4:16.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by E. Freedom),57,52
186,2,3:57.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,57,52
187,2,3:55.0,,Defensive rebound by E. Freedom,57,52
188,2,3:45.0,,T. Hardaway makes 2-pt jump shot from 18 ft,57,54
189,2,3:44.0,Milwaukee full timeout,,57,54
190,2,3:44.0,T. Snell enters the game for K. Middleton,,57,54
191,2,3:26.0,Personal foul by D. Dotson (drawn by P. Connaughton),,57,54
192,2,3:26.0,P. Connaughton makes free throw 1 of 2,,58,54
193,2,3:26.0,P. Connaughton makes free throw 2 of 2,,59,54
194,2,3:09.0,,T. Hardaway misses 2-pt jump shot from 17 ft,59,54
195,2,3:07.0,Defensive rebound by G. Antetokounmpo,,59,54
196,2,2:45.0,T. Snell makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,62,54
197,2,2:25.0,,E. Mudiay misses 2-pt jump shot from 3 ft,62,54
198,2,2:23.0,Defensive rebound by B. Lopez,,62,54
199,2,2:18.0,T. Snell misses 3-pt jump shot from 28 ft,,62,54
200,2,2:16.0,,Defensive rebound by T. Hardaway,62,54
201,2,2:12.0,,Shooting foul by T. Snell (drawn by D. Dotson),62,54
202,2,2:12.0,D. DiVincenzo enters the game for P. Connaughton,,62,54
203,2,2:12.0,,D. Dotson makes free throw 1 of 2,62,55
204,2,2:12.0,,D. Dotson makes free throw 2 of 2,62,56
205,2,1:57.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft,,64,56
206,2,1:46.0,,T. Hardaway misses 3-pt jump shot from 26 ft,64,56
207,2,1:44.0,Defensive rebound by B. Lopez,,64,56
208,2,1:30.0,D. DiVincenzo misses 3-pt jump shot from 27 ft,,64,56
209,2,1:28.0,,Defensive rebound by E. Mudiay,64,56
210,2,1:25.0,,Shooting foul by D. DiVincenzo (drawn by E. Mudiay),64,56
211,2,1:25.0,M. Brogdon enters the game for E. Bledsoe,,64,56
212,2,1:25.0,,E. Mudiay makes free throw 1 of 2,64,57
213,2,1:25.0,,E. Mudiay makes free throw 2 of 2,64,58
214,2,1:10.0,Shooting foul by E. Freedom (drawn by G. Antetokounmpo),,64,58
215,2,1:10.0,G. Antetokounmpo makes free throw 1 of 2,,65,58
216,2,1:10.0,G. Antetokounmpo makes free throw 2 of 2,,66,58
217,2,0:48.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by T. Hardaway),66,61
218,2,0:33.0,D. DiVincenzo misses 2-pt layup at rim,,66,61
219,2,0:31.0,Offensive rebound by M. Brogdon,,66,61
220,2,0:22.0,M. Brogdon misses 3-pt jump shot from 25 ft,,66,61
221,2,0:21.0,,Defensive rebound by Team,66,61
222,2,0:21.0,T. Maker enters the game for B. Lopez,,66,61
223,2,0:21.0,,K. Knox enters the game for N. Vonleh,66,61
224,2,0:00.0,,K. Knox misses 3-pt jump shot from 23 ft,66,61
225,2,0:00.0,,Offensive rebound by Team,66,61
226,3,11:39.0,,T. Hardaway misses 2-pt jump shot from 10 ft,66,61
227,3,11:37.0,,Offensive rebound by Team,66,61
228,3,11:33.0,,Turnover by E. Freedom (bad pass; steal by E. Bledsoe),66,61
229,3,11:30.0,E. Bledsoe makes 2-pt layup at rim,,68,61
230,3,11:10.0,,N. Vonleh makes 3-pt jump shot from 27 ft (assist by M. Hezonja),68,64
231,3,10:57.0,K. Middleton misses 2-pt layup at rim,,68,64
232,3,10:54.0,,Defensive rebound by E. Freedom,68,64
233,3,10:48.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by E. Mudiay),68,66
234,3,10:35.0,Turnover by B. Lopez (traveling),,68,66
235,3,10:19.0,,Shooting foul by M. Brogdon (drawn by T. Hardaway),68,66
236,3,10:19.0,,T. Hardaway makes free throw 1 of 2,68,67
237,3,10:19.0,,T. Hardaway misses free throw 2 of 2,68,67
238,3,10:17.0,Defensive rebound by G. Antetokounmpo,,68,67
239,3,10:08.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,68,67
240,3,10:06.0,,Defensive rebound by E. Freedom,68,67
241,3,9:56.0,,Turnover by M. Hezonja (lost ball; steal by K. Middleton),68,67
242,3,9:47.0,B. Lopez makes 2-pt layup at rim (assist by K. Middleton),,70,67
243,3,9:32.0,,E. Freedom makes 2-pt layup from 1 ft (assist by E. Mudiay),70,69
244,3,9:32.0,,Shooting foul by K. Middleton (drawn by E. Freedom),70,69
245,3,9:32.0,,E. Freedom misses free throw 1 of 1,70,69
246,3,9:30.0,Defensive rebound by K. Middleton,,70,69
247,3,9:16.0,B. Lopez misses 3-pt jump shot from 28 ft,,70,69
248,3,9:14.0,,Defensive rebound by M. Hezonja,70,69
249,3,9:03.0,,Personal foul by M. Brogdon (drawn by M. Hezonja),70,69
250,3,8:48.0,,E. Freedom makes 2-pt jump shot from 15 ft,70,71
251,3,8:47.0,Milwaukee full timeout,,70,71
252,3,8:47.0,P. Connaughton enters the game for M. Brogdon,,70,71
253,3,8:47.0,T. Snell enters the game for K. Middleton,,70,71
254,3,8:34.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,73,71
255,3,8:12.0,,E. Freedom misses 2-pt hook shot from 7 ft,73,71
256,3,8:10.0,Defensive rebound by B. Lopez,,73,71
257,3,7:55.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,75,71
258,3,7:55.0,Shooting foul by N. Vonleh (drawn by G. Antetokounmpo),,75,71
259,3,7:55.0,G. Antetokounmpo makes free throw 1 of 1,,76,71
260,3,7:46.0,,Personal foul by P. Connaughton (drawn by T. Hardaway),76,71
261,3,7:39.0,,T. Hardaway misses 2-pt jump shot from 11 ft,76,71
262,3,7:34.0,Defensive rebound by B. Lopez,,76,71
263,3,7:31.0,Shooting foul by N. Vonleh (drawn by T. Snell),,76,71
264,3,7:31.0,T. Snell makes free throw 1 of 2,,77,71
265,3,7:31.0,T. Snell makes free throw 2 of 2,,78,71
266,3,7:22.0,,E. Mudiay misses 2-pt layup from 1 ft,78,71
267,3,7:20.0,Defensive rebound by B. Lopez,,78,71
268,3,7:16.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,81,71
269,3,7:05.0,,New York full timeout,81,71
270,3,6:56.0,,T. Hardaway misses 2-pt jump shot from 16 ft,81,71
271,3,6:54.0,Defensive rebound by T. Snell,,81,71
272,3,6:32.0,T. Snell misses 2-pt jump shot from 9 ft,,81,71
273,3,6:30.0,Offensive rebound by G. Antetokounmpo,,81,71
274,3,6:25.0,Offensive foul by G. Antetokounmpo (drawn by N. Vonleh),,81,71
275,3,6:25.0,Turnover by G. Antetokounmpo (offensive foul),,81,71
276,3,6:25.0,T. Maker enters the game for G. Antetokounmpo,,81,71
277,3,6:25.0,,K. Knox enters the game for M. Hezonja,81,71
278,3,6:04.0,,E. Mudiay misses 2-pt jump shot from 22 ft,81,71
279,3,6:02.0,Defensive rebound by P. Connaughton,,81,71
280,3,5:54.0,T. Maker makes 3-pt jump shot from 25 ft (assist by P. Connaughton),,84,71
281,3,5:42.0,,K. Knox misses 2-pt jump shot from 5 ft (block by B. Lopez),84,71
282,3,5:40.0,Defensive rebound by B. Lopez,,84,71
283,3,5:30.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,87,71
284,3,5:24.0,,New York full timeout,87,71
285,3,5:24.0,,A. Trier enters the game for E. Mudiay,87,71
286,3,5:14.0,,K. Knox makes 3-pt jump shot from 26 ft (assist by A. Trier),87,74
287,3,5:05.0,Personal foul by E. Freedom (drawn by T. Maker),,87,74
288,3,4:57.0,E. Bledsoe makes 2-pt jump shot from 6 ft,,89,74
289,3,4:47.0,,T. Hardaway makes 2-pt layup from 2 ft (assist by A. Trier),89,76
290,3,4:36.0,T. Maker misses 3-pt jump shot from 23 ft,,89,76
291,3,4:34.0,,Defensive rebound by A. Trier,89,76
292,3,4:30.0,,A. Trier misses 2-pt jump shot from 20 ft,89,76
293,3,4:28.0,Defensive rebound by P. Connaughton,,89,76
294,3,4:22.0,T. Snell misses 3-pt jump shot from 27 ft,,89,76
295,3,4:20.0,,Defensive rebound by A. Trier,89,76
296,3,4:11.0,,Offensive foul by N. Vonleh (drawn by P. Connaughton),89,76
297,3,4:11.0,,Turnover by N. Vonleh (offensive foul),89,76
298,3,4:11.0,G. Antetokounmpo enters the game for B. Lopez,,89,76
299,3,4:11.0,,M. Robinson enters the game for N. Vonleh,89,76
300,3,4:02.0,E. Bledsoe makes 2-pt layup from 1 ft,,91,76
301,3,3:52.0,,Shooting foul by T. Maker (drawn by A. Trier),91,76
302,3,3:52.0,,D. Dotson enters the game for E. Freedom,91,76
303,3,3:52.0,,A. Trier makes free throw 1 of 2,91,77
304,3,3:52.0,,A. Trier makes free throw 2 of 2,91,78
305,3,3:39.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),,93,78
306,3,3:23.0,,Turnover by A. Trier (bad pass; steal by T. Maker),93,78
307,3,3:21.0,Shooting foul by K. Knox (drawn by G. Antetokounmpo),,93,78
308,3,3:21.0,M. Brogdon enters the game for E. Bledsoe,,93,78
309,3,3:21.0,G. Antetokounmpo makes free throw 1 of 2,,94,78
310,3,3:21.0,G. Antetokounmpo misses free throw 2 of 2,,94,78
311,3,3:19.0,,Defensive rebound by D. Dotson,94,78
312,3,3:00.0,,A. Trier makes 2-pt jump shot from 13 ft,94,80
313,3,2:49.0,P. Connaughton misses 3-pt jump shot from 25 ft,,94,80
314,3,2:47.0,,Defensive rebound by D. Dotson,94,80
315,3,2:36.0,,K. Knox makes 3-pt jump shot from 26 ft (assist by A. Trier),94,83
316,3,2:20.0,T. Snell misses 3-pt jump shot from 26 ft,,94,83
317,3,2:19.0,,Defensive rebound by A. Trier,94,83
318,3,2:05.0,,T. Hardaway makes 3-pt jump shot from 26 ft,94,86
319,3,2:05.0,D. DiVincenzo enters the game for P. Connaughton,,94,86
320,3,2:05.0,K. Middleton enters the game for T. Maker,,94,86
321,3,1:39.0,K. Middleton misses 2-pt jump shot from 21 ft,,94,86
322,3,1:34.0,,Defensive rebound by A. Trier,94,86
323,3,1:27.0,,Turnover by M. Robinson (lost ball; steal by G. Antetokounmpo),94,86
324,3,1:22.0,M. Brogdon makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,97,86
325,3,0:58.0,,M. Robinson makes 2-pt layup from 2 ft (assist by A. Trier),97,88
326,3,0:49.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,97,88
327,3,0:46.0,,Defensive rebound by K. Knox,97,88
328,3,0:43.0,,Turnover by K. Knox (lost ball; steal by M. Brogdon),97,88
329,3,0:38.0,T. Snell misses 3-pt jump shot from 26 ft,,97,88
330,3,0:36.0,,Defensive rebound by A. Trier,97,88
331,3,0:30.0,,A. Trier misses 3-pt jump shot from 27 ft,97,88
332,3,0:27.0,,Offensive rebound by D. Dotson,97,88
333,3,0:24.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by K. Knox),97,91
334,3,0:05.0,T. Snell misses 3-pt jump shot from 23 ft,,97,91
335,3,0:03.0,,Defensive rebound by A. Trier,97,91
336,3,0:00.0,,A. Trier makes 2-pt layup from 1 ft,97,93
337,3,0:00.0,Violation by Team (def goaltending),,97,93
338,4,11:50.0,Offensive foul by D. DiVincenzo (drawn by M. Robinson),,97,93
339,4,11:50.0,Turnover by D. DiVincenzo (offensive foul),,97,93
340,4,11:31.0,,A. Trier misses 2-pt jump shot from 12 ft,97,93
341,4,11:29.0,Defensive rebound by G. Antetokounmpo,,97,93
342,4,11:23.0,P. Connaughton misses 3-pt jump shot from 26 ft,,97,93
343,4,11:21.0,,Defensive rebound by K. Knox,97,93
344,4,11:11.0,,K. Knox misses 3-pt jump shot from 26 ft,97,93
345,4,11:10.0,,Offensive rebound by M. Robinson,97,93
346,4,11:10.0,,M. Robinson makes 2-pt layup from 1 ft,97,95
347,4,11:10.0,,Shooting foul by G. Antetokounmpo (drawn by M. Robinson),97,95
348,4,11:10.0,,M. Robinson misses free throw 1 of 1,97,95
349,4,11:08.0,Defensive rebound by G. Antetokounmpo,,97,95
350,4,10:47.0,Turnover by G. Antetokounmpo (3 sec),,97,95
351,4,10:39.0,,Turnover by A. Trier (traveling),97,95
352,4,10:29.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,99,95
353,4,10:29.0,Shooting foul by M. Robinson (drawn by G. Antetokounmpo),,99,95
354,4,10:29.0,,E. Mudiay enters the game for T. Hardaway,99,95
355,4,10:29.0,G. Antetokounmpo makes free throw 1 of 1,,100,95
356,4,10:22.0,,K. Knox makes 2-pt layup from 1 ft,100,97
357,4,10:12.0,S. Brown makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,103,97
358,4,10:12.0,Shooting foul by M. Robinson (drawn by S. Brown),,103,97
359,4,10:12.0,S. Brown makes free throw 1 of 1,,104,97
360,4,9:49.0,,K. Knox makes 2-pt jump shot from 22 ft (assist by A. Trier),104,99
361,4,9:36.0,M. Brogdon makes 3-pt jump shot from 26 ft,,107,99
362,4,9:14.0,,A. Trier misses 2-pt jump shot from 18 ft,107,99
363,4,9:12.0,Defensive rebound by M. Brogdon,,107,99
364,4,9:08.0,Turnover by M. Brogdon (bad pass),,107,99
365,4,9:08.0,B. Lopez enters the game for D. DiVincenzo,,107,99
366,4,8:52.0,,K. Knox misses 3-pt jump shot from 25 ft,107,99
367,4,8:50.0,Defensive rebound by B. Lopez,,107,99
368,4,8:41.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,109,99
369,4,8:32.0,,New York full timeout,109,99
370,4,8:32.0,,T. Hardaway enters the game for M. Robinson,109,99
371,4,8:32.0,,N. Vonleh enters the game for A. Trier,109,99
372,4,8:20.0,,E. Mudiay misses 2-pt jump shot from 18 ft,109,99
373,4,8:18.0,Defensive rebound by M. Brogdon,,109,99
