,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
66,1,4:28.0,Golden State full timeout,,17,19
67,1,4:28.0,J. Jerebko enters the game for D. Green,,17,19
68,1,4:28.0,,J. Layman enters the game for M. Harkless,17,19
69,1,4:20.0,K. Durant makes 2-pt layup from 2 ft (assist by K. Looney),,19,19
70,1,4:11.0,,D. Lillard misses 2-pt jump shot from 15 ft,19,19
71,1,4:09.0,Defensive rebound by K. Looney,,19,19
72,1,4:02.0,Personal foul by A. Aminu (drawn by K. Looney),,19,19
73,1,4:02.0,A. McKinnie enters the game for K. Thompson,,19,19
74,1,3:55.0,S. Curry makes 2-pt jump shot from 17 ft (assist by J. Jerebko),,21,19
75,1,3:36.0,,J. Nurkić makes 2-pt jump shot from 21 ft (assist by C. McCollum),21,21
76,1,3:23.0,J. Jerebko misses 2-pt layup from 2 ft,,21,21
77,1,3:20.0,Offensive rebound by K. Durant,,21,21
78,1,3:18.0,K. Durant makes 2-pt jump shot from 17 ft,,23,21
79,1,3:12.0,,Shooting foul by A. McKinnie (drawn by C. McCollum),23,21
80,1,3:12.0,,C. McCollum makes free throw 1 of 2,23,22
81,1,3:12.0,J. Bell enters the game for K. Looney,,23,22
82,1,3:12.0,,Z. Collins enters the game for A. Aminu,23,22
83,1,3:12.0,,R. Hood enters the game for J. Nurkić,23,22
84,1,3:12.0,,C. McCollum makes free throw 2 of 2,23,23
85,1,2:53.0,S. Curry misses 2-pt layup from 3 ft,,23,23
86,1,2:53.0,Offensive rebound by Team,,23,23
87,1,2:53.0,,Loose ball foul by J. Layman (drawn by J. Jerebko),23,23
88,1,2:53.0,,E. Turner enters the game for C. McCollum,23,23
89,1,2:46.0,K. Durant makes 2-pt jump shot from 14 ft,,25,23
90,1,2:35.0,,D. Lillard misses 3-pt jump shot from 27 ft,25,23
91,1,2:34.0,Defensive rebound by J. Jerebko,,25,23
92,1,2:27.0,K. Durant makes 2-pt jump shot from 15 ft,,27,23
93,1,2:01.0,,R. Hood misses 3-pt jump shot from 26 ft,27,23
94,1,1:56.0,Defensive rebound by S. Curry,,27,23
95,1,1:53.0,Turnover by S. Curry (out of bounds lost ball),,27,23
96,1,1:53.0,Q. Cook enters the game for S. Curry,,27,23
97,1,1:39.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by E. Turner),27,26
98,1,1:26.0,J. Bell makes 2-pt jump shot from 7 ft (assist by K. Durant),,29,26
99,1,1:18.0,,Turnover by E. Turner (bad pass),29,26
100,1,1:00.0,K. Durant misses 2-pt jump shot from 7 ft,,29,26
101,1,0:58.0,,Defensive rebound by E. Turner,29,26
102,1,0:53.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by E. Turner),29,29
103,1,0:36.0,A. McKinnie misses 2-pt jump shot from 10 ft,,29,29
104,1,0:34.0,Offensive rebound by K. Durant,,29,29
105,1,0:34.0,Shooting foul by E. Turner (drawn by K. Durant),,29,29
106,1,0:34.0,K. Durant misses free throw 1 of 2,,29,29
107,1,0:34.0,Offensive rebound by Team,,29,29
108,1,0:34.0,K. Durant makes free throw 2 of 2,,30,29
109,1,0:20.0,,D. Lillard makes 2-pt layup from 1 ft,30,31
110,1,0:03.0,K. Durant makes 3-pt jump shot from 26 ft,,33,31
111,2,11:42.0,,Z. Collins misses 3-pt jump shot from 26 ft,33,31
112,2,11:38.0,Defensive rebound by A. McKinnie,,33,31
113,2,11:26.0,D. Green makes 2-pt jump shot from 23 ft (assist by K. Thompson),,35,31
114,2,11:10.0,,Personal foul by Q. Cook (drawn by J. Layman),35,31
115,2,10:59.0,,E. Turner makes 2-pt jump shot from 17 ft,35,33
116,2,10:45.0,D. Green makes 2-pt jump shot from 18 ft (assist by K. Thompson),,37,33
117,2,10:29.0,,R. Hood makes 2-pt jump shot from 18 ft (assist by E. Turner),37,35
118,2,10:29.0,,Shooting foul by J. Jerebko (drawn by R. Hood),37,35
119,2,10:29.0,,R. Hood makes free throw 1 of 1,37,36
120,2,10:16.0,K. Thompson misses 2-pt layup from 2 ft,,37,36
121,2,10:14.0,,Defensive rebound by E. Turner,37,36
122,2,9:57.0,,E. Turner makes 2-pt jump shot from 9 ft (assist by S. Curry),37,38
123,2,9:49.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),,40,38
124,2,9:26.0,,J. Layman misses 3-pt jump shot from 25 ft,40,38
125,2,9:26.0,Defensive rebound by Team,,40,38
126,2,9:12.0,D. Green makes 2-pt jump shot from 16 ft (assist by K. Thompson),,42,38
127,2,8:52.0,,E. Turner makes 2-pt layup from 2 ft,42,40
128,2,8:46.0,Turnover by D. Green (bad pass; steal by R. Hood),,42,40
129,2,8:45.0,,Personal foul by A. McKinnie (drawn by R. Hood),42,40
130,2,8:45.0,J. Bell enters the game for J. Jerebko,,42,40
131,2,8:45.0,D. Lee enters the game for A. McKinnie,,42,40
132,2,8:38.0,,S. Curry makes 2-pt jump shot from 5 ft,42,42
133,2,8:25.0,Def 3 sec tech foul by Team,,42,42
134,2,8:25.0,K. Thompson makes technical free throw,,43,42
135,2,8:20.0,D. Lee misses 3-pt jump shot from 26 ft,,43,42
136,2,8:18.0,Offensive rebound by J. Bell,,43,42
137,2,8:13.0,Q. Cook makes 3-pt jump shot from 23 ft (assist by K. Thompson),,46,42
138,2,8:03.0,Violation by Team (kicked ball),,46,42
139,2,7:57.0,,Shooting foul by J. Bell (drawn by S. Curry),46,42
140,2,7:57.0,,S. Curry makes free throw 1 of 2,46,43
141,2,7:57.0,,S. Curry misses free throw 2 of 2,46,43
142,2,7:55.0,Defensive rebound by D. Green,,46,43
143,2,7:42.0,Q. Cook misses 2-pt jump shot from 19 ft,,46,43
144,2,7:40.0,,Defensive rebound by E. Turner,46,43
145,2,7:31.0,,E. Turner makes 2-pt layup from 1 ft,46,45
146,2,7:27.0,Shooting foul by R. Hood (drawn by D. Lee),,46,45
147,2,7:27.0,,C. McCollum enters the game for Z. Collins,46,45
148,2,7:27.0,,J. Nurkić enters the game for J. Layman,46,45
149,2,7:27.0,D. Lee misses free throw 1 of 2,,46,45
150,2,7:27.0,Offensive rebound by Team,,46,45
151,2,7:27.0,D. Lee makes free throw 2 of 2,,47,45
152,2,7:20.0,,E. Turner misses 2-pt jump shot from 10 ft,47,45
153,2,7:18.0,Defensive rebound by D. Lee,,47,45
154,2,7:12.0,K. Thompson misses 3-pt jump shot from 26 ft,,47,45
155,2,7:09.0,,Defensive rebound by J. Nurkić,47,45
156,2,6:54.0,,Shooting foul by D. Green (drawn by S. Curry),47,45
157,2,6:54.0,,Portland full timeout,47,45
158,2,6:54.0,S. Curry enters the game for Q. Cook,,47,45
159,2,6:54.0,K. Looney enters the game for D. Green,,47,45
160,2,6:54.0,,S. Curry makes free throw 1 of 3,47,46
161,2,6:54.0,,S. Curry makes free throw 2 of 3,47,47
162,2,6:54.0,,S. Curry makes free throw 3 of 3,47,48
163,2,6:41.0,K. Looney misses 2-pt jump shot from 17 ft,,47,48
164,2,6:38.0,,Defensive rebound by S. Curry,47,48
165,2,6:22.0,,J. Nurkić misses 2-pt hook shot from 6 ft,47,48
166,2,6:20.0,Defensive rebound by J. Bell,,47,48
167,2,6:11.0,K. Thompson misses 2-pt jump shot from 13 ft,,47,48
168,2,6:08.0,Offensive rebound by J. Bell,,47,48
169,2,6:06.0,D. Lee makes 3-pt jump shot from 22 ft (assist by J. Bell),,50,48
170,2,5:39.0,,J. Nurkić makes 2-pt hook shot from 7 ft,50,50
171,2,5:22.0,D. Lee makes 2-pt jump shot from 7 ft (assist by K. Thompson),,52,50
172,2,5:07.0,,C. McCollum makes 2-pt jump shot from 15 ft,52,52
173,2,4:55.0,D. Lee misses 3-pt jump shot from 24 ft,,52,52
174,2,4:52.0,,Defensive rebound by S. Curry,52,52
175,2,4:52.0,,Personal take foul by K. Thompson (drawn by S. Curry),52,52
176,2,4:52.0,,S. Curry makes free throw 1 of 2,52,53
177,2,4:52.0,K. Durant enters the game for K. Thompson,,52,53
178,2,4:52.0,,A. Aminu enters the game for R. Hood,52,53
179,2,4:52.0,,M. Harkless enters the game for E. Turner,52,53
180,2,4:52.0,,S. Curry misses free throw 2 of 2,52,53
181,2,4:50.0,Defensive rebound by D. Lee,,52,53
182,2,4:37.0,S. Curry misses 3-pt jump shot from 27 ft,,52,53
183,2,4:33.0,,Defensive rebound by M. Harkless,52,53
184,2,4:25.0,,C. McCollum misses 3-pt jump shot from 25 ft,52,53
185,2,4:22.0,Defensive rebound by S. Curry,,52,53
186,2,4:17.0,K. Durant misses 3-pt jump shot from 26 ft,,52,53
187,2,4:15.0,,Defensive rebound by A. Aminu,52,53
188,2,4:11.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by A. Aminu),52,55
189,2,4:11.0,Golden State full timeout,,52,55
190,2,4:11.0,D. Green enters the game for J. Bell,,52,55
191,2,4:11.0,,D. Lillard enters the game for S. Curry,52,55
192,2,3:55.0,S. Curry misses 2-pt layup from 1 ft,,52,55
193,2,3:53.0,,Defensive rebound by M. Harkless,52,55
194,2,3:38.0,,Shooting foul by D. Green (drawn by J. Nurkić),52,55
195,2,3:38.0,,J. Nurkić makes free throw 1 of 2,52,56
196,2,3:38.0,,J. Nurkić misses free throw 2 of 2,52,56
197,2,3:37.0,Defensive rebound by D. Green,,52,56
198,2,3:25.0,Shooting foul by M. Harkless (drawn by K. Durant),,52,56
199,2,3:25.0,K. Durant makes free throw 1 of 2,,53,56
200,2,3:25.0,K. Durant makes free throw 2 of 2,,54,56
201,2,3:11.0,,C. McCollum makes 3-pt jump shot from 29 ft (assist by D. Lillard),54,59
202,2,2:49.0,D. Green misses 3-pt jump shot from 25 ft,,54,59
203,2,2:45.0,Offensive rebound by S. Curry,,54,59
204,2,2:42.0,D. Lee misses 3-pt jump shot from 23 ft,,54,59
205,2,2:40.0,,Defensive rebound by M. Harkless,54,59
206,2,2:35.0,,Shooting foul by K. Looney (drawn by M. Harkless),54,59
207,2,2:35.0,,M. Harkless misses free throw 1 of 2,54,59
208,2,2:35.0,,Offensive rebound by Team,54,59
209,2,2:35.0,K. Thompson enters the game for D. Lee,,54,59
210,2,2:35.0,,M. Harkless makes free throw 2 of 2,54,60
211,2,2:29.0,Personal foul by J. Nurkić (drawn by S. Curry),,54,60
212,2,2:24.0,S. Curry makes 3-pt jump shot from 24 ft,,57,60
213,2,2:03.0,,A. Aminu misses 3-pt jump shot from 26 ft,57,60
214,2,2:00.0,,Offensive rebound by Team,57,60
215,2,1:54.0,,Shooting foul by K. Durant (drawn by A. Aminu),57,60
216,2,1:54.0,,A. Aminu makes free throw 1 of 2,57,61
217,2,1:54.0,,A. Aminu makes free throw 2 of 2,57,62
218,2,1:42.0,K. Thompson misses 3-pt jump shot from 23 ft,,57,62
219,2,1:38.0,,Defensive rebound by A. Aminu,57,62
220,2,1:32.0,,A. Aminu misses 2-pt layup from 1 ft,57,62
221,2,1:30.0,Defensive rebound by K. Looney,,57,62
222,2,1:27.0,K. Durant makes 2-pt dunk from 1 ft (assist by K. Thompson),,59,62
223,2,1:11.0,,C. McCollum misses 3-pt jump shot from 23 ft,59,62
224,2,1:08.0,,Offensive rebound by D. Lillard,59,62
225,2,1:02.0,,M. Harkless misses 3-pt jump shot from 25 ft,59,62
226,2,1:01.0,,Offensive rebound by C. McCollum,59,62
227,2,0:59.0,,C. McCollum misses 2-pt layup from 3 ft,59,62
228,2,0:58.0,Defensive rebound by S. Curry,,59,62
229,2,0:50.0,Personal foul by A. Aminu (drawn by S. Curry),,59,62
230,2,0:46.0,S. Curry misses 3-pt jump shot from 29 ft,,59,62
231,2,0:43.0,,Defensive rebound by A. Aminu,59,62
232,2,0:34.0,,Shooting foul by S. Curry (drawn by D. Lillard),59,62
233,2,0:34.0,,D. Lillard makes free throw 1 of 2,59,63
234,2,0:34.0,,D. Lillard makes free throw 2 of 2,59,64
235,2,0:30.0,Personal foul by A. Aminu (drawn by S. Curry),,59,64
236,2,0:30.0,S. Curry makes free throw 1 of 2,,60,64
237,2,0:30.0,,J. Layman enters the game for A. Aminu,60,64
238,2,0:30.0,S. Curry makes free throw 2 of 2,,61,64
239,2,0:05.0,,C. McCollum misses 3-pt jump shot from 25 ft,61,64
240,2,0:03.0,Defensive rebound by K. Looney,,61,64
241,2,0:00.0,K. Thompson misses 3-pt jump shot from 44 ft,,61,64
242,2,0:00.0,Offensive rebound by Team,,61,64
243,3,11:35.0,,C. McCollum makes 2-pt jump shot from 22 ft (assist by D. Lillard),61,66
244,3,11:17.0,K. Durant makes 3-pt jump shot from 25 ft (assist by K. Looney),,64,66
245,3,11:05.0,,J. Nurkić misses 2-pt layup from 2 ft,64,66
246,3,11:01.0,,Offensive rebound by M. Harkless,64,66
247,3,11:01.0,,M. Harkless makes 2-pt dunk at rim,64,68
248,3,10:46.0,S. Curry makes 2-pt jump shot from 11 ft,,66,68
249,3,10:32.0,,D. Lillard makes 2-pt jump shot from 14 ft,66,70
250,3,10:15.0,Shooting foul by M. Harkless (drawn by S. Curry),,66,70
251,3,10:15.0,S. Curry makes free throw 1 of 3,,67,70
252,3,10:15.0,S. Curry makes free throw 2 of 3,,68,70
253,3,10:15.0,S. Curry makes free throw 3 of 3,,69,70
254,3,10:05.0,,M. Harkless makes 2-pt hook shot from 2 ft (assist by J. Nurkić),69,72
255,3,9:51.0,S. Curry makes 2-pt jump shot from 20 ft (assist by K. Thompson),,71,72
256,3,9:37.0,,M. Harkless misses 2-pt layup from 1 ft,71,72
257,3,9:37.0,Defensive rebound by S. Curry,,71,72
258,3,9:31.0,Shooting foul by C. McCollum (drawn by K. Durant),,71,72
259,3,9:31.0,K. Durant makes free throw 1 of 2,,72,72
260,3,9:31.0,K. Durant makes free throw 2 of 2,,73,72
261,3,9:13.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),73,75
262,3,9:01.0,S. Curry misses 2-pt hook shot from 3 ft,,73,75
263,3,9:00.0,Offensive rebound by K. Looney,,73,75
264,3,8:59.0,K. Looney makes 2-pt layup from 1 ft,,75,75
265,3,8:48.0,,Shooting foul by K. Looney (drawn by J. Nurkić),75,75
266,3,8:48.0,,J. Nurkić misses free throw 1 of 2,75,75
267,3,8:48.0,,Offensive rebound by Team,75,75
268,3,8:48.0,,J. Nurkić misses free throw 2 of 2,75,75
269,3,8:46.0,Defensive rebound by D. Green,,75,75
270,3,8:30.0,D. Green misses 3-pt jump shot from 26 ft,,75,75
271,3,8:28.0,,Defensive rebound by A. Aminu,75,75
272,3,8:21.0,,D. Lillard misses 2-pt jump shot from 11 ft,75,75
273,3,8:18.0,Defensive rebound by S. Curry,,75,75
274,3,8:13.0,K. Thompson misses 3-pt jump shot from 23 ft (block by M. Harkless),,75,75
275,3,8:13.0,Offensive rebound by Team,,75,75
276,3,8:07.0,K. Looney misses 2-pt layup from 1 ft,,75,75
277,3,8:06.0,,Defensive rebound by J. Nurkić,75,75
278,3,8:06.0,,Turnover by J. Nurkić (traveling),75,75
279,3,7:56.0,K. Thompson misses 2-pt jump shot from 19 ft,,75,75
280,3,7:54.0,Offensive rebound by K. Thompson,,75,75
281,3,7:52.0,K. Thompson misses 2-pt layup from 2 ft,,75,75
282,3,7:50.0,,Defensive rebound by M. Harkless,75,75
283,3,7:41.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),75,78
284,3,7:41.0,Golden State full timeout,,75,78
285,3,7:31.0,Offensive foul by K. Looney (drawn by A. Aminu),,75,78
286,3,7:31.0,Turnover by K. Looney (offensive foul),,75,78
287,3,7:24.0,,Personal foul by K. Durant (drawn by J. Nurkić),75,78
288,3,7:24.0,J. Jerebko enters the game for K. Looney,,75,78
289,3,7:15.0,,D. Lillard makes 3-pt jump shot from 25 ft,75,81
290,3,7:04.0,K. Durant makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,78,81
291,3,6:52.0,,Turnover by J. Nurkić (offensive foul),78,81
292,3,6:52.0,,Offensive foul by J. Nurkić (drawn by D. Green),78,81
293,3,6:40.0,D. Green misses 3-pt jump shot from 25 ft,,78,81
294,3,6:37.0,,Defensive rebound by J. Nurkić,78,81
295,3,6:30.0,,A. Aminu misses 2-pt layup from 2 ft,78,81
296,3,6:27.0,,Offensive rebound by C. McCollum,78,81
297,3,6:22.0,,C. McCollum misses 3-pt jump shot from 22 ft,78,81
298,3,6:20.0,Defensive rebound by J. Jerebko,,78,81
299,3,6:04.0,J. Jerebko makes 2-pt jump shot from 7 ft (assist by S. Curry),,80,81
300,3,5:40.0,,M. Harkless misses 2-pt dunk from 2 ft (block by D. Green),80,81
301,3,5:39.0,Defensive rebound by Team,,80,81
302,3,5:31.0,Shooting foul by J. Nurkić (drawn by S. Curry),,80,81
303,3,5:31.0,S. Curry makes free throw 1 of 2,,81,81
304,3,5:31.0,S. Curry makes free throw 2 of 2,,82,81
305,3,5:16.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),82,84
306,3,5:01.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,85,84
307,3,4:41.0,,Turnover by C. McCollum (lost ball; steal by J. Jerebko),85,84
308,3,4:37.0,K. Durant makes 2-pt dunk from 1 ft (assist by K. Thompson),,87,84
309,3,4:37.0,,Portland full timeout,87,84
310,3,4:37.0,A. McKinnie enters the game for K. Thompson,,87,84
311,3,4:37.0,,J. Layman enters the game for M. Harkless,87,84
312,3,4:26.0,,Def 3 sec tech foul by Team,87,84
313,3,4:26.0,,D. Lillard misses technical free throw,87,84
314,3,4:26.0,,Offensive rebound by Team,87,84
315,3,4:17.0,,J. Nurkić makes 2-pt layup from 2 ft,87,86
316,3,3:59.0,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Jerebko),,90,86
317,3,3:43.0,,J. Layman makes 2-pt jump shot from 3 ft (assist by D. Lillard),90,88
318,3,3:28.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,93,88
319,3,3:17.0,,D. Lillard makes 3-pt jump shot from 29 ft,93,91
320,3,3:03.0,S. Curry misses 2-pt jump shot from 22 ft,,93,91
321,3,2:59.0,,Defensive rebound by J. Nurkić,93,91
322,3,2:54.0,,Personal foul by J. Jerebko (drawn by D. Lillard),93,91
323,3,2:54.0,J. Bell enters the game for D. Green,,93,91
324,3,2:54.0,,Z. Collins enters the game for C. McCollum,93,91
325,3,2:54.0,,R. Hood enters the game for J. Nurkić,93,91
326,3,2:47.0,,Personal foul by J. Jerebko (drawn by D. Lillard),93,91
327,3,2:47.0,,E. Turner enters the game for A. Aminu,93,91
328,3,2:36.0,,D. Lillard misses 2-pt layup from 2 ft (block by K. Durant),93,91
329,3,2:34.0,Defensive rebound by J. Bell,,93,91
330,3,2:24.0,S. Curry misses 3-pt jump shot from 23 ft,,93,91
331,3,2:20.0,,Defensive rebound by R. Hood,93,91
332,3,2:08.0,,R. Hood misses 3-pt jump shot from 26 ft,93,91
333,3,2:07.0,Defensive rebound by J. Jerebko,,93,91
334,3,1:56.0,Turnover by K. Durant (bad pass; steal by J. Layman),,93,91
335,3,1:44.0,,E. Turner misses 2-pt layup from 3 ft,93,91
336,3,1:42.0,,Offensive rebound by E. Turner,93,91
337,3,1:41.0,,J. Layman makes 3-pt jump shot from 23 ft (assist by E. Turner),93,94
338,3,1:30.0,Personal foul by D. Lillard (drawn by S. Curry),,93,94
339,3,1:30.0,Q. Cook enters the game for S. Curry,,93,94
340,3,1:18.0,J. Bell misses 2-pt dunk from 2 ft,,93,94
341,3,1:16.0,,Defensive rebound by E. Turner,93,94
342,3,1:11.0,,E. Turner misses 2-pt jump shot from 17 ft,93,94
343,3,1:08.0,Defensive rebound by K. Durant,,93,94
344,3,1:00.0,K. Durant misses 2-pt hook shot from 3 ft,,93,94
345,3,0:58.0,Offensive rebound by A. McKinnie,,93,94
346,3,0:56.0,Q. Cook misses 3-pt jump shot from 26 ft,,93,94
347,3,0:54.0,,Defensive rebound by Team,93,94
348,3,0:34.0,,D. Lillard misses 2-pt dunk from 3 ft (block by K. Durant),93,94
349,3,0:32.0,Defensive rebound by Q. Cook,,93,94
350,3,0:23.0,K. Durant makes 2-pt layup from 1 ft,,95,94
351,3,0:00.0,,E. Turner misses 3-pt jump shot from 22 ft,95,94
352,3,0:00.0,,Offensive rebound by Team,95,94
353,4,11:38.0,K. Thompson misses 2-pt jump shot from 18 ft,,95,94
354,4,11:32.0,Offensive rebound by D. Green,,95,94
355,4,11:21.0,Turnover by Team (shot clock),,95,94
356,4,11:06.0,,R. Hood makes 2-pt jump shot from 9 ft,95,96
357,4,10:47.0,Turnover by D. Green (bad pass),,95,96
358,4,10:33.0,,Z. Collins misses 2-pt layup from 2 ft (block by D. Green),95,96
359,4,10:30.0,Defensive rebound by D. Green,,95,96
360,4,10:28.0,A. McKinnie makes 2-pt layup from 3 ft (assist by D. Green),,97,96
361,4,10:08.0,,Shooting foul by A. McKinnie (drawn by E. Turner),97,96
362,4,10:08.0,,E. Turner makes free throw 1 of 2,97,97
363,4,10:08.0,,E. Turner makes free throw 2 of 2,97,98
364,4,9:55.0,K. Thompson misses 2-pt jump shot from 19 ft,,97,98
365,4,9:51.0,Offensive rebound by J. Jerebko,,97,98
366,4,9:51.0,J. Jerebko makes 2-pt layup from 1 ft,,99,98
367,4,9:33.0,,J. Layman makes 2-pt jump shot from 4 ft (assist by E. Turner),99,100
368,4,9:16.0,K. Thompson misses 2-pt layup from 3 ft (block by Z. Collins),,99,100
369,4,9:14.0,,Defensive rebound by E. Turner,99,100
370,4,9:05.0,,J. Layman makes 2-pt hook shot from 5 ft (assist by R. Hood),99,102
371,4,8:50.0,Golden State full timeout,,99,102
372,4,8:50.0,D. Lee enters the game for A. McKinnie,,99,102
373,4,8:42.0,Shooting foul by Z. Collins (drawn by K. Thompson),,99,102
374,4,8:42.0,K. Thompson makes free throw 1 of 2,,100,102
375,4,8:42.0,K. Thompson makes free throw 2 of 2,,101,102
376,4,8:20.0,,J. Layman makes 2-pt jump shot from 14 ft,101,104
377,4,7:55.0,Q. Cook misses 3-pt jump shot from 25 ft,,101,104
378,4,7:52.0,,Defensive rebound by E. Turner,101,104
379,4,7:47.0,,S. Curry misses 3-pt jump shot from 26 ft,101,104
380,4,7:45.0,,Offensive rebound by Z. Collins,101,104
381,4,7:41.0,,Z. Collins misses 2-pt hook shot from 3 ft (block by J. Jerebko),101,104
382,4,7:38.0,Defensive rebound by K. Thompson,,101,104
383,4,7:35.0,D. Lee misses 2-pt layup from 1 ft (block by Z. Collins),,101,104
384,4,7:35.0,Offensive rebound by Team,,101,104
385,4,7:35.0,S. Curry enters the game for Q. Cook,,101,104
386,4,7:32.0,Offensive foul by K. Thompson (drawn by Z. Collins),,101,104
387,4,7:32.0,Turnover by K. Thompson (offensive foul),,101,104
