,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
180,2,7:49.0,,S. Adams makes 2-pt hook shot from 6 ft (assist by R. Westbrook),28,42
181,2,7:31.0,D. Finney-Smith misses 2-pt layup from 3 ft,,28,42
182,2,7:28.0,Offensive rebound by D. Finney-Smith,,28,42
183,2,7:28.0,D. Finney-Smith makes 2-pt layup from 1 ft,,30,42
184,2,7:12.0,,T. Ferguson misses 3-pt jump shot from 25 ft,30,42
185,2,7:09.0,Defensive rebound by S. Mejri,,30,42
186,2,7:02.0,J. Barea misses 2-pt layup from 1 ft,,30,42
187,2,7:00.0,,Defensive rebound by S. Adams,30,42
188,2,6:53.0,,R. Westbrook makes 2-pt jump shot from 14 ft,30,44
189,2,6:38.0,J. Brunson misses 2-pt jump shot from 17 ft,,30,44
190,2,6:35.0,,Defensive rebound by P. Patterson,30,44
191,2,6:31.0,,Turnover by R. Westbrook (bad pass; steal by S. Mejri),30,44
192,2,6:30.0,Personal take foul by P. Patterson (drawn by M. Kleber),,30,44
193,2,6:30.0,H. Barnes enters the game for J. Barea,,30,44
194,2,6:30.0,L. Dončić enters the game for J. Brunson,,30,44
195,2,6:30.0,D. Jordan enters the game for D. Finney-Smith,,30,44
196,2,6:30.0,W. Matthews enters the game for M. Kleber,,30,44
197,2,6:30.0,D. Smith enters the game for S. Mejri,,30,44
198,2,6:13.0,H. Barnes misses 2-pt jump shot from 8 ft,,30,44
199,2,6:10.0,,Defensive rebound by S. Adams,30,44
200,2,6:07.0,,Shooting foul by D. Smith (drawn by R. Westbrook),30,44
201,2,6:07.0,,R. Westbrook makes free throw 1 of 2,30,45
202,2,6:07.0,,P. George enters the game for H. Diallo,30,45
203,2,6:07.0,,J. Grant enters the game for P. Patterson,30,45
204,2,6:07.0,,R. Westbrook makes free throw 2 of 2,30,46
205,2,5:56.0,Turnover by W. Matthews (lost ball; steal by T. Ferguson),,30,46
206,2,5:54.0,,J. Grant makes 2-pt dunk from 1 ft (assist by T. Ferguson),30,48
207,2,5:41.0,Turnover by L. Dončić (bad pass; steal by J. Grant),,30,48
208,2,5:28.0,,R. Westbrook makes 2-pt jump shot from 15 ft,30,50
209,2,5:26.0,Dallas full timeout,,30,50
210,2,5:19.0,Turnover by H. Barnes (offensive foul),,30,50
211,2,5:19.0,Offensive foul by H. Barnes (drawn by J. Grant),,30,50
212,2,5:10.0,,R. Westbrook misses 2-pt layup from 1 ft,30,50
213,2,5:09.0,Defensive rebound by D. Jordan,,30,50
214,2,5:04.0,H. Barnes misses 3-pt jump shot from 23 ft,,30,50
215,2,5:00.0,,Defensive rebound by J. Grant,30,50
216,2,4:55.0,,R. Westbrook misses 2-pt layup from 2 ft,30,50
217,2,4:55.0,,Offensive rebound by Team,30,50
218,2,4:53.0,,P. George misses 2-pt jump shot from 12 ft,30,50
219,2,4:50.0,Defensive rebound by L. Dončić,,30,50
220,2,4:48.0,Shooting foul by T. Ferguson (drawn by L. Dončić),,30,50
221,2,4:48.0,L. Dončić makes free throw 1 of 2,,31,50
222,2,4:48.0,L. Dončić makes free throw 2 of 2,,32,50
223,2,4:36.0,,S. Adams misses 2-pt jump shot from 6 ft,32,50
224,2,4:34.0,,Offensive rebound by S. Adams,32,50
225,2,4:32.0,,S. Adams misses 2-pt layup at rim,32,50
226,2,4:31.0,Defensive rebound by H. Barnes,,32,50
227,2,4:04.0,Turnover by Team (shot clock),,32,50
228,2,4:04.0,,D. Schröder enters the game for T. Ferguson,32,50
229,2,3:59.0,,Shooting foul by D. Smith (drawn by R. Westbrook),32,50
230,2,3:59.0,,R. Westbrook makes free throw 1 of 2,32,51
231,2,3:59.0,,R. Westbrook makes free throw 2 of 2,32,52
232,2,3:51.0,Offensive foul by D. Jordan (drawn by P. George),,32,52
233,2,3:51.0,Turnover by D. Jordan (offensive foul),,32,52
234,2,3:33.0,,J. Grant misses 2-pt hook shot from 5 ft,32,52
235,2,3:31.0,Defensive rebound by D. Jordan,,32,52
236,2,3:25.0,Turnover by H. Barnes (offensive foul),,32,52
237,2,3:25.0,Offensive foul by H. Barnes (drawn by D. Schröder),,32,52
238,2,3:14.0,,J. Grant misses 3-pt jump shot from 23 ft,32,52
239,2,3:11.0,,Offensive rebound by S. Adams,32,52
240,2,3:02.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),32,54
241,2,2:44.0,W. Matthews makes 2-pt jump shot from 16 ft,,34,54
242,2,2:30.0,,P. George misses 2-pt jump shot from 18 ft,34,54
243,2,2:29.0,Defensive rebound by Team,,34,54
244,2,2:29.0,,Loose ball foul by P. George (drawn by H. Barnes),34,54
245,2,2:29.0,H. Barnes makes free throw 1 of 2,,35,54
246,2,2:29.0,H. Barnes makes free throw 2 of 2,,36,54
247,2,2:19.0,,R. Westbrook makes 2-pt jump shot from 14 ft (assist by S. Adams),36,56
248,2,2:03.0,D. Jordan misses 2-pt dunk from 2 ft (block by J. Grant),,36,56
249,2,2:03.0,,Defensive rebound by Team,36,56
250,2,1:58.0,,R. Westbrook makes 2-pt jump shot from 13 ft,36,58
251,2,1:55.0,Dallas full timeout,,36,58
252,2,1:44.0,D. Smith makes 2-pt dunk at rim (assist by L. Dončić),,38,58
253,2,1:34.0,,R. Westbrook misses 2-pt dunk at rim,38,58
254,2,1:32.0,Defensive rebound by L. Dončić,,38,58
255,2,1:30.0,Shooting foul by D. Schröder (drawn by L. Dončić),,38,58
256,2,1:30.0,L. Dončić makes free throw 1 of 2,,39,58
257,2,1:30.0,L. Dončić makes free throw 2 of 2,,40,58
258,2,1:14.0,,J. Grant misses 3-pt jump shot from 25 ft,40,58
259,2,1:11.0,Defensive rebound by D. Jordan,,40,58
260,2,0:49.0,W. Matthews misses 3-pt jump shot from 25 ft,,40,58
261,2,0:48.0,,Defensive rebound by Team,40,58
262,2,0:38.0,,J. Grant makes 2-pt jump shot from 10 ft (assist by R. Westbrook),40,60
263,2,0:27.0,Turnover by L. Dončić (bad pass; steal by R. Westbrook),,40,60
264,2,0:09.0,,P. George misses 2-pt jump shot from 13 ft,40,60
265,2,0:06.0,Defensive rebound by D. Jordan,,40,60
266,2,0:00.0,W. Matthews makes 3-pt jump shot from 23 ft,,43,60
267,3,11:39.0,W. Matthews misses 2-pt jump shot from 13 ft,,43,60
268,3,11:35.0,,Defensive rebound by R. Westbrook,43,60
269,3,11:29.0,,J. Grant makes 2-pt layup from 3 ft (assist by R. Westbrook),43,62
270,3,11:29.0,,Shooting foul by W. Matthews (drawn by J. Grant),43,62
271,3,11:29.0,,J. Grant makes free throw 1 of 1,43,63
272,3,11:16.0,Personal foul by R. Westbrook (drawn by L. Dončić),,43,63
273,3,11:13.0,Personal foul by P. George (drawn by L. Dončić),,43,63
274,3,11:06.0,L. Dončić makes 2-pt jump shot from 8 ft,,45,63
275,3,10:52.0,,P. George misses 2-pt jump shot from 19 ft,45,63
276,3,10:50.0,Defensive rebound by D. Smith,,45,63
277,3,10:35.0,L. Dončić makes 3-pt jump shot from 26 ft (assist by H. Barnes),,48,63
278,3,10:20.0,,P. George misses 2-pt layup from 8 ft (block by W. Matthews),48,63
279,3,10:19.0,Defensive rebound by L. Dončić,,48,63
280,3,10:17.0,Turnover by L. Dončić (bad pass; steal by S. Adams),,48,63
281,3,10:07.0,,S. Adams makes 2-pt jump shot from 12 ft (assist by R. Westbrook),48,65
282,3,9:55.0,D. Smith makes 3-pt jump shot from 24 ft (assist by L. Dončić),,51,65
283,3,9:39.0,,T. Ferguson misses 2-pt layup from 1 ft,51,65
284,3,9:39.0,,Offensive rebound by Team,51,65
285,3,9:38.0,,P. George makes 2-pt layup from 2 ft (assist by R. Westbrook),51,67
286,3,9:38.0,,Shooting foul by D. Smith (drawn by P. George),51,67
287,3,9:38.0,,P. George misses free throw 1 of 1,51,67
288,3,9:35.0,Defensive rebound by D. Jordan,,51,67
289,3,9:25.0,Turnover by D. Jordan (lost ball; steal by R. Westbrook),,51,67
290,3,9:21.0,,T. Ferguson makes 2-pt layup from 1 ft,51,69
291,3,9:21.0,Dallas full timeout,,51,69
292,3,9:05.0,L. Dončić misses 2-pt hook shot from 5 ft,,51,69
293,3,9:03.0,Offensive rebound by L. Dončić,,51,69
294,3,8:52.0,W. Matthews misses 3-pt jump shot from 24 ft,,51,69
295,3,8:49.0,Offensive rebound by D. Jordan,,51,69
296,3,8:46.0,D. Smith misses 2-pt layup from 3 ft,,51,69
297,3,8:44.0,Offensive rebound by Team,,51,69
298,3,8:44.0,,Loose ball foul by J. Grant (drawn by D. Jordan),51,69
299,3,8:41.0,D. Smith makes 3-pt jump shot from 25 ft (assist by D. Jordan),,54,69
300,3,8:25.0,,R. Westbrook misses 2-pt jump shot from 16 ft,54,69
301,3,8:23.0,Defensive rebound by L. Dončić,,54,69
302,3,8:15.0,Offensive foul by D. Jordan (drawn by J. Grant),,54,69
303,3,8:15.0,Turnover by D. Jordan (offensive foul),,54,69
304,3,8:12.0,,Turnover by R. Westbrook (bad pass; steal by W. Matthews),54,69
305,3,8:07.0,L. Dončić makes 3-pt jump shot from 27 ft (assist by D. Smith),,57,69
306,3,8:06.0,,Oklahoma City full timeout,57,69
307,3,7:54.0,,T. Ferguson misses 3-pt jump shot from 23 ft,57,69
308,3,7:50.0,,Offensive rebound by P. George,57,69
309,3,7:44.0,,P. George makes 2-pt jump shot from 7 ft,57,71
310,3,7:27.0,Turnover by W. Matthews (lost ball; steal by R. Westbrook),,57,71
311,3,7:24.0,,R. Westbrook makes 2-pt layup from 1 ft,57,73
312,3,7:14.0,L. Dončić misses 2-pt jump shot from 13 ft,,57,73
313,3,7:12.0,,Defensive rebound by R. Westbrook,57,73
314,3,7:07.0,,Turnover by R. Westbrook (bad pass; steal by W. Matthews),57,73
315,3,7:07.0,,Violation by Team (kicked ball),57,73
316,3,6:58.0,Shooting foul by T. Ferguson (drawn by D. Smith),,57,73
317,3,6:58.0,D. Smith misses free throw 1 of 2,,57,73
318,3,6:58.0,Offensive rebound by Team,,57,73
319,3,6:58.0,D. Smith misses free throw 2 of 2,,57,73
320,3,6:58.0,,Defensive rebound by R. Westbrook,57,73
321,3,6:48.0,,J. Grant makes 2-pt dunk from 2 ft (assist by R. Westbrook),57,75
322,3,6:45.0,Dallas full timeout,,57,75
323,3,6:38.0,Personal foul by T. Ferguson (drawn by W. Matthews),,57,75
324,3,6:38.0,W. Matthews makes free throw 1 of 2,,58,75
325,3,6:38.0,,D. Schröder enters the game for T. Ferguson,58,75
326,3,6:38.0,W. Matthews makes free throw 2 of 2,,59,75
327,3,6:28.0,,R. Westbrook makes 2-pt jump shot from 16 ft,59,77
328,3,6:19.0,Offensive foul by D. Jordan (drawn by P. George),,59,77
329,3,6:19.0,Turnover by D. Jordan (offensive foul),,59,77
330,3,6:08.0,,D. Schröder misses 3-pt jump shot from 26 ft,59,77
331,3,6:02.0,Defensive rebound by W. Matthews,,59,77
332,3,6:00.0,Turnover by D. Jordan (bad pass),,59,77
333,3,5:51.0,,Personal foul by W. Matthews (drawn by P. George),59,77
334,3,5:45.0,,Turnover by R. Westbrook (bad pass; steal by H. Barnes),59,77
335,3,5:39.0,W. Matthews misses 3-pt jump shot from 23 ft,,59,77
336,3,5:33.0,,Defensive rebound by S. Adams,59,77
337,3,5:16.0,,J. Grant misses 2-pt layup from 2 ft,59,77
338,3,5:14.0,Defensive rebound by L. Dončić,,59,77
339,3,5:04.0,L. Dončić misses 3-pt jump shot from 24 ft,,59,77
340,3,5:01.0,,Defensive rebound by D. Schröder,59,77
341,3,4:58.0,,P. George misses 3-pt jump shot from 26 ft,59,77
342,3,4:56.0,Defensive rebound by W. Matthews,,59,77
343,3,4:48.0,Turnover by D. Jordan (lost ball; steal by J. Grant),,59,77
344,3,4:43.0,,P. George misses 3-pt jump shot from 25 ft,59,77
345,3,4:40.0,,Offensive rebound by S. Adams,59,77
346,3,4:33.0,,R. Westbrook makes 2-pt jump shot from 20 ft,59,79
347,3,4:16.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Smith),,62,79
348,3,4:05.0,,R. Westbrook makes 2-pt jump shot from 20 ft,62,81
349,3,3:46.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by L. Dončić),,65,81
350,3,3:32.0,,R. Westbrook misses 2-pt jump shot from 20 ft,65,81
351,3,3:29.0,Defensive rebound by H. Barnes,,65,81
352,3,3:20.0,Shooting foul by S. Adams (drawn by L. Dončić),,65,81
353,3,3:20.0,L. Dončić makes free throw 1 of 2,,66,81
354,3,3:20.0,J. Barea enters the game for D. Jordan,,66,81
355,3,3:20.0,D. Powell enters the game for D. Smith,,66,81
356,3,3:20.0,,A. Nader enters the game for P. George,66,81
357,3,3:20.0,L. Dončić makes free throw 2 of 2,,67,81
358,3,3:06.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),67,84
359,3,2:54.0,L. Dončić misses 2-pt layup from 3 ft,,67,84
360,3,2:51.0,,Defensive rebound by S. Adams,67,84
361,3,2:49.0,,D. Schröder misses 3-pt jump shot from 24 ft,67,84
362,3,2:49.0,,Offensive rebound by A. Nader,67,84
363,3,2:45.0,,A. Nader misses 2-pt dunk from 1 ft,67,84
364,3,2:45.0,,Offensive rebound by S. Adams,67,84
365,3,2:45.0,,Shooting foul by W. Matthews (drawn by S. Adams),67,84
366,3,2:45.0,D. Finney-Smith enters the game for L. Dončić,,67,84
367,3,2:45.0,D. Harris enters the game for W. Matthews,,67,84
368,3,2:45.0,,S. Adams misses free throw 1 of 2,67,84
369,3,2:45.0,,Offensive rebound by Team,67,84
370,3,2:45.0,,S. Adams misses free throw 2 of 2,67,84
371,3,2:43.0,Defensive rebound by H. Barnes,,67,84
372,3,2:35.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by J. Barea),,70,84
373,3,2:28.0,,Personal take foul by D. Harris (drawn by S. Adams),70,84
374,3,2:28.0,,S. Adams makes free throw 1 of 2,70,85
375,3,2:28.0,,S. Adams makes free throw 2 of 2,70,86
376,3,2:17.0,H. Barnes makes 2-pt jump shot from 13 ft,,72,86
377,3,2:01.0,,J. Grant misses 3-pt jump shot from 23 ft,72,86
378,3,2:01.0,Defensive rebound by D. Finney-Smith,,72,86
379,3,1:54.0,D. Harris misses 3-pt jump shot from 22 ft,,72,86
380,3,1:49.0,Offensive rebound by D. Finney-Smith,,72,86
381,3,1:49.0,D. Finney-Smith misses 2-pt layup from 2 ft,,72,86
382,3,1:46.0,,Defensive rebound by R. Westbrook,72,86
383,3,1:36.0,,R. Westbrook misses 2-pt jump shot from 14 ft,72,86
384,3,1:33.0,Defensive rebound by D. Powell,,72,86
385,3,1:28.0,J. Barea misses 3-pt jump shot from 25 ft,,72,86
386,3,1:27.0,,Defensive rebound by A. Nader,72,86
387,3,1:27.0,,Oklahoma City full timeout,72,86
388,3,1:27.0,,N. Noel enters the game for S. Adams,72,86
389,3,1:10.0,,D. Schröder misses 2-pt layup from 8 ft (block by D. Powell),72,86
390,3,1:10.0,,Offensive rebound by Team,72,86
391,3,1:07.0,,Personal foul by D. Harris (drawn by N. Noel),72,86
392,3,1:07.0,,N. Noel makes free throw 1 of 2,72,87
