,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
0,1,11:49.0,,Turnover by T. Prince (bad pass; steal by M. Williams),0,0
1,1,11:42.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),,3,0
2,1,11:26.0,,K. Huerter misses 2-pt layup from 2 ft (block by J. Lamb),3,0
3,1,11:26.0,,Offensive rebound by Team,3,0
4,1,11:16.0,,T. Prince misses 3-pt jump shot from 23 ft,3,0
5,1,11:10.0,Defensive rebound by C. Zeller,,3,0
6,1,11:05.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,6,0
7,1,10:40.0,,D. Dedmon misses 3-pt jump shot from 25 ft,6,0
8,1,10:38.0,,Offensive rebound by Team,6,0
9,1,10:35.0,,T. Young misses 3-pt jump shot from 24 ft,6,0
10,1,10:33.0,Defensive rebound by M. Williams,,6,0
11,1,10:28.0,C. Zeller makes 2-pt dunk from 1 ft (assist by N. Batum),,8,0
12,1,10:13.0,,K. Huerter misses 2-pt layup from 1 ft,8,0
13,1,10:11.0,,Offensive rebound by J. Collins,8,0
14,1,10:11.0,,J. Collins makes 2-pt dunk from 1 ft,8,2
15,1,10:00.0,N. Batum makes 3-pt jump shot from 25 ft (assist by C. Zeller),,11,2
16,1,9:47.0,,J. Collins makes 2-pt layup at rim (assist by T. Young),11,4
17,1,9:33.0,K. Walker makes 2-pt jump shot from 17 ft,,13,4
18,1,9:20.0,,T. Young makes 3-pt jump shot from 26 ft,13,7
19,1,9:02.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Lamb),,16,7
20,1,9:00.0,,Atlanta full timeout,16,7
21,1,8:46.0,,T. Prince misses 3-pt jump shot from 22 ft,16,7
22,1,8:44.0,Defensive rebound by C. Zeller,,16,7
23,1,8:39.0,Shooting foul by K. Huerter (drawn by K. Walker),,16,7
24,1,8:39.0,K. Walker makes free throw 1 of 2,,17,7
25,1,8:39.0,K. Walker makes free throw 2 of 2,,18,7
26,1,8:24.0,,D. Dedmon makes 3-pt jump shot from 24 ft (assist by T. Young),18,10
27,1,8:03.0,J. Lamb makes 2-pt jump shot from 16 ft,,20,10
28,1,7:47.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Prince),20,13
29,1,7:32.0,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),,23,13
30,1,7:25.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),23,15
31,1,7:10.0,N. Batum misses 2-pt jump shot from 15 ft,,23,15
32,1,7:07.0,Offensive rebound by C. Zeller,,23,15
33,1,7:04.0,Turnover by C. Zeller (bad pass; steal by J. Collins),,23,15
34,1,7:02.0,,K. Huerter makes 2-pt dunk from 1 ft,23,17
35,1,6:47.0,C. Zeller misses 3-pt jump shot from 25 ft,,23,17
36,1,6:44.0,,Defensive rebound by T. Prince,23,17
37,1,6:38.0,,K. Huerter makes 2-pt dunk from 2 ft (assist by T. Young),23,19
38,1,6:38.0,Charlotte full timeout,,23,19
39,1,6:38.0,M. Bridges enters the game for N. Batum,,23,19
