,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
0,1,11:54.0,J. Redick misses 3-pt jump shot from 26 ft,,0,0
1,1,11:50.0,,Defensive rebound by O. Porter,0,0
2,1,11:36.0,,R. Lopez misses 2-pt hook shot from 5 ft,0,0
3,1,11:34.0,Defensive rebound by A. Johnson,,0,0
4,1,11:22.0,Turnover by T. Harris (bad pass; steal by O. Porter),,0,0
5,1,11:15.0,,L. Markkanen misses 2-pt hook shot from 6 ft,0,0
6,1,11:13.0,Defensive rebound by T. Harris,,0,0
7,1,11:10.0,Personal foul by L. Markkanen (drawn by B. Simmons),,0,0
8,1,11:03.0,B. Simmons misses 2-pt hook shot from 6 ft,,0,0
9,1,10:57.0,Offensive rebound by B. Simmons,,0,0
10,1,10:57.0,B. Simmons makes 2-pt layup from 1 ft,,2,0
11,1,10:46.0,,Z. LaVine misses 2-pt jump shot from 7 ft,2,0
12,1,10:43.0,Defensive rebound by A. Johnson,,2,0
13,1,10:30.0,J. Butler makes 2-pt jump shot from 2 ft (assist by J. Redick),,4,0
14,1,10:30.0,Shooting foul by K. Dunn (drawn by J. Butler),,4,0
15,1,10:30.0,J. Butler misses free throw 1 of 1,,4,0
16,1,10:26.0,,Defensive rebound by L. Markkanen,4,0
17,1,10:19.0,,Z. LaVine misses 2-pt layup from 2 ft (block by A. Johnson),4,0
18,1,10:19.0,Defensive rebound by Team,,4,0
19,1,10:09.0,Shooting foul by L. Markkanen (drawn by J. Redick),,4,0
20,1,10:09.0,J. Redick makes free throw 1 of 2,,5,0
21,1,10:09.0,,W. Selden enters the game for L. Markkanen,5,0
22,1,10:09.0,J. Redick makes free throw 2 of 2,,6,0
23,1,9:56.0,,O. Porter misses 2-pt jump shot from 9 ft,6,0
24,1,9:52.0,,Offensive rebound by O. Porter,6,0
25,1,9:51.0,,O. Porter misses 2-pt layup from 2 ft,6,0
26,1,9:51.0,,Offensive rebound by R. Lopez,6,0
27,1,9:49.0,,R. Lopez makes 2-pt layup at rim,6,2
28,1,9:49.0,Violation by Team (def goaltending),,6,2
29,1,9:41.0,B. Simmons makes 2-pt layup from 1 ft,,8,2
30,1,9:31.0,,K. Dunn makes 2-pt jump shot from 14 ft,8,4
31,1,9:19.0,J. Butler makes 2-pt jump shot from 19 ft,,10,4
32,1,9:09.0,,W. Selden misses 3-pt jump shot from 24 ft,10,4
33,1,9:06.0,Defensive rebound by A. Johnson,,10,4
34,1,9:00.0,J. Butler makes 2-pt dunk at rim (assist by B. Simmons),,12,4
35,1,9:00.0,,Chicago full timeout,12,4
36,1,8:52.0,,O. Porter misses 2-pt jump shot from 16 ft,12,4
37,1,8:48.0,,Offensive rebound by R. Lopez,12,4
38,1,8:42.0,,K. Dunn makes 2-pt layup from 1 ft,12,6
39,1,8:21.0,A. Johnson makes 2-pt hook shot from 5 ft (assist by J. Butler),,14,6
40,1,8:13.0,,W. Selden makes 2-pt jump shot from 11 ft (assist by K. Dunn),14,8
41,1,8:01.0,Turnover by J. Butler (bad pass; steal by O. Porter),,14,8
42,1,7:41.0,,Z. LaVine makes 2-pt layup from 2 ft,14,10
43,1,7:28.0,J. Redick misses 3-pt jump shot from 25 ft,,14,10
44,1,7:28.0,,Defensive rebound by Team,14,10
45,1,7:16.0,,R. Lopez misses 2-pt hook shot from 10 ft,14,10
46,1,7:13.0,Defensive rebound by B. Simmons,,14,10
47,1,7:05.0,B. Simmons misses 2-pt jump shot from 19 ft,,14,10
48,1,7:03.0,,Defensive rebound by K. Dunn,14,10
49,1,6:59.0,,O. Porter misses 3-pt jump shot from 24 ft,14,10
50,1,6:59.0,Defensive rebound by A. Johnson,,14,10
51,1,6:47.0,A. Johnson makes 3-pt jump shot from 26 ft (assist by J. Redick),,17,10
52,1,6:29.0,,Shooting foul by A. Johnson (drawn by R. Lopez),17,10
53,1,6:29.0,,R. Lopez makes free throw 1 of 2,17,11
54,1,6:29.0,J. Bolden enters the game for J. Butler,,17,11
55,1,6:29.0,J. Ennis enters the game for A. Johnson,,17,11
56,1,6:29.0,M. Scott enters the game for J. Redick,,17,11
57,1,6:29.0,,R. Lopez makes free throw 2 of 2,17,12
58,1,6:19.0,T. Harris misses 2-pt jump shot from 15 ft,,17,12
59,1,6:15.0,,Defensive rebound by O. Porter,17,12
60,1,6:08.0,,O. Porter makes 2-pt jump shot from 15 ft,17,14
61,1,6:07.0,Philadelphia full timeout,,17,14
62,1,5:45.0,M. Scott misses 2-pt jump shot from 15 ft (block by K. Dunn),,17,14
63,1,5:45.0,Offensive rebound by Team,,17,14
64,1,5:43.0,J. Bolden makes 3-pt jump shot from 26 ft (assist by B. Simmons),,20,14
65,1,5:25.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by O. Porter),20,16
66,1,5:10.0,J. Bolden misses 2-pt layup from 1 ft,,20,16
67,1,5:06.0,Offensive rebound by T. Harris,,20,16
68,1,5:06.0,T. Harris misses 2-pt layup from 1 ft,,20,16
69,1,5:06.0,,Defensive rebound by R. Lopez,20,16
70,1,4:56.0,,Z. LaVine misses 2-pt layup from 3 ft,20,16
71,1,4:54.0,Defensive rebound by B. Simmons,,20,16
72,1,4:45.0,Turnover by J. Bolden (bad pass; steal by Z. LaVine),,20,16
73,1,4:44.0,,Shooting foul by T. Harris (drawn by Z. LaVine),20,16
74,1,4:44.0,,Z. LaVine misses free throw 1 of 2,20,16
75,1,4:44.0,,Offensive rebound by Team,20,16
76,1,4:44.0,,Z. LaVine makes free throw 2 of 2,20,17
77,1,4:27.0,Turnover by T. Harris (bad pass; steal by K. Dunn),,20,17
78,1,4:21.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by K. Dunn),20,19
79,1,3:54.0,T. Harris misses 2-pt jump shot from 18 ft,,20,19
80,1,3:51.0,,Defensive rebound by O. Porter,20,19
81,1,3:46.0,,Shooting foul by J. Bolden (drawn by Z. LaVine),20,19
82,1,3:46.0,,Z. LaVine makes free throw 1 of 2,20,20
83,1,3:46.0,,T. Luwawu-Cabarrot enters the game for O. Porter,20,20
84,1,3:46.0,,Z. LaVine makes free throw 2 of 2,20,21
85,1,3:41.0,Turnover by B. Simmons (discontinued dribble),,20,21
86,1,3:41.0,,R. Arcidiacono enters the game for K. Dunn,20,21
87,1,3:18.0,,R. Lopez makes 2-pt hook shot from 5 ft (assist by W. Selden),20,23
88,1,3:07.0,M. Scott misses 3-pt jump shot from 26 ft,,20,23
89,1,3:05.0,Offensive rebound by J. Ennis,,20,23
90,1,3:05.0,Shooting foul by T. Luwawu-Cabarrot (drawn by B. Simmons),,20,23
91,1,3:05.0,B. Simmons makes free throw 1 of 2,,21,23
92,1,3:05.0,J. Butler enters the game for J. Ennis,,21,23
93,1,3:05.0,J. Redick enters the game for T. Harris,,21,23
94,1,3:05.0,Turnover by M. Scott (lane violation),,21,23
95,1,3:05.0,T. McConnell enters the game for B. Simmons,,21,23
96,1,2:51.0,,Z. LaVine misses 2-pt jump shot from 17 ft,21,23
97,1,2:48.0,Defensive rebound by J. Bolden,,21,23
98,1,2:30.0,J. Bolden misses 3-pt jump shot from 25 ft,,21,23
99,1,2:27.0,,Defensive rebound by Z. LaVine,21,23
100,1,2:21.0,,Shooting foul by M. Scott (drawn by R. Lopez),21,23
101,1,2:21.0,,R. Lopez makes free throw 1 of 2,21,24
102,1,2:21.0,,S. Harrison enters the game for Z. LaVine,21,24
103,1,2:21.0,,R. Lopez misses free throw 2 of 2,21,24
104,1,2:17.0,Defensive rebound by T. McConnell,,21,24
105,1,2:09.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Butler),,24,24
106,1,1:57.0,,S. Harrison makes 2-pt layup from 3 ft,24,26
107,1,1:46.0,J. Bolden makes 2-pt dunk at rim (assist by J. Butler),,26,26
108,1,1:30.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by R. Arcidiacono),26,28
109,1,1:10.0,J. Butler misses 2-pt layup from 1 ft,,26,28
110,1,1:08.0,,Defensive rebound by T. Luwawu-Cabarrot,26,28
111,1,1:01.0,,W. Selden misses 2-pt jump shot from 16 ft,26,28
112,1,0:59.0,Defensive rebound by T. McConnell,,26,28
113,1,0:46.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Redick),,26,28
114,1,0:46.0,J. Redick makes free throw 1 of 2,,27,28
115,1,0:46.0,J. Redick misses free throw 2 of 2,,27,28
116,1,0:45.0,,Defensive rebound by T. Luwawu-Cabarrot,27,28
117,1,0:31.0,,R. Lopez makes 2-pt layup from 2 ft,27,30
118,1,0:19.0,T. McConnell misses 2-pt layup from 1 ft (block by W. Selden),,27,30
119,1,0:16.0,Offensive rebound by M. Scott,,27,30
120,1,0:16.0,J. Redick makes 3-pt jump shot from 26 ft (assist by M. Scott),,30,30
