,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA LAKERS_ACTION,BOSTON_SCORE,LA LAKERS_SCORE
47,1,4:58.0,,M. Wagner makes 2-pt layup from 1 ft (assist by R. Rondo),14,16
48,1,4:56.0,Boston full timeout,,14,16
49,1,4:56.0,,J. Hart enters the game for L. James,14,16
50,1,4:39.0,,Violation by Team (kicked ball),14,16
51,1,4:30.0,J. Brown makes 2-pt jump shot from 20 ft (assist by M. Smart),,16,16
52,1,4:12.0,,J. McGee misses 2-pt hook shot from 5 ft,16,16
53,1,4:12.0,Defensive rebound by Team,,16,16
54,1,4:04.0,K. Irving makes 3-pt jump shot from 25 ft,,19,16
55,1,3:46.0,,R. Rondo makes 2-pt layup from 1 ft,19,18
56,1,3:30.0,M. Smart makes 2-pt jump shot from 10 ft,,21,18
57,1,3:17.0,,Offensive foul by M. Wagner (drawn by A. Baynes),21,18
58,1,3:17.0,,Turnover by M. Wagner (offensive foul),21,18
59,1,3:17.0,T. Rozier enters the game for M. Smart,,21,18
60,1,3:17.0,,R. Bullock enters the game for K. Caldwell-Pope,21,18
61,1,3:17.0,,J. Williams enters the game for J. McGee,21,18
62,1,3:08.0,A. Baynes misses 2-pt jump shot from 12 ft,,21,18
63,1,3:05.0,,Defensive rebound by R. Rondo,21,18
64,1,2:54.0,,M. Wagner misses 2-pt layup from 3 ft,21,18
65,1,2:51.0,,Offensive rebound by J. Williams,21,18
66,1,2:51.0,,J. Williams makes 2-pt layup at rim,21,20
67,1,2:42.0,J. Brown misses 3-pt jump shot from 30 ft,,21,20
68,1,2:39.0,,Defensive rebound by J. Williams,21,20
69,1,2:19.0,,Offensive foul by R. Rondo (drawn by K. Irving),21,20
70,1,2:19.0,,Turnover by R. Rondo (offensive foul),21,20
71,1,2:19.0,A. Horford enters the game for A. Baynes,,21,20
72,1,2:19.0,,A. Caruso enters the game for M. Wagner,21,20
73,1,2:04.0,G. Hayward makes 2-pt layup from 2 ft (assist by A. Horford),,23,20
74,1,1:53.0,,J. Williams misses 2-pt layup from 2 ft,23,20
75,1,1:51.0,Defensive rebound by K. Irving,,23,20
76,1,1:49.0,G. Hayward misses 3-pt jump shot from 25 ft,,23,20
77,1,1:44.0,,Defensive rebound by R. Rondo,23,20
78,1,1:40.0,,J. Williams makes 2-pt layup from 1 ft (assist by R. Rondo),23,22
79,1,1:38.0,J. Brown misses 2-pt jump shot from 10 ft,,23,22
80,1,1:24.0,Offensive rebound by A. Horford,,23,22
81,1,1:23.0,Shooting foul by J. Williams (drawn by A. Horford),,23,22
82,1,1:23.0,A. Horford makes free throw 1 of 2,,24,22
83,1,1:23.0,J. Tatum enters the game for K. Irving,,24,22
84,1,1:23.0,A. Horford makes free throw 2 of 2,,25,22
85,1,1:14.0,,R. Bullock misses 2-pt jump shot from 19 ft,25,22
86,1,1:11.0,Defensive rebound by A. Horford,,25,22
87,1,1:06.0,Turnover by A. Horford (bad pass),,25,22
88,1,0:46.0,,R. Rondo misses 2-pt jump shot from 9 ft,25,22
89,1,0:43.0,Defensive rebound by T. Rozier,,25,22
90,1,0:40.0,T. Rozier misses 3-pt jump shot from 26 ft,,25,22
91,1,0:35.0,Offensive rebound by Team,,25,22
92,1,0:29.0,Turnover by J. Tatum (out of bounds lost ball),,25,22
93,1,0:19.0,,A. Caruso makes 2-pt layup from 3 ft,25,24
94,1,0:19.0,Violation by Team (def goaltending),,25,24
95,2,11:42.0,J. Brown misses 3-pt jump shot from 27 ft,,25,24
96,2,11:38.0,,Defensive rebound by J. Williams,25,24
97,2,11:21.0,,J. Hart misses 3-pt jump shot from 27 ft,25,24
98,2,11:19.0,Defensive rebound by J. Brown,,25,24
99,2,11:12.0,J. Tatum makes 2-pt jump shot from 14 ft (assist by T. Rozier),,27,24
100,2,10:59.0,,J. Williams misses 2-pt jump shot from 16 ft,27,24
101,2,10:56.0,Defensive rebound by J. Tatum,,27,24
102,2,10:47.0,T. Rozier misses 2-pt jump shot from 18 ft,,27,24
103,2,10:44.0,,Defensive rebound by I. Bonga,27,24
104,2,10:39.0,,Turnover by I. Bonga (bad pass; steal by T. Rozier),27,24
105,2,10:34.0,J. Brown makes 2-pt layup from 5 ft,,29,24
106,2,10:34.0,Shooting foul by J. Hart (drawn by J. Brown),,29,24
107,2,10:34.0,,L. James enters the game for I. Bonga,29,24
108,2,10:34.0,J. Brown makes free throw 1 of 1,,30,24
109,2,10:23.0,,J. Williams misses 2-pt dunk from 3 ft (block by J. Brown),30,24
110,2,10:18.0,,Offensive rebound by J. Williams,30,24
111,2,10:18.0,,J. Williams makes 2-pt layup at rim,30,26
112,2,10:02.0,J. Tatum misses 2-pt layup from 3 ft,,30,26
113,2,10:02.0,Offensive rebound by Team,,30,26
114,2,10:02.0,,Loose ball foul by J. Hart (drawn by J. Tatum),30,26
115,2,10:02.0,A. Baynes enters the game for A. Horford,,30,26
116,2,9:51.0,G. Hayward makes 2-pt jump shot from 10 ft,,32,26
117,2,9:41.0,,J. Hart makes 2-pt jump shot from 8 ft (assist by L. James),32,28
118,2,9:29.0,Turnover by J. Brown (traveling),,32,28
119,2,9:23.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by L. James),32,31
120,2,9:13.0,T. Rozier makes 2-pt jump shot from 12 ft,,34,31
121,2,9:06.0,,Shooting foul by J. Brown (drawn by L. James),34,31
122,2,9:06.0,,L. James makes free throw 1 of 2,34,32
123,2,9:06.0,M. Morris enters the game for G. Hayward,,34,32
124,2,9:06.0,,L. James misses free throw 2 of 2,34,32
125,2,9:04.0,Defensive rebound by J. Tatum,,34,32
126,2,8:50.0,A. Baynes makes 2-pt hook shot from 9 ft (assist by J. Brown),,36,32
127,2,8:40.0,,L. James misses 3-pt jump shot from 22 ft,36,32
128,2,8:36.0,,Offensive rebound by J. Hart,36,32
129,2,8:36.0,,J. Hart misses 2-pt layup at rim,36,32
130,2,8:35.0,Defensive rebound by J. Tatum,,36,32
131,2,8:30.0,A. Baynes misses 3-pt jump shot from 25 ft,,36,32
132,2,8:26.0,,Defensive rebound by R. Bullock,36,32
133,2,8:24.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by L. James),36,35
134,2,8:22.0,Boston full timeout,,36,35
135,2,8:05.0,T. Rozier makes 2-pt jump shot from 8 ft (assist by J. Tatum),,38,35
136,2,7:48.0,,L. James misses 2-pt jump shot from 9 ft,38,35
137,2,7:47.0,Defensive rebound by A. Baynes,,38,35
138,2,7:44.0,Offensive foul by J. Tatum (drawn by A. Caruso),,38,35
139,2,7:44.0,Turnover by J. Tatum (offensive foul),,38,35
140,2,7:44.0,K. Irving enters the game for J. Brown,,38,35
141,2,7:30.0,,J. Williams makes 2-pt dunk from 2 ft (assist by L. James),38,37
142,2,7:15.0,Turnover by K. Irving (bad pass; steal by J. Hart),,38,37
143,2,7:02.0,,J. Hart misses 2-pt jump shot from 12 ft,38,37
144,2,6:55.0,,Offensive rebound by J. Williams,38,37
145,2,6:55.0,,J. Williams makes 2-pt dunk at rim,38,39
146,2,6:37.0,M. Morris misses 2-pt jump shot from 4 ft,,38,39
147,2,6:35.0,,Defensive rebound by A. Caruso,38,39
148,2,6:28.0,,L. James misses 2-pt layup from 3 ft,38,39
149,2,6:28.0,,Offensive rebound by L. James,38,39
150,2,6:28.0,,Shooting foul by A. Baynes (drawn by L. James),38,39
151,2,6:28.0,,L. James misses free throw 1 of 2,38,39
152,2,6:28.0,,Offensive rebound by Team,38,39
153,2,6:28.0,G. Hayward enters the game for T. Rozier,,38,39
154,2,6:28.0,M. Smart enters the game for J. Tatum,,38,39
155,2,6:28.0,,L. James misses free throw 2 of 2,38,39
156,2,6:25.0,Defensive rebound by M. Morris,,38,39
157,2,6:08.0,M. Morris misses 3-pt jump shot from 23 ft,,38,39
158,2,6:04.0,,Defensive rebound by J. Hart,38,39
159,2,6:02.0,,L. James misses 3-pt jump shot from 28 ft,38,39
160,2,5:57.0,Defensive rebound by M. Morris,,38,39
161,2,5:42.0,M. Smart makes 2-pt layup from 6 ft (assist by M. Morris),,40,39
162,2,5:33.0,,L. James misses 2-pt jump shot from 8 ft,40,39
163,2,5:30.0,Defensive rebound by M. Morris,,40,39
164,2,5:18.0,A. Baynes makes 2-pt hook shot from 4 ft,,42,39
165,2,5:17.0,,LA Lakers full timeout,42,39
166,2,5:17.0,,K. Caldwell-Pope enters the game for R. Bullock,42,39
167,2,5:17.0,,J. McGee enters the game for A. Caruso,42,39
168,2,5:17.0,,R. Rondo enters the game for J. Hart,42,39
169,2,5:17.0,,M. Wagner enters the game for J. Williams,42,39
170,2,4:59.0,,L. James misses 2-pt jump shot from 19 ft,42,39
171,2,4:57.0,Defensive rebound by K. Irving,,42,39
172,2,4:52.0,Shooting foul by J. McGee (drawn by G. Hayward),,42,39
173,2,4:52.0,G. Hayward misses free throw 1 of 2,,42,39
174,2,4:52.0,Offensive rebound by Team,,42,39
175,2,4:52.0,A. Horford enters the game for A. Baynes,,42,39
176,2,4:52.0,,I. Bonga enters the game for L. James,42,39
177,2,4:52.0,G. Hayward makes free throw 2 of 2,,43,39
178,2,4:28.0,,Turnover by R. Rondo (out of bounds lost ball),43,39
179,2,4:16.0,K. Irving makes 2-pt jump shot from 18 ft (assist by M. Morris),,45,39
180,2,4:15.0,,LA Lakers full timeout,45,39
181,2,4:15.0,,R. Bullock enters the game for I. Bonga,45,39
182,2,3:57.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,45,39
183,2,3:53.0,,Offensive rebound by J. McGee,45,39
184,2,3:46.0,,Shooting foul by M. Smart (drawn by M. Wagner),45,39
185,2,3:46.0,,M. Wagner makes free throw 1 of 2,45,40
186,2,3:46.0,,M. Wagner makes free throw 2 of 2,45,41
187,2,3:29.0,M. Morris misses 2-pt jump shot from 14 ft,,45,41
188,2,3:25.0,,Defensive rebound by M. Wagner,45,41
189,2,3:14.0,,J. McGee makes 2-pt dunk from 1 ft (assist by R. Rondo),45,43
190,2,2:56.0,A. Horford makes 2-pt jump shot from 19 ft (assist by K. Irving),,47,43
191,2,2:49.0,,Turnover by R. Rondo (traveling),47,43
192,2,2:42.0,K. Irving makes 3-pt jump shot from 25 ft,,50,43
193,2,2:29.0,,R. Bullock makes 2-pt jump shot from 15 ft (assist by R. Rondo),50,45
194,2,2:15.0,A. Horford misses 3-pt jump shot from 27 ft,,50,45
195,2,2:12.0,,Defensive rebound by M. Wagner,50,45
196,2,2:06.0,,R. Bullock misses 3-pt jump shot from 23 ft,50,45
197,2,2:03.0,Defensive rebound by A. Horford,,50,45
198,2,1:57.0,Turnover by M. Smart (bad pass; steal by M. Wagner),,50,45
199,2,1:50.0,,M. Wagner makes 2-pt layup from 2 ft (assist by R. Rondo),50,47
200,2,1:31.0,Turnover by G. Hayward (bad pass; steal by J. McGee),,50,47
201,2,1:31.0,Violation by Team (kicked ball),,50,47
202,2,1:17.0,,Turnover by M. Wagner (traveling),50,47
203,2,1:05.0,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Horford),,53,47
204,2,0:39.0,,M. Wagner misses 3-pt jump shot from 24 ft,53,47
205,2,0:35.0,Defensive rebound by M. Smart,,53,47
206,2,0:30.0,M. Morris makes 2-pt layup from 1 ft (assist by K. Irving),,55,47
207,2,0:19.0,,Turnover by K. Caldwell-Pope (out of bounds lost ball),55,47
208,2,0:07.0,Personal foul by M. Wagner (drawn by M. Morris),,55,47
209,2,0:07.0,,A. Caruso enters the game for J. McGee,55,47
210,2,0:07.0,,J. Williams enters the game for M. Wagner,55,47
211,2,0:04.0,M. Morris makes 2-pt layup from 4 ft (assist by K. Irving),,57,47
212,2,0:04.0,Shooting foul by A. Caruso (drawn by M. Morris),,57,47
213,2,0:04.0,T. Rozier enters the game for M. Smart,,57,47
214,2,0:04.0,M. Morris misses free throw 1 of 1,,57,47
215,2,0:01.0,Offensive rebound by M. Morris,,57,47
216,2,0:01.0,M. Morris misses 3-pt jump shot from 22 ft,,57,47
217,2,0:01.0,Offensive rebound by Team,,57,47
218,3,11:48.0,K. Irving misses 2-pt jump shot from 20 ft,,57,47
219,3,11:46.0,,Defensive rebound by M. Wagner,57,47
220,3,11:31.0,,M. Wagner makes 2-pt layup from 2 ft (assist by L. James),57,49
221,3,11:16.0,M. Smart makes 3-pt jump shot from 27 ft (assist by M. Morris),,60,49
222,3,11:04.0,,Turnover by L. James (lost ball; steal by M. Smart),60,49
223,3,10:57.0,J. Tatum makes 2-pt layup from 4 ft (assist by M. Morris),,62,49
224,3,10:57.0,,Violation by Team (def goaltending),62,49
225,3,10:38.0,,J. McGee makes 2-pt dunk from 1 ft (assist by M. Wagner),62,51
226,3,10:20.0,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Horford),,65,51
227,3,10:04.0,,J. McGee misses 2-pt hook shot from 10 ft,65,51
228,3,10:02.0,Defensive rebound by K. Irving,,65,51
229,3,9:49.0,M. Smart makes 3-pt jump shot from 23 ft (assist by K. Irving),,68,51
230,3,9:47.0,,LA Lakers full timeout,68,51
231,3,9:47.0,,A. Caruso enters the game for K. Caldwell-Pope,68,51
232,3,9:47.0,,J. Williams enters the game for J. McGee,68,51
233,3,9:33.0,,L. James makes 2-pt layup from 1 ft,68,53
234,3,9:11.0,M. Morris misses 2-pt jump shot from 9 ft,,68,53
235,3,9:09.0,,Defensive rebound by L. James,68,53
236,3,9:03.0,,L. James makes 2-pt layup from 1 ft,68,55
237,3,8:54.0,K. Irving misses 2-pt jump shot from 11 ft,,68,55
238,3,8:52.0,,Defensive rebound by M. Wagner,68,55
239,3,8:45.0,,Shooting foul by K. Irving (drawn by L. James),68,55
240,3,8:45.0,,L. James makes free throw 1 of 2,68,56
241,3,8:45.0,,L. James misses free throw 2 of 2,68,56
242,3,8:43.0,Defensive rebound by M. Morris,,68,56
243,3,8:29.0,Turnover by M. Smart (step out of bounds),,68,56
244,3,8:14.0,,M. Wagner makes 3-pt jump shot from 25 ft (assist by L. James),68,59
245,3,7:53.0,M. Morris misses 2-pt layup from 4 ft,,68,59
246,3,7:51.0,Offensive rebound by A. Horford,,68,59
247,3,7:50.0,J. Tatum misses 3-pt jump shot from 26 ft,,68,59
248,3,7:48.0,,Defensive rebound by L. James,68,59
249,3,7:42.0,,L. James makes 2-pt layup from 3 ft,68,61
250,3,7:27.0,M. Morris misses 3-pt jump shot from 26 ft,,68,61
251,3,7:22.0,,Defensive rebound by J. Williams,68,61
252,3,7:19.0,,Personal foul by M. Smart (drawn by L. James),68,61
253,3,7:11.0,,Shooting foul by J. Tatum (drawn by M. Wagner),68,61
254,3,7:11.0,,M. Wagner makes free throw 1 of 2,68,62
255,3,7:11.0,,M. Wagner makes free throw 2 of 2,68,63
256,3,6:59.0,K. Irving makes 2-pt jump shot from 19 ft,,70,63
257,3,6:46.0,,Turnover by L. James (bad pass; steal by M. Smart),70,63
258,3,6:42.0,K. Irving makes 2-pt layup from 2 ft (assist by M. Smart),,72,63
259,3,6:27.0,,Personal foul by A. Horford (drawn by L. James),72,63
260,3,6:17.0,,Shooting foul by A. Horford (drawn by M. Wagner),72,63
261,3,6:17.0,,M. Wagner makes free throw 1 of 2,72,64
262,3,6:17.0,,M. Wagner makes free throw 2 of 2,72,65
263,3,6:09.0,Personal foul by R. Rondo (drawn by A. Horford),,72,65
264,3,6:07.0,K. Irving makes 2-pt jump shot from 21 ft (assist by J. Tatum),,74,65
265,3,6:07.0,J. Brown enters the game for M. Morris,,74,65
266,3,6:07.0,G. Hayward enters the game for J. Tatum,,74,65
267,3,5:43.0,,R. Rondo misses 3-pt jump shot from 25 ft,74,65
268,3,5:39.0,,Offensive rebound by L. James,74,65
269,3,5:28.0,,L. James makes 2-pt layup from 1 ft (assist by M. Wagner),74,67
270,3,5:07.0,J. Brown misses 3-pt jump shot from 25 ft,,74,67
271,3,5:05.0,,Defensive rebound by L. James,74,67
272,3,5:02.0,,M. Wagner makes 2-pt layup from 3 ft (assist by L. James),74,69
273,3,4:44.0,Offensive foul by G. Hayward (drawn by A. Caruso),,74,69
274,3,4:44.0,Turnover by G. Hayward (offensive foul),,74,69
275,3,4:44.0,,R. Bullock enters the game for L. James,74,69
276,3,4:44.0,,J. Hart enters the game for M. Wagner,74,69
277,3,4:27.0,,J. Williams misses 2-pt layup from 3 ft (block by J. Brown),74,69
278,3,4:24.0,Defensive rebound by J. Brown,,74,69
279,3,4:22.0,G. Hayward makes 3-pt jump shot from 22 ft (assist by J. Brown),,77,69
280,3,4:06.0,,R. Rondo misses 3-pt jump shot from 30 ft,77,69
281,3,4:04.0,Defensive rebound by Team,,77,69
282,3,4:04.0,,Loose ball foul by A. Caruso (drawn by J. Brown),77,69
283,3,4:04.0,A. Baynes enters the game for A. Horford,,77,69
284,3,3:51.0,J. Brown misses 2-pt layup from 3 ft,,77,69
285,3,3:49.0,,Defensive rebound by J. Williams,77,69
286,3,3:43.0,,J. Hart misses 2-pt layup from 4 ft (block by K. Irving),77,69
287,3,3:43.0,,Offensive rebound by Team,77,69
288,3,3:36.0,,J. Williams makes 2-pt dunk from 2 ft (assist by J. Hart),77,71
289,3,3:36.0,Boston full timeout,,77,71
290,3,3:36.0,T. Rozier enters the game for M. Smart,,77,71
291,3,3:24.0,K. Irving makes 2-pt hook shot from 4 ft (assist by G. Hayward),,79,71
292,3,3:10.0,,R. Rondo misses 2-pt jump shot from 7 ft (block by K. Irving),79,71
293,3,3:07.0,Defensive rebound by G. Hayward,,79,71
294,3,2:57.0,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Baynes),,82,71
295,3,2:40.0,,R. Bullock misses 3-pt jump shot from 22 ft,82,71
296,3,2:37.0,Defensive rebound by A. Baynes,,82,71
297,3,2:25.0,J. Brown misses 2-pt jump shot from 9 ft,,82,71
298,3,2:22.0,,Defensive rebound by R. Rondo,82,71
299,3,2:06.0,,J. Williams misses 2-pt layup from 2 ft,82,71
300,3,2:01.0,Defensive rebound by A. Baynes,,82,71
301,3,1:56.0,K. Irving misses 3-pt jump shot from 26 ft,,82,71
302,3,1:53.0,,Defensive rebound by J. Williams,82,71
303,3,1:49.0,,R. Bullock misses 3-pt jump shot from 26 ft,82,71
304,3,1:45.0,Defensive rebound by G. Hayward,,82,71
305,3,1:42.0,J. Brown misses 2-pt layup from 3 ft (block by J. Williams),,82,71
306,3,1:42.0,Offensive rebound by Team,,82,71
307,3,1:33.0,G. Hayward makes 2-pt layup from 2 ft (assist by T. Rozier),,84,71
308,3,1:27.0,,R. Bullock makes 2-pt layup from 1 ft (assist by R. Rondo),84,73
309,3,1:12.0,Shooting foul by R. Bullock (drawn by A. Baynes),,84,73
310,3,1:12.0,A. Baynes misses free throw 1 of 2,,84,73
311,3,1:12.0,Offensive rebound by Team,,84,73
312,3,1:12.0,J. Tatum enters the game for K. Irving,,84,73
313,3,1:12.0,,I. Bonga enters the game for A. Caruso,84,73
314,3,1:12.0,A. Baynes makes free throw 2 of 2,,85,73
315,3,0:58.0,,J. Williams misses 2-pt layup from 5 ft,85,73
316,3,0:55.0,Defensive rebound by T. Rozier,,85,73
317,3,0:54.0,Shooting foul by R. Bullock (drawn by J. Tatum),,85,73
318,3,0:54.0,J. Tatum makes free throw 1 of 2,,86,73
319,3,0:54.0,J. Tatum makes free throw 2 of 2,,87,73
320,3,0:49.0,,R. Bullock misses 3-pt jump shot from 28 ft,87,73
321,3,0:44.0,Defensive rebound by J. Brown,,87,73
322,3,0:35.0,J. Brown makes 3-pt jump shot from 27 ft (assist by J. Tatum),,90,73
323,3,0:25.0,,J. Hart makes 3-pt jump shot from 27 ft (assist by R. Rondo),90,76
324,3,0:03.0,T. Rozier makes 3-pt jump shot from 27 ft (assist by G. Hayward),,93,76
325,3,0:00.0,,R. Bullock misses 3-pt jump shot from 35 ft,93,76
326,3,0:00.0,,Offensive rebound by Team,93,76
327,4,11:49.0,,A. Caruso makes 2-pt dunk from 2 ft (assist by L. James),93,78
328,4,11:32.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by J. Brown),,96,78
329,4,11:15.0,,Turnover by L. James (bad pass; steal by J. Tatum),96,78
330,4,11:12.0,Turnover by J. Tatum (bad pass),,96,78
331,4,11:01.0,,L. James makes 2-pt layup from 3 ft,96,80
332,4,10:45.0,T. Rozier misses 3-pt jump shot from 26 ft,,96,80
333,4,10:42.0,,Defensive rebound by L. James,96,80
334,4,10:41.0,,Personal foul by J. Brown (drawn by J. Hart),96,80
335,4,10:17.0,,L. James makes 3-pt jump shot from 25 ft,96,83
336,4,9:59.0,G. Hayward makes 2-pt jump shot from 14 ft,,98,83
337,4,9:41.0,,L. James misses 3-pt jump shot from 26 ft,98,83
338,4,9:38.0,Defensive rebound by T. Rozier,,98,83
339,4,9:32.0,J. Brown misses 3-pt jump shot from 24 ft,,98,83
340,4,9:30.0,Offensive rebound by Team,,98,83
341,4,9:30.0,,Loose ball foul by A. Caruso (drawn by A. Baynes),98,83
342,4,9:22.0,J. Brown misses 3-pt jump shot from 25 ft,,98,83
343,4,9:18.0,A. Baynes makes 2-pt layup at rim,,100,83
344,4,9:18.0,Offensive rebound by A. Baynes,,100,83
345,4,9:05.0,,M. Wagner makes 2-pt jump shot from 17 ft (assist by L. James),100,85
346,4,8:47.0,J. Tatum misses 2-pt jump shot from 14 ft,,100,85
347,4,8:44.0,,Defensive rebound by L. James,100,85
348,4,8:38.0,,Personal foul by A. Baynes (drawn by M. Wagner),100,85
349,4,8:38.0,A. Horford enters the game for A. Baynes,,100,85
350,4,8:38.0,,J. Williams enters the game for R. Bullock,100,85
351,4,8:23.0,,L. James misses 3-pt jump shot from 26 ft,100,85
352,4,8:20.0,Defensive rebound by A. Horford,,100,85
353,4,8:17.0,Shooting foul by A. Caruso (drawn by G. Hayward),,100,85
354,4,8:17.0,G. Hayward makes free throw 1 of 2,,101,85
355,4,8:17.0,G. Hayward misses free throw 2 of 2,,101,85
356,4,8:15.0,,Defensive rebound by L. James,101,85
357,4,8:06.0,,A. Caruso makes 2-pt layup from 2 ft (assist by L. James),101,87
358,4,7:41.0,T. Rozier misses 3-pt jump shot from 25 ft,,101,87
359,4,7:38.0,,Defensive rebound by L. James,101,87
360,4,7:28.0,,L. James makes 2-pt layup from 2 ft,101,89
361,4,7:28.0,Boston full timeout,,101,89
362,4,7:28.0,K. Irving enters the game for J. Brown,,101,89
363,4,7:28.0,M. Morris enters the game for G. Hayward,,101,89
364,4,7:11.0,K. Irving misses 2-pt layup from 3 ft,,101,89
365,4,7:09.0,Offensive rebound by K. Irving,,101,89
366,4,7:08.0,K. Irving makes 3-pt jump shot from 22 ft (assist by J. Tatum),,104,89
367,4,6:51.0,,J. Williams makes 2-pt dunk from 1 ft (assist by L. James),104,91
368,4,6:32.0,M. Morris makes 2-pt jump shot from 6 ft,,106,91
369,4,6:32.0,Shooting foul by A. Caruso (drawn by M. Morris),,106,91
370,4,6:32.0,M. Morris makes free throw 1 of 1,,107,91
371,4,6:18.0,,M. Wagner misses 3-pt jump shot from 26 ft,107,91
372,4,6:16.0,,Offensive rebound by J. Williams,107,91
373,4,6:11.0,,L. James makes 2-pt dunk from 1 ft (assist by J. Williams),107,93
374,4,5:51.0,M. Morris makes 2-pt jump shot from 14 ft (assist by A. Horford),,109,93
375,4,5:42.0,,J. Hart misses 3-pt jump shot from 27 ft,109,93
376,4,5:40.0,Defensive rebound by K. Irving,,109,93
377,4,5:37.0,Turnover by A. Horford (bad pass),,109,93
378,4,5:32.0,,Personal foul by J. Tatum (drawn by M. Wagner),109,93
379,4,5:32.0,G. Hayward enters the game for T. Rozier,,109,93
380,4,5:32.0,M. Smart enters the game for J. Tatum,,109,93
381,4,5:15.0,,L. James makes 2-pt jump shot from 10 ft,109,95
382,4,5:15.0,,Shooting foul by K. Irving (drawn by L. James),109,95
383,4,5:15.0,,L. James makes free throw 1 of 1,109,96
384,4,4:53.0,M. Morris makes 2-pt jump shot from 18 ft,,111,96
385,4,4:38.0,,L. James misses 2-pt jump shot from 18 ft,111,96
386,4,4:31.0,Defensive rebound by K. Irving,,111,96
387,4,4:26.0,A. Horford misses 2-pt layup from 3 ft (block by M. Wagner),,111,96
388,4,4:17.0,,Defensive rebound by M. Wagner,111,96
