,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
0,1,11:47.0,S. Adams misses 2-pt hook shot from 5 ft,,0,0
1,1,11:45.0,,Defensive rebound by E. Freedom,0,0
2,1,11:31.0,,Turnover by D. Lillard (bad pass; steal by R. Westbrook),0,0
3,1,11:27.0,P. George makes 3-pt jump shot from 25 ft,,3,0
4,1,11:06.0,,C. McCollum misses 3-pt jump shot from 25 ft,3,0
5,1,11:04.0,Defensive rebound by P. George,,3,0
6,1,10:57.0,J. Grant makes 2-pt layup from 1 ft,,5,0
7,1,10:44.0,,D. Lillard misses 2-pt jump shot from 5 ft,5,0
8,1,10:41.0,Defensive rebound by T. Ferguson,,5,0
9,1,10:31.0,S. Adams misses 2-pt hook shot from 2 ft,,5,0
10,1,10:30.0,,Defensive rebound by A. Aminu,5,0
11,1,10:26.0,,M. Harkless makes 2-pt layup from 2 ft (assist by A. Aminu),5,2
12,1,10:13.0,Offensive foul by R. Westbrook (drawn by D. Lillard),,5,2
13,1,10:13.0,Turnover by R. Westbrook (offensive foul),,5,2
14,1,9:53.0,,A. Aminu makes 2-pt dunk from 1 ft (assist by M. Harkless),5,4
15,1,9:41.0,P. George makes 2-pt jump shot from 16 ft,,7,4
16,1,9:32.0,,C. McCollum misses 2-pt jump shot from 20 ft,7,4
17,1,9:29.0,Defensive rebound by R. Westbrook,,7,4
18,1,9:21.0,P. George makes 2-pt jump shot from 16 ft,,9,4
19,1,8:58.0,,E. Freedom misses 2-pt layup from 2 ft (block by S. Adams),9,4
20,1,8:57.0,Defensive rebound by P. George,,9,4
21,1,8:48.0,J. Grant makes 3-pt jump shot from 27 ft (assist by T. Ferguson),,12,4
22,1,8:34.0,,Shooting foul by S. Adams (drawn by D. Lillard),12,4
23,1,8:34.0,,D. Lillard makes free throw 1 of 2,12,5
24,1,8:34.0,,D. Lillard makes free throw 2 of 2,12,6
25,1,8:19.0,R. Westbrook misses 2-pt jump shot from 14 ft,,12,6
26,1,8:17.0,,Defensive rebound by A. Aminu,12,6
27,1,8:05.0,,M. Harkless misses 3-pt jump shot from 23 ft,12,6
28,1,8:02.0,Defensive rebound by R. Westbrook,,12,6
29,1,8:00.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,14,6
30,1,8:00.0,Shooting foul by C. McCollum (drawn by S. Adams),,14,6
31,1,8:00.0,S. Adams misses free throw 1 of 1,,14,6
32,1,7:58.0,Offensive rebound by P. George,,14,6
33,1,7:54.0,P. George makes 2-pt jump shot from 14 ft,,16,6
34,1,7:52.0,,Portland full timeout,16,6
35,1,7:30.0,,D. Lillard makes 2-pt jump shot from 9 ft,16,8
36,1,7:16.0,Turnover by P. George (traveling),,16,8
37,1,7:04.0,,D. Lillard makes 3-pt jump shot from 30 ft,16,11
38,1,6:49.0,S. Adams makes 2-pt hook shot from 4 ft,,18,11
39,1,6:41.0,,Shooting foul by T. Ferguson (drawn by D. Lillard),18,11
