,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
153,2,6:17.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by D. White),30,46
154,2,6:00.0,N. Jokić makes 2-pt jump shot from 4 ft (assist by M. Beasley),,32,46
155,2,5:40.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. White),32,48
156,2,5:23.0,I. Thomas misses 2-pt layup from 5 ft (block by D. DeRozan),,32,48
157,2,5:18.0,T. Craig makes 2-pt layup at rim,,34,48
158,2,5:18.0,Offensive rebound by T. Craig,,34,48
159,2,5:08.0,,Personal foul by M. Morris (drawn by D. White),34,48
160,2,5:08.0,W. Barton enters the game for M. Beasley,,34,48
161,2,5:08.0,G. Harris enters the game for N. Jokić,,34,48
162,2,5:08.0,P. Millsap enters the game for M. Morris,,34,48
163,2,5:08.0,J. Murray enters the game for I. Thomas,,34,48
164,2,5:08.0,,R. Gay enters the game for B. Forbes,34,48
165,2,4:59.0,,D. DeRozan misses 2-pt jump shot from 7 ft,34,48
166,2,4:59.0,,Offensive rebound by Team,34,48
167,2,4:59.0,,D. DeRozan misses 2-pt layup from 6 ft,34,48
168,2,4:54.0,Defensive rebound by P. Millsap,,34,48
169,2,4:44.0,P. Millsap misses 2-pt jump shot from 9 ft,,34,48
170,2,4:41.0,,Defensive rebound by L. Aldridge,34,48
171,2,4:34.0,,D. DeRozan misses 2-pt layup from 6 ft,34,48
172,2,4:34.0,Defensive rebound by Team,,34,48
173,2,4:34.0,,Technical foul by D. DeRozan,34,48
174,2,4:34.0,J. Murray makes technical free throw,,35,48
175,2,4:14.0,P. Millsap makes 2-pt jump shot from 8 ft,,37,48
176,2,4:04.0,,Offensive foul by L. Aldridge (drawn by P. Millsap),37,48
177,2,4:04.0,,Turnover by L. Aldridge (offensive foul),37,48
178,2,3:55.0,J. Murray misses 2-pt jump shot from 18 ft,,37,48
179,2,3:52.0,,Defensive rebound by D. DeRozan,37,48
180,2,3:43.0,,D. White misses 3-pt jump shot from 27 ft,37,48
181,2,3:40.0,Defensive rebound by P. Millsap,,37,48
182,2,3:31.0,T. Craig misses 3-pt jump shot from 26 ft,,37,48
183,2,3:30.0,Offensive rebound by Team,,37,48
184,2,3:30.0,,Loose ball foul by R. Gay (drawn by P. Millsap),37,48
185,2,3:25.0,G. Harris misses 3-pt jump shot from 26 ft,,37,48
186,2,3:21.0,,Defensive rebound by D. DeRozan,37,48
187,2,3:13.0,,D. DeRozan makes 2-pt layup from 2 ft,37,50
188,2,3:13.0,,Shooting foul by P. Millsap (drawn by D. DeRozan),37,50
189,2,3:13.0,N. Jokić enters the game for T. Craig,,37,50
190,2,3:13.0,,D. DeRozan makes free throw 1 of 1,37,51
191,2,3:02.0,G. Harris makes 2-pt jump shot from 8 ft (assist by J. Murray),,39,51
192,2,2:47.0,,R. Gay makes 2-pt jump shot from 11 ft (assist by D. White),39,53
193,2,2:36.0,J. Murray misses 2-pt jump shot from 19 ft,,39,53
194,2,2:36.0,,Defensive rebound by D. DeRozan,39,53
195,2,2:30.0,,Personal foul by J. Murray (drawn by D. DeRozan),39,53
196,2,2:30.0,Denver full timeout,,39,53
197,2,2:24.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. White),39,55
198,2,2:02.0,N. Jokić makes 2-pt layup from 6 ft (assist by J. Murray),,41,55
199,2,1:40.0,,D. White misses 2-pt layup from 5 ft (block by W. Barton),41,55
200,2,1:36.0,Defensive rebound by J. Murray,,41,55
201,2,1:25.0,W. Barton makes 2-pt jump shot from 11 ft (assist by N. Jokić),,43,55
202,2,1:03.0,,L. Aldridge misses 2-pt jump shot from 12 ft,43,55
203,2,1:01.0,Defensive rebound by J. Murray,,43,55
204,2,0:55.0,N. Jokić makes 2-pt hook shot from 4 ft (assist by J. Murray),,45,55
205,2,0:41.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. DeRozan),45,58
206,2,0:32.0,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Murray),,48,58
207,2,0:12.0,,L. Aldridge misses 2-pt layup from 5 ft,48,58
208,2,0:10.0,Defensive rebound by P. Millsap,,48,58
209,2,0:06.0,Personal take foul by R. Gay (drawn by W. Barton),,48,58
210,2,0:06.0,T. Craig enters the game for P. Millsap,,48,58
211,2,0:02.0,J. Murray misses 2-pt layup from 4 ft,,48,58
212,2,0:00.0,N. Jokić misses 2-pt layup from 2 ft,,48,58
213,2,0:00.0,,Defensive rebound by L. Aldridge,48,58
214,2,0:01.0,Offensive rebound by N. Jokić,,48,58
215,3,11:49.0,,Personal foul by W. Barton (drawn by L. Aldridge),48,58
216,3,11:36.0,,L. Aldridge misses 3-pt jump shot from 25 ft,48,58
217,3,11:34.0,Defensive rebound by W. Barton,,48,58
218,3,11:26.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,51,58
219,3,11:13.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. DeRozan),51,60
220,3,10:52.0,J. Murray misses 3-pt jump shot from 26 ft,,51,60
221,3,10:52.0,,Defensive rebound by Team,51,60
222,3,10:34.0,,L. Aldridge misses 2-pt jump shot from 10 ft,51,60
223,3,10:31.0,Defensive rebound by W. Barton,,51,60
224,3,10:18.0,G. Harris misses 2-pt jump shot from 14 ft,,51,60
225,3,10:15.0,,Defensive rebound by L. Aldridge,51,60
226,3,10:08.0,,J. Poeltl makes 2-pt jump shot from 4 ft (assist by D. White),51,62
227,3,9:51.0,W. Barton makes 3-pt jump shot from 24 ft (assist by N. Jokić),,54,62
228,3,9:28.0,,D. White makes 2-pt layup from 4 ft,54,64
229,3,9:13.0,N. Jokić makes 3-pt jump shot from 27 ft (assist by J. Murray),,57,64
230,3,8:56.0,,Offensive foul by L. Aldridge (drawn by P. Millsap),57,64
231,3,8:56.0,,Turnover by L. Aldridge (offensive foul),57,64
232,3,8:45.0,P. Millsap misses 2-pt layup from 5 ft,,57,64
233,3,8:42.0,,Defensive rebound by L. Aldridge,57,64
234,3,8:26.0,,B. Forbes misses 3-pt jump shot from 26 ft,57,64
235,3,8:24.0,Defensive rebound by N. Jokić,,57,64
236,3,8:08.0,J. Murray makes 2-pt jump shot from 8 ft,,59,64
237,3,8:08.0,,San Antonio full timeout,59,64
238,3,8:08.0,,M. Belinelli enters the game for B. Forbes,59,64
239,3,7:50.0,,D. DeRozan makes 2-pt jump shot from 13 ft (assist by L. Aldridge),59,66
240,3,7:32.0,N. Jokić misses 2-pt jump shot from 5 ft,,59,66
241,3,7:29.0,,Defensive rebound by L. Aldridge,59,66
242,3,7:15.0,,D. White misses 3-pt jump shot from 26 ft,59,66
243,3,7:11.0,Defensive rebound by W. Barton,,59,66
244,3,7:07.0,Offensive foul by N. Jokić (drawn by J. Poeltl),,59,66
245,3,7:07.0,Turnover by N. Jokić (offensive foul),,59,66
246,3,7:07.0,,R. Gay enters the game for J. Poeltl,59,66
247,3,6:50.0,,D. White misses 2-pt jump shot from 10 ft,59,66
248,3,6:47.0,Defensive rebound by P. Millsap,,59,66
249,3,6:39.0,N. Jokić makes 2-pt jump shot from 7 ft,,61,66
250,3,6:18.0,,R. Gay misses 2-pt jump shot from 14 ft,61,66
251,3,6:17.0,,Offensive rebound by L. Aldridge,61,66
252,3,6:17.0,,Shooting foul by P. Millsap (drawn by L. Aldridge),61,66
253,3,6:17.0,,L. Aldridge misses free throw 1 of 2,61,66
254,3,6:17.0,,Offensive rebound by Team,61,66
255,3,6:17.0,,L. Aldridge makes free throw 2 of 2,61,67
256,3,6:06.0,G. Harris makes 3-pt jump shot from 27 ft (assist by N. Jokić),,64,67
257,3,5:47.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by R. Gay),64,70
258,3,5:34.0,Turnover by J. Murray (bad pass; steal by D. DeRozan),,64,70
259,3,5:29.0,,R. Gay makes 2-pt layup from 6 ft (assist by D. White),64,72
260,3,5:29.0,Denver full timeout,,64,72
261,3,5:29.0,M. Beasley enters the game for G. Harris,,64,72
262,3,5:29.0,M. Plumlee enters the game for P. Millsap,,64,72
263,3,5:08.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,67,72
264,3,4:48.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),67,75
265,3,4:34.0,W. Barton misses 3-pt jump shot from 27 ft,,67,75
266,3,4:33.0,Offensive rebound by Team,,67,75
267,3,4:33.0,,Loose ball foul by R. Gay (drawn by M. Plumlee),67,75
268,3,4:33.0,,P. Mills enters the game for D. White,67,75
269,3,4:27.0,J. Murray misses 2-pt layup from 5 ft,,67,75
270,3,4:25.0,,Defensive rebound by R. Gay,67,75
271,3,4:17.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by R. Gay),67,78
272,3,4:03.0,Personal foul by D. DeRozan (drawn by M. Beasley),,67,78
273,3,4:03.0,M. Morris enters the game for J. Murray,,67,78
274,3,3:57.0,M. Beasley misses 3-pt jump shot from 26 ft,,67,78
275,3,3:53.0,,Defensive rebound by M. Belinelli,67,78
276,3,3:44.0,,R. Gay misses 3-pt jump shot from 26 ft,67,78
277,3,3:44.0,,Offensive rebound by Team,67,78
278,3,3:35.0,,L. Aldridge misses 2-pt jump shot from 11 ft,67,78
279,3,3:32.0,Defensive rebound by N. Jokić,,67,78
280,3,3:23.0,Turnover by N. Jokić (bad pass),,67,78
281,3,3:23.0,I. Thomas enters the game for W. Barton,,67,78
282,3,3:07.0,,Shooting foul by M. Beasley (drawn by D. DeRozan),67,78
283,3,3:07.0,,D. DeRozan makes free throw 1 of 2,67,79
284,3,3:07.0,P. Millsap enters the game for N. Jokić,,67,79
285,3,3:07.0,,J. Poeltl enters the game for L. Aldridge,67,79
286,3,3:07.0,,D. DeRozan misses free throw 2 of 2,67,79
287,3,3:03.0,Defensive rebound by P. Millsap,,67,79
288,3,2:52.0,M. Morris makes 2-pt jump shot from 10 ft (assist by M. Beasley),,69,79
289,3,2:36.0,,M. Belinelli misses 3-pt jump shot from 26 ft,69,79
290,3,2:32.0,Defensive rebound by M. Beasley,,69,79
291,3,2:24.0,P. Millsap misses 2-pt jump shot from 9 ft (block by R. Gay),,69,79
292,3,2:19.0,,Defensive rebound by J. Poeltl,69,79
293,3,2:07.0,,D. DeRozan makes 2-pt jump shot from 16 ft,69,81
294,3,1:53.0,Turnover by M. Plumlee (bad pass; steal by D. DeRozan),,69,81
295,3,1:45.0,,P. Mills misses 3-pt jump shot from 23 ft,69,81
296,3,1:41.0,Defensive rebound by P. Millsap,,69,81
297,3,1:28.0,M. Morris misses 3-pt jump shot from 26 ft,,69,81
298,3,1:25.0,,Defensive rebound by P. Mills,69,81
299,3,1:06.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by R. Gay),69,83
300,3,1:06.0,Denver full timeout,,69,83
301,3,0:54.0,I. Thomas misses 3-pt jump shot from 26 ft,,69,83
302,3,0:51.0,,Defensive rebound by R. Gay,69,83
303,3,0:37.0,,D. DeRozan makes 2-pt jump shot from 11 ft,69,85
304,3,0:30.0,,Violation by Team (kicked ball),69,85
305,3,0:24.0,M. Plumlee misses 2-pt hook shot from 7 ft,,69,85
306,3,0:22.0,,Defensive rebound by D. DeRozan,69,85
307,3,0:10.0,,Personal take foul by M. Beasley (drawn by D. DeRozan),69,85
308,3,0:10.0,T. Craig enters the game for P. Millsap,,69,85
309,3,0:00.0,,P. Mills misses 3-pt jump shot from 26 ft,69,85
310,3,0:00.0,,Offensive rebound by Team,69,85
311,4,11:44.0,M. Morris misses 2-pt jump shot from 19 ft,,69,85
312,4,11:40.0,Offensive rebound by M. Plumlee,,69,85
313,4,11:26.0,I. Thomas misses 2-pt layup from 5 ft (block by D. White),,69,85
314,4,11:26.0,Offensive rebound by Team,,69,85
315,4,11:26.0,Turnover by Team (shot clock),,69,85
316,4,11:04.0,,Shooting foul by T. Craig (drawn by R. Gay),69,85
317,4,11:04.0,,R. Gay makes free throw 1 of 2,69,86
318,4,11:04.0,,R. Gay makes free throw 2 of 2,69,87
319,4,10:51.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by M. Plumlee),,72,87
320,4,10:30.0,,R. Gay misses 2-pt jump shot from 5 ft (block by M. Plumlee),72,87
321,4,10:26.0,Defensive rebound by T. Craig,,72,87
322,4,10:21.0,M. Morris makes 2-pt jump shot from 4 ft (assist by I. Thomas),,74,87
323,4,10:03.0,,D. White makes 3-pt jump shot from 26 ft (assist by P. Mills),74,90
324,4,9:50.0,M. Morris misses 2-pt layup from 4 ft (block by R. Gay),,74,90
325,4,9:47.0,,Defensive rebound by R. Gay,74,90
326,4,9:30.0,,D. White misses 2-pt layup from 3 ft,74,90
327,4,9:26.0,,J. Poeltl misses 2-pt layup at rim,74,90
328,4,9:26.0,,Offensive rebound by J. Poeltl,74,90
329,4,9:25.0,Defensive rebound by M. Beasley,,74,90
330,4,9:22.0,I. Thomas misses 3-pt jump shot from 26 ft,,74,90
331,4,9:18.0,,Defensive rebound by R. Gay,74,90
332,4,9:10.0,,Shooting foul by M. Plumlee (drawn by R. Gay),74,90
333,4,9:10.0,,R. Gay misses free throw 1 of 2,74,90
334,4,9:10.0,,Offensive rebound by Team,74,90
335,4,9:10.0,,L. Aldridge enters the game for P. Mills,74,90
336,4,9:10.0,,M. Belinelli enters the game for J. Poeltl,74,90
337,4,9:10.0,,R. Gay makes free throw 2 of 2,74,91
338,4,9:04.0,M. Beasley misses 3-pt jump shot from 26 ft,,74,91
339,4,9:00.0,,Defensive rebound by D. White,74,91
340,4,8:51.0,,Offensive foul by L. Aldridge (drawn by I. Thomas),74,91
341,4,8:51.0,,Turnover by L. Aldridge (offensive foul),74,91
342,4,8:51.0,N. Jokić enters the game for M. Plumlee,,74,91
343,4,8:51.0,,B. Forbes enters the game for R. Gay,74,91
344,4,8:36.0,M. Beasley makes 2-pt jump shot from 6 ft,,76,91
345,4,8:36.0,Shooting foul by B. Forbes (drawn by M. Beasley),,76,91
346,4,8:36.0,G. Harris enters the game for M. Morris,,76,91
347,4,8:36.0,M. Beasley makes free throw 1 of 1,,77,91
348,4,8:16.0,,L. Aldridge makes 2-pt jump shot from 12 ft,77,93
349,4,8:06.0,T. Craig makes 3-pt jump shot from 27 ft (assist by I. Thomas),,80,93
350,4,7:53.0,,D. Bertāns makes 2-pt jump shot from 7 ft (assist by D. White),80,95
351,4,7:53.0,Denver full timeout,,80,95
352,4,7:53.0,W. Barton enters the game for M. Beasley,,80,95
353,4,7:53.0,P. Millsap enters the game for T. Craig,,80,95
354,4,7:53.0,J. Murray enters the game for I. Thomas,,80,95
355,4,7:32.0,G. Harris misses 3-pt jump shot from 28 ft,,80,95
356,4,7:29.0,,Defensive rebound by L. Aldridge,80,95
357,4,7:14.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),80,98
358,4,7:01.0,N. Jokić makes 3-pt jump shot from 26 ft,,83,98
359,4,6:42.0,,M. Belinelli misses 3-pt jump shot from 24 ft,83,98
360,4,6:39.0,Defensive rebound by W. Barton,,83,98
361,4,6:29.0,P. Millsap makes 3-pt jump shot from 27 ft (assist by W. Barton),,86,98
362,4,6:08.0,,Turnover by L. Aldridge (bad pass),86,98
363,4,6:08.0,,D. DeRozan enters the game for M. Belinelli,86,98
364,4,6:00.0,Offensive foul by J. Murray (drawn by D. White),,86,98
365,4,6:00.0,Turnover by J. Murray (offensive foul),,86,98
366,4,5:46.0,,D. DeRozan makes 2-pt layup from 3 ft,86,100
367,4,5:32.0,J. Murray makes 2-pt jump shot from 10 ft,,88,100
368,4,5:10.0,,D. White misses 2-pt jump shot from 3 ft,88,100
369,4,5:07.0,Defensive rebound by G. Harris,,88,100
370,4,5:03.0,P. Millsap misses 3-pt jump shot from 27 ft,,88,100
371,4,5:01.0,,Defensive rebound by D. White,88,100
372,4,4:42.0,,Turnover by D. DeRozan (lost ball; steal by J. Murray),88,100
373,4,4:38.0,G. Harris misses 2-pt layup from 4 ft (block by D. White),,88,100
374,4,4:34.0,,Defensive rebound by B. Forbes,88,100
375,4,4:31.0,,San Antonio full timeout,88,100
376,4,4:31.0,,R. Gay enters the game for B. Forbes,88,100
377,4,4:27.0,,D. DeRozan makes 2-pt layup from 4 ft (assist by D. Bertāns),88,102
378,4,4:08.0,J. Murray makes 3-pt jump shot from 26 ft (assist by P. Millsap),,91,102
379,4,3:41.0,,D. Bertāns misses 3-pt jump shot from 31 ft,91,102
380,4,3:39.0,Defensive rebound by P. Millsap,,91,102
381,4,3:22.0,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),,94,102
