,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
381,4,6:35.0,L. Stephenson misses free throw 1 of 2,,91,115
382,4,6:35.0,Offensive rebound by Team,,91,115
383,4,6:35.0,I. Zubac enters the game for K. Caldwell-Pope,,91,115
384,4,6:35.0,L. Stephenson misses free throw 2 of 2,,91,115
385,4,6:32.0,,Defensive rebound by B. Beal,91,115
386,4,6:22.0,,Turnover by J. Wall (bad pass; steal by S. Mykhailiuk),91,115
387,4,6:16.0,K. Kuzma makes 2-pt layup from 2 ft (assist by S. Mykhailiuk),,93,115
388,4,5:53.0,,T. Bryant misses 2-pt dunk from 3 ft,93,115
389,4,5:50.0,Defensive rebound by I. Zubac,,93,115
390,4,5:43.0,Turnover by S. Mykhailiuk (bad pass; steal by T. Satoranský),,93,115
391,4,5:33.0,,J. Wall misses 3-pt jump shot from 28 ft,93,115
392,4,5:30.0,Defensive rebound by S. Mykhailiuk,,93,115
393,4,5:27.0,I. Zubac makes 2-pt dunk from 2 ft (assist by L. Ball),,95,115
394,4,5:01.0,,Turnover by B. Beal (bad pass; steal by L. Ball),95,115
395,4,4:56.0,S. Mykhailiuk misses 2-pt layup from 3 ft,,95,115
396,4,4:55.0,Offensive rebound by K. Kuzma,,95,115
397,4,4:54.0,K. Kuzma makes 2-pt layup from 1 ft,,97,115
398,4,4:40.0,,B. Beal makes 2-pt layup from 1 ft,97,117
399,4,4:33.0,K. Kuzma makes 2-pt layup from 1 ft,,99,117
400,4,4:19.0,,B. Beal makes 3-pt jump shot from 26 ft,99,120
401,4,4:05.0,Turnover by K. Kuzma (lost ball; steal by S. Dekker),,99,120
402,4,4:00.0,,Turnover by S. Dekker (bad pass; steal by S. Mykhailiuk),99,120
403,4,3:55.0,L. Ball makes 3-pt jump shot from 23 ft (assist by L. Stephenson),,102,120
404,4,3:54.0,,Washington full timeout,102,120
405,4,3:54.0,I. Bonga enters the game for K. Kuzma,,102,120
406,4,3:54.0,,J. Green enters the game for S. Dekker,102,120
407,4,3:45.0,,B. Beal misses 3-pt jump shot from 26 ft,102,120
408,4,3:41.0,Defensive rebound by L. Ball,,102,120
409,4,3:34.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by L. Ball),,105,120
410,4,3:17.0,,Personal foul by L. Stephenson (drawn by J. Wall),105,120
411,4,3:07.0,,J. Green makes 3-pt jump shot from 23 ft (assist by T. Bryant),105,123
412,4,2:54.0,I. Bonga makes 2-pt layup from 2 ft (assist by I. Zubac),,107,123
413,4,2:32.0,,J. Wall makes 3-pt jump shot from 26 ft,107,126
414,4,2:26.0,Turnover by L. Ball (dbl dribble),,107,126
415,4,2:26.0,,T. Brown enters the game for B. Beal,107,126
416,4,2:26.0,,J. McRae enters the game for J. Wall,107,126
417,4,2:17.0,,Turnover by T. Satoranský (bad pass; steal by L. Stephenson),107,126
418,4,2:13.0,Turnover by L. Stephenson (lost ball; steal by J. McRae),,107,126
419,4,2:07.0,,Personal foul by L. Stephenson (drawn by J. McRae),107,126
420,4,2:07.0,,O. White enters the game for J. Green,107,126
421,4,1:59.0,,O. White misses 3-pt jump shot from 26 ft,107,126
422,4,1:55.0,Defensive rebound by I. Zubac,,107,126
423,4,1:47.0,Turnover by S. Mykhailiuk (bad pass; steal by T. Satoranský),,107,126
424,4,1:42.0,,T. Satoranský misses 2-pt dunk from 3 ft,107,126
425,4,1:41.0,Defensive rebound by S. Mykhailiuk,,107,126
426,4,1:37.0,I. Zubac makes 2-pt layup from 2 ft (assist by I. Bonga),,109,126
427,4,1:23.0,,J. McRae misses 2-pt jump shot from 9 ft,109,126
428,4,1:23.0,Defensive rebound by L. Ball,,109,126
429,4,1:18.0,Shooting foul by T. Brown (drawn by I. Bonga),,109,126
430,4,1:18.0,I. Bonga misses free throw 1 of 2,,109,126
431,4,1:18.0,Offensive rebound by Team,,109,126
432,4,1:18.0,I. Bonga makes free throw 2 of 2,,110,126
433,4,0:57.0,,T. Brown misses 2-pt layup from 3 ft,110,126
434,4,0:57.0,,Offensive rebound by T. Bryant,110,126
435,4,0:56.0,,T. Bryant makes 2-pt layup from 3 ft,110,128
436,4,0:46.0,L. Stephenson misses 3-pt jump shot from 31 ft,,110,128
437,4,0:42.0,,Defensive rebound by T. Bryant,110,128
438,4,0:23.0,,T. Brown misses 3-pt jump shot from 28 ft,110,128
439,4,0:19.0,Defensive rebound by I. Bonga,,110,128
440,4,0:01.0,L. Stephenson misses 2-pt jump shot from 21 ft,,110,128
441,4,0:00.0,,Defensive rebound by Team,110,128
