,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MILWAUKEE_ACTION,LA CLIPPERS_SCORE,MILWAUKEE_SCORE
365,4,9:27.0,,B. Lopez enters the game for D. Wilson,85,104
366,4,9:27.0,,G. Antetokounmpo misses free throw 2 of 2,85,104
367,4,9:23.0,Defensive rebound by J. Green,,85,104
368,4,9:13.0,M. Harrell makes 2-pt dunk from 1 ft (assist by J. Robinson),,87,104
369,4,8:56.0,,B. Lopez makes 2-pt jump shot from 7 ft,87,106
370,4,8:43.0,M. Harrell misses 2-pt jump shot from 4 ft,,87,106
371,4,8:43.0,Offensive rebound by M. Harrell,,87,106
372,4,8:43.0,Shooting foul by S. Brown (drawn by M. Harrell),,87,106
373,4,8:43.0,M. Harrell makes free throw 1 of 2,,88,106
374,4,8:43.0,M. Harrell misses free throw 2 of 2,,88,106
375,4,8:40.0,,Defensive rebound by G. Antetokounmpo,88,106
376,4,8:18.0,,S. Brown misses 3-pt jump shot from 26 ft,88,106
377,4,8:14.0,Defensive rebound by J. Green,,88,106
378,4,8:04.0,W. Chandler makes 3-pt jump shot from 28 ft (assist by M. Harrell),,91,106
379,4,7:52.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,91,108
380,4,7:46.0,Personal take foul by E. Bledsoe (drawn by G. Temple),,91,108
381,4,7:46.0,,Milwaukee full timeout,91,108
382,4,7:46.0,S. Thornwell enters the game for M. Harrell,,91,108
383,4,7:46.0,,E. İlyasova enters the game for G. Antetokounmpo,91,108
384,4,7:46.0,,K. Middleton enters the game for S. Brown,91,108
385,4,7:36.0,J. Green makes 3-pt jump shot from 27 ft (assist by G. Temple),,94,108
386,4,7:20.0,,B. Lopez misses 3-pt jump shot from 23 ft,94,108
387,4,7:16.0,Defensive rebound by S. Thornwell,,94,108
388,4,7:15.0,Shooting foul by B. Lopez (drawn by S. Thornwell),,94,108
389,4,7:15.0,S. Thornwell makes free throw 1 of 2,,95,108
390,4,7:15.0,S. Thornwell misses free throw 2 of 2,,95,108
391,4,7:12.0,,Defensive rebound by B. Lopez,95,108
392,4,6:58.0,,K. Middleton misses 2-pt jump shot from 16 ft,95,108
393,4,6:55.0,Defensive rebound by W. Chandler,,95,108
394,4,6:50.0,J. Green makes 3-pt jump shot from 28 ft (assist by W. Chandler),,98,108
395,4,6:31.0,,K. Middleton makes 2-pt jump shot from 12 ft,98,110
396,4,6:16.0,W. Chandler makes 3-pt jump shot from 29 ft (assist by J. Green),,101,110
397,4,5:55.0,,Shooting foul by S. Thornwell (drawn by K. Middleton),101,110
398,4,5:55.0,,K. Middleton makes free throw 1 of 2,101,111
399,4,5:55.0,,K. Middleton makes free throw 2 of 2,101,112
400,4,5:35.0,J. Green misses 2-pt layup from 2 ft,,101,112
401,4,5:29.0,Offensive rebound by J. Green,,101,112
402,4,5:29.0,J. Green makes 2-pt layup at rim,,103,112
403,4,5:15.0,,Shooting foul by J. Robinson (drawn by P. Connaughton),103,112
404,4,5:15.0,,P. Connaughton makes free throw 1 of 2,103,113
405,4,5:15.0,,P. Connaughton misses free throw 2 of 2,103,113
406,4,5:11.0,Defensive rebound by J. Green,,103,113
407,4,4:59.0,G. Temple misses 3-pt jump shot from 28 ft,,103,113
408,4,4:55.0,,Defensive rebound by K. Middleton,103,113
409,4,4:39.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),103,116
410,4,4:39.0,LA Clippers full timeout,,103,116
411,4,4:39.0,S. Gilgeous-Alexander enters the game for G. Temple,,103,116
412,4,4:22.0,Offensive foul by S. Gilgeous-Alexander (drawn by E. Bledsoe),,103,116
413,4,4:22.0,Turnover by S. Gilgeous-Alexander (offensive foul),,103,116
414,4,4:22.0,L. Shamet enters the game for S. Thornwell,,103,116
415,4,4:13.0,,E. Bledsoe makes 2-pt dunk from 2 ft,103,118
416,4,4:12.0,LA Clippers full timeout,,103,118
417,4,4:07.0,L. Shamet misses 3-pt jump shot from 28 ft,,103,118
418,4,4:03.0,,Defensive rebound by E. Bledsoe,103,118
419,4,3:58.0,,K. Middleton misses 2-pt layup from 3 ft (block by J. Robinson),103,118
420,4,3:57.0,,Offensive rebound by K. Middleton,103,118
421,4,3:56.0,,K. Middleton misses 2-pt layup from 2 ft,103,118
422,4,3:54.0,,Offensive rebound by K. Middleton,103,118
423,4,3:53.0,,K. Middleton makes 2-pt layup from 1 ft,103,120
424,4,3:31.0,W. Chandler makes 3-pt jump shot from 27 ft (assist by J. Green),,106,120
425,4,3:17.0,,K. Middleton misses 3-pt jump shot from 28 ft,106,120
426,4,3:13.0,Defensive rebound by J. Green,,106,120
427,4,3:10.0,J. Green misses 2-pt layup from 2 ft,,106,120
428,4,3:07.0,,Defensive rebound by E. Bledsoe,106,120
429,4,2:48.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,106,123
430,4,2:37.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,,108,123
431,4,2:18.0,,Personal foul by J. Green (drawn by E. Bledsoe),108,123
432,4,2:18.0,S. Thornwell enters the game for S. Gilgeous-Alexander,,108,123
433,4,2:18.0,T. Wallace enters the game for J. Green,,108,123
434,4,2:18.0,,S. Brown enters the game for E. Bledsoe,108,123
435,4,2:18.0,,G. Hill enters the game for P. Connaughton,108,123
436,4,2:18.0,,D. Wilson enters the game for E. İlyasova,108,123
437,4,2:07.0,,K. Middleton misses 2-pt jump shot from 15 ft,108,123
438,4,2:04.0,Defensive rebound by L. Shamet,,108,123
439,4,2:02.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by L. Shamet),,111,123
440,4,1:47.0,,K. Middleton makes 2-pt layup from 1 ft (assist by G. Hill),111,125
441,4,1:37.0,J. Robinson makes 3-pt jump shot from 28 ft (assist by S. Thornwell),,114,125
442,4,1:26.0,,K. Middleton makes 3-pt jump shot from 28 ft,114,128
443,4,1:12.0,T. Wallace misses 2-pt hook shot from 5 ft,,114,128
444,4,1:10.0,,Defensive rebound by B. Lopez,114,128
445,4,1:10.0,,Milwaukee full timeout,114,128
446,4,1:10.0,Á. Delgado enters the game for W. Chandler,,114,128
447,4,1:10.0,J. Motley enters the game for L. Shamet,,114,128
448,4,1:10.0,,B. Colson enters the game for G. Hill,114,128
449,4,1:10.0,,P. Connaughton enters the game for B. Lopez,114,128
450,4,1:10.0,,T. Frazier enters the game for K. Middleton,114,128
451,4,1:03.0,,Turnover by T. Frazier (bad pass; steal by S. Thornwell),114,128
452,4,1:02.0,,Clear path foul by S. Thornwell,114,128
453,4,1:02.0,,E. İlyasova enters the game for S. Brown,114,128
454,4,1:02.0,S. Thornwell makes clear path free throw 1 of 2,,115,128
455,4,1:02.0,S. Thornwell makes clear path free throw 2 of 2,,116,128
456,4,0:51.0,Á. Delgado misses 2-pt layup from 4 ft (block by E. İlyasova),,116,128
457,4,0:46.0,,Defensive rebound by B. Colson,116,128
458,4,0:34.0,,T. Frazier misses 2-pt hook shot from 1 ft,116,128
459,4,0:31.0,Defensive rebound by J. Motley,,116,128
460,4,0:24.0,T. Wallace makes 2-pt hook shot from 10 ft (assist by J. Motley),,118,128
461,4,0:00.0,,Turnover by Team (shot clock),118,128
