,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
0,1,11:41.0,D. Booker makes 2-pt jump shot from 20 ft (assist by D. Ayton),,2,0
1,1,11:19.0,,E. Freedom misses 2-pt layup from 1 ft,2,0
2,1,11:17.0,Defensive rebound by M. Bridges,,2,0
3,1,11:10.0,D. Booker misses 2-pt jump shot from 16 ft,,2,0
4,1,11:08.0,,Defensive rebound by C. Lee,2,0
5,1,11:02.0,,Turnover by C. Lee (lost ball; steal by D. Booker),2,0
6,1,11:00.0,D. Booker makes 2-pt layup from 1 ft,,4,0
7,1,11:00.0,Shooting foul by N. Vonleh (drawn by D. Booker),,4,0
8,1,11:00.0,D. Booker makes free throw 1 of 1,,5,0
9,1,10:42.0,,Turnover by N. Vonleh (lost ball; steal by T. Warren),5,0
10,1,10:36.0,T. Warren misses 3-pt jump shot from 24 ft,,5,0
11,1,10:34.0,,Defensive rebound by C. Lee,5,0
12,1,10:26.0,,C. Lee makes 2-pt layup from 2 ft (assist by E. Freedom),5,2
13,1,10:04.0,D. Ayton misses 2-pt layup from 2 ft,,5,2
14,1,10:02.0,Offensive rebound by D. Ayton,,5,2
15,1,10:00.0,D. Ayton makes 2-pt layup from 1 ft,,7,2
16,1,9:52.0,,Shooting foul by D. Melton (drawn by K. Knox),7,2
17,1,9:52.0,,K. Knox makes free throw 1 of 2,7,3
18,1,9:52.0,,K. Knox makes free throw 2 of 2,7,4
19,1,9:38.0,D. Ayton makes 2-pt layup from 1 ft (assist by D. Booker),,9,4
20,1,9:26.0,,E. Freedom misses 2-pt layup from 1 ft (block by T. Warren),9,4
21,1,9:25.0,,Offensive rebound by N. Vonleh,9,4
22,1,9:24.0,,Shooting foul by D. Ayton (drawn by N. Vonleh),9,4
23,1,9:24.0,,N. Vonleh makes free throw 1 of 2,9,5
24,1,9:24.0,,N. Vonleh misses free throw 2 of 2,9,5
25,1,9:22.0,Defensive rebound by D. Ayton,,9,5
26,1,9:06.0,D. Ayton makes 2-pt jump shot from 18 ft (assist by D. Melton),,11,5
27,1,8:48.0,,C. Lee misses 3-pt jump shot from 25 ft,11,5
28,1,8:46.0,,Offensive rebound by E. Freedom,11,5
29,1,8:44.0,,E. Freedom misses 2-pt layup from 2 ft,11,5
30,1,8:42.0,Defensive rebound by D. Booker,,11,5
31,1,8:29.0,Shooting foul by N. Vonleh (drawn by D. Booker),,11,5
32,1,8:29.0,,L. Thomas enters the game for N. Vonleh,11,5
33,1,8:29.0,D. Booker misses free throw 1 of 2,,11,5
34,1,8:29.0,Offensive rebound by Team,,11,5
35,1,8:29.0,D. Booker makes free throw 2 of 2,,12,5
36,1,8:12.0,,L. Thomas misses 2-pt jump shot from 16 ft,12,5
37,1,8:10.0,Defensive rebound by T. Warren,,12,5
38,1,8:03.0,D. Melton misses 3-pt jump shot from 25 ft,,12,5
39,1,8:01.0,,Defensive rebound by K. Knox,12,5
