,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
0,1,11:38.0,,J. Jackson makes 2-pt layup at rim,0,2
1,1,11:13.0,C. Osman misses 3-pt jump shot from 25 ft,,0,2
2,1,11:12.0,,Defensive rebound by Team,0,2
3,1,11:12.0,Loose ball foul by A. Žižić (drawn by J. Jackson),,0,2
4,1,10:55.0,,M. Gasol makes 2-pt jump shot from 9 ft (assist by M. Conley),0,4
5,1,10:35.0,Turnover by C. Sexton (bad pass; steal by M. Gasol),,0,4
6,1,10:20.0,,Turnover by J. Jackson (bad pass; steal by A. Burks),0,4
7,1,10:18.0,Shooting foul by G. Temple (drawn by A. Burks),,0,4
8,1,10:18.0,A. Burks makes free throw 1 of 2,,1,4
9,1,10:18.0,A. Burks misses free throw 2 of 2,,1,4
10,1,10:16.0,,Defensive rebound by K. Anderson,1,4
11,1,9:57.0,,M. Gasol misses 2-pt jump shot from 8 ft,1,4
12,1,9:52.0,Defensive rebound by A. Burks,,1,4
13,1,9:44.0,A. Žižić misses 2-pt jump shot from 13 ft,,1,4
14,1,9:42.0,,Defensive rebound by K. Anderson,1,4
15,1,9:38.0,,Personal foul by L. Nance (drawn by J. Jackson),1,4
16,1,9:32.0,,M. Gasol misses 3-pt jump shot from 26 ft,1,4
17,1,9:29.0,Defensive rebound by C. Osman,,1,4
18,1,9:12.0,C. Sexton misses 2-pt jump shot from 12 ft,,1,4
19,1,9:09.0,,Defensive rebound by J. Jackson,1,4
20,1,8:50.0,,J. Jackson misses 3-pt jump shot from 25 ft,1,4
21,1,8:47.0,Defensive rebound by A. Burks,,1,4
22,1,8:39.0,L. Nance misses 2-pt jump shot from 12 ft,,1,4
23,1,8:32.0,,Defensive rebound by G. Temple,1,4
24,1,8:28.0,,Turnover by M. Conley (bad pass; steal by L. Nance),1,4
25,1,8:21.0,C. Sexton misses 2-pt jump shot from 11 ft,,1,4
26,1,8:16.0,,Defensive rebound by G. Temple,1,4
27,1,7:56.0,,Turnover by Team (shot clock),1,4
28,1,7:39.0,A. Burks misses 2-pt layup from 1 ft,,1,4
29,1,7:37.0,Offensive rebound by A. Žižić,,1,4
30,1,7:36.0,A. Žižić misses 2-pt layup from 2 ft (block by J. Jackson),,1,4
31,1,7:33.0,,Defensive rebound by M. Gasol,1,4
32,1,7:32.0,,K. Anderson makes 2-pt layup from 1 ft (assist by M. Conley),1,6
33,1,7:32.0,,Shooting foul by C. Osman (drawn by K. Anderson),1,6
34,1,7:32.0,,K. Anderson makes free throw 1 of 1,1,7
35,1,7:14.0,Turnover by L. Nance (bad pass),,1,7
36,1,7:02.0,,M. Conley makes 2-pt jump shot from 10 ft,1,9
37,1,7:01.0,Cleveland full timeout,,1,9
38,1,7:01.0,C. Frye enters the game for A. Žižić,,1,9
39,1,6:49.0,C. Osman misses 2-pt layup from 2 ft,,1,9
40,1,6:47.0,,Defensive rebound by G. Temple,1,9
41,1,6:27.0,,M. Conley misses 3-pt jump shot from 26 ft,1,9
42,1,6:24.0,Defensive rebound by L. Nance,,1,9
43,1,6:11.0,Turnover by A. Burks (bad pass),,1,9
44,1,6:11.0,,S. Mack enters the game for M. Conley,1,9
45,1,5:54.0,,M. Gasol misses 2-pt jump shot from 17 ft,1,9
46,1,5:48.0,Defensive rebound by C. Osman,,1,9
47,1,5:43.0,C. Sexton misses 3-pt jump shot from 23 ft,,1,9
48,1,5:41.0,Offensive rebound by L. Nance,,1,9
49,1,5:41.0,L. Nance misses 2-pt layup at rim (block by K. Anderson),,1,9
50,1,5:41.0,Offensive rebound by Team,,1,9
51,1,5:41.0,J. Clarkson enters the game for A. Burks,,1,9
52,1,5:41.0,,D. Brooks enters the game for K. Anderson,1,9
53,1,5:41.0,,Violation by Team (delay of game),1,9
54,1,5:36.0,Turnover by C. Osman (lost ball; steal by J. Jackson),,1,9
55,1,5:19.0,,D. Brooks makes 2-pt jump shot from 12 ft,1,11
56,1,5:04.0,C. Frye misses 3-pt jump shot from 25 ft,,1,11
57,1,5:02.0,,Defensive rebound by S. Mack,1,11
58,1,4:53.0,,G. Temple makes 2-pt layup from 2 ft (assist by S. Mack),1,13
59,1,4:36.0,J. Clarkson misses 2-pt jump shot from 8 ft,,1,13
60,1,4:33.0,Offensive rebound by L. Nance,,1,13
61,1,4:26.0,C. Frye makes 3-pt jump shot from 23 ft (assist by C. Sexton),,4,13
62,1,4:07.0,,D. Brooks misses 3-pt jump shot from 26 ft,4,13
63,1,4:04.0,Defensive rebound by C. Osman,,4,13
64,1,4:00.0,C. Osman makes 2-pt layup from 1 ft,,6,13
65,1,4:00.0,Shooting foul by M. Gasol (drawn by C. Osman),,6,13
66,1,4:00.0,,Memphis full timeout,6,13
67,1,4:00.0,J. Blossomgame enters the game for L. Nance,,6,13
68,1,4:00.0,M. Dellavedova enters the game for C. Sexton,,6,13
69,1,4:00.0,,J. Green enters the game for J. Jackson,6,13
70,1,4:00.0,,W. Selden enters the game for G. Temple,6,13
71,1,4:00.0,C. Osman makes free throw 1 of 1,,7,13
72,1,3:45.0,,W. Selden misses 2-pt jump shot from 13 ft,7,13
73,1,3:42.0,Defensive rebound by J. Blossomgame,,7,13
74,1,3:29.0,Turnover by C. Frye (step out of bounds),,7,13
75,1,3:29.0,,J. Noah enters the game for M. Gasol,7,13
76,1,3:14.0,,J. Noah makes 2-pt hook shot from 4 ft,7,15
77,1,3:06.0,Turnover by C. Osman (out of bounds lost ball),,7,15
78,1,2:56.0,,S. Mack misses 3-pt jump shot from 26 ft,7,15
79,1,2:53.0,Defensive rebound by C. Osman,,7,15
80,1,2:43.0,J. Clarkson misses 3-pt jump shot from 25 ft,,7,15
81,1,2:43.0,Offensive rebound by Team,,7,15
82,1,2:43.0,,Loose ball foul by S. Mack (drawn by C. Osman),7,15
83,1,2:43.0,J. Jones enters the game for C. Osman,,7,15
84,1,2:43.0,,M. Conley enters the game for S. Mack,7,15
85,1,2:36.0,C. Frye misses 3-pt jump shot from 25 ft,,7,15
86,1,2:33.0,,Defensive rebound by J. Noah,7,15
87,1,2:23.0,,W. Selden makes 2-pt layup from 1 ft (assist by J. Noah),7,17
88,1,2:04.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,7,17
89,1,2:00.0,Offensive rebound by C. Frye,,7,17
90,1,1:58.0,J. Jones misses 3-pt jump shot from 24 ft,,7,17
91,1,1:56.0,,Defensive rebound by J. Noah,7,17
92,1,1:50.0,,M. Conley makes 2-pt jump shot from 14 ft,7,19
93,1,1:26.0,Turnover by C. Frye (3 sec),,7,19
94,1,1:15.0,,J. Green makes 2-pt jump shot from 16 ft (assist by J. Noah),7,21
95,1,1:00.0,C. Frye misses 2-pt jump shot from 13 ft,,7,21
96,1,0:56.0,,Defensive rebound by M. Conley,7,21
97,1,0:51.0,,Turnover by W. Selden (lost ball; steal by J. Clarkson),7,21
98,1,0:39.0,J. Clarkson makes 2-pt layup from 2 ft,,9,21
99,1,0:26.0,,M. Conley misses 2-pt jump shot from 20 ft,9,21
100,1,0:23.0,Defensive rebound by J. Clarkson,,9,21
101,1,0:01.0,C. Frye misses 3-pt jump shot from 28 ft,,9,21
102,1,0:01.0,Offensive rebound by Team,,9,21
103,2,11:39.0,J. Jones makes 2-pt dunk at rim (assist by M. Dellavedova),,11,21
104,2,11:19.0,,Turnover by J. Green (traveling),11,21
105,2,11:07.0,J. Clarkson misses 2-pt jump shot from 8 ft,,11,21
106,2,11:04.0,Offensive rebound by A. Žižić,,11,21
107,2,11:01.0,Personal foul by J. Noah (drawn by J. Clarkson),,11,21
108,2,10:52.0,M. Dellavedova makes 2-pt jump shot from 9 ft,,13,21
109,2,10:32.0,,D. Brooks misses 2-pt layup from 9 ft,13,21
110,2,10:29.0,Defensive rebound by A. Žižić,,13,21
111,2,10:25.0,J. Blossomgame misses 3-pt jump shot from 23 ft,,13,21
112,2,10:20.0,Offensive rebound by J. Jones,,13,21
113,2,10:13.0,J. Clarkson misses 3-pt jump shot from 27 ft,,13,21
114,2,10:11.0,,Defensive rebound by W. Selden,13,21
115,2,10:00.0,,Turnover by J. Noah (lost ball; steal by J. Clarkson),13,21
116,2,9:54.0,J. Jones makes 2-pt layup from 1 ft,,15,21
117,2,9:54.0,,Memphis full timeout,15,21
118,2,9:54.0,,K. Anderson enters the game for D. Brooks,15,21
119,2,9:54.0,,J. Jackson enters the game for J. Noah,15,21
120,2,9:41.0,,M. Conley misses 3-pt jump shot from 23 ft,15,21
121,2,9:37.0,Defensive rebound by A. Žižić,,15,21
122,2,9:32.0,J. Clarkson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,17,21
123,2,9:20.0,,J. Green misses 2-pt hook shot from 9 ft,17,21
124,2,9:17.0,Defensive rebound by A. Žižić,,17,21
125,2,9:06.0,Turnover by M. Dellavedova (bad pass; steal by K. Anderson),,17,21
126,2,9:00.0,,W. Selden makes 2-pt layup at rim,17,23
127,2,8:36.0,Shooting foul by W. Selden (drawn by A. Žižić),,17,23
128,2,8:36.0,A. Žižić makes free throw 1 of 2,,18,23
129,2,8:36.0,A. Burks enters the game for J. Jones,,18,23
130,2,8:36.0,,G. Temple enters the game for W. Selden,18,23
