,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
0,1,11:46.0,Turnover by L. Dončić (bad pass),,0,0
1,1,11:30.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),0,3
2,1,11:10.0,M. Kleber makes 2-pt layup from 4 ft (assist by J. Brunson),,2,3
3,1,10:52.0,,P. Tucker misses 3-pt jump shot from 26 ft,2,3
4,1,10:51.0,Defensive rebound by L. Dončić,,2,3
5,1,10:33.0,M. Kleber makes 2-pt jump shot from 10 ft,,4,3
6,1,10:23.0,Violation by Team (kicked ball),,4,3
7,1,10:17.0,,J. Harden misses 3-pt jump shot from 24 ft,4,3
8,1,10:17.0,Defensive rebound by J. Brunson,,4,3
9,1,10:11.0,Turnover by J. Brunson (bad pass; steal by J. Harden),,4,3
10,1,10:09.0,,J. Harden makes 2-pt layup from 4 ft,4,5
11,1,10:09.0,,Shooting foul by J. Brunson (drawn by J. Harden),4,5
12,1,10:09.0,,J. Harden makes free throw 1 of 1,4,6
13,1,9:50.0,L. Dončić makes 3-pt jump shot from 28 ft,,7,6
14,1,9:25.0,,K. Faried makes 2-pt dunk from 1 ft (assist by C. Paul),7,8
15,1,9:05.0,L. Dončić makes 2-pt layup from 7 ft,,9,8
16,1,8:53.0,,J. Harden misses 3-pt jump shot from 25 ft,9,8
17,1,8:52.0,Defensive rebound by L. Dončić,,9,8
18,1,8:44.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,9,8
19,1,8:42.0,,Defensive rebound by C. Paul,9,8
20,1,8:32.0,,J. Harden misses 3-pt jump shot from 27 ft,9,8
21,1,8:30.0,Defensive rebound by T. Hardaway,,9,8
22,1,8:21.0,M. Kleber misses 2-pt layup from 4 ft,,9,8
23,1,8:19.0,,Defensive rebound by J. Harden,9,8
24,1,8:11.0,,Houston full timeout,9,8
25,1,8:01.0,,C. Paul misses 3-pt jump shot from 24 ft,9,8
26,1,7:57.0,Defensive rebound by T. Hardaway,,9,8
27,1,7:44.0,T. Hardaway misses 3-pt jump shot from 27 ft,,9,8
28,1,7:43.0,,Defensive rebound by J. Harden,9,8
29,1,7:35.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by K. Faried),9,11
30,1,7:21.0,Personal foul by K. Faried (drawn by L. Dončić),,9,11
31,1,7:11.0,T. Hardaway misses 3-pt jump shot from 27 ft,,9,11
32,1,7:08.0,,Defensive rebound by K. Faried,9,11
33,1,7:08.0,,A. Rivers enters the game for C. Paul,9,11
34,1,6:56.0,,Turnover by J. Harden (bad pass; steal by D. Finney-Smith),9,11
35,1,6:53.0,Turnover by D. Finney-Smith (bad pass; steal by J. Harden),,9,11
