,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
26,1,8:12.0,,Turnover by C. Paul (bad pass; steal by B. Beal),10,6
27,1,8:07.0,T. Ariza misses 3-pt jump shot from 23 ft,,10,6
28,1,8:06.0,Offensive rebound by J. Green,,10,6
29,1,8:06.0,Personal foul by J. Harden (drawn by J. Green),,10,6
30,1,7:52.0,T. Ariza makes 2-pt layup from 2 ft (assist by J. Wall),,12,6
31,1,7:38.0,,J. Harden misses 2-pt layup from 5 ft (block by T. Bryant),12,6
32,1,7:33.0,Defensive rebound by J. Green,,12,6
33,1,7:30.0,J. Wall misses 3-pt jump shot from 27 ft,,12,6
34,1,7:29.0,,Defensive rebound by Team,12,6
35,1,7:21.0,,C. Paul misses 3-pt jump shot from 27 ft,12,6
36,1,7:18.0,Defensive rebound by J. Green,,12,6
37,1,7:08.0,J. Wall misses 2-pt layup from 3 ft,,12,6
38,1,7:06.0,,Defensive rebound by J. Harden,12,6
39,1,7:01.0,,E. Gordon misses 3-pt jump shot from 23 ft,12,6
40,1,7:00.0,Defensive rebound by T. Ariza,,12,6
41,1,6:46.0,Turnover by J. Wall (bad pass; steal by C. Paul),,12,6
42,1,6:40.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by C. Paul),12,9
43,1,6:28.0,B. Beal makes 2-pt layup from 4 ft,,14,9
44,1,6:19.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Gordon),14,12
45,1,5:55.0,B. Beal makes 2-pt layup from 3 ft,,16,12
46,1,5:41.0,,Shooting foul by T. Bryant (drawn by C. Capela),16,12
47,1,5:41.0,,Houston full timeout,16,12
48,1,5:41.0,,G. Green enters the game for C. Paul,16,12
49,1,5:41.0,,D. House enters the game for P. Tucker,16,12
50,1,5:41.0,,C. Capela makes free throw 1 of 2,16,13
51,1,5:41.0,,C. Capela misses free throw 2 of 2,16,13
52,1,5:41.0,Defensive rebound by T. Bryant,,16,13
53,1,5:16.0,T. Bryant makes 2-pt layup from 4 ft (assist by J. Wall),,18,13
54,1,5:03.0,,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),18,15
55,1,5:03.0,,Shooting foul by B. Beal (drawn by E. Gordon),18,15
56,1,5:03.0,,E. Gordon misses free throw 1 of 1,18,15
57,1,5:03.0,Defensive rebound by T. Ariza,,18,15
58,1,4:50.0,T. Bryant misses 2-pt layup from 2 ft,,18,15
59,1,4:49.0,,Defensive rebound by D. House,18,15
60,1,4:49.0,,Turnover by D. House (bad pass),18,15
61,1,4:49.0,,Loose ball foul by J. Harden (drawn by T. Ariza),18,15
62,1,4:41.0,T. Ariza misses 3-pt jump shot from 23 ft,,18,15
63,1,4:38.0,,Defensive rebound by C. Capela,18,15
64,1,4:29.0,,J. Harden misses 2-pt layup from 3 ft,18,15
65,1,4:25.0,,Offensive rebound by C. Capela,18,15
66,1,4:25.0,,C. Capela makes 2-pt layup from 1 ft,18,17
67,1,4:13.0,B. Beal misses 3-pt jump shot from 26 ft,,18,17
68,1,4:11.0,,Defensive rebound by C. Capela,18,17
69,1,3:58.0,,J. Harden makes 3-pt jump shot from 27 ft,18,20
70,1,3:31.0,B. Beal makes 2-pt layup from 3 ft,,20,20
71,1,3:15.0,,D. House misses 3-pt jump shot from 25 ft,20,20
72,1,3:12.0,Defensive rebound by J. Wall,,20,20
73,1,3:06.0,T. Ariza makes 2-pt layup from 1 ft (assist by J. Wall),,22,20
74,1,2:45.0,,J. Harden makes 3-pt jump shot from 26 ft,22,23
75,1,2:16.0,B. Beal misses 3-pt jump shot from 28 ft,,22,23
76,1,2:15.0,Offensive rebound by T. Bryant,,22,23
77,1,2:15.0,T. Bryant makes 2-pt dunk at rim,,24,23
78,1,2:05.0,,Shooting foul by J. Green (drawn by J. Harden),24,23
79,1,2:05.0,Washington full timeout,,24,23
80,1,2:05.0,M. Morris enters the game for T. Ariza,,24,23
81,1,2:05.0,T. Satoranský enters the game for J. Green,,24,23
82,1,2:05.0,,C. Paul enters the game for C. Capela,24,23
83,1,2:05.0,,P. Tucker enters the game for E. Gordon,24,23
84,1,2:05.0,,J. Harden makes free throw 1 of 2,24,24
85,1,2:05.0,,J. Harden makes free throw 2 of 2,24,25
86,1,1:52.0,J. Wall misses 2-pt layup from 3 ft,,24,25
87,1,1:50.0,,Defensive rebound by P. Tucker,24,25
88,1,1:36.0,,J. Harden makes 2-pt layup from 2 ft,24,27
89,1,1:30.0,Shooting foul by C. Paul (drawn by J. Wall),,24,27
90,1,1:30.0,J. Wall makes free throw 1 of 2,,25,27
91,1,1:30.0,C. Randle enters the game for B. Beal,,25,27
92,1,1:30.0,,B. Knight enters the game for J. Harden,25,27
93,1,1:30.0,J. Wall makes free throw 2 of 2,,26,27
94,1,1:17.0,,Personal foul by C. Randle (drawn by C. Paul),26,27
95,1,1:17.0,,C. Paul makes free throw 1 of 2,26,28
96,1,1:17.0,,C. Paul makes free throw 2 of 2,26,29
97,1,0:55.0,C. Randle misses 2-pt layup from 3 ft,,26,29
98,1,0:54.0,,Defensive rebound by P. Tucker,26,29
99,1,0:50.0,,B. Knight misses 3-pt jump shot from 25 ft,26,29
100,1,0:46.0,Defensive rebound by J. Wall,,26,29
101,1,0:35.0,M. Morris makes 2-pt jump shot from 11 ft (assist by J. Wall),,28,29
102,1,0:30.0,,C. Paul makes 3-pt jump shot from 26 ft,28,32
103,1,0:05.0,Turnover by J. Wall (lost ball; steal by P. Tucker),,28,32
104,1,0:01.0,,B. Knight makes 2-pt layup from 2 ft (assist by C. Paul),28,34
105,2,11:44.0,,C. Paul makes 3-pt jump shot from 27 ft,28,37
106,2,11:24.0,M. Morris misses 2-pt jump shot from 9 ft,,28,37
107,2,11:22.0,,Defensive rebound by P. Tucker,28,37
108,2,11:16.0,,B. Knight misses 3-pt jump shot from 27 ft,28,37
109,2,11:13.0,Defensive rebound by Team,,28,37
110,2,11:01.0,Offensive foul by C. Randle (drawn by P. Tucker),,28,37
111,2,11:01.0,Turnover by C. Randle (offensive foul),,28,37
112,2,11:01.0,T. Ariza enters the game for T. Bryant,,28,37
113,2,10:44.0,,Turnover by P. Tucker (traveling),28,37
114,2,10:29.0,Turnover by M. Morris (bad pass; steal by C. Paul),,28,37
115,2,10:18.0,,G. Green makes 3-pt jump shot from 26 ft,28,40
116,2,10:15.0,Washington full timeout,,28,40
117,2,10:15.0,B. Beal enters the game for C. Randle,,28,40
118,2,10:00.0,M. Morris makes 2-pt layup from 4 ft (assist by B. Beal),,30,40
119,2,9:44.0,,Turnover by G. Green (lost ball; steal by T. Ariza),30,40
120,2,9:33.0,S. Dekker makes 2-pt layup from 2 ft (assist by B. Beal),,32,40
121,2,9:14.0,,C. Paul makes 3-pt jump shot from 28 ft,32,43
122,2,9:01.0,T. Ariza misses 3-pt jump shot from 28 ft,,32,43
123,2,8:59.0,,Defensive rebound by D. House,32,43
124,2,8:47.0,,C. Paul misses 3-pt jump shot from 28 ft,32,43
125,2,8:45.0,Defensive rebound by T. Ariza,,32,43
126,2,8:39.0,B. Beal misses 2-pt jump shot from 19 ft,,32,43
127,2,8:37.0,,Defensive rebound by P. Tucker,32,43
128,2,8:21.0,,G. Green misses 3-pt jump shot from 22 ft,32,43
129,2,8:18.0,Defensive rebound by B. Beal,,32,43
130,2,8:12.0,S. Dekker makes 2-pt layup from 2 ft (assist by B. Beal),,34,43
131,2,8:00.0,,B. Knight misses 2-pt jump shot from 21 ft,34,43
132,2,7:56.0,Defensive rebound by T. Ariza,,34,43
133,2,7:47.0,S. Dekker makes 2-pt layup from 3 ft,,36,43
134,2,7:47.0,,Houston full timeout,36,43
135,2,7:47.0,,C. Capela enters the game for G. Green,36,43
136,2,7:47.0,,E. Gordon enters the game for B. Knight,36,43
137,2,7:47.0,,J. Harden enters the game for P. Tucker,36,43
138,2,7:37.0,,C. Capela makes 2-pt dunk from 3 ft (assist by C. Paul),36,45
139,2,7:19.0,T. Satoranský misses 2-pt layup from 3 ft,,36,45
140,2,7:18.0,,Defensive rebound by C. Paul,36,45
141,2,7:09.0,,D. House misses 3-pt jump shot from 23 ft,36,45
142,2,7:07.0,Defensive rebound by S. Dekker,,36,45
143,2,6:59.0,T. Ariza makes 2-pt layup from 2 ft (assist by T. Satoranský),,38,45
144,2,6:47.0,Violation by Team (kicked ball),,38,45
145,2,6:47.0,J. Wall enters the game for T. Satoranský,,38,45
146,2,6:33.0,,C. Paul makes 3-pt jump shot from 28 ft,38,48
147,2,6:14.0,S. Dekker makes 3-pt jump shot from 23 ft (assist by B. Beal),,41,48
148,2,5:54.0,,Shooting foul by B. Beal (drawn by J. Harden),41,48
149,2,5:54.0,,J. Harden makes free throw 1 of 2,41,49
150,2,5:54.0,,P. Tucker enters the game for D. House,41,49
151,2,5:54.0,,J. Harden makes free throw 2 of 2,41,50
152,2,5:42.0,T. Ariza misses 3-pt jump shot from 27 ft,,41,50
153,2,5:39.0,,Defensive rebound by C. Capela,41,50
154,2,5:31.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),41,52
155,2,5:20.0,M. Morris misses 3-pt jump shot from 23 ft,,41,52
156,2,5:19.0,,Defensive rebound by C. Capela,41,52
157,2,5:18.0,,Personal foul by S. Dekker (drawn by C. Capela),41,52
158,2,5:18.0,J. Green enters the game for S. Dekker,,41,52
159,2,5:00.0,,E. Gordon misses 3-pt jump shot from 29 ft,41,52
160,2,4:57.0,Defensive rebound by M. Morris,,41,52
161,2,4:51.0,B. Beal makes 2-pt dunk from 3 ft (assist by J. Green),,43,52
162,2,4:40.0,,E. Gordon misses 3-pt jump shot from 24 ft,43,52
163,2,4:36.0,Defensive rebound by M. Morris,,43,52
164,2,4:30.0,Turnover by B. Beal (bad pass; steal by P. Tucker),,43,52
165,2,4:22.0,,C. Capela makes 2-pt layup from 3 ft (assist by P. Tucker),43,54
166,2,4:20.0,Washington full timeout,,43,54
167,2,4:20.0,,G. Green enters the game for C. Paul,43,54
168,2,4:01.0,B. Beal makes 2-pt jump shot from 10 ft,,45,54
169,2,3:44.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by J. Harden),45,57
170,2,3:35.0,Personal foul by E. Gordon (drawn by J. Green),,45,57
171,2,3:27.0,M. Morris misses 2-pt hook shot from 10 ft,,45,57
172,2,3:26.0,,Defensive rebound by C. Capela,45,57
173,2,3:15.0,,J. Harden misses 3-pt jump shot from 25 ft,45,57
174,2,3:12.0,Defensive rebound by T. Ariza,,45,57
175,2,3:03.0,B. Beal makes 3-pt jump shot from 28 ft,,48,57
176,2,2:47.0,,P. Tucker makes 3-pt jump shot from 26 ft (assist by J. Harden),48,60
177,2,2:27.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by B. Beal),,51,60
178,2,2:11.0,,Turnover by G. Green (bad pass; steal by T. Ariza),51,60
179,2,2:07.0,T. Ariza makes 2-pt dunk from 3 ft,,53,60
180,2,1:53.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Capela),53,63
181,2,1:38.0,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),,56,63
182,2,1:25.0,,J. Harden makes 2-pt dunk from 2 ft,56,65
183,2,1:04.0,Turnover by J. Wall (lost ball; steal by J. Harden),,56,65
184,2,1:00.0,,P. Tucker makes 2-pt layup from 2 ft,56,67
185,2,0:55.0,J. Green makes 2-pt layup from 2 ft (assist by J. Wall),,58,67
186,2,0:34.0,,J. Harden makes 2-pt layup from 1 ft,58,69
187,2,0:34.0,,Shooting foul by M. Morris (drawn by J. Harden),58,69
188,2,0:34.0,,J. Harden makes free throw 1 of 1,58,70
189,2,0:30.0,Turnover by J. Wall (bad pass; steal by J. Harden),,58,70
190,2,0:25.0,,Turnover by J. Harden (step out of bounds),58,70
191,2,0:07.0,Personal foul by G. Green (drawn by B. Beal),,58,70
192,3,11:50.0,,Personal foul by T. Ariza (drawn by C. Paul),58,70
193,3,11:40.0,,Turnover by C. Capela (bad pass; steal by J. Wall),58,70
194,3,11:31.0,J. Green misses 3-pt jump shot from 23 ft,,58,70
195,3,11:27.0,,Defensive rebound by C. Paul,58,70
196,3,11:25.0,,Shooting foul by B. Beal (drawn by J. Harden),58,70
197,3,11:25.0,,J. Harden makes free throw 1 of 2,58,71
198,3,11:25.0,,J. Harden makes free throw 2 of 2,58,72
199,3,11:10.0,T. Ariza misses 3-pt jump shot from 23 ft,,58,72
200,3,11:08.0,,Defensive rebound by P. Tucker,58,72
201,3,11:04.0,,Turnover by J. Harden (bad pass; steal by J. Wall),58,72
202,3,10:50.0,J. Green makes 2-pt dunk from 2 ft (assist by T. Bryant),,60,72
203,3,10:35.0,,C. Capela misses 2-pt layup from 5 ft,60,72
204,3,10:34.0,,Offensive rebound by Team,60,72
205,3,10:34.0,,Turnover by C. Capela (traveling),60,72
206,3,10:20.0,J. Green makes 2-pt layup from 3 ft (assist by J. Wall),,62,72
207,3,9:59.0,,C. Paul makes 3-pt jump shot from 24 ft (assist by E. Gordon),62,75
208,3,9:55.0,J. Wall misses 3-pt jump shot from 26 ft,,62,75
209,3,9:42.0,,Defensive rebound by C. Capela,62,75
210,3,9:33.0,,Turnover by C. Paul (bad pass; steal by T. Ariza),62,75
211,3,9:30.0,T. Ariza misses 2-pt layup from 5 ft (block by C. Paul),,62,75
212,3,9:30.0,,Defensive rebound by Team,62,75
213,3,9:25.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by C. Paul),62,78
214,3,9:23.0,Washington full timeout,,62,78
215,3,9:08.0,J. Green makes 2-pt jump shot from 12 ft,,64,78
216,3,8:53.0,,E. Gordon misses 2-pt layup from 4 ft (block by B. Beal),64,78
217,3,8:51.0,,Offensive rebound by E. Gordon,64,78
218,3,8:42.0,,C. Paul makes 2-pt layup from 4 ft,64,80
219,3,8:21.0,T. Ariza makes 2-pt layup from 2 ft (assist by J. Green),,66,80
220,3,7:57.0,,Turnover by Team (shot clock),66,80
221,3,7:47.0,J. Green misses 3-pt jump shot from 23 ft,,66,80
222,3,7:45.0,,Defensive rebound by J. Harden,66,80
223,3,7:31.0,,J. Harden makes 3-pt jump shot from 28 ft,66,83
224,3,7:11.0,J. Wall makes 2-pt jump shot from 6 ft,,68,83
225,3,6:56.0,,C. Capela misses 2-pt hook shot from 6 ft,68,83
226,3,6:55.0,Defensive rebound by T. Ariza,,68,83
227,3,6:52.0,J. Wall makes 2-pt layup from 3 ft,,70,83
228,3,6:52.0,,Violation by Team (def goaltending),70,83
229,3,6:41.0,,J. Harden makes 2-pt layup from 4 ft (assist by C. Capela),70,85
230,3,6:25.0,Personal foul by C. Paul (drawn by J. Green),,70,85
231,3,6:25.0,,G. Green enters the game for C. Paul,70,85
232,3,6:10.0,T. Ariza makes 2-pt jump shot from 15 ft (assist by J. Wall),,72,85
233,3,5:44.0,,C. Capela makes 2-pt dunk from 4 ft (assist by J. Harden),72,87
234,3,5:31.0,Personal foul by G. Green (drawn by J. Wall),,72,87
235,3,5:31.0,M. Morris enters the game for T. Bryant,,72,87
236,3,5:25.0,B. Beal makes 2-pt layup from 2 ft,,74,87
237,3,5:07.0,,Turnover by E. Gordon (lost ball; steal by B. Beal),74,87
238,3,4:56.0,T. Ariza misses 3-pt jump shot from 23 ft,,74,87
239,3,4:52.0,,Defensive rebound by P. Tucker,74,87
240,3,4:46.0,,Offensive foul by P. Tucker (drawn by T. Ariza),74,87
241,3,4:46.0,,Turnover by P. Tucker (offensive foul),74,87
242,3,4:46.0,,D. House enters the game for P. Tucker,74,87
243,3,4:38.0,Turnover by J. Wall (bad pass),,74,87
244,3,4:21.0,,J. Harden misses 3-pt jump shot from 27 ft,74,87
245,3,4:19.0,Defensive rebound by Team,,74,87
246,3,4:19.0,,Loose ball foul by C. Capela (drawn by M. Morris),74,87
247,3,4:14.0,Shooting foul by J. Harden (drawn by B. Beal),,74,87
248,3,4:14.0,B. Beal makes free throw 1 of 2,,75,87
249,3,4:14.0,B. Beal makes free throw 2 of 2,,76,87
250,3,4:03.0,,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),76,89
251,3,3:45.0,B. Beal misses 2-pt layup from 2 ft,,76,89
252,3,3:44.0,Offensive rebound by M. Morris,,76,89
253,3,3:44.0,M. Morris misses 2-pt layup from 3 ft (block by C. Capela),,76,89
254,3,3:44.0,,Defensive rebound by Team,76,89
255,3,3:27.0,,C. Capela makes 2-pt dunk from 3 ft (assist by G. Green),76,91
256,3,3:27.0,Washington full timeout,,76,91
257,3,3:12.0,J. Wall makes 2-pt layup from 2 ft,,78,91
258,3,2:53.0,,D. House misses 3-pt jump shot from 23 ft,78,91
259,3,2:50.0,,Offensive rebound by C. Capela,78,91
260,3,2:43.0,,G. Green makes 3-pt jump shot from 27 ft (assist by E. Gordon),78,94
261,3,2:18.0,J. Green makes 2-pt layup from 3 ft (assist by J. Wall),,80,94
262,3,2:18.0,Shooting foul by G. Green (drawn by J. Green),,80,94
263,3,2:18.0,T. Satoranský enters the game for B. Beal,,80,94
264,3,2:18.0,,I. Hartenstein enters the game for C. Capela,80,94
265,3,2:18.0,,C. Paul enters the game for G. Green,80,94
266,3,2:18.0,J. Green makes free throw 1 of 1,,81,94
267,3,2:02.0,,I. Hartenstein makes 2-pt dunk from 3 ft (assist by J. Harden),81,96
268,3,1:49.0,Shooting foul by I. Hartenstein (drawn by J. Wall),,81,96
269,3,1:49.0,J. Wall makes free throw 1 of 2,,82,96
270,3,1:49.0,S. Dekker enters the game for J. Green,,82,96
271,3,1:49.0,,G. Green enters the game for E. Gordon,82,96
272,3,1:49.0,J. Wall makes free throw 2 of 2,,83,96
273,3,1:38.0,,Shooting foul by S. Dekker (drawn by D. House),83,96
274,3,1:38.0,,D. House misses free throw 1 of 2,83,96
275,3,1:38.0,,Offensive rebound by Team,83,96
276,3,1:38.0,,D. House misses free throw 2 of 2,83,96
277,3,1:38.0,Defensive rebound by S. Dekker,,83,96
278,3,1:27.0,Shooting foul by I. Hartenstein (drawn by J. Wall),,83,96
279,3,1:27.0,J. Wall makes free throw 1 of 2,,84,96
280,3,1:27.0,J. Wall makes free throw 2 of 2,,85,96
281,3,1:17.0,,Shooting foul by M. Morris (drawn by J. Harden),85,96
282,3,1:17.0,,J. Harden makes free throw 1 of 2,85,97
283,3,1:17.0,,J. Harden makes free throw 2 of 2,85,98
284,3,1:04.0,J. Wall misses 2-pt layup from 3 ft,,85,98
285,3,1:03.0,,Defensive rebound by G. Green,85,98
286,3,0:50.0,,J. Harden makes 3-pt jump shot from 24 ft,85,101
287,3,0:38.0,S. Dekker makes 2-pt layup from 2 ft (assist by T. Ariza),,87,101
288,3,0:31.0,,J. Harden misses 3-pt jump shot from 31 ft,87,101
289,3,0:30.0,Defensive rebound by Team,,87,101
290,3,0:30.0,,Loose ball foul by I. Hartenstein (drawn by M. Morris),87,101
291,3,0:30.0,M. Morris misses free throw 1 of 2,,87,101
292,3,0:30.0,Offensive rebound by Team,,87,101
293,3,0:30.0,,P. Tucker enters the game for I. Hartenstein,87,101
294,3,0:30.0,M. Morris makes free throw 2 of 2,,88,101
295,3,0:09.0,,J. Harden misses 3-pt jump shot from 32 ft,88,101
296,3,0:07.0,Defensive rebound by M. Morris,,88,101
297,3,0:01.0,Shooting foul by J. Harden (drawn by J. Wall),,88,101
298,3,0:01.0,J. Wall makes free throw 1 of 2,,89,101
299,3,0:01.0,J. Wall makes free throw 2 of 2,,90,101
300,4,11:53.0,Personal foul by C. Capela (drawn by M. Morris),,90,101
301,4,11:39.0,J. Wall misses 3-pt jump shot from 29 ft,,90,101
302,4,11:38.0,,Defensive rebound by Team,90,101
303,4,11:28.0,,D. House makes 3-pt jump shot from 24 ft (assist by C. Paul),90,104
304,4,11:19.0,B. Beal misses 2-pt jump shot from 13 ft,,90,104
305,4,11:16.0,,Defensive rebound by D. House,90,104
306,4,11:08.0,,Turnover by C. Paul (bad pass; steal by S. Dekker),90,104
307,4,11:04.0,S. Dekker makes 2-pt layup from 3 ft (assist by B. Beal),,92,104
308,4,10:49.0,,C. Capela misses 2-pt layup from 6 ft,92,104
309,4,10:46.0,Defensive rebound by T. Satoranský,,92,104
310,4,10:43.0,B. Beal misses 3-pt jump shot from 25 ft,,92,104
311,4,10:41.0,,Defensive rebound by P. Tucker,92,104
312,4,10:28.0,,C. Paul misses 3-pt jump shot from 29 ft,92,104
313,4,10:26.0,Defensive rebound by J. Wall,,92,104
314,4,10:24.0,Turnover by J. Wall (bad pass; steal by D. House),,92,104
315,4,10:20.0,,D. House misses 3-pt jump shot from 26 ft,92,104
316,4,10:18.0,Defensive rebound by J. Wall,,92,104
317,4,10:09.0,S. Dekker makes 2-pt jump shot from 14 ft (assist by J. Wall),,94,104
318,4,9:46.0,,D. House makes 3-pt jump shot from 27 ft (assist by C. Paul),94,107
319,4,9:26.0,Turnover by S. Dekker (bad pass; steal by C. Capela),,94,107
320,4,9:20.0,,C. Paul makes 2-pt jump shot from 11 ft,94,109
321,4,9:19.0,Washington full timeout,,94,109
322,4,9:07.0,S. Dekker misses 3-pt jump shot from 26 ft,,94,109
323,4,9:06.0,,Defensive rebound by C. Capela,94,109
324,4,9:00.0,,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),94,111
325,4,8:46.0,Shooting foul by G. Green (drawn by B. Beal),,94,111
326,4,8:46.0,B. Beal misses free throw 1 of 2,,94,111
327,4,8:46.0,Offensive rebound by Team,,94,111
328,4,8:46.0,B. Beal makes free throw 2 of 2,,95,111
329,4,8:23.0,,C. Paul misses 3-pt jump shot from 28 ft,95,111
330,4,8:20.0,Defensive rebound by B. Beal,,95,111
331,4,8:08.0,B. Beal misses 3-pt jump shot from 29 ft,,95,111
332,4,8:06.0,,Defensive rebound by G. Green,95,111
333,4,7:54.0,,G. Green misses 3-pt jump shot from 27 ft,95,111
334,4,7:52.0,Defensive rebound by M. Morris,,95,111
335,4,7:46.0,T. Satoranský makes 3-pt jump shot from 26 ft (assist by J. Wall),,98,111
336,4,7:36.0,,Turnover by (8 sec),98,111
337,4,7:36.0,T. Ariza enters the game for M. Morris,,98,111
338,4,7:36.0,,E. Gordon enters the game for D. House,98,111
339,4,7:36.0,,J. Harden enters the game for C. Paul,98,111
340,4,7:24.0,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),,101,111
341,4,6:56.0,,J. Harden makes 3-pt jump shot from 28 ft,101,114
342,4,6:46.0,J. Wall makes 2-pt layup from 2 ft,,103,114
343,4,6:33.0,,E. Gordon misses 3-pt jump shot from 26 ft,103,114
344,4,6:31.0,Defensive rebound by T. Satoranský,,103,114
345,4,6:23.0,T. Ariza misses 3-pt jump shot from 28 ft,,103,114
346,4,6:21.0,,Defensive rebound by P. Tucker,103,114
347,4,6:17.0,,Personal foul by S. Dekker (drawn by C. Capela),103,114
348,4,6:14.0,,G. Green misses 3-pt jump shot from 29 ft,103,114
349,4,6:11.0,,Offensive rebound by C. Capela,103,114
350,4,6:09.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by P. Tucker),103,117
351,4,5:59.0,Turnover by J. Wall (discontinued dribble),,103,117
352,4,5:41.0,,J. Harden misses 3-pt jump shot from 27 ft,103,117
353,4,5:39.0,,Offensive rebound by P. Tucker,103,117
354,4,5:37.0,,G. Green makes 3-pt jump shot from 24 ft (assist by P. Tucker),103,120
355,4,5:25.0,T. Satoranský misses 3-pt jump shot from 24 ft,,103,120
356,4,5:25.0,,Defensive rebound by C. Capela,103,120
357,4,5:16.0,,G. Green makes 3-pt jump shot from 24 ft (assist by J. Harden),103,123
358,4,5:14.0,Washington full timeout,,103,123
359,4,5:14.0,J. Green enters the game for S. Dekker,,103,123
360,4,5:03.0,,Violation by Team (kicked ball),103,123
361,4,4:52.0,J. Wall misses 2-pt jump shot from 18 ft,,103,123
362,4,4:49.0,,Defensive rebound by E. Gordon,103,123
363,4,4:39.0,,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),103,125
364,4,4:15.0,Shooting foul by P. Tucker (drawn by B. Beal),,103,125
365,4,4:15.0,B. Beal makes free throw 1 of 2,,104,125
366,4,4:15.0,T. Brown enters the game for T. Ariza,,104,125
367,4,4:15.0,T. Bryant enters the game for J. Green,,104,125
368,4,4:15.0,C. Randle enters the game for J. Wall,,104,125
369,4,4:15.0,,M. Carter-Williams enters the game for C. Capela,104,125
370,4,4:15.0,,M. Chriss enters the game for E. Gordon,104,125
371,4,4:15.0,,G. Clark enters the game for G. Green,104,125
372,4,4:15.0,,I. Hartenstein enters the game for J. Harden,104,125
373,4,4:15.0,,D. House enters the game for P. Tucker,104,125
374,4,4:15.0,B. Beal makes free throw 2 of 2,,105,125
375,4,3:55.0,,Shooting foul by C. Randle (drawn by D. House),105,125
376,4,3:55.0,,D. House makes free throw 1 of 3,105,126
377,4,3:55.0,,D. House makes free throw 2 of 3,105,127
378,4,3:55.0,J. McRae enters the game for B. Beal,,105,127
379,4,3:55.0,,D. House makes free throw 3 of 3,105,128
380,4,3:42.0,Shooting foul by I. Hartenstein (drawn by C. Randle),,105,128
381,4,3:42.0,C. Randle makes free throw 1 of 2,,106,128
382,4,3:42.0,C. Randle makes free throw 2 of 2,,107,128
383,4,3:32.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by I. Hartenstein),107,130
384,4,3:13.0,Personal foul by M. Carter-Williams (drawn by T. Brown),,107,130
385,4,3:13.0,T. Brown misses free throw 1 of 2,,107,130
386,4,3:13.0,Offensive rebound by Team,,107,130
387,4,3:13.0,T. Brown misses free throw 2 of 2,,107,130
388,4,3:13.0,,Defensive rebound by M. Chriss,107,130
389,4,3:00.0,,M. Chriss misses 3-pt jump shot from 24 ft,107,130
390,4,2:56.0,Defensive rebound by T. Bryant,,107,130
