,QUARTER,TIME_REMAINING,HOUSTON_ACTION,SAN ANTONIO_ACTION,HOUSTON_SCORE,SAN ANTONIO_SCORE
83,1,2:13.0,E. Gordon makes free throw 1 of 2,,32,15
84,1,2:13.0,E. Gordon makes free throw 2 of 2,,33,15
85,1,2:04.0,,Shooting foul by C. Paul (drawn by M. Belinelli),33,15
86,1,1:59.0,,P. Mills makes 3-pt jump shot from 26 ft,33,18
87,1,1:42.0,,Violation by Team (kicked ball),33,18
88,1,1:42.0,,B. Forbes enters the game for D. DeRozan,33,18
89,1,1:35.0,E. Gordon misses 2-pt jump shot from 10 ft,,33,18
90,1,1:35.0,,Defensive rebound by J. Poeltl,33,18
91,1,1:15.0,,P. Mills misses 3-pt jump shot from 25 ft,33,18
92,1,1:13.0,Defensive rebound by P. Tucker,,33,18
93,1,1:06.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by P. Tucker),,36,18
94,1,0:46.0,,M. Belinelli makes 2-pt jump shot from 14 ft (assist by P. Mills),36,20
95,1,0:30.0,E. Gordon makes 3-pt jump shot from 25 ft,,39,20
96,1,0:30.0,Shooting foul by P. Mills (drawn by E. Gordon),,39,20
97,1,0:30.0,E. Gordon misses free throw 1 of 1,,39,20
98,1,0:28.0,,Defensive rebound by D. Bertāns,39,20
99,1,0:08.0,,B. Forbes makes 3-pt jump shot from 25 ft,39,23
100,1,0:00.0,C. Paul misses 3-pt jump shot from 24 ft,,39,23
101,1,0:00.0,Offensive rebound by Team,,39,23
102,2,11:56.0,,B. Forbes misses 3-pt jump shot from 26 ft,39,23
103,2,11:48.0,Defensive rebound by D. House,,39,23
104,2,11:33.0,D. House misses 3-pt jump shot from 26 ft,,39,23
105,2,11:30.0,,Defensive rebound by D. White,39,23
106,2,11:22.0,,J. Poeltl misses 2-pt layup from 4 ft,39,23
107,2,11:18.0,Defensive rebound by P. Tucker,,39,23
108,2,11:07.0,J. Ennis misses 3-pt jump shot from 25 ft,,39,23
109,2,11:06.0,,Defensive rebound by Team,39,23
110,2,11:06.0,Loose ball foul by D. House (drawn by M. Belinelli),,39,23
111,2,11:06.0,,R. Gay enters the game for J. Poeltl,39,23
112,2,10:43.0,,R. Gay misses 3-pt jump shot from 26 ft,39,23
113,2,10:40.0,Defensive rebound by P. Tucker,,39,23
114,2,10:37.0,Shooting foul by P. Mills (drawn by C. Paul),,39,23
115,2,10:37.0,C. Paul makes free throw 1 of 2,,40,23
116,2,10:37.0,C. Capela enters the game for P. Tucker,,40,23
117,2,10:37.0,,L. Aldridge enters the game for P. Mills,40,23
118,2,10:37.0,C. Paul makes free throw 2 of 2,,41,23
119,2,10:20.0,,L. Aldridge misses 2-pt jump shot from 14 ft,41,23
120,2,10:16.0,Defensive rebound by E. Gordon,,41,23
121,2,10:10.0,E. Gordon misses 2-pt layup from 8 ft (block by M. Belinelli),,41,23
122,2,10:10.0,Offensive rebound by E. Gordon,,41,23
123,2,10:09.0,E. Gordon makes 2-pt layup from 4 ft,,43,23
124,2,10:09.0,Shooting foul by B. Forbes (drawn by E. Gordon),,43,23
125,2,10:09.0,E. Gordon makes free throw 1 of 1,,44,23
126,2,9:59.0,,B. Forbes misses 2-pt layup from 3 ft (block by C. Capela),44,23
127,2,9:59.0,,Offensive rebound by Team,44,23
128,2,9:53.0,,B. Forbes makes 3-pt jump shot from 26 ft,44,26
129,2,9:36.0,C. Paul misses 2-pt jump shot from 8 ft,,44,26
130,2,9:33.0,,Defensive rebound by R. Gay,44,26
131,2,9:26.0,,Personal foul by J. Ennis (drawn by L. Aldridge),44,26
132,2,9:26.0,G. Clark enters the game for J. Ennis,,44,26
133,2,9:24.0,,Personal foul by C. Capela (drawn by L. Aldridge),44,26
134,2,9:16.0,,R. Gay makes 2-pt dunk from 1 ft (assist by B. Forbes),44,28
135,2,8:56.0,C. Paul misses 3-pt jump shot from 25 ft,,44,28
136,2,8:52.0,,Defensive rebound by M. Belinelli,44,28
137,2,8:42.0,,R. Gay misses 2-pt jump shot from 7 ft,44,28
138,2,8:40.0,,Offensive rebound by Team,44,28
139,2,8:40.0,J. Harden enters the game for E. Gordon,,44,28
140,2,8:34.0,,B. Forbes misses 3-pt jump shot from 26 ft,44,28
141,2,8:30.0,Defensive rebound by G. Clark,,44,28
142,2,8:21.0,D. House makes 3-pt jump shot from 23 ft (assist by J. Harden),,47,28
143,2,8:04.0,,M. Belinelli makes 3-pt jump shot from 28 ft (assist by D. White),47,31
144,2,7:36.0,C. Capela makes 2-pt hook shot from 2 ft (assist by J. Harden),,49,31
145,2,7:14.0,,R. Gay makes 2-pt layup from 2 ft,49,33
146,2,6:59.0,D. House makes 3-pt jump shot from 25 ft (assist by J. Harden),,52,33
147,2,6:48.0,,M. Belinelli misses 3-pt jump shot from 27 ft,52,33
148,2,6:42.0,Defensive rebound by D. House,,52,33
149,2,6:37.0,J. Harden makes 3-pt jump shot from 26 ft,,55,33
150,2,6:35.0,,San Antonio full timeout,55,33
151,2,6:35.0,G. Green enters the game for C. Paul,,55,33
152,2,6:35.0,,D. DeRozan enters the game for M. Belinelli,55,33
153,2,6:35.0,,P. Mills enters the game for B. Forbes,55,33
154,2,6:19.0,,L. Aldridge misses 2-pt jump shot from 7 ft,55,33
155,2,6:15.0,Defensive rebound by J. Harden,,55,33
156,2,6:05.0,C. Capela makes 2-pt dunk from 1 ft (assist by G. Green),,57,33
157,2,5:40.0,,D. White misses 3-pt jump shot from 27 ft,57,33
158,2,5:38.0,,Offensive rebound by D. DeRozan,57,33
159,2,5:35.0,,P. Mills misses 3-pt jump shot from 23 ft,57,33
160,2,5:31.0,,Offensive rebound by L. Aldridge,57,33
161,2,5:26.0,,L. Aldridge makes 2-pt layup from 2 ft,57,35
162,2,5:07.0,J. Harden misses 3-pt jump shot from 25 ft,,57,35
163,2,5:03.0,,Defensive rebound by P. Mills,57,35
164,2,5:01.0,,Personal foul by J. Harden (drawn by R. Gay),57,35
165,2,5:01.0,E. Gordon enters the game for G. Clark,,57,35
166,2,5:01.0,P. Tucker enters the game for D. House,,57,35
167,2,4:51.0,,Shooting foul by P. Tucker (drawn by D. DeRozan),57,35
168,2,4:51.0,,D. DeRozan makes free throw 1 of 2,57,36
169,2,4:51.0,,D. DeRozan makes free throw 2 of 2,57,37
170,2,4:33.0,J. Harden misses 2-pt layup from 5 ft,,57,37
171,2,4:29.0,Offensive rebound by C. Capela,,57,37
172,2,4:24.0,J. Harden misses 3-pt jump shot from 23 ft,,57,37
173,2,4:20.0,,Defensive rebound by R. Gay,57,37
174,2,4:18.0,,P. Mills misses 3-pt jump shot from 25 ft,57,37
175,2,4:18.0,,Offensive rebound by L. Aldridge,57,37
176,2,4:11.0,,L. Aldridge misses 2-pt layup from 3 ft (block by C. Capela),57,37
177,2,4:11.0,,Offensive rebound by R. Gay,57,37
178,2,4:04.0,,Turnover by D. DeRozan (out of bounds lost ball),57,37
179,2,3:52.0,E. Gordon misses 2-pt jump shot from 16 ft,,57,37
180,2,3:52.0,,Defensive rebound by Team,57,37
181,2,3:36.0,,D. White makes 2-pt layup from 2 ft (assist by D. DeRozan),57,39
182,2,3:12.0,J. Harden makes 2-pt layup from 1 ft,,59,39
183,2,3:05.0,,Personal foul by J. Harden (drawn by D. DeRozan),59,39
184,2,3:05.0,Houston full timeout,,59,39
185,2,3:05.0,C. Paul enters the game for G. Green,,59,39
186,2,3:05.0,,D. DeRozan misses free throw 1 of 2,59,39
187,2,3:05.0,,Offensive rebound by Team,59,39
188,2,3:05.0,,D. DeRozan makes free throw 2 of 2,59,40
189,2,2:43.0,J. Harden makes 2-pt layup from 2 ft,,61,40
190,2,2:27.0,,R. Gay misses 2-pt layup from 6 ft (block by C. Capela),61,40
191,2,2:24.0,Defensive rebound by C. Capela,,61,40
192,2,2:21.0,E. Gordon misses 3-pt jump shot from 24 ft,,61,40
193,2,2:17.0,,Defensive rebound by R. Gay,61,40
194,2,2:07.0,,P. Mills misses 2-pt jump shot from 22 ft,61,40
195,2,2:03.0,Defensive rebound by C. Paul,,61,40
196,2,1:57.0,C. Paul makes 2-pt jump shot from 4 ft,,63,40
197,2,1:40.0,,L. Aldridge misses 2-pt jump shot from 13 ft,63,40
198,2,1:37.0,Defensive rebound by C. Capela,,63,40
199,2,1:31.0,J. Harden misses 3-pt jump shot from 28 ft,,63,40
200,2,1:28.0,,Defensive rebound by P. Mills,63,40
201,2,1:19.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),63,42
202,2,0:52.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),,66,42
203,2,0:41.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by D. White),66,44
204,2,0:31.0,J. Harden makes 2-pt layup from 2 ft,,68,44
205,2,0:12.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by D. White),68,47
206,2,0:03.0,Personal foul by R. Gay (drawn by J. Harden),,68,47
207,2,0:00.0,J. Harden makes 2-pt layup from 1 ft,,70,47
208,3,11:41.0,,Turnover by D. White (bad pass; steal by C. Capela),70,47
209,3,11:36.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,72,47
210,3,11:24.0,,Personal foul by J. Harden (drawn by D. DeRozan),72,47
211,3,11:09.0,,B. Forbes makes 2-pt jump shot from 7 ft,72,49
212,3,10:53.0,J. Harden makes 3-pt jump shot from 31 ft (assist by C. Paul),,75,49
213,3,10:47.0,,Personal foul by J. Harden (drawn by D. DeRozan),75,49
214,3,10:47.0,,Technical foul by D. DeRozan,75,49
215,3,10:47.0,J. Harden makes technical free throw,,76,49
216,3,10:41.0,,D. DeRozan misses 2-pt jump shot from 15 ft,76,49
217,3,10:38.0,Defensive rebound by J. Harden,,76,49
218,3,10:33.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,78,49
219,3,10:17.0,,D. White makes 2-pt layup from 2 ft (assist by B. Forbes),78,51
220,3,10:05.0,C. Paul misses 2-pt jump shot from 11 ft,,78,51
221,3,10:05.0,,Defensive rebound by R. Gay,78,51
222,3,9:59.0,,Personal foul by J. Ennis (drawn by D. White),78,51
223,3,9:51.0,,Turnover by D. DeRozan (bad pass; steal by P. Tucker),78,51
224,3,9:48.0,J. Ennis makes 2-pt dunk from 2 ft (assist by C. Paul),,80,51
225,3,9:28.0,,L. Aldridge misses 2-pt jump shot from 13 ft,80,51
226,3,9:28.0,Defensive rebound by C. Capela,,80,51
227,3,9:20.0,J. Harden misses 3-pt jump shot from 30 ft,,80,51
228,3,9:20.0,,Defensive rebound by Team,80,51
229,3,9:20.0,,Personal foul by C. Capela (drawn by L. Aldridge),80,51
230,3,9:09.0,,L. Aldridge misses 2-pt jump shot from 7 ft,80,51
231,3,9:06.0,Defensive rebound by P. Tucker,,80,51
232,3,8:54.0,C. Capela makes 2-pt hook shot from 7 ft (assist by C. Paul),,82,51
233,3,8:40.0,,D. White misses 2-pt layup from 3 ft,82,51
234,3,8:40.0,,Offensive rebound by L. Aldridge,82,51
235,3,8:37.0,,L. Aldridge makes 2-pt layup from 2 ft,82,53
236,3,8:12.0,J. Harden makes 3-pt jump shot from 29 ft (assist by J. Ennis),,85,53
237,3,7:59.0,,Turnover by B. Forbes (lost ball; steal by J. Ennis),85,53
238,3,7:54.0,J. Harden misses 3-pt jump shot from 27 ft,,85,53
239,3,7:52.0,Offensive rebound by C. Capela,,85,53
240,3,7:52.0,Personal foul by D. DeRozan (drawn by C. Capela),,85,53
241,3,7:52.0,,D. Cunningham enters the game for R. Gay,85,53
242,3,7:46.0,C. Paul misses 2-pt jump shot from 14 ft,,85,53
243,3,7:43.0,,Defensive rebound by D. Cunningham,85,53
244,3,7:38.0,,Personal foul by J. Ennis (drawn by L. Aldridge),85,53
245,3,7:38.0,Technical foul by J. Ennis,,85,53
246,3,7:38.0,,D. DeRozan makes technical free throw,85,54
247,3,7:38.0,,L. Aldridge makes free throw 1 of 2,85,55
248,3,7:38.0,,L. Aldridge makes free throw 2 of 2,85,56
249,3,7:23.0,J. Harden misses 2-pt layup from 3 ft,,85,56
250,3,7:23.0,Offensive rebound by C. Capela,,85,56
251,3,7:23.0,Shooting foul by D. Cunningham (drawn by C. Capela),,85,56
252,3,7:23.0,C. Capela makes free throw 1 of 2,,86,56
253,3,7:23.0,C. Capela makes free throw 2 of 2,,87,56
254,3,7:02.0,,D. DeRozan misses 2-pt jump shot from 11 ft,87,56
255,3,6:58.0,Defensive rebound by C. Paul,,87,56
256,3,6:51.0,Shooting foul by L. Aldridge (drawn by C. Capela),,87,56
257,3,6:51.0,,San Antonio full timeout,87,56
258,3,6:51.0,E. Gordon enters the game for J. Ennis,,87,56
259,3,6:51.0,G. Green enters the game for C. Paul,,87,56
260,3,6:51.0,,P. Mills enters the game for B. Forbes,87,56
261,3,6:51.0,C. Capela makes free throw 1 of 2,,88,56
262,3,6:51.0,C. Capela misses free throw 2 of 2,,88,56
263,3,6:49.0,,Defensive rebound by D. Cunningham,88,56
264,3,6:37.0,,Personal foul by C. Capela (drawn by L. Aldridge),88,56
265,3,6:37.0,,L. Aldridge makes free throw 1 of 2,88,57
266,3,6:37.0,,L. Aldridge makes free throw 2 of 2,88,58
267,3,6:14.0,E. Gordon misses 2-pt layup from 9 ft (block by D. Cunningham),,88,58
268,3,6:11.0,Offensive rebound by C. Capela,,88,58
269,3,6:09.0,C. Capela makes 2-pt hook shot from 2 ft,,90,58
270,3,6:02.0,,D. DeRozan makes 2-pt jump shot from 15 ft,90,60
271,3,5:50.0,P. Tucker misses 3-pt jump shot from 23 ft,,90,60
272,3,5:47.0,,Defensive rebound by D. Cunningham,90,60
273,3,5:36.0,,L. Aldridge makes 2-pt jump shot from 13 ft,90,62
274,3,5:23.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by J. Harden),,93,62
275,3,5:22.0,,San Antonio full timeout,93,62
276,3,5:22.0,D. House enters the game for P. Tucker,,93,62
277,3,5:09.0,,L. Aldridge makes 2-pt layup from 1 ft,93,64
278,3,4:52.0,E. Gordon misses 3-pt jump shot from 30 ft,,93,64
279,3,4:49.0,Offensive rebound by D. House,,93,64
280,3,4:48.0,G. Green makes 3-pt jump shot from 24 ft (assist by D. House),,96,64
281,3,4:31.0,,D. White makes 2-pt jump shot from 6 ft (assist by P. Mills),96,66
282,3,4:09.0,G. Green makes 3-pt jump shot from 24 ft (assist by J. Harden),,99,66
283,3,3:55.0,,D. DeRozan misses 2-pt jump shot from 12 ft,99,66
284,3,3:53.0,Defensive rebound by J. Harden,,99,66
285,3,3:49.0,Turnover by J. Harden (bad pass; steal by D. DeRozan),,99,66
286,3,3:47.0,,D. DeRozan misses 2-pt layup from 2 ft (block by J. Harden),99,66
287,3,3:47.0,,Offensive rebound by Team,99,66
288,3,3:46.0,,Shooting foul by D. House (drawn by D. DeRozan),99,66
289,3,3:46.0,,D. DeRozan makes free throw 1 of 2,99,67
290,3,3:46.0,,D. DeRozan makes free throw 2 of 2,99,68
291,3,3:26.0,C. Capela makes 2-pt layup from 2 ft (assist by G. Green),,101,68
292,3,3:14.0,,D. DeRozan misses 2-pt jump shot from 11 ft,101,68
293,3,3:12.0,Defensive rebound by C. Capela,,101,68
294,3,3:07.0,C. Capela misses 2-pt layup from 4 ft,,101,68
295,3,3:04.0,Offensive rebound by C. Capela,,101,68
296,3,3:03.0,C. Capela misses 2-pt layup from 4 ft (block by L. Aldridge),,101,68
297,3,3:03.0,Offensive rebound by D. House,,101,68
298,3,2:59.0,D. House misses 3-pt jump shot from 27 ft,,101,68
299,3,2:55.0,Offensive rebound by J. Harden,,101,68
300,3,2:54.0,G. Green misses 3-pt jump shot from 27 ft,,101,68
301,3,2:52.0,,Defensive rebound by D. DeRozan,101,68
302,3,2:52.0,,Personal foul by C. Capela (drawn by D. DeRozan),101,68
303,3,2:52.0,C. Paul enters the game for C. Capela,,101,68
304,3,2:52.0,P. Tucker enters the game for J. Harden,,101,68
305,3,2:52.0,,B. Forbes enters the game for D. White,101,68
306,3,2:52.0,,D. DeRozan makes free throw 1 of 2,101,69
307,3,2:52.0,,D. DeRozan makes free throw 2 of 2,101,70
308,3,2:45.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by C. Paul),,104,70
309,3,2:32.0,,D. DeRozan makes 2-pt jump shot from 8 ft,104,72
310,3,2:16.0,G. Green misses 3-pt jump shot from 27 ft,,104,72
311,3,2:13.0,Offensive rebound by C. Paul,,104,72
312,3,2:10.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),,107,72
313,3,1:55.0,,Personal foul by P. Tucker (drawn by L. Aldridge),107,72
314,3,1:55.0,,R. Gay enters the game for D. DeRozan,107,72
315,3,1:55.0,,L. Aldridge makes free throw 1 of 2,107,73
316,3,1:55.0,M. Chriss enters the game for P. Tucker,,107,73
317,3,1:55.0,,L. Aldridge makes free throw 2 of 2,107,74
318,3,1:44.0,E. Gordon misses 3-pt jump shot from 26 ft,,107,74
319,3,1:40.0,,Defensive rebound by L. Aldridge,107,74
320,3,1:29.0,,L. Aldridge misses 2-pt hook shot from 6 ft,107,74
321,3,1:27.0,Defensive rebound by M. Chriss,,107,74
322,3,1:14.0,G. Green misses 3-pt jump shot from 28 ft,,107,74
323,3,1:11.0,,Defensive rebound by R. Gay,107,74
324,3,1:02.0,,L. Aldridge misses 2-pt jump shot from 9 ft,107,74
325,3,0:58.0,,Offensive rebound by L. Aldridge,107,74
326,3,0:53.0,,R. Gay misses 2-pt layup from 3 ft,107,74
327,3,0:50.0,Defensive rebound by E. Gordon,,107,74
328,3,0:33.0,Personal foul by R. Gay (drawn by E. Gordon),,107,74
329,3,0:33.0,,J. Poeltl enters the game for L. Aldridge,107,74
330,3,0:31.0,C. Paul makes 3-pt jump shot from 27 ft (assist by E. Gordon),,110,74
331,3,0:17.0,,B. Forbes misses 3-pt jump shot from 26 ft,110,74
332,3,0:14.0,Defensive rebound by C. Paul,,110,74
333,3,0:00.0,C. Paul misses 3-pt jump shot from 27 ft,,110,74
334,3,0:00.0,Offensive rebound by Team,,110,74
335,4,11:38.0,C. Paul makes 2-pt jump shot from 17 ft,,112,74
336,4,11:21.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by D. White),112,77
337,4,11:10.0,G. Clark misses 3-pt jump shot from 24 ft,,112,77
338,4,11:06.0,,Defensive rebound by D. White,112,77
339,4,10:54.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by D. White),112,79
340,4,10:41.0,Offensive foul by M. Chriss (drawn by D. White),,112,79
341,4,10:41.0,Turnover by M. Chriss (offensive foul),,112,79
342,4,10:28.0,,D. White misses 3-pt jump shot from 23 ft,112,79
343,4,10:25.0,Defensive rebound by M. Chriss,,112,79
344,4,10:12.0,C. Paul makes 2-pt layup from 1 ft,,114,79
345,4,9:52.0,,M. Belinelli makes 2-pt jump shot from 13 ft,114,81
346,4,9:26.0,G. Clark misses 3-pt jump shot from 26 ft,,114,81
347,4,9:24.0,,Defensive rebound by M. Belinelli,114,81
348,4,9:20.0,,D. Bertāns misses 3-pt jump shot from 26 ft,114,81
349,4,9:20.0,Defensive rebound by G. Clark,,114,81
350,4,9:12.0,C. Paul makes 3-pt jump shot from 26 ft,,117,81
351,4,8:54.0,,M. Belinelli misses 3-pt jump shot from 26 ft,117,81
352,4,8:50.0,,Offensive rebound by D. White,117,81
353,4,8:49.0,,D. White makes 2-pt layup from 1 ft,117,83
354,4,8:49.0,Houston full timeout,,117,83
355,4,8:49.0,M. Carter-Williams enters the game for E. Gordon,,117,83
356,4,8:49.0,G. Green enters the game for C. Paul,,117,83
357,4,8:28.0,G. Clark misses 3-pt jump shot from 24 ft,,117,83
358,4,8:26.0,,Defensive rebound by D. White,117,83
359,4,8:22.0,,Shooting foul by M. Carter-Williams (drawn by Q. Pondexter),117,83
360,4,8:22.0,,Q. Pondexter makes free throw 1 of 2,117,84
361,4,8:22.0,,Q. Pondexter makes free throw 2 of 2,117,85
362,4,8:06.0,Shooting foul by D. Bertāns (drawn by M. Carter-Williams),,117,85
363,4,8:06.0,M. Carter-Williams makes free throw 1 of 2,,118,85
364,4,8:06.0,M. Carter-Williams misses free throw 2 of 2,,118,85
365,4,8:02.0,,Defensive rebound by Q. Pondexter,118,85
366,4,7:49.0,,Q. Pondexter misses 3-pt jump shot from 23 ft,118,85
367,4,7:46.0,Defensive rebound by G. Clark,,118,85
368,4,7:39.0,M. Chriss misses 2-pt layup from 3 ft,,118,85
369,4,7:31.0,,Defensive rebound by J. Poeltl,118,85
370,4,7:30.0,,M. Belinelli misses 2-pt layup from 13 ft,118,85
371,4,7:27.0,Defensive rebound by D. House,,118,85
372,4,7:14.0,M. Carter-Williams makes 3-pt jump shot from 29 ft (assist by M. Chriss),,121,85
373,4,7:03.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by D. White),121,88
374,4,6:49.0,Personal foul by Q. Pondexter (drawn by M. Carter-Williams),,121,88
375,4,6:43.0,M. Chriss makes 2-pt dunk from 2 ft (assist by G. Green),,123,88
376,4,6:21.0,,M. Belinelli misses 3-pt jump shot from 23 ft,123,88
377,4,6:21.0,Defensive rebound by G. Clark,,123,88
378,4,6:08.0,G. Green misses 3-pt jump shot from 27 ft,,123,88
379,4,6:08.0,,Defensive rebound by J. Poeltl,123,88
380,4,5:56.0,,D. Bertāns makes 2-pt layup from 1 ft (assist by J. Poeltl),123,90
381,4,5:42.0,Turnover by M. Chriss (bad pass; steal by M. Belinelli),,123,90
