,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHARLOTTE_ACTION,NEW YORK_SCORE,CHARLOTTE_SCORE
214,2,0:39.0,,Shooting foul by E. Mudiay (drawn by C. Zeller),51,69
215,2,0:39.0,,C. Zeller misses free throw 1 of 2,51,69
216,2,0:39.0,,Offensive rebound by Team,51,69
217,2,0:39.0,,C. Zeller makes free throw 2 of 2,51,70
218,2,0:28.0,C. Lee makes 2-pt jump shot from 16 ft (assist by E. Freedom),,53,70
219,2,0:05.0,,N. Batum makes 2-pt dunk from 1 ft (assist by K. Walker),53,72
220,2,0:00.0,E. Mudiay misses 3-pt jump shot from 31 ft,,53,72
221,2,0:00.0,Offensive rebound by Team,,53,72
222,3,11:46.0,,C. Zeller misses 2-pt hook shot from 9 ft,53,72
223,3,11:36.0,,Offensive rebound by J. Lamb,53,72
224,3,11:36.0,,J. Lamb misses 2-pt layup at rim,53,72
225,3,11:35.0,Defensive rebound by E. Freedom,,53,72
226,3,11:20.0,N. Vonleh makes 2-pt layup from 2 ft,,55,72
227,3,11:11.0,,N. Batum misses 2-pt jump shot from 19 ft,55,72
228,3,11:08.0,Defensive rebound by N. Vonleh,,55,72
229,3,10:44.0,T. Hardaway misses 3-pt jump shot from 37 ft,,55,72
230,3,10:39.0,,Defensive rebound by N. Batum,55,72
231,3,10:29.0,,C. Zeller makes 2-pt jump shot from 7 ft (assist by N. Batum),55,74
232,3,10:20.0,E. Mudiay makes 2-pt jump shot from 19 ft,,57,74
233,3,10:09.0,,K. Walker misses 2-pt jump shot from 15 ft,57,74
234,3,10:06.0,Defensive rebound by E. Freedom,,57,74
235,3,9:59.0,T. Hardaway misses 3-pt jump shot from 26 ft,,57,74
236,3,9:56.0,,Defensive rebound by M. Williams,57,74
237,3,9:46.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by K. Walker),57,76
238,3,9:33.0,K. Knox misses 2-pt jump shot from 17 ft,,57,76
239,3,9:30.0,,Defensive rebound by K. Walker,57,76
240,3,9:27.0,,K. Walker misses 3-pt jump shot from 25 ft,57,76
241,3,9:24.0,Defensive rebound by N. Vonleh,,57,76
242,3,9:13.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,60,76
243,3,8:52.0,,Personal foul by T. Hardaway (drawn by C. Zeller),60,76
244,3,8:36.0,,K. Walker misses 2-pt jump shot from 13 ft,60,76
245,3,8:33.0,Defensive rebound by N. Vonleh,,60,76
246,3,8:25.0,N. Vonleh misses 3-pt jump shot from 26 ft,,60,76
247,3,8:24.0,Offensive rebound by Team,,60,76
248,3,8:24.0,,Loose ball foul by M. Williams (drawn by E. Freedom),60,76
249,3,8:16.0,E. Mudiay makes 2-pt jump shot from 11 ft,,62,76
250,3,8:16.0,,Charlotte full timeout,62,76
251,3,7:52.0,,C. Zeller makes 2-pt layup from 1 ft,62,78
252,3,7:41.0,Personal foul by N. Batum (drawn by T. Hardaway),,62,78
253,3,7:35.0,E. Mudiay makes 2-pt jump shot from 20 ft,,64,78
254,3,7:13.0,,Turnover by J. Lamb (bad pass; steal by K. Knox),64,78
255,3,7:09.0,E. Mudiay misses 2-pt layup from 3 ft (block by C. Zeller),,64,78
256,3,7:09.0,Offensive rebound by Team,,64,78
257,3,7:00.0,N. Vonleh misses 3-pt jump shot from 26 ft,,64,78
258,3,6:55.0,Offensive rebound by E. Freedom,,64,78
259,3,6:55.0,E. Freedom makes 2-pt layup from 1 ft,,66,78
260,3,6:40.0,,J. Lamb makes 2-pt jump shot from 15 ft (assist by K. Walker),66,80
261,3,6:24.0,Personal foul by C. Zeller (drawn by N. Vonleh),,66,80
262,3,6:17.0,E. Mudiay misses 2-pt jump shot from 19 ft,,66,80
263,3,6:13.0,,Defensive rebound by N. Batum,66,80
264,3,5:59.0,,J. Lamb misses 2-pt layup from 3 ft,66,80
265,3,5:59.0,Defensive rebound by Team,,66,80
266,3,5:40.0,Shooting foul by M. Williams (drawn by K. Knox),,66,80
267,3,5:40.0,K. Knox makes free throw 1 of 2,,67,80
268,3,5:40.0,K. Knox makes free throw 2 of 2,,68,80
269,3,5:30.0,,J. Lamb makes 2-pt layup from 2 ft (assist by K. Walker),68,82
270,3,5:30.0,,Shooting foul by K. Knox (drawn by J. Lamb),68,82
271,3,5:30.0,,J. Lamb makes free throw 1 of 1,68,83
272,3,5:10.0,E. Freedom makes 2-pt hook shot from 5 ft,,70,83
273,3,4:50.0,,J. Lamb misses 3-pt jump shot from 25 ft,70,83
274,3,4:47.0,,Offensive rebound by C. Zeller,70,83
275,3,4:41.0,,N. Batum misses 2-pt jump shot from 19 ft,70,83
276,3,4:38.0,Defensive rebound by E. Freedom,,70,83
277,3,4:31.0,K. Knox misses 3-pt jump shot from 26 ft,,70,83
278,3,4:28.0,,Defensive rebound by J. Lamb,70,83
279,3,4:20.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by J. Lamb),70,86
280,3,4:20.0,New York full timeout,,70,86
281,3,4:20.0,C. Lee enters the game for E. Mudiay,,70,86
282,3,4:20.0,F. Ntilikina enters the game for N. Vonleh,,70,86
283,3,4:20.0,,M. Kidd-Gilchrist enters the game for M. Williams,70,86
284,3,4:06.0,T. Hardaway makes 2-pt jump shot from 9 ft,,72,86
285,3,3:53.0,,K. Walker misses 3-pt jump shot from 26 ft,72,86
286,3,3:51.0,,Offensive rebound by K. Walker,72,86
287,3,3:48.0,,Turnover by K. Walker (bad pass; steal by C. Lee),72,86
288,3,3:31.0,C. Lee misses 2-pt jump shot from 16 ft,,72,86
289,3,3:28.0,,Defensive rebound by C. Zeller,72,86
290,3,3:09.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),72,88
291,3,2:48.0,Turnover by E. Freedom (traveling),,72,88
292,3,2:48.0,L. Kornet enters the game for E. Freedom,,72,88
293,3,2:48.0,E. Mudiay enters the game for F. Ntilikina,,72,88
294,3,2:48.0,,T. Parker enters the game for J. Lamb,72,88
295,3,2:24.0,,M. Kidd-Gilchrist misses 2-pt layup from 3 ft (block by K. Knox),72,88
296,3,2:20.0,Defensive rebound by C. Lee,,72,88
297,3,2:18.0,T. Hardaway makes 2-pt jump shot from 11 ft (assist by C. Lee),,74,88
298,3,2:02.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 7 ft (assist by T. Parker),74,90
299,3,1:43.0,K. Knox misses 2-pt layup from 9 ft,,74,90
300,3,1:42.0,Offensive rebound by L. Kornet,,74,90
301,3,1:42.0,L. Kornet misses 2-pt layup from 1 ft,,74,90
302,3,1:42.0,,Defensive rebound by C. Zeller,74,90
303,3,1:42.0,,Personal foul by K. Knox (drawn by C. Zeller),74,90
304,3,1:42.0,N. Vonleh enters the game for K. Knox,,74,90
305,3,1:42.0,,F. Kaminsky enters the game for C. Zeller,74,90
306,3,1:26.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),74,93
307,3,1:05.0,E. Mudiay makes 3-pt jump shot from 24 ft (assist by C. Lee),,77,93
308,3,0:41.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 11 ft,77,93
309,3,0:39.0,Defensive rebound by N. Vonleh,,77,93
310,3,0:32.0,N. Vonleh misses 3-pt jump shot from 26 ft,,77,93
311,3,0:29.0,,Defensive rebound by M. Kidd-Gilchrist,77,93
312,3,0:07.0,,N. Batum misses 3-pt jump shot from 23 ft,77,93
313,3,0:05.0,Defensive rebound by C. Lee,,77,93
314,3,0:02.0,Shooting foul by M. Kidd-Gilchrist (drawn by C. Lee),,77,93
315,3,0:02.0,C. Lee misses free throw 1 of 2,,77,93
316,3,0:02.0,Offensive rebound by Team,,77,93
317,3,0:02.0,C. Lee makes free throw 2 of 2,,78,93
318,3,0:00.0,,K. Walker misses 3-pt jump shot from 39 ft,78,93
319,3,0:00.0,,Offensive rebound by Team,78,93
320,4,11:40.0,Personal foul by M. Monk (drawn by N. Vonleh),,78,93
321,4,11:28.0,E. Mudiay makes 2-pt jump shot from 11 ft,,80,93
322,4,11:09.0,,F. Kaminsky makes 2-pt layup from 8 ft (assist by M. Monk),80,95
323,4,11:01.0,Shooting foul by M. Monk (drawn by E. Mudiay),,80,95
324,4,11:01.0,E. Mudiay makes free throw 1 of 2,,81,95
325,4,11:01.0,E. Mudiay makes free throw 2 of 2,,82,95
326,4,10:40.0,,M. Kidd-Gilchrist misses 2-pt hook shot from 6 ft (block by L. Kornet),82,95
327,4,10:36.0,Defensive rebound by M. Hezonja,,82,95
328,4,10:19.0,L. Kornet misses 3-pt jump shot from 26 ft,,82,95
329,4,10:15.0,,Defensive rebound by M. Kidd-Gilchrist,82,95
330,4,10:09.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by M. Bridges),82,98
331,4,9:55.0,L. Kornet makes 3-pt jump shot from 25 ft (assist by N. Vonleh),,85,98
332,4,9:33.0,,Turnover by M. Monk (bad pass),85,98
333,4,9:19.0,M. Hezonja misses 2-pt jump shot from 15 ft,,85,98
334,4,9:19.0,Offensive rebound by L. Kornet,,85,98
335,4,9:19.0,L. Kornet makes 2-pt layup from 1 ft,,87,98
336,4,9:19.0,,Charlotte full timeout,87,98
337,4,9:19.0,,M. Williams enters the game for M. Kidd-Gilchrist,87,98
338,4,9:07.0,,M. Bridges misses 3-pt jump shot from 23 ft,87,98
339,4,9:04.0,Defensive rebound by C. Lee,,87,98
340,4,8:55.0,C. Lee misses 2-pt layup from 2 ft,,87,98
341,4,8:53.0,,Defensive rebound by F. Kaminsky,87,98
342,4,8:35.0,,Turnover by M. Bridges (bad pass; steal by M. Hezonja),87,98
343,4,8:31.0,M. Hezonja makes 2-pt dunk from 1 ft,,89,98
344,4,8:14.0,,Turnover by M. Monk (lost ball; steal by C. Lee),89,98
345,4,8:09.0,E. Mudiay makes 2-pt layup from 2 ft (assist by C. Lee),,91,98
346,4,7:56.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,91,98
347,4,7:53.0,Defensive rebound by E. Mudiay,,91,98
348,4,7:51.0,Shooting foul by F. Kaminsky (drawn by C. Lee),,91,98
349,4,7:51.0,C. Lee misses free throw 1 of 2,,91,98
350,4,7:51.0,Offensive rebound by Team,,91,98
351,4,7:51.0,,J. Lamb enters the game for M. Bridges,91,98
352,4,7:51.0,,K. Walker enters the game for M. Monk,91,98
353,4,7:51.0,C. Lee makes free throw 2 of 2,,92,98
354,4,7:41.0,,T. Parker makes 2-pt jump shot from 16 ft,92,100
355,4,7:19.0,E. Mudiay makes 2-pt layup from 2 ft,,94,100
356,4,7:05.0,,T. Parker misses 2-pt layup from 3 ft (block by L. Kornet),94,100
357,4,7:01.0,Defensive rebound by M. Hezonja,,94,100
358,4,6:52.0,Shooting foul by F. Kaminsky (drawn by N. Vonleh),,94,100
359,4,6:52.0,N. Vonleh misses free throw 1 of 2,,94,100
360,4,6:52.0,Offensive rebound by Team,,94,100
361,4,6:52.0,,C. Zeller enters the game for F. Kaminsky,94,100
362,4,6:52.0,N. Vonleh makes free throw 2 of 2,,95,100
363,4,6:34.0,,Turnover by J. Lamb (lost ball; steal by L. Kornet),95,100
364,4,6:23.0,M. Hezonja makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,98,100
365,4,6:00.0,,T. Parker misses 3-pt jump shot from 25 ft,98,100
366,4,5:57.0,,Offensive rebound by C. Zeller,98,100
367,4,5:54.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by J. Lamb),98,103
368,4,5:42.0,E. Mudiay makes 2-pt jump shot from 18 ft,,100,103
369,4,5:17.0,,Turnover by K. Walker (bad pass),100,103
370,4,5:17.0,T. Hardaway enters the game for M. Hezonja,,100,103
371,4,5:17.0,K. Knox enters the game for C. Lee,,100,103
