,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,OKLAHOMA CITY_ACTION,PHILADELPHIA_SCORE,OKLAHOMA CITY_SCORE
59,1,5:22.0,,S. Adams misses 2-pt layup at rim,24,13
60,1,5:21.0,Defensive rebound by B. Simmons,,24,13
61,1,5:18.0,T. Harris misses 2-pt layup from 1 ft,,24,13
62,1,5:16.0,,Defensive rebound by S. Adams,24,13
63,1,5:10.0,,D. Schröder misses 2-pt jump shot from 7 ft,24,13
64,1,5:08.0,Defensive rebound by T. Harris,,24,13
65,1,5:00.0,J. Bolden makes 2-pt layup from 1 ft (assist by J. Redick),,26,13
66,1,4:50.0,,Personal foul by J. Bolden (drawn by S. Adams),26,13
67,1,4:50.0,A. Johnson enters the game for J. Bolden,,26,13
68,1,4:50.0,,N. Noel enters the game for S. Adams,26,13
69,1,4:35.0,,N. Noel makes 2-pt jump shot from 11 ft (assist by T. Ferguson),26,15
70,1,4:11.0,Personal foul by D. Schröder (drawn by A. Johnson),,26,15
71,1,4:09.0,T. Harris makes 2-pt dunk from 1 ft (assist by J. Redick),,28,15
72,1,3:47.0,,T. Ferguson makes 2-pt layup at rim (assist by N. Noel),28,17
73,1,3:38.0,M. Scott misses 2-pt jump shot from 21 ft,,28,17
74,1,3:36.0,,Defensive rebound by N. Noel,28,17
75,1,3:28.0,,N. Noel misses 2-pt jump shot from 9 ft,28,17
76,1,3:25.0,Defensive rebound by B. Simmons,,28,17
77,1,3:22.0,B. Simmons makes 2-pt layup from 1 ft (assist by T. Harris),,30,17
78,1,3:12.0,,D. Schröder misses 2-pt jump shot from 8 ft,30,17
79,1,3:10.0,Defensive rebound by A. Johnson,,30,17
80,1,3:01.0,T. Harris misses 2-pt layup from 1 ft,,30,17
81,1,2:59.0,,Defensive rebound by R. Westbrook,30,17
82,1,2:57.0,,D. Schröder makes 2-pt layup from 1 ft (assist by R. Westbrook),30,19
83,1,2:57.0,,Shooting foul by J. Redick (drawn by D. Schröder),30,19
84,1,2:57.0,Philadelphia full timeout,,30,19
85,1,2:57.0,J. Butler enters the game for T. Harris,,30,19
86,1,2:57.0,J. Ennis enters the game for A. Johnson,,30,19
87,1,2:57.0,T. McConnell enters the game for J. Redick,,30,19
88,1,2:57.0,,D. Schröder makes free throw 1 of 1,30,20
89,1,2:40.0,J. Butler misses 2-pt layup at rim,,30,20
90,1,2:38.0,Offensive rebound by Team,,30,20
91,1,2:38.0,,A. Nader enters the game for R. Westbrook,30,20
92,1,2:26.0,B. Simmons misses 2-pt jump shot from 12 ft,,30,20
93,1,2:22.0,Offensive rebound by J. Butler,,30,20
94,1,2:14.0,J. Butler misses 2-pt jump shot from 17 ft,,30,20
95,1,2:12.0,Offensive rebound by Team,,30,20
96,1,2:12.0,,Loose ball foul by T. Ferguson (drawn by M. Scott),30,20
97,1,2:06.0,B. Simmons misses 2-pt layup from 3 ft,,30,20
98,1,2:02.0,,Defensive rebound by A. Nader,30,20
99,1,1:56.0,,Personal foul by T. McConnell (drawn by D. Schröder),30,20
100,1,1:56.0,,D. Schröder makes free throw 1 of 2,30,21
101,1,1:56.0,,D. Schröder makes free throw 2 of 2,30,22
102,1,1:43.0,M. Scott misses 3-pt jump shot from 25 ft,,30,22
103,1,1:41.0,,Defensive rebound by N. Noel,30,22
104,1,1:35.0,,J. Grant makes 2-pt layup from 2 ft (assist by D. Schröder),30,24
105,1,1:23.0,J. Butler makes 2-pt layup from 1 ft (assist by T. McConnell),,32,24
106,1,1:17.0,,D. Schröder misses 3-pt jump shot from 25 ft,32,24
107,1,1:13.0,Defensive rebound by M. Scott,,32,24
108,1,1:08.0,M. Scott makes 3-pt jump shot from 25 ft (assist by B. Simmons),,35,24
109,1,0:47.0,,J. Grant makes 2-pt jump shot from 17 ft (assist by D. Schröder),35,26
110,1,0:28.0,M. Scott misses 3-pt jump shot from 27 ft,,35,26
111,1,0:26.0,Offensive rebound by J. Ennis,,35,26
112,1,0:24.0,J. Ennis misses 2-pt layup from 2 ft,,35,26
113,1,0:23.0,Offensive rebound by J. Ennis,,35,26
114,1,0:23.0,J. Ennis makes 2-pt layup from 1 ft,,37,26
115,1,0:03.0,,D. Schröder misses 2-pt jump shot from 15 ft,37,26
116,1,0:01.0,Defensive rebound by B. Simmons,,37,26
117,2,11:41.0,M. Scott misses 3-pt jump shot from 26 ft,,37,26
118,2,11:38.0,Offensive rebound by Team,,37,26
119,2,11:24.0,J. Ennis misses 2-pt jump shot from 22 ft,,37,26
120,2,11:23.0,,Defensive rebound by D. Schröder,37,26
121,2,11:17.0,,D. Schröder misses 2-pt jump shot from 17 ft,37,26
122,2,11:15.0,Defensive rebound by Team,,37,26
123,2,11:15.0,,R. Felton enters the game for T. Ferguson,37,26
124,2,11:01.0,M. Scott misses 2-pt jump shot from 9 ft,,37,26
125,2,10:59.0,,Defensive rebound by P. Patterson,37,26
126,2,10:51.0,,A. Nader makes 3-pt jump shot from 23 ft (assist by R. Felton),37,29
127,2,10:32.0,T. Harris makes 2-pt dunk from 1 ft (assist by T. McConnell),,39,29
128,2,10:15.0,,Shooting foul by M. Scott (drawn by S. Adams),39,29
129,2,10:15.0,,S. Adams makes free throw 1 of 2,39,30
130,2,10:15.0,A. Johnson enters the game for M. Scott,,39,30
131,2,10:15.0,,S. Adams misses free throw 2 of 2,39,30
132,2,10:11.0,Defensive rebound by A. Johnson,,39,30
133,2,9:50.0,T. McConnell makes 2-pt jump shot from 20 ft (assist by J. Butler),,41,30
134,2,9:38.0,,Turnover by S. Adams (bad pass; steal by J. Butler),41,30
135,2,9:31.0,A. Johnson misses 2-pt jump shot from 6 ft,,41,30
136,2,9:25.0,,Defensive rebound by S. Adams,41,30
137,2,9:24.0,,Turnover by D. Schröder (bad pass; steal by A. Johnson),41,30
138,2,9:12.0,Turnover by T. McConnell (lost ball; steal by S. Adams),,41,30
139,2,9:09.0,,Shooting foul by A. Johnson (drawn by A. Nader),41,30
140,2,9:09.0,,A. Nader makes free throw 1 of 2,41,31
141,2,9:09.0,,A. Nader makes free throw 2 of 2,41,32
142,2,8:52.0,T. Harris makes 3-pt jump shot from 26 ft,,44,32
143,2,8:39.0,,Turnover by R. Felton (lost ball; steal by T. McConnell),44,32
144,2,8:34.0,J. Ennis makes 2-pt layup from 2 ft (assist by T. McConnell),,46,32
145,2,8:23.0,,D. Schröder misses 2-pt jump shot from 17 ft,46,32
146,2,8:23.0,Defensive rebound by T. McConnell,,46,32
147,2,8:15.0,A. Johnson makes 2-pt layup from 4 ft (assist by T. McConnell),,48,32
148,2,8:14.0,,Oklahoma City full timeout,48,32
149,2,8:14.0,J. Redick enters the game for J. Butler,,48,32
150,2,8:14.0,B. Simmons enters the game for T. McConnell,,48,32
151,2,8:14.0,,R. Westbrook enters the game for A. Nader,48,32
152,2,7:59.0,,S. Adams misses 2-pt hook shot from 6 ft,48,32
153,2,7:55.0,Defensive rebound by B. Simmons,,48,32
154,2,7:49.0,J. Ennis misses 3-pt jump shot from 23 ft,,48,32
155,2,7:46.0,,Defensive rebound by R. Westbrook,48,32
156,2,7:43.0,,Turnover by R. Westbrook (bad pass; steal by B. Simmons),48,32
157,2,7:31.0,T. Harris misses 3-pt jump shot from 25 ft,,48,32
158,2,7:29.0,,Defensive rebound by P. Patterson,48,32
159,2,7:25.0,,R. Westbrook makes 2-pt layup from 1 ft,48,34
160,2,7:25.0,,Shooting foul by A. Johnson (drawn by R. Westbrook),48,34
161,2,7:25.0,,J. Grant enters the game for P. Patterson,48,34
162,2,7:25.0,,A. Nader enters the game for D. Schröder,48,34
163,2,7:25.0,,R. Westbrook makes free throw 1 of 1,48,35
164,2,7:07.0,Turnover by A. Johnson (out of bounds lost ball),,48,35
165,2,7:01.0,,S. Adams makes 2-pt hook shot from 7 ft (assist by R. Westbrook),48,37
166,2,7:00.0,Philadelphia full timeout,,48,37
167,2,6:45.0,Shooting foul by A. Nader (drawn by J. Redick),,48,37
168,2,6:45.0,J. Redick makes free throw 1 of 3,,49,37
169,2,6:45.0,J. Redick misses free throw 2 of 3,,49,37
170,2,6:45.0,Offensive rebound by Team,,49,37
171,2,6:45.0,J. Bolden enters the game for A. Johnson,,49,37
172,2,6:45.0,,T. Ferguson enters the game for A. Nader,49,37
173,2,6:45.0,J. Redick makes free throw 3 of 3,,50,37
174,2,6:37.0,,R. Westbrook makes 2-pt layup from 1 ft,50,39
175,2,6:20.0,Turnover by T. Harris (back court),,50,39
176,2,6:11.0,,R. Felton misses 3-pt jump shot from 25 ft,50,39
177,2,6:06.0,Defensive rebound by J. Bolden,,50,39
178,2,6:00.0,B. Simmons misses 2-pt layup from 3 ft (block by R. Westbrook),,50,39
179,2,6:00.0,Offensive rebound by B. Simmons,,50,39
180,2,6:00.0,Shooting foul by R. Felton (drawn by B. Simmons),,50,39
181,2,6:00.0,B. Simmons misses free throw 1 of 2,,50,39
182,2,6:00.0,Offensive rebound by Team,,50,39
183,2,6:00.0,B. Simmons makes free throw 2 of 2,,51,39
184,2,5:46.0,,J. Grant makes 2-pt dunk from 1 ft (assist by R. Felton),51,41
185,2,5:36.0,Offensive foul by B. Simmons (drawn by T. Ferguson),,51,41
186,2,5:36.0,Turnover by B. Simmons (offensive foul),,51,41
187,2,5:36.0,J. Butler enters the game for J. Ennis,,51,41
188,2,5:21.0,,Turnover by T. Ferguson (bad pass; steal by J. Bolden),51,41
189,2,5:06.0,B. Simmons misses 2-pt layup from 2 ft (block by J. Grant),,51,41
190,2,5:04.0,,Defensive rebound by S. Adams,51,41
191,2,5:00.0,,J. Grant misses 3-pt jump shot from 24 ft,51,41
192,2,4:56.0,Defensive rebound by T. Harris,,51,41
193,2,4:47.0,Personal foul by T. Ferguson (drawn by B. Simmons),,51,41
194,2,4:47.0,,D. Schröder enters the game for R. Felton,51,41
195,2,4:41.0,Offensive foul by B. Simmons (drawn by T. Ferguson),,51,41
196,2,4:41.0,Turnover by B. Simmons (offensive foul),,51,41
197,2,4:34.0,,J. Grant misses 3-pt jump shot from 24 ft,51,41
198,2,4:32.0,Defensive rebound by Team,,51,41
199,2,4:09.0,J. Redick misses 2-pt jump shot from 20 ft,,51,41
200,2,4:07.0,,Defensive rebound by R. Westbrook,51,41
201,2,4:03.0,,R. Westbrook makes 2-pt layup from 2 ft,51,43
202,2,3:41.0,J. Bolden makes 3-pt jump shot from 22 ft (assist by J. Butler),,54,43
203,2,3:29.0,,Shooting foul by T. Harris (drawn by J. Grant),54,43
204,2,3:29.0,,J. Grant misses free throw 1 of 2,54,43
205,2,3:29.0,,Offensive rebound by Team,54,43
206,2,3:29.0,M. Scott enters the game for T. Harris,,54,43
207,2,3:29.0,,M. Morris enters the game for S. Adams,54,43
208,2,3:29.0,,J. Grant makes free throw 2 of 2,54,44
209,2,3:12.0,J. Butler misses 2-pt jump shot from 19 ft,,54,44
210,2,3:08.0,,Defensive rebound by M. Morris,54,44
211,2,3:03.0,,Turnover by R. Westbrook (lost ball; steal by J. Butler),54,44
212,2,2:55.0,J. Butler makes 2-pt layup from 2 ft (assist by B. Simmons),,56,44
213,2,2:42.0,,R. Westbrook misses 2-pt jump shot from 4 ft,56,44
214,2,2:40.0,Defensive rebound by M. Scott,,56,44
215,2,2:28.0,J. Redick misses 3-pt jump shot from 25 ft,,56,44
216,2,2:27.0,Offensive rebound by B. Simmons,,56,44
217,2,2:27.0,Turnover by J. Redick (step out of bounds),,56,44
218,2,2:16.0,,R. Westbrook misses 3-pt jump shot from 24 ft,56,44
219,2,2:13.0,Defensive rebound by Team,,56,44
220,2,1:53.0,B. Simmons makes 2-pt dunk from 1 ft (assist by M. Scott),,58,44
221,2,1:30.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by T. Ferguson),58,46
222,2,1:23.0,J. Butler misses 3-pt jump shot from 25 ft,,58,46
223,2,1:20.0,,Defensive rebound by J. Grant,58,46
224,2,1:15.0,,M. Morris makes 2-pt dunk from 1 ft (assist by R. Westbrook),58,48
225,2,0:56.0,J. Redick misses 2-pt jump shot from 20 ft,,58,48
226,2,0:55.0,,Defensive rebound by R. Westbrook,58,48
227,2,0:43.0,,Shooting foul by J. Bolden (drawn by R. Westbrook),58,48
228,2,0:43.0,,R. Westbrook makes free throw 1 of 2,58,49
229,2,0:43.0,T. Harris enters the game for J. Bolden,,58,49
230,2,0:43.0,T. McConnell enters the game for B. Simmons,,58,49
231,2,0:43.0,,R. Westbrook misses free throw 2 of 2,58,49
232,2,0:40.0,Defensive rebound by Team,,58,49
233,2,0:26.0,J. Butler makes 2-pt dunk from 1 ft (assist by T. McConnell),,60,49
234,2,0:07.0,,R. Westbrook misses 2-pt layup from 1 ft,60,49
235,2,0:05.0,Defensive rebound by J. Butler,,60,49
236,2,0:00.0,J. Redick misses 3-pt jump shot from 22 ft,,60,49
237,2,0:00.0,Offensive rebound by Team,,60,49
238,3,11:40.0,J. Butler makes 2-pt jump shot from 14 ft,,62,49
239,3,11:26.0,,R. Westbrook misses 3-pt jump shot from 26 ft,62,49
240,3,11:24.0,,Offensive rebound by S. Adams,62,49
241,3,11:21.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Ferguson),62,52
242,3,11:05.0,J. Bolden makes 3-pt jump shot from 26 ft (assist by B. Simmons),,65,52
243,3,10:56.0,,Personal foul by J. Butler (drawn by D. Schröder),65,52
244,3,10:48.0,,J. Grant makes 2-pt layup from 1 ft (assist by D. Schröder),65,54
245,3,10:32.0,J. Bolden makes 2-pt layup at rim (assist by T. Harris),,67,54
246,3,10:27.0,,Oklahoma City full timeout,67,54
247,3,10:15.0,,S. Adams makes 2-pt layup from 2 ft (assist by D. Schröder),67,56
248,3,9:59.0,J. Butler misses 2-pt dunk from 1 ft,,67,56
249,3,9:57.0,,Defensive rebound by S. Adams,67,56
250,3,9:45.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),67,59
251,3,9:27.0,Personal foul by R. Westbrook (drawn by B. Simmons),,67,59
252,3,9:17.0,J. Butler misses 2-pt jump shot from 16 ft,,67,59
253,3,9:16.0,,Defensive rebound by Team,67,59
254,3,8:58.0,,S. Adams misses 2-pt dunk from 1 ft,67,59
255,3,8:56.0,Defensive rebound by J. Butler,,67,59
256,3,8:54.0,Shooting foul by D. Schröder (drawn by T. Harris),,67,59
257,3,8:54.0,T. Harris makes free throw 1 of 2,,68,59
258,3,8:54.0,T. Harris makes free throw 2 of 2,,69,59
259,3,8:48.0,,D. Schröder misses 3-pt jump shot from 26 ft,69,59
260,3,8:46.0,Defensive rebound by J. Redick,,69,59
261,3,8:36.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Butler),,71,59
262,3,8:24.0,,Turnover by R. Westbrook (bad pass),71,59
263,3,8:06.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Butler),,73,59
264,3,7:52.0,,D. Schröder misses 2-pt layup from 1 ft,73,59
265,3,7:50.0,,Offensive rebound by S. Adams,73,59
266,3,7:48.0,,S. Adams makes 2-pt dunk from 1 ft,73,61
267,3,7:32.0,T. Harris misses 2-pt jump shot from 7 ft,,73,61
268,3,7:32.0,,Defensive rebound by R. Westbrook,73,61
269,3,7:19.0,,D. Schröder misses 2-pt layup from 1 ft,73,61
270,3,7:17.0,Defensive rebound by J. Bolden,,73,61
271,3,7:12.0,J. Redick misses 3-pt jump shot from 23 ft,,73,61
272,3,7:09.0,,Defensive rebound by J. Grant,73,61
273,3,7:05.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),73,63
274,3,7:05.0,Philadelphia full timeout,,73,63
275,3,7:05.0,A. Johnson enters the game for J. Bolden,,73,63
276,3,6:54.0,Offensive foul by A. Johnson (drawn by D. Schröder),,73,63
277,3,6:54.0,Turnover by A. Johnson (offensive foul),,73,63
278,3,6:37.0,,Offensive foul by S. Adams (drawn by A. Johnson),73,63
279,3,6:37.0,,Turnover by S. Adams (offensive foul),73,63
280,3,6:15.0,J. Redick misses 2-pt jump shot from 12 ft,,73,63
281,3,6:12.0,,Defensive rebound by J. Grant,73,63
282,3,6:02.0,,J. Grant makes 2-pt layup from 2 ft (assist by T. Ferguson),73,65
283,3,5:47.0,Personal foul by R. Westbrook (drawn by J. Butler),,73,65
284,3,5:32.0,T. Harris misses 2-pt jump shot from 13 ft,,73,65
285,3,5:30.0,,Defensive rebound by R. Westbrook,73,65
286,3,5:22.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by D. Schröder),73,68
287,3,4:52.0,J. Redick misses 3-pt jump shot from 25 ft,,73,68
288,3,4:52.0,Offensive rebound by Team,,73,68
289,3,4:52.0,Turnover by Team (shot clock),,73,68
290,3,4:42.0,,R. Westbrook misses 3-pt jump shot from 27 ft,73,68
291,3,4:38.0,,Offensive rebound by S. Adams,73,68
292,3,4:37.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by S. Adams),73,71
293,3,4:26.0,A. Johnson makes 2-pt jump shot from 6 ft (assist by B. Simmons),,75,71
294,3,4:11.0,,R. Westbrook misses 2-pt jump shot from 17 ft,75,71
295,3,4:09.0,Defensive rebound by B. Simmons,,75,71
296,3,4:03.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),,77,71
297,3,3:52.0,,S. Adams makes 2-pt jump shot from 10 ft (assist by R. Westbrook),77,73
298,3,3:31.0,J. Butler misses 3-pt jump shot from 25 ft,,77,73
299,3,3:29.0,,Defensive rebound by R. Westbrook,77,73
300,3,3:26.0,,T. Ferguson misses 3-pt jump shot from 23 ft,77,73
301,3,3:22.0,,Offensive rebound by S. Adams,77,73
302,3,3:18.0,,J. Grant misses 2-pt layup from 4 ft (block by B. Simmons),77,73
303,3,3:14.0,Defensive rebound by J. Butler,,77,73
304,3,3:14.0,Personal foul by T. Ferguson (drawn by B. Simmons),,77,73
305,3,3:14.0,J. Ennis enters the game for J. Butler,,77,73
306,3,3:14.0,T. McConnell enters the game for A. Johnson,,77,73
307,3,3:14.0,M. Scott enters the game for J. Redick,,77,73
308,3,3:14.0,,A. Nader enters the game for S. Adams,77,73
309,3,3:14.0,,N. Noel enters the game for D. Schröder,77,73
310,3,2:54.0,T. Harris misses 2-pt jump shot from 17 ft,,77,73
311,3,2:51.0,,Defensive rebound by R. Westbrook,77,73
312,3,2:41.0,,R. Westbrook makes 2-pt layup from 2 ft,77,75
313,3,2:41.0,Violation by Team (def goaltending),,77,75
314,3,2:22.0,Shooting foul by N. Noel (drawn by T. Harris),,77,75
315,3,2:22.0,T. Harris makes free throw 1 of 2,,78,75
316,3,2:22.0,T. Harris makes free throw 2 of 2,,79,75
317,3,2:05.0,,J. Grant misses 2-pt layup from 5 ft (block by B. Simmons),79,75
318,3,2:01.0,Defensive rebound by B. Simmons,,79,75
319,3,1:58.0,T. Harris makes 2-pt dunk from 1 ft (assist by T. McConnell),,81,75
320,3,1:38.0,,R. Westbrook misses 3-pt jump shot from 26 ft,81,75
321,3,1:35.0,Defensive rebound by B. Simmons,,81,75
322,3,1:29.0,T. Harris makes 3-pt jump shot from 26 ft (assist by B. Simmons),,84,75
323,3,1:22.0,,Shooting foul by B. Simmons (drawn by R. Westbrook),84,75
324,3,1:22.0,,Offensive rebound by Team,84,75
325,3,1:22.0,,R. Westbrook misses free throw 1 of 2,84,75
326,3,1:22.0,J. Butler enters the game for B. Simmons,,84,75
327,3,1:22.0,,R. Felton enters the game for T. Ferguson,84,75
328,3,1:22.0,,R. Westbrook misses free throw 2 of 2,84,75
329,3,1:19.0,Defensive rebound by T. Harris,,84,75
330,3,1:09.0,J. Butler makes 2-pt layup from 2 ft,,86,75
331,3,0:56.0,,R. Felton misses 2-pt jump shot from 22 ft,86,75
332,3,0:56.0,Defensive rebound by J. Butler,,86,75
333,3,0:45.0,Shooting foul by R. Felton (drawn by J. Butler),,86,75
334,3,0:45.0,J. Butler misses free throw 1 of 2,,86,75
335,3,0:45.0,Offensive rebound by Team,,86,75
336,3,0:45.0,,D. Schröder enters the game for R. Westbrook,86,75
337,3,0:45.0,J. Butler misses free throw 2 of 2,,86,75
338,3,0:44.0,,Defensive rebound by A. Nader,86,75
339,3,0:32.0,,D. Schröder makes 2-pt layup from 1 ft,86,77
340,3,0:32.0,Violation by Team (def goaltending),,86,77
341,3,0:23.0,J. Butler misses 2-pt jump shot from 14 ft,,86,77
342,3,0:20.0,,Defensive rebound by J. Grant,86,77
343,3,0:04.0,,D. Schröder misses 2-pt layup from 1 ft (block by T. Harris),86,77
344,3,0:03.0,,Offensive rebound by Team,86,77
345,3,0:00.0,,Personal foul by J. Butler (drawn by N. Noel),86,77
346,3,0:00.0,,N. Noel makes free throw 1 of 2,86,78
347,3,0:00.0,,N. Noel makes free throw 2 of 2,86,79
348,4,11:46.0,,Personal foul by M. Scott (drawn by D. Schröder),86,79
349,4,11:34.0,,M. Morris misses 2-pt jump shot from 14 ft,86,79
350,4,11:30.0,Defensive rebound by J. Ennis,,86,79
351,4,11:10.0,J. Butler misses 2-pt layup from 2 ft (block by N. Noel),,86,79
352,4,11:10.0,Offensive rebound by Team,,86,79
353,4,11:07.0,J. Ennis misses 3-pt jump shot from 25 ft,,86,79
354,4,11:05.0,,Defensive rebound by A. Nader,86,79
355,4,10:56.0,,Shooting foul by T. McConnell (drawn by D. Schröder),86,79
356,4,10:56.0,,D. Schröder misses free throw 1 of 2,86,79
357,4,10:56.0,,Offensive rebound by Team,86,79
358,4,10:56.0,B. Simmons enters the game for T. Harris,,86,79
359,4,10:56.0,,D. Schröder makes free throw 2 of 2,86,80
360,4,10:42.0,T. McConnell misses 2-pt jump shot from 12 ft,,86,80
361,4,10:39.0,,Defensive rebound by M. Morris,86,80
362,4,10:33.0,,Turnover by D. Schröder (lost ball; steal by T. McConnell),86,80
363,4,10:22.0,Turnover by J. Ennis (bad pass; steal by A. Nader),,86,80
364,4,10:14.0,,M. Morris makes 2-pt jump shot from 4 ft (assist by D. Schröder),86,82
365,4,10:14.0,Philadelphia full timeout,,86,82
366,4,10:14.0,A. Johnson enters the game for M. Scott,,86,82
367,4,10:14.0,,S. Adams enters the game for N. Noel,86,82
368,4,9:51.0,T. McConnell misses 2-pt jump shot from 16 ft,,86,82
369,4,9:49.0,,Defensive rebound by M. Morris,86,82
370,4,9:28.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by D. Schröder),86,84
371,4,9:11.0,J. Butler makes 2-pt jump shot from 9 ft,,88,84
372,4,9:11.0,Shooting foul by M. Morris (drawn by J. Butler),,88,84
373,4,9:11.0,J. Butler makes free throw 1 of 1,,89,84
374,4,8:54.0,,M. Morris misses 2-pt hook shot from 7 ft,89,84
375,4,8:51.0,Defensive rebound by B. Simmons,,89,84
376,4,8:41.0,Shooting foul by D. Schröder (drawn by J. Butler),,89,84
377,4,8:41.0,J. Butler makes free throw 1 of 2,,90,84
378,4,8:41.0,,R. Westbrook enters the game for D. Schröder,90,84
379,4,8:41.0,J. Butler misses free throw 2 of 2,,90,84
380,4,8:38.0,,Defensive rebound by R. Westbrook,90,84
381,4,8:35.0,,Personal foul by A. Johnson (drawn by S. Adams),90,84
382,4,8:18.0,,Shooting foul by A. Johnson (drawn by M. Morris),90,84
383,4,8:18.0,,M. Morris makes free throw 1 of 2,90,85
384,4,8:18.0,T. Harris enters the game for J. Butler,,90,85
385,4,8:18.0,J. Redick enters the game for J. Ennis,,90,85
