,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
178,2,4:39.0,Turnover by K. Durant (lost ball; steal by T. Satoranský),,52,45
179,2,4:35.0,,T. Ariza makes 2-pt dunk from 2 ft (assist by O. Porter),52,47
180,2,4:34.0,Golden State full timeout,,52,47
181,2,4:34.0,D. Green enters the game for S. Livingston,,52,47
182,2,4:34.0,A. Iguodala enters the game for K. Looney,,52,47
183,2,4:34.0,K. Thompson enters the game for A. McKinnie,,52,47
184,2,4:18.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Durant),,55,47
185,2,3:58.0,,J. Green makes 3-pt jump shot from 23 ft (assist by T. Ariza),55,50
186,2,3:51.0,Shooting foul by T. Satoranský (drawn by S. Curry),,55,50
187,2,3:51.0,S. Curry makes free throw 1 of 3,,56,50
188,2,3:51.0,S. Curry makes free throw 2 of 3,,57,50
189,2,3:51.0,S. Curry makes free throw 3 of 3,,58,50
190,2,3:44.0,,T. Ariza misses 3-pt jump shot from 27 ft,58,50
191,2,3:42.0,Defensive rebound by D. Green,,58,50
192,2,3:38.0,K. Durant misses 2-pt jump shot from 20 ft,,58,50
193,2,3:34.0,Offensive rebound by A. Iguodala,,58,50
194,2,3:33.0,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),,61,50
195,2,3:13.0,,O. Porter makes 2-pt jump shot from 13 ft,61,52
196,2,2:54.0,S. Curry makes 2-pt layup from 3 ft,,63,52
197,2,2:34.0,,T. Satoranský makes 2-pt jump shot from 14 ft,63,54
198,2,2:20.0,D. Green misses 2-pt layup from 4 ft,,63,54
199,2,2:19.0,,Defensive rebound by B. Beal,63,54
200,2,2:14.0,,J. Green misses 3-pt jump shot from 24 ft,63,54
201,2,2:12.0,Defensive rebound by S. Curry,,63,54
202,2,2:11.0,Turnover by K. Durant (traveling),,63,54
203,2,1:54.0,,B. Beal misses 2-pt layup from 3 ft (block by D. Green),63,54
204,2,1:51.0,Defensive rebound by K. Durant,,63,54
205,2,1:49.0,Turnover by K. Durant (out of bounds lost ball),,63,54
206,2,1:45.0,,Personal foul by D. Green (drawn by T. Ariza),63,54
207,2,1:45.0,,T. Ariza makes free throw 1 of 2,63,55
208,2,1:45.0,,T. Ariza makes free throw 2 of 2,63,56
209,2,1:36.0,K. Thompson misses 3-pt jump shot from 26 ft,,63,56
210,2,1:33.0,,Defensive rebound by O. Porter,63,56
211,2,1:28.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by O. Porter),63,59
212,2,1:26.0,Golden State full timeout,,63,59
213,2,1:13.0,S. Curry makes 2-pt layup from 1 ft,,65,59
214,2,0:57.0,,Turnover by T. Satoranský (bad pass),65,59
215,2,0:57.0,,T. Bryant enters the game for J. Green,65,59
216,2,0:46.0,K. Durant makes 2-pt dunk from 2 ft (assist by A. Iguodala),,67,59
217,2,0:28.0,,B. Beal misses 3-pt jump shot from 25 ft,67,59
218,2,0:25.0,Defensive rebound by D. Green,,67,59
219,2,0:09.0,S. Curry misses 3-pt jump shot from 29 ft,,67,59
220,2,0:05.0,,Defensive rebound by B. Beal,67,59
221,2,0:02.0,,T. Ariza misses 3-pt jump shot from 25 ft,67,59
222,2,0:01.0,,Offensive rebound by Team,67,59
223,3,11:36.0,,T. Ariza makes 2-pt layup from 2 ft,67,61
224,3,11:15.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by S. Curry),,69,61
225,3,11:02.0,,T. Bryant makes 3-pt jump shot from 26 ft (assist by T. Satoranský),69,64
226,3,10:49.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Cousins),,71,64
227,3,10:34.0,,Personal foul by D. Cousins (drawn by T. Bryant),71,64
228,3,10:25.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by J. Green),71,67
229,3,10:04.0,D. Cousins misses 2-pt jump shot from 21 ft,,71,67
230,3,10:01.0,Offensive rebound by D. Green,,71,67
231,3,10:00.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,74,67
232,3,9:43.0,,J. Green misses 3-pt jump shot from 25 ft,74,67
233,3,9:43.0,Defensive rebound by D. Cousins,,74,67
234,3,9:30.0,K. Thompson misses 2-pt jump shot from 18 ft,,74,67
235,3,9:30.0,,Defensive rebound by J. Green,74,67
236,3,9:20.0,,B. Beal misses 3-pt jump shot from 27 ft,74,67
237,3,9:17.0,Defensive rebound by D. Green,,74,67
238,3,9:14.0,D. Cousins makes 2-pt layup from 2 ft (assist by K. Durant),,76,67
239,3,8:54.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by T. Satoranský),76,69
240,3,8:54.0,,Shooting foul by D. Green (drawn by T. Bryant),76,69
241,3,8:54.0,,T. Bryant misses free throw 1 of 1,76,69
242,3,8:52.0,Defensive rebound by D. Green,,76,69
243,3,8:44.0,Turnover by S. Curry (traveling),,76,69
244,3,8:31.0,,B. Beal misses 2-pt jump shot from 13 ft (block by S. Curry),76,69
245,3,8:30.0,Defensive rebound by D. Green,,76,69
246,3,8:30.0,Personal foul by B. Beal (drawn by S. Curry),,76,69
247,3,8:22.0,Personal foul by B. Beal (drawn by D. Cousins),,76,69
248,3,8:13.0,D. Green makes 2-pt layup from 3 ft (assist by K. Thompson),,78,69
249,3,7:58.0,,J. Green misses 2-pt jump shot from 16 ft,78,69
250,3,7:57.0,Defensive rebound by S. Curry,,78,69
251,3,7:44.0,K. Durant makes 3-pt jump shot from 29 ft,,81,69
252,3,7:24.0,,T. Satoranský misses 3-pt jump shot from 26 ft,81,69
253,3,7:21.0,Defensive rebound by K. Durant,,81,69
254,3,7:13.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Cousins),,83,69
255,3,7:13.0,Shooting foul by J. Green (drawn by S. Curry),,83,69
256,3,7:13.0,S. Curry makes free throw 1 of 1,,84,69
257,3,7:13.0,,Washington full timeout,84,69
258,3,6:56.0,,T. Ariza misses 2-pt layup from 2 ft,84,69
259,3,6:54.0,Defensive rebound by D. Cousins,,84,69
260,3,6:34.0,D. Green misses 2-pt layup from 1 ft,,84,69
261,3,6:32.0,,Defensive rebound by B. Beal,84,69
262,3,6:29.0,,B. Beal misses 3-pt jump shot from 27 ft,84,69
263,3,6:27.0,,Offensive rebound by B. Beal,84,69
264,3,6:23.0,,J. Green misses 2-pt jump shot from 20 ft,84,69
265,3,6:21.0,,Offensive rebound by B. Beal,84,69
266,3,6:20.0,,B. Beal makes 3-pt jump shot from 26 ft,84,72
267,3,5:56.0,K. Thompson misses 2-pt jump shot from 10 ft,,84,72
268,3,5:54.0,,Defensive rebound by B. Beal,84,72
269,3,5:48.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by B. Beal),84,74
270,3,5:34.0,S. Curry misses 3-pt jump shot from 23 ft,,84,74
271,3,5:31.0,,Defensive rebound by T. Satoranský,84,74
272,3,5:19.0,,T. Bryant makes 2-pt jump shot from 22 ft,84,76
273,3,5:08.0,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),,86,76
274,3,5:08.0,Shooting foul by T. Bryant (drawn by S. Curry),,86,76
275,3,5:08.0,A. Iguodala enters the game for D. Cousins,,86,76
276,3,5:08.0,K. Looney enters the game for D. Green,,86,76
277,3,5:08.0,,O. Porter enters the game for J. Green,86,76
278,3,5:08.0,S. Curry makes free throw 1 of 1,,87,76
279,3,4:57.0,,Personal foul by S. Curry (drawn by T. Satoranský),87,76
280,3,4:48.0,,B. Beal makes 2-pt layup from 3 ft,87,78
281,3,4:36.0,K. Looney makes 2-pt dunk from 2 ft (assist by S. Curry),,89,78
282,3,4:29.0,,T. Satoranský misses 3-pt jump shot from 26 ft,89,78
283,3,4:27.0,Defensive rebound by A. Iguodala,,89,78
284,3,4:23.0,K. Thompson makes 2-pt layup at rim (assist by A. Iguodala),,91,78
285,3,4:07.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by T. Bryant),91,81
286,3,3:57.0,K. Thompson makes 2-pt jump shot from 9 ft (assist by S. Curry),,93,81
287,3,3:43.0,,Turnover by B. Beal (lost ball; steal by A. Iguodala),93,81
288,3,3:40.0,Shooting foul by O. Porter (drawn by A. Iguodala),,93,81
289,3,3:40.0,A. Iguodala misses free throw 1 of 2,,93,81
290,3,3:40.0,Offensive rebound by Team,,93,81
291,3,3:40.0,A. McKinnie enters the game for K. Thompson,,93,81
292,3,3:40.0,,S. Dekker enters the game for T. Bryant,93,81
293,3,3:40.0,A. Iguodala makes free throw 2 of 2,,94,81
294,3,3:26.0,,O. Porter makes 2-pt jump shot from 12 ft (assist by T. Satoranský),94,83
295,3,3:16.0,S. Curry makes 2-pt layup from 3 ft,,96,83
296,3,3:03.0,,O. Porter misses 3-pt jump shot from 26 ft,96,83
297,3,2:59.0,Defensive rebound by K. Looney,,96,83
298,3,2:54.0,S. Curry misses 2-pt layup from 1 ft,,96,83
299,3,2:50.0,,Defensive rebound by O. Porter,96,83
300,3,2:49.0,,Shooting foul by K. Looney (drawn by T. Ariza),96,83
301,3,2:49.0,Golden State full timeout,,96,83
302,3,2:49.0,,C. Randle enters the game for T. Satoranský,96,83
303,3,2:49.0,,T. Ariza makes free throw 1 of 2,96,84
304,3,2:49.0,,T. Ariza makes free throw 2 of 2,96,85
305,3,2:28.0,K. Durant misses 3-pt jump shot from 30 ft,,96,85
306,3,2:24.0,,Defensive rebound by B. Beal,96,85
307,3,2:20.0,,B. Beal makes 2-pt jump shot from 3 ft,96,87
308,3,2:09.0,Shooting foul by O. Porter (drawn by K. Durant),,96,87
309,3,2:09.0,K. Durant makes free throw 1 of 2,,97,87
310,3,2:09.0,K. Durant makes free throw 2 of 2,,98,87
311,3,1:52.0,,C. Randle makes 3-pt jump shot from 28 ft (assist by T. Ariza),98,90
312,3,1:35.0,S. Curry makes 2-pt jump shot from 17 ft,,100,90
313,3,1:35.0,D. Green enters the game for S. Curry,,100,90
314,3,1:12.0,,O. Porter misses 3-pt jump shot from 24 ft,100,90
315,3,1:07.0,Defensive rebound by D. Green,,100,90
316,3,1:03.0,K. Durant misses 2-pt jump shot from 14 ft,,100,90
317,3,1:01.0,Offensive rebound by K. Looney,,100,90
318,3,1:01.0,Shooting foul by O. Porter (drawn by K. Looney),,100,90
319,3,1:01.0,K. Looney makes free throw 1 of 2,,101,90
320,3,1:01.0,K. Looney makes free throw 2 of 2,,102,90
321,3,0:48.0,,C. Randle misses 2-pt layup from 3 ft,102,90
322,3,0:45.0,Defensive rebound by K. Looney,,102,90
323,3,0:37.0,K. Durant misses 2-pt jump shot from 11 ft,,102,90
324,3,0:34.0,,Defensive rebound by S. Dekker,102,90
325,3,0:29.0,,Personal foul by D. Green (drawn by T. Ariza),102,90
326,3,0:29.0,,T. Ariza makes free throw 1 of 2,102,91
327,3,0:29.0,,T. Ariza makes free throw 2 of 2,102,92
328,3,0:15.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),,104,92
329,4,11:37.0,Turnover by D. Cousins (bad pass; steal by T. Satoranský),,104,92
330,4,11:33.0,,T. Satoranský makes 2-pt dunk from 2 ft (assist by S. Dekker),104,94
331,4,11:16.0,D. Cousins makes 2-pt hook shot from 3 ft,,106,94
332,4,10:58.0,,S. Dekker misses 2-pt layup from 7 ft,106,94
333,4,10:52.0,,Offensive rebound by T. Ariza,106,94
334,4,10:52.0,,T. Ariza makes 2-pt layup from 1 ft,106,96
335,4,10:40.0,D. Green misses 3-pt jump shot from 26 ft,,106,96
336,4,10:37.0,,Defensive rebound by O. Porter,106,96
337,4,10:36.0,,Personal foul by S. Livingston (drawn by O. Porter),106,96
338,4,10:29.0,,C. Randle makes 2-pt jump shot from 20 ft,106,98
339,4,10:14.0,K. Thompson misses 2-pt layup from 1 ft,,106,98
340,4,10:12.0,,Defensive rebound by C. Randle,106,98
341,4,9:57.0,,C. Randle makes 3-pt jump shot from 23 ft,106,101
342,4,9:42.0,Offensive foul by S. Livingston (drawn by C. Randle),,106,101
343,4,9:42.0,Turnover by S. Livingston (offensive foul),,106,101
344,4,9:14.0,,T. Satoranský makes 2-pt jump shot from 9 ft (assist by C. Randle),106,103
345,4,8:56.0,D. Cousins makes 2-pt hook shot from 2 ft,,108,103
346,4,8:40.0,,O. Porter misses 3-pt jump shot from 25 ft,108,103
347,4,8:37.0,Defensive rebound by D. Cousins,,108,103
348,4,8:25.0,Turnover by D. Green (bad pass; steal by O. Porter),,108,103
349,4,8:21.0,,Turnover by T. Ariza (bad pass),108,103
350,4,8:21.0,A. McKinnie enters the game for A. Iguodala,,108,103
351,4,8:05.0,Personal foul by O. Porter (drawn by K. Thompson),,108,103
352,4,8:05.0,Golden State full timeout,,108,103
353,4,8:05.0,K. Looney enters the game for D. Green,,108,103
354,4,8:05.0,,B. Beal enters the game for T. Ariza,108,103
355,4,7:53.0,A. McKinnie misses 2-pt layup from 4 ft (block by O. Porter),,108,103
356,4,7:49.0,,Defensive rebound by B. Beal,108,103
357,4,7:47.0,,C. Randle makes 3-pt jump shot from 25 ft (assist by T. Satoranský),108,106
358,4,7:35.0,K. Thompson misses 2-pt jump shot from 13 ft,,108,106
359,4,7:31.0,,Defensive rebound by C. Randle,108,106
360,4,7:19.0,,B. Beal misses 3-pt jump shot from 25 ft,108,106
361,4,7:17.0,Defensive rebound by A. McKinnie,,108,106
362,4,7:17.0,Personal foul by S. Dekker (drawn by A. McKinnie),,108,106
363,4,7:12.0,Personal foul by S. Dekker (drawn by D. Cousins),,108,106
364,4,7:04.0,Turnover by S. Livingston (bad pass; steal by B. Beal),,108,106
365,4,6:57.0,,S. Dekker misses 2-pt layup from 2 ft,108,106
366,4,6:55.0,Defensive rebound by K. Looney,,108,106
367,4,6:50.0,Shooting foul by C. Randle (drawn by S. Livingston),,108,106
368,4,6:50.0,S. Livingston makes free throw 1 of 2,,109,106
369,4,6:50.0,S. Curry enters the game for K. Thompson,,109,106
370,4,6:50.0,,J. Green enters the game for S. Dekker,109,106
371,4,6:50.0,S. Livingston makes free throw 2 of 2,,110,106
372,4,6:36.0,,Personal foul by S. Curry (drawn by C. Randle),110,106
373,4,6:36.0,K. Durant enters the game for D. Cousins,,110,106
374,4,6:27.0,,B. Beal misses 2-pt layup from 1 ft,110,106
375,4,6:25.0,Defensive rebound by S. Livingston,,110,106
376,4,6:20.0,S. Livingston misses 2-pt layup from 1 ft,,110,106
377,4,6:17.0,Offensive rebound by A. McKinnie,,110,106
378,4,6:17.0,A. McKinnie makes 2-pt dunk at rim,,112,106
379,4,6:09.0,,Turnover by B. Beal (lost ball; steal by A. McKinnie),112,106
380,4,5:58.0,K. Looney makes 2-pt dunk at rim (assist by S. Livingston),,114,106
381,4,5:57.0,,Washington full timeout,114,106
382,4,5:57.0,,T. Ariza enters the game for C. Randle,114,106
383,4,5:40.0,,O. Porter misses 3-pt jump shot from 27 ft,114,106
384,4,5:34.0,,Offensive rebound by T. Satoranský,114,106
