,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
0,1,11:38.0,,Turnover by S. Ibaka (traveling),0,0
1,1,11:25.0,B. Lopez makes 2-pt jump shot from 12 ft,,2,0
2,1,11:03.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Leonard),2,2
3,1,10:42.0,M. Brogdon misses 3-pt jump shot from 24 ft,,2,2
4,1,10:35.0,,Defensive rebound by K. Leonard,2,2
5,1,10:34.0,,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),2,4
6,1,10:25.0,Personal foul by K. Lowry (drawn by E. Bledsoe),,2,4
7,1,10:20.0,M. Brogdon misses 2-pt layup from 1 ft,,2,4
8,1,10:17.0,,Defensive rebound by D. Green,2,4
9,1,10:12.0,,K. Leonard misses 2-pt jump shot from 19 ft,2,4
10,1,10:08.0,Defensive rebound by G. Antetokounmpo,,2,4
11,1,9:59.0,G. Antetokounmpo misses 2-pt hook shot from 1 ft,,2,4
12,1,9:57.0,,Defensive rebound by D. Green,2,4
13,1,9:46.0,,P. Siakam makes 2-pt jump shot from 19 ft (assist by K. Lowry),2,6
14,1,9:32.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,2,6
15,1,9:29.0,,Defensive rebound by P. Siakam,2,6
16,1,9:24.0,,Turnover by P. Siakam (lost ball; steal by G. Antetokounmpo),2,6
17,1,9:20.0,E. Bledsoe makes 2-pt layup from 1 ft,,4,6
18,1,9:00.0,,Turnover by S. Ibaka (bad pass; steal by E. Bledsoe),4,6
19,1,8:56.0,E. Bledsoe makes 2-pt layup from 1 ft,,6,6
20,1,8:36.0,,S. Ibaka misses 3-pt jump shot from 26 ft,6,6
21,1,8:33.0,Defensive rebound by K. Middleton,,6,6
22,1,8:27.0,K. Middleton makes 2-pt dunk from 1 ft,,8,6
23,1,8:19.0,,K. Leonard misses 2-pt jump shot from 19 ft,8,6
24,1,8:14.0,Defensive rebound by G. Antetokounmpo,,8,6
25,1,8:05.0,B. Lopez misses 3-pt jump shot from 29 ft,,8,6
26,1,8:01.0,,Defensive rebound by K. Lowry,8,6
27,1,7:55.0,,K. Leonard misses 2-pt jump shot from 3 ft (block by B. Lopez),8,6
28,1,7:54.0,,Offensive rebound by Team,8,6
29,1,7:54.0,S. Brown enters the game for M. Brogdon,,8,6
30,1,7:52.0,,D. Green misses 2-pt jump shot from 16 ft,8,6
31,1,7:48.0,Defensive rebound by E. Bledsoe,,8,6
32,1,7:31.0,Turnover by E. Bledsoe (lost ball; steal by K. Leonard),,8,6
