,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
45,1,6:54.0,,Charlotte full timeout,8,10
46,1,6:54.0,C. Felício enters the game for W. Carter,,8,10
47,1,6:54.0,,M. Bridges enters the game for N. Batum,8,10
48,1,6:54.0,,M. Kidd-Gilchrist enters the game for M. Williams,8,10
49,1,6:54.0,C. Payne makes free throw 1 of 1,,9,10
50,1,6:39.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,9,10
51,1,6:35.0,Defensive rebound by Z. LaVine,,9,10
52,1,6:33.0,Shooting foul by K. Walker (drawn by C. Hutchison),,9,10
53,1,6:33.0,C. Hutchison misses free throw 1 of 2,,9,10
54,1,6:33.0,Offensive rebound by Team,,9,10
55,1,6:33.0,C. Hutchison misses free throw 2 of 2,,9,10
56,1,6:29.0,,Defensive rebound by M. Bridges,9,10
57,1,6:16.0,,M. Bridges makes 2-pt layup from 1 ft (assist by K. Walker),9,12
58,1,6:02.0,C. Felício makes 2-pt jump shot from 11 ft (assist by J. Holiday),,11,12
59,1,5:46.0,,K. Walker misses 3-pt jump shot from 27 ft,11,12
60,1,5:43.0,Defensive rebound by C. Hutchison,,11,12
61,1,5:30.0,C. Payne makes 3-pt jump shot from 25 ft (assist by J. Holiday),,14,12
62,1,5:11.0,,J. Lamb misses 2-pt jump shot from 5 ft,14,12
63,1,5:09.0,,Offensive rebound by C. Zeller,14,12
64,1,5:04.0,,K. Walker misses 2-pt layup from 2 ft,14,12
65,1,5:02.0,,Offensive rebound by M. Bridges,14,12
66,1,5:00.0,,M. Bridges makes 2-pt layup from 2 ft,14,14
67,1,4:42.0,Z. LaVine misses 3-pt jump shot from 25 ft,,14,14
68,1,4:39.0,,Defensive rebound by C. Zeller,14,14
69,1,4:34.0,,Personal foul by Z. LaVine (drawn by J. Lamb),14,14
70,1,4:34.0,A. Blakeney enters the game for C. Hutchison,,14,14
71,1,4:34.0,J. Parker enters the game for Z. LaVine,,14,14
72,1,4:34.0,,W. Hernangómez enters the game for J. Lamb,14,14
73,1,4:34.0,,M. Monk enters the game for C. Zeller,14,14
74,1,4:28.0,,K. Walker makes 2-pt jump shot from 23 ft (assist by M. Kidd-Gilchrist),14,16
75,1,4:18.0,Personal foul by W. Hernangómez (drawn by C. Felício),,14,16
76,1,4:18.0,,T. Parker enters the game for K. Walker,14,16
77,1,4:02.0,C. Payne misses 2-pt layup from 2 ft,,14,16
78,1,3:59.0,,Defensive rebound by M. Kidd-Gilchrist,14,16
79,1,3:47.0,,Shooting foul by J. Parker (drawn by M. Kidd-Gilchrist),14,16
80,1,3:47.0,,M. Kidd-Gilchrist misses free throw 1 of 2,14,16
81,1,3:47.0,,Offensive rebound by Team,14,16
82,1,3:47.0,,M. Kidd-Gilchrist makes free throw 2 of 2,14,17
83,1,3:27.0,C. Felício makes 2-pt hook shot from 6 ft,,16,17
84,1,3:08.0,,T. Parker makes 2-pt jump shot from 22 ft (assist by M. Monk),16,19
85,1,2:55.0,C. Payne makes 2-pt layup at rim,,18,19
86,1,2:42.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by T. Parker),18,21
87,1,2:29.0,J. Parker misses 3-pt jump shot from 27 ft,,18,21
88,1,2:25.0,,Defensive rebound by W. Hernangómez,18,21
89,1,2:11.0,,W. Hernangómez misses 2-pt hook shot from 9 ft,18,21
90,1,2:09.0,Defensive rebound by C. Felício,,18,21
91,1,2:01.0,C. Payne makes 3-pt jump shot from 25 ft,,21,21
92,1,1:46.0,Chicago full timeout,,21,21
93,1,1:46.0,R. Arcidiacono enters the game for C. Payne,,21,21
94,1,1:46.0,,K. Walker enters the game for M. Kidd-Gilchrist,21,21
95,1,1:37.0,,M. Monk misses 3-pt jump shot from 27 ft,21,21
96,1,1:34.0,Defensive rebound by J. Holiday,,21,21
97,1,1:24.0,A. Blakeney misses 3-pt jump shot from 23 ft,,21,21
98,1,1:19.0,,Defensive rebound by M. Bridges,21,21
99,1,1:12.0,,Personal foul by A. Blakeney (drawn by M. Monk),21,21
100,1,1:01.0,,M. Monk misses 3-pt jump shot from 24 ft,21,21
101,1,0:58.0,Defensive rebound by A. Blakeney,,21,21
102,1,0:51.0,A. Blakeney makes 2-pt jump shot from 15 ft,,23,21
103,1,0:37.0,,M. Bridges misses 3-pt jump shot from 22 ft,23,21
104,1,0:34.0,Defensive rebound by J. Holiday,,23,21
105,1,0:21.0,J. Parker makes 2-pt layup from 5 ft,,25,21
106,1,0:00.0,,K. Walker makes 2-pt layup from 1 ft,25,23
107,2,11:48.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,25,23
108,2,11:45.0,Defensive rebound by C. Hutchison,,25,23
109,2,11:33.0,C. Felício misses 2-pt layup from 2 ft (block by M. Williams),,25,23
110,2,11:30.0,Offensive rebound by R. Arcidiacono,,25,23
111,2,11:24.0,J. Parker misses 2-pt layup from 1 ft,,25,23
112,2,11:24.0,Offensive rebound by C. Felício,,25,23
113,2,11:24.0,Shooting foul by M. Kidd-Gilchrist (drawn by C. Felício),,25,23
114,2,11:24.0,C. Felício makes free throw 1 of 2,,26,23
115,2,11:24.0,C. Felício makes free throw 2 of 2,,27,23
116,2,11:02.0,,T. Parker misses 3-pt jump shot from 27 ft,27,23
117,2,10:58.0,Defensive rebound by C. Hutchison,,27,23
118,2,10:48.0,J. Parker makes 2-pt dunk from 1 ft (assist by C. Hutchison),,29,23
119,2,10:43.0,,T. Parker makes 2-pt layup from 1 ft,29,25
120,2,10:43.0,,Shooting foul by R. Arcidiacono (drawn by T. Parker),29,25
121,2,10:43.0,,T. Parker makes free throw 1 of 1,29,26
122,2,10:19.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,29,26
123,2,10:17.0,,Defensive rebound by M. Kidd-Gilchrist,29,26
124,2,10:07.0,,T. Parker misses 2-pt jump shot from 17 ft,29,26
125,2,10:04.0,Defensive rebound by A. Blakeney,,29,26
126,2,10:00.0,A. Blakeney misses 2-pt jump shot from 23 ft,,29,26
127,2,9:55.0,,Defensive rebound by N. Batum,29,26
128,2,9:52.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),29,28
129,2,9:38.0,A. Blakeney misses 3-pt jump shot from 25 ft,,29,28
130,2,9:30.0,,Defensive rebound by M. Kidd-Gilchrist,29,28
131,2,9:26.0,,T. Parker makes 2-pt layup from 1 ft,29,30
132,2,9:26.0,Chicago full timeout,,29,30
133,2,9:26.0,Z. LaVine enters the game for A. Blakeney,,29,30
134,2,9:17.0,Turnover by J. Parker (traveling),,29,30
135,2,9:07.0,,M. Monk misses 2-pt jump shot from 12 ft,29,30
136,2,9:03.0,,Offensive rebound by M. Kidd-Gilchrist,29,30
137,2,8:59.0,,N. Batum misses 3-pt jump shot from 24 ft (block by J. Parker),29,30
138,2,8:55.0,,Offensive rebound by M. Kidd-Gilchrist,29,30
139,2,8:50.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by T. Parker),29,32
140,2,8:39.0,C. Felício makes 2-pt layup from 2 ft (assist by Z. LaVine),,31,32
141,2,8:39.0,,Violation by Team (def goaltending),31,32
142,2,8:29.0,,Shooting foul by C. Felício (drawn by M. Kidd-Gilchrist),31,32
143,2,8:29.0,,M. Kidd-Gilchrist makes free throw 1 of 2,31,33
144,2,8:29.0,,M. Kidd-Gilchrist makes free throw 2 of 2,31,34
145,2,8:16.0,Shooting foul by N. Batum (drawn by Z. LaVine),,31,34
146,2,8:16.0,Z. LaVine misses free throw 1 of 2,,31,34
147,2,8:16.0,Offensive rebound by Team,,31,34
148,2,8:16.0,,J. Lamb enters the game for M. Monk,31,34
149,2,8:16.0,Z. LaVine misses free throw 2 of 2,,31,34
150,2,8:14.0,,Defensive rebound by N. Batum,31,34
151,2,8:07.0,,T. Parker makes 2-pt layup from 1 ft,31,36
152,2,7:50.0,J. Parker makes 2-pt jump shot from 13 ft,,33,36
153,2,7:38.0,,Personal foul by C. Hutchison (drawn by M. Williams),33,36
154,2,7:38.0,C. Payne enters the game for R. Arcidiacono,,33,36
155,2,7:29.0,,T. Parker misses 2-pt jump shot from 9 ft,33,36
156,2,7:24.0,Defensive rebound by C. Felício,,33,36
157,2,7:24.0,Turnover by C. Felício (bad pass; steal by N. Batum),,33,36
158,2,7:14.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),33,38
159,2,7:14.0,W. Carter enters the game for C. Felício,,33,38
160,2,7:14.0,J. Holiday enters the game for C. Hutchison,,33,38
161,2,7:14.0,,C. Zeller enters the game for M. Williams,33,38
162,2,6:45.0,Z. LaVine misses 3-pt jump shot from 25 ft,,33,38
163,2,6:45.0,Offensive rebound by Team,,33,38
164,2,6:45.0,Turnover by Team (shot clock),,33,38
165,2,6:33.0,,T. Parker makes 3-pt jump shot from 26 ft (assist by J. Lamb),33,41
166,2,6:32.0,Chicago full timeout,,33,41
167,2,6:32.0,,K. Walker enters the game for N. Batum,33,41
168,2,6:17.0,J. Holiday misses 3-pt jump shot from 23 ft,,33,41
169,2,6:14.0,,Defensive rebound by K. Walker,33,41
170,2,6:08.0,,T. Parker makes 2-pt jump shot from 10 ft,33,43
171,2,5:54.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by C. Payne),,36,43
172,2,5:36.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,36,43
173,2,5:35.0,,Offensive rebound by M. Kidd-Gilchrist,36,43
174,2,5:33.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,36,45
175,2,5:22.0,J. Parker makes 3-pt jump shot from 22 ft (assist by Z. LaVine),,39,45
176,2,4:56.0,,C. Zeller makes 2-pt jump shot from 12 ft (assist by K. Walker),39,47
177,2,4:34.0,W. Carter misses 2-pt jump shot from 15 ft,,39,47
178,2,4:31.0,,Defensive rebound by K. Walker,39,47
179,2,4:25.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),39,50
180,2,4:15.0,C. Payne misses 2-pt jump shot from 9 ft,,39,50
181,2,4:15.0,Offensive rebound by C. Payne,,39,50
182,2,4:09.0,C. Payne makes 2-pt layup at rim,,41,50
183,2,3:49.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by T. Parker),41,53
184,2,3:49.0,Turnover by C. Payne (bad pass; steal by J. Lamb),,41,53
185,2,3:49.0,,Turnover by T. Parker (lost ball; steal by C. Payne),41,53
186,2,3:45.0,Shooting foul by C. Zeller (drawn by W. Carter),,41,53
187,2,3:45.0,W. Carter makes free throw 1 of 2,,42,53
188,2,3:45.0,C. Hutchison enters the game for J. Parker,,42,53
189,2,3:45.0,,N. Batum enters the game for M. Kidd-Gilchrist,42,53
190,2,3:45.0,,M. Bridges enters the game for T. Parker,42,53
191,2,3:45.0,W. Carter makes free throw 2 of 2,,43,53
192,2,3:36.0,,Turnover by K. Walker (bad pass; steal by C. Payne),43,53
193,2,3:34.0,Shooting foul by K. Walker (drawn by Z. LaVine),,43,53
194,2,3:34.0,Z. LaVine makes free throw 1 of 2,,44,53
195,2,3:34.0,Z. LaVine makes free throw 2 of 2,,45,53
196,2,3:20.0,,Charlotte full timeout,45,53
197,2,3:18.0,,Shooting foul by W. Carter (drawn by C. Zeller),45,53
198,2,3:18.0,,C. Zeller makes free throw 1 of 2,45,54
199,2,3:18.0,,C. Zeller makes free throw 2 of 2,45,55
200,2,3:05.0,Turnover by Z. LaVine (lost ball; steal by N. Batum),,45,55
201,2,2:59.0,,C. Zeller makes 2-pt layup from 2 ft (assist by N. Batum),45,57
202,2,2:46.0,Z. LaVine makes 3-pt jump shot from 25 ft,,48,57
203,2,2:29.0,,C. Zeller misses 2-pt layup from 2 ft (block by J. Holiday),48,57
204,2,2:29.0,Defensive rebound by W. Carter,,48,57
205,2,2:18.0,Turnover by W. Carter (bad pass; steal by M. Bridges),,48,57
206,2,2:12.0,,C. Zeller misses 2-pt layup from 3 ft (block by W. Carter),48,57
207,2,2:09.0,Defensive rebound by C. Hutchison,,48,57
208,2,2:07.0,Z. LaVine makes 2-pt dunk at rim (assist by C. Hutchison),,50,57
209,2,1:55.0,,K. Walker makes 3-pt jump shot from 27 ft,50,60
210,2,1:44.0,C. Payne makes 2-pt jump shot from 19 ft,,52,60
211,2,1:20.0,,C. Zeller makes 2-pt layup from 6 ft (assist by K. Walker),52,62
212,2,1:10.0,J. Holiday misses 2-pt jump shot from 17 ft,,52,62
213,2,1:06.0,,Defensive rebound by N. Batum,52,62
214,2,1:00.0,,K. Walker makes 2-pt layup from 2 ft,52,64
215,2,1:00.0,,Shooting foul by W. Carter (drawn by K. Walker),52,64
216,2,1:00.0,C. Felício enters the game for W. Carter,,52,64
217,2,1:00.0,,M. Williams enters the game for C. Zeller,52,64
218,2,1:00.0,,K. Walker makes free throw 1 of 1,52,65
219,2,0:43.0,Z. LaVine misses 2-pt layup from 2 ft (block by M. Williams),,52,65
220,2,0:38.0,Offensive rebound by C. Felício,,52,65
221,2,0:37.0,J. Holiday makes 2-pt jump shot from 1 ft,,54,65
222,2,0:24.0,,K. Walker misses 3-pt jump shot from 27 ft,54,65
223,2,0:20.0,,Offensive rebound by N. Batum,54,65
224,2,0:08.0,,K. Walker makes 3-pt jump shot from 26 ft,54,68
225,2,0:03.0,C. Payne misses 3-pt jump shot from 27 ft,,54,68
226,2,0:03.0,,Defensive rebound by K. Walker,54,68
227,3,11:51.0,,N. Batum makes 2-pt jump shot from 19 ft,54,70
228,3,11:31.0,C. Hutchison misses 2-pt jump shot from 6 ft,,54,70
229,3,11:29.0,,Defensive rebound by C. Zeller,54,70
230,3,11:23.0,,K. Walker misses 3-pt jump shot from 25 ft,54,70
231,3,11:18.0,Defensive rebound by Z. LaVine,,54,70
232,3,11:10.0,W. Carter makes 2-pt hook shot from 9 ft (assist by Z. LaVine),,56,70
233,3,10:46.0,,K. Walker misses 2-pt jump shot from 7 ft,56,70
234,3,10:46.0,,Offensive rebound by Team,56,70
235,3,10:46.0,,Turnover by Team (shot clock),56,70
236,3,10:27.0,J. Holiday misses 3-pt jump shot from 26 ft,,56,70
237,3,10:24.0,,Defensive rebound by N. Batum,56,70
238,3,10:17.0,,J. Lamb misses 3-pt jump shot from 23 ft,56,70
239,3,10:13.0,,Offensive rebound by C. Zeller,56,70
240,3,10:09.0,,Turnover by C. Zeller (bad pass; steal by J. Holiday),56,70
241,3,10:00.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by C. Payne),,59,70
242,3,9:37.0,,C. Zeller makes 2-pt jump shot from 9 ft (assist by K. Walker),59,72
243,3,9:19.0,Z. LaVine misses 3-pt jump shot from 26 ft,,59,72
244,3,9:17.0,,Defensive rebound by J. Lamb,59,72
245,3,9:06.0,,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),59,74
246,3,8:55.0,Z. LaVine makes 2-pt dunk from 2 ft (assist by C. Payne),,61,74
247,3,8:46.0,,K. Walker makes 2-pt layup from 1 ft,61,76
248,3,8:46.0,Chicago full timeout,,61,76
249,3,8:24.0,C. Hutchison misses 3-pt jump shot from 26 ft,,61,76
250,3,8:21.0,,Defensive rebound by C. Zeller,61,76
251,3,8:10.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by C. Zeller),61,79
252,3,8:00.0,Turnover by W. Carter (out of bounds lost ball),,61,79
253,3,8:00.0,J. Parker enters the game for C. Hutchison,,61,79
254,3,7:46.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by K. Walker),61,81
255,3,7:36.0,J. Parker misses 3-pt jump shot from 26 ft,,61,81
256,3,7:33.0,,Defensive rebound by M. Williams,61,81
257,3,7:29.0,,Offensive foul by J. Lamb (drawn by C. Payne),61,81
258,3,7:29.0,,Turnover by J. Lamb (offensive foul),61,81
259,3,7:29.0,C. Felício enters the game for W. Carter,,61,81
260,3,7:09.0,Z. LaVine misses 3-pt jump shot from 26 ft,,61,81
261,3,7:07.0,,Defensive rebound by J. Lamb,61,81
262,3,6:45.0,,J. Lamb makes 3-pt jump shot from 25 ft,61,84
263,3,6:45.0,Chicago full timeout,,61,84
264,3,6:45.0,R. Arcidiacono enters the game for C. Payne,,61,84
265,3,6:22.0,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by J. Parker),,64,84
266,3,6:06.0,,Turnover by K. Walker (lost ball; steal by J. Holiday),64,84
267,3,6:00.0,Personal foul by K. Walker (drawn by R. Arcidiacono),,64,84
268,3,6:00.0,,M. Kidd-Gilchrist enters the game for M. Williams,64,84
269,3,5:52.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by R. Arcidiacono),,67,84
270,3,5:35.0,,Offensive foul by N. Batum (drawn by C. Felício),67,84
271,3,5:35.0,,Turnover by N. Batum (offensive foul),67,84
272,3,5:23.0,Z. LaVine misses 2-pt layup from 3 ft (block by N. Batum),,67,84
273,3,5:23.0,Offensive rebound by Team,,67,84
274,3,5:17.0,Z. LaVine misses 2-pt layup from 2 ft,,67,84
275,3,5:14.0,,Defensive rebound by J. Lamb,67,84
276,3,5:07.0,,K. Walker makes 2-pt layup from 1 ft (assist by J. Lamb),67,86
277,3,4:56.0,Turnover by J. Parker (lost ball; steal by M. Kidd-Gilchrist),,67,86
278,3,4:53.0,,Shooting foul by R. Arcidiacono (drawn by J. Lamb),67,86
279,3,4:53.0,,J. Lamb makes free throw 1 of 2,67,87
280,3,4:53.0,,B. Biyombo enters the game for C. Zeller,67,87
281,3,4:53.0,,J. Lamb makes free throw 2 of 2,67,88
282,3,4:35.0,C. Felício misses 2-pt jump shot from 18 ft,,67,88
283,3,4:32.0,,Defensive rebound by B. Biyombo,67,88
284,3,4:22.0,,Personal foul by J. Holiday (drawn by N. Batum),67,88
285,3,4:16.0,,Charlotte full timeout,67,88
286,3,4:06.0,,J. Lamb misses 2-pt jump shot from 17 ft,67,88
287,3,4:03.0,Defensive rebound by Z. LaVine,,67,88
288,3,3:57.0,Shooting foul by B. Biyombo (drawn by Z. LaVine),,67,88
289,3,3:57.0,Z. LaVine makes free throw 1 of 2,,68,88
290,3,3:57.0,,M. Monk enters the game for J. Lamb,68,88
291,3,3:57.0,Z. LaVine makes free throw 2 of 2,,69,88
292,3,3:44.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by K. Walker),69,91
293,3,3:28.0,J. Parker misses 2-pt jump shot from 19 ft,,69,91
294,3,3:25.0,,Defensive rebound by N. Batum,69,91
295,3,3:12.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,69,93
296,3,3:02.0,J. Parker misses 2-pt layup from 6 ft (block by M. Kidd-Gilchrist),,69,93
297,3,3:02.0,Offensive rebound by J. Parker,,69,93
298,3,3:02.0,A. Blakeney enters the game for Z. LaVine,,69,93
299,3,2:56.0,Shooting foul by B. Biyombo (drawn by C. Felício),,69,93
300,3,2:56.0,C. Felício makes free throw 1 of 2,,70,93
301,3,2:56.0,,M. Bridges enters the game for N. Batum,70,93
302,3,2:56.0,C. Felício misses free throw 2 of 2,,70,93
303,3,2:53.0,,Defensive rebound by M. Kidd-Gilchrist,70,93
304,3,2:45.0,,K. Walker makes 3-pt jump shot from 26 ft,70,96
305,3,2:31.0,J. Holiday misses 3-pt jump shot from 26 ft,,70,96
306,3,2:28.0,,Defensive rebound by B. Biyombo,70,96
307,3,2:15.0,,M. Kidd-Gilchrist makes 2-pt hook shot from 7 ft,70,98
308,3,2:01.0,J. Parker misses 3-pt jump shot from 26 ft,,70,98
309,3,1:56.0,,Defensive rebound by M. Monk,70,98
310,3,1:53.0,,Personal foul by R. Arcidiacono (drawn by M. Monk),70,98
311,3,1:53.0,S. Harrison enters the game for J. Holiday,,70,98
312,3,1:53.0,,T. Parker enters the game for K. Walker,70,98
313,3,1:48.0,,Turnover by M. Monk (out of bounds lost ball),70,98
314,3,1:28.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Parker),,70,98
315,3,1:28.0,J. Parker makes free throw 1 of 2,,71,98
316,3,1:28.0,J. Parker makes free throw 2 of 2,,72,98
317,3,1:15.0,,Offensive foul by B. Biyombo (drawn by R. Arcidiacono),72,98
318,3,1:15.0,,Turnover by B. Biyombo (offensive foul),72,98
319,3,1:01.0,Turnover by S. Harrison (bad pass; steal by M. Monk),,72,98
320,3,0:43.0,,M. Bridges makes 2-pt dunk at rim (assist by T. Parker),72,100
321,3,0:32.0,J. Parker makes 2-pt jump shot from 4 ft (assist by R. Arcidiacono),,74,100
322,3,0:32.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Parker),,74,100
323,3,0:32.0,J. Parker makes free throw 1 of 1,,75,100
324,3,0:17.0,,Personal foul by S. Harrison (drawn by T. Parker),75,100
325,3,0:17.0,,T. Parker makes free throw 1 of 2,75,101
326,3,0:17.0,,T. Parker makes free throw 2 of 2,75,102
327,3,0:02.0,A. Blakeney misses 2-pt jump shot from 15 ft (block by B. Biyombo),,75,102
328,3,0:02.0,Offensive rebound by J. Parker,,75,102
329,4,11:49.0,S. Harrison misses 2-pt jump shot from 4 ft (block by B. Biyombo),,75,102
330,4,11:45.0,Offensive rebound by S. Harrison,,75,102
331,4,11:41.0,A. Blakeney makes 3-pt jump shot from 25 ft (assist by S. Harrison),,78,102
332,4,11:18.0,,T. Parker misses 2-pt jump shot from 20 ft,78,102
333,4,11:15.0,Defensive rebound by C. Felício,,78,102
334,4,11:05.0,J. Parker makes 3-pt jump shot from 23 ft (assist by S. Harrison),,81,102
335,4,10:47.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by T. Parker),81,105
336,4,10:34.0,R. Arcidiacono makes 2-pt layup from 2 ft (assist by C. Felício),,83,105
337,4,10:22.0,,M. Monk makes 2-pt dunk from 1 ft (assist by T. Parker),83,107
338,4,10:02.0,J. Parker makes 2-pt jump shot from 7 ft,,85,107
339,4,9:44.0,,M. Monk misses 2-pt jump shot from 14 ft,85,107
340,4,9:41.0,Defensive rebound by S. Harrison,,85,107
341,4,9:36.0,Turnover by J. Parker (bad pass; steal by T. Parker),,85,107
342,4,9:28.0,,M. Bridges makes 2-pt jump shot from 22 ft (assist by T. Parker),85,109
343,4,9:15.0,A. Blakeney makes 2-pt jump shot from 6 ft,,87,109
344,4,9:12.0,,Charlotte full timeout,87,109
345,4,9:00.0,,Turnover by M. Bridges (lost ball; steal by S. Harrison),87,109
346,4,8:55.0,S. Harrison makes 2-pt layup from 1 ft,,89,109
347,4,8:39.0,,M. Monk makes 3-pt jump shot from 24 ft (assist by T. Parker),89,112
348,4,8:26.0,S. Harrison misses 2-pt layup from 3 ft (block by B. Biyombo),,89,112
349,4,8:24.0,Offensive rebound by S. Harrison,,89,112
350,4,8:23.0,S. Harrison misses 2-pt layup from 2 ft (block by B. Biyombo),,89,112
351,4,8:19.0,,Defensive rebound by M. Monk,89,112
352,4,8:18.0,,M. Monk makes 2-pt layup from 1 ft,89,114
353,4,8:15.0,J. Parker misses 2-pt layup from 2 ft (block by B. Biyombo),,89,114
354,4,8:15.0,,Defensive rebound by Team,89,114
355,4,8:00.0,,B. Biyombo makes 2-pt dunk from 2 ft (assist by M. Monk),89,116
356,4,7:33.0,S. Harrison makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,92,116
357,4,7:22.0,,B. Biyombo misses 2-pt layup from 2 ft (block by A. Blakeney),92,116
358,4,7:22.0,Defensive rebound by C. Felício,,92,116
359,4,7:16.0,Turnover by C. Felício (bad pass; steal by M. Bridges),,92,116
360,4,7:08.0,,T. Parker makes 2-pt layup from 1 ft,92,118
361,4,7:08.0,Chicago full timeout,,92,118
362,4,7:08.0,C. Hutchison enters the game for J. Parker,,92,118
363,4,7:08.0,,N. Batum enters the game for T. Parker,92,118
364,4,6:51.0,A. Blakeney makes 3-pt jump shot from 23 ft (assist by R. Arcidiacono),,95,118
365,4,6:34.0,,Turnover by B. Biyombo (traveling),95,118
366,4,6:24.0,C. Felício misses 2-pt jump shot from 4 ft,,95,118
367,4,6:23.0,Offensive rebound by Team,,95,118
368,4,6:14.0,Turnover by S. Harrison (bad pass; steal by M. Monk),,95,118
369,4,6:08.0,,M. Monk misses 3-pt jump shot from 25 ft,95,118
370,4,6:06.0,Defensive rebound by C. Felício,,95,118
371,4,5:46.0,S. Harrison misses 3-pt jump shot from 26 ft,,95,118
372,4,5:42.0,,Defensive rebound by M. Bridges,95,118
373,4,5:38.0,,D. Bacon makes 3-pt jump shot from 26 ft (assist by M. Bridges),95,121
