,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MEMPHIS_ACTION,GOLDEN STATE_SCORE,MEMPHIS_SCORE
32,1,6:56.0,,J. Valančiūnas misses 2-pt layup from 4 ft,14,11
33,1,6:55.0,Defensive rebound by S. Curry,,14,11
34,1,6:49.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,17,11
35,1,6:48.0,,Technical foul by J. Valančiūnas,17,11
36,1,6:48.0,S. Curry makes technical free throw,,18,11
37,1,6:27.0,,B. Caboclo makes 2-pt layup from 3 ft (assist by M. Conley),18,13
38,1,6:15.0,Turnover by D. Cousins (lost ball; steal by B. Caboclo),,18,13
39,1,6:08.0,,J. Holiday misses 3-pt jump shot from 26 ft,18,13
40,1,6:05.0,,Offensive rebound by B. Caboclo,18,13
41,1,6:05.0,,B. Caboclo misses 2-pt layup from 1 ft (block by D. Cousins),18,13
42,1,6:05.0,Defensive rebound by Team,,18,13
43,1,5:48.0,D. Cousins misses 3-pt jump shot from 25 ft,,18,13
44,1,5:44.0,,Defensive rebound by B. Caboclo,18,13
45,1,5:36.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by M. Conley),18,15
46,1,5:29.0,Golden State full timeout,,18,15
47,1,5:29.0,K. Looney enters the game for D. Cousins,,18,15
48,1,5:20.0,D. Green makes 3-pt jump shot from 23 ft (assist by S. Curry),,21,15
49,1,4:57.0,,J. Valančiūnas makes 2-pt layup from 1 ft,21,17
50,1,4:47.0,K. Looney makes 2-pt layup from 1 ft (assist by S. Curry),,23,17
51,1,4:36.0,,M. Conley misses 3-pt jump shot from 26 ft,23,17
52,1,4:34.0,,Offensive rebound by J. Valančiūnas,23,17
53,1,4:34.0,,J. Valančiūnas makes 2-pt layup from 1 ft,23,19
54,1,4:34.0,,Shooting foul by S. Curry (drawn by J. Valančiūnas),23,19
55,1,4:34.0,A. Iguodala enters the game for K. Thompson,,23,19
56,1,4:34.0,,C. Parsons enters the game for B. Caboclo,23,19
57,1,4:34.0,,D. Wright enters the game for M. Conley,23,19
58,1,4:34.0,,J. Valančiūnas misses free throw 1 of 1,23,19
59,1,4:32.0,Defensive rebound by D. Green,,23,19
60,1,4:27.0,Turnover by D. Green (bad pass; steal by J. Holiday),,23,19
61,1,4:13.0,,J. Valančiūnas makes 2-pt hook shot from 7 ft,23,21
62,1,4:01.0,K. Looney makes 2-pt layup from 2 ft (assist by K. Durant),,25,21
63,1,3:42.0,,J. Valančiūnas makes 2-pt layup from 3 ft,25,23
64,1,3:28.0,Turnover by K. Looney (bad pass; steal by J. Holiday),,25,23
65,1,3:16.0,,Personal foul by K. Looney (drawn by J. Valančiūnas),25,23
66,1,3:16.0,,I. Rabb enters the game for J. Valančiūnas,25,23
67,1,3:04.0,,I. Rabb misses 2-pt hook shot from 8 ft (block by K. Looney),25,23
68,1,3:00.0,Defensive rebound by K. Durant,,25,23
69,1,2:46.0,K. Durant makes 2-pt jump shot from 19 ft (assist by S. Curry),,27,23
70,1,2:36.0,,D. Wright makes 2-pt jump shot from 6 ft,27,25
71,1,2:25.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,30,25
72,1,2:06.0,,T. Dorsey makes 2-pt jump shot from 8 ft,30,27
73,1,1:55.0,Turnover by S. Curry (bad pass; steal by J. Holiday),,30,27
74,1,1:53.0,,Personal foul by K. Durant (drawn by J. Holiday),30,27
75,1,1:53.0,A. McKinnie enters the game for K. Durant,,30,27
76,1,1:53.0,,B. Caboclo enters the game for T. Dorsey,30,27
77,1,1:53.0,,J. Washburn enters the game for J. Holiday,30,27
78,1,1:44.0,,D. Wright misses 2-pt jump shot from 2 ft,30,27
79,1,1:41.0,,Offensive rebound by J. Washburn,30,27
80,1,1:41.0,,J. Washburn misses 2-pt layup at rim,30,27
81,1,1:40.0,Defensive rebound by S. Curry,,30,27
82,1,1:31.0,Personal foul by I. Rabb (drawn by K. Looney),,30,27
83,1,1:23.0,D. Green misses 3-pt jump shot from 26 ft,,30,27
84,1,1:21.0,,Defensive rebound by B. Caboclo,30,27
85,1,1:02.0,,B. Caboclo makes 2-pt layup from 1 ft (assist by D. Wright),30,29
86,1,0:49.0,S. Curry misses 3-pt jump shot from 28 ft,,30,29
87,1,0:46.0,,Defensive rebound by J. Washburn,30,29
88,1,0:41.0,,C. Parsons makes 3-pt jump shot from 26 ft (assist by J. Washburn),30,32
89,1,0:34.0,Personal foul by J. Washburn (drawn by S. Curry),,30,32
90,1,0:34.0,S. Curry misses free throw 1 of 2,,30,32
91,1,0:34.0,Offensive rebound by Team,,30,32
92,1,0:34.0,,M. Conley enters the game for J. Washburn,30,32
93,1,0:34.0,S. Curry makes free throw 2 of 2,,31,32
94,1,0:26.0,,Shooting foul by A. Iguodala (drawn by M. Conley),31,32
95,1,0:26.0,,M. Conley makes free throw 1 of 2,31,33
96,1,0:26.0,Q. Cook enters the game for A. McKinnie,,31,33
97,1,0:26.0,,J. Holiday enters the game for C. Parsons,31,33
98,1,0:26.0,,J. Washburn enters the game for I. Rabb,31,33
99,1,0:26.0,,M. Conley makes free throw 2 of 2,31,34
100,1,0:04.0,S. Curry misses 2-pt jump shot from 9 ft,,31,34
101,1,0:02.0,,Defensive rebound by J. Holiday,31,34
102,1,0:00.0,,J. Holiday makes 3-pt jump shot from 39 ft,31,37
103,2,11:51.0,K. Thompson misses 3-pt jump shot from 27 ft (block by B. Caboclo),,31,37
104,2,11:46.0,,Defensive rebound by C. Parsons,31,37
105,2,11:40.0,,C. Parsons makes 2-pt jump shot from 20 ft,31,39
106,2,11:38.0,Golden State full timeout,,31,39
107,2,11:14.0,D. Cousins misses 2-pt layup from 3 ft (block by I. Rabb),,31,39
108,2,11:11.0,,Defensive rebound by C. Parsons,31,39
109,2,11:07.0,,C. Parsons makes 2-pt layup from 1 ft (assist by B. Caboclo),31,41
110,2,10:42.0,Turnover by A. Iguodala (bad pass; steal by D. Wright),,31,41
111,2,10:23.0,,Turnover by C. Parsons (bad pass; steal by D. Cousins),31,41
112,2,10:09.0,Turnover by D. Cousins (traveling),,31,41
113,2,10:02.0,,D. Wright misses 2-pt jump shot from 6 ft,31,41
114,2,9:59.0,Defensive rebound by Q. Cook,,31,41
115,2,9:48.0,Q. Cook makes 3-pt jump shot from 26 ft (assist by D. Cousins),,34,41
116,2,9:20.0,,J. Washburn misses 2-pt jump shot from 22 ft,34,41
117,2,9:16.0,Defensive rebound by D. Cousins,,34,41
118,2,9:04.0,S. Livingston makes 2-pt jump shot from 10 ft (assist by K. Thompson),,36,41
119,2,8:46.0,,J. Washburn misses 3-pt jump shot from 23 ft,36,41
120,2,8:42.0,Defensive rebound by A. Iguodala,,36,41
121,2,8:22.0,A. Iguodala makes 2-pt jump shot from 4 ft (assist by S. Livingston),,38,41
122,2,8:10.0,,D. Wright makes 2-pt layup from 1 ft,38,43
123,2,8:01.0,S. Livingston misses 2-pt layup at rim,,38,43
124,2,7:58.0,,Defensive rebound by J. Washburn,38,43
125,2,7:54.0,,C. Parsons makes 2-pt jump shot from 19 ft,38,45
126,2,7:35.0,Q. Cook makes 3-pt jump shot from 27 ft (assist by D. Cousins),,41,45
127,2,7:27.0,,Memphis full timeout,41,45
128,2,7:27.0,K. Durant enters the game for A. Iguodala,,41,45
129,2,7:27.0,,M. Conley enters the game for C. Parsons,41,45
130,2,7:27.0,,T. Dorsey enters the game for I. Rabb,41,45
131,2,7:27.0,,J. Holiday enters the game for J. Washburn,41,45
132,2,7:27.0,,J. Valančiūnas enters the game for D. Wright,41,45
133,2,7:20.0,,M. Conley misses 2-pt jump shot from 9 ft,41,45
134,2,7:17.0,,Offensive rebound by B. Caboclo,41,45
135,2,7:17.0,,B. Caboclo makes 2-pt layup at rim,41,47
136,2,7:15.0,D. Cousins misses 2-pt jump shot from 20 ft,,41,47
137,2,6:57.0,Offensive rebound by K. Durant,,41,47
138,2,6:55.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by S. Livingston),,44,47
139,2,6:38.0,,T. Dorsey misses 2-pt jump shot from 8 ft,44,47
140,2,6:35.0,Defensive rebound by S. Livingston,,44,47
141,2,6:31.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Livingston),,47,47
142,2,6:04.0,,J. Valančiūnas misses 2-pt jump shot from 12 ft,47,47
143,2,6:04.0,,Offensive rebound by Team,47,47
144,2,6:04.0,,Turnover by Team (shot clock),47,47
145,2,5:44.0,D. Cousins misses 2-pt layup from 1 ft (block by B. Caboclo),,47,47
146,2,5:41.0,,Defensive rebound by B. Caboclo,47,47
147,2,5:36.0,,J. Holiday misses 3-pt jump shot from 23 ft,47,47
148,2,5:34.0,,Offensive rebound by J. Valančiūnas,47,47
149,2,5:32.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),47,50
150,2,5:11.0,Q. Cook makes 3-pt jump shot from 27 ft (assist by D. Cousins),,50,50
151,2,4:53.0,,M. Conley misses 3-pt jump shot from 23 ft,50,50
152,2,4:50.0,,Offensive rebound by J. Holiday,50,50
153,2,4:50.0,,J. Holiday misses 2-pt layup at rim,50,50
154,2,4:49.0,Defensive rebound by K. Durant,,50,50
155,2,4:41.0,S. Livingston misses 2-pt jump shot from 12 ft,,50,50
156,2,4:37.0,,Defensive rebound by J. Valančiūnas,50,50
157,2,4:35.0,,T. Dorsey makes 2-pt layup from 1 ft (assist by M. Conley),50,52
158,2,4:35.0,,Shooting foul by D. Cousins (drawn by T. Dorsey),50,52
159,2,4:35.0,S. Curry enters the game for Q. Cook,,50,52
160,2,4:35.0,D. Green enters the game for S. Livingston,,50,52
161,2,4:35.0,A. Iguodala enters the game for K. Thompson,,50,52
162,2,4:35.0,,T. Dorsey makes free throw 1 of 1,50,53
163,2,4:35.0,,D. Wright enters the game for B. Caboclo,50,53
164,2,4:12.0,S. Curry misses 3-pt jump shot from 26 ft,,50,53
165,2,4:09.0,,Defensive rebound by J. Holiday,50,53
166,2,3:55.0,,Turnover by J. Valančiūnas (lost ball; steal by D. Cousins),50,53
167,2,3:50.0,Shooting foul by T. Dorsey (drawn by D. Green),,50,53
168,2,3:50.0,D. Green makes free throw 1 of 2,,51,53
169,2,3:50.0,,C. Parsons enters the game for T. Dorsey,51,53
170,2,3:50.0,D. Green misses free throw 2 of 2,,51,53
171,2,3:47.0,,Defensive rebound by C. Parsons,51,53
172,2,3:33.0,,Personal foul by D. Cousins (drawn by J. Valančiūnas),51,53
173,2,3:33.0,K. Thompson enters the game for D. Cousins,,51,53
174,2,3:24.0,,J. Holiday misses 2-pt jump shot from 12 ft,51,53
175,2,3:21.0,Defensive rebound by S. Curry,,51,53
176,2,3:18.0,K. Durant makes 2-pt dunk from 1 ft (assist by S. Curry),,53,53
177,2,2:50.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by D. Wright),53,56
178,2,2:32.0,A. Iguodala makes 2-pt dunk from 2 ft,,55,56
179,2,2:13.0,,Turnover by J. Valančiūnas (lost ball; steal by D. Green),55,56
180,2,2:00.0,K. Thompson misses 2-pt jump shot from 13 ft,,55,56
181,2,1:56.0,Offensive rebound by A. Iguodala,,55,56
182,2,1:51.0,Turnover by A. Iguodala (bad pass),,55,56
183,2,1:51.0,Technical foul by K. Durant,,55,56
184,2,1:51.0,,J. Holiday misses technical free throw,55,56
185,2,1:51.0,,Offensive rebound by Team,55,56
186,2,1:31.0,,Turnover by D. Wright (bad pass; steal by A. Iguodala),55,56
187,2,1:27.0,A. Iguodala misses 2-pt layup at rim,,55,56
188,2,1:23.0,Offensive rebound by K. Thompson,,55,56
189,2,1:23.0,K. Thompson makes 2-pt layup from 1 ft,,57,56
190,2,1:03.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by C. Parsons),57,58
191,2,0:54.0,K. Durant makes 2-pt jump shot from 20 ft,,59,58
192,2,0:43.0,,C. Parsons misses 3-pt jump shot from 26 ft,59,58
193,2,0:40.0,Defensive rebound by S. Curry,,59,58
194,2,0:38.0,K. Durant makes 2-pt dunk at rim (assist by S. Curry),,61,58
195,2,0:24.0,,Turnover by M. Conley (bad pass; steal by D. Green),61,58
196,2,0:19.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,64,58
197,2,0:06.0,,Personal take foul by K. Thompson (drawn by M. Conley),64,58
198,2,0:06.0,A. Bogut enters the game for S. Curry,,64,58
199,2,0:02.0,,Shooting foul by K. Thompson (drawn by M. Conley),64,58
200,2,0:02.0,,M. Conley makes free throw 1 of 2,64,59
201,2,0:02.0,S. Curry enters the game for A. Bogut,,64,59
202,2,0:02.0,,B. Caboclo enters the game for C. Parsons,64,59
203,2,0:02.0,,J. Washburn enters the game for J. Valančiūnas,64,59
204,2,0:02.0,,M. Conley makes free throw 2 of 2,64,60
205,2,0:00.0,K. Durant makes 2-pt layup at rim (assist by D. Green),,66,60
206,3,11:42.0,D. Green misses 3-pt jump shot from 24 ft,,66,60
207,3,11:38.0,,Defensive rebound by J. Valančiūnas,66,60
208,3,11:23.0,,J. Valančiūnas misses 2-pt jump shot from 13 ft,66,60
209,3,11:21.0,Defensive rebound by S. Curry,,66,60
210,3,11:15.0,D. Cousins misses 3-pt jump shot from 26 ft,,66,60
211,3,11:11.0,,Defensive rebound by T. Dorsey,66,60
212,3,11:08.0,,J. Holiday misses 2-pt layup from 2 ft (block by D. Cousins),66,60
213,3,11:08.0,Defensive rebound by K. Durant,,66,60
214,3,11:01.0,K. Thompson misses 2-pt jump shot from 10 ft,,66,60
215,3,10:58.0,,Defensive rebound by B. Caboclo,66,60
216,3,10:45.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by T. Dorsey),66,62
217,3,10:27.0,S. Curry misses 2-pt layup from 1 ft,,66,62
218,3,10:25.0,,Defensive rebound by J. Valančiūnas,66,62
219,3,10:23.0,,Personal foul by S. Curry (drawn by M. Conley),66,62
220,3,10:17.0,,M. Conley makes 2-pt layup from 1 ft (assist by J. Valančiūnas),66,64
221,3,10:03.0,D. Green misses 2-pt layup from 1 ft,,66,64
222,3,10:01.0,,Defensive rebound by J. Valančiūnas,66,64
223,3,9:59.0,Technical foul by D. Green,,66,64
224,3,9:59.0,,M. Conley makes technical free throw,66,65
225,3,9:49.0,,B. Caboclo misses 2-pt layup from 2 ft (block by D. Green),66,65
226,3,9:47.0,,Offensive rebound by T. Dorsey,66,65
227,3,9:43.0,,J. Valančiūnas misses 2-pt layup from 1 ft,66,65
228,3,9:40.0,Defensive rebound by D. Cousins,,66,65
229,3,9:36.0,D. Cousins makes 2-pt dunk at rim,,68,65
230,3,9:16.0,,M. Conley misses 2-pt jump shot from 4 ft,68,65
231,3,9:16.0,Defensive rebound by Team,,68,65
232,3,9:16.0,,Loose ball foul by J. Valančiūnas (drawn by D. Cousins),68,65
233,3,9:00.0,S. Curry misses 2-pt jump shot from 16 ft,,68,65
234,3,8:57.0,,Defensive rebound by J. Valančiūnas,68,65
235,3,8:44.0,,J. Valančiūnas misses 2-pt layup from 2 ft,68,65
236,3,8:42.0,Defensive rebound by D. Cousins,,68,65
237,3,8:38.0,Turnover by D. Cousins (bad pass; steal by J. Holiday),,68,65
238,3,8:38.0,,Personal take foul by D. Cousins (drawn by J. Valančiūnas),68,65
239,3,8:14.0,,M. Conley misses 3-pt jump shot from 26 ft,68,65
240,3,8:09.0,Defensive rebound by D. Green,,68,65
241,3,7:57.0,D. Cousins misses 2-pt layup at rim (block by J. Valančiūnas),,68,65
242,3,7:54.0,,Defensive rebound by T. Dorsey,68,65
243,3,7:50.0,,M. Conley makes 2-pt jump shot from 4 ft,68,67
244,3,7:50.0,,Shooting foul by S. Curry (drawn by M. Conley),68,67
245,3,7:50.0,,M. Conley makes free throw 1 of 1,68,68
246,3,7:33.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),,71,68
247,3,7:19.0,,J. Valančiūnas misses 2-pt hook shot from 1 ft,71,68
248,3,7:19.0,Defensive rebound by Team,,71,68
249,3,7:19.0,,Loose ball foul by J. Valančiūnas (drawn by D. Cousins),71,68
250,3,7:03.0,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),,74,68
251,3,6:48.0,,J. Holiday misses 3-pt jump shot from 26 ft,74,68
252,3,6:45.0,Defensive rebound by S. Curry,,74,68
253,3,6:39.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Cousins),,77,68
254,3,6:37.0,,Memphis full timeout,77,68
255,3,6:37.0,,D. Wright enters the game for T. Dorsey,77,68
256,3,6:24.0,,Shooting foul by D. Cousins (drawn by J. Valančiūnas),77,68
257,3,6:24.0,,J. Valančiūnas makes free throw 1 of 2,77,69
258,3,6:24.0,A. Bogut enters the game for D. Cousins,,77,69
259,3,6:24.0,,J. Valančiūnas makes free throw 2 of 2,77,70
260,3,6:03.0,S. Curry makes 2-pt layup from 1 ft (assist by A. Bogut),,79,70
261,3,5:46.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft (block by D. Green),79,70
262,3,5:44.0,Defensive rebound by D. Green,,79,70
263,3,5:43.0,Personal take foul by D. Wright (drawn by D. Green),,79,70
264,3,5:28.0,K. Thompson makes 2-pt jump shot from 12 ft (assist by D. Green),,81,70
265,3,5:10.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by M. Conley),81,73
266,3,4:53.0,K. Durant makes 2-pt jump shot from 12 ft (assist by D. Green),,83,73
267,3,4:42.0,,Personal foul by K. Thompson (drawn by M. Conley),83,73
268,3,4:42.0,,M. Conley makes free throw 1 of 2,83,74
269,3,4:42.0,A. Iguodala enters the game for K. Thompson,,83,74
270,3,4:42.0,,C. Parsons enters the game for J. Holiday,83,74
271,3,4:42.0,,M. Conley misses free throw 2 of 2,83,74
272,3,4:38.0,Defensive rebound by D. Green,,83,74
273,3,4:21.0,S. Curry misses 2-pt jump shot from 10 ft,,83,74
274,3,4:19.0,,Defensive rebound by D. Wright,83,74
275,3,4:15.0,,D. Wright misses 2-pt layup from 1 ft,83,74
276,3,4:13.0,,Offensive rebound by B. Caboclo,83,74
277,3,4:13.0,,B. Caboclo misses 2-pt layup from 1 ft,83,74
278,3,4:12.0,Defensive rebound by K. Durant,,83,74
279,3,4:10.0,S. Curry misses 2-pt layup from 1 ft,,83,74
280,3,4:10.0,,Defensive rebound by C. Parsons,83,74
281,3,4:02.0,,J. Valančiūnas makes 2-pt jump shot from 13 ft (assist by M. Conley),83,76
282,3,3:51.0,Shooting foul by D. Wright (drawn by S. Curry),,83,76
283,3,3:51.0,S. Curry makes free throw 1 of 2,,84,76
284,3,3:51.0,,I. Rabb enters the game for J. Valančiūnas,84,76
285,3,3:51.0,S. Curry makes free throw 2 of 2,,85,76
286,3,3:34.0,,D. Wright misses 2-pt jump shot from 12 ft,85,76
287,3,3:32.0,Defensive rebound by D. Green,,85,76
288,3,3:22.0,D. Green misses 3-pt jump shot from 26 ft,,85,76
289,3,3:20.0,,Defensive rebound by B. Caboclo,85,76
290,3,3:05.0,,D. Wright misses 2-pt jump shot from 12 ft,85,76
291,3,3:02.0,Defensive rebound by A. Bogut,,85,76
292,3,2:50.0,Turnover by D. Green (bad pass; steal by D. Wright),,85,76
293,3,2:44.0,,I. Rabb makes 2-pt dunk from 1 ft (assist by B. Caboclo),85,78
294,3,2:44.0,Golden State full timeout,,85,78
295,3,2:44.0,A. McKinnie enters the game for K. Durant,,85,78
296,3,2:44.0,,T. Dorsey enters the game for B. Caboclo,85,78
297,3,2:44.0,,J. Holiday enters the game for M. Conley,85,78
298,3,2:26.0,Turnover by D. Green (bad pass; steal by C. Parsons),,85,78
299,3,2:21.0,,T. Dorsey makes 3-pt jump shot from 24 ft (assist by D. Wright),85,81
300,3,1:55.0,S. Curry misses 3-pt jump shot from 31 ft,,85,81
301,3,1:52.0,,Defensive rebound by I. Rabb,85,81
302,3,1:40.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by D. Wright),85,84
303,3,1:30.0,D. Green misses 2-pt jump shot from 11 ft,,85,84
304,3,1:26.0,,Defensive rebound by J. Holiday,85,84
305,3,1:19.0,,I. Rabb misses 2-pt jump shot from 21 ft,85,84
306,3,1:17.0,Defensive rebound by S. Curry,,85,84
307,3,1:09.0,S. Curry misses 2-pt jump shot from 14 ft,,85,84
308,3,1:05.0,,Defensive rebound by T. Dorsey,85,84
309,3,0:58.0,,C. Parsons misses 2-pt jump shot from 12 ft (block by S. Curry),85,84
310,3,0:55.0,Defensive rebound by S. Curry,,85,84
311,3,0:54.0,Personal take foul by J. Holiday (drawn by S. Curry),,85,84
312,3,0:54.0,S. Curry makes free throw 1 of 2,,86,84
313,3,0:54.0,Q. Cook enters the game for A. Bogut,,86,84
314,3,0:54.0,K. Looney enters the game for D. Green,,86,84
315,3,0:54.0,S. Curry makes free throw 2 of 2,,87,84
316,3,0:38.0,,Turnover by C. Parsons (bad pass; steal by S. Curry),87,84
317,3,0:34.0,S. Curry misses 3-pt jump shot from 26 ft,,87,84
318,3,0:31.0,Offensive rebound by K. Looney,,87,84
319,3,0:31.0,K. Looney misses 2-pt layup at rim,,87,84
320,3,0:31.0,Offensive rebound by A. McKinnie,,87,84
321,3,0:31.0,A. McKinnie makes 2-pt layup at rim,,89,84
322,3,0:12.0,,C. Parsons misses 2-pt jump shot from 4 ft,89,84
323,3,0:08.0,Defensive rebound by S. Curry,,89,84
324,3,0:05.0,A. McKinnie misses 3-pt jump shot from 25 ft,,89,84
325,3,0:02.0,,Defensive rebound by Team,89,84
326,3,0:00.0,,T. Dorsey misses 3-pt jump shot from 39 ft,89,84
327,3,0:00.0,,Offensive rebound by Team,89,84
328,4,11:48.0,,T. Dorsey misses 3-pt jump shot from 23 ft,89,84
329,4,11:44.0,,Offensive rebound by B. Caboclo,89,84
330,4,11:39.0,,J. Valančiūnas misses 2-pt layup from 1 ft,89,84
331,4,11:36.0,,Offensive rebound by J. Valančiūnas,89,84
332,4,11:36.0,,J. Valančiūnas makes 2-pt layup from 1 ft,89,86
333,4,11:14.0,D. Cousins makes 2-pt layup from 1 ft,,91,86
334,4,10:59.0,,J. Valančiūnas misses 2-pt layup from 2 ft,91,86
335,4,10:56.0,Defensive rebound by S. Livingston,,91,86
336,4,10:49.0,D. Cousins misses 2-pt layup from 5 ft (block by J. Valančiūnas),,91,86
337,4,10:48.0,Offensive rebound by D. Cousins,,91,86
338,4,10:48.0,Personal foul by J. Valančiūnas (drawn by D. Cousins),,91,86
339,4,10:40.0,K. Thompson misses 3-pt jump shot from 27 ft,,91,86
340,4,10:37.0,,Defensive rebound by J. Valančiūnas,91,86
341,4,10:27.0,,C. Parsons makes 2-pt jump shot from 10 ft,91,88
342,4,10:10.0,Personal foul by J. Valančiūnas (drawn by D. Cousins),,91,88
343,4,10:10.0,,I. Rabb enters the game for J. Valančiūnas,91,88
344,4,10:06.0,Turnover by Q. Cook (bad pass; steal by D. Wright),,91,88
345,4,10:02.0,,T. Dorsey misses 3-pt jump shot from 25 ft,91,88
346,4,9:59.0,,Offensive rebound by B. Caboclo,91,88
347,4,9:59.0,,B. Caboclo makes 2-pt dunk from 1 ft,91,90
348,4,9:59.0,Golden State full timeout,,91,90
349,4,9:43.0,D. Cousins misses 2-pt jump shot from 15 ft,,91,90
350,4,9:40.0,,Defensive rebound by C. Parsons,91,90
351,4,9:25.0,,Shooting foul by S. Livingston (drawn by C. Parsons),91,90
352,4,9:25.0,,C. Parsons makes free throw 1 of 2,91,91
353,4,9:25.0,K. Durant enters the game for A. Iguodala,,91,91
354,4,9:25.0,,C. Parsons makes free throw 2 of 2,91,92
355,4,9:16.0,S. Livingston makes 2-pt layup from 1 ft,,93,92
356,4,8:58.0,,Turnover by I. Rabb (lost ball; steal by K. Durant),93,92
357,4,8:50.0,Turnover by K. Durant (bad pass; steal by C. Parsons),,93,92
358,4,8:48.0,,Personal take foul by S. Livingston (drawn by T. Dorsey),93,92
359,4,8:31.0,,D. Wright misses 2-pt jump shot from 13 ft,93,92
360,4,8:29.0,Defensive rebound by S. Livingston,,93,92
361,4,8:26.0,Personal foul by I. Rabb (drawn by D. Cousins),,93,92
362,4,8:26.0,,M. Conley enters the game for T. Dorsey,93,92
363,4,8:26.0,,J. Holiday enters the game for D. Wright,93,92
364,4,8:19.0,Shooting foul by I. Rabb (drawn by K. Durant),,93,92
365,4,8:19.0,K. Durant makes free throw 1 of 2,,94,92
366,4,8:19.0,K. Durant makes free throw 2 of 2,,95,92
367,4,8:05.0,,I. Rabb misses 2-pt jump shot from 3 ft,95,92
368,4,8:02.0,Defensive rebound by D. Cousins,,95,92
369,4,7:53.0,K. Durant makes 3-pt jump shot from 26 ft,,98,92
370,4,7:36.0,,B. Caboclo misses 2-pt jump shot from 4 ft,98,92
371,4,7:32.0,Defensive rebound by K. Durant,,98,92
372,4,7:22.0,K. Thompson misses 2-pt jump shot from 11 ft,,98,92
373,4,7:19.0,Offensive rebound by Team,,98,92
374,4,7:07.0,K. Durant makes 2-pt jump shot from 19 ft,,100,92
375,4,7:07.0,,Memphis full timeout,100,92
376,4,7:07.0,,J. Valančiūnas enters the game for I. Rabb,100,92
